Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664)
9.542651734763019e-11,0.002516028691986142,1.5395545506229203e-19,6.0009531841128881e-15,4.1562719843602587e-15,-5.8766178879616369e-16,1.0897413747598348e-12,1.999897671595671e-19,-1.4255425411782977e-28,-8.6165818684973653e-24,8.4440191598339584e-31,-7.564396800295457e-15,-5.8428249659684944e-15,-4.0643434327741584e-18,-9.9874074855621431e-20,-1.8900776429674069e-30,-7.5330723486727256e-31,-3.3285683927831424e-27,1.7005853039545287e-30,4.2679171076356386e-39,4.1849801724966407e-28,6.5392858623469548e-15,3.4614248842643706e-24,1.6468997275513773e-16,8.0801299643005705e-14,5.4963015713212604e-24,-1.6060556430795291e-19,-2.7270516933227463e-16,-1.3358830763312152e-38,2.3789001999359308e-21,4.8312852454250556e-25,3.521959292552304e-32,4.8666358106957459e-34,0.88129999999999997,0.0,0.0,0.0,0.0098898402961692233,0.10880298875987791,0.00010000000000000361,9.3495033240658437e-09,7.2540459481679391e-08,6.2102162676891889e-08,6.1295734455169018e-14,1.083809074709932e-08,3.4757051306324131e-11,4.0087839848792043e-10,2.5680877407887922e-16,6.0761754792709969e-18,2.491115531761071e-15,5.5999771153674316e-13,2.1602245069524535e-09,1.3419754609753433e-11,4.840827782152968e-21,3.3236061151683738e-19,4.3966857389535789e-23,3.381562335893714e-21,2.262542656553821e-09,2.4062910309244107e-23,4.259864892342964e-25,6.2615425301058035e-27,3.2487068361579723e-29,2.1054785078087256e-30,1.0873265897886466e-12,8.0748914386944746e-14,5.2385265059258265e-17
9.881823857013626e-11,0.00251602869023325,1.5893289650189927e-19,6.1866813742452103e-15,4.0556300801962899e-15,-6.0969631094360761e-16,1.1665459299712664e-12,2.2682836963858961e-19,-1.4707502084152529e-28,-1.4853392375341835e-24,9.0921059799328234e-31,-7.5969991998219221e-15,-5.8106645551933463e-15,-4.0864116227564118e-18,-1.0416615501427202e-19,-1.8834280986569039e-30,-8.1554718261913795e-31,-3.4647806698922802e-27,1.8315865414391316e-30,4.3883219418713081e-39,4.6228017305687111e-28,6.5329330029310345e-15,3.7117366898566239e-24,1.7127779370807463e-16,8.9316237910837274e-14,6.2958957095418404e-24,-1.6666643013708317e-19,-2.8303746757980686e-16,-1.432955556097446e-38,2.5258195894252172e-21,5.2250915822349789e-25,3.8411761805113558e-32,5.2410606283402962e-34,0.88129999999999997,0.0,0.0,0.0,0.009889834619508181,0.10880298806303741,0.00010000000000000362,9.6817967479771306e-09,7.5118385054986194e-08,6.4012345614893283e-08,6.3474052046620691e-14,1.1520305371158501e-08,3.4757032307828819e-11,4.1542501024513294e-10,2.7297389157251954e-16,6.2966608203585404e-18,2.7999118919291383e-15,6.0058232227604596e-13,2.2375940635952837e-09,1.4390534452230358e-11,5.0252434939820573e-21,3.6833674861342406e-19,4.7303773478197156e-23,3.7601966674142873e-21,2.3435768578649777e-09,2.7672228937941862e-23,5.0675695892888195e-25,7.4530835202822648e-27,4.0041936689857126e-29,2.5864710305192122e-30,1.1590775330229206e-12,8.9258318112725222e-14,5.7919808166253737e-17
9.999999999999999e-11,0.0025160286884434706,1.6064419845864912e-19,6.2503070052769708e-15,4.0205731834789121e-15,-6.1734033013055256e-16,1.1939009087492393e-12,2.367732711175129e-19,-1.4862972910482371e-28,5.2905004780967834e-24,9.3225817609008744e-31,-7.6073917885189369e-15,-5.7985861304063724e-15,-4.0940066691700385e-18,-1.056656918676896e-19,-1.8839894424852694e-30,-8.3784159522732334e-31,-3.5124162415486079e-27,1.878187444864306e-30,4.4293872879717483e-39,4.7824965283756531e-28,6.5298016430660943e-15,3.8009709401028451e-24,1.7357108442246909e-16,9.2411802125419719e-14,6.5936158259993035e-24,-1.6876975790320833e-19,-2.8662391503103615e-16,-1.4674122030417744e-38,2.5778583862200401e-21,5.3660105841455985e-25,3.957411351876422e-32,5.374241952210015e-34,0.88129999999999997,0.0,0.0,0.0,0.0098898326416098897,0.10880298781677275,0.00010000000000000364,9.797575958075009e-09,7.6016598475524795e-08,6.4674432890852668e-08,6.4233032094506273e-14,1.1761473410776415e-08,3.4757025688251447e-11,4.2049341171847553e-10,2.7868838329828414e-16,6.3734833991329039e-18,2.9135416469131838e-15,6.1505802935698725e-13,2.2645515623578332e-09,1.473674140392015e-11,5.0896431046837968e-21,3.8144469883602177e-19,4.8499915345641967e-23,3.8986759592754412e-21,2.3718112120611961e-09,2.9020967144943371e-23,5.3760891197801343e-25,7.9084249879652621e-27,4.2995495608351076e-29,2.7741426618364394e-30,1.1845183554158951e-12,9.2351870058266538e-14,5.9932077596582228e-17
1.0220995979264233e-10,0.0025160286884434706,1.6381313770467339e-19,6.3678020272604086e-15,3.9521583355824919e-15,-6.3158674541883442e-16,1.245877508985448e-12,2.562266547655287e-19,-1.515088256499988e-28,1.644434301512605e-23,9.7598028368893665e-31,-7.6232274107520963e-15,-5.7725360758405554e-15,-4.1080439938643941e-18,-1.0847519493829408e-19,-1.8960326564288667e-30,-8.8037926116418135e-31,-3.6017385767472362e-27,1.9666107604574012e-30,4.5049296944389754e-39,5.0912610711428011e-28,6.520418352010987e-15,3.9706413288915041e-24,1.7785620504942341e-16,9.8382302728828838e-14,7.1780096223744587e-24,-1.7269084344727436e-19,-2.9331097458116505e-16,-1.5327106463929189e-38,2.6763189507237032e-21,5.6346792185757201e-25,4.1819294471886757e-32,5.626930750168879e-34,0.88129999999999997,0.0,0.0,0.0,0.0098898289428213573,0.10880298735153199,0.00010000000000000364,1.0014089233383782e-08,7.7696306246915565e-08,6.5907859629958852e-08,6.5652365903104297e-14,1.2217182363467594e-08,3.4757013309243048e-11,4.2997159706443274e-10,2.894864355789851e-16,6.517145783458118e-18,3.1346671896170599e-15,6.4259317003311657e-13,2.3149635735143339e-09,1.5395210731673251e-11,5.2102744580098675e-21,4.067681122763427e-19,5.0783832222374079e-23,4.1669831629212389e-21,2.4246110148989624e-09,3.1675685453094078e-23,5.9932492716652429e-25,8.8196009640447318e-27,4.9006502470912453e-29,3.1555335480384914e-30,1.232698554745628e-12,9.8318489248246037e-14,6.381349178472019e-17
1.056016810151484e-10,0.0025160286866179184,1.6859697874594544e-19,6.5443313435889733e-15,3.8515789806454235e-15,-6.5331987484317786e-16,1.3277332342673476e-12,2.8833615622372219e-19,-1.5585266097687981e-28,-4.6783626512833636e-24,1.0446305758092659e-30,-7.6476763171317123e-15,-5.7330731607425076e-15,-4.1292862344269407e-18,-1.1279899132014733e-19,-1.9133588402251779e-30,-9.4781138105893496e-31,-3.7394291229743576e-27,2.1055000028354314e-30,4.6177735041923093e-39,5.591405172898825e-28,6.5063598851479172e-15,4.2381246571371311e-24,1.844215064710706e-16,1.0801354879016383e-13,8.1478636839891534e-24,-1.7867519403811827e-19,-3.0351956302660787e-16,-1.635069571587592e-38,2.8302974587560075e-21,6.0600492757176496e-25,4.5451451935437479e-32,6.0237913621877395e-34,0.88129999999999997,0.0,0.0,0.0,0.0098898232661087469,0.10880298662580382,0.00010000000000000365,1.0346380780287043e-08,8.0274223056520771e-08,6.778914687322662e-08,6.7830676023280665e-14,1.292827959586057e-08,3.4756994310566746e-11,4.445181589385499e-10,3.063359298202087e-16,6.7376303684595441e-18,3.4965766316387405e-15,6.860310168276428e-13,2.3923330367094057e-09,1.6433783352337722e-11,5.3959210017517386e-21,4.4772912587503613e-19,5.4410007451928142e-23,4.6031035467302123e-21,2.5056451276561171e-09,3.6101736938659342e-23,7.0493965572404724e-25,1.0379786218813794e-26,5.9583727131315547e-29,3.8250960415071637e-30,1.3081571671192517e-12,1.0794347330128706e-13,7.0075501323471256e-17
1.1238512346016053e-10,0.0025160286828637747,1.7791789063164957e-19,6.8852420517033158e-15,3.6494683297516556e-15,-6.9638244893194903e-16,1.4989913732415942e-12,3.6131505687348221e-19,-1.643001281157074e-28,3.4191923908498103e-24,1.187763941217963e-30,-7.6863804201913745e-15,-5.6450890753823488e-15,-4.1706012440741868e-18,-1.2150010182732023e-19,-1.9726409127327359e-30,-1.090503453404501e-30,-4.0169747013011609e-27,2.3952668421741212e-30,4.8334830145966897e-39,6.6908840609654645e-28,6.4686388980408777e-15,4.7987710821343131e-24,1.975299699395213e-16,1.2902659681800669e-13,1.0372311369430901e-23,-1.9054218018108014e-19,-3.237731698153857e-16,-1.8473100265642316e-38,3.1492086090192068e-21,6.9581878267515604e-25,5.343071260264431e-32,6.8515935201269913e-34,0.88129999999999997,0.0,0.0,0.0,0.0098898119126061522,0.1088029851333817,0.00010000000000000366,1.1010961058588378e-08,8.5430043527138238e-08,7.151074365965775e-08,7.2187285051304354e-14,1.4391432253759234e-08,3.4756956312942451e-11,4.7361120782410336e-10,3.4100542742931844e-16,7.1785984037566643e-18,4.306683410554272e-15,7.7719080435024573e-13,2.5470718229268159e-09,1.8612617234307118e-11,5.7690621592095979e-21,5.3753487286341651e-19,6.2112984057146399e-23,5.5681939495143308e-21,2.6677132203412624e-09,4.6341228527451976e-23,9.6074598344027694e-25,1.4162614966063855e-26,8.6497286747000291e-29,5.5220005468421729e-30,1.4644611669715547e-12,1.2894285638241881e-13,8.3740450837057446e-17
1.1824614861184552e-10,0.0025160286795146932,1.856468543990065e-19,7.164313806565892e-15,3.4735664921653029e-15,-7.3292018163258842e-16,1.6550290593545136e-12,4.3459610658908593e-19,-1.7127495698010013e-28,3.1863286107457047e-24,1.316257713934617e-30,-7.7040091586948096e-15,-5.5551651373844646e-15,-4.204579638366497e-18,-1.290389823888003e-19,-2.0721979230456751e-30,-1.2222379466869771e-30,-4.259001278267214e-27,2.6556378340188426e-30,5.0068838795476429e-39,7.7524567495883752e-28,6.4212759413824212e-15,5.3106817047760703e-24,2.087687213346288e-16,1.4912995821118373e-13,1.2628219551431483e-23,-2.0062210234204482e-19,-3.4098836077565847e-16,-2.0383467990458187e-38,3.4342758649648252e-21,7.7849674862854291e-25,6.1135743422125733e-32,7.5952285734637321e-34,0.88129999999999997,0.0,0.0,0.0,0.0098898021028777528,0.1088029838019834,0.00010000000000000368,1.1585168218400279e-08,8.9884757765294829e-08,7.4684345571521085e-08,7.5951467260734371e-14,1.5697533057904115e-08,3.475692348197005e-11,4.98748082950388e-10,3.7195357324475215e-16,7.5596020751680581e-18,5.1054623238523142e-15,8.6055844482779991e-13,2.6807689692320457e-09,2.0604354261226838e-11,6.0934493069781222e-21,6.2396340947685163e-19,6.9268446267027647e-23,6.5080769483133788e-21,2.8077430367330795e-09,5.6838357070088971e-23,1.2371959088431635e-24,1.8255868577028242e-26,1.1727511693830946e-28,7.454011195388281e-30,1.6051402706962725e-12,1.4903314146887318e-13,9.6816760345572333e-17
1.241071737635305e-10,0.0025160286760731723,1.9310817976946611e-19,7.4302773065464098e-15,3.3365803128275909e-15,-7.6885338687035454e-16,1.8185417928335577e-12,5.1827013220948505e-19,-1.7795945742752278e-28,3.5429191111920255e-25,1.4492097547783162e-30,-7.7411260849916053e-15,-5.4864530031938423e-15,-4.2375366909957844e-18,-1.3659782395963371e-19,-2.1071781153786727e-30,-1.3618066311044078e-30,-4.5030137366460755e-27,2.925269983884356e-30,5.1695076671777524e-39,8.9232187845454963e-28,6.3943409129038139e-15,5.8480118499358271e-24,2.1992923340392859e-16,1.711098061019507e-13,1.522495992156091e-23,-2.105454518446864e-19,-3.5794687616117101e-16,-2.2360293651213536e-38,3.7283939643550995e-21,8.6586440691769689e-25,6.964752126390687e-32,8.3651259189444055e-34,0.88129999999999997,0.0,0.0,0.0,0.0098897922930722797,0.10880298243383217,0.00010000000000000369,1.2159372575748495e-08,9.4339458904805957e-08,7.7821182795934432e-08,7.9715638295857489e-14,1.7040379339638114e-08,3.4756890650726838e-11,5.2388488346714313e-10,4.0377240740492576e-16,7.9406046157107794e-18,6.0025422562181901e-15,9.4819841229152992e-13,2.814465976011182e-09,2.2697308388868876e-11,6.4196794342092229e-21,7.1897281916816417e-19,7.6905195340091704e-23,7.5532529156235668e-21,2.9477727209135719e-09,6.9047338382103357e-23,1.5739731100050219e-24,2.3248185926954436e-26,1.5668986310085104e-28,9.9189474701570097e-30,1.7508794350008246e-12,1.7099868980939578e-13,1.1111631374526813e-16
1.2996819891521548e-10,0.0025160286725439776,2.0037873654791822e-19,7.686120478936413e-15,3.2147586556484891e-15,-8.0430318939369767e-16,1.9894820150352279e-12,6.1323987404230565e-19,-1.844059343660923e-28,1.4210336453194917e-23,1.5868875498318603e-30,-7.7768393954007978e-15,-5.4177075965888754e-15,-4.2693575199111895e-18,-1.4419299871570225e-19,-2.1572539514767415e-30,-1.5092154594307648e-30,-4.7489615938957928e-27,3.2047095810293324e-30,5.3233974207478728e-39,1.0208419538682563e-27,6.3667348815283004e-15,6.4106903120035941e-24,2.3104205972685689e-16,1.9503148621511328e-13,1.8193316720693002e-23,-2.2034502543495389e-19,-3.7470408073156989e-16,-2.4399657891750362e-38,4.0323388268397614e-21,9.5791108288936548e-25,7.9022098845381186e-32,9.1628326488089777e-34,0.88129999999999997,0.0,0.0,0.0,0.0098897824831897206,0.10880298103082194,0.0001000000000000037,1.2733574130639446e-08,9.8794146944445619e-08,8.0923149357147102e-08,8.3479798153533322e-14,1.8418077171310893e-08,3.4756857819212672e-11,5.4902160934921335e-10,4.3641705307495648e-16,8.3216060250035433e-18,7.0043300816409837e-15,1.0401149158621127e-12,2.9481628432631962e-09,2.4891479122797998e-11,6.747754348757722e-21,8.2292915697660612e-19,8.5040732218579786e-23,8.7106204253160104e-21,3.0878022728842444e-09,8.3152915544092384e-23,1.9805237739930413e-24,2.9281822340772762e-26,2.065869783925009e-28,1.3028789118041533e-29,1.90153433453528e-12,1.9490480442454987e-13,1.266818153097074e-16
1.3582922406690046e-10,0.0025160286689316276,2.0746303069938948e-19,7.9319590865885676e-15,3.0684482855710666e-15,-8.3917652628682876e-16,2.1677972571963309e-12,7.2043909811470486e-19,-1.9060422567028457e-28,-1.6540406002073919e-24,1.7278938082048927e-30,-7.7772874115751267e-15,-5.3153396429727909e-15,-4.2993884843212861e-18,-1.5180917296103412e-19,-2.3341195775741095e-30,-1.6645065966487817e-30,-4.9967656468410953e-27,3.4911730516289242e-30,5.4688409861187652e-39,1.1613158335913174e-27,6.3047581294337295e-15,6.9986464193931381e-24,2.420814088409974e-16,2.2095849315893395e-13,2.1565090976748481e-23,-2.2999542723249253e-19,-3.9121689269225506e-16,-2.649796020267236e-38,4.3441483726668193e-21,1.0546273960864911e-24,8.9309313856853277e-32,9.9804036245765973e-34,0.88129999999999997,0.0,0.0,0.0,0.009889772673230041,0.10880297959474906,0.00010000000000000372,1.3307772883079549e-08,1.0324882188030166e-07,8.3992041731353425e-08,8.72439468285165e-14,1.9828830167806512e-08,3.4756824987427359e-11,5.7415826057085369e-10,4.6984494470160375e-16,8.7026063026561317e-18,8.1172829638927251e-15,1.1363122301709186e-12,3.0818595709870592e-09,2.7186865968515954e-11,7.0776758863836161e-21,9.361935644754988e-19,9.369306347817447e-23,9.9873224841014442e-21,3.2278316926465312e-09,9.9351393987692644e-23,2.4672640063121811e-24,3.6513919215884391e-26,2.6909643576225305e-28,1.6912550951571048e-29,2.0569665573228962e-12,2.2081493842869824e-13,1.435547589706841e-16
1.4169024921858544e-10,0.002516028665240408,2.143263076779398e-19,8.166351959905763e-15,2.9635368022309205e-15,-8.7332458325979712e-16,2.3535379806504568e-12,8.4083551457185673e-19,-1.9650802931252792e-28,-6.5511690518435987e-23,1.8709687484576784e-30,-7.8127916629097192e-15,-5.2501061345526223e-15,-4.3285717253103274e-18,-1.5942232929363231e-19,-2.3582682476519382e-30,-1.8276925121112821e-30,-5.2463270785101004e-27,3.7821467023473443e-30,5.6063976410248853e-39,1.3142957447988972e-27,6.2789906625697363e-15,7.6118099548609255e-24,2.5300645478013839e-16,2.4895254382376884e-13,2.5373070891369237e-23,-2.3945607442225581e-19,-4.074165020071102e-16,-2.8651220238359738e-38,4.6619624501528909e-21,1.155987400117582e-24,1.0055852476372116e-31,1.0810657145942813e-33,0.88129999999999997,0.0,0.0,0.0,0.0098897628631932268,0.1088029781273173,0.00010000000000000373,1.3881968833075225e-08,1.0770348370392878e-07,8.7029563733588205e-08,9.1008084311879604e-14,2.1270934599934459e-08,3.4756792155370789e-11,5.9929483707326682e-10,5.0401571222450535e-16,9.0836054477773676e-18,9.3479020425016467e-15,1.2367946903801131e-12,3.2155561591817433e-09,2.9583468431382633e-11,7.4094459080406942e-21,1.0591223465180873e-18,1.0288066193285008e-22,1.1390753012746722e-20,3.3678609802018058e-09,1.178510302139933e-22,3.0456363504433259e-24,4.5117407566789795e-26,3.4666199799131224e-28,2.1718037006398828e-29,2.2170433279082837e-12,2.4879076838063491e-13,1.6177547632357717e-16
1.4755127437027041e-10,0.0025160286614743853,2.2110954010037849e-19,8.3948440576223194e-15,2.9621970810622375e-15,-9.0722877967281972e-16,2.5467428716924514e-12,9.754385105973289e-19,-2.0225529118574218e-28,-4.2184707442982456e-24,2.020094258943908e-30,-7.9493470737292321e-15,-5.2865964586741451e-15,-4.3585722788896665e-18,-1.6710198860517217e-19,-1.9921030383364328e-30,-1.9986767469564157e-30,-5.4976398599505839e-27,4.0855977183530334e-30,5.7403290766064716e-39,1.4803516197042773e-27,6.3545996964085494e-15,8.2501112775511373e-24,2.6394233778176428e-16,2.7907364885079367e-13,2.9651002914294427e-23,-2.4885761978202799e-19,-4.2352380163352522e-16,-3.0855504999899154e-38,4.9924484259858972e-21,1.2619668973307447e-24,1.1284086733575828e-31,1.1676280414822518e-33,0.88129999999999997,0.0,0.0,0.0,0.0098897530530792591,0.10880297663014243,0.00010000000000000375,1.4456161980632895e-08,1.1215813241441604e-07,9.0037331248203547e-08,9.4772210601214463e-14,2.2742774664256841e-08,3.4756759323042781e-11,6.2443133881414814e-10,5.3889106899418141e-16,9.4646034597259332e-18,1.0702726664547577e-14,1.3415666874865694e-12,3.3492526078462157e-09,3.2081286016578651e-11,7.7430662993245055e-21,1.1920670493043866e-18,1.1262242982081663e-22,1.2928562734458141e-20,3.5078901355513753e-09,1.3887242726075838e-22,3.7281680027065352e-24,5.5281941242392009e-26,4.4207233784870332e-28,2.7613710921945153e-29,2.3816372389475224e-12,2.788922657055679e-13,1.813831833701049e-16
1.534122995219554e-10,0.002516028657637415,2.2801138402042872e-19,8.6252755859310196e-15,2.8884817575494845e-15,-9.4145274893892454e-16,2.7471366009024124e-12,1.1252895966968898e-18,-2.0804580480673438e-28,1.6795531101232963e-22,2.1794365864237612e-30,-7.9736510081892238e-15,-5.2098615830435109e-15,-4.3866657647466408e-18,-1.7493187777879679e-19,-2.1450564607547564e-30,-2.1774689306055149e-30,-5.7507634112737351e-27,4.4098779133719497e-30,5.871035982900216e-39,1.6599278621990072e-27,6.3173113658026224e-15,8.9134816214714604e-24,2.7503743232355198e-16,3.1138018386676409e-13,3.4433561845607769e-23,-2.5835321225638435e-19,-4.3979789985708542e-16,-3.3109492497006452e-38,5.3426157518408654e-21,1.3726126218409937e-24,1.2623113964468492e-31,1.2601066354579338e-33,0.88129999999999997,0.0,0.0,0.0,0.0098897432428881014,0.10880297510475721,0.00010000000000000376,1.5030352325758978e-08,1.1661276802078986e-07,9.3016876925251389e-08,9.8536325702615072e-14,2.4242817786958342e-08,3.4756726490443193e-11,6.4956776583819487e-10,5.7443470049669955e-16,9.8456003391795726e-18,1.218832879103634e-14,1.450632663703403e-12,3.4829489169794491e-09,3.4680318229348691e-11,8.0785389663871099e-21,1.3353745404057242e-18,1.2293766269960456e-22,1.4608664780268323e-20,3.6479191586964894e-09,1.6264893380298207e-22,4.5285303261571898e-24,6.721485268445071e-26,5.5849350784706752e-28,3.4790652138800964e-29,2.5506259844488515e-12,3.1117776788329088e-13,2.0241602710777172e-16
1.5927332467364037e-10,0.0025160286537331544,2.348402425300636e-19,8.8499816920537157e-15,2.7330542238604689e-15,-9.7507614950999645e-16,2.9547419379023441e-12,1.2914407559339641e-18,-2.136187620516633e-28,-3.016545526472144e-23,2.3407206242534934e-30,-7.8981414661135473e-15,-5.0350277752356301e-15,-4.4118802110604364e-18,-1.8277589375148086e-19,-2.6901221664832194e-30,-2.3643563601204238e-30,-6.0055523623541407e-27,4.7384630285891268e-30,5.9953294227895587e-39,1.8535224938244465e-27,6.181149565469018e-15,9.6018525048699841e-24,2.8604966955243754e-16,3.4592895612576612e-13,3.9756322156699938e-23,-2.6769284071202998e-19,-4.5581585628761657e-16,-3.5412676551572052e-38,5.6991507579498535e-21,1.4879808206044878e-24,1.4075616812209886e-31,1.3537937787843895e-33,0.88129999999999997,0.0,0.0,0.0,0.0098897334326197486,0.10880297355261542,0.00010000000000000379,1.5604539868459875e-08,1.2106739050908921e-07,9.5969654566089318e-08,1.0230042960292413e-13,2.5769610238425868e-08,3.475669365757187e-11,6.747041181136231e-10,6.1061216044061114e-16,1.0226596085656164e-17,1.3811307952666802e-14,1.5639971081662432e-12,3.616645086580409e-09,3.738056457503832e-11,8.4158658380128921e-21,1.4893870846563667e-18,1.33846016489699e-22,1.6439239836653976e-20,3.7879480496383382e-09,1.8942705369091603e-22,5.4616001130301758e-24,8.1142138912761531e-26,6.9950319590524768e-28,4.3464627170673967e-29,2.723892110542469e-12,3.4570404504634696e-13,2.2491112911531595e-16
1.6513434982532535e-10,0.002516028649765073,2.4146149730066117e-19,9.0635643328631329e-15,2.8814139463162989e-15,-1.007910604988167e-15,3.1703325847675181e-12,1.4749900778411379e-18,-2.1885375126583244e-28,-3.9115887098035724e-22,2.5002769868821293e-30,-8.3172455174241104e-15,-5.3570731895869346e-15,-4.4432236608570683e-18,-1.9060384818168503e-19,-9.4413578853331263e-31,-2.559392733556297e-30,-6.2618914388983481e-27,5.0640145054535376e-30,6.125883260310689e-39,2.0619209784929176e-27,6.5408680375495934e-15,1.0315155284071652e-23,2.969277075235012e-16,3.8277526593861778e-13,4.5655733549149764e-23,-2.7682514147245672e-19,-4.7149061316086505e-16,-3.7761399302134891e-38,6.0566466590816543e-21,1.6080404526308895e-24,1.5646553304257838e-31,1.4465974879355968e-33,0.88129999999999997,0.0,0.0,0.0,0.0098897236222742074,0.10880297197509516,0.0001000000000000038,1.6178724608742022e-08,1.2552199985270696e-07,9.8897043157551396e-08,1.0606452227833455e-13,2.7321773099375135e-08,3.4756660824428811e-11,6.998403954619102e-10,6.4739077517388813e-16,1.0607590696450402e-17,1.5578286906088962e-14,1.681664553097155e-12,3.7503411166480653e-09,4.018202455860636e-11,8.7550488548661399e-21,1.654442415211295e-18,1.4536747812649812e-22,1.8428740773239117e-20,3.9279768083780597e-09,2.1946686431854969e-22,6.5435221592938128e-24,9.7309470511023844e-26,8.6912644164032986e-28,5.3878254960845791e-29,2.9013227860990949e-12,3.8252636136925502e-13,2.4890462572894353e-16
1.7099537497701033e-10,0.0025160286457364587,2.483998092465669e-19,9.286826512451353e-15,3.1471798739652575e-15,-1.0429045393684384e-15,3.3934714083503872e-12,1.6771169847087007e-18,-2.246705744417903e-28,-1.8541616363663253e-23,2.6777027880408258e-30,-8.9389569807670861e-15,-5.8753794461548211e-15,-4.4812639986065088e-18,-1.9885378711192833e-19,1.7367149303633149e-30,-2.7623154172882857e-30,-6.5202357033456871e-27,5.4257329195703084e-30,6.2779846899765836e-39,2.2856574322947298e-27,7.0993789344590812e-15,1.1053323196984652e-23,3.0844843175631514e-16,4.2197296187486235e-13,5.2169098589062915e-23,-2.8655117827110479e-19,-4.88177504231799e-16,-4.0155589526345476e-38,6.4482470233203887e-21,1.7328733957774842e-24,1.7351209813058099e-31,1.5496848739783671e-33,0.88129999999999997,0.0,0.0,0.0,0.0098897138118514295,0.10880297037350455,0.00010000000000000381,1.6752906546611816e-08,1.2997659607494422e-07,1.0180035046419158e-07,1.0982860374744152e-13,2.8897998668901255e-08,3.4756627991013784e-11,7.2497659790839892e-10,6.847395585722116e-16,1.0988584171945373e-17,1.7495908324817062e-14,1.80363957060602e-12,3.884037007181389e-09,4.308469768464225e-11,9.0960899846459317e-21,1.8308738014453996e-18,1.5752234161242453e-22,2.058589635979903e-20,4.0680054349167359e-09,2.5304244699074327e-22,7.7917749596773984e-24,1.1598325532856101e-25,1.0718748321555911e-27,6.6303395366334728e-29,3.082809597974343e-12,4.2169853023439954e-13,2.7443170414537077e-16
1.762702976135268e-10,0.0025160286420615346,2.5517731187563494e-19,9.5064112635336499e-15,3.1491080933892742e-15,-1.0773242052584915e-15,3.5999861107777595e-12,1.8758899359353117e-18,-2.3077113242593376e-28,1.6382063640284608e-23,2.8596620867938985e-30,-9.1271788074930312e-15,-5.9619579046433465e-15,-4.5141805333645343e-18,-2.0680579902690986e-19,2.4307394109857685e-30,-2.9519647022680485e-30,-6.7548051258061921e-27,5.7962385335691908e-30,6.4285418584180919e-39,2.5003498449599586e-27,7.2255945274733423e-15,1.1738879736690455e-23,3.1965542018915059e-16,4.5930470503782473e-13,5.858755413543852e-23,-2.961058026056355e-19,-5.0455819497917692e-16,-4.2356184477887352e-38,6.8414207995419854e-21,1.8495630608149578e-24,1.9008445864274837e-31,1.6552576461718136e-33,0.88129999999999997,0.0,0.0,0.0,0.0098897049824048615,0.10880296891252002,0.0001000000000000038,1.7269667894637365e-08,1.339857214772864e-07,1.0439376398023695e-07,1.1321626750515225e-13,3.0336148908243726e-08,3.475659844070756e-11,7.4759911622654049e-10,7.1881663743165627e-16,1.1331477331595417e-17,1.9356070295746443e-14,1.9171038692003069e-12,4.0043631893586678e-09,4.5783640325772667e-11,9.4046173209867857e-21,1.9996604840556145e-18,1.6902027754501236e-22,2.2678120745715488e-20,4.1940310857705035e-09,2.8652170684295299e-22,9.0729887095355074e-24,1.3517043077671835e-25,1.2868231826683537e-27,7.9456067178823789e-29,3.2495295127805361e-12,4.5900595947425447e-13,2.9874563442207618e-16
