Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160)
1.6589046108177542e-10,0.0019932514396119078,9.7718365635327053e-20,6.7189734929409584e-15,-5.1098989314422569e-16,-8.285807948134556e-16,3.8751083772450321e-13,6.2045861607966608e-20,-5.814268920907966e-29,6.9550658279007348e-24,1.6885602568874939e-30,-5.2141909791336551e-15,-3.0550318712912631e-15,-1.9468569350809709e-18,-9.176073983464882e-20,-2.2310365540420118e-31,-6.3423242517507223e-32,-3.8418720576000177e-28,4.0265537731560967e-30,7.8816072661620383e-40,3.4991171936414998e-29,4.0903759924117592e-15,6.0920464413259593e-27,1.7920719750682946e-16,6.4076425326731266e-15,1.1026513640809869e-25,-2.2714401054171056e-19,-3.8495775593403553e-16,-2.3943503051998701e-39,1.5681427185952675e-21,1.3389177374970614e-25,1.2195618561224163e-32,9.8784136031404709e-34,0.88129999999999997,0.0,0.0,0.0,0.0098899404301493934,0.10880299177531622,0.00010000000000000144,3.3744582387446918e-09,2.7622286456928584e-08,2.0046427121103728e-08,4.8815662724627312e-14,7.9000361257525788e-09,1.6429687387680712e-12,3.2421078454828111e-10,2.9604260223439911e-16,7.4370722205056929e-18,1.7220078497643609e-15,2.1131943846112092e-13,1.6155776560152818e-10,5.3049602498735619e-12,1.6301947598726143e-21,4.5143435366887837e-20,3.050149629889104e-24,1.7948320225128139e-22,1.3355252811440524e-10,1.4803230189601225e-24,5.4575516951697741e-26,1.8017968557448589e-28,2.0197567896549124e-30,1.0000020502080821e-31,1.0434337563538126e-13,6.3945862390115718e-15,7.6316902862491567e-18,5.4244566300433385e-18,7.5229269859327862e-19,1.4686235059479314e-22,-2.6893819443661513e-16,2.2531169446431652e-17,6.3136380510333244e-29,1.8126171585823762e-16,5.1484837277677212e-16,3.0800699586103887e-17,9.0992219119816509e-20,7.7527588018502416e-20,1.2847700041080193e-19,3.2957952349210394e-25,2.3536115108304223e-23,5.810143857782455e-24,3.2572638293900031e-31,8.3624303718356946e-28
1.6835947379947973e-10,0.001993251439201766,9.742238035806334e-20,6.69823712488286e-15,-8.6662869665558956e-16,-8.3866691105243732e-16,3.9854583708383008e-13,6.5307338780415753e-20,-5.7653329133019744e-29,5.696978644399198e-24,1.7299619512757137e-30,-5.0245671858125063e-15,-2.840334637069402e-15,-1.9612113075294606e-18,-9.3410717379162606e-20,-2.6335003443379128e-31,-6.719490973029311e-32,-3.9592720223111989e-28,4.1269526982661794e-30,7.850783765942044e-40,3.5242816558844639e-29,3.8878852624657782e-15,6.2731776399197522e-27,1.8196123730984419e-16,6.6781276275684096e-15,1.1668226348856843e-25,-2.2997614348427594e-19,-3.8982109343399824e-16,-2.4691481557279766e-39,1.5989966380280622e-21,1.402042419907604e-25,1.2689891105782239e-32,1.0124017860432404e-33,0.88129999999999997,0.0,0.0,0.0,0.0098899395434773035,0.10880299156952143,0.00010000000000000145,3.4246801438255325e-09,2.8033298080555397e-08,2.0261497439364233e-08,4.9542027202603693e-14,8.1008978769434883e-09,1.6429685957883766e-12,3.2913198163564281e-10,3.0356963403203265e-16,7.5499596728166425e-18,1.805253188436991e-15,2.1767057865455503e-13,1.6397534137889631e-10,5.4640099784429691e-12,1.6558850629600722e-21,4.7148381778774931e-20,3.157120075979632e-24,1.882651885327233e-22,1.3555102912096969e-10,1.5738217766102156e-24,5.884936828471757e-26,1.9429232112364878e-28,2.2098278482689003e-30,1.0920660755830151e-31,1.0705937288598022e-13,6.6645164497792707e-15,7.954524012205243e-18,5.6564975259860831e-18,7.6058168691803781e-19,1.5637468638299502e-22,-2.7377283355485508e-16,2.32085035328199e-17,6.8095041995146457e-29,1.8373335982117893e-16,5.2690505404314931e-16,3.1981039329012899e-17,9.4496205406689188e-20,8.0517752899913922e-20,1.3415542166942277e-19,3.4414630713018514e-25,2.422845642828836e-23,6.0634042798269328e-24,3.3992461390623209e-31,8.6103768555463271e-28
1.7082848651718404e-10,0.0019932514387883717,9.7014197529748007e-20,6.6697672648144086e-15,-1.049320449584034e-15,-8.4817366136689594e-16,4.0973139254605095e-13,6.8691194174418663e-20,-5.7139755414193618e-29,3.3134745146651939e-25,1.7694729794935829e-30,-4.9196792610950151e-15,-2.7119272287562992e-15,-1.9746548530338144e-18,-9.5016077018244026e-20,-2.8374915993576619e-31,-7.1075624233160385e-32,-4.0775201993218753e-28,4.2229554498805067e-30,7.8163883776038747e-40,3.5484801956985334e-29,3.7709458550463442e-15,6.4568931406997665e-27,1.8461107267725868e-16,6.9555947817099221e-15,1.2336733962748243e-25,-2.3265193481882153e-19,-3.9442183043765527e-16,-2.5428009273189167e-39,1.6289658590544182e-21,1.4661136410250021e-25,1.3192610761259976e-32,1.035881331580876e-33,0.88129999999999997,0.0,0.0,0.0,0.0098899386568031111,0.10880299136209309,0.00010000000000000147,3.4749020055337182e-09,2.8444309529626705e-08,2.0474934198074047e-08,5.0268391368972147e-14,8.3033930259129774e-09,1.6429684528083387e-12,3.3405317662485707e-10,3.1115787555082834e-16,7.6628470769981499e-18,1.891209466086954e-15,2.2411633160163916e-13,1.663929169339715e-10,5.625408829160927e-12,1.6816037765310813e-21,4.9210668010503168e-20,3.2664678704892009e-24,1.9735187858771251e-22,1.3754952994395475e-10,1.6718045817260723e-24,6.339011094871181e-26,2.0928649402684905e-28,2.4146733639873288e-30,1.1911143208039077e-31,1.0980011985965822e-13,6.9414142935909739e-15,8.2857093647670369e-18,5.8946125327727158e-18,7.6892060979727818e-19,1.6635207081713338e-22,-2.7847668321724204e-16,2.3895808682092635e-17,7.3364671483190284e-29,1.8622362224131041e-16,5.3908697193646124e-16,3.3188819941817157e-17,9.8081999569910179e-20,8.3577825604480867e-20,1.3998827585499803e-19,3.5910925668158523e-25,2.4930909372923432e-23,6.3237016445437733e-24,3.5451734919908324e-31,8.8619693342084251e-28
1.7329749923488835e-10,0.001993251438371772,9.6593983074320773e-20,6.6404598965428422e-15,-8.9728531768577249e-16,-8.5750538345828066e-16,4.2107082234666325e-13,7.2200283251051392e-20,-5.6628843162253413e-29,-4.9192994252157632e-24,1.8087397982620607e-30,-4.9861307841342026e-15,-2.7553407289049469e-15,-1.9879047846033486e-18,-9.6613360557304482e-20,-2.6837596671222566e-31,-7.5034968250420409e-32,-4.1965834652786644e-28,4.3184445560781018e-30,7.7826083301555032e-40,3.5731428221744528e-29,3.82560025673776e-15,6.6431904024984423e-27,1.8723531998787771e-16,7.2401068907704006e-15,1.3032717857424183e-25,-2.3528120106425199e-19,-3.9894510738792525e-16,-2.6153007297803097e-39,1.6589391026770096e-21,1.5311089938291386e-25,1.3708952763145822e-32,1.0592305876067279e-33,0.88129999999999997,0.0,0.0,0.0,0.0098899377701268196,0.1088029911530571,0.00010000000000000148,3.525123823869273e-09,2.8855320811014997e-08,2.0686763269584911e-08,5.0994755235858526e-14,8.5074957008625381e-09,1.6429683098279573e-12,3.3897436952880556e-10,3.1880635727460756e-16,7.7757344333456449e-18,1.9799222356236466e-15,2.3065672628637316e-13,1.6881049226675319e-10,5.7891568006713262e-12,1.7073509093637369e-21,5.1331037493141476e-20,3.3782208897513027e-24,2.0674994361606979e-22,1.3954803058336562e-10,1.7744224545775636e-24,6.8210361818993813e-26,2.2520389534795624e-28,2.635208366867885e-30,1.297567705708838e-31,1.1256531337236803e-13,7.2253425349322979e-15,8.6253217899463921e-18,6.1388573760168374e-18,7.7732363245061331e-19,1.7681000574137445e-22,-2.8315681411536569e-16,2.4593082294591414e-17,7.8960067376486116e-29,1.8873267205244171e-16,5.5139480802125177e-16,3.4424325357237033e-17,1.0175044944835591e-19,8.6708531017483334e-20,1.4597731899758818e-19,3.7447287688641353e-25,2.5643496581144383e-23,6.5911235892488784e-24,3.6950950194006085e-31,9.1172157710350121e-28
1.7576651195259266e-10,0.0019932514379520203,9.6301925967550668e-20,6.6199664466241755e-15,-4.210188288814902e-16,-8.6724068702540367e-16,4.3256377707782523e-13,7.5837508762118336e-20,-5.6157492625358155e-29,-8.9510600626955042e-24,1.8502062417261682e-30,-5.2240705694829896e-15,-2.9691904791713899e-15,-2.0019129831884588e-18,-9.8255415888679525e-20,-2.1666496794004807e-31,-7.903056824669795e-32,-4.3164760257802546e-28,4.4191866908169542e-30,7.7547393962621027e-40,3.5999030940889736e-29,4.051195217653531e-15,6.8320669335822138e-27,1.8994707154516988e-16,7.5317261132987912e-15,1.3756865998813198e-25,-2.3802115909517918e-19,-4.0365604255488239e-16,-2.6866862793970606e-39,1.6902187343220555e-21,1.5970373942409237e-25,1.4246515790663437e-32,1.0838610933429329e-33,0.88129999999999997,0.0,0.0,0.0,0.0098899368834484119,0.10880299094243888,0.0001000000000000015,3.575345598832219e-09,2.9266331934398654e-08,2.089701012916216e-08,5.1721118820349178e-14,8.7131804270830708e-09,1.6429681668472301e-12,3.4389556040560956e-10,3.2651412456766503e-16,7.8886217431923164e-18,2.0714370748015196e-15,2.3729179186145404e-13,1.7122806737724093e-10,5.9552538916357265e-12,1.7331264704318002e-21,5.3510231590646583e-20,3.4924071209862186e-24,2.1646613549464809e-22,1.4154653103920739e-10,1.8818296704254318e-24,7.3323165199986116e-26,2.4208762958371373e-28,2.8723916286387831e-30,1.4118666879019842e-31,1.1535465466406043e-13,7.5163632027041134e-15,8.9734358491891032e-18,6.3892871265620138e-18,7.8579105163110596e-19,1.8776428350679904e-22,-2.879680718345251e-16,2.5300321769679211e-17,8.4896535173027682e-29,1.9126081698339526e-16,5.638292576231523e-16,3.5687841247598585e-17,1.0550240806762422e-19,8.9910598461861568e-20,1.5212431373281074e-19,3.902416894298582e-25,2.6366241701682575e-23,6.8657576956029971e-24,3.8490598213144659e-31,9.3761245091784296e-28
1.8070453738800128e-10,0.0019932514371032548,9.6240455331567953e-20,6.6149336292511554e-15,5.3613391623357876e-16,-8.885347390382622e-16,4.5598034222218563e-13,8.3507862500083749e-20,-5.5379338133965916e-29,-1.105724123037375e-24,1.9425280051675765e-30,-5.7212475777098225e-15,-3.4134105952907425e-15,-2.0328888934172875e-18,-1.017311386234978e-19,-1.1417058079397092e-31,-8.7090004456298784e-32,-4.5589119503605099e-28,4.6430262424499424e-30,7.7210988867046843e-40,3.659792661609307e-29,4.5211921850196064e-15,7.2175480611841833e-27,1.957542701366136e-16,8.1365309834720485e-15,1.5292432313520017e-25,-2.439997961345429e-19,-4.139220651186289e-16,-2.8263884960899235e-39,1.75814311366608e-21,1.7318157819329322e-25,1.5394795785555506e-32,1.1385795117970143e-33,0.88129999999999997,0.0,0.0,0.0,0.0098899351100852507,0.10880299051655586,0.00010000000000000151,3.6757890186403748e-09,3.0088353716843495e-08,2.1312857222100279e-08,5.317384515920918e-14,9.1291960258091004e-09,1.6429678808847376e-12,3.5373793629399804e-10,3.4210376819342317e-16,8.114396228343016e-18,2.2630552558055739e-15,2.5084605299111148e-13,1.7606321693133243e-10,6.2944954266944404e-12,1.7847629129538799e-21,5.8048047604711351e-20,3.7281915957396378e-24,2.368802746330113e-22,1.4554353140020378e-10,2.1116445152440186e-24,8.4480663733595806e-26,2.7893331741603618e-28,3.4007536966253047e-30,1.6658594735050442e-31,1.2100460665506127e-13,8.1199263910702666e-15,9.6954628562617532e-18,6.9089184803760162e-18,8.0287196138033907e-19,2.1122637716341542e-22,-2.9815184035600858e-16,2.6744687907235216e-17,9.7856351231007377e-29,1.9637464338602998e-16,5.8908080783024987e-16,3.8300054814330404e-17,1.1326028648022136e-19,9.6531756254573778e-20,1.6489923822718924e-19,4.2301305447122858e-25,2.7842304330653529e-23,7.4370123315334706e-24,4.1693154310154819e-31,9.9049638166454458e-28
1.856425628234099e-10,0.0019932514362424655,9.6216705569760171e-20,6.6124599655031372e-15,-6.4284863683254285e-16,-9.0960499631653856e-16,4.7989890174317326e-13,9.1724916799314237e-20,-5.4607138073569677e-29,2.7097878852525168e-23,2.035860441339026e-30,-5.1148451681781636e-15,-2.7547231217453316e-15,-2.0626956893507042e-18,-1.0522172662937267e-19,-2.809817793765783e-31,-9.5453686093434358e-32,-4.8050255700312935e-28,4.8695417256177591e-30,7.6822169396247665e-40,3.7156843433083764e-29,3.8879725126732661e-15,7.6133173612746071e-27,2.0155615636049443e-16,8.7704918329379325e-15,1.6949043330397039e-25,-2.4992221404868637e-19,-4.2409771285421812e-16,-2.9622879853427396e-39,1.8271240533832601e-21,1.8706344387433388e-25,1.6608461106150271e-32,1.1939358285736931e-33,0.88129999999999997,0.0,0.0,0.0,0.0098899333367136605,0.10880299008464005,0.00010000000000000152,3.7762322649583708e-09,3.0910374834946538e-08,2.1722671372041854e-08,5.4626570311186911e-14,9.5512439306930137e-09,1.6429675949208595e-12,3.6358030442004047e-10,3.5791946562110022e-16,8.3401705354333557e-18,2.4664285906729232e-15,2.6477935114449267e-13,1.8089836559624181e-10,6.6431334237041506e-12,1.8365131742390978e-21,6.2829999374577777e-20,3.9740470016371566e-24,2.5864986615293704e-22,1.4954053102698391e-10,2.3625480444997185e-24,9.6975691288426735e-26,3.2019726511285024e-28,4.0083482284201381e-30,1.957025658599328e-31,1.2674767399147333e-13,8.7525852931703047e-15,1.0452369084284922e-17,7.4539339913235628e-18,8.2001746597900875e-19,2.3687035415245036e-22,-3.0837894954828526e-16,2.8228886295875333e-17,1.1237693249097573e-28,2.0156330924170281e-16,6.148470997458266e-16,4.1027778247398589e-17,1.2136255541977796e-19,1.0344721600941697e-19,1.7832727879613011e-19,4.5745985459991785e-25,2.9359303694255235e-23,8.0381647109577299e-24,4.506332283323484e-31,1.0448560493256899e-27
1.8896240058917113e-10,0.0019932514356571875,9.5520179157523223e-20,6.5639213933154295e-15,-2.0143905587529011e-15,-9.2073584727321946e-16,4.9628038969583081e-13,9.7567854824628428e-20,-5.3915450930150537e-29,1.3121442522985211e-23,2.0861979862672957e-30,-4.3808471711924342e-15,-1.9936585436203967e-15,-2.0774915222891037e-18,-1.0731008687059696e-19,-4.7261312075275393e-31,-1.014707090034819e-31,-4.9723692092762974e-28,4.9927078958107193e-30,7.6287244190767058e-40,3.7441880392016759e-29,3.1401799068426036e-15,7.8851670845320241e-27,2.0488415026829024e-16,9.2133301277052961e-15,1.8133677426043556e-25,-2.5308174254114168e-19,-4.2955482901597833e-16,-3.0513461445698944e-39,1.8672814565332301e-21,1.9661428433992016e-25,1.7423674712415121e-32,1.2240187223148176e-33,0.88129999999999997,0.0,0.0,0.0,0.0098899321444700771,0.10880298979096661,0.00010000000000000154,3.8437602283550458e-09,3.1463019753864383e-08,2.1994893505322256e-08,5.5603237637809139e-14,9.8382828506880937e-09,1.6429674026663845e-12,3.7019733035854699e-10,3.6867587710208195e-16,8.4919586444674458e-18,2.6099471931629605e-15,2.7435990952915064e-13,1.8414903874131283e-10,6.8828051427153074e-12,1.8713689261191996e-21,6.6185076073030264e-20,4.1451107058499738e-24,2.7407593999023744e-22,1.5222771610658437e-10,2.5437603400429326e-24,1.061879587217741e-25,3.5062092636289559e-28,4.4660333953497958e-30,2.1758024053786735e-31,1.3065996596697199e-13,9.1945139174392515e-15,1.0981128036367291e-17,7.8348270146843962e-18,8.3157025519915713e-19,2.5540555531901456e-22,-3.1449754181570515e-16,2.9249094921366878e-17,1.2308698080936776e-28,2.050912694762388e-16,6.3246165772466248e-16,4.2927733617983009e-17,1.2700681322786112e-19,1.0826491677960348e-19,1.8772927989739408e-19,4.8157870357507252e-25,3.0402305854257876e-23,8.4594762922591863e-24,4.7425271617663333e-31,1.0822355705852407e-27
1.9228223835493236e-10,0.001993251435066759,9.435154777003271e-20,6.4828626394112787e-15,-2.3749496990551345e-15,-9.2971110188229082e-16,5.1297740173443883e-13,1.0367560558044228e-19,-5.3160161831485896e-29,-2.9347085417476027e-23,2.1274945734399833e-30,-4.1631317248686104e-15,-1.7546166983347666e-15,-2.0891657275361031e-18,-1.0921385730961844e-19,-4.7638399485309109e-31,-1.0777459094464218e-31,-5.1409240068425612e-28,5.0946504743667914e-30,7.5663857948327656e-40,3.7709664691959048e-29,2.911676068441505e-15,8.1616522702394788e-27,2.0780431255945007e-16,9.6696997679962367e-15,1.9377350248314891e-25,-2.5565718458148603e-19,-4.3402856502552935e-16,-3.1384759553127545e-39,1.9029736177681774e-21,2.0631996014113634e-25,1.8241402837725702e-32,1.2489036040344505e-33,0.88129999999999997,0.0,0.0,0.0,0.0098899309522227224,0.1088029894947083,0.00010000000000000155,3.9112881133363587e-09,3.201566433777989e-08,2.226453080392759e-08,5.6579904366490169e-14,1.0127906320209473e-08,1.6429672104112922e-12,3.768143523282143e-10,3.7952914163252465e-16,8.6437466624603268e-18,2.7590543047945863e-15,2.8411196876353591e-13,1.8739971148448107e-10,7.12672394285503e-12,1.9062761752334204e-21,6.9654907006165598e-20,4.3208981798066827e-24,2.9015788887458301e-22,1.5491490085435747e-10,2.7355384832898148e-24,1.1609748355024222e-25,3.8334798420152447e-28,4.9668076686072287e-30,2.4147027126857402e-31,1.3461267307896865e-13,9.6499459112911291e-15,1.1526075634872535e-17,8.2275062424337538e-18,8.4322505662571709e-19,2.750311929423333e-22,-3.2007522240307393e-16,3.0287291544407539e-17,1.3461146690448429e-28,2.0865061355075497e-16,6.503124432943756e-16,4.4881672759075766e-17,1.3281203212875889e-19,1.1322017082481688e-19,1.9743734484597988e-19,5.0648269649298615e-25,3.1463982170574548e-23,8.8948287912658058e-24,4.9865936457035658e-31,1.1202881674693953e-27
1.956020761206936e-10,0.0019932514344712915,9.4049683024943379e-20,6.4614599071413431e-15,8.6506708745147895e-16,-9.4206156570792682e-16,5.30066041316408e-13,1.1005642648242454e-19,-5.2577364643520083e-29,-7.3922626491967197e-23,2.1849324057472526e-30,-5.847015508314497e-15,-3.4082562260239251e-15,-2.1076471248763936e-18,-1.1143828103202841e-19,1.0584918991261804e-32,-1.1392599642755985e-31,-5.3108306236545589e-28,5.2347857618361342e-30,7.5381065995186958e-40,3.8144305840804284e-29,4.5801109851039806e-15,8.442767295248158e-27,2.1139770255333618e-16,1.0139738656397751e-14,2.0681844510575847e-25,-2.591513449746822e-19,-4.4005313365434135e-16,-3.2236766856610038e-39,1.9474526031998111e-21,2.161868177406054e-25,1.9135774990651449e-32,1.2831181501853306e-33,0.88129999999999997,0.0,0.0,0.0,0.0098899297599714907,0.10880298919591996,0.00010000000000000154,3.9788159199023639e-09,3.2568308678622644e-08,2.2531638183513539e-08,5.7556570659635728e-14,1.0420059425094291e-08,1.6429670181555715e-12,3.8343137058479114e-10,3.9047720136672824e-16,8.7955345952777851e-18,2.9138604976101545e-15,2.9403560221674293e-13,1.906503838257452e-10,7.3748898209080819e-12,1.9412349457914595e-21,7.3241249998239831e-20,4.5014789217372593e-24,3.0691354433885099e-22,1.5760208527031517e-10,2.9383177876113392e-24,1.2674430511721173e-25,4.185107710345518e-28,5.5139037358163611e-30,2.6751982178634287e-31,1.3860514738166989e-13,1.0119018889706844e-14,1.2087377292917326e-17,8.6320938239889823e-18,8.5515368038688654e-19,2.9579084024183452e-22,-3.2659225080942965e-16,3.1343469853522223e-17,1.4699750186538772e-28,2.1224403362376605e-16,6.68400881770649e-16,4.6890317089089313e-17,1.3878036711215387e-19,1.1831482085387607e-19,2.0745588288258826e-19,5.3218314436758423e-25,3.2544408572539008e-23,9.3444340721722155e-24,5.2386505104052757e-31,1.1590165152142555e-27
1.9790398526023816e-10,0.0019932514340555052,9.5166004060162832e-20,6.5378738172152145e-15,4.0544384475333037e-15,-9.5604703934809577e-16,5.4209369074305709e-13,1.1464561866918696e-19,-5.2758370925437827e-29,-4.119307517567088e-23,2.2506924723200358e-30,-7.5513442337358001e-15,-5.077265212577281e-15,-2.1296823955777131e-18,-1.1348514222052363e-19,4.65980630524756e-31,-1.1782442887655826e-31,-5.4297411224701467e-28,5.3932216625313722e-30,7.6005618430651489e-40,3.8661589401956389e-29,6.2662256710940626e-15,8.6404024608330096e-27,2.1495906625955369e-16,1.0473750756768425e-14,2.1623010896773387e-25,-2.6304853480719402e-19,-4.4671793329860883e-16,-3.2822881346681637e-39,1.9919125534341253e-21,2.231417323243234e-25,1.9849069957709586e-32,1.3218147299045989e-33,0.88129999999999997,0.0,0.0,0.0,0.0098899289332859981,0.10880298898728923,0.00010000000000000156,4.0256383049837124e-09,3.2951501130872479e-08,2.2715388222148694e-08,5.8233771387666057e-14,1.0624089260433825e-08,1.6429668848489181e-12,3.8801947698030777e-10,3.9812295577830556e-16,8.9007812726048708e-18,3.0246040579260838e-15,3.0101721757187148e-13,1.929043348066873e-10,7.5494564438430334e-12,1.9655049185542545e-21,7.5797272850259617e-20,4.6295407495020829e-24,3.1893661935230708e-22,1.5946532502975178e-10,3.0856142490367835e-24,1.3458132557386852e-25,4.4439421269433438e-28,5.922235479018806e-30,2.8693132515931632e-31,1.4139646047394656e-13,1.0452344505136305e-14,1.2486259653552051e-17,8.9196813307754932e-18,8.6358238228426149e-19,3.1087432934051472e-22,-3.3258899455159488e-16,3.208635610449787e-17,1.5611727917528575e-28,2.147580553383842e-16,6.8108341857916713e-16,4.8315569329540243e-17,1.4301559470578559e-19,1.2193016178781159e-19,2.145871442174375e-19,5.5047689337948027e-25,3.3304603856715324e-23,9.6646605285462512e-24,5.418175270339236e-31,1.186268170993173e-27
2.0020589439978272e-10,0.0019932514336373787,9.6623727486971159e-20,6.6377834175817837e-15,3.8769927299492417e-15,-9.7145325419796477e-16,5.5410791207197054e-13,1.1937210281421796e-19,-5.2767902221144024e-29,6.624103641684281e-23,2.323767913310439e-30,-7.5165151614236086e-15,-5.0033729405038109e-15,-2.152854371387212e-18,-1.1567157065630386e-19,4.3950089150963907e-31,-1.2167775568414537e-31,-5.5497266178597745e-28,5.5690033595720637e-30,7.6363487191038632e-40,3.9100939738849047e-29,6.2112277535981699e-15,8.8402601650953279e-27,2.1880872658997174e-16,1.0814444648900544e-14,2.2594880055529341e-25,-2.6733301885711658e-19,-4.5403704967735019e-16,-3.3402880690482661e-39,2.0403347898410847e-21,2.3020415129199386e-25,2.059884235086707e-32,1.364744745729053e-33,0.88129999999999997,0.0,0.0,0.0,0.0098899281065986475,0.1088029887774858,0.00010000000000000156,4.0724606523649189e-09,3.3334693462693546e-08,2.2897965418294628e-08,5.8910971900014417e-14,1.082929180272816e-08,1.6429667515419567e-12,3.9260758203118142e-10,4.0581265604719456e-16,9.0060279190872718e-18,3.1381775177548897e-15,3.0808138181006809e-13,1.9515828559440262e-10,7.7260649569464628e-12,1.9897996794436436e-21,7.8410734555064229e-20,4.7599638555965781e-24,3.3129838350121724e-22,1.6132856462966901e-10,3.2385661899601167e-24,1.428071588449656e-25,4.7156218915844142e-28,6.3556694957305437e-30,3.0750973610218783e-31,1.4420637887162787e-13,1.0792338094597886e-14,1.2893136530980781e-17,9.2130914687445292e-18,8.7192659840531455e-19,3.2653948209764273e-22,-3.3899456771000437e-16,3.2837882380021929e-17,1.6569169845847196e-28,2.1728948432355682e-16,6.9388159768498695e-16,4.9767714424696522e-17,1.4733101228567396e-19,1.2561403241791788e-19,2.2187128890375476e-19,5.6916283324736843e-25,3.4073876953859384e-23,9.9919118542352869e-24,5.6016383058327871e-31,1.2138469904840214e-27
2.0250780353932728e-10,0.0019932514332169377,9.5540220178830203e-20,6.5627300975253102e-15,-7.947259262861446e-15,-9.762294330498106e-16,5.6574625854353086e-13,1.242357140977094e-19,-5.1898381661437732e-29,3.4060812826928129e-22,2.3460830885237837e-30,-1.3083001003149539e-15,1.2157151416672956e-15,-2.1542098224590554e-18,-1.1689503036400255e-19,-1.3532130218549771e-30,-1.2649326082543062e-31,-5.6702835308058416e-28,5.6250957063327457e-30,7.5210222564879752e-40,3.8933641182138661e-29,-2.4091403665808333e-18,9.0423399612049131e-27,2.2058947893111018e-16,1.1161864473114709e-14,2.3598032936080814e-25,-2.6873022103378708e-19,-4.5648830363541772e-16,-3.3975726235268963e-39,2.0628111228539971e-21,2.3734974696599196e-25,2.1218616199050422e-32,1.3784196583486738e-33,0.88129999999999997,0.0,0.0,0.0,0.0098899272799096334,0.10880298856652736,0.00010000000000000159,4.119282962046005e-09,3.3717885477581976e-08,2.3079387110310125e-08,5.9588171849464175e-14,1.1035649713101943e-08,1.6429666182347082e-12,3.9719568516640645e-10,4.1354565241879271e-16,9.1112745216284132e-18,3.2546176607940071e-15,3.152281196793064e-13,1.9741223618889072e-10,7.9047153587858629e-12,2.0141192294350506e-21,8.1082214494423906e-20,4.8927715760866189e-24,3.4400499642131899e-22,1.6319180407007064e-10,3.3973282885705182e-24,1.5143654462726627e-25,5.0006341992058461e-28,6.8154439439810129e-30,3.2931121454439077e-31,1.4703469738818599e-13,1.1139043706358073e-14,1.3308060870284954e-17,9.5123633316305794e-18,8.7979451839146166e-19,3.4280159781290475e-22,-3.425789097722374e-16,3.3598046577981889e-17,1.7573812449621291e-28,2.1983311871924103e-16,7.0679583991933279e-16,5.1246996709812803e-17,1.5172734961994983e-19,1.2936705670165612e-19,2.2930980748791329e-19,5.8824478766594553e-25,3.4852251440824075e-23,1.0326258661262744e-23,5.7890792033883973e-31,1.2417538708392193e-27
