Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160)
8.621935127101769e-09,0.001993249345631759,1.2510372419899203e-18,5.5714610921772039e-15,-9.2395546094200312e-17,-4.3979107106323633e-17,7.6710188336038564e-10,1.512026598497448e-13,2.6994568775322913e-37,-1.7433685909627717e-27,4.0784106324923764e-31,-2.5843206285739396e-17,1.9341712808357087e-25,1.8781699555147459e-17,-8.8487233230262252e-19,-2.7507784388366915e-32,-2.5738093629268741e-29,6.7751671427136766e-25,9.5157804726368961e-29,-7.400570733227836e-43,1.465671036711463e-24,6.2179748883844072e-17,1.9419831950439828e-22,1.2394847350635855e-15,8.9372601665550044e-11,7.0707127039436877e-20,-2.8236907181371629e-19,-7.4487063087023615e-16,-4.2615537099712229e-46,1.0523624686049716e-19,1.5330172448592193e-22,1.6224293442546413e-27,1.8310392150492763e-33,0.88129999999999997,0.0,0.0,0.0,0.009886891339240542,0.10880194028651849,9.9999999999980747e-05,1.7512374720768653e-07,1.4340546687397292e-06,4.0989185697691739e-07,2.5343260706081168e-12,1.0415053261587407e-06,1.6424769984610367e-12,1.7163812983126793e-08,3.9029108729541798e-14,3.9372109141259007e-16,2.7432096666258908e-10,8.0069159442685992e-10,8.4401308750988925e-09,1.4312945094684486e-08,3.2288342480669314e-19,1.8225000982017347e-15,2.0466999620889448e-19,3.6776053433908024e-16,6.9770950069626703e-09,7.048135216621576e-17,7.3761014681968142e-17,2.5342653646487304e-19,1.4334674728753795e-19,8.4443864971162566e-21,2.1138039530170647e-11,8.9185015450070473e-11,1.0701964201972167e-13,7.8314569463608872e-14,4.057293547923345e-17,2.2521016576963259e-15,-2.5755645846325967e-15,4.6680315972068413e-14,1.4909088285709842e-19,2.7393765805076081e-14,3.0089678037491412e-13,1.0471332867292788e-12,3.1317482852218766e-15,2.6789745112263125e-15,6.6664967683298998e-15,1.7101556871214931e-20,1.8948925635865204e-18,4.0652143591669479e-18,2.2790394392243717e-25,6.8361704259743384e-23
8.866205816607554e-09,0.0019932492848033574,1.3256242168200909e-18,5.9947835313598575e-15,3.3065311120562987e-16,1.7731862161282671e-17,8.1076155863950339e-10,1.6883066740471105e-13,1.3802964908092063e-37,1.4981268570478818e-27,3.8773323064752341e-31,-2.0820950610908183e-17,1.1970154027422724e-25,1.9491777783555893e-17,-8.8563002588801493e-19,-1.4066279156507758e-32,-2.5126490641411079e-29,7.5847170794206377e-25,1.1144927961760446e-28,-2.0034765530251533e-43,1.6658578555479497e-24,5.6702584871495845e-17,2.1444853904232109e-22,1.2435340561100484e-15,9.4805025423897582e-11,7.6553636139743599e-20,-2.7927598961185267e-19,-7.4501007507573325e-16,-2.3112641959633301e-46,1.0655974046319017e-19,1.6308652769793143e-22,1.7993236389308808e-27,1.8326152688288393e-33,0.88129999999999997,0.0,0.0,0.0,0.0098868028956044223,0.10880190971739485,9.9999999999980042e-05,1.8007753655902286e-07,1.4746381631970572e-06,4.2095461185075446e-07,2.6060464023248038e-12,1.0715209459447103e-06,1.6424627329314546e-12,1.7649726102688333e-08,4.0153906579169833e-14,4.0486746355313638e-16,2.9814935729681852e-10,8.5381178922150019e-10,8.679235968387834e-09,1.5135070794122722e-08,3.4113632517662704e-19,1.9516148634753402e-15,2.2245438479879389e-19,4.0756045267569335e-16,7.1747539389231474e-09,7.9753223151427765e-17,8.4787826963301148e-17,2.9162568999351573e-19,1.6975601706922196e-19,1.0105670175886322e-20,2.1776446049007277e-11,9.4605899716873714e-11,1.1352479335586545e-13,8.3075926166702452e-14,4.1736310599387252e-17,2.5250941347802433e-15,-2.5777330385880167e-15,4.9000691354073977e-14,1.7364828504870185e-19,2.8257707570469882e-14,3.1079709937877538e-13,1.1155900000577761e-12,3.3365085034967006e-15,2.8541375098205861e-15,7.1040576465405201e-15,1.8224031374101919e-20,2.1055014761296357e-18,4.5430009399771313e-18,2.5468960407260707e-25,7.5960949721445147e-23
9.11047650611334e-09,0.001993249223976852,1.4140390447622704e-18,7.2360521507192724e-15,5.565136138781176e-16,8.3811727555146465e-17,8.5562666968430096e-10,1.8795584673059046e-13,2.66668181357716e-38,1.7007839159827587e-27,3.6923570454008696e-31,-1.6485157518499103e-17,7.3043592982106563e-26,2.0202839199647882e-17,-8.8623412888606156e-19,-1.2276299967761468e-32,-2.4413181002898015e-29,8.4647385865462531e-25,1.3015473679859767e-28,8.7453864641404362e-43,1.8865990041263317e-24,5.1707631679995976e-17,2.3612430225714239e-22,1.2472268414487663e-15,1.0039907310784424e-10,8.2682471504614568e-20,-2.7593135341770795e-19,-7.4448433854493879e-16,-1.2769978304854809e-46,1.0779968703448912e-19,1.7345171836260756e-22,1.9918825450222681e-27,1.8343826984859446e-33,0.88129999999999997,0.0,0.0,0.0,0.0098867144317056344,0.10880187914785411,9.9999999999979337e-05,1.850309021658373e-07,1.5152187257674717e-06,4.3201660306807809e-07,2.6777615167441657e-12,1.1015344710753274e-06,1.6424484640318277e-12,1.8135603880470003e-08,4.1278625934207931e-14,4.1601302498779339e-16,3.2331760218392162e-10,9.090109188116041e-10,8.9183388682032183e-09,1.5980129714845432e-08,3.6001052819266659e-19,2.0861096670449877e-15,2.4124019513524145e-19,4.5033730904932442e-16,7.3724111311640256e-09,8.993438832427779e-17,9.7065394549041879e-17,3.3421195838751227e-19,2.0004694811314253e-19,1.2033629697454803e-20,2.241481790203106e-11,1.0018804856162907e-10,1.2022347010461135e-13,8.7978961581290408e-14,4.2899586752599595e-17,2.8222306712991959e-15,-2.5794663652450596e-15,5.1359976422930501e-14,2.0139610167825555e-19,2.9121645015118179e-14,3.2069769438005628e-13,1.1862625665394375e-12,3.5478971774252993e-15,3.0349710479936257e-15,7.5558390422801089e-15,1.9382985759008546e-20,2.3331582654358278e-18,5.0617594480818144e-18,2.837722315404762e-25,8.4175411389263792e-23
9.354747195619125e-09,0.0019932491631522347,1.5011110726636588e-18,8.2511766291933257e-15,1.8326005481114624e-16,1.544951435637655e-16,9.0169849020011897e-10,2.0866065484191104e-13,9.0019887226722332e-39,-2.8696026053907881e-27,3.5226165130542647e-31,-1.2753884525953513e-17,4.4007958541847837e-26,2.0914712802954533e-17,-8.8670546792280658e-19,2.8088327170829669e-33,-2.3594516132755663e-29,9.4193047517049505e-25,1.5155245741104706e-28,1.6380021040514884e-42,2.1293215587834913e-24,4.7152540329819908e-17,2.5927768604257735e-22,1.2505944054537387e-15,1.0615473559273767e-10,8.9097232462308223e-20,-2.7232322266793452e-19,-7.4324654536147138e-16,-7.480074849917813e-47,1.0896053107243992e-19,1.8443549866048389e-22,2.2013370921613931e-27,1.8363576617412307e-33,0.88129999999999997,0.0,0.0,0.0,0.0098866259475609286,0.10880184857789199,9.9999999999978632e-05,1.899838440504e-07,1.5557963188905228e-06,4.4307781837819258e-07,2.7494713474905077e-12,1.1315458683252804e-06,1.6424341917649346e-12,1.8621445866962453e-08,4.2403265549579059e-14,4.2715776540525602e-16,3.4986223097737513e-10,9.6632124940516058e-10,9.1574395740557167e-09,1.6848119787765487e-08,3.7951563917365885e-19,2.2260716978948182e-15,2.610548348362075e-19,4.9621660258239536e-16,7.5700665845264921e-09,1.0108517919563285e-16,1.1069240076054625e-16,3.8153906329130828e-19,2.3465387756895575e-19,1.4262127412380852e-20,2.3053152699655319e-11,1.0593145149468654e-10,1.2711565953318359e-13,9.3023666389865245e-14,4.406273687655325e-17,3.1448983308991293e-15,-2.5808244261716959e-15,5.3757179632195615e-14,2.3264483439514142e-19,2.9985557357814393e-14,3.3059833106968873e-13,1.2591510128808774e-12,3.7659143824397019e-15,3.2214751904219736e-15,8.0218411581333689e-15,2.0578420545626627e-20,2.5787566587709053e-18,5.6237706533486025e-18,3.1527969080257171e-25,9.3037346331935829e-23
9.59901788512491e-09,0.001993249102329498,1.5722140358361343e-18,8.0335243122237954e-15,-3.8378332278415952e-16,2.3002098976664006e-16,9.4897744596214429e-10,2.3102948889870232e-13,5.6189779907338834e-38,-5.5936330646918107e-27,3.3672783107860723e-31,-9.5532662792994863e-18,2.6096828592041812e-26,2.1627251454095026e-17,-8.8706266880556647e-19,4.0722383885089818e-32,-2.2666547733814598e-29,1.0452590346978739e-24,1.7594126833248055e-28,1.5090086438507372e-42,2.3954975119288299e-24,4.2998247898055223e-17,2.8396082350701362e-22,1.2536656326278618e-15,1.120720032636802e-10,9.5801384168884096e-20,-2.68439527155092e-19,-7.4124764230508528e-16,-4.0180599753257257e-47,1.1004659452811123e-19,1.9607738830841217e-22,2.4290001531196827e-27,1.8385569863644379e-33,0.88129999999999997,0.0,0.0,0.0,0.0098865374431870261,0.10880181800750512,9.9999999999977901e-05,1.949363622349868e-07,1.5963709050506677e-06,4.5413824553508204e-07,2.8211758282675576e-12,1.1615551044750174e-06,1.642419916133555e-12,1.910725161281549e-08,4.3527824180422043e-14,4.3830167449786995e-16,3.778197651760252e-10,1.0257750407460782e-09,9.3965380854563464e-09,1.7739038925206018e-08,3.9966126151729687e-19,2.3715881281813927e-15,2.8192570758321256e-19,5.4532474971131575e-16,7.7677202998298049e-09,1.1326780569214386e-16,1.2577138348170734e-16,4.3397524509064126e-19,2.7404044939056388e-19,1.6827813461748679e-20,2.3691448387422845e-11,1.1183609750345922e-10,1.3420134828111671e-13,9.821003081485468e-14,4.5225782277134794e-17,3.494517956540065e-15,-2.5818607199407628e-15,5.6191331583322961e-14,2.6772281910057861e-19,3.084943504060576e-14,3.4049880587507072e-13,1.3342553237453685e-12,3.9905600681340354e-15,3.4136498941110391e-15,8.5020639227335285e-15,2.1810335550880348e-20,2.843210153451085e-18,6.2313689557266966e-18,3.4934285294413059e-25,1.0257972525419969e-22
9.818861505680116e-09,0.001993249047590647,1.6362895698630774e-18,7.7289900763970429e-15,1.7405217996136168e-16,3.0236148056294335e-16,9.9255827166935995e-10,2.5265588523655476e-13,5.2213014158877798e-38,2.9096814094831663e-27,3.239148382604013e-31,-7.0729193610884163e-18,1.6074415612862572e-26,2.2269151517461889e-17,-8.8729990603313065e-19,6.0129114172881122e-32,-2.1734388022145441e-29,1.1453408358336447e-24,2.0071740221867344e-28,1.361270086526484e-42,2.6563710238912413e-24,3.9572903970926052e-17,3.075267763998932e-22,1.2561979342350155e-15,1.1753570821683275e-10,1.0208530312392154e-19,-2.6469848905473972e-19,-7.387549874729338e-16,-1.6108373816632257e-47,1.1096355509935984e-19,2.0715177629986222e-22,2.6506377516275469e-27,1.8407428106307313e-33,0.88129999999999997,0.0,0.0,0.0,0.00988645777196661,0.1088017904937937,9.9999999999977264e-05,1.9939326635605213e-07,1.6328854323993938e-06,4.6409194599299714e-07,2.8857052350676466e-12,1.1885615418224267e-06,1.6424070651906818e-12,1.9544445447641963e-08,4.4539856677879491e-14,4.4833047385388563e-16,4.0421975664615991e-10,1.0811427678600471e-09,9.61172486905677e-09,1.8560468755011499e-08,4.1834789416213479e-19,2.5073739573068999e-15,3.0163521725142504e-19,5.9238813239690356e-16,7.9456071582173811e-09,1.2516772896149276e-16,1.4067261607043716e-16,4.8585538131579256e-19,3.1398906074909103e-19,1.945849845978472e-20,2.426587964911972e-11,1.1728813216766041e-10,1.4074389846391439e-13,1.0299886927342443e-13,4.6272505753431489e-17,3.833428330913833e-15,-2.582556569336847e-15,5.841288045913786e-14,3.0285707909550761e-19,3.162690511496652e-14,3.494090126156708e-13,1.4037437220442619e-12,4.1984083957585393e-15,3.5914553371809103e-15,8.946422781531352e-15,2.2950248913944143e-20,3.0981146504060902e-18,6.8191685124617157e-18,3.8229605833841165e-25,1.1177762658178413e-22
9.873822410818918e-09,0.001993249033906171,1.6563252339024445e-18,7.9123767566248263e-15,4.2641219547307408e-16,3.2112052134674529e-16,1.003605662175543e-09,2.5829165093927943e-13,3.7235966031264817e-38,1.2734089833131694e-27,3.2087797219851575e-31,-6.5069074576772001e-18,1.4250102683783508e-26,2.2429737152363368e-17,-8.8734802014932266e-19,5.9135422149495484e-32,-2.1486584357899112e-29,1.1714497387795323e-24,2.0736093342250878e-28,1.5005381799033214e-42,2.7248856288563874e-24,3.8760079597900425e-17,3.1362296117986698e-22,1.2567988392460669e-15,1.1892208542482311e-10,1.036936057324034e-19,-2.6372575047897708e-19,-7.3802427547972469e-16,-1.1995883830413318e-47,1.1118420162031859e-19,2.1001250598976319e-22,2.7086604024334923e-27,1.8413214705869723e-33,0.88129999999999997,0.0,0.0,0.0,0.0098864378516041723,0.10880178361531204,9.9999999999977101e-05,2.005074387665144e-07,1.6420136763390363e-06,4.6658026876377957e-07,2.9018368967110442e-12,1.1953128706061477e-06,1.6424038520296316e-12,1.9653739231818797e-08,4.4792854288866078e-14,4.5083756646374471e-16,4.1100631470454446e-10,1.0952628178826246e-09,9.6655212871180234e-09,1.876872772322854e-08,4.231026522308285e-19,2.5420418670517423e-15,3.0670208207134283e-19,6.0458973707844632e-16,7.9900786530072815e-09,1.2828715419776059e-16,1.4460479663801812e-16,4.9955527212566292e-19,3.246901513286049e-19,2.0167650957543273e-20,2.4409482172826688e-11,1.186715456659577e-10,1.4240402274293087e-13,1.0421400546980647e-13,4.6534181500643143e-17,3.9218801397910959e-15,-2.5826991330043035e-15,5.8972746126829634e-14,3.1220137117069291e-19,3.1821270735196189e-14,3.5163653193966357e-13,1.4213962530002641e-12,4.251209351923534e-15,3.6366243417274661e-15,9.0593122080847061e-15,2.3239844054061604e-20,3.1644277646665854e-18,6.9724017995734756e-18,3.9088661941046817e-25,1.1417046235355187e-22
9.901302863388319e-09,0.0019932490270639694,1.6672192806532604e-18,8.0618351775495536e-15,4.7158386713196814e-16,3.306034689439422e-16,1.0091522625869651e-09,2.611446134493479e-13,3.099890688325957e-38,-1.7574716464608204e-29,3.1938398902796739e-31,-6.231588576866016e-18,1.3422357722102717e-26,2.2510047188756697e-17,-8.8737050209219446e-19,5.8961576282434855e-32,-2.1360430689645248e-29,1.1846709765036452e-24,2.1075298316159715e-28,1.6038829962616541e-42,2.7596499376813974e-24,3.8359953390589694e-17,3.1670216803969727e-22,1.2570946442000335e-15,1.1961834159045684e-10,1.045033800513063e-19,-2.6323366199400879e-19,-7.376423448236723e-16,-1.0401381408692858e-47,1.1129326666337551e-19,2.1145703056643618e-22,2.738076088682186e-27,1.841615779115998e-33,0.88129999999999997,0.0,0.0,0.0,0.0098864278910394537,0.10880178017606305,9.999999999997702e-05,2.0106451692894956e-07,1.6465777398569723e-06,4.678244147017778e-07,2.9099026235519681e-12,1.1986884926551934e-06,1.6424022453853228e-12,1.970838541957515e-08,4.4919351507615328e-14,4.5209109661198511e-16,4.1442786357043621e-10,1.1023648131046802e-09,9.6924194544689977e-09,1.8873292417195533e-08,4.2549257140941359e-19,2.5594847220433291e-15,3.09256652092403e-19,6.1075691265508942e-16,8.0123143674371155e-09,1.2986906456202894e-16,1.466028115389097e-16,5.0651792378220938e-19,3.3015214718832651e-19,2.0530307683629167e-20,2.4481282629750655e-11,1.1936631304441751e-10,1.4323775777666463e-13,1.0482426247052234e-13,4.6665012784126325e-17,3.9666765863378598e-15,-2.5827660036531426e-15,5.9253343628664155e-14,3.1696063568821751e-19,3.191845245263018e-14,3.5275028734387885e-13,1.4302645826617885e-12,4.2777356595379286e-15,3.6593164891924986e-15,9.1160268745193389e-15,2.3385334134736339e-20,3.1979799816539723e-18,7.0499804787593205e-18,3.9523583356793883e-25,1.1538115902687162e-22
9.91504308967302e-09,0.001993249023642877,1.6727838938152973e-18,8.1440227434514988e-15,4.6258976503544848e-16,3.3537086232543534e-16,1.0119313073055126e-09,2.6257992087261798e-13,2.8929582661850151e-38,1.4294554489875726e-32,3.186430736229242e-31,-6.0958154678024238e-18,1.3026633723491636e-26,2.2550205766227963e-17,-8.8738135806053598e-19,5.9238663974195867e-32,-2.129678774368066e-29,1.1913235745899429e-24,2.1246681256819193e-28,1.658539203381996e-42,2.777159849395798e-24,3.8161442124429898e-17,3.1824958241668647e-22,1.2572413993201126e-15,1.1996723655717191e-10,1.0490967481468093e-19,-2.6298618020923222e-19,-7.3744719965947536e-16,-9.7141436283479733e-48,1.1134748706415387e-19,2.121828599495314e-22,2.7528860322776573e-27,1.8417641899269199e-33,0.88129999999999997,0.0,0.0,0.0,0.009886422910661238,0.10880177845643647,9.9999999999976979e-05,2.01343053999482e-07,1.6488597569733267e-06,4.6844648380125991e-07,2.9139354609248512e-12,1.2003762930733533e-06,1.6424014420472257e-12,1.9735708337023235e-08,4.4982599719529776e-14,4.5271785763897144e-16,4.1614572819608577e-10,1.1059263233506924e-09,9.7058685277242656e-09,1.892568356531073e-08,4.2669067201241468e-19,2.5682334288362508e-15,3.1053923856726761e-19,6.1385717400066361e-16,8.0234322164112209e-09,1.3066561167968e-16,1.4760987181282834e-16,5.1002768527135205e-19,3.3291136225662828e-19,2.071368555471916e-20,2.4517182655916552e-11,1.1971446188352798e-10,1.4365554350806057e-13,1.0513006318990446e-13,4.6730426071931809e-17,3.9892183965258685e-15,-2.5827983613660215e-15,5.9393807982706107e-14,3.1936229116267103e-19,3.1967042748376833e-14,3.5330716385728768e-13,1.4347092635471966e-12,4.2910302707514782e-15,3.670689474243016e-15,9.1444516960580157e-15,2.3458252302809468e-20,3.2148556121607091e-18,7.0890118869394583e-18,3.9742401149077011e-25,1.1599009897107371e-22
9.94252354224242e-09,0.00199324901680071,1.6838456871832157e-18,8.3024880927348467e-15,4.2646631546749093e-16,3.4495742041773918e-16,1.0175008614928281e-09,2.6546826825914281e-13,2.5953104922381725e-38,-1.0217186911207025e-29,3.1717332872085092e-31,-5.8279929916664823e-18,1.2268810311857312e-26,2.2630528395027397e-17,-8.8740231202651621e-19,6.0160054823599696e-32,-2.1168364985428393e-29,1.2047131282923552e-24,2.1593040497325014e-28,1.7619122906732571e-42,2.8124366135469155e-24,3.7767495614464063e-17,3.21360078932543e-22,1.2575326352988223e-15,1.206665602488908e-10,1.0572508205113107e-19,-2.6248833050521117e-19,-7.3704849982763773e-16,-8.4774645731865033e-48,1.1145530713780288e-19,2.1364169141632687e-22,2.7827115251319625e-27,1.8420635413973172e-33,0.88129999999999997,0.0,0.0,0.0,0.0098864129497131265,0.10880177501717926,9.9999999999976898e-05,2.0190012411919641e-07,1.6534237618677715e-06,4.6969061425022584e-07,2.9220010834817396e-12,1.2037518726673918e-06,1.6423998353391519e-12,1.9790353818400855e-08,4.5109095347330719e-14,4.5397137158357418e-16,4.1959567031154654e-10,1.1130703978035028e-09,9.7327666533939397e-09,1.9030683461900167e-08,4.2909316378649957e-19,2.585785478546008e-15,3.1311503882098688e-19,6.2009115843311711e-16,8.0456678978784866e-09,1.3226995003187433e-16,1.4964019936422842e-16,5.171044456222851e-19,3.3848672128402316e-19,2.1084580984609532e-20,2.4588982302378509e-11,1.2041228985067383e-10,1.4449295138677742e-13,1.0574300905710475e-13,4.6861250585346312e-17,4.0345905421468272e-15,-2.582860956076987e-15,5.9675067088690119e-14,3.2420998991396459e-19,3.2064222242030965e-14,3.5442091351022784e-13,1.4436196573714025e-12,4.3176824078218658e-15,3.6934892668357536e-15,9.2014363155361088e-15,2.3604434893806497e-20,3.24880677968076e-18,7.167561055807434e-18,4.0182763322059525e-25,1.1721519320199913e-22
9.95626376852712e-09,0.0019932490133796354,1.6892738701834759e-18,8.3740173173911416e-15,4.1476434782263781e-16,3.4977661045434602e-16,1.0202913602360377e-09,2.6692134043803068e-13,2.4629410194849134e-38,-5.4305194153258376e-31,3.1644447216289277e-31,-5.6959249436113581e-18,1.1906071234909913e-26,2.267069209965561e-17,-8.8741241459336344e-19,6.0643443630501948e-32,-2.1103583362506788e-29,1.2114502438273546e-24,2.1768029884557312e-28,1.8081932793704425e-42,2.8302040395921555e-24,3.7572049648747276e-17,3.2292317953892602e-22,1.2576771240878262e-15,1.2101698897003138e-10,1.0613419555972157e-19,-2.6223795815525787e-19,-7.3684492523368965e-16,-7.9025767680962688e-48,1.1150890820636267e-19,2.1437470900397199e-22,2.7977276403093671e-27,1.8422144887951298e-33,0.88129999999999997,0.0,0.0,0.0,0.0098864079691432412,0.1088017732975486,9.9999999999976857e-05,2.0217865716838636e-07,1.6557057496281875e-06,4.7031267559534303e-07,2.92603386863451e-12,1.2054396518314461e-06,1.6423990319691764e-12,1.9817676382110219e-08,4.5172342762774127e-14,4.5459812449614002e-16,4.21327760792288e-10,1.1166529734861455e-09,9.7462157058081704e-09,1.9083292209610816e-08,4.302975583738646e-19,2.5945888524735468e-15,3.1440826234973751e-19,6.2322492745397805e-16,8.0567857303719149e-09,1.3307776549565119e-16,1.5066350744666004e-16,5.2067159187187039e-19,3.4130306470405966e-19,2.1272114949224192e-20,2.4624881922212541e-11,1.2076196897431224e-10,1.4491257352877015e-13,1.0605015420102301e-13,4.6926662725613636e-17,4.0574214205644214e-15,-2.5828912061688243e-15,5.9815861519083336e-14,3.2665617077581006e-19,3.2112811563993126e-14,3.5497778629928666e-13,1.4480853702732762e-12,4.3310399335672711e-15,3.7049160742828664e-15,9.229996113293953e-15,2.3677699316264619e-20,3.2658826634099205e-18,7.2070797064199611e-18,4.040431269185305e-25,1.1783136000210698e-22
9.983744221096522e-09,0.0019932490065375044,1.7000288033060966e-18,8.5088259882890173e-15,3.9790175105783802e-16,3.5946715380073586e-16,1.0258837998418097e-09,2.6984536292025905e-13,2.2260635052443408e-38,1.9328859758890854e-29,3.1499872974664147e-31,-5.4354307202096189e-18,1.1211973063431176e-26,2.2751024866661134e-17,-8.8743188173003145e-19,6.1638830019750342e-32,-2.09728753431063e-29,1.2250095559892188e-24,2.2121661884961838e-28,1.8945577600341093e-42,2.8659984320100059e-24,3.7184186468983312e-17,3.2606513222993203e-22,1.2579638623621928e-15,1.2171938015312044e-10,1.069552451501827e-19,-2.6173430733607971e-19,-7.364292757936521e-16,-6.8441221654073515e-48,1.1161549583658675e-19,2.1584798719729802e-22,2.8279680625054653e-27,1.8425189440531821e-33,0.88129999999999997,0.0,0.0,0.0,0.00988639800781182,0.10880176985828321,9.9999999999976776e-05,2.0273571924545152e-07,1.6602696957499986e-06,4.7155679051600101e-07,2.9340993866438013e-12,1.2088151888640784e-06,1.6423974251973507e-12,1.9872321155268561e-08,4.5298836795639607e-14,4.5585162219488458e-16,4.2480621307357333e-10,1.1238392304505835e-09,9.7731137897949809e-09,1.9188727301947916e-08,4.327126534892646e-19,2.6122503759933811e-15,3.1700538058385481e-19,6.2952613425448257e-16,8.0790213788790326e-09,1.3470475034980329e-16,1.5272651585543986e-16,5.2786379114828268e-19,3.4699359150251666e-19,2.1651397739663277e-20,2.469668075396449e-11,1.2146285749061762e-10,1.4575365420457152e-13,1.0666578889964909e-13,4.7057486451909494e-17,4.1033741598677351e-15,-2.582949642868583e-15,6.0097779339164189e-14,3.3159354747855392e-19,3.2209989689437191e-14,3.5609152770051122e-13,1.4570378279476676e-12,4.3578178991485499e-15,3.7278235111963904e-15,9.2872506842184308e-15,2.3824574413486975e-20,3.3002359068907941e-18,7.286607386849275e-18,4.0850160594315003e-25,1.1907096459274336e-22
9.999999999999999e-09,0.001993248999695397,1.7063639890234281e-18,8.5859308745061282e-15,3.8994364278627473e-16,3.6523239631280066e-16,1.0291991309103743e-09,2.7158630203788641e-13,2.0997191118188355e-38,1.5094226969635777e-29,3.1415099705260721e-31,-5.283600565562212e-18,1.0820541599457188e-26,2.279854845181236e-17,-8.8744293978000497e-19,6.2237594957675542e-32,-2.0894835569851165e-29,1.2330840403091944e-24,2.2333159973657752e-28,1.9434438112210962e-42,2.8873358986849085e-24,3.6956637457810322e-17,3.2793363278158829e-22,1.2581320839465112e-15,1.2213583505971227e-10,1.0744270158983712e-19,-2.6143454803794292e-19,-7.3617804069537499e-16,-6.274569115079038e-48,1.1167816275886827e-19,2.1672405644545312e-22,2.8459879109956561e-27,1.8427006575047408e-33,0.88129999999999997,0.0,0.0,0.0,0.0098863921151684502,0.10880176782381859,9.9999999999976722e-05,2.0306524106023323e-07,1.6629694326421656e-06,4.722927290113666e-07,2.9388704279673665e-12,1.2108119396751392e-06,1.6423964747080074e-12,1.9904645485935094e-08,4.5373662537522112e-14,4.5659311075384605e-16,4.2687283001465091e-10,1.1281034485670026e-09,9.7890250614755822e-09,1.9251232917106033e-08,4.3414524049023164e-19,2.6227322885322244e-15,3.1854838959462606e-19,6.3327474061309379e-16,8.0921746375731623e-09,1.3567433496160654e-16,1.5395721024885808e-16,5.3215480454754989e-19,3.5039633721321045e-19,2.1878426395142537e-20,2.4739152357357222e-11,1.2187842133040389e-10,1.4625233940697955e-13,1.0703080506970037e-13,4.7134873420068336e-17,4.1307403833351206e-15,-2.5829829315943809e-15,6.0264750975099205e-14,3.3454264078554893e-19,3.2267474159797526e-14,3.567503473371938e-13,1.462346762522522e-12,4.373697616286254e-15,3.7414079504179296e-15,9.321203751943404e-15,2.3911674186363882e-20,3.3206841295254903e-18,7.3339601310266863e-18,4.1115629441862573e-25,1.1980882011966658e-22
1.0011224673665923e-08,0.001993248999695397,1.7107421368847283e-18,8.639079754311087e-15,3.8445695470091206e-16,3.6922765853222259e-16,1.0314914942113202e-09,2.7279333132034503e-13,2.0169168904484494e-38,-1.5370411770381301e-30,3.1356886719080447e-31,-5.1797332643761239e-18,1.0558343317664491e-26,2.283136528730312e-17,-8.8745037924666441e-19,6.2652043446730563e-32,-2.0840635157597898e-29,1.2386828492436832e-24,2.2480210077300457e-28,1.9769446894644347e-42,2.90214081946598e-24,3.6800327339017831e-17,3.2922814916901157e-22,1.2582476402501215e-15,1.2242381631093614e-10,1.0778006184424044e-19,-2.6122676685010981e-19,-7.3600222448679798e-16,-5.9055199731476656e-48,1.1172126868280658e-19,2.1733097529076433e-22,2.858488025423377e-27,1.8428268361907293e-33,0.88129999999999997,0.0,0.0,0.0,0.0098863880462248758,0.10880176641901237,9.9999999999976694e-05,2.0329277596079026e-07,1.6648336026361822e-06,4.7280089506274896e-07,2.9421648348594957e-12,1.2121906974633493e-06,1.6423958183830264e-12,1.9926965455640181e-08,4.5425329763000407e-14,4.57105109048364e-16,4.2830373707873817e-10,1.131053666462109e-09,9.800011845992346e-09,1.929445252094972e-08,4.351361679119306e-19,2.6299850370902835e-15,3.1961675955004803e-19,6.3587238632779389e-16,8.1012570054140378e-09,1.3634695577713798e-16,1.5481151919151622e-16,5.3513370062167133e-19,3.5276192514974645e-19,2.2036357253495554e-20,2.4768479040327051e-11,1.2216578635080979e-10,1.4659718338483963e-13,1.0728321613285297e-13,4.7188309152534838e-17,4.1497167076573495e-15,-2.5830053694454373e-15,6.0380134712863464e-14,3.3659141584580007e-19,3.2307167315990134e-14,3.5720526351831107e-13,1.4660183279716592e-12,4.384679749745385e-15,3.7508027104272775e-15,9.3446852214859584e-15,2.3971911178222462e-20,3.3348589549711195e-18,7.3667919076405188e-18,4.1299690873848264e-25,1.2032030606320447e-22
