Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719)
1.651934370953686e-08,0.0029490898012472133,1.3493413928255791e-17,1.772516872900624e-13,3.0318866982763672e-15,8.2326179797133094e-15,3.029270952628833e-09,1.8324033279230079e-12,-1.2708859227552022e-34,6.2487819760645146e-27,1.4042016649990654e-30,-5.9489709584572207e-15,-6.7631611444882853e-23,5.0822665487363734e-17,-1.062004876137522e-17,1.0019337411620228e-29,-4.7921594997969856e-28,8.4054559097003174e-24,3.3335771326815526e-27,6.4145793942197162e-41,1.3619080786187251e-28,4.5874934509167348e-17,1.4006531030397999e-37,2.9348523431558108e-15,-2.7666007099622264e-31,-1.5754124414923242e-29,-7.0072310546257348e-19,-9.7442758438533297e-16,-3.1768807654270372e-44,4.7312590033135865e-19,6.0168894065759336e-22,2.0750378357757027e-26,9.304021283624418e-33,0.88129999999999997,0.0,0.0,0.0,0.0098831052470497744,0.10880118311274152,9.999999999994776e-05,5.2909719980644138e-07,3.0966074594915148e-06,1.3276318172017953e-06,3.1901105290717056e-12,1.7908906490260261e-06,7.3841250948020838e-12,2.1518538600700778e-08,5.8657682838469957e-14,4.3695525265090679e-16,1.4437110454513298e-09,3.1570232943377785e-09,7.4781368564922521e-08,4.9614528908103877e-08,8.5400380888024828e-19,1.0727134243705861e-14,1.0243985077145213e-14
1.707220426492748e-08,0.0029490896204470386,1.4471634374946767e-17,1.9240375059681633e-13,2.9666752268659499e-15,9.5250928821416152e-15,3.2343858562523757e-09,2.0884726347874149e-12,-9.1224997821227471e-35,7.2592733467142169e-28,1.3407495096094551e-30,-5.9454420553561347e-15,-5.0430885627951064e-23,5.2932759035453208e-17,-1.0976812044130767e-17,9.1150781555260995e-30,-4.748182927052318e-28,9.6247849855867268e-24,4.0736042496484121e-27,6.0246430399993085e-41,1.3621252626980342e-28,3.9461867267820906e-17,1.4020908902474706e-37,2.9396758324292676e-15,-2.9858716028204445e-31,-1.6557866853056868e-29,-7.0072311734629396e-19,-8.2764882007718251e-16,-4.8793637521434664e-44,4.7660219826677589e-19,6.2727286905233276e-22,2.3090531781294819e-26,9.3040215990247927e-33,0.88129999999999997,0.0,0.0,0.0,0.0098828730856800641,0.10880112159465326,9.9999999999945659e-05,5.4673953733848532e-07,3.2000034470866521e-06,1.3713102927390235e-06,3.2966269323185929e-12,1.8513351615541916e-06,7.3839661350208948e-12,2.2237156292452885e-08,6.0637443645470561e-14,4.5154749717193885e-16,1.5931881401277946e-09,3.4134687587266324e-09,7.7283440278047101e-08,5.2987862773308199e-08,9.1871713025199718e-19,1.1625618538998934e-14,1.1682108290536427e-14
1.7569778764779037e-08,0.0029490894577322764,1.536445077086225e-17,2.0557578004118762e-13,2.7241545203462814e-15,1.0793795067546654e-14,3.4247120613470028e-09,2.341050592157085e-12,-4.879244389423992e-35,4.7101058439896063e-27,1.2940380856576166e-30,-5.9426463638278776e-15,-1.5034316335997757e-23,5.4835871344930392e-17,-1.129842057735083e-17,8.4541321633744116e-30,-4.6771678849676908e-28,1.0831875799545378e-23,4.8528377541388688e-27,5.5629226992646637e-41,1.3622560986884173e-28,3.4460114362932894e-17,1.403185987454931e-37,2.9434377099814294e-15,-3.1926492751055616e-31,-1.7287508839820571e-29,-7.007231239783174e-19,-6.7643273785429472e-16,-4.4664366439558266e-44,4.7939740735898262e-19,6.5031315128177974e-22,2.5342195136765176e-26,9.3040217750638839e-33,0.88129999999999997,0.0,0.0,0.0,0.0098826640639673499,0.1088010662244588,9.9999999999943748e-05,5.626140371048683e-07,3.2930437603352954e-06,1.4106136014957023e-06,3.3924750423118442e-12,1.905724996776073e-06,7.383823013786934e-12,2.2883799874807006e-08,6.2418893434176854e-14,4.6467823606130014e-16,1.736225978528096e-09,3.6549825114972407e-09,7.9535254362097187e-08,5.6118509470493755e-08,9.7952456815532757e-19,1.247286288419778e-14,1.3101227471748545e-14
1.8067353264630595e-08,0.0029490892950224806,1.6281248089658061e-17,2.1902132176838888e-13,3.1750209802482789e-15,1.2168095653493433e-14,3.6204559242921771e-09,2.6158539782607341e-12,-3.8527388070158344e-35,5.132013631102007e-27,1.2565494329280714e-30,-5.9401636874100876e-15,4.4926489395069822e-25,5.6743110345585658e-17,-1.1620541329323532e-17,7.7685967646941302e-30,-4.57415836559427e-28,1.2149605746676077e-23,5.7532078475950896e-27,5.080686721873357e-41,1.3623870020354062e-28,3.0092270079762864e-17,1.4041179631790112e-37,2.9467227375025916e-15,-3.4084430826008578e-31,-1.8022741978854655e-29,-7.0072312494545221e-19,-5.0551615448069906e-16,-3.6760501311916931e-44,4.8190770590707007e-19,6.733631401210466e-22,2.7736167913171596e-26,9.3040218007620035e-33,0.88129999999999997,0.0,0.0,0.0,0.0098824549699410204,0.10880101085050714,9.9999999999941851e-05,5.7848512310831146e-07,3.3860686110353804e-06,1.4499098396357331e-06,3.4883071357745235e-12,1.9601049551386449e-06,7.3836798382500878e-12,2.3530335409769397e-08,6.4200019722570219e-14,4.7780678094128279e-16,1.8875658894695378e-09,3.9068416768249385e-09,8.1787020626956764e-08,5.9338801804263447e-08,1.0428093658819757e-18,1.3357407346025293e-14,1.4645816455183372e-14
1.8179307527097197e-08,0.002949089258413443,1.6492131897595675e-17,2.221602074421629e-13,2.9869726195280778e-15,1.2492435181755481e-14,3.6652449871595699e-09,2.6808761833193835e-12,-3.5664827931930477e-35,2.5231230159888701e-29,1.2493294429764811e-30,-5.9396441118365854e-15,3.4864643084203641e-26,5.7172839262845877e-17,-1.1693090663756588e-17,7.6261126892487085e-30,-4.5463469244634954e-28,1.2462022428091674e-23,5.9739541164860685e-27,4.9833864868700515e-41,1.3624095236833867e-28,2.9188548531523403e-17,1.4043072974665226e-37,2.947402413048684e-15,-3.458246661703406e-31,-1.8188907316384308e-29,-7.007231249001551e-19,-4.6418115374578558e-16,-3.5405076806660619e-44,4.8243608963950542e-19,6.7855035428185191e-22,2.8294860671389295e-26,9.3040217995640836e-33,0.88129999999999997,0.0,0.0,0.0,0.0098824079138332913,0.10880099839084503,9.9999999999941404e-05,5.8205564705554328e-07,3.4069970485573905e-06,1.4587505053400069e-06,3.5098671258804346e-12,1.9723390659956227e-06,7.383647616281065e-12,2.3675790855395822e-08,6.4600727945206686e-14,4.8076039793938978e-16,1.9227852822346249e-09,3.9649550660135739e-09,8.2293661444785256e-08,6.0075719957450138e-08,1.0573944803699739e-18,1.3561641566034665e-14,1.5011369834188821e-14
1.8235284658330496e-08,0.002949089240109016,1.6596865558215989e-17,2.2366688653115107e-13,2.7877585404991167e-15,1.2656734284719966e-14,3.6877425037119626e-09,2.7138377361117449e-12,-3.242289903005342e-35,-3.92419656793175e-29,1.2458824181098313e-30,-5.9393893788703163e-15,-2.4126064109106666e-25,5.7387780681440581e-17,-1.172937539505791e-17,7.5667947938952046e-30,-4.5317835762068129e-28,1.2620482241571752e-23,6.0869575895205526e-27,4.9307358232090095e-41,1.3624156997261494e-28,2.8746926570931706e-17,1.4043993209404072e-37,2.9477345492675638e-15,-3.4833212385520891e-31,-1.8272088480971216e-29,-7.0072312490269001e-19,-4.4310309903878371e-16,-3.4666662958061658e-44,4.8269548620104111e-19,6.8114406538729814e-22,2.8577005006076006e-26,9.3040217996332453e-33,0.88129999999999997,0.0,0.0,0.0,0.0098823843844097516,0.10880099216094138,9.9999999999941187e-05,5.8384084423328077e-07,3.4174609686254946e-06,1.4631707009926581e-06,3.5206468115683282e-12,1.9784559298118395e-06,7.3836315042679957e-12,2.3748516491255178e-08,6.4801075780579508e-14,4.8223716406077653e-16,1.9405578332721112e-09,3.9942124291315988e-09,8.2546980945511034e-08,6.0445880477811854e-08,1.0647350884629802e-18,1.3664482518325448e-14,1.5196690381363685e-14
1.8347238920797098e-08,0.002949089203500341,1.6802527329046478e-17,2.2641516422633822e-13,2.457889435837545e-15,1.2989629084828154e-14,3.7329433514446986e-09,2.7806709361312571e-12,-2.4820939025063004e-35,-1.8939422467265244e-28,1.2393104707536253e-30,-5.9388897541611417e-15,-5.3016737669617435e-25,5.7817806780060636e-17,-1.1801965088155609e-17,7.4624535140426174e-30,-4.5013250709924619e-28,1.2941953648107906e-23,6.3183375874697771e-27,4.8068190566631034e-41,1.3624217143507286e-28,2.7883618840165851e-17,1.4045780027959313e-37,2.9483838255039619e-15,-3.5338164508880761e-31,-1.8438644731440059e-29,-7.0072312492256465e-19,-4.0011386623302943e-16,-3.2746992826345083e-44,4.8320487249136e-19,6.8633167123857305e-22,2.9146919940353415e-26,9.3040218001646467e-33,0.88129999999999997,0.0,0.0,0.0,0.0098823373228244388,0.10880097970098869,9.9999999999940753e-05,5.8741110900087746e-07,3.4383882096343323e-06,1.4720108169618613e-06,3.5422055624199068e-12,1.9906892729234428e-06,7.3835992781855926e-12,2.3893963576908496e-08,6.5201758856976559e-14,4.8519061130134359e-16,1.9764303001307343e-09,4.0531298394047759e-09,8.3053618130468777e-08,6.1189604271418381e-08,1.0795127282245939e-18,1.3871617070479359e-14,1.5572471379168945e-14
1.84591931832637e-08,0.0029490891668919063,1.7004230987058154e-17,2.2887518831566883e-13,2.3349568970855449e-15,1.3328307771075099e-14,3.7784184151933774e-09,2.8487299161501603e-12,-1.8175303909191593e-35,-2.0906961261711759e-29,1.2331631328177934e-30,-5.9384029198197807e-15,-4.9590223590124312e-25,5.8248033498838441e-17,-1.1874581881893363e-17,7.3639164308167712e-30,-4.4690691335888572e-28,1.3269559522952327e-23,6.5570328144394127e-27,4.6642898345649955e-41,1.3624245866107443e-28,2.7046223497838602e-17,1.4047495488014537e-37,2.9490136102253207e-15,-3.584773715847865e-31,-1.8605457137130363e-29,-7.0072312494403954e-19,-3.5599765627442121e-16,-3.0233249372622977e-44,4.8370195382200186e-19,6.915194922425811e-22,2.9724377002592834e-26,9.3040218007388151e-33,0.88129999999999997,0.0,0.0,0.0,0.0098822902575893875,0.1088009672408419,9.9999999999940319e-05,5.9098120098980631e-07,3.4593146497342587e-06,1.4808505645678703e-06,3.5637634837709884e-12,2.0029221016124763e-06,7.3835670493624236e-12,2.4039405066715932e-08,6.5602425084306794e-14,4.8814394491271388e-16,2.0127414604303838e-09,4.1125859575492743e-09,8.3560252893278765e-08,6.1937864888904517e-08,1.0944193618880121e-18,1.4080695102819579e-14,1.5955175538536912e-14
1.85711474457303e-08,0.00294908913028371,1.7204736750745907e-17,2.3120819355200692e-13,2.3073244399220426e-15,1.3672838130488061e-14,3.8241676175666011e-09,2.9180295365212397e-12,-1.2505190501944339e-35,-9.2350957655869507e-28,1.2274348446038305e-30,-5.9379284944442697e-15,-3.520585521786279e-25,5.8678479488076297e-17,-1.194722592220005e-17,7.2684800769161522e-30,-4.4349897257109054e-28,1.3603378865981801e-23,6.8032273130827098e-27,4.5168813201148028e-41,1.3624255699846197e-28,2.623396973654042e-17,1.404914098897699e-37,2.9496244834426316e-15,-3.6361937984924251e-31,-1.8772523394429025e-29,-7.0072312495731776e-19,-3.1073490877259044e-16,-2.7330630190599508e-44,4.8418700903347799e-19,6.9670749435956252e-22,3.030942469382734e-26,9.3040218010956043e-33,0.88129999999999997,0.0,0.0,0.0,0.0098822431887059924,0.10880095478050046,9.9999999999939886e-05,5.9455112020627298e-07,3.4802402865210366e-06,1.4896899423129453e-06,3.5853205731448635e-12,2.015154413805632e-06,7.3835348177995258e-12,2.4184840943987654e-08,6.6003074394662427e-14,4.9109716455598348e-16,2.049493962323016e-09,4.1725829383252272e-09,8.4066885233753963e-08,6.2690662113832209e-08,1.1094555043580928e-18,1.4291724554642881e-14,1.6344887253027738e-14
1.8683101708196904e-08,0.002949089093675749,1.7405370285048464e-17,2.334916206189251e-13,2.217912013509315e-15,1.4023286789674107e-14,3.8701910106292152e-09,2.9885847455523194e-12,-7.0223896753462445e-36,-1.4571300215119901e-27,1.2221203001475758e-30,-5.9374661081731754e-15,-2.5240909779459562e-25,5.9109155049018478e-17,-1.2019897350597102e-17,7.1804749454545601e-30,-4.3990604087240124e-28,1.3943491285044508e-23,7.057108613000903e-27,4.3720067258887493e-41,1.3624228652117844e-28,2.5446109957278862e-17,1.4050718345941649e-37,2.950217007693268e-15,-3.6880774580025566e-31,-1.8939840702587966e-29,-7.007231249642255e-19,-2.643058366639422e-16,-2.4239009484540762e-44,4.8466031129849043e-19,7.0189564441145711e-22,3.0902111485564131e-26,9.3040218012832948e-33,0.88129999999999997,0.0,0.0,0.0,0.009882196116175735,0.1088009423199638,9.9999999999939452e-05,5.9812086665648212e-07,3.5011651175075396e-06,1.4985289486990242e-06,3.6068768279794232e-12,2.0273862074300953e-06,7.3835025834980025e-12,2.4330271191467262e-08,6.6403706720151816e-14,4.9405026988074441e-16,2.0866904535734423e-09,4.233122936223125e-09,8.457351515170748e-08,6.3447995729229109e-08,1.1246216704711881e-18,1.450471336426832e-14,1.6741691424093593e-14
1.8795055970663505e-08,0.0029490890570680215,1.7606229432793372e-17,2.3573118914325989e-13,2.1572790476066946e-15,1.4379719419371225e-14,3.9164884706958516e-09,3.0604105797254609e-12,-2.4627469483975444e-36,-1.0388971714035054e-27,1.2172143860929414e-30,-5.937015399454313e-15,-2.1443801000838404e-25,5.954006380127786e-17,-1.2092596305371556e-17,7.0932842417769108e-30,-4.3612543744798917e-28,1.4289976984256809e-23,7.3188679629207196e-27,4.2306911370334286e-41,1.3624191310205079e-28,2.4681913402656891e-17,1.4052229635278046e-37,2.950791732774724e-15,-3.7404254462714725e-31,-1.9107405839685067e-29,-7.0072312496919064e-19,-2.166904226500057e-16,-2.108530487099582e-44,4.851221287809798e-19,7.0708390982908814e-22,3.1502485821531303e-26,9.3040218014193754e-33,0.88129999999999997,0.0,0.0,0.0,0.00988214904000018,0.10880092985923144,9.9999999999939018e-05,6.0169044034663928e-07,3.5220891401357973e-06,1.5073675822279411e-06,3.6284322456395851e-12,2.0396174804133989e-06,7.383470346459022e-12,2.4475695791362377e-08,6.6804321992894668e-14,4.9700326052570469e-16,2.1243335815501498e-09,4.2942081054565536e-09,8.5080142646952387e-08,6.4209865517581802e-08,1.1399183749996561e-18,1.4719669469013006e-14,1.7145673460602902e-14
1.8907010233130107e-08,0.0029490890204605306,1.7808536636859081e-17,2.3799830122352778e-13,2.2743835347486258e-15,1.474220309160042e-14,3.9630597495963198e-09,3.1335221615342062e-12,-1.2563549336147665e-36,7.6022810865482206e-28,1.2127122371849536e-30,-5.9365760160110095e-15,-1.9828043737704218e-25,5.9971215711539281e-17,-1.2165322921219579e-17,6.9898412988449635e-30,-4.3215447547765748e-28,1.4642916742685437e-23,7.5887002947135656e-27,4.0945585176379597e-41,1.3624210792763948e-28,2.3940668114158472e-17,1.4053678493002271e-37,2.951349194308359e-15,-3.7932385100214639e-31,-1.9275216049837e-29,-7.0072312497447058e-19,-1.6786842187301554e-16,-1.8092268704537514e-44,4.8557272445335064e-19,7.1227225902488324e-22,3.2110596117551176e-26,9.3040218015637734e-33,0.88129999999999997,0.0,0.0,0.0,0.0098821019601808106,0.10880091739830307,9.9999999999938585e-05,6.0525984128295089e-07,3.5430123519134211e-06,1.5162058414020555e-06,3.6499868235578288e-12,2.0518482306833483e-06,7.3834381066836957e-12,2.462111472632334e-08,6.7204920145019674e-14,4.999561361385623e-16,2.1624259932267378e-09,4.3558405999615873e-09,8.5586767719301874e-08,6.4976271260829677e-08,1.1553461326527689e-18,1.4936600805197392e-14,1.7556919278922516e-14
1.901896449559671e-08,0.002949088983853271,1.8013455450670589e-17,2.4036092710505099e-13,2.3801080273148799e-15,1.5110805131925307e-14,4.0099049405321845e-09,3.2079347124384109e-12,-1.2629685264114814e-36,1.0958996590792091e-28,1.2086092117558282e-30,-5.9361476174757213e-15,-1.7873392208832964e-25,6.0402619313994714e-17,-1.2238077328236546e-17,6.8793456540755478e-30,-4.2799044053985242e-28,1.5002392002304678e-23,7.8668046430009819e-27,3.9680059775344192e-41,1.3624251524845798e-28,2.3221686343152153e-17,1.405506913279774e-37,2.9518899096474442e-15,-3.8465173874849117e-31,-1.944326860638949e-29,-7.0072312497970266e-19,-1.1781933367986726e-16,-1.5463959933422616e-44,4.8601235515346928e-19,7.1746066148524109e-22,3.2726490756873447e-26,9.3040218017069084e-33,0.88129999999999997,0.0,0.0,0.0,0.0098820548767191239,0.10880090493717803,9.9999999999938151e-05,6.0882906947162254e-07,3.5639347503449363e-06,1.5250437247239707e-06,3.6715405591634481e-12,2.064078456168098e-06,7.38340586417314e-12,2.4766527979038136e-08,6.7605501108666976e-14,5.0290889636777952e-16,2.2009703351328854e-09,4.4180225733635708e-09,8.6093390368569248e-08,6.5747212740292953e-08,1.170905458057527e-18,1.5155515308022095e-14,1.7975515369924791e-14
1.913091875806331e-08,0.00294908894724624,1.8220392053095781e-17,2.427843882407506e-13,2.3866803063229721e-15,1.5485591322365021e-14,4.0570241383330648e-09,3.2836635240619964e-12,-1.395365198563056e-36,5.613402611767311e-28,1.2049007006467718e-30,-5.9357298718658011e-15,-1.5385091485716121e-25,6.0834273770930823e-17,-1.2310859653309019e-17,6.768950583611685e-30,-4.2363057899781425e-28,1.5368484639352485e-23,8.1533828569948312e-27,3.8498182024464653e-41,1.362428354910351e-28,2.252429724196769e-17,1.4056404428213498e-37,2.9524143834488638e-15,-3.9002628075839028e-31,-1.9611560161747948e-29,-7.0072312498442475e-19,-6.6522485118403045e-17,-1.32482746457563e-44,4.8644127349322672e-19,7.2264908723569231e-22,3.3350218100069641e-26,9.3040218018365121e-33,0.88129999999999997,0.0,0.0,0.0,0.0098820077896167174,0.1088008924758556,9.9999999999937717e-05,6.1239812491886063e-07,3.5848563328332002e-06,1.5338812306960696e-06,3.6930934497810043e-12,2.0763081547959989e-06,7.3833736189285439e-12,2.4911935531475095e-08,6.800606481598301e-14,5.0586154084720567e-16,2.2399692534946994e-09,4.4807561790764397e-09,8.6600010594567847e-08,6.6522689736860222e-08,1.1865968657896771e-18,1.5376420911923027e-14,1.8401548616540108e-14
1.9242873020529913e-08,0.0029490889106394383,1.8428298131123424e-17,2.4520745612028983e-13,2.3601002000866727e-15,1.5866627281747912e-14,4.1044173105772012e-09,3.3607239812258772e-12,-7.9152732157738609e-38,-1.3868732549800088e-27,1.2015821547227376e-30,-5.9353224577963462e-15,-1.2944751939286002e-25,6.1266175760148519e-17,-1.2383670019253744e-17,6.6634330894466141e-30,-4.1907210990297422e-28,1.5741277084713113e-23,8.4486406364206569e-27,3.7364019761618282e-41,1.3624292080013917e-28,2.1847851365171278e-17,1.4057686046897705e-37,2.9529231042809258e-15,-3.9544754864319314e-31,-1.9780087252629179e-29,-7.007231249884302e-19,-1.3956972035670834e-17,-1.1321617208783815e-44,4.8685972656020267e-19,7.2783750720229351e-22,3.3981826477849651e-26,9.3040218019471079e-33,0.88129999999999997,0.0,0.0,0.0,0.0098819606988752168,0.10880088001433531,9.9999999999937284e-05,6.1596700763087212e-07,3.605777096755089e-06,1.5427183578209402e-06,3.7146454927082865e-12,2.0885373244956471e-06,7.3833413709511208e-12,2.5057337365391202e-08,6.8406611199122496e-14,5.0881406920639778e-16,2.2794253941267265e-09,4.5440435702259795e-09,8.7106628397111096e-08,6.7302702030830022e-08,1.2024208703573366e-18,1.5599325550299715e-14,1.8835106429862114e-14
1.9354827282996515e-08,0.0029490888740328633,1.8637129932212216e-17,2.4762757401918047e-13,2.3769863074655511e-15,1.6253979928408017e-14,4.152084355168826e-09,3.4391315612505827e-12,-4.2299577089350716e-37,1.7025357305465284e-27,1.1986491597067729e-30,-5.9349250641270533e-15,-1.087319856788042e-25,6.1698328567974637e-17,-1.2456508544961771e-17,6.55095647586429e-30,-4.1431224380105607e-28,1.612085233728592e-23,8.7527876436544461e-27,3.6256803814448742e-41,1.3624318450512035e-28,2.1191719888928206e-17,1.4058916021846087e-37,2.9534165452235218e-15,-4.0091561322035766e-31,-1.9948846846512488e-29,-7.0072312499175185e-19,3.9898346118689623e-17,-9.6343713445018901e-45,4.8726795598475056e-19,7.3302589335588509e-22,3.4621364191288469e-26,9.3040218020395498e-33,0.88129999999999997,0.0,0.0,0.0,0.0098819136044961883,0.10880086755261664,9.999999999993685e-05,6.1953571761386365e-07,3.6266970395461079e-06,1.5515551046016863e-06,3.7361966853034949e-12,2.1007659631959316e-06,7.3833091202420437e-12,2.5202733462950471e-08,6.8807140190249366e-14,5.1176648108317926e-16,2.3193414024242344e-09,4.6078868996432247e-09,8.7613243776012556e-08,6.8087249401905827e-08,1.2183779862006728e-18,1.5824237155494566e-14,1.9276276756248814e-14
1.9578735807929715e-08,0.002949088800820388,1.9062308980380876e-17,2.5273574166063296e-13,2.6111853197881303e-15,1.70479097624797e-14,4.2482396003423681e-09,3.6000505987116231e-12,-3.0955877350655868e-36,1.739903055958183e-27,1.1939235714210012e-30,-5.9341591565246689e-15,-7.5026015931908397e-26,6.2563422678153204e-17,-1.2602270526904178e-17,6.296953339428639e-30,-4.0417706792210919e-28,1.6900687274688748e-23,9.3886144822009778e-27,3.4269265992432293e-41,1.3624473292367893e-28,1.9938012585429332e-17,1.4061235160230267e-37,2.9543593835749964e-15,-4.1199241161033474e-31,-2.0287053557505071e-29,-7.0072312499677102e-19,1.5156454878507104e-16,-7.3140512538248624e-45,4.8805467632233382e-19,7.4340245841553671e-22,3.5924420639223761e-26,9.3040218021813259e-33,0.88129999999999997,0.0,0.0,0.0,0.0098818194048315277,0.10880084262858243,9.9999999999935983e-05,6.266726194176178e-07,3.6685344517649176e-06,1.5692274511456154e-06,3.7792965092265251e-12,2.1252216393164903e-06,7.3832446106333827e-12,2.549350837968847e-08,6.9608145725205124e-14,5.1767095398209946e-16,2.4005636008343991e-09,4.7372499826641472e-09,8.8626467262144537e-08,6.9669948490390133e-08,1.2506936090110258e-18,1.6280112988718509e-14,2.0181810242130557e-14
1.9802644332862916e-08,0.002949088727608802,1.9505478750305368e-17,2.586667070870556e-13,3.1985626505647017e-15,1.7867931385602282e-14,4.3454889775145109e-09,3.7665461465319937e-12,-1.7245483006992382e-35,5.9593522801657533e-27,1.1906928076116256e-30,-5.9334298352466231e-15,-5.2079880182690536e-26,6.3429630284291216e-17,-1.2748146482711088e-17,5.9461579701725053e-30,-3.9320242206142706e-28,1.7708664920626387e-23,1.0062616189726396e-26,3.2753424328401351e-41,1.3624981702918048e-28,1.8758499242495142e-17,1.4063397214821464e-37,2.9552464163468868e-15,-4.2325723216301889e-31,-2.062616056562286e-29,-7.0072312500010682e-19,2.6864976180321813e-16,-7.5016256517883672e-45,4.8880327128821638e-19,7.5377857523192126e-22,3.7259773315667003e-26,9.3040218022784233e-33,0.88129999999999997,0.0,0.0,0.0,0.0098817251906346826,0.10880081770374926,9.9999999999935115e-05,6.338088303797844e-07,3.7103685495545862e-06,1.5868982583584773e-06,3.8223929010141431e-12,2.1496751665959638e-06,7.383180090111484e-12,2.5784260143122272e-08,7.0409080878398563e-14,5.2357495673022986e-16,2.4836570040631893e-09,4.8688626452913857e-09,8.9639681051473578e-08,7.1270785229271918e-08,1.2835478484274581e-18,1.6744111850538924e-14,2.111886255231324e-14
1.9914598595329518e-08,0.0029490886910033378,1.9732343510056711e-17,2.6185508400666279e-13,3.1038407944874272e-15,1.8287894993497411e-14,4.394524501170279e-09,3.8519245899615423e-12,-1.9950230921006678e-35,5.3940333726831796e-28,1.1896284809825708e-30,-5.9330781961515903e-15,-4.4021403842019067e-26,6.3863148072537734e-17,-1.282112746733586e-17,5.7819878604727444e-30,-3.873931048823253e-28,1.8123419997631839e-23,1.0414491642722678e-26,3.2110680199030297e-41,1.362518273552383e-28,1.8195154306869025e-17,1.4064427274187126e-37,2.9556700670067041e-15,-4.2896032165885977e-31,-2.0796043971523381e-29,-7.0072312500133017e-19,3.2927941766357564e-16,-8.4776817753619298e-45,4.8916383160578599e-19,7.5896640250626067e-22,3.7939681244716411e-26,9.3040218023151732e-33,0.88129999999999997,0.0,0.0,0.0,0.009881678078090695,0.10880080524103111,9.9999999999934682e-05,6.3737667681079256e-07,3.7312843490515073e-06,1.5957330809749491e-06,3.843939803174616e-12,2.1619011192456141e-06,7.3831478257610498e-12,2.5929627297354094e-08,7.0809521892346312e-14,5.2652678088406043e-16,2.5259120173735836e-09,4.9355179485102515e-09,9.0146284309371415e-08,7.2078004661950008e-08,1.3001782348380586e-18,1.6979177238928775e-14,2.1599432679770062e-14
2.002655285779612e-08,0.002949088654398088,1.9954089103125658e-17,2.6468746134758343e-13,2.4399759808995698e-15,1.8714576634220281e-14,4.4438346933067186e-09,3.9387448343998218e-12,-1.1965120100096025e-35,-4.547923994783907e-27,1.1889261464788714e-30,-5.9327348931220034e-15,-3.7390492969219164e-26,6.4296897138603045e-17,-1.2894137254629368e-17,5.6853365711289092e-30,-3.8136511593321335e-28,1.8545467760732181e-23,1.0776594513422554e-26,3.1306200463966245e-41,1.3625108753119511e-28,1.7648720310707206e-17,1.4065417996217187e-37,2.9560809979713443e-15,-4.3471061692853835e-31,-2.0966140421196095e-29,-7.007231250023383e-19,3.913304605734797e-16,-9.0407469954474726e-45,4.8951551663981422e-19,7.6415404359352098e-22,3.8627807746241059e-26,9.304021802346207e-33,0.88129999999999997,0.0,0.0,0.0,0.0098816309619189184,0.10880079277811039,9.9999999999934248e-05,6.4094435055002881e-07,3.7521993117021348e-06,1.6045675142689149e-06,3.8654858388138011e-12,2.1741265284760132e-06,7.3831155586862268e-12,2.6074988606116726e-08,7.1209945107488518e-14,5.2947848633984559e-16,2.5686427624424454e-09,5.0027421011773715e-09,9.0652885142510187e-08,7.2889757838567533e-08,1.3169448177344959e-18,1.7216297167263657e-14,2.2088153453230464e-14
2.013850712026272e-08,0.0029490886177930505,2.0166976929906902e-17,2.6694547509905947e-13,1.8599298091626295e-15,1.9148041565992637e-14,4.4934190911996955e-09,4.0270230198896249e-12,-2.8638500249204246e-37,-4.1370096377712211e-27,1.1885815104571678e-30,-5.9323996781754128e-15,-3.1775138930647528e-26,6.4730862767405702e-17,-1.2967175939146742e-17,5.6245156904904769e-30,-3.7511545723273176e-28,1.8974895151347038e-23,1.1149163605590584e-26,3.0262953098216968e-41,1.3624883881777899e-28,1.7118695982167627e-17,1.4066362774894971e-37,2.9564795863917675e-15,-4.4050818087035293e-31,-2.113644586867727e-29,-7.0072312500316876e-19,4.5482569999414303e-16,-8.4812996734364576e-45,4.8985853236794307e-19,7.6934147571131019e-22,3.9324200917771493e-26,9.3040218023725293e-33,0.88129999999999997,0.0,0.0,0.0,0.0098815838421211499,0.10880078031498695,9.9999999999933814e-05,6.4451185160370286e-07,3.7731134347303204e-06,1.6134015567447546e-06,3.8870310050718644e-12,2.1863513922178994e-06,7.3830832888883576e-12,2.622034405000457e-08,7.161035045604994e-14,5.3243007270353523e-16,2.611851881684162e-09,5.070537254033059e-09,9.1159483550703997e-08,7.3706044534624021e-08,1.3338481110591661e-18,1.7455479560360294e-14,2.258511655865315e-14
