Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726),C7H9(2388),C7H9(1587),S(859),S(1111),S(1873),S(2962),S(2913),S(1093),C7H9(2432),S(3132),C7H9(3107),S(3133),C6H6(3100),S(2878)
6.542819540683927e-08,0.0034112595322963028,1.4102560304791847e-14,1.2709662511311417e-10,3.6114381872105827e-13,3.3274253604225357e-10,4.35689572716949e-07,1.8616659201847631e-08,6.5884848484223485e-33,1.8301680419061358e-29,8.3538897504886474e-25,5.4418654858902749e-17,5.2032781368848817e-23,2.1620867912220173e-14,2.2113382868570742e-16,6.6900917386615069e-25,2.0387217321296503e-22,1.2529740029004147e-18,3.0438802663519085e-20,6.6310900831456201e-30,8.8351243734623317e-18,-1.7787614156818343e-23,2.1594196018539368e-16,-3.0480250542359386e-15,6.8224960035930274e-07,1.2780146606282827e-14,3.750267443094049e-14,1.9797689786212854e-10,3.8712410720808961e-41,-1.7501313537015351e-18,2.0625189446040393e-16,2.2982220503495208e-19,8.4989009671291003e-27,0.88129999999999997,0.0,0.0,0.0,0.0097591176959409779,0.10878423564734427,0.00010000000000807465,9.0090742615109129e-06,5.3627464649483311e-05,3.5599057726517755e-05,2.9694316746361351e-11,1.7134574298950181e-05,7.0549066566470947e-11,1.9758911612482511e-07,3.6493541284035487e-13,2.7205644601392321e-15,9.7674590819325119e-07,1.0140314964586195e-06,3.1162062676061413e-06,6.0587022611878649e-06,3.7315485072725755e-16,1.0026236875348378e-11,5.3912137625953662e-15,4.1272143597022757e-11,3.457036959236625e-06,1.4669260315402684e-10,5.0107987998864963e-11,7.496484506196497e-12,7.7861102281630797e-12,4.0308814830373484e-12,7.6225193285924579e-09,6.7802933581044643e-07,2.991380417221108e-10,2.0166648056687561e-10,4.1003611963526866e-15,3.7195109588358854e-09,6.2591466938731561e-15,1.3360516356589232e-10,1.7959022812394914e-12,1.0883117334423092e-12,1.6298726643924657e-11,1.1385066598980844e-09,1.0470564254389299e-12,7.8923883987314827e-13,2.5046745574073813e-12,1.6896070063989387e-18,1.6226976815463455e-13,7.7602548671046991e-14,2.4071687757412068e-21,1.9957889552370481e-17,1.3624655857646204e-21,5.5535841273659697e-17,2.64536261987113e-13,1.3165013417276692e-11,3.8643420504382211e-17,2.3150598276350752e-14,2.5569030822381834e-19,8.7056743803075127e-17,2.7152686178760861e-10,2.4153469755888634e-14,8.0518621303057518e-19,5.4763828325988441e-21,6.1565789185068862e-18,2.9695384825029086e-14,5.475021346564941e-16
6.60623129731317e-08,0.003411258956732353,1.4375447034367458e-14,1.2951062617808766e-10,3.6446035750110123e-13,3.4128482392550714e-10,4.4362292474319541e-07,1.9323306754737599e-08,7.0456168019484202e-33,3.3114657285737773e-30,8.7947083845788615e-25,5.6479778746625559e-17,5.4689183403767081e-23,2.2147406898608985e-14,2.3086466498637205e-16,7.0958415280965837e-25,2.1467323398717535e-22,1.3169278503031278e-18,3.2561939381651938e-20,7.1196299888575871e-30,9.2349788424623572e-18,-1.5506911741735866e-23,2.2368361148324473e-16,-3.0480141405574758e-15,6.9528813878775504e-07,1.3049631491352573e-14,3.8693913463037736e-14,2.0477603705270642e-10,4.1692910510211218e-41,-1.7501309930603724e-18,2.1544661295354456e-16,2.4445637470436975e-19,8.9664290238590258e-27,0.88129999999999997,0.0,0.0,0.0,0.0097578264391919751,0.10878404521358163,0.00010000000000838887,9.0935171887056169e-06,5.4118222474077652e-05,3.5914627396842055e-05,2.9966009178715174e-11,1.7286795477826862e-05,7.0540321372042169e-11,1.9939703919550196e-07,3.6817744838193995e-13,2.7454573861881858e-15,1.0044828683032952e-06,1.0406809723483237e-06,3.1461886386083921e-06,6.174350663955991e-06,3.8292053708425252e-16,1.0291106154958941e-11,5.5444616076069927e-15,4.2499537082551171e-11,3.4903308882969961e-06,1.5247031493458058e-10,5.2097734527874494e-11,7.8193173770540231e-12,8.1497000390886302e-12,4.2711512970305993e-12,7.6905229874599661e-09,6.9091497909992304e-07,3.0482256305013071e-10,2.0549880707750181e-10,4.1376171300846764e-15,3.8628907378776635e-09,6.2669949101692742e-15,1.3494994558651975e-10,1.8885750805667107e-12,1.0982774389982416e-12,1.6448594696766811e-11,1.1604395679467147e-09,1.0672260302305294e-12,8.0444206984471632e-13,2.5529350544674565e-12,1.7221626426236577e-18,1.6828498900741231e-13,8.04855005894354e-14,2.4965956304942731e-21,2.0697720304332972e-17,1.4130814849421148e-21,5.7831226049827071e-17,2.7549126954595262e-13,1.3291682795209985e-11,3.9015172931462422e-17,2.4334241909153262e-14,2.6876324675734054e-19,8.7894235840859422e-17,2.7685362746766934e-10,2.4678596945067919e-14,8.2269068551981438e-19,5.595446369119951e-21,6.2904208560489446e-18,3.0536194891155224e-14,5.8648084748387308e-16
6.669643053942413e-08,0.003411258381039767,1.4650975364129429e-14,1.3194637567808203e-10,3.6777156271168922e-13,3.499828978044006e-10,4.5161324409626939e-07,2.0049213943118728e-08,7.5330436531907188e-33,9.0776832066330361e-30,9.2555837914119002e-25,5.8601099872216174e-17,5.746254624262209e-23,2.2683654887704169e-14,2.4094367897764953e-16,7.5229393723351786e-25,2.2594574259614335e-22,1.3835667028880867e-18,3.4812446868465437e-20,7.6397407206941355e-30,9.6493417042164074e-18,-1.3626833287599981e-23,2.3163999128671103e-16,-3.0480026596391259e-15,7.0844235388229426e-07,1.3321812239851745e-14,3.9909984829564733e-14,2.1175332749144274e-10,4.4892225294732216e-41,-1.7501306292314132e-18,2.2496768078430495e-16,2.5987608823310302e-19,9.4553525178203313e-27,0.88129999999999997,0.0,0.0,0.0,0.0097565349184818295,0.10878385454983082,0.00010000000000871162,9.1779058381229477e-06,5.4608261948202844e-05,3.6229492685283821e-05,3.0237302928596081e-11,1.7438675773532034e-05,7.0531574188593152e-11,2.0120230936407081e-07,3.7141222372908743e-13,2.7703137849661326e-15,1.0327166391557439e-06,1.0677729125296876e-06,3.1761667525667648e-06,6.2910365885142555e-06,3.9284791484908464e-16,1.0560397117535437e-11,5.7004575991253339e-15,4.3750090666175539e-11,3.5236207207775964e-06,1.5841232799723541e-10,5.4144545477739113e-11,8.1524138968605505e-12,8.5259655548365922e-12,4.523078201081213e-12,7.7583753212715711e-09,7.0391219484954855e-07,3.1055629031782345e-10,2.0936430725872625e-10,4.1748137502476319e-15,4.0102923716846826e-09,6.2751391213505352e-15,1.3629456237620703e-10,1.9850394558642807e-12,1.1082278201933354e-12,1.6598236862995154e-11,1.1825722899912319e-09,1.0875793349858535e-12,8.1978376725760666e-13,2.6016352186444857e-12,1.7550148701301026e-18,1.744676349963837e-13,8.3448851977070621e-14,2.5885164122603955e-21,2.14581433580582e-17,1.4651089551584057e-21,6.0198327087241119e-17,2.8678918360067066e-13,1.3418348030428398e-11,3.9386911940282732e-17,2.5565874922013293e-14,2.8236621180434513e-19,8.8731697649610951e-17,2.822313992179015e-10,2.5214696889345002e-14,8.4056089025182231e-19,5.7169977886604041e-21,6.4270592374771194e-18,3.1395277672399517e-14,6.2780774332359046e-16
6.733054810571656e-08,0.0034112578052114834,1.4929148810968841e-14,1.3440383936453405e-10,3.7108508049987767e-13,3.5883843056237048e-10,4.5966004768885647e-07,2.0794691672212781e-08,8.0526435138060271e-33,1.9789345886557885e-30,9.737289585860456e-25,6.078393974050119e-17,6.0357244487852903e-23,2.3229744633179869e-14,2.513804911741257e-16,7.972347744980211e-25,2.3770609216449237e-22,1.4529799881971348e-18,3.7196724862658184e-20,8.1931814497470609e-30,1.0078622200247413e-17,-1.2076810443362592e-23,2.3981561638491811e-16,-3.0479905871015921e-15,7.2171198754182578e-07,1.3596683239304071e-14,4.1151130798401003e-14,2.1891212941264047e-10,4.8325374602507216e-41,-1.7501302627692625e-18,2.3482400621181628e-16,2.7611582592979926e-19,9.9664636437346136e-27,0.88129999999999997,0.0,0.0,0.0,0.0097552431383923898,0.10878366365445293,0.00010000000000904321,9.2622402346918947e-06,5.509757913138148e-05,3.6543650278879611e-05,3.0508195813916912e-11,1.759021359150706e-05,7.0522825049203431e-11,2.0300491211003335e-07,3.7463970492058458e-13,2.7951334565432757e-15,1.0614506348715613e-06,1.0953102367692342e-06,3.2061406087146803e-06,6.408758212290113e-06,4.0293804966965863e-16,1.083413916420699e-11,5.8592206604073367e-15,4.5023977116816383e-11,3.5569064559346691e-06,1.6452146976923408e-10,5.6249412270707576e-11,8.4959811019966069e-12,8.9151933636697194e-12,4.7870963710463089e-12,7.8260756136826519e-09,7.1702065522720382e-07,3.1633907861605529e-10,2.13262883416814e-10,4.2119507642896418e-15,4.1617858341441933e-09,6.283587909579719e-15,1.3763901390241015e-10,2.0854099102734443e-12,1.1181627980361092e-12,1.6747651948683591e-11,1.2049045082069393e-09,1.1081160463934639e-12,8.3526371102262204e-13,2.6507743480469043e-12,1.7881632154352414e-18,1.808209687653573e-13,8.6494171827083809e-14,2.6829797899473815e-21,2.2239560001846382e-17,1.5185755431782521e-21,6.263870444739801e-17,2.9843747516594846e-13,1.3545012260286593e-11,3.9758646737134448e-17,2.6846942461852522e-14,2.9651516453223137e-19,8.9569149969463576e-17,2.8766017578920436e-10,2.5762045284210362e-14,8.5880601597472565e-19,5.8410996004197822e-21,6.5665643214332211e-18,3.2273014197442517e-14,6.7159819377580013e-16
6.7964665672009e-08,0.0034112572292404244,1.5209970491103761e-14,1.3688296247347378e-10,3.7438543116623864e-13,3.6785309122860484e-10,4.6776285034062521e-07,2.1560052040597464e-08,8.6063599923687573e-33,1.4448955142493622e-29,1.0240629041544992e-24,6.3029646996535301e-17,6.3377814447571312e-23,2.3785809679931797e-14,2.6218496713357953e-16,8.4450738892224024e-25,2.4997120305264162e-22,1.5252598485643913e-18,3.9721492744447461e-20,8.7818113680670345e-30,1.0523240311685778e-17,-1.0801122442835402e-23,2.4821508862885691e-16,-3.0479778975684616e-15,7.3509678019999203e-07,1.3874238836836414e-14,4.2417592897828473e-14,2.2625584992089093e-10,5.2008385623903647e-41,-1.750129894115588e-18,2.4502472033112197e-16,2.9321153167527698e-19,1.050058257028936e-26,0.88129999999999997,0.0,0.0,0.0,0.0097539511034847107,0.10878347252582789,0.00010000000000938384,9.3465204033766262e-06,5.5586170117908475e-05,3.6857096905059318e-05,3.0778685671852759e-11,1.7741407356705566e-05,7.0514073986802796e-11,2.0480483304106812e-07,3.7785985841079517e-13,2.8199162027546602e-15,1.0906882318796765e-06,1.1232958393516023e-06,3.2361102063025396e-06,6.5275137032213551e-06,4.1319199787335633e-16,1.1112361441086207e-11,6.0207695061564302e-15,4.6321367425818836e-11,3.5901880930410682e-06,1.7080058379372191e-10,5.8413332097849514e-11,8.8502278642136104e-12,9.317673222735947e-12,5.0636536385150801e-12,7.8936231570360786e-09,7.3024003043597173e-07,3.2217078216880604e-10,2.1719443727358644e-10,4.2490278811552441e-15,4.317441600130587e-09,6.2923500842586433e-15,1.3898330013327026e-10,2.1898036534918855e-12,1.1280822942531779e-12,1.6896838773275573e-11,1.2274359028663651e-09,1.1288358693905735e-12,8.5088167873045174e-13,2.7003517365905182e-12,1.8216072022277741e-18,1.8734830438068636e-13,8.9623053918151409e-14,2.7800352012907622e-21,2.3042377848799864e-17,1.5735092309254789e-21,6.5153944311249932e-17,3.1044374043917156e-13,1.3671678688096129e-11,4.0130386721860031e-17,2.8178925157751021e-14,3.1122645799717833e-19,9.0406613976587629e-17,2.9313995746755338e-10,2.6320923755216315e-14,8.7743544907803233e-19,5.967815658136975e-21,6.7090078777596158e-18,3.3169797035162942e-14,7.1797296227370782e-16
6.859878323830143e-08,0.00341125665311975,1.5493446344566934e-14,1.3938378298642321e-10,3.7769521598311757e-13,3.7702854534628145e-10,4.7592116503736244e-07,2.2345608082778228e-08,9.1962405120741724e-33,-1.7249820701994792e-29,1.0766430707324422e-24,6.5339592746553587e-17,6.6528862442470333e-23,2.4351984227766744e-14,2.7336717814947521e-16,8.9421635678140849e-25,2.6275843977000423e-22,1.6005007078731878e-18,4.2393744078277976e-20,9.4075783711360824e-30,1.0983625045218103e-17,-9.7538482195990491e-24,2.5684308128099221e-16,-3.0479645646741424e-15,7.4859647109431874e-07,1.4154473347892488e-14,4.3709612042743416e-14,2.3378793479674133e-10,5.5958154462772381e-41,-1.7501295236396043e-18,2.5557914123634739e-16,3.1120039676914428e-19,1.105855312456967e-26,0.88129999999999997,0.0,0.0,0.0,0.0097526588183024163,0.1087832811623515,0.00010000000000973382,9.4307463691701589e-06,5.6074031031003395e-05,3.7169829324670551e-05,3.1048770355604783e-11,1.7892255510223321e-05,7.0505321034195444e-11,2.0660205787149172e-07,3.8107265099788145e-13,2.8446618269036093e-15,1.1204327754212618e-06,1.1517325934357822e-06,3.2660755445947024e-06,6.6473012214872582e-06,4.2361080805829683e-16,1.1395092882847092e-11,6.1851226785078776e-15,4.7642431112466252e-11,3.6234656313832905e-06,1.7725252656172388e-10,6.0637306789545826e-11,9.2153645442864077e-12,9.73369746855349e-12,5.3532092867816425e-12,7.9610172508628973e-09,7.4356998907708799e-07,3.2805125449351227e-10,2.2115887007452065e-10,4.2860448148103756e-15,4.4773305514304034e-09,6.3014346457973967e-15,1.4032742103749116e-10,2.2983401495513181e-12,1.1379862316006746e-12,1.7045796169377633e-11,1.2501661526895216e-09,1.1497385074853759e-12,8.6663744689463481e-13,2.7503666747700594e-12,1.8553463518886087e-18,1.9405299888789089e-13,9.2837112707327538e-14,2.8797327254527513e-21,2.3867009798223736e-17,1.6299383633735618e-21,6.7745654654741279e-17,3.2281568007240729e-13,1.3798350571592593e-11,4.0502141453958257e-17,2.9563333281314036e-14,3.2651677264735348e-19,9.1244111206830577e-17,2.9867074583010038e-10,2.6891618857693079e-14,8.9645874020196557e-19,6.0972109332930483e-21,6.8544629321885717e-18,3.4086028463372723e-14,7.6705741376966843e-16
6.923290080459386e-08,0.003411256076842495,1.5779576759042677e-14,1.4190613760838358e-10,3.8098118478819028e-13,3.8636645448345694e-10,4.8413450331297027e-07,2.3151673759030316e-08,9.8245245183428229e-33,3.4408778955027855e-29,1.1315549573745718e-24,6.7715171891987997e-17,6.9815242231173278e-23,2.4928403102274158e-14,2.8493741330216132e-16,9.4647033850331925e-25,2.7608563719895411e-22,1.6787993992956679e-18,4.5220766806475783e-20,1.0072521473367801e-29,1.1460214964783225e-17,-8.8971687853008567e-24,2.657043397445887e-16,-3.0479505613414217e-15,7.6221079823505458e-07,1.4437381065920736e-14,4.5027428507688255e-14,2.4151186997846997e-10,6.0192679936059176e-41,-1.7501291516481708e-18,2.664967848778322e-16,3.3012094489368696e-19,1.1641244262987448e-26,0.88129999999999997,0.0,0.0,0.0,0.0097513662873711764,0.10878308956243557,0.00010000000001009343,9.5149181570952775e-06,5.6561158023759547e-05,3.7481844333362194e-05,3.1318447734925285e-11,1.8042756509966871e-05,7.0496566224056057e-11,2.0839657242575885e-07,3.8427804983804369e-13,2.8693701338099161e-15,1.1506875782497829e-06,1.180623350136036e-06,3.2960366228699612e-06,6.7681189192909687e-06,4.3419552075643079e-16,1.1682362203470517e-11,6.3522985398313176e-15,4.8987336160939721e-11,3.6567390702619302e-06,1.8388016764092747e-10,6.2922342861144334e-11,9.591603019958468e-12,1.0163561075190279e-11,5.6562346675615766e-12,8.0282572021812721e-09,7.5701019810925418e-07,3.3398034838300126e-10,2.2515608257657045e-10,4.3230012779929856e-15,4.6415239863012008e-09,6.3108507971785414e-15,1.4167137658435769e-10,2.4111412256066712e-12,1.147874532864408e-12,1.7194522972542565e-11,1.2730949347954539e-09,1.1708236627121936e-12,8.8253079091774745e-13,2.8008184495527086e-12,1.8893801834190266e-18,2.0093845426166566e-13,9.6137984273645692e-14,2.982123112292013e-21,2.4713874275468305e-17,1.6878916651124106e-21,7.0415466370973912e-17,3.3556110455859035e-13,1.3925031221502127e-11,4.0873920648386751e-17,3.1001708367448572e-14,3.4240313422384446e-19,9.2081663546260986e-17,3.0425254382266202e-10,2.7474422311545116e-14,9.1588561208008883e-19,6.2293515683472647e-21,7.0030038263081883e-18,3.5022121065521608e-14,8.1898183336578077e-16
6.986701837088629e-08,0.0034112555004018642,1.6068373098514124e-14,1.4445024187677059e-10,3.843046995467263e-13,3.9586847627763555e-10,4.9240237473063323e-07,2.3978563821739298e-08,1.0493459777790671e-32,-6.8927127554404232e-29,1.1888865850912579e-24,7.0157800699955139e-17,7.3241739464951402e-23,2.5515201758080702e-14,2.9690616441981388e-16,1.0013819966857425e-24,2.8997106992639512e-22,1.7602550037257637e-18,4.8210129575686043e-20,1.077877123277819e-29,1.1953457541858741e-17,-8.198712538703292e-24,2.7480367771505184e-16,-3.0479358591964015e-15,7.759394985246939e-07,1.4722956243440567e-14,4.6371281978399157e-14,2.4943117808614546e-10,6.4730970332118819e-41,-1.7501287784059073e-18,2.7778735129432063e-16,3.5001296170655419e-19,1.2249548553293835e-26,0.88129999999999997,0.0,0.0,0.0,0.0097500735151995286,0.10878289772450732,0.00010000000001046289,9.5990357922017549e-06,5.7047547277260644e-05,3.7793138758674834e-05,3.158771569507266e-11,1.8192908829250129e-05,7.0487809588935809e-11,2.1018836263149979e-07,3.8747602241563246e-13,2.8940409297139731e-15,1.1814559233417953e-06,1.2099709403160685e-06,3.3259934404202426e-06,6.8899649416244444e-06,4.4494716909094921e-16,1.1974197914270166e-11,6.5223152877283992e-15,5.0356249147644231e-11,3.6900084089903859e-06,1.9068638817312151e-10,6.5269450980128302e-11,9.9791565281365841e-12,1.0607561388866187e-11,5.9732123600873515e-12,8.0953423248694984e-09,7.7056032301115568e-07,3.3995791597708704e-10,2.2918597509643677e-10,4.3598969923393901e-15,4.8100935763544878e-09,6.3206079301746155e-15,1.4301516674368299e-10,2.5283308902663942e-12,1.1577471225437729e-12,1.7343018039147113e-11,1.2962219248665972e-09,1.1920910357827202e-12,8.9856148520541109e-13,2.8517063447385942e-12,1.9237082136838802e-18,2.0800811417216561e-13,9.9527324752873874e-14,3.0872577338110163e-21,2.5583394834267978e-17,1.7473982128674125e-21,7.3165031551048472e-17,3.4868792598746419e-13,1.4051723999298708e-11,4.124573416901157e-17,3.2495620901261417e-14,3.58902888213187e-19,9.291929321641179e-17,3.0988535566676138e-10,2.8069630596633546e-14,9.357259460801091e-19,6.3643047849970262e-21,7.1547061146506153e-18,3.5978497040239802e-14,8.7388117219425516e-16
7.050113593717872e-08,0.003411254923791044,1.6359836197255029e-14,1.4701593554083973e-10,3.875838979248245e-13,4.0553626403436071e-10,5.0072428785044378e-07,2.4826593819633348e-08,1.1205521466476817e-32,4.1655756657994685e-30,1.2487286435975609e-24,7.2668918657604978e-17,7.6813536585848564e-23,2.6112516203826427e-14,3.0928413765073437e-16,1.0590680904958691e-24,3.0443347777357936e-22,1.8449689767242791e-18,5.1369700919544448e-20,1.152855545607438e-29,1.2463809667163011e-17,-7.6316541495620189e-24,2.8414598032376816e-16,-3.047920429379564e-15,7.8978230771812472e-07,1.5011193119875139e-14,4.7741411524681472e-14,2.5754942003304654e-10,6.959324560428321e-41,-1.7501284041363058e-18,2.8946073505255829e-16,3.7091757643437897e-19,1.2884383611614368e-26,0.88129999999999997,0.0,0.0,0.0,0.0097487805062787727,0.10878270564700904,0.00010000000001084261,9.6830992995674466e-06,5.7533195001138663e-05,3.8103709461515826e-05,3.1856572137122653e-11,1.8342710957506e-05,7.047905116126182e-11,2.1197741452160568e-07,3.9066653655830335e-13,2.9186740223054955e-15,1.2127410625140183e-06,1.2397781736226089e-06,3.3559459965511503e-06,7.0128374259990217e-06,4.5586677842328383e-16,1.2270628314221355e-11,6.6951909473786433e-15,5.1749335175191367e-11,3.7232736468953938e-06,1.976740811515224e-10,6.7679646066745444e-11,1.0378239706801409e-11,1.1065998207100044e-11,6.3046367848555685e-12,8.1622719399831525e-09,7.8422002772921221e-07,3.4598380873971108e-10,2.332484474951534e-10,4.3967316722013318e-15,4.9831113789935992e-09,6.3307156364192141e-15,1.4435879148582979e-10,2.6500354441448364e-12,1.1676039243536751e-12,1.7491280222431182e-11,1.3195467970797252e-09,1.2135403260228006e-12,9.14729303118638e-13,2.9030296408111125e-12,1.9583299573106159e-18,2.1526546615628909e-13,1.0300681137968023e-13,3.195188616483183e-21,2.6476000423750952e-17,1.8084874537967085e-21,7.599602460255355e-17,3.6220416340711147e-13,1.4178432319093293e-11,4.1617592034118361e-17,3.4046671901175132e-14,3.7603371733238852e-19,9.3757022786695522e-17,3.1556918693285377e-10,2.8677545193382679e-14,9.5598979018882615e-19,6.5021389387312452e-21,7.3096466257469624e-18,3.6955588768956828e-14,9.3189535203357895e-16
7.113525350347116e-08,0.0034112543470032983,1.6653965258805749e-14,1.4960299505142485e-10,3.9084533139380394e-13,4.1537146580463833e-10,5.0909974952073814e-07,2.5696080153803121e-08,1.1963265529636709e-32,3.6835973101658927e-29,1.3111749386936267e-24,7.5249991376804982e-17,8.0535915388507678e-23,2.6720483112999563e-14,3.2208228752111789e-16,1.1196503300596592e-24,3.1949214083031405e-22,1.9330455253900438e-18,5.470770355712181e-20,1.2324217498128075e-29,1.2991739155992724e-17,-7.1741077562906323e-24,2.9373621448063829e-16,-3.047904241890693e-15,8.0373896027881361e-07,1.5302085896693542e-14,4.9138055511101008e-14,2.6587020030247952e-10,7.4801119177832126e-41,-1.7501280290247848e-18,3.0152705603953919e-16,3.9287749624975222e-19,1.3546696265658006e-26,0.88129999999999997,0.0,0.0,0.0,0.0097474872650800595,0.108782513328401,0.00010000000001123279,9.7671087043019514e-06,5.801809743803116e-05,3.8413553340881863e-05,3.2125014980437393e-11,1.8492161402563788e-05,7.0470290973315732e-11,2.1376371425064176e-07,3.9384956048552146e-13,2.9432692209494966e-15,1.2445462120096054e-06,1.2700478354340706e-06,3.3858942905837983e-06,7.1367345014930912e-06,4.6695536523612367e-16,1.2571681459348399e-11,6.8709433471129566e-15,5.3166757662454396e-11,3.7565347833187876e-06,2.0484615266371181e-10,7.0153947740920908e-11,1.0789068758738667e-11,1.1539174075459367e-11,6.6510160516245991e-12,8.2290453767717907e-09,7.9798897448774068e-07,3.5205787737515138e-10,2.3734339912159755e-10,4.4335050420134576e-15,5.1606498835739466e-09,6.341183739438333e-15,1.4570225078178387e-10,2.7763838210632489e-12,1.1774448634005168e-12,1.7639308387343262e-11,1.3430692239163721e-09,1.2351712311977313e-12,9.3103401684214146e-13,2.9547876145181563e-12,1.9932449264067743e-18,2.2271404820574681e-13,1.0657814569040956e-13,3.3059685406004448e-21,2.7392126198736976e-17,1.871189261722234e-21,7.8910145642091234e-17,3.7611795908610975e-13,1.4305159654247759e-11,4.1989504435818793e-17,3.5656497620204737e-14,3.9381369345298392e-19,9.4594875218123994e-17,3.213040447557058e-10,2.9298473325902859e-14,9.7668738377972814e-19,6.6429236873206524e-21,7.4679036515043568e-18,3.7953840458869674e-14,9.9317013752845628e-16
7.176937106976359e-08,0.0034112537700319153,1.6950768078278908e-14,1.5221149178807709e-10,3.9413543837966919e-13,4.2537572557695203e-10,5.1752826511056941e-07,2.6587339805011001e-08,1.276933763468294e-32,-1.1913966967038891e-29,1.3763216212252249e-24,7.7902503455838427e-17,8.4414125075877571e-23,2.733923967897411e-14,3.3531175289275284e-16,1.1832542185728456e-24,3.3516674115913721e-22,2.0245908998472049e-18,5.8232628069686214e-20,1.3168189825712558e-29,1.3537721937967672e-17,-6.807016099689806e-24,3.0357940784670733e-16,-3.0478872656224468e-15,8.1780918974006286e-07,1.5595628746505931e-14,5.0561451785271795e-14,2.7439715511367984e-10,8.037716196587111e-41,-1.7501276532329561e-18,3.1399660127503622e-16,4.1593661515505035e-19,1.4237455178022844e-26,0.88129999999999997,0.0,0.0,0.0,0.0097461937960593679,0.10878232076715665,0.00010000000001163381,9.8510640315378618e-06,5.8502250855083691e-05,3.8722667323610277e-05,3.2393042157957501e-11,1.8641258685702769e-05,7.0461529057270023e-11,2.1554724806352646e-07,3.9702506270321244e-13,2.9678263362550507e-15,1.2768745620636611e-06,1.3007826933508998e-06,3.4158383218505612e-06,7.2616542911002893e-06,4.7821393950701037e-16,1.2877385227718938e-11,7.0495901713434264e-15,5.4608678796721747e-11,3.789791817613359e-06,2.1220551804360735e-10,7.2693378944041583e-11,1.1211861004870067e-11,1.2027393510779986e-11,7.0128684055940917e-12,8.2956619704745309e-09,8.118668242725185e-07,3.5817997204128051e-10,2.4147072895626597e-10,4.4702168297497355e-15,5.34278188874168e-09,6.3520222350505271e-15,1.470455446029827e-10,2.9075068919692728e-12,1.1872698660429696e-12,1.7787101418894878e-11,1.3667888766415797e-09,1.2569834479527077e-12,9.4747539771634061e-13,3.0069795399252733e-12,2.0284526312704395e-18,2.3035743560111196e-13,1.1024304714417688e-13,3.4196508424046808e-21,2.8332211900383379e-17,1.9355338251354601e-21,8.1909113754027402e-17,3.9043754620148752e-13,1.4431909521777385e-11,4.236148169429367e-17,3.7326760350704574e-14,4.1226117604247337e-19,9.5432873760225873e-17,3.2708993743148953e-10,2.9932726444014519e-14,9.9782910703536039e-19,6.7867296466429073e-21,7.6295565604804066e-18,3.8973705112133863e-14,1.057855691500911e-15
