Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825)
1.7284041358985988e-10,0.002135360101435055,5.82604273222471e-17,8.1803149855434078e-13,2.79048525266174e-13,6.1053960167877985e-17,1.6208479551244881e-10,1.0571508957836079e-15,-2.7147583985217227e-30,8.8001920363907093e-24,4.2010858525491973e-32,-6.413924670224395e-23,4.8842123146407981e-28,2.4239008760438306e-17,3.3153270560019008e-24,-4.8650650893552822e-30,3.0144797756335743e-30,1.7253882289939445e-25,9.0674412944495553e-31,3.2554215407418198e-44,1.3669702346862506e-29,8.9500536554517811e-28,1.0943047798417611e-37,5.4825756345337755e-23,-1.7648159450427001e-33,4.7977764181684745e-37,1.6579643355578881e-32,1.9698382956516635e-19,-1.1200361618380393e-38,1.1947208824150247e-32,7.9713369264136431e-30,5.4372398906103164e-36,1.2446235910403997e-54,0.88129999999999997,0.0,0.0,0.0,0.0098857715515352756,0.10880271802834812,9.9999999999975854e-05,1.4518732003075684e-07,1.6901501348557465e-06,1.4195318140726669e-06,8.6291744892540319e-13,2.7621292473986324e-07,2.1694688689361921e-09,5.5935521371651329e-09,3.5959456756522085e-15,4.9551173053142473e-17,2.2223327074463391e-12,8.4318938570489802e-11,2.7994466681588499e-07,1.9520188360714825e-09,4.4576407180474494e-19,6.658382980426163e-16,1.079213172571884e-19,3.7077362146140704e-17,4.0761915583065493e-07
1.7439553958953225e-10,0.0021353600945799014,5.9180937038151891e-17,8.2896520520684195e-13,2.8008582601706116e-13,6.2385512382601938e-17,1.6497980156902469e-10,1.0946272507368794e-15,-2.7003507582651654e-30,-2.9243932167417156e-23,4.3209182588644583e-32,-2.6197634022724643e-23,4.9200283741352713e-28,2.4574436117640524e-17,3.3839294140815388e-24,-4.8650576313645876e-30,3.1228424388124928e-30,1.7674538235244874e-25,9.4645416300792157e-31,4.0382813839739342e-44,1.3695191856442631e-29,8.9413776415478463e-28,1.1045153906201656e-37,5.4927988951128717e-23,-1.7766468523196963e-33,4.9754199213071525e-37,1.6860580761706536e-32,2.0250873712484222e-19,-1.1254805211509859e-38,1.2150241761496586e-32,8.0503590255476451e-30,5.566817552663454e-36,1.3203893318944527e-54,0.88129999999999997,0.0,0.0,0.0,0.0098857335046004472,0.10880271481483762,9.9999999999975502e-05,1.4649314160310191e-07,1.7053495571239094e-06,1.4316219316068384e-06,8.7067759690968545e-13,2.7937287080792102e-07,2.169460942498639e-09,5.6441482244249321e-09,3.6370842176898527e-15,4.9999384775535119e-17,2.2878151081839277e-12,8.5862161535390171e-11,2.8247067324975414e-07,1.9872918847236163e-09,4.507226659126591e-19,6.8288727927891254e-16,1.1047757483881123e-19,3.8231842979711637e-17,4.1129729904684932e-07
1.7595066558920461e-10,0.002135360087721682,6.010764871691962e-17,8.3993840348470779e-13,2.8106502876290649e-13,6.3742005733655369e-17,1.6790037826463047e-10,1.1330888685038179e-15,-2.6860188122944311e-30,-4.1211671350075974e-23,4.4430607106257723e-32,-1.4264440236979874e-23,4.9560340718697186e-28,2.4912426949648245e-17,3.4533209912632363e-24,-4.8650493824221678e-30,3.2338030319450822e-30,1.8101195719289439e-25,9.8747078507772339e-31,4.4242639753950829e-44,1.3703769592384406e-29,8.9322828569580146e-28,1.114729111126708e-37,5.4962392753117376e-23,-1.7884149676306139e-33,5.1579785936844235e-37,1.7143698794536704e-32,2.0815405794154205e-19,-1.1308592583490733e-38,1.2354783053396182e-32,8.1294878863042531e-30,5.6984544670953248e-36,1.4000328348613852e-54,0.88129999999999997,0.0,0.0,0.0,0.0098856954576308897,0.10880271159986914,9.9999999999975177e-05,1.4779895431934273e-07,1.7205488476587264e-06,1.4437104859148096e-06,8.7843767721757056e-13,2.8253424847408543e-07,2.1694530160517123e-09,5.6947438704625683e-09,3.6782413973588212e-15,5.0447592589305335e-17,2.3545808355873899e-12,8.7419737608755963e-11,2.849966692246439e-07,2.0228805848180173e-09,4.556982655151391e-19,7.0020741566505773e-16,1.1307636737317144e-19,3.941356536143422e-17,4.1497542882093317e-07
1.7750579158887698e-10,0.0021353600808605333,6.1040562570627554e-17,8.5095106132085922e-13,2.8202371502387887e-13,6.5123886760399306e-17,1.7084648693474652e-10,1.172552845611395e-15,-2.6717625373901865e-30,8.2278906659661201e-23,4.5675644510721163e-32,-1.3777261098931209e-22,4.9918324418236877e-28,2.5252860309872878e-17,3.5235284803067097e-24,-4.8650404518938501e-30,3.3473976161473306e-30,1.8533899086674544e-25,1.0298242129264784e-30,4.547770771774465e-44,1.3708153255838335e-29,8.9232353590908072e-28,1.1249475426280548e-37,5.497997520112893e-23,-1.8001206235304695e-33,5.345562924854607e-37,1.7428980030262047e-32,2.1392206128037685e-19,-1.1361728368674548e-38,1.2560820983751976e-32,8.2087346023420626e-30,5.8320774367202333e-36,1.4837223296689729e-54,0.88129999999999997,0.0,0.0,0.0,0.0098856574106266238,0.10880270838349948,9.9999999999974838e-05,1.4910475817950061e-07,1.7357480064456959e-06,1.4557975338170782e-06,8.8619768984177959e-13,2.8569700089877236e-07,2.1694450895954165e-09,5.7453390752335665e-09,3.7194164746782535e-15,5.0895796494059362e-17,2.4226423034347649e-12,8.8991676375759064e-11,2.8752265474054843e-07,2.0587849312085936e-09,4.6069088191348242e-19,7.178003074344705e-16,1.1571809838721961e-19,4.062298120116103e-17,4.1865354515289061e-07
1.7906091758854935e-10,0.0021353600739965587,6.1979607169502836e-17,8.6200172196628082e-13,2.8298654036235447e-13,6.6531533475525907e-17,1.7381810151205381e-10,1.2130363607808823e-15,-2.657582003808515e-30,-4.6014024076941734e-23,4.6944671941001311e-32,-9.5062991481961527e-24,5.0274879749633369e-28,2.5594985792412027e-17,3.5947048033077325e-24,-4.8650313019163005e-30,3.4636623896472739e-30,1.8972690984717712e-25,1.0735450066193966e-30,4.7122595875022225e-44,1.3714780314925734e-29,8.9142387124440656e-28,1.1351613287287683e-37,5.5006555334987672e-23,-1.8117641499452073e-33,5.5382582734927972e-37,1.7716438150703087e-32,2.1981503101260791e-19,-1.1414217135220021e-38,1.2768361843216743e-32,8.2880351541097084e-30,5.9676556665643791e-36,1.5716215633181247e-54,0.88129999999999997,0.0,0.0,0.0,0.0098856193635876652,0.10880270516578393,9.9999999999974499e-05,1.5041055318359688e-07,1.7509470334671282e-06,1.467883130508786e-06,8.9395763477331564e-13,2.8886107286773965e-07,2.1694371631297566e-09,5.7959338386877086e-09,3.7606087308271526e-15,5.1343996489354303e-17,2.4920119218190292e-12,9.0577987419944559e-11,2.9004862979746202e-07,2.0950049187490025e-09,4.6570052640279239e-19,7.3566754744790188e-16,1.1840317150170104e-19,4.1860545427477498e-17,4.2233164804270586e-07
1.8217116958789411e-10,0.0021353600602605906,6.3875992780932717e-17,8.8421501393933121e-13,2.8484404263570172e-13,6.9425856331599632e-17,1.7983793169474793e-10,1.2971318005799277e-15,-2.6294454431772625e-30,1.5188260767208802e-22,4.9555483611854961e-32,-2.0737954812962213e-22,5.0986727802841948e-28,2.6285587491400843e-17,3.7397388076192573e-24,-4.8650115521796591e-30,3.7043491984207e-30,1.9868718463338933e-25,1.1652139855287963e-30,4.5426079401487476e-44,1.3708984123615888e-29,8.8959220228719362e-28,1.1555645333874127e-37,5.4983309676513485e-23,-1.834866125196703e-33,5.9393879483079496e-37,1.8297854662923459e-32,2.319852874159434e-19,-1.1517271895247913e-38,1.3187921393710952e-32,8.4467263124281333e-30,6.2449110087747329e-36,1.7607603377626664e-54,0.88129999999999997,0.0,0.0,0.0,0.0098855432694057357,0.10880269872652097,9.9999999999973821e-05,1.5302211662369035e-07,1.7813446921584531e-06,1.4920501762582754e-06,9.0947732153104538e-13,2.951929693642706e-07,2.1694213101703562e-09,5.8971220414493155e-09,3.8430420967825202e-15,5.2240384749826185e-17,2.6347252136961634e-12,9.3793764657312878e-11,2.9510054853429273e-07,2.1683917966920815e-09,4.7577094483794537e-19,7.7223137225293841e-16,1.2390495926365622e-19,4.4421968466539978e-17,4.2968781349584603e-07
1.849703963873044e-10,0.0021353600478896625,6.5603426988751901e-17,9.0433105179138113e-13,2.8652324497968696e-13,7.2123191546786353e-17,1.8534301516872984e-10,1.3764802442727649e-15,-2.6043774067829511e-30,-6.1799796453755557e-23,5.1990134097816388e-32,6.3093364507104473e-24,5.1622065840873706e-28,2.6913153041979818e-17,3.8735890594095701e-24,-4.8649928374889018e-30,3.9304682371066606e-30,2.0696390938529018e-25,1.2527089418428954e-30,4.4175717843421412e-44,1.3707395415360552e-29,8.8796328510700695e-28,1.1738771865240184e-37,5.4976939016478927e-23,-1.8554487005840156e-33,6.3188851865634778e-37,1.8828557155813044e-32,2.4338969666110435e-19,-1.1607853997756793e-38,1.3570603509122972e-32,8.5894969636687727e-30,6.5012894888563832e-36,1.9471898210618258e-54,0.88129999999999997,0.0,0.0,0.0,0.0098854747845235277,0.10880269292708861,9.9999999999973171e-05,1.553724934322585e-07,1.8087021341956304e-06,1.5137960615323194e-06,9.2344480803064591e-13,3.0089568162107415e-07,2.1694070424749061e-09,5.9881899141365478e-09,3.9172842716106114e-15,5.3047120809515664e-17,2.7677654321777639e-12,9.6737213447671744e-11,2.9964723962763299e-07,2.2355194279390244e-09,4.8489267079870484e-19,8.0609283774598215e-16,1.2900884968070211e-19,4.6828175488122627e-17,4.3630831643138652e-07
1.8776962318671468e-10,0.002135360035511229,6.7350485334150557e-17,9.2456496405426337e-13,2.8824455616904939e-13,7.4910966031799278e-17,1.909307031872935e-10,1.4594063225307954e-15,-2.5795488197765588e-30,-1.7181061196428533e-22,5.4507145131356463e-32,1.1626710635654569e-22,5.224996810111502e-28,2.7546105278609304e-17,4.0106729961569856e-24,-4.8649733735205087e-30,4.1658134116435564e-30,2.1544423614210264e-25,1.3451308048441898e-30,4.5050240945294925e-44,1.3720634267577207e-29,8.8638347417188657e-28,1.1921463829618301e-37,5.5030037910393022e-23,-1.8758350450756732e-33,6.7164939252852008e-37,1.9366267980627384e-32,2.5523640809568736e-19,-1.1696410180290693e-38,1.3958079923272788e-32,8.7322464124397858e-30,6.7641533279906529e-36,2.1501366668265751e-54,0.88129999999999997,0.0,0.0,0.0,0.0098854062995291803,0.10880268712405627,9.9999999999972561e-05,1.5772284154751992e-07,1.8360591490873429e-06,1.5355380055521978e-06,9.3741207509332916e-13,3.0660190823566822e-07,2.1693927747491709e-09,6.0792563562006253e-09,3.991572199017416e-15,5.3853844195852203e-17,2.9052368108451986e-12,9.9727377345216092e-11,3.0419389683375213e-07,2.3036696564622497e-09,4.9406974337395866e-19,8.4086747821522947e-16,1.3425945041037046e-19,4.9332861892780193e-17,4.4292877581413955e-07
1.9056884998612497e-10,0.002135360023125815,6.9117280664683979e-17,9.4491882846454412e-13,2.8993249607691837e-13,7.7792075219173267e-17,1.9660106619085381e-10,1.5460156619547751e-15,-2.5549567532675912e-30,5.8800199626089195e-23,5.7107768909511455e-32,-1.1436067140599227e-22,5.2877243462320649e-28,2.8184730131657713e-17,4.1509640781611007e-24,-4.864953021095162e-30,4.4106042746116904e-30,2.2413028046235911e-25,1.4426744621929479e-30,4.5340946312552491e-44,1.3724879500248173e-29,8.8477352176501769e-28,1.2103890923355651e-37,5.5047065691701767e-23,-1.8960270325500635e-33,7.132779187258201e-37,1.9910945871575013e-32,2.6754026110410824e-19,-1.1782966407915448e-38,1.4350366706081319e-32,8.8750901917069517e-30,7.0337462361200383e-36,2.3707850672326289e-54,0.88129999999999997,0.0,0.0,0.0,0.0098853378144227889,0.10880268131767352,9.999999999997191e-05,1.6007316096959923e-07,1.8634157367541132e-06,1.5572762579200735e-06,9.5137912267925516e-13,3.1231139949407327e-07,2.1693785069931728e-09,6.1703213673784491e-09,4.0659026280367654e-15,5.4660554906505181e-17,3.047211537007649e-12,1.027643121542442e-10,3.0874052015261615e-07,2.3728424522381338e-09,5.0330222835986741e-19,8.7656420992104717e-16,1.3965911881162767e-19,5.1938838945830879e-17,4.4954919164401289e-07
1.9336807678553525e-10,0.002135360010733953,7.0903863130777455e-17,9.6539349076556566e-13,2.9167141005883983e-13,8.0769393080489512e-17,2.0235401406766558e-10,1.6364153309289162e-15,-2.5305996786018885e-30,-3.0858777010507371e-22,5.979411298054333e-32,2.5293724211228962e-22,5.3496890177592859e-28,2.8828565335130661e-17,4.2945735022643609e-24,-4.8649318746810762e-30,4.6650623161983864e-30,2.3302420908232387e-25,1.5455391662495064e-30,4.8473166372872547e-44,1.3747317748635007e-29,8.8321639265056065e-28,1.2286138038609621e-37,5.5137061007947276e-23,-1.9160265192158452e-33,7.5683423582747238e-37,2.0462566197818747e-32,2.8031651103549129e-19,-1.1867548345020122e-38,1.4747431284453829e-32,9.0180859469565519e-30,7.30995843271644e-36,2.6103887493654281e-54,0.88129999999999997,0.0,0.0,0.0,0.0098852693292044453,0.10880267550817428,9.9999999999971273e-05,1.6242345169862133e-07,1.8907718971131356e-06,1.5790110523846448e-06,9.6534595074694895e-13,3.1802392153567541e-07,2.1693642392069314e-09,6.261384947405295e-09,4.1402725140936525e-15,5.5467252939129512e-17,3.193761752357061e-12,1.058480736573374e-10,3.132871095841917e-07,2.4430377852405468e-09,5.1259019152465514e-19,9.1319185626613242e-16,1.4521021288195042e-19,5.4648958508557177e-17,4.5616956392091412e-07
1.9616730358494553e-10,0.002135359998336049,7.2709991827653866e-17,9.8598402084452966e-13,2.9318830685577845e-13,8.3845552971446434e-17,2.0818982683939814e-10,1.730714075015021e-15,-2.5064728591536999e-30,8.5170817626898592e-22,6.2566501197245027e-32,-9.0717064376475336e-22,5.4129390224674558e-28,2.9479569028869058e-17,4.441159548775581e-24,-4.8649092642556238e-30,4.9294114800502808e-30,2.4212838912175247e-25,1.6539295713736821e-30,4.1711519914617434e-44,1.370046761170758e-29,8.8146485264207799e-28,1.2467891242267099e-37,5.4949158312099424e-23,-1.9358353354976731e-33,8.0237799895566977e-37,2.1021164273201388e-32,2.9358091295353467e-19,-1.1950181325195807e-38,1.5149269797235126e-32,9.1610185539755803e-30,7.5934740630628356e-36,2.8702701574619086e-54,0.88129999999999997,0.0,0.0,0.0,0.009885200843874252,0.10880266969577387,9.9999999999970609e-05,1.6477371373471104e-07,1.9181276300826738e-06,1.6007426045590671e-06,9.7931255925518438e-13,3.2373925863527992e-07,2.1693499713904693e-09,6.3524470960106971e-09,4.2146790487137152e-15,5.6273938291329208e-17,3.3449595473428859e-12,1.0897871761279817e-10,3.1783366512844475e-07,2.514255625440277e-09,5.2193369861346792e-19,9.5075912847204294e-16,1.509150913649676e-19,5.7466122163241031e-17,4.6278989264475122e-07
1.9896653038435582e-10,0.00213535998593251,7.4535264788489703e-17,1.0066823064183357e-12,2.9471043110755632e-13,8.7023074302008126e-17,2.1410827877725594e-10,1.8290223588715533e-15,-2.4825759152714037e-30,5.007666700454544e-23,6.5427844059136998e-32,-1.053510964667326e-22,5.4756683136432876e-28,3.0136560665934921e-17,4.5909716139793868e-24,-4.8648854004839673e-30,5.2038782279773305e-30,2.5144536311703139e-25,1.7680555849439199e-30,3.382510897141405e-44,1.365364497619522e-29,8.7973103185076041e-28,1.2648591087827382e-37,5.4761365915124734e-23,-1.9554552896583712e-33,8.4997621985348257e-37,2.1586810902064527e-32,3.0734965785759763e-19,-1.2030890242596163e-38,1.5555762263457365e-32,9.3035043999360632e-30,7.8838781845286897e-36,3.1518504325022363e-54,0.88129999999999997,0.0,0.0,0.0,0.0098851323584323164,0.10880266388067274,9.9999999999969959e-05,1.6712394707799321e-07,1.9454829355689985e-06,1.6224711145631547e-06,9.9327894815683882e-13,3.294572105609314e-07,2.169335703543809e-09,6.4435078129038074e-09,4.2891196251253538e-15,5.708061096052782e-17,3.5008769689843599e-12,1.1215629975848155e-10,3.2238018678534189e-07,2.5864959428050152e-09,5.3133281533509462e-19,9.8927463468142952e-16,1.5677611369489367e-19,6.0393278020202992e-17,4.6941017781543192e-07
2.017657571837661e-10,0.00213535997352382,7.6379726515432782e-17,1.027489111093048e-12,2.9632871613981323e-13,9.0304967385689619e-17,2.2010927239536283e-10,1.9314520453680153e-15,-2.4589075820165067e-30,5.6798672067804719e-23,6.8380360458706455e-32,-1.1200028451266844e-22,5.5373359401958457e-28,3.0798611865913339e-17,4.7442148803683572e-24,-4.86486063585696e-30,5.488691419656439e-30,2.6097745941990237e-25,1.888132115656612e-30,2.9899363003156512e-44,1.3635536870636861e-29,8.7808442185982901e-28,1.2828270101122872e-37,5.4688740158673199e-23,-1.9748881811736943e-33,8.9969381292044296e-37,2.2159477355485773e-32,3.2163937743227327e-19,-1.2109699854208804e-38,1.5966896329395035e-32,9.4455641955911859e-30,8.1810341693169015e-36,3.456617745000385e-54,0.88129999999999997,0.0,0.0,0.0,0.0098850638728787358,0.10880265806305754,9.9999999999969308e-05,1.6947415172859264e-07,1.972837813487967e-06,1.6441967689930335e-06,1.0072451174096841e-12,3.3517759060431529e-07,2.1693214356669727e-09,6.5345670977948899e-09,4.3635918126179833e-15,5.7887270944158591e-17,3.6615860205558507e-12,1.1538087581065265e-10,3.269266745548495e-07,2.6597587072995214e-09,5.4078760739122774e-19,1.0287468871830315e-15,1.6279563972514144e-19,6.3433418150914811e-17,4.7603041943286432e-07
2.0456498398317638e-10,0.0021353599611103106,7.8243686208139544e-17,1.0484104643636553e-12,2.9801051902443651e-13,9.3694550992236242e-17,2.26192831006517e-10,2.0381164278876927e-15,-2.4354655345355878e-30,-2.0441187992128936e-27,7.1425619425486357e-32,-5.5207756960124067e-23,5.5982829741668896e-28,3.1465645827088708e-17,4.9009303337061874e-24,-4.8648350413707354e-30,5.7840820782327621e-30,2.7072678988361101e-25,2.0143789757986655e-30,2.954759104630485e-44,1.3637603078800645e-29,8.7648834399630429e-28,1.3007327685988819e-37,5.4697028417416666e-23,-1.9941357988341625e-33,9.5159350064589832e-37,2.2739085680080895e-32,3.3646719110445583e-19,-1.2186634765955553e-38,1.6382707605208033e-32,9.5874696579770858e-30,8.4850664330589694e-36,3.7861269397055702e-54,0.88129999999999997,0.0,0.0,0.0,0.009884995387213602,0.10880265224310257,9.9999999999968631e-05,1.718243276866343e-07,2.0001922637630826e-06,1.6659197420512856e-06,1.0212110669752285e-12,3.4090022445060994e-07,2.1693071677599811e-09,6.6256249504208145e-09,4.4380933418289185e-15,5.8693918239890647e-17,3.8271586645260315e-12,1.1865250146538038e-10,3.3147312843693407e-07,2.7340438888858683e-09,5.5029814044601692e-19,1.0691843050311795e-15,1.6897602965890348e-19,6.6589578039092163e-17,4.8265061749695641e-07
2.0865819462998353e-10,0.002135359942950513,8.1004660339018579e-17,1.0792143956040314e-12,3.0050900883723631e-13,9.8851515297601208e-17,2.3523730642147038e-10,2.201950443664358e-15,-2.401589267795157e-30,-2.578585695768518e-22,7.6048749590519258e-32,2.0257932991667676e-22,5.6865996202445548e-28,3.2450504858352861e-17,5.1362937303766464e-24,-4.8647958302224505e-30,6.2355480850281215e-30,2.8537839033638666e-25,2.2105616896546907e-30,3.2148631750091692e-44,1.3654914560921801e-29,8.7418503535331345e-28,1.3268405628198842e-37,5.476646213683304e-23,-2.0219510491860428e-33,1.0315446276502522e-36,2.3599060740330861e-32,3.5915485006463826e-19,-1.2295809523614856e-38,1.699914409636583e-32,9.7949442130536865e-30,8.9423201744834399e-36,4.3159117908410928e-54,0.88129999999999997,0.0,0.0,0.0,0.0098848952428396853,0.10880264372891028,9.9999999999967641e-05,1.7526085546856621e-07,2.0401909418438054e-06,1.6976799873454639e-06,1.0416325870064969e-12,3.4927195242847277e-07,2.1692863042484357e-09,6.7587730586230816e-09,4.5470827605973531e-15,5.9873427291728517e-17,4.0781747678824098e-12,1.2352130061899552e-10,3.381211866331255e-07,2.8445090258094052e-09,5.6430554122787711e-19,1.1300693205731958e-15,1.7830789429812723e-19,7.1419992390974713e-17,4.9233102128825729e-07
2.1275140527679068e-10,0.0021353599247821357,8.3808123460302708e-17,1.1102785897869601e-12,3.0298581346469632e-13,1.0425580523306782e-16,2.4445845409349473e-10,2.3754499831131693e-15,-2.368184462343219e-30,2.7152450323280365e-22,8.0878527827798583e-32,-3.2686559911193791e-22,5.7743833865211484e-28,3.3447191775074361e-17,5.3789839655369117e-24,-4.8647544162427453e-30,6.7108664544553823e-30,3.0050578802073114e-25,2.4211423014251665e-30,3.5019964100232739e-44,1.3670317886537959e-29,8.7187352232115072e-28,1.3529303957700339e-37,5.4828242722469252e-23,-2.0493793933579264e-33,1.1165001775223915e-36,2.4473682268879368e-32,3.8308812307685315e-19,-1.2401102669997802e-38,1.7625575314417486e-32,1.0002871599935815e-29,9.414990256115197e-36,4.9075479551140337e-54,0.88129999999999997,0.0,0.0,0.0,0.0098847950982277385,0.10880263521052548,9.9999999999966638e-05,1.7869732190020745e-07,2.0801887051140022e-06,1.729435309694877e-06,1.0620536370898012e-12,3.5764768852437042e-07,2.1692654406725179e-09,6.8919181029971402e-09,4.6561243600913458e-15,6.1052909202263677e-17,4.3399688124184062e-12,1.2849099514532509e-10,3.4476917237043699e-07,2.957160155364829e-09,5.7843247396485383e-19,1.1930615240933044e-15,1.8799615042977464e-19,7.6514878225247846e-17,5.0201133195253105e-07
2.1684461592359782e-10,0.00213535990660608,8.66538978569984e-17,1.1415992487830336e-12,3.054654910852699e-13,1.0991717101935299e-16,2.5385624537268996e-10,2.5589871328427517e-15,-2.3352444739596829e-30,5.7632173857573088e-22,8.5920612761121845e-32,-6.3173541516694271e-22,5.8614818273697323e-28,3.4455882054257478e-17,5.6290463412476874e-24,-4.8647102626533907e-30,7.2107838383685079e-30,3.161162174639542e-25,2.6468674078961242e-30,3.7438838473420398e-44,1.3688162247243777e-29,8.6956953870336357e-28,1.3789804442717142e-37,5.4899813670624795e-23,-2.0764262137821793e-33,1.2066730807988329e-36,2.5362971647990751e-32,4.0832650827765176e-19,-1.2502587786234312e-38,1.8261898164493034e-32,1.0211101141159196e-29,9.9032867626111137e-36,5.5668954829813246e-54,0.88129999999999997,0.0,0.0,0.0,0.0098846949533780704,0.10880262668836675,9.9999999999965622e-05,1.8213372698194875e-07,2.1201855533131879e-06,1.7611861275027909e-06,1.0824742170937879e-12,3.6602701398338341e-07,2.1692445770322972e-09,7.0250600826837946e-09,4.7652126886414296e-15,6.2232363963885012e-17,4.6127653735566782e-12,1.3356175897481575e-10,3.5141708564876426e-07,3.0719971836033207e-09,5.926791437258471e-19,1.2581861665045519e-15,1.9804818119243169e-19,8.1884242035565783e-17,5.1169154948949045e-07
2.2093782657040497e-10,0.0021353598884231496,8.9541579933796249e-17,1.1731681130028766e-12,3.0783000227388554e-13,1.1584534251438899e-16,2.6343079990859632e-10,2.7529410094785984e-15,-2.3027618010008711e-30,-3.7733863988495774e-22,9.1180218660174974e-32,3.2197200148612659e-22,5.9482749432794254e-28,3.5477046711723266e-17,5.8864749560003031e-24,-4.8646634844076075e-30,7.7360572289470775e-30,3.32217133671647e-25,2.8885081785170325e-30,3.6630666883000956e-44,1.3676359229398668e-29,8.6721129193331352e-28,1.4049536139153127e-37,5.4852476553274443e-23,-2.1030968108837141e-33,1.3022843467598842e-36,2.6266935994718349e-32,4.3493196664115018e-19,-1.2600337208355841e-38,1.890803572022396e-32,1.0419379305935136e-29,1.0407694678758634e-35,6.3002599284249689e-54,0.88129999999999997,0.0,0.0,0.0,0.0098845948082909897,0.10880261816281039,9.9999999999964619e-05,1.8557007071418107e-07,2.1601814861773141e-06,1.7929328171039561e-06,1.1028943268851719e-12,3.744095521188907e-07,2.1692237133278426e-09,7.1581989968158328e-09,4.8743428422552071e-15,6.3411791568910076e-17,4.8967888731853919e-12,1.3873376596025352e-10,3.5806492646800327e-07,3.1890200165637523e-09,6.0704575548449288e-19,1.3254680869392128e-15,2.0847137064488123e-19,8.7538295478838076e-17,5.2137167389884918e-07
2.2503103721721212e-10,0.002135359870234067,9.2470976030802374e-17,1.2049811215325809e-12,3.1012310699136675e-13,1.2205046468577813e-16,2.7318207042269617e-10,2.9576977620780043e-15,-2.2707304574994169e-30,-4.5149719392864592e-22,9.6663356553867439e-32,3.9624700180988322e-22,6.0343705788773635e-28,3.6510708623544293e-17,6.1513461719582457e-24,-4.8646139771033315e-30,8.2874546500029061e-30,3.4881612182674033e-25,3.1468609876522231e-30,3.321874096265813e-44,1.3647379814704884e-29,8.6484656060406921e-28,1.4308223943184387e-37,5.4736249291723917e-23,-2.1293964154717433e-33,1.403561889048319e-36,2.7185567695718581e-32,4.6296868219128585e-19,-1.2694422142079801e-38,1.9563899178284378e-32,1.0627515351185642e-29,1.0928351359325369e-35,7.1144189520729011e-54,0.88129999999999997,0.0,0.0,0.0,0.0098844946629668105,0.1088026096341954,9.9999999999963589e-05,1.8900635309729518e-07,2.2001765034453036e-06,1.8246757173127838e-06,1.1233139663322822e-12,3.8279496376445068e-07,2.1692028495592182e-09,7.2913348445359524e-09,4.9835104054064775e-15,6.4591192009744234e-17,5.1922635910729311e-12,1.440071898819392e-10,3.6471269482804974e-07,3.3082285602713629e-09,6.2153251414643418e-19,1.3949317222054999e-15,2.192731035791921e-19,9.3487455103361591e-17,5.3105170518032063e-07
2.2912424786401926e-10,0.0021353598520394866,9.5442324227700469e-17,1.2370428097087008e-12,3.1265138975330358e-13,1.2854331875989141e-16,2.8310973324329407e-10,3.1736504336535838e-15,-2.2391455709682935e-30,6.9984743615023669e-22,1.0237702518592194e-31,-7.5522662030800791e-22,6.1191387671213983e-28,3.7555031724230341e-17,6.4240902124919742e-24,-4.8645600039259925e-30,8.8657545691660078e-30,3.659203962229637e-25,3.4227476157717903e-30,3.571943450667156e-44,1.3679615316479357e-29,8.625700007947835e-28,1.4566158381080802e-37,5.4865539413723186e-23,-2.1553301839989796e-33,1.5107337339292105e-36,2.8118832144247198e-32,4.9250338628299901e-19,-1.2784912565970654e-38,2.0229451119017972e-32,1.0835706655057693e-29,1.1464956770303419e-35,8.0166137402528962e-54,0.88129999999999997,0.0,0.0,0.0,0.0098843945174058399,0.10880260110282741,9.9999999999962546e-05,1.9244257413168224e-07,2.2401706048594668e-06,1.856415133276515e-06,1.1437331353050239e-12,3.9118294342067083e-07,2.1691819857264943e-09,7.4244676249914103e-09,5.0927114008722139e-15,6.5770565278833552e-17,5.4994136728027041e-12,1.4938220445101326e-10,3.7136039072880022e-07,3.4296227207388809e-09,6.3613962453621531e-19,1.4666011156699671e-15,2.3046076529480611e-19,9.9742342257413603e-17,5.4073164333361936e-07
