Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864)
1.2942575929340023e-07,0.0016777972153396079,7.4616654973284979e-18,3.8296253128726752e-13,1.8517446660802373e-16,9.505329145986082e-16,2.6503178509788059e-07,1.0899555978893043e-08,4.17714304637527e-38,-1.8097654459024861e-29,3.4506399951680739e-30,-2.0801169045365522e-15,4.7227799771963123e-31,6.2125332149163259e-17,-6.3098994903839471e-17,4.4785554478510395e-30,3.3149483853606319e-25,1.0904587234067607e-20,2.9826283560496883e-22,4.3988973507862181e-46,-1.2306439802997774e-29,2.3791851873319506e-26,-2.0468083292918085e-38,1.0720348534822844e-15,-1.6519642049222967e-30,-5.7702647432334139e-30,-2.4925884795507636e-19,1.8127797492745162e-16,2.0609273771307508e-47,6.5933927899353451e-20,4.9036996250334972e-21,1.2163815135112377e-23,1.1752764608407613e-33,0.88129999999999997,0.0,0.0,0.0,0.0097573325972510217,0.10876031850145178,9.9999999999937514e-05,5.797251494077606e-06,6.2898335773205294e-05,2.1565904362532491e-05,1.011167151202106e-10,4.1725582249739252e-05,3.4391196463623871e-10,6.7988260119967281e-07,1.2270204562884003e-12,1.2523425100672465e-14
1.3019570755223333e-07,0.0016777968035931548,7.5131920728333906e-18,3.8559670081429202e-13,2.0884956608736322e-16,9.7517412527733044e-16,2.680355254058321e-07,1.1154962741655354e-08,4.5289090035915935e-38,-1.3074153747122651e-29,3.5136610691888989e-30,-2.07969726632573e-15,4.8722709772954495e-31,6.2525912062760037e-17,-6.3518573060302231e-17,4.6588249557374022e-30,3.3942505902398349e-25,1.1157675303570238e-20,3.0882971450005509e-22,4.3947467685217308e-46,-1.2306484985800363e-29,2.3794616622141948e-26,-2.0466670439213787e-38,1.0720348188131291e-15,-1.6724031771722623e-30,-5.8092156724992993e-30,-2.4925884795498763e-19,2.2176453377138656e-16,2.1967003803987721e-47,6.5933918794395212e-20,4.927960338400359e-21,1.2370026448943759e-23,1.1752764608392552e-33,0.88129999999999997,0.0,0.0,0.0,0.0097565638865041455,0.1087600698209357,9.9999999999937108e-05,5.830470579080555e-06,6.326388828531391e-05,2.1690422170399968e-05,1.0170417760097222e-10,4.1967052999640782e-05,3.4388486991535366e-10,6.8383262565601452e-07,1.2341213649959302e-12,1.2596184479083781e-14
1.3096565581106642e-07,0.0016777963920101267,7.5703593808394094e-18,3.8851600782747529e-13,2.3915337390807489e-16,1.0002929233285236e-15,2.7105363575312011e-07,1.1414739458280108e-08,3.2573931706018623e-38,-8.7112318715968621e-30,3.5774348345636369e-30,-2.0792771266886797e-15,5.0163750063820741e-31,6.2926835183992719e-17,-6.3938651860894285e-17,4.8424355660624202e-30,3.4749074911523404e-25,1.1415000860640986e-20,3.197032227343455e-22,4.3905155528270178e-46,-1.2306511742181743e-29,2.3797401830963288e-26,-2.0465201946129053e-38,1.0720347841509704e-15,-1.6929825140492778e-30,-5.8482106535884914e-30,-2.4925884795489841e-19,2.6329957999880432e-16,2.4153203057149731e-47,6.593390968961488e-20,4.9521622046309687e-21,1.2578419962630265e-23,1.1752764608377294e-33,0.88129999999999997,0.0,0.0,0.0,0.0097557954576640866,0.10875982121908806,9.9999999999936701e-05,5.8636750147270876e-06,6.3629320045094549e-05,2.1814890881594917e-05,1.0229144362343718e-10,4.2208427662217901e-05,3.4385778512963042e-10,6.8778132916357174e-07,1.2412194480721228e-12,1.2668919525642601e-14
1.3173560406989952e-07,0.0016777959805909166,7.6282624671308627e-18,3.9147243783898077e-13,2.2112134193207383e-16,1.0258898666944565e-15,2.7408606227376645e-07,1.1678932610221074e-08,3.1166369622307701e-38,-1.203241000058931e-29,3.641965264638105e-30,-2.0788564861902411e-15,5.1726372315620834e-31,6.3328073802454936e-17,-6.4359230730110122e-17,5.0316855952746581e-30,3.5569327725252093e-25,1.1676605948895665e-20,3.3089027275624899e-22,4.386203109049031e-46,-1.2306539325656183e-29,2.3800204672001204e-26,-2.0463682756858624e-38,1.0720347494951564e-15,-1.7137024071344817e-30,-5.8872488696443592e-30,-2.4925884795480856e-19,3.059032851123084e-16,2.2467979895934942e-47,6.5933900585008978e-20,4.9763053250153913e-21,1.2789004156068164e-23,1.1752764608361833e-33,0.88129999999999997,0.0,0.0,0.0,0.0097550273113916341,0.10875957269615208,9.9999999999936294e-05,5.896864807272389e-06,6.3994630741642751e-05,2.1939310375755002e-05,1.0287851269028754e-10,4.2449706005038068e-05,3.4383071030235974e-10,6.9172870837845192e-07,1.2483146986818552e-12,1.2741630178754475e-14
1.325055523287326e-07,0.0016777955693359201,7.6794646354300126e-18,3.9409004102064927e-13,1.7755704500647493e-16,1.0519630689642738e-15,2.7713275097178048e-07,1.1947588842277789e-08,4.6201230736960493e-38,-1.8369583444082391e-29,3.7072541593718698e-30,-2.0784353453959162e-15,5.3479462955608817e-31,6.372959754346371e-17,-6.4780309091585211e-17,5.2293772893791321e-30,3.6403401335379493e-25,1.1942532556342465e-20,3.4239788664675235e-22,4.3818091985856987e-46,-1.2306590673397705e-29,2.3803021869263313e-26,-2.0462153686499121e-38,1.072034714844931e-15,-1.7345630452417768e-30,-5.9263292999519836e-30,-2.4925884795471814e-19,3.495958357671947e-16,2.5503503577808012e-47,6.5933891480574122e-20,5.0003898006512003e-21,1.3001787463927208e-23,1.1752764608346171e-33,0.88129999999999997,0.0,0.0,0.0,0.0097542594483468574,0.10875932425237063,9.9999999999935888e-05,5.9300399629717949e-06,6.435982006442137e-05,2.2063680532637325e-05,1.0346538430480337e-10,4.2690887795902128e-05,3.4380364545680816e-10,6.9567475996074806e-07,1.2554071099968674e-12,1.2814316376898388e-14
1.332755005875657e-07,0.0016777951582455316,7.7290317199221271e-18,3.966247737397078e-13,1.9715392838794225e-16,1.0785239500587714e-15,2.8019364697233841e-07,1.2220754960359241e-08,4.6196091174597276e-38,-1.3972089503792378e-29,3.7733041634244637e-30,-2.0780137048735e-15,5.5166468866642051e-31,6.4131439133306361e-17,-6.5201886368093153e-17,5.4330717413285033e-30,3.7251432776146269e-25,1.221282276483983e-20,3.5423319683835799e-22,4.3773323769026544e-46,-1.2306643985313516e-29,2.3805856831550882e-26,-2.0460640789412641e-38,1.0720346802010656e-15,-1.7555646167435903e-30,-5.9654524738696665e-30,-2.4925884795462714e-19,3.943976773112127e-16,2.8718106757450888e-47,6.5933882376306847e-20,5.024415733008681e-21,1.321677827585537e-23,1.1752764608330306e-33,0.88129999999999997,0.0,0.0,0.0,0.0097534918691883268,0.10875907588798706,9.9999999999935481e-05,5.9632004880807976e-06,6.4724887704012348e-05,2.2188001232120242e-05,1.0405205797207262e-10,4.2931972802847743e-05,3.4377659061619122e-10,6.996194805826786e-07,1.2624966751958641e-12,1.2886978058776654e-14
1.340454488463988e-07,0.0016777947473201476,7.7866282021605877e-18,3.9956492673238397e-13,2.5284177125778059e-16,1.1055885908928221e-15,2.8326869510657686e-07,1.2498477929594263e-08,2.8819660503492859e-38,-7.0880258472612798e-30,3.840120743669049e-30,-2.0775915651917141e-15,5.6704471370512439e-31,6.4533640652180888e-17,-6.5623961981540838e-17,5.639456703038077e-30,3.8113559330906048e-25,1.2487518872210007e-20,3.6640344712451084e-22,4.3727706049573705e-46,-1.2306670393785425e-29,2.3808714221569212e-26,-2.045911600666849e-38,1.0720346455645358e-15,-1.7767073121312859e-30,-6.0046193555494008e-30,-2.4925884795453556e-19,4.4032978252956763e-16,2.4045347819710669e-47,6.593387327220372e-20,5.048383223633087e-21,1.3433984936582237e-23,1.1752764608314235e-33,0.88129999999999997,0.0,0.0,0.0,0.0097527245745735267,0.10875882760324465,9.9999999999935075e-05,5.9963463888550245e-06,6.50898333517224e-05,2.231227235420309e-05,1.0463853319835604e-10,4.3172960794151026e-05,3.4374954580368379e-10,7.0356286692440104e-07,1.2695833874645614e-12,1.2959615163237845e-14
1.348153971052319e-07,0.0016777943365601639,7.8484122941822099e-18,4.0271658329954658e-13,2.4421023805348969e-16,1.1331586337588444e-15,2.8635784078883287e-07,1.2780804873011139e-08,2.2447227432269374e-38,-8.5571070594648022e-30,3.9077092023843231e-30,-2.0771689269184967e-15,5.8362208950719158e-31,6.4936171767280711e-17,-6.6046535352975791e-17,5.8504497918931216e-30,3.8989918728444808e-25,1.2766663271652592e-20,3.7891599370538635e-22,4.3681231989166634e-46,-1.2306686226478929e-29,2.3811591116378858e-26,-2.0457546227564757e-38,1.0720346109347843e-15,-1.7979913218847369e-30,-6.0438291983704137e-30,-2.4925884795444341e-19,4.8741343001909136e-16,1.7255528912870058e-47,6.5933864168261349e-20,5.0722923734640107e-21,1.3653415745982119e-23,1.1752764608297957e-33,0.88129999999999997,0.0,0.0,0.0,0.0097519575651597561,0.10875857939838565,9.9999999999934668e-05,6.0294776715502551e-06,6.5454656698679607e-05,2.2436493779005734e-05,1.0522480948963441e-10,4.341385153832578e-05,3.437225110424527e-10,7.0750491566422263e-07,1.276667239995666e-12,1.3032227629096433e-14
1.35585345364065e-07,0.001677793925965966,7.9014529807076521e-18,4.0542687028712542e-13,1.7367628135409944e-16,1.1612263434892996e-15,2.8946102961740764e-07,1.3067783070442685e-08,4.2929117937525348e-38,-1.8724194020399802e-29,3.97607124068186e-30,-2.0767457906217076e-15,6.0329803568154223e-31,6.5338971548932658e-17,-6.6469605902597547e-17,6.0710194301140463e-30,3.9880648915118582e-25,1.3050298193149329e-20,3.9177830604190667e-22,4.3633904290818153e-46,-1.2306733062905495e-29,2.3814481065275446e-26,-2.0455964676509307e-38,1.0720345763104226e-15,-1.819416832775447e-30,-6.0830802821955226e-30,-2.4925884795435067e-19,5.3566982074517321e-16,2.0994784307839291e-47,6.5933855064476386e-20,5.0961432830020904e-21,1.3875078959156362e-23,1.1752764608281471e-33,0.88129999999999997,0.0,0.0,0.0,0.0097511908416039236,0.10875833127365171,9.9999999999934261e-05,6.0625943424224045e-06,6.5819357436055432e-05,2.2560665386770412e-05,1.0581088635196577e-10,4.3654644804124854e-05,3.4369548635565267e-10,7.1144562348092549e-07,1.2837482259889128e-12,1.310481539517565e-14
1.3635529362289809e-07,0.0016777935155379519,7.9488325178852894e-18,4.078510335205955e-13,1.9303230838874912e-16,1.189801279222614e-15,2.9257820607821936e-07,1.3359459938074698e-08,4.8129833847292168e-38,-1.3405030643472871e-29,4.0452085432275466e-30,-2.0763221568719257e-15,6.2259623252864142e-31,6.574206686077772e-17,-6.6893173049855646e-17,6.2992075036463876e-30,4.0785887748215453e-25,1.3338465877768857e-20,4.0499795403460539e-22,4.358571066708418e-46,-1.2306793124217933e-29,2.3817386759150872e-26,-2.0454414329806573e-38,1.0720345416920975e-15,-1.8409840301078029e-30,-6.1223729291105312e-30,-2.4925884795425736e-19,5.8512028732646172e-16,2.9084651710438139e-47,6.5933845960845438e-20,5.1199360532642543e-21,1.4098982791903679e-23,1.1752764608264774e-33,0.88129999999999997,0.0,0.0,0.0,0.0097504244045613451,0.10875808322928535,9.9999999999933855e-05,6.0956964077275108e-06,6.6183935256259563e-05,2.268478705785002e-05,1.0639676329340735e-10,4.3895340360516117e-05,3.4366847176638554e-10,7.1538498706666385e-07,1.290826338650361e-12,1.3177378400545036e-14
1.3712524188173118e-07,0.001677793105276518,8.0099079289075316e-18,4.1096545479851751e-13,3.2440077982146802e-16,1.2189101087630619e-15,2.9570931376756145e-07,1.3655883067138287e-08,1.9697600905404675e-38,9.342435286613093e-31,4.1151274981957323e-30,-2.0758980262418245e-15,6.384698650542662e-31,6.6145548297037967e-17,-6.7317236213213093e-17,6.5283874860063745e-30,4.1705773215158786e-25,1.3631208877488226e-20,4.185826391143122e-22,4.3536621345167081e-46,-1.2306809022888431e-29,2.382031796594888e-26,-2.0452857795617492e-38,1.0720345070817333e-15,-1.8626931024679327e-30,-6.161709285548481e-30,-2.4925884795416347e-19,6.3578688237883993e-16,2.4956683886725724e-47,6.5933836857365085e-20,5.1436707857668963e-21,1.4325135409052595e-23,1.1752764608247865e-33,0.88129999999999997,0.0,0.0,0.0,0.0097496582546855205,0.10875783526552939,9.9999999999933448e-05,6.1287838737217635e-06,6.6548389853085104e-05,2.2808858672740892e-05,1.0698243982424863e-10,4.4135937976749321e-05,3.4364146729768717e-10,7.1932300312866097e-07,1.2979015711943592e-12,1.32499165845517e-14
1.3789519014056428e-07,0.0016777926951820545,8.0812743807550657e-18,4.1459924585369896e-13,3.0136546142328161e-16,1.2485547862093978e-15,2.9885429755001336e-07,1.3957100203590967e-08,-5.1426819611186921e-40,-2.2768797772489544e-30,4.1858347840184523e-30,-2.0754733993023408e-15,6.5542213259989617e-31,6.6549380364277445e-17,-6.7741794810259171e-17,6.7604111135119726e-30,4.2640443868901466e-25,1.3928569921579685e-20,4.3254018130217502e-22,4.3486628918542603e-46,-1.2306796648884813e-29,2.3823271356373665e-26,-2.0451228924388038e-38,1.072034472478782e-15,-1.8845442393817274e-30,-6.2010885883339409e-30,-2.4925884795406901e-19,6.8769205057644518e-16,9.3250550446696478e-48,6.5933827754032006e-20,5.1673475810705107e-21,1.4553544930000215e-23,1.1752764608230746e-33,0.88129999999999997,0.0,0.0,0.0,0.0097488923926302012,0.108757587382625,9.9999999999933042e-05,6.1618567466614843e-06,6.6912720919701146e-05,2.2932880112064692e-05,1.0756791545378246e-10,4.4376437422323742e-05,3.4361447297259608e-10,7.2325966836756978e-07,1.3049739168425925e-12,1.3322429886421733e-14
1.3858814357351406e-07,0.0016777923262401135,8.1394059814148501e-18,4.1756244107246572e-13,2.0955422384283323e-16,1.2756819468893389e-15,3.0169660164049806e-07,1.4232334086218584e-08,2.1396379861811e-38,-1.2715385475334119e-29,4.2501485691455416e-30,-2.0750908111837716e-15,6.7491656412455008e-31,6.6913044950404998e-17,-6.812432066135952e-17,6.9766934394520249e-30,4.3494403634191423e-25,1.4200178429104499e-20,4.4542731981852756e-22,4.3440867097041678e-46,-1.2306805738801165e-29,2.3825939677385039e-26,-2.0449694115804843e-38,1.0720344413409945e-15,-1.904331882793057e-30,-6.2365646008112036e-30,-2.4925884795398345e-19,7.35484335438121e-16,6.2047883970012454e-48,6.5933819561155405e-20,5.188607243118617e-21,1.4761049826432133e-23,1.1752764608215154e-33,0.88129999999999997,0.0,0.0,0.0,0.0097482033634071728,0.10875736435733797,9.9999999999932676e-05,6.1916098604165648e-06,6.7240513007532329e-05,2.3044456408781816e-05,1.0809467134386234e-10,4.4592802797116147e-05,3.4359018677184088e-10,7.2680150939970388e-07,1.3113365540336566e-12,1.3387670533607175e-14
1.3928109700646384e-07,0.0016777919574340221,8.1889478915632887e-18,4.2009239821747314e-13,2.0605762640034424e-16,1.3032343613120596e-15,3.0455006011651713e-07,1.451152492460145e-08,3.9396088224141723e-38,-1.1652743502114764e-29,4.3151038293157631e-30,-2.0747078219343273e-15,6.9516074551579081e-31,6.7276914322944826e-17,-6.85072469155718e-17,7.2005236342547242e-30,4.4360553074358448e-25,1.4475592813941513e-20,4.5862876519697323e-22,4.3394373905180444e-46,-1.2306837452690414e-29,2.3828617471633114e-26,-2.0448155415967938e-38,1.072034410207737e-15,-1.9242348829088496e-30,-6.2720730670102545e-30,-2.4925884795389741e-19,7.8431441158489898e-16,1.7173382677959863e-47,6.5933811368393011e-20,5.2098201301446886e-21,1.4970395213349405e-23,1.1752764608199387e-33,0.88129999999999997,0.0,0.0,0.0,0.009747514568323545,0.10875714139791146,9.999999999993231e-05,6.221351163426234e-06,6.7568204564198576e-05,2.3155991879845718e-05,1.086212637495339e-10,4.4809088299475314e-05,3.4356590882282894e-10,7.3034225119286768e-07,1.3176968424232345e-12,1.3452890932830845e-14
1.3997405043941362e-07,0.001677791588764065,8.2308646961316329e-18,4.2223672779344169e-13,1.7093826277426597e-16,1.3312180368071903e-15,3.0741463219955704e-07,1.4794707828169651e-08,5.4148065398265452e-38,-2.1279160086044842e-29,4.3806997504078961e-30,-2.0743244319718759e-15,7.1537630660804365e-31,6.7641012246949338e-17,-6.8890573146608149e-17,7.4330544294003355e-30,4.5238993099781752e-25,1.4754843931303744e-20,4.7215045840810664e-22,4.3347143558585144e-46,-1.23068979591423e-29,2.3831306968727749e-26,-2.0446679774383863e-38,1.0720343790787672e-15,-1.9442533705240815e-30,-6.3076141714419766e-30,-2.4925884795381088e-19,8.3419854097164382e-16,3.072852650831915e-47,6.5933803175742322e-20,5.2309863153884009e-21,1.5181586919612622e-23,1.1752764608183445e-33,0.88129999999999997,0.0,0.0,0.0,0.0097468260078539138,0.10875691850452102,9.9999999999931944e-05,6.2510806602516043e-06,6.7895795367214554e-05,2.3267486438489721e-05,1.0914769231500777e-10,4.5025293761874367e-05,3.4354163914228722e-10,7.3388189135482065e-07,1.3240547770848784e-12,1.3518091040027719e-14
1.406670038723634e-07,0.0016777912202305214,8.2755366214669505e-18,4.2452079993750687e-13,2.2506912043594183e-16,1.3596485342294963e-15,3.1029027628430619e-07,1.5081918001392644e-08,3.3300317536522502e-38,-4.9151930272322367e-30,4.446938665347528e-30,-2.0739406417166294e-15,7.329609232153358e-31,6.8005394652554052e-17,-6.9274298927619248e-17,7.66913633816139e-30,4.6129824596645298e-25,1.5037962853118552e-20,4.8599841862492578e-22,4.3299158079428964e-46,-1.2306942601991893e-29,2.383401416063285e-26,-2.0445268731933323e-38,1.0720343479556506e-15,-1.964387478632832e-30,-6.3431891403955109e-30,-2.4925884795372388e-19,8.8515338371971275e-16,2.991622790676158e-47,6.5933794983200989e-20,5.2521058723792074e-21,1.5394630745201309e-23,1.1752764608167325e-33,0.88129999999999997,0.0,0.0,0.0,0.0097461376824718379,0.10875669567734279,9.9999999999931578e-05,6.2807983554538683e-06,6.8223285194898243e-05,2.3378939998032593e-05,1.0967395668579168e-10,4.5241419016953197e-05,3.4351737774690925e-10,7.3742042750193776e-07,1.330410353097045e-12,1.358327081129147e-14
1.4135995730531318e-07,0.0016777908518336862,8.3072477307997937e-18,4.2614825590718858e-13,5.9984159115710769e-17,1.3885141365306489e-15,3.1317695241545215e-07,1.537319074396881e-08,8.4928229240394652e-38,-4.7066818583978593e-29,4.5138217059859831e-30,-2.0735564515849118e-15,7.5582010149269405e-31,6.8369980943097011e-17,-6.9658423831198878e-17,7.9181973620184648e-30,4.703314878315963e-25,1.5324980664575088e-20,5.0017874436324768e-22,4.3250424520202899e-46,-1.2307047808337223e-29,2.3836730773804878e-26,-2.0443934382533488e-38,1.0720343168357008e-15,-1.984637339501907e-30,-6.3787959643778986e-30,-2.4925884795363639e-19,9.3719569831895586e-16,3.7836261810300931e-47,6.5933786790766582e-20,5.2731788736002601e-21,1.5609532461027179e-23,1.175276460815103e-33,0.88129999999999997,0.0,0.0,0.0,0.0097454495926515908,0.10875647291655108,9.9999999999931212e-05,6.3105042535942902e-06,6.855067382459333e-05,2.3490352471875848e-05,1.102000565058307e-10,4.5457463897516797e-05,3.4349312465340764e-10,7.4095785724027698e-07,1.3367635655430457e-12,1.3648430202525722e-14
1.4198361539496798e-07,0.0016777905203936392,8.3340809813055414e-18,4.2752641183506412e-13,1.6627725454236496e-16,1.4148788648157649e-15,3.1578435839051529e-07,1.5638838959830793e-08,7.642964808218712e-38,-9.6746616283205656e-30,4.5745692297840722e-30,-2.0732103389210441e-15,7.7362542430289422e-31,6.8698332098417603e-17,-7.0004477140519202e-17,8.1461996481641421e-30,4.7856905469435779e-25,1.5586655940234781e-20,5.1323031467377922e-22,4.3205907227862679e-46,-1.2307134187892594e-29,2.3839189022865789e-26,-2.0442802980525537e-38,1.0720342888326227e-15,-2.0029612923979128e-30,-6.4108704397644278e-30,-2.4925884795355724e-19,9.8497762446339405e-16,4.8070254402263351e-47,6.5933779417665035e-20,5.2921048302127326e-21,1.5804537247812124e-23,1.1752764608136206e-33,0.88129999999999997,0.0,0.0,0.0,0.0097448305136091165,0.10875627248874466,9.9999999999930887e-05,6.3372294792027432e-06,6.8845236884402687e-05,2.3590588498560657e-05,1.1067340536093863e-10,4.5651835431763482e-05,3.4347130398112801e-10,7.4414059606142872e-07,1.3424794318357495e-12,1.3707056193537275e-14
1.4254490767565731e-07,0.0016777902221926455,8.370888353113749e-18,4.2940690298917286e-13,2.550688767520525e-16,1.4389370430658002e-15,3.1813860939515056e-07,1.5880781773700357e-08,3.184777214104891e-38,-8.6478625385536738e-30,4.6296938857833997e-30,-2.072898561135718e-15,7.8654241545775021e-31,6.8994091240093192e-17,-7.0316200976697952e-17,8.3503756159798056e-30,4.860706949283165e-25,1.5824904279365631e-20,5.2521495271137821e-22,4.3165290182596321e-46,-1.2307168439567576e-29,2.3841418965389587e-26,-2.0441797170568454e-38,1.0720342636350087e-15,-2.0195331883442027e-30,-6.439761992294417e-30,-2.4925884795348564e-19,1.0287568620641488e-15,3.9282193085657543e-47,6.5933772781944575e-20,5.3091060442965726e-21,1.5981335658419876e-23,1.1752764608122744e-33,0.88129999999999997,0.0,0.0,0.0,0.0097442735062202423,0.10875609214992285,9.9999999999930589e-05,6.3612740181024596e-06,6.9110273267925806e-05,2.3680772356688297e-05,1.1109930491418089e-10,4.5826713932999983e-05,3.4345167114708168e-10,7.4700429168594582e-07,1.3476220682532191e-12,1.375980541468827e-14
1.4310619995634664e-07,0.0016777899240818432,8.4119906739195879e-18,4.3150472588578485e-13,1.8963671431885639e-16,1.4633018776716599e-15,3.2050002453211025e-07,1.6125453107375517e-08,2.793580099501993e-38,-1.7485076288974585e-29,4.6852503393927732e-30,-2.0725865217398125e-15,8.0191955860641091e-31,6.9290026142675654e-17,-7.0628185915429959e-17,8.5575477572181918e-30,4.9365610443454328e-25,1.6065766299530119e-20,5.3742876116731888e-22,4.3124153672912475e-46,-1.2307195566778947e-29,2.3843660060485483e-26,-2.0440753445770516e-38,1.0720342384410925e-15,-2.0361812701341315e-30,-6.4686756110267835e-30,-2.4925884795341371e-19,1.0732806639528032e-15,2.3586361860714146e-47,6.5933766146290053e-20,5.3260768433377953e-21,1.6159363197290555e-23,1.1752764608109162e-33,0.88129999999999997,0.0,0.0,0.0,0.0097437166542227657,0.10875591185496908,9.9999999999930291e-05,6.3853108250602099e-06,6.9375242862691782e-05,2.3770929104800245e-05,1.1152509587765766e-10,4.6001539403796296e-05,3.4343204378947885e-10,7.4986725717291175e-07,1.3527631452092873e-12,1.3812541186718897e-14
1.4366749223703597e-07,0.0016777896260613888,8.4512159155734559e-18,4.3350762342494222e-13,1.9669257947169611e-16,1.4879691610502967e-15,3.2286858186727562e-07,1.6372871897238055e-08,3.8430014487653287e-38,-1.0899416672791483e-29,4.7412404885189504e-30,-2.0722742209567444e-15,8.1908246625392591e-31,6.95861011122302e-17,-7.0940431728514652e-17,8.7685371679028664e-30,5.0132582574519455e-25,1.6309258603436645e-20,5.4987513526202725e-22,4.3082500103409075e-46,-1.2307224553774771e-29,2.3845908584786555e-26,-2.0439663269536857e-38,1.0720342132506254e-15,-2.0529056091569434e-30,-6.4976104033425081e-30,-2.4925884795334144e-19,1.1185585008508425e-15,1.8904553705443799e-47,6.5933759510700123e-20,5.3430172658150951e-21,1.6338622876172575e-23,1.1752764608095462e-33,0.88129999999999997,0.0,0.0,0.0,0.0097431599578674932,0.10875573160397613,9.9999999999929992e-05,6.4093399025001771e-06,6.9640145551121073e-05,2.3861058697041555e-05,1.1195077806336098e-10,4.6176311755622463e-05,3.4341242191716435e-10,7.5272949125807585e-07,1.3579026601005609e-12,1.3865263486341685e-14
1.442287845177253e-07,0.0016777893281314314,8.5024202889513384e-18,4.3611528614225766e-13,3.5669607219890094e-16,1.5129559439392733e-15,3.2524425855324842e-07,1.662305711825802e-08,2.7262321117681256e-39,1.138019842113361e-29,4.7976674785961512e-30,-2.0719616590119856e-15,8.3314852372214105e-31,6.9882383869696679e-17,-7.1252938187515501e-17,8.9776536605729825e-30,5.0908040020815582e-25,1.6555397817612839e-20,5.6255750525706714e-22,4.304031220301128e-46,-1.2307207498865821e-29,2.384817164158608e-26,-2.0438509560095562e-38,1.0720341880652421e-15,-2.069706277128681e-30,-6.5265679454609052e-30,-2.4925884795326893e-19,1.1646000124596924e-15,1.3478776268563009e-47,6.5933752875173568e-20,5.3599273509325659e-21,1.651911769453431e-23,1.1752764608081639e-33,0.88129999999999997,0.0,0.0,0.0,0.0097426034174039524,0.10875555139703756,9.9999999999929694e-05,6.433361252846566e-06,6.9904981216778673e-05,2.3951161087596802e-05,1.1237635128512565e-10,4.6351030900024541e-05,3.4339280553893642e-10,7.5559099268964253e-07,1.3630406103258832e-12,1.391797229049858e-14
1.4479007679841463e-07,0.0016777890302921246,8.5650547361378073e-18,4.3930024866625229e-13,3.4476090793926821e-16,1.5382637393701744e-15,3.2762703283507778e-07,1.6876027783678688e-08,-1.926990483189234e-38,1.7178559507510001e-30,4.8545348207067909e-30,-2.0716488361287932e-15,8.4795673549592632e-31,7.017886103560863e-17,-7.1565705063757286e-17,9.1873048592429949e-30,5.1692037085569967e-25,1.6804200655873358e-20,5.7547933666429391e-22,4.2997586270334324e-46,-1.2307164120340673e-29,2.3850447969018801e-26,-2.0437256623047203e-38,1.072034162884199e-15,-2.086583346683718e-30,-6.5555479663298108e-30,-2.4925884795319603e-19,1.2114150180965009e-15,1.0699062116476045e-49,6.5933746239709136e-20,5.3768071373247302e-21,1.6700850639553183e-23,1.1752764608067694e-33,0.88129999999999997,0.0,0.0,0.0,0.0097420470330821483,0.10875537123424583,9.9999999999929396e-05,6.4573748785236137e-06,7.0169749742654054e-05,2.4041236230685443e-05,1.1280181535586272e-10,4.6525696748622847e-05,3.4337319466360099e-10,7.5845176020979095e-07,1.3681769932862801e-12,1.3970667576020543e-14
1.4529523985103502e-07,0.0016777887623143682,8.613015345356025e-18,4.4174215049740174e-13,1.9656544463714364e-16,1.5612977511442388e-15,3.2977758073896043e-07,1.7106098682948249e-08,1.4664699292694821e-38,-1.5419881843045499e-29,4.9060919008356203e-30,-2.0713670726150168e-15,8.6614891957757558e-31,7.0445763689110405e-17,-7.1847417719931458e-17,9.3829758766775217e-30,5.2404980812020795e-25,1.7030414272116682e-20,5.8731661719639488e-22,4.2958686520705146e-46,-1.2307159211190888e-29,2.3852498197288461e-26,-2.0436060480908956e-38,1.0720341402230743e-15,-2.1018380904811876e-30,-6.5816468765748737e-30,-2.4925884795313012e-19,1.2542178140427438e-15,-1.9643481194819976e-48,6.5933740267843246e-20,5.3919730709102344e-21,1.6865471347360447e-23,1.1752764608055043e-33,0.88129999999999997,0.0,0.0,0.0,0.0097415464209010347,0.10875520912555445,9.9999999999929125e-05,6.4789805390443235e-06,7.0407983913949439e-05,2.4122280525073122e-05,1.1318463953953225e-10,4.6682850371460488e-05,3.4335554958807917e-10,7.6102582243563589e-07,1.3727983957927569e-12,1.4018081755252827e-14
