Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726),C7H9(2388),C7H9(1587),S(859),S(1111)
1.8933730094917083e-09,0.0034437102304083825,1.5518188265740767e-17,1.9147573048627755e-13,1.7187571790811896e-14,2.5990443233472442e-15,4.4590472395678327e-10,1.8132322319105223e-14,4.804527161151492e-28,3.1425548019392236e-25,1.4980248406838284e-29,5.7019923138898626e-15,5.6641134104934556e-16,2.3403091468902929e-17,1.3999708961888552e-18,-6.4895954300328523e-30,2.7689067279610651e-28,2.4639422876004762e-25,3.8753108769362141e-29,-8.4958957648532976e-38,1.7368409811289767e-23,-2.7784046706307514e-15,9.9223763686909403e-21,-1.4390153348433207e-15,5.2569695461243676e-10,1.0562117797827321e-18,7.7929322769901024e-19,1.2895606118618509e-15,9.7554134251548661e-37,-2.6627526504470416e-19,3.2159120990408418e-22,5.7294133755166131e-28,9.7290807656678395e-33,0.88129999999999997,0.0,0.0,0.0,0.0098859860570113933,0.10880247657710973,9.9999999999978023e-05,2.9103777240877673e-07,1.7395631492400564e-06,1.2282603777272173e-06,9.3094687133361746e-13,5.1676297956834792e-07,8.3095054469850237e-11,6.1844657732828766e-09,1.0762921001850952e-14,8.345746770350382e-17,2.7882436689409406e-11,2.6436094986375255e-10,1.0613362028155722e-07,5.8154132029769118e-09,1.7033822164810136e-19,1.9518141277962718e-15,1.6732693016182138e-19,2.1574644684695514e-16,1.1905259326684426e-07,2.4829913761085475e-17,3.5250098577077434e-18,1.4396199071780299e-19,9.4115635704001783e-21,5.8238969926830589e-22,2.2766205954819583e-10,5.2531766870900657e-10,2.2536761796424096e-13,1.5126624920533124e-13,1.484261797017132e-16,2.6531713031069774e-15,2.1627769948494835e-15,1.4030683361847901e-12,6.3757170150855787e-21,3.2053772115923945e-14,4.3960716203887898e-13,7.8573475003556033e-13,6.9748926932555583e-16,5.2314223944881603e-16,1.6433189061875522e-15,1.0512140933108903e-21,1.2146443631163745e-18,4.5637045807936054e-19,1.3828637044954176e-26,1.5677702658926225e-22,7.8307524843954229e-27,4.3005764336651231e-23,1.6667747554134383e-19,3.1222333641944702e-13,9.0476095348604928e-19
1.9198717352458533e-09,0.0034437102038549577,1.5956396935404306e-17,1.963839549552345e-13,1.7424862875315843e-14,2.6192955944079514e-15,4.5839513422215552e-10,1.9154450248231807e-14,4.7211392407803427e-28,-2.7912888457641814e-25,1.508119068126207e-29,5.6784926849720373e-15,5.4781518118621998e-16,2.3899447308699793e-17,1.4218933441044e-18,-6.4361322888455754e-30,2.8518688844272217e-28,2.5669029245899939e-25,3.9640521613804378e-29,-8.6380797462589714e-38,1.8085883626525052e-23,-2.7566087260647862e-15,1.0190691699099425e-20,-1.4564484605558891e-15,5.4267744825081756e-10,1.1056433694165605e-18,7.8684479417371386e-19,1.297208983608975e-15,9.7504199787475495e-37,-2.7250307596014131e-19,3.3624664646672267e-22,6.1394620327167365e-28,9.8283933036478344e-33,0.88129999999999997,0.0,0.0,0.0,0.0098859298256061164,0.10880246883621739,9.9999999999977535e-05,2.9510693272357434e-07,1.7638948597744997e-06,1.2450179908843011e-06,9.4396820243240278e-13,5.2440356929493839e-07,8.3094613538750696e-11,6.2710471459485352e-09,1.0922055986021987e-14,8.4625856778791535e-17,2.9078665252591591e-11,2.7212148995188782e-10,1.0761922127967163e-07,5.9792770603690357e-09,1.7424426879094453e-19,2.01817447946431e-15,1.7441285299237774e-19,2.2758188058040983e-16,1.2071906152670567e-07,2.6526205987141845e-17,3.7967911028319466e-18,1.5566843863020466e-19,1.0312157462890522e-20,6.3946539996276708e-22,2.3145161274394304e-10,5.4228583070455784e-10,2.3264802714149482e-13,1.5615543850612994e-13,1.5042868118859073e-16,2.8152696372589531e-15,2.1961247423726441e-15,1.4384041386205773e-12,6.9066383640765555e-21,3.2560145040267368e-14,4.4724139305624297e-13,8.1150172468373651e-13,7.2036794542746754e-16,5.403021921015023e-16,1.6977198837055468e-15,1.0860138321419468e-21,1.2586954651293759e-18,4.7384268893321032e-19,1.4358069095326661e-26,1.6246417899345959e-22,8.1305543622797925e-27,4.4967974065537692e-23,1.7464614469187658e-19,3.2030248794737509e-13,9.2817268990189844e-19
1.9463704609999982e-09,0.0034437101773031344,1.6400783093241655e-17,2.0135553201174285e-13,1.763988752119939e-14,2.6397144207862301e-15,4.7105787377347682e-10,2.021917369393085e-14,4.6380147657441219e-28,5.5486714670428441e-25,1.5177229503937373e-29,5.6544796673601263e-15,5.2972392980321376e-16,2.4399546676121277e-17,1.443734966033245e-18,-6.3796786297647212e-30,2.9358908585214117e-28,2.6729130026192871e-25,4.0552591894680348e-29,-8.7796067852310682e-38,1.8822652388019855e-23,-2.7348757323998967e-15,1.0462671496328656e-20,-1.4737445681013594e-15,5.5993829428399069e-10,1.1565968715956959e-18,7.9448483609939036e-19,1.3046894276034285e-15,9.7402550282207964e-37,-2.7876566180104916e-19,3.5134247158154227e-22,6.5725334423340673e-28,9.9255331889034648e-33,0.88129999999999997,0.0,0.0,0.0,0.0098858735927143358,0.10880246109533692,9.9999999999977047e-05,2.9917598093960204e-07,1.7882261639100039e-06,1.2617751337690625e-06,9.5698931438983421e-13,5.3204394230143351e-07,8.3094172594962553e-11,6.3576270616144678e-09,1.1081186456438192e-14,8.5794226192314756e-17,3.0308552959166075e-11,2.8000277378479989e-10,1.0910481316633625e-07,6.1454160567692897e-09,1.7819553578462529e-19,2.0857601171566335e-15,1.816970801926838e-19,2.3988981482280436e-16,1.2238552061713063e-07,2.8312873678960079e-17,4.0852197719570709e-18,1.6814602006528514e-19,1.1284813790299747e-20,7.0124790230666722e-22,2.3524213072105063e-10,5.5953413672689312e-10,2.4004865021239968e-13,1.6112540286435194e-13,1.524312013689511e-16,2.9847487523174127e-15,2.2293334123310679e-15,1.4740748922394559e-12,7.4737098688663328e-21,3.3066789260558948e-14,4.5488190903873843e-13,8.3771245417922046e-13,7.4364073623158005e-16,5.5775774921455173e-16,1.7530673642680345e-15,1.121419039051905e-21,1.3038698837106752e-18,4.9178116463451575e-19,1.4901628990881788e-26,1.6829638353506545e-22,8.4383564254988239e-27,4.699690410886166e-23,1.8289767446210002e-19,3.2846622311644447e-13,9.5182953042206014e-19
1.9728691867541432e-09,0.0034437101507529076,1.6851379107745321e-17,2.0639157213723609e-13,1.7864293129237491e-14,2.6603306261323963e-15,4.8389290479871334e-10,2.1327659036808743e-14,4.5552492400612827e-28,-5.4997895428941424e-25,1.5268483029542622e-29,5.6302035838096586e-15,5.1234582083620961e-16,2.4903344457589213e-17,1.4654941635881292e-18,-6.3237841909422405e-30,3.0209633469488017e-28,2.7820376657840329e-25,4.1490860042177311e-29,-8.9205794339798909e-38,1.9578979317022111e-23,-2.7134327473319153e-15,1.0738334445671293e-20,-1.4909047293255801e-15,5.7747956120650523e-10,1.2090943562185188e-18,8.0222294465828007e-19,1.3120081346050463e-15,9.7251038252979485e-37,-2.8506203590631878e-19,3.6688547708582385e-22,7.0295799915695042e-28,1.0020559874119284e-32,0.88129999999999997,0.0,0.0,0.0,0.0098858173583364958,0.10880245335446809,9.9999999999976559e-05,3.0324491705869679e-07,1.8125570611602517e-06,1.2785318059013864e-06,9.7001020694567802e-13,5.3968409836393651e-07,8.3093731638489596e-11,6.4442055185496036e-09,1.1240312408436333e-14,8.6962575920713192e-17,3.1572564815206676e-11,2.8800515419274032e-10,1.1059039594133177e-07,6.3138301286553851e-09,1.8219215430516444e-19,2.1545750266194491e-15,1.8918236660069153e-19,2.526820713795615e-16,1.2405197054120358e-07,3.0193390975089749e-17,4.3910523634304585e-18,1.8143375309905349e-19,1.2334185167397839e-20,7.6805371705493238e-22,2.390335368584523e-10,5.7706265499859721e-10,2.4756951644855367e-13,1.661761620046693e-13,1.5443373753018223e-16,3.1618316444741166e-15,2.262400696102522e-15,1.5100772882324699e-12,8.0788540519711137e-21,3.3573689407947465e-14,4.625283612261036e-13,8.6436729210948207e-13,7.6730795599267477e-16,5.7550914649981934e-16,1.8093621300972124e-15,1.1574302144199249e-21,1.3501865516288287e-18,5.1019404635267459e-19,1.5459564026020728e-26,1.7427608537405919e-22,8.7542987096360947e-27,4.9094148761454045e-23,1.9143907345636089e-19,3.3671391199905881e-13,9.7572964959132713e-19
1.999367912508288e-09,0.0034437101242042836,1.7307909485992981e-17,2.114826693316773e-13,1.8023591232102974e-14,2.6811711090621615e-15,4.9690030751446934e-10,2.2481088430811966e-14,4.4728187061584021e-28,1.0627226605836852e-24,1.5355046557551795e-29,5.6052967792351808e-15,4.9527879063452032e-16,2.5410860265537787e-17,1.4871690000254664e-18,-6.2687258773381853e-30,3.1070771156028874e-28,2.894343150149466e-25,4.2456871653940465e-29,-9.0603815976102506e-38,2.0355129013479202e-23,-2.6918931277799536e-15,1.1017699914609036e-20,-1.5079293175617285e-15,5.9530131205415586e-10,1.2631578114015983e-18,8.1006803973783392e-19,1.3191700346730549e-15,9.7051470730199079e-37,-2.9139115608532555e-19,3.8288248687165202e-22,7.5115801691864477e-28,1.0113523572749416e-32,0.88129999999999997,0.0,0.0,0.0,0.0098857611224730524,0.10880244561361058,9.9999999999976044e-05,3.0731374108269549e-07,1.836887551028602e-06,1.2952880068003511e-06,9.8303087983417659e-13,5.4732403725936666e-07,8.3093290669335611e-11,6.5307825149902333e-09,1.1399433837370187e-14,8.8130905940186144e-17,3.2871165792518513e-11,2.9612898398753767e-10,1.1207596960443895e-07,6.4845192124587103e-09,1.8623425602129258e-19,2.224623174433071e-15,1.9687146717337749e-19,2.659705867827583e-16,1.2571841130197629e-07,3.2171314265279868e-17,4.7150676323575981e-18,1.9557203505063504e-19,1.3465153296816355e-20,8.4021591636869636e-22,2.4282576000002157e-10,5.9487144828407181e-10,2.5521065277799143e-13,1.7130773407303612e-13,1.5643628357550102e-16,3.3467446609234027e-15,2.295323757068789e-15,1.5464080504419307e-12,8.7240674396095494e-21,3.40808309203226e-14,4.7018041934907754e-13,8.9146657235285561e-13,7.9136990144534661e-16,5.9355660652787945e-16,1.8666049198780463e-15,1.1940478307748656e-21,1.3976645797344365e-18,5.2908957828015903e-19,1.6032124010855489e-26,1.804057526748007e-22,9.0785226748486347e-27,5.1261327229005978e-23,2.0027746349685089e-19,3.4504492933824155e-13,9.9987123548950757e-19
2.025866638262433e-09,0.0034437100976572555,1.7770172241447057e-17,2.1662192988192283e-13,1.8187216545125843e-14,2.7022634723341227e-15,5.1008001417444575e-10,2.3680661857851825e-14,4.3907456028283539e-28,2.7537170482587534e-25,1.5437014677882392e-29,5.5800665058044242e-15,4.7879481086757429e-16,2.5922042334680565e-17,1.5087577514188579e-18,-6.2139502584223996e-30,3.1942230132747738e-28,3.0098969182102164e-25,4.3452223165125966e-29,-9.1986847675957972e-38,2.1151367700090645e-23,-2.6705446348082364e-15,1.1300788041077666e-20,-1.5248189418370736e-15,6.1340360414480361e-10,1.3188091320858e-18,8.1802925631117148e-19,1.326180281230773e-15,9.6805589334952294e-37,-2.9775186869950071e-19,3.9934036300168404e-22,8.0195424502009866e-28,1.0204469443570812e-32,0.88129999999999997,0.0,0.0,0.0,0.0098857048851244585,0.10880243787276425,9.9999999999975542e-05,3.1138245301343524e-07,1.8612176330208107e-06,1.3120437359843811e-06,9.9605133279085567e-13,5.5496375876535643e-07,8.3092849687504398e-11,6.61735804917495e-09,1.1558550738608376e-14,8.9299216226963965e-17,3.4204820824065896e-11,3.0437461596013928e-10,1.1356153415543867e-07,6.6574832445577768e-09,1.9032197259393158e-19,2.2959085071665546e-15,2.047671369986614e-19,2.7976742617638481e-16,1.2738484290246398e-07,3.4250293867626894e-17,5.0580698542883606e-18,2.1060285662651494e-19,1.4682868378014858e-20,9.1808702822508389e-22,2.4661873471334891e-10,6.1296057363010184e-10,2.6297208367379432e-13,1.7652013556165225e-13,1.5843883897606089e-16,3.5397179404444279e-15,2.3281001046294674e-15,1.5830639392809948e-12,9.4114324146254799e-21,3.4588200289346831e-14,4.7783777324030637e-13,9.1901060772425889e-13,8.1582685059986666e-16,6.1190033782483722e-16,1.924796425759219e-15,1.2312723308768257e-21,1.4463232794747827e-18,5.484760981776668e-19,1.6619561590741205e-26,1.8668787951858442e-22,9.4111713868086933e-27,5.3500087144836286e-23,2.0942009568910675e-19,3.5345865512187213e-13,1.0242524913954456e-18
2.052365364016578e-09,0.0034437100711118243,1.8237926714488338e-17,2.2180113873548262e-13,1.8311045455733724e-14,2.7236345510777378e-15,5.2343207289195809e-10,2.4927591459474958e-14,4.3090338315688569e-28,1.2987804113563959e-24,1.5514477439253078e-29,5.5543647452261843e-15,4.6271306892117909e-16,2.643688295856186e-17,1.530258639170273e-18,-6.1628816552596617e-30,3.2823919463779897e-28,3.1287672654374377e-25,4.4478539719078087e-29,-9.3350477192013647e-38,2.1967962751333412e-23,-2.6492211425581555e-15,1.1587619476642744e-20,-1.5415740312681889e-15,6.3178649125462332e-10,1.3760701497648139e-18,8.2611556032180664e-19,1.3330436456021612e-15,9.6515084513592625e-37,-3.0414303552182097e-19,4.162659950001372e-22,8.5544961957718767e-28,1.0293441658599561e-32,0.88129999999999997,0.0,0.0,0.0,0.0098856486462911685,0.10880243013192877,9.9999999999975041e-05,3.1545105285275316e-07,1.8855473066414181e-06,1.3287989929715875e-06,1.0090715655505895e-12,5.626032626598862e-07,8.3092408692999782e-11,6.7039321193423116e-09,1.1717663107526759e-14,9.0467506757276511e-17,3.5573994816259642e-11,3.1274240288723044e-10,1.1504708959411178e-07,6.8327221612948425e-09,1.9445543567867942e-19,2.3684349590437211e-15,2.1287213125064661e-19,2.9408474143251591e-16,1.2905126534565688e-07,3.6434044888820428e-17,5.420880993929969e-18,2.265693230633997e-19,1.5992671705945364e-20,1.0020335156465866e-21,2.5041239911070769e-10,6.3133008454174494e-10,2.7085383208834068e-13,1.8181338193831249e-13,1.6044139979580628e-16,3.740984208242804e-15,2.3607271609087024e-15,1.6200417397972135e-12,1.0143091728706692e-20,3.5095784510488987e-14,4.8550012564364585e-13,9.4699969766736757e-13,8.4067906957997915e-16,6.3054054000112214e-16,1.9839373103272145e-15,1.2691041385752798e-21,1.496182098615237e-18,5.683620073262003e-19,1.7222131335783677e-26,1.9312497759561588e-22,9.7523890011185161e-27,5.5812095736214818e-23,2.1887431031073421e-19,3.6195447288214777e-13,1.048871630859228e-18
2.078864089770723e-09,0.0034437100445679912,1.8711443716287088e-17,2.2702955075231936e-13,1.8548367727943587e-14,2.7453160852507013e-15,5.3695631525778804e-10,2.622310562606516e-14,4.2278566963916495e-28,-1.4125353466684088e-24,1.5587581201227808e-29,5.5287591230340447e-15,4.475574936384725e-16,2.6955318167363886e-17,1.5516707728876119e-18,-6.106472730063364e-30,3.371574953001425e-28,3.251023560520958e-25,4.5537594903254769e-29,-9.4700952699314946e-38,2.2805183126829616e-23,-2.628466069487032e-15,1.1878215574851798e-20,-1.5581963427790645e-15,6.5045002255731391e-10,1.4349626106262704e-18,8.3433715211709135e-19,1.3397668622241397e-15,9.6181653631265963e-37,-3.1056390221890768e-19,4.3366630834908973e-22,9.1174991396838686e-28,1.0380514967242248e-32,0.88129999999999997,0.0,0.0,0.0,0.0098855924059736196,0.10880242239110412,9.9999999999974512e-05,3.1951954060248677e-07,1.9098765714122805e-06,1.345553777279765e-06,1.0220915778575199e-12,5.7024254872136188e-07,8.3091967685825384e-11,6.7905047237835415e-09,1.1876770939510076e-14,9.1635777508064406e-17,3.6979152639698659e-11,3.2123269752625638e-10,1.1653263592023927e-07,7.0102358989643206e-09,1.9863477692495069e-19,2.4422064482667315e-15,2.2118920521783173e-19,3.0893480073156672e-16,1.3071767863451245e-07,3.8726370104645342e-17,5.8043469978165179e-18,2.4351605623230058e-19,1.7400166488653776e-20,1.0924409932284658e-21,2.5420669591044079e-10,6.4998002992140563e-10,2.7885591899778694e-13,1.8718748733955056e-13,1.6244397123846836e-16,3.950779674047508e-15,2.3932037121976344e-15,1.6573382700604024e-12,1.0921270462092094e-20,3.5603571696905871e-14,4.9316719661281465e-13,9.7543412412513066e-13,8.6592680895168396e-16,6.4947740099782674e-16,2.044028197457436e-15,1.3075436529566395e-21,1.547260668379429e-18,5.8875579243258883e-19,1.7840090404606213e-26,1.9971958229701646e-22,1.0102321139182066e-26,5.819904673850817e-23,2.2864756830567828e-19,3.7053177090851281e-13,1.0737268812168534e-18
2.105362815524868e-09,0.003443710018025754,1.9190790610045841e-17,2.3230946675146161e-13,1.8681053846161965e-14,2.7673363893463246e-15,5.5065295436957504e-10,2.7568449253175064e-14,4.1472097280739468e-28,2.9275067186499828e-24,1.5656451449491231e-29,5.5023855979529555e-15,4.3242968444920742e-16,2.7477423903379157e-17,1.5729928433578341e-18,-6.0475321542462995e-30,3.4617632045421309e-28,3.3767363912329002e-25,4.663117811148228e-29,-9.6036360457993446e-38,2.3663299427569039e-23,-2.6073963717797558e-15,1.2172598380049951e-20,-1.5746867682827024e-15,6.6939424286321266e-10,1.495508175041268e-18,8.4270339802973308e-19,1.3463551263007689e-15,9.5806992789538029e-37,-3.1701381668744988e-19,4.5154826559327711e-22,9.709638164553032e-28,1.0465762099399241e-32,0.88129999999999997,0.0,0.0,0.0,0.009885536164172256,0.10880241465028979,9.9999999999973997e-05,3.2358791626447356e-07,1.9342054268486102e-06,1.3623080884263875e-06,1.0351113694522333e-12,5.7788161672853846e-07,8.3091526665985041e-11,6.8770758607829134e-09,1.2035874229950327e-14,9.280402845617441e-17,3.8420759128642612e-11,3.2984585261520231e-10,1.1801817313360219e-07,7.1900243938126598e-09,2.0286012797410387e-19,2.5172268778881719e-15,2.2972111430173096e-19,3.2432998917572263e-16,1.3238408277195471e-07,4.1131161816499877e-17,6.2093383826468872e-18,2.6148924175108341e-19,1.8911229272653e-20,1.1897151261298217e-21,2.5800157219710007e-10,6.689104543077319e-10,2.8697836350463536e-13,1.9264246463973463e-13,1.6444654101112098e-16,4.1693440789670979e-15,2.4255278742591036e-15,1.6949503813116021e-12,1.1748278894518358e-20,3.611155020444546e-14,5.008387227072801e-13,1.0043141522013263e-12,8.9157030431139045e-16,6.6871109752786303e-16,2.1050696737664292e-15,1.3465912492732239e-21,1.5995788055688965e-18,6.0966602651281601e-19,1.8473698571115579e-26,2.0647425298699024e-22,1.0461114903361822e-26,6.0662660944821261e-23,2.3874745384418105e-19,3.791899422799355e-13,1.0988164836840328e-18
2.131861541279013e-09,0.00344370999148511,1.9675824211533063e-17,2.3763600399583453e-13,1.8855108601829884e-14,2.7897216493189555e-15,5.6452184299170988e-10,2.8964884454725655e-14,4.0671416808825736e-28,-2.4931005628646238e-25,1.5721159407201586e-29,5.4759047802510893e-15,4.1796171270428463e-16,2.800310155614405e-17,1.5942232691980758e-18,-5.9887285716840927e-30,3.5529479728256843e-28,3.5059776485439049e-25,4.7761038810586729e-29,-9.7356444570903437e-38,2.4542584012763522e-23,-2.5866568828358586e-15,1.2470790639230619e-20,-1.5910456890248215e-15,6.8861919288821532e-10,1.5577284120602934e-18,8.5122318323503342e-19,1.3528126863288828e-15,9.5392759993019159e-37,-3.2349141572153454e-19,4.6991887034141703e-22,1.0332030553447674e-27,1.0549210117354237e-32,0.88129999999999997,0.0,0.0,0.0,0.0098854799208875285,0.10880240690948571,9.9999999999973482e-05,3.2765617984055105e-07,1.9585338724581784e-06,1.3790619259286966e-06,1.0481309400713316e-12,5.8552046646043119e-07,8.3091085633482411e-11,6.9636455285856438e-09,1.219497297424494e-14,9.397225957792626e-17,3.9899279080010392e-11,3.3858222087220374e-10,1.1950370123398161e-07,7.3720875820364474e-09,2.0713162045912977e-19,2.593500136795283e-15,2.3847061401602369e-19,3.4028281058838652e-16,1.340504777608741e-07,4.3652405102362236e-17,6.6367512341020094e-18,2.8053670589723425e-19,2.0532027843848821e-20,1.2942830045114284e-21,2.6179697915159151e-10,6.8812139814424824e-10,2.9522118295308188e-13,1.9817832552876941e-13,1.6644910996175557e-16,4.396920787834484e-15,2.4576973990273895e-15,1.7328749584399985e-12,1.2626517119176152e-20,3.6619708888793775e-14,5.0851445551670193e-13,1.033640030839734e-12,9.1760977689042073e-16,6.8824179552939261e-16,2.1670622901473471e-15,1.3862472799254815e-21,1.6531565151551892e-18,6.3110137074628285e-19,1.9123218280688704e-26,2.1339157334776643e-22,1.0828918908795651e-26,6.3204687162271749e-23,2.4918167880153473e-19,3.879283849481441e-13,1.1241386935970737e-18
2.158360267033158e-09,0.0034437099649460637,2.0165469420493077e-17,2.4297244696225788e-13,1.8744370634375043e-14,2.8124895593211088e-15,5.7856334198130974e-10,3.041368677090075e-14,3.9873814532493311e-28,5.530611612809666e-24,1.5781696075076504e-29,5.4481518928095972e-15,4.0298087757200499e-16,2.8532427246659544e-17,1.61535918612374e-18,-5.9467329905558853e-30,3.6451205479459832e-28,3.6388201957722541e-25,4.892882976256099e-29,-9.8640201407142928e-38,2.5443310638240365e-23,-2.5650785600280272e-15,1.2772815623631492e-20,-1.6072712993689785e-15,7.0812491043126187e-10,1.6216448212163164e-18,8.5990336617821071e-19,1.3591402534862639e-15,9.4940482784488827e-37,-3.2999498465927371e-19,4.8878516198506545e-22,1.0985817664055665e-27,1.0630850083919198e-32,0.88129999999999997,0.0,0.0,0.0,0.0098854236761199196,0.10880239916869129,9.9999999999972968e-05,3.317243313325572e-07,1.9828619077174065e-06,1.3958152893037203e-06,1.0611502894346397e-12,5.9315909769619835e-07,8.309064458832163e-11,7.0502137253431577e-09,1.2354067167794309e-14,9.5140470848374056e-17,4.1415177261651095e-11,3.4744215499990413e-10,1.2098922022115872e-07,7.5564253997917473e-09,2.1144938600660767e-19,2.6710301038179991e-15,2.4744045995857302e-19,3.5680586009008942e-16,1.3571686360413511e-07,4.6294157777767871e-17,7.0875017619133194e-18,3.0070757620064628e-19,2.2268964337391026e-20,1.4065890535715689e-21,2.6559287087256659e-10,7.076128989568053e-10,3.0358439343456567e-13,2.0379508085265585e-13,1.6845166119488688e-16,4.6337559809716137e-15,2.4897080498280563e-15,1.77110891218567e-12,1.3558456785601251e-20,3.712803669012767e-14,5.1619415691861379e-13,1.063411997176755e-12,9.4404543742466167e-16,7.0806965306833104e-16,2.230006571442541e-15,1.4265120806494391e-21,1.7080139483510596e-18,6.5307055448124762e-19,1.9788914044310614e-26,2.204741459436888e-22,1.1205882940314843e-26,6.5826896153074319e-23,2.5995805517850579e-19,3.9674650061899247e-13,1.1496917771716956e-18
2.184858992787303e-09,0.003443709938408608,2.0659669738439045e-17,2.483168754747361e-13,1.8853914410652562e-14,2.8356654315955357e-15,5.9277694000485835e-10,3.191614936561415e-14,3.9080141681710258e-28,-4.1105294676736542e-25,1.5838111070917847e-29,5.4207131980973124e-15,3.8904868836052559e-16,2.9065223229089883e-17,1.6363988916107068e-18,-5.8959933217073798e-30,3.7382722964051399e-28,3.7753380662240936e-25,5.0136364734110201e-29,-9.9890864417993139e-38,2.6365755003299322e-23,-2.5442339874717438e-15,1.307869734926246e-20,-1.6233636900838482e-15,7.2791142961685044e-10,1.6872788087533988e-18,8.6875263463433432e-19,1.3653414947894238e-15,9.4451577069238079e-37,-3.3652288197395064e-19,5.0815422869043052e-22,1.1672173447439617e-27,1.071069031137168e-32,0.88129999999999997,0.0,0.0,0.0,0.0098853674298698801,0.10880239142790681,9.9999999999972425e-05,3.3579237074232992e-07,2.0071895321369366e-06,1.4125681780685063e-06,1.0741694172803001e-12,6.0079751021516013e-07,8.3090203530506407e-11,7.136780449291471e-09,1.2513156806002212e-14,9.6308662243713316e-17,4.2968918402413588e-11,3.5642600768004173e-10,1.2247473009491477e-07,7.7430377831810465e-09,2.1581355623716867e-19,2.7498206451447635e-15,2.5663340783701352e-19,3.7391185414952339e-16,1.3738324030456785e-07,4.9060575706173772e-17,7.5625333775665113e-18,3.2205274910910478e-19,2.4128762889898778e-20,1.5271015701287543e-21,2.6938920513356849e-10,7.2738499059568266e-10,3.120680094623693e-13,2.0949274039428829e-13,1.704542172070103e-16,4.8800996084855967e-15,2.5215574161320844e-15,1.8096491876247387e-12,1.4546667143684772e-20,3.7636524559501268e-14,5.2387760343681419e-13,1.0936302732339337e-12,9.7087748321359802e-16,7.281948181324094e-16,2.2939030091219429e-15,1.4673859658331472e-21,1.7641714517212768e-18,6.7558239807886893e-19,2.0471053130779642e-26,2.277245985831993e-22,1.159215834441969e-26,6.8531088267156603e-23,2.7108452995375741e-19,4.0564369599504602e-13,1.1754740151032149e-18
2.211357718541448e-09,0.0034437099118727462,2.1159479353085841e-17,2.5370529580327826e-13,1.9063959211132374e-14,2.8592930966369584e-15,6.0716271538047361e-10,3.3473863368834535e-14,3.8293574377853449e-28,7.5871402427468559e-25,1.589066754203044e-29,5.3933946209837827e-15,3.7591034973784576e-16,2.9601503966295445e-17,1.6573426105088211e-18,-5.8425090467001078e-30,3.8323929885408457e-28,3.9156222938454176e-25,5.1386269588655407e-29,-1.011259541080244e-37,2.7310254848221785e-23,-2.5238953769872675e-15,1.3388465734838886e-20,-1.6393264834206216e-15,7.4797878816407245e-10,1.7546563236518233e-18,8.7778484401807471e-19,1.371426281320706e-15,9.3927876650206941e-37,-3.4307513679196835e-19,5.2803474610439791e-22,1.2392561447562831e-27,1.0788881561739374e-32,0.88129999999999997,0.0,0.0,0.0,0.0098853111821379167,0.10880238368713181,9.9999999999971897e-05,3.3986029807210622e-07,2.0315167451598402e-06,1.4293205916353749e-06,1.0871883233102927e-12,6.0843570374890819e-07,8.3089762460041072e-11,7.2233456984473685e-09,1.2672241883278351e-14,9.747683373718117e-17,4.4561068014040533e-11,3.6553420808628143e-10,1.2396023085498364e-07,7.9319246543875325e-09,2.2022429132427249e-19,2.8298764526680755e-15,2.6605281135317367e-19,3.9161640384522976e-16,1.3904960786557823e-07,5.1956828263299934e-17,8.0630253284366383e-18,3.446362057499883e-19,2.6119983878123911e-20,1.6564169431641808e-21,2.7318593435543388e-10,7.4743771044517019e-10,3.2067204706744349e-13,2.1527131496010913e-13,1.7245677629847359e-16,5.1362596691921745e-15,2.5532459955980186e-15,1.8484921054504865e-12,1.5594387975568382e-20,3.8145162381266106e-14,5.3156454069715112e-13,1.1242951132707055e-12,9.9810614021379399e-16,7.4861746020404152e-16,2.3587521659937249e-15,1.5088692954989607e-21,1.8216539605126266e-18,6.9864773605117907e-19,2.1169963840373209e-26,2.3514615192543675e-22,1.1987931027951332e-26,7.131948785386192e-23,2.8257092809393796e-19,4.1461925466535639e-13,1.2014833313285048e-18
