Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726),C7H9(2388),C7H9(1587),S(859),S(1111)
1.0050009532694267e-10,0.0034437119921339886,-6.0662205264610323e-20,-2.3487574944259688e-15,2.6688214664373941e-15,1.5801064626658453e-16,1.3721071223201219e-12,2.4948571768628428e-19,7.1713909192240256e-29,-3.441815597827174e-23,6.0972542131650229e-32,2.2698837859935362e-15,1.8527050226678686e-15,-3.9975682804684874e-19,2.8761644383858804e-20,3.9096522628244184e-31,2.202270694875929e-31,-1.1004276903446817e-27,1.0633624855152792e-31,1.5064037454903039e-39,2.9066029309268449e-27,-2.0369883128804226e-15,3.2416489452170572e-23,-4.7022658291349047e-17,2.4166993769877617e-13,2.3599455017805169e-23,4.3073812366725732e-20,7.3059380846966167e-17,4.8273779334491703e-39,-9.4790601625424709e-22,-3.9068274897515173e-26,-8.8368540828142598e-34,3.5004761918984288e-35,0.88129999999999997,0.0,0.0,0.0,0.0098897871317739135,0.10880298917241098,0.00010000000000000056,1.5462656543940879e-08,9.2390321588183102e-08,8.2207860514016954e-08,4.9443850098515502e-14,1.0502982831217217e-08,8.3124857683779986e-11,3.2318034980195101e-10,2.1875129887699154e-16,4.3612181859874523e-18,2.5359377594166929e-15,6.8956408597144775e-13,5.5984362697685603e-09,1.6396534760561068e-11,3.980868273130647e-21,6.6823854088816546e-19,8.7517184501164432e-23,8.9820518339187845e-21,6.2797913562370803e-09,7.5830161341700004e-23,1.0426633623988668e-24,3.038067508218744e-26,1.2196571529303602e-28,6.6761591776090589e-30,2.4764597605195685e-12,2.4149944298752604e-13,1.0302465095464144e-16,6.7463376351357113e-17,1.4123649928680375e-17,6.74018094840546e-21,4.5237113446878846e-17,4.8160748448651491e-15,1.1737261805000365e-27,1.515671022387985e-15,7.3094844664632863e-15,6.8168694414391237e-16,5.9941375443068474e-19,4.4946469077727121e-19,1.0071097818537196e-18,6.4424041952429111e-25,2.6851421840504005e-21,2.3664441408396955e-22,7.1706275578549099e-30,3.4278906852256364e-25,4.0605158888621833e-30,2.5145753868906859e-26,2.7171504157955322e-23,1.0004349719541265e-15,2.8989673676998482e-21
1.0118025889082809e-10,0.003443711991703621,-5.9937596495143319e-20,-2.3292423212424156e-15,2.6959167427941442e-15,1.5903889088778154e-16,1.3903506585706348e-12,2.5564555625451581e-19,7.2196900433500781e-29,1.63688889068177e-23,6.1769899022701501e-32,2.268977182331505e-15,1.849122209912152e-15,-3.9566026673812507e-19,2.897894249520163e-20,3.9293325890959556e-31,2.2553889585070434e-31,-1.1035382299926981e-27,1.0773286600623476e-31,1.4984127831153653e-39,2.9662602439159141e-27,-2.0345855761997681e-15,3.2856915248125567e-23,-4.7352155624392831e-17,2.4640119936909487e-13,2.4227539965459234e-23,4.3355944429136859e-20,7.3540212785028788e-17,4.942173987476191e-39,-9.564568432098177e-22,-4.0222750562756717e-26,-9.2288384183383268e-34,3.5464323575442447e-35,0.88129999999999997,0.0,0.0,0.0,0.0098897856910647036,0.10880298904740453,0.00010000000000000056,1.5567299060389101e-08,9.3015544038736118e-08,8.2712509910589098e-08,4.977844634142661e-14,1.0625745835213071e-08,8.3124846388462587e-11,3.2540514534591478e-10,2.2130815340584407e-16,4.3912411196541342e-18,2.5931040196519502e-15,6.9894243500980593e-13,5.6365842790147158e-09,1.6619205634789443e-11,4.0100111419426331e-21,6.8158023860364843e-19,8.8703952114801619e-23,9.163471931236991e-21,6.3225821856818516e-09,7.7875889385404667e-23,1.0778100387661281e-24,3.1410528633014369e-26,1.2695692059719975e-28,6.9451166221708897e-30,2.5073411812178468e-12,2.4622734735724199e-13,1.0504589690220185e-16,6.8799231410930774e-17,1.4170718086834852e-17,6.9408505015549588e-21,4.5578692340693879e-17,4.8815182652102133e-15,1.2135925813518178e-27,1.5226978575379411e-15,7.3760334021923772e-15,6.9264451515779015e-16,6.0909068268888671e-19,4.5672170574481146e-19,1.025703608939015e-18,6.5613472652148368e-25,2.7206237696052909e-21,2.4115685968830537e-22,7.3073605341944421e-30,3.473466286317092e-25,4.1379437645468981e-30,2.5494431434814447e-26,2.7678235016894448e-23,1.014188401238934e-15,2.9388215459146181e-21
1.0254058601859893e-10,0.0034437119908378804,-5.846583642355439e-20,-2.2896251203226806e-15,2.7415794928294093e-15,1.610892571844624e-16,1.4271940910733098e-12,2.6830172999416135e-19,7.3158689329726387e-29,-5.5232774012145737e-26,6.3375440501955796e-32,2.2703371040893128e-15,1.8451468355949757e-15,-3.8767444177297716e-19,2.9413301680674296e-20,3.9372805137252898e-31,2.3628064692605856e-31,-1.1096633703470694e-27,1.105453484344867e-31,1.4822117091938701e-39,3.0880036020468081e-27,-2.0329626780242191e-15,3.3746566795512938e-23,-4.8010009834133836e-17,2.5604037588951592e-13,2.5520568972116635e-23,4.39185962854285e-20,7.4499208876166811e-17,5.1738626628751069e-39,-9.7365957718898754e-22,-4.2526526121520381e-26,-1.0044311275511315e-33,3.638974590347015e-35,0.88129999999999997,0.0,0.0,0.0,0.0098897828096432983,0.10880298879593717,0.00010000000000000055,1.5776583871473242e-08,9.4265988202325851e-08,8.3720353237355991e-08,5.0447638429900332e-14,1.0872725938096722e-08,8.3124823797802458e-11,3.2985473379161548e-10,2.2645214777104814e-16,4.4512869513314565e-18,2.7101308396309981e-15,7.1788984591341273e-13,5.712880279528243e-09,1.7069052606280399e-11,4.0683683654579966e-21,7.0878144453550052e-19,9.1103381505375897e-23,9.5336446354093114e-21,6.4081638258217716e-09,8.2090737739482845e-23,1.1509262003855674e-24,3.3553657986235086e-26,1.3744951147223245e-28,7.5100588444384773e-30,2.5695804518766191e-12,2.5585968315723979e-13,1.0916402270990665e-16,7.1521412972949088e-17,1.4264900421256767e-17,7.3560980114785168e-21,4.6261464085852668e-17,5.0137132619891713e-15,1.2965644924634632e-27,1.5367802201735696e-15,7.5096402615774956e-15,7.1485813118952985e-16,6.2870920890904567e-19,4.714342416842579e-19,1.0634864535660101e-18,6.8030407788103991e-25,2.7922567426443124e-21,2.5034125910375978e-22,7.5856597976357705e-30,3.5654831579817057e-25,4.2955364782827392e-30,2.6200210230001694e-26,2.8710599834429676e-23,1.0419743559547529e-15,3.0193386723503071e-21
1.0390091314636977e-10,0.0034437119899655383,-5.6967262312639212e-20,-2.2493378316799885e-15,2.7842524509265031e-15,1.6313461203010254e-16,1.4645113025804171e-12,2.8141531920188751e-19,7.4117128959888535e-29,2.8403064310632698e-23,6.4997810975661616e-32,2.2725919018104363e-15,1.8420809940243845e-15,-3.7973656094972871e-19,2.9847879826678846e-20,3.9346954985841381e-31,2.4717978929171172e-31,-1.1156633872305091e-27,1.1338767155861539e-31,1.4657609678624216e-39,3.2130206312756506e-27,-2.0322427802289112e-15,3.46479465552626e-23,-4.8667250980849194e-17,2.6591709531533534e-13,2.6863753165692325e-23,4.4479955574365237e-20,7.5456098737127944e-17,5.408328597694902e-39,-9.9102093282921448e-22,-4.4822380130829492e-26,-1.090191087551168e-33,3.732493409399855e-35,0.88129999999999997,0.0,0.0,0.0,0.0098897799282179118,0.1088029885425518,0.00010000000000000053,1.5985868386807852e-08,9.5516431382831967e-08,8.4726277212358663e-08,5.1116829988703522e-14,1.1121623565620353e-08,8.3124801207108518e-11,3.3430431871443899e-10,2.3163607957340327e-16,4.5113327354686311e-18,2.8308023157816047e-15,7.3709157466214281e-13,5.7891762560700297e-09,1.7524906535013434e-11,4.1268209162452403e-21,7.3667972075113108e-19,9.3537493714740388e-23,9.9137102879150551e-21,6.4937454409629625e-09,8.6473741563366729e-23,1.2279290989416158e-24,3.5811703831834965e-26,1.4865269866822219e-28,8.1126167228547826e-30,2.6324515605310382e-12,2.6572939226155934e-13,1.1338385448325193e-16,7.4311470660134213e-17,1.4359198030384596e-17,7.7903937351937854e-21,4.6944562049343859e-17,5.1476517266715722e-15,1.3839990884815419e-27,1.5509009720905179e-15,7.6439250656372581e-15,7.3747139868651906e-16,6.4868212619309071e-19,4.8641257597228421e-19,1.102066714221043e-18,7.0498352827234705e-25,2.864781970380645e-21,2.5973980249108627e-22,7.8704479082232669e-30,3.658653192366037e-25,4.4568036361677069e-30,2.6917268807045085e-26,2.9768423923427843e-23,1.0701323200888548e-15,3.1009338145926537e-21
1.0662156740191143e-10,0.003443711988201392,-5.3895603074673796e-20,-2.1669631341352639e-15,2.8609508292816174e-15,1.6721594286450514e-16,1.5405653498583586e-12,3.0905743952097539e-19,7.6026732871914721e-29,1.1128648978479388e-24,6.8297220362521282e-32,2.2800684700211185e-15,1.8389450088073237e-15,-3.6403896360255456e-19,3.0718651427486634e-20,3.9028737532439641e-31,2.6945086927536125e-31,-1.1272927259175302e-27,1.1916916438740143e-31,1.4321814838243572e-39,3.4730474181974532e-27,-2.0337857283720647e-15,3.6485866435440884e-23,-4.9981520983928647e-17,2.8639269114345922e-13,2.9705510422918015e-23,4.5600334055951668e-20,7.7366162299687411e-17,5.88554012949695e-39,-1.0262622117921945e-21,-4.938600517234656e-26,-1.2743676406578059e-33,3.9227002077060493e-35,0.88129999999999997,0.0,0.0,0.0,0.0098897741653552092,0.10880298803012707,0.00010000000000000052,1.6404436530229465e-08,9.8017314794093293e-08,8.6732467091706509e-08,5.2455211516947691e-14,1.1625071417104056e-08,8.3124756025619281e-11,3.4320347799178224e-10,2.4212167319848177e-16,4.6314241611269604e-18,3.0833311653957811e-15,7.7625815041417243e-13,5.9417681372382601e-09,1.8454635231548916e-11,4.2440120612274582e-21,7.9459924328138219e-19,9.8510542699698627e-23,1.0704083182755585e-20,6.6649085962528613e-09,9.5762034625120912e-23,1.3942094373604632e-24,4.0690981336015479e-26,1.7334584209986195e-28,9.438630786562478e-30,2.7600732024788949e-12,2.8619045179126004e-13,1.2213272572477557e-16,8.0097974318193576e-17,1.4548003750240238e-17,8.7186217095704604e-21,4.8313242998505733e-17,5.4207555095793835e-15,1.5729760771973836e-27,1.5792568827580196e-15,7.9145251263000078e-15,7.8390496545832993e-16,6.8969831080975182e-19,5.1717202263331389e-19,1.1816377252165551e-18,7.5588439510471408e-25,3.0125054232494439e-21,2.7918623448209433e-22,8.4597001532909321e-30,3.8484478317125363e-25,4.790479908175746e-30,2.8385455802899146e-26,3.1961672288480463e-23,1.1275637068291125e-15,3.2673564953299095e-21
1.0891921203255614e-10,0.003443711986691741,-5.1228412177742788e-20,-2.0956814102180557e-15,2.9266080943113465e-15,1.7065674455066036e-16,1.6062661889234892e-12,3.3392352214808867e-19,7.763448752541106e-29,-2.6481640422775122e-24,7.1142988617642358e-32,2.2855438605216009e-15,1.8354777846287412e-15,-3.5069862641359694e-19,3.1456348540701842e-20,3.8850727364380734e-31,2.8875093730478151e-31,-1.1367317817424388e-27,1.2415686143782797e-31,1.4031841414481284e-39,3.7032305108853199e-27,-2.0342609424422044e-15,3.8074509048152493e-23,-5.1092310640159489e-17,3.0444621902960257e-13,3.2272835932768847e-23,4.6545112327348262e-20,7.8977126932748652e-17,6.2970916585854198e-39,-1.0565905870150501e-21,-5.3205666725363166e-26,-1.443054125703587e-33,4.0867727844971215e-35,0.88129999999999997,0.0,0.0,0.0,0.0098897692984948708,0.10880298759162343,0.00010000000000000051,1.6757924423274476e-08,1.0012935567403281e-07,8.842097755313744e-08,5.3585498702539906e-14,1.205599241305982e-08,8.3124717868880864e-11,3.5071897748251961e-10,2.5109670910955036e-16,4.7328435222428973e-18,3.3085203110599406e-15,8.1012776402756563e-13,6.0706348289703843e-09,1.9258523306378616e-11,4.3432793556847447e-21,8.4575662086034623e-19,1.0282019355036637e-22,1.1403661620541259e-20,6.809459081506919e-09,1.0417048033433571e-22,1.5481454470309328e-24,4.5211672967592837e-26,1.9676876308990872e-28,1.0694117976520182e-29,2.8697844306634989e-12,3.0423115969141518e-13,1.2984737840144768e-16,8.5202462892363474e-17,1.4707729038747163e-17,9.5675372751649864e-21,4.9472701026001251e-17,5.656820588920971e-15,1.7481151043327388e-27,1.603322152268646e-15,8.1451565062969984e-15,8.2438231370344298e-16,7.2545753843170618e-19,5.4398918670042403e-19,1.2513623680045389e-18,8.004866250420157e-25,3.1400320800658103e-21,2.9629180088781678e-22,8.9780211372736522e-30,4.0123146887902366e-25,5.0839898872096254e-30,2.9661030071061783e-26,3.389598617809797e-23,1.1772233095972999e-15,3.4112584315797751e-21
1.1121685666320086e-10,0.0034437119851643996,-4.8493500822430543e-20,-2.022812532608575e-15,2.993781401908524e-15,1.7409071401465327e-16,1.6733132857573406e-12,3.6023922712375094e-19,7.9236980959863787e-29,1.0377887945730047e-23,7.404145166123661e-32,2.2900168178415794e-15,1.8310299782872616e-15,-3.3727135908354635e-19,3.2195922053835845e-20,3.8790599308414107e-31,3.0850221325943415e-31,-1.1458188826867385e-27,1.2923796891821488e-31,1.3736116317820982e-39,3.9433256582788012e-27,-2.0337457155841522e-15,3.969652938870801e-23,-5.2203488060398002e-17,3.232090275713611e-13,3.4999916692162398e-23,4.7488231930933676e-20,8.0585515772311195e-17,6.7164069140157133e-39,-1.0874249499580143e-21,-5.6988464009917806e-26,-1.6237432993739685e-33,4.2539009955674055e-35,0.88129999999999997,0.0,0.0,0.0,0.0098897644316231787,0.1088029871479768,0.00010000000000000049,1.7111411472593628e-08,1.022413937487705e-07,9.0104341196874892e-08,5.4715784376465188e-14,1.2492055037692253e-08,8.3124679712045989e-11,3.5823446692280206e-10,2.6017883280861963e-16,4.8342627477310279e-18,3.5449523805066212e-15,8.4472346225135845e-13,6.1995014523143182e-09,2.0079548222407442e-11,4.4428188116692855e-21,8.9900833466330316e-19,1.0723144003452792e-22,1.2133358210273789e-20,6.9540094954557099e-09,1.1311928909048072e-22,1.7152908250037307e-24,5.0123919423436419e-26,2.2276366072033323e-28,1.208519572140006e-29,2.9812450143651537e-12,3.2298064167115549e-13,1.3786574924403286e-16,9.0509746645764564e-17,1.4867704615066057e-17,1.0479332422801945e-20,5.0635056933596309e-17,5.8978476563771498e-15,1.9384737488013829e-27,1.6274946179744745e-15,8.3777104601265855e-15,8.6602677697857604e-16,7.6225175314563008e-19,5.7158260681936347e-19,1.3234225968244694e-18,8.4658290588045834e-25,3.2700919878325139e-21,3.1403107803341679e-22,9.515544400285791e-30,4.1794553924074191e-25,5.3883735546604657e-30,3.0969556088784105e-26,3.5907013473988235e-23,1.2279422950066175e-15,3.5582302664020536e-21
1.1351450129384557e-10,0.003443711983619733,-4.5689429347200947e-20,-1.9483158479341307e-15,3.0611461027263952e-15,1.7751574841723106e-16,1.7417059858171759e-12,3.8805829985832923e-19,8.0833008134102135e-29,2.1321002963130003e-24,7.6990654860403953e-32,2.2938882855185319e-15,1.8260080681018328e-15,-3.2377850308796617e-19,3.2937005182673738e-20,3.8784544644752895e-31,3.2870551244276458e-31,-1.1545513364844347e-27,1.3440911869733789e-31,1.3434583642854227e-39,4.1935388750263725e-27,-2.0326440633621405e-15,4.1351898309192138e-23,-5.3314439908244013e-17,3.4269228382728535e-13,3.7892930390638717e-23,4.8429120632036112e-20,8.2190359456154726e-17,7.1434338929403815e-39,-1.1187490978079085e-21,-6.0729323173571728e-26,-1.8163819497197432e-33,4.4239738970341123e-35,0.88129999999999997,0.0,0.0,0.0,0.0098897595647401311,0.108802986699301,0.00010000000000000048,1.7464897678188104e-08,1.043534290180622e-07,9.1782671795023675e-08,5.584606853850261e-14,1.293314552700603e-08,8.3124641555114605e-11,3.6574994631143351e-10,2.693656748646444e-16,4.9356818375752076e-18,3.7929341044380454e-15,8.8004544705906371e-13,6.328368007269917e-09,2.0917709940293503e-11,4.5426305046733704e-21,9.5439202473043535e-19,1.117452829702152e-22,1.2893866876323414e-20,7.0985598381036769e-09,1.2263120032120455e-22,1.8964669388479494e-24,5.5452446022813478e-26,2.5154985516487281e-28,1.3623231815325835e-29,3.0944363195731703e-12,3.4245005675823443e-13,1.4619263141339438e-16,9.6023059970435351e-17,1.5027906427876688e-17,1.1457257303797375e-20,5.1799733960977555e-17,6.1438324446407715e-15,2.1450183296517571e-27,1.6517733596425801e-15,8.6121826421655216e-15,9.0884803184115099e-16,8.0008955281622864e-19,5.9995873186626495e-19,1.3978400056933955e-18,8.941870510801539e-25,3.4026810630554697e-21,3.3241199884113065e-22,1.0072510320703619e-29,4.349864608181337e-25,5.7037670297765269e-30,3.2311312966283809e-26,3.7996219485426735e-23,1.2797199778023708e-15,3.7082700140036593e-21
1.1581214592449028e-10,0.003443711982058143,-4.2815490868564219e-20,-1.8721755433643478e-15,3.1279760644630811e-15,1.8093036293758706e-16,1.8114436038367138e-12,4.1743543765051641e-19,8.242170704072989e-29,-1.0689187326073301e-24,7.9988908876365886e-32,2.2973156182030187e-15,1.8205733646728859e-15,-3.1022504244676294e-19,3.3679334972765339e-20,3.8789260623873806e-31,3.4936144585676734e-31,-1.1629269660797713e-27,1.396674042714265e-31,1.3127272001461271e-39,4.4540759677784168e-27,-2.0311155601032861e-15,4.3040586704738241e-23,-5.4424730019787969e-17,3.629070318173149e-13,4.095815301382095e-23,4.9367374182504855e-20,8.379097288666636e-17,7.5781145753467896e-39,-1.1505500365706575e-21,-6.4423070285427e-26,-2.0209017745589246e-33,4.5968957138445639e-35,0.88129999999999997,0.0,0.0,0.0,0.0098897546978457297,0.10880298624570713,0.00010000000000000047,1.7818383040059117e-08,1.064654614816662e-07,9.3456080510917858e-08,5.6976351188435035e-14,1.3379152725578642e-08,8.3124603398086765e-11,3.7326541564690259e-10,2.7865492017689186e-16,5.0371007917550448e-18,4.0527734336769256e-15,9.1609392178963352e-13,6.4572344938370377e-09,2.1773008420692538e-11,4.6427145106942234e-21,1.0119450830859792e-18,1.1636274861899482e-22,1.3685888342382122e-20,7.2431101094552512e-09,1.3272947782036345e-22,2.0925292843003259e-24,6.1223036989161723e-26,2.8336084512570122e-28,1.5320316705890144e-29,3.2093400060723568e-12,3.6265044103024259e-13,1.5483276523734541e-16,1.0174560154150467e-16,1.5188339291028786e-17,1.2504664369101224e-20,5.2966318690971755e-17,6.3947706902051238e-15,2.36875699197947e-27,1.6761575115963843e-15,8.8485685668621563e-15,9.5285573194971119e-16,8.3897951509532885e-19,6.2912399555918055e-19,1.4746360568631078e-18,9.4331278981291884e-25,3.5377954003561227e-21,3.5144234204714549e-22,1.064915460485482e-29,4.5235372330524843e-25,6.0303037861614825e-30,3.3686580465655745e-26,4.0165066756243899e-23,1.3325556731879692e-15,3.861375689918793e-21
1.1810979055513499e-10,0.0034437119804799966,-3.9871913716040775e-20,-1.7944075725609722e-15,3.1934720181329822e-15,1.8433418604211022e-16,1.882524754914481e-12,4.4842625825170304e-19,8.4002752479035822e-29,-1.7573645810022238e-25,8.3035321453772244e-32,2.3008279711303311e-15,1.8152559952641814e-15,-2.9665966713129809e-19,3.4422837599020349e-20,3.8798521988426243e-31,3.7047051148479068e-31,-1.1709447773982022e-27,1.4501130815416487e-31,1.2814288572573937e-39,4.7251427717132921e-27,-2.0296899038322335e-15,4.4762565517867745e-23,-5.5534242871451637e-17,3.8386419769078965e-13,4.420195511522976e-23,5.0302890981617454e-20,8.5387183259102207e-17,8.0203869682695248e-39,-1.1828227293821807e-21,-6.8064471515927039e-26,-2.2372207522517446e-33,4.7726161833605879e-35,0.88129999999999997,0.0,0.0,0.0,0.0098897498309399711,0.10880298578730385,0.00010000000000000045,1.8171867558207851e-08,1.0857749113921987e-07,9.5124676027207958e-08,5.8106632325983142e-14,1.3829967958482702e-08,8.3124565240962415e-11,3.8078087492750188e-10,2.8804430530739075e-16,5.1385196102475006e-18,4.32477943801764e-15,9.5286909106118403e-13,6.586100912015533e-09,2.2645443624257444e-11,4.743070906201392e-21,1.0717046621107918e-18,1.2108488720049905e-22,1.4510130126282404e-20,7.387660309514864e-09,1.4343790058464669e-22,2.304367277514183e-24,6.7462530818589578e-26,3.1844452410116896e-28,1.718927583806725e-29,3.3259380138933186e-12,3.8359271277889945e-13,1.6379084043009376e-16,1.076805358185071e-16,1.5349000585668582e-17,1.3625006732533815e-20,5.4134695042557625e-17,6.6506581332599853e-15,2.6107395497705775e-27,1.7006461990054849e-15,9.0868636186048479e-15,9.9805950795672737e-16,8.7893019731147426e-19,6.5908481637524147e-19,1.5538320954738472e-18,9.9397377633599795e-25,3.6754312641344953e-21,3.7112973994150793e-22,1.1245708521548326e-29,4.700468384451852e-25,6.3681147845818149e-30,3.5095638921274747e-26,4.2415015245213509e-23,1.3864486968124506e-15,4.0175453109727913e-21
1.2270507981642441e-10,0.003443711977275497,-3.3777600399923694e-20,-1.6340804389248422e-15,3.3204883590587319e-15,1.9110824142192603e-16,2.0287145101053848e-12,5.1547567984162874e-19,8.7141130117390714e-29,-1.6390270558030096e-23,8.9269818290969852e-32,2.3077216760492963e-15,1.8045903394006483e-15,-2.6943892832487311e-19,3.5913110718661472e-20,3.8778200432523985e-31,4.1404980679653094e-31,-1.1859026070028287e-27,1.5595123523560152e-31,1.2171751555790936e-39,5.2996871676086457e-27,-2.0267628141537097e-15,4.8306278347194877e-23,-5.7750551342119973e-17,4.2804895429489661e-13,5.1251210501014904e-23,5.2165381253704176e-20,8.8565827608608066e-17,8.9274528104241074e-39,-1.2487696656260472e-21,-7.5169208545945405e-26,-2.704839999937646e-33,5.1322955333974705e-35,0.88129999999999997,0.0,0.0,0.0,0.0098897400970943752,0.1088029848564928,0.00010000000000000042,1.8878834063343245e-08,1.1280154203516301e-07,9.8447851086024691e-08,6.0367190063059774e-14,1.4745598932287008e-08,8.3124488926424113e-11,3.9581176331798024e-10,3.0711467255574936e-16,5.3413568400877912e-18,4.906532518046558e-15,1.0286003373137867e-12,6.8438335432060726e-09,2.4441724043485261e-11,4.9446011736298287e-21,1.1979908939892915e-18,1.3084748995527126e-22,1.6258137288407644e-20,7.6767604957758711e-09,1.6678271566589589e-22,2.7790895720160071e-24,8.1460619110307742e-26,3.9949220154675825e-28,2.1497731296561836e-29,3.5641460139516039e-12,4.2774605886588883e-13,1.8267934474285359e-16,1.2020008550238683e-16,1.5670979174259786e-17,1.6098782606376813e-20,5.6476428087830683e-17,7.1772635896929465e-15,3.1538349058533203e-27,1.7499342239794515e-15,9.5691621783344968e-15,1.0920936996595877e-15,9.6204785302292615e-19,7.2141872990469555e-19,1.7195090333731568e-18,1.0999558013214701e-24,3.9582533912978218e-21,4.125055744616732e-22,1.2499450495739259e-29,5.0640877269081206e-25,7.078072120279241e-30,3.8016253346456621e-26,4.716404448077837e-23,1.4974039934354456e-15,4.3390684617705319e-21
1.268408401515849e-10,0.003443711974338435,-2.8060876959616647e-20,-1.4845136246198352e-15,3.430582471817174e-15,1.9716705517739083e-16,2.1648704739980255e-12,5.8191534568570128e-19,8.9938541644407543e-29,-1.6405971641777587e-23,9.5039103443467814e-32,2.314035876980483e-15,1.7952139495451096e-15,-2.4487431047782933e-19,3.7258097086103848e-20,3.8756997320526712e-31,4.5482479262627366e-31,-1.1981321618169864e-27,1.660790936309654e-31,1.1575463708311753e-39,5.854848461241861e-27,-2.0243005717137199e-15,5.1609182445454469e-23,-5.9742213569657529e-17,4.7046161546495976e-13,5.8272049952273636e-23,5.3832004141579318e-20,9.1411102442071234e-17,9.7691234013219333e-39,-1.3097089998234803e-21,-8.1331493751872808e-26,-3.1648619613089998e-33,5.4652158237556855e-35,0.88129999999999997,0.0,0.0,0.0,0.0098897313365944959,0.10880298400335718,0.0001000000000000004,1.9515101032446866e-08,1.166031782419795e-07,1.0142328999847427e-07,6.240168685176127e-14,1.55850678578181e-08,8.3124420243009403e-11,4.0933952846607646e-10,3.2459876997738386e-16,5.5239098826816039e-18,5.474841313908492e-15,1.0992458311173078e-12,7.0757926773870113e-09,2.6116983619237639e-11,5.126910762427923e-21,1.3195627730073334e-18,1.4000280476201824e-22,1.7948776807046313e-20,7.9369504196365292e-09,1.9012878949621481e-22,3.2699185587050545e-24,9.5953721410415189e-26,4.8642376898817452e-28,2.6107605791905428e-29,3.7841520443835589e-12,4.7012855940487222e-13,2.0081241768053273e-16,1.3222514150071584e-16,1.5961489050304526e-17,1.8611312140065835e-20,5.8589689298201211e-17,7.6680920954596842e-15,3.7164142902679323e-27,1.7946436055338005e-15,1.0009711791713273e-14,1.1809111853780272e-15,1.0405668268975064e-18,7.8030412844347098e-19,1.8770383101597166e-18,1.2007258337625862e-24,4.2213827350041719e-21,4.5206470335904967e-22,1.3698143965575693e-29,5.4024445791414511e-25,7.7568571036400065e-30,4.0763196962046611e-26,5.1730135132250347e-23,1.6008729664857469e-15,4.638898120503292e-21
1.3097660048674538e-10,0.003443711971353181,-2.2130417909729977e-20,-1.3301982731755143e-15,3.5357563301622391e-15,2.0319438779659516e-16,2.305362725818062e-12,6.544900147123784e-19,9.2712258747615887e-29,-5.1707772676272209e-23,1.0095918918698805e-31,2.3218221991807848e-15,1.7874048623733517e-15,-2.2037825447272195e-19,3.8607306886378625e-20,3.8792518000154284e-31,4.9707417957086076e-31,-1.2091952586767143e-27,1.7647582008193786e-31,1.0962850034790229e-39,6.4473171821299182e-27,-2.0233628926580559e-15,5.5019497518286612e-23,-6.1732226206055308e-17,5.1544445595276713e-13,6.5974753682417054e-23,5.5490697380121422e-20,9.4243684978108327e-17,1.0634382345250489e-38,-1.3721800131278919e-21,-8.7242223100626033e-26,-3.6610132563660591e-33,5.8069148861799884e-35,0.88129999999999997,0.0,0.0,0.0,0.0098897225760578075,0.10880298313622205,0.00010000000000000037,2.0151365267908848e-08,1.2040480535239827e-07,1.0438471713950749e-07,6.4436178736576992e-14,1.6438531931262104e-08,8.31243515592818e-11,4.2286726101133299e-10,3.4237435274871388e-16,5.7064624853100944e-18,6.0874220018559659e-15,1.1722490513066615e-12,7.3077515899865546e-09,2.7847765566003173e-11,5.3101041023496018e-21,1.4488508530266943e-18,1.4951461037960143e-22,1.9755138408501481e-20,8.197140112579755e-09,2.1584545335009475e-22,3.8273039402308658e-24,1.1243372148751637e-25,5.8852900770432321e-28,3.1510301845997696e-29,4.0093790048735206e-12,5.1507940226364722e-13,2.2004633164136067e-16,1.4498606054005441e-16,1.6252653853984932e-17,2.1418525663576771e-20,6.0709419435708847e-17,8.1748899202389316e-15,4.3564197261564202e-27,1.839680431669704e-15,1.0456370766668919e-14,1.2737526304812268e-15,1.1226546415906142e-18,8.4186622073803454e-19,2.0426709788475278e-18,1.3066795241748271e-24,4.4926311042510593e-21,4.9386507239654123e-22,1.4964750001636447e-29,5.7512927024831e-25,8.4740989852036475e-30,4.3624012058390654e-26,5.6581591998621932e-23,1.7077570602319944e-15,4.9486241777610427e-21
