Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726),C7H9(2388),C7H9(1587),S(859),S(1111),S(1873),S(2962),S(2913),S(1093)
2.8209413690084314e-08,0.003468826366501499,4.7915490556783982e-12,3.4397441282358749e-08,1.3836394243670009e-10,2.3583847947997626e-08,4.6028080116436609e-06,6.4144915507263109e-07,1.2562309199411236e-26,1.9175022834334333e-26,3.9330196499519486e-21,9.2059166082713239e-14,1.7409177035735856e-19,1.2543712818554509e-12,1.9474430439008853e-13,1.2710583484727341e-21,5.1241761386212539e-19,2.6565889051023919e-16,1.7335463940414061e-17,2.7008775799661481e-24,1.4030832008285543e-14,7.9648440590445635e-24,6.0298614479142911e-13,3.2771597767733703e-16,5.0792142919197287e-05,1.7436046356986387e-11,3.6328703585275791e-11,7.5278147469878377e-09,6.1660695366937354e-34,1.3004892612976093e-24,2.2300197992359202e-13,7.0961261384743964e-16,2.2700308809615463e-22,0.88129999999999997,0.0,0.0,0.0,0.0085127176393459958,0.10876470757083295,9.9999998746680413e-05,4.7641840181165512e-05,0.00034644476092923494,0.00027019098216874018,8.5463289271406166e-11,2.7218402580659651e-05,8.9081942015125743e-09,5.4998331383101762e-07,2.8624500694765507e-13,4.0309106469897586e-15,5.2278056648766015e-06,9.4089447749681915e-06,0.00020926443257569675,5.9520772483390805e-05,9.5396335582129943e-15,5.2068684761547271e-10,4.1288119844807285e-13,5.694198224530261e-09,0.00035055571196159461,1.8572320910021476e-08,1.1529804584756224e-09,2.6149578688532002e-09,3.2734736087809775e-10,1.6072915960151749e-09,3.286076645956769e-07,4.9907363450783767e-05,1.1950796109897028e-08,7.2140474483356865e-09,4.3126452193699902e-13,8.6566942690526866e-07,1.0434853680808581e-13,3.657939463422521e-08,1.6729998884276348e-10,2.9710582614447996e-11,6.3047378246956031e-10,5.9881988944753606e-08,2.3700193914181881e-11,1.5266526848492165e-11,6.318339014431943e-11,7.684520238535194e-18,9.1063023761950727e-12,9.1392334391151663e-13,1.3527084836415365e-20,5.5665741961555843e-15,7.772372285277583e-21,1.1210446825270674e-14,3.0407787576997352e-11,3.5076699692748341e-11,9.0897187044938705e-17,1.1332899614653411e-12,2.5137496896919207e-17,1.835613680015267e-16,9.6637614211531475e-10
2.837497871831286e-08,0.0034688275777002005,4.8478715089958045e-12,3.4768732622453714e-08,1.3910410895868528e-10,2.4043255347950951e-08,4.6450268359994722e-06,6.5460454082133821e-07,1.2840890684121604e-26,2.9081271532345952e-26,4.1084349692295385e-21,9.480480559030436e-14,1.8137926766116099e-19,1.280488513612992e-12,2.0083965851862369e-13,1.3351604758552069e-21,5.3320465668569367e-19,2.7519475260479985e-16,1.8147600686396253e-17,2.8488608804303962e-24,1.4490841971028077e-14,8.5146183624508343e-24,6.1991597967082997e-13,3.4036306359074384e-16,5.1322757376089457e-05,1.7644384019778984e-11,3.6985684732053617e-11,7.7303900276728797e-09,6.3329880106923998e-34,1.3795256937954959e-24,2.2996245951168551e-13,7.3720953966716399e-16,2.3597907536548976e-22,0.88129999999999997,0.0,0.0,0.0,0.0085053579319493387,0.10876446975259758,9.9999998720590497e-05,4.7889413225228315e-05,0.00034804015704673237,0.00027118848834004148,8.585663445095493e-11,2.7318934201977212e-05,8.901076285219678e-09,5.525147077068529e-07,2.8730225762901554e-13,4.0494636144568451e-15,5.3062933410825787e-06,9.5476636054914927e-06,0.00021039192066520958,6.0141468541701394e-05,9.6798467876758409e-15,5.2840486831236185e-10,4.1910308961968583e-13,5.7860983117411947e-09,0.00035247312096000261,1.8979329433151159e-08,1.1783363700993422e-09,2.6748648875228551e-09,3.3502796940694064e-10,1.6606912991067411e-09,3.2982799206180297e-07,5.0419398432799028e-05,1.2073377779862461e-08,7.2880445821145716e-09,4.3324836161522619e-13,8.8405321882463396e-07,1.0774348530492987e-13,3.6783767249209874e-08,1.7248589674936693e-10,2.9851534959875808e-11,6.3353141466586606e-10,6.0542778842487401e-08,2.3961663655689984e-11,1.5434952791952516e-11,6.3880650984531255e-11,7.7693228267638066e-18,9.3635612679232393e-12,9.3976045882546933e-13,1.3909502954796881e-20,5.7238344252785032e-15,7.992101518926696e-21,1.1553023050341045e-14,3.1338430278715299e-11,3.5297835463661249e-11,9.1470002749974907e-17,1.1728251609258874e-12,2.6014427338069358e-17,1.8471813467215275e-16,9.7768778326031749e-10
2.854054374654141e-08,0.0034688287956657882,4.9046047675848948e-12,3.5141680864148686e-08,1.3984328156841839e-10,2.4508353450092056e-08,4.6872861410876463e-06,6.6793566504596793e-07,1.312665139980262e-26,5.699808695510178e-27,4.2904599637816076e-21,9.7621293972491321e-14,1.8892014172533807e-19,1.3069790538534286e-12,2.0710593141093185e-13,1.4021007474835302e-21,5.5471236463144477e-19,2.8500743242460574e-16,1.8992331505199641e-17,3.0042392397375557e-24,1.496442566123271e-14,9.0208578632833637e-24,6.3724180410302783e-13,3.5345710396661993e-16,5.1855332800154016e-05,1.7853683780309934e-11,3.764992783091617e-11,7.9370812707085697e-09,6.5048445811483526e-34,1.4631083302387208e-24,2.3711732963783991e-13,7.6578489272412573e-16,2.4525042399422093e-22,0.88129999999999997,0.0,0.0,0.0,0.0084980067596374612,0.10876423169669362,9.9999998694127806e-05,4.813663767485922e-05,0.00034963049333640436,0.00027218002766100528,8.6248729092489413e-11,2.7418863241235371e-05,8.8939667152626067e-09,5.5503805376855974e-07,2.8835317119689566e-13,4.0679575982805242e-15,5.3854021392159226e-06,9.687570857614003e-06,0.00021151830567843295,6.0764474513744652e-05,9.8212583337530295e-15,5.3618942275770434e-10,4.2537451728019074e-13,5.8788082382955177e-09,0.00035438899791648612,1.9392314824668111e-08,1.2040660834994931e-09,2.7356997114902992e-09,3.4283086762363355e-10,1.7154855119910373e-09,3.3104103203171229e-07,5.0933128128965894e-05,1.2196364596348192e-08,7.3622862915998563e-09,4.3522596929264982e-13,9.0270262304380033e-07,1.1123947962301363e-13,3.6987976364208192e-08,1.7779752185709062e-10,2.9992094198697247e-11,6.3658127572148563e-10,6.1206616572910729e-08,2.422433826105556e-11,1.5604154847702175e-11,6.4581125939270495e-11,7.8545163235502749e-18,9.6268905053505789e-12,9.6620771537794136e-13,1.4300951849959994e-20,5.8848054323921121e-15,8.2170196428663864e-21,1.1904504108277738e-14,3.2293305565165267e-11,3.5519733126545003e-11,9.2044789512664918e-17,1.2135626268349558e-12,2.6918025270972017e-17,1.85878881773906e-16,9.8907063514857096e-10
2.8706108774769956e-08,0.003468830020354037,4.9617525831280199e-12,3.5516280520478865e-08,1.4058168087004109e-10,2.4979164703139372e-08,4.7295839327023404e-06,6.8144340820708735e-07,1.3419853176230354e-26,3.2514677748206236e-26,4.4792951089013357e-21,1.0051004013036825e-13,1.9672125363358414e-19,1.3338453552014037e-12,2.1354711524871465e-13,1.4719864408837263e-21,5.7696153132711177e-19,2.9510287592140169e-16,1.9870733136506122e-17,3.1673431984412519e-24,1.5451920864972554e-14,9.5035407128637436e-24,6.5497035690013739e-13,3.670121845954972e-16,5.2389857462719693e-05,1.806394025450759e-11,3.8321456206240913e-11,8.1479429902798217e-09,6.6818250955320874e-34,1.5513084217524654e-24,2.4447110079543235e-13,7.9536947662475906e-16,2.5482479680406344e-22,0.88129999999999997,0.0,0.0,0.0,0.0084906641196871805,0.10876399340313246,9.9999998667289885e-05,4.8383513963094449e-05,0.0003512157739292758,0.00027316561738091654,8.663957422083141e-11,2.7518191446578561e-05,8.8868654893831242e-09,5.575533586108832e-07,2.8939776603582819e-13,4.0863926467946799e-15,5.4651313318786678e-06,9.8286683088223566e-06,0.00021264358887507491,6.1389777086986289e-05,9.9638699785889408e-15,5.4404061266773962e-10,4.3169542594745446e-13,5.9723277534918982e-09,0.0003563033446282421,1.9811315906928492e-08,1.2301720411248419e-09,2.7974689459665556e-09,3.5075696569984465e-10,1.7717002009622367e-09,3.3224680553482357e-07,5.1448538954468341e-05,1.231975330187517e-08,7.4367706103662352e-09,4.3719735068362628e-13,9.2161950096504084e-07,1.1483911943932942e-13,3.719202217042424e-08,1.8323702474031485e-10,3.0132260622639103e-11,6.3962337021316499e-10,6.1873492536201262e-08,2.4488213918686479e-11,1.5774130560504824e-11,6.5284804841687448e-11,7.9400994923771963e-18,9.896400696054204e-12,9.9327624132878443e-13,1.470159622516214e-20,6.0495548320660509e-15,8.4472212920493297e-21,1.2265075908881737e-14,3.3272920440390374e-11,3.5742404141160254e-11,9.2621577008440273e-17,1.2555334092329229e-12,2.7848979417493069e-17,1.8704366923452784e-16,1.000524944547812e-09
2.8871673802998504e-08,0.003468831251720871,5.0193188199010004e-12,3.5892526578041287e-08,1.4131934591884731e-10,2.5455711208273461e-08,4.7719182300953457e-06,6.9512864049696137e-07,1.3720772492925907e-26,1.1578531467531596e-26,4.6751453300867465e-21,1.0347246961078384e-13,2.0478954886952517e-19,1.3610898563275725e-12,2.2016726993945697e-13,1.5449282064110441e-21,5.9997343496189334e-19,3.0548710347926041e-16,2.0783909439211667e-17,3.3385160054159079e-24,1.5953671684671321e-14,1.0032010577474453e-23,6.7310843519540802e-13,3.8104276719432164e-16,5.2926319669009404e-05,1.8275148072055798e-11,3.9000292912071498e-11,8.3630299613527799e-09,6.8641235891057945e-34,1.6442873813225239e-24,2.5202835900452058e-13,8.2599490439668977e-16,2.6470999744432438e-22,0.88129999999999997,0.0,0.0,0.0,0.0084833300092930688,0.10876375487195052,9.999999864007431e-05,4.8630042522681435e-05,0.00035279600301946169,0.00027414527476650187,8.7029170876421364e-11,2.7616920567869473e-05,8.8797726052376161e-09,5.6006062892905798e-07,2.9043606054841615e-13,4.1047688090696956e-15,5.5454801615429685e-06,9.9709576950624741e-06,0.00021376777151434933,6.2017362987884311e-05,1.0107683462378702e-14,5.5195853742239503e-10,4.3806575772277256e-13,6.0666565635947237e-09,0.00035821616289195574,2.0236371233269878e-08,1.2566566685925308e-09,2.8601791559658653e-09,3.5880716861867841e-10,1.8293615957173893e-09,3.3344533362214583e-07,5.1965617365067483e-05,1.2443540648712045e-08,7.5114955778720561e-09,4.3916251154921703e-13,9.4080570729190355e-07,1.1854505575721526e-13,3.7395904859014224e-08,1.8880658607812739e-10,3.0272034527685843e-11,6.4265770284173404e-10,6.2543397141256737e-08,2.4753286820467721e-11,1.5944877477364031e-11,6.5991677534203374e-11,8.0260710978547143e-18,1.0172203719983874e-11,1.0209772926315611e-12,1.5111602681070679e-20,6.2181510166849739e-15,8.6828021916391587e-21,1.2634927059512299e-14,3.4277789287571802e-11,3.596585993193684e-11,9.3200394820871536e-17,1.2987691974460599e-12,2.8807992679528383e-17,1.8821255679625237e-16,1.0120509619053009e-09
2.903723883122705e-08,0.0034688324897224907,5.0773074042888741e-12,3.6270413797265919e-08,1.420559971082901e-10,2.5938014718871044e-08,4.8142870668854926e-06,7.0899222178136286e-07,1.4029692599039816e-26,3.2010287261098602e-26,4.878220070335011e-21,1.065100246104903e-13,2.13132191300332e-19,1.3887149816000912e-12,2.2697052381329288e-13,1.6210399501409549e-21,6.2376984901993476e-19,3.1616620982946544e-16,2.1732991908575579e-17,3.5181140896796961e-24,1.6470028620458015e-14,1.0591079026235694e-23,6.9166289401701743e-13,3.9556368744056075e-16,5.3464707758184784e-05,1.8487301875210262e-11,3.9686460733681363e-11,8.5823972155122119e-09,7.051942836810462e-34,1.7423035724787363e-24,2.5979376655657647e-13,8.5769361715718065e-16,2.7491397200918871e-22,0.88129999999999997,0.0,0.0,0.0,0.0084760044255688012,0.10876351610320842,9.9999998612478654e-05,4.8876223786075843e-05,0.00035437118486300915,0.0002751190171012772,8.7417520115031985e-11,2.7715052356624303e-05,8.8726880603984644e-09,5.625598715170029e-07,2.9146807315465201e-13,4.1230861348992242e-15,5.6264478409216641e-06,1.0114440710912413e-05,0.00021489085485496337,6.2647218981921123e-05,1.0252700483543286e-14,5.5994329407486851e-10,4.4448545232032144e-13,6.1617943322893433e-09,0.00036012745450377898,2.0667519084796282e-08,1.2835223744842027e-09,2.9238368656939637e-09,3.6698237608611398e-10,1.8884961887089618e-09,3.3463663736546429e-07,5.248434985727002e-05,1.2567723398916069e-08,7.5864592394847138e-09,4.4112145766773251e-13,9.6026308990543775e-07,1.223599916161659e-13,3.75996246210843e-08,1.9450840661032442e-10,3.0411416212016567e-11,6.4568427836466654e-10,6.3216320805832442e-08,2.5019553161817038e-11,1.6116393147558992e-11,6.6701733868653521e-11,8.1124299057379389e-18,1.0454412731938771e-11,1.0493222536488024e-12,1.5531139718948906e-20,6.3906631579606035e-15,8.9238591588411071e-21,1.3014248883333027e-14,3.5308433919355241e-11,3.6190111886299876e-11,9.3781272437330841e-17,1.3433023307207396e-12,2.9795782374881921e-17,1.8938560400704661e-16,1.0236489413351728e-09
2.92028038594556e-08,0.003468833734315267,5.1357223270998832e-12,3.6649936745248598e-08,1.4279177027043707e-10,2.6426096640383165e-08,4.8566884903543952e-06,7.2303500154772191e-07,1.434690464784905e-26,9.8701473236603666e-27,5.0887333532972087e-21,1.0962416395610851e-13,2.2175643600366494e-19,1.4167231409370871e-12,2.3396107427766823e-13,1.7004391142910478e-21,6.4837305254789068e-19,3.271463639488999e-16,2.2719140167389622e-17,3.7065075148917228e-24,1.7001348646997878e-14,1.1207734006499249e-23,7.1064064590476092e-13,4.1059017318826551e-16,5.4005010103387374e-05,1.8700396318630175e-11,4.0379982189016447e-11,8.8061000370062292e-09,7.2454943294830106e-34,1.8456707926689901e-24,2.6777206271291066e-13,8.9049890201446003e-16,2.8544481055953871e-22,0.88129999999999997,0.0,0.0,0.0,0.0084686873655476502,0.10876327709699127,9.9999998584500519e-05,4.9122058185438938e-05,0.00035594132377749649,0.00027608686168493574,8.7804623007669369e-11,2.781258856595166e-05,8.8656118523545673e-09,5.6505109326666602e-07,2.9249382229127464e-13,4.1413446747953974e-15,5.7080335533162468e-06,1.0259119009747122e-05,0.00021601284015510528,6.3279331873632391e-05,1.0398922698896614e-14,5.6799497736078438e-10,4.509544470948183e-13,6.2577406811102651e-09,0.00036203722125931068,2.1104797467423513e-08,1.3107715501586533e-09,2.9884485579848988e-09,3.7528348244933604e-10,1.9491307344865747e-09,3.3582073785660598e-07,5.3004722968484093e-05,1.2692298324370482e-08,7.661659646503118e-09,4.430741949489571e-13,9.7999348974928591e-07,1.2628668276320653e-13,3.7803181647688282e-08,2.0034470709296865e-10,3.0550405979638926e-11,6.487031016191133e-10,6.3892253956634979e-08,2.5287009141722318e-11,1.6288675122668604e-11,6.7414963706393146e-11,8.1991746829398141e-18,1.074314216399663e-11,1.0783226373843846e-12,1.5960377744095528e-20,6.5671612084174115e-15,9.170490104878234e-21,1.3403235436195658e-14,3.6365383624410543e-11,3.6415171353376191e-11,9.4364239245640513e-17,1.3891658083537707e-12,3.08130804619674e-17,1.9056287021384287e-16,1.0353191406058597e-09
2.9368368887684146e-08,0.003468834985455831,5.1945676626087581e-12,3.7031089886525575e-08,1.4352660985268504e-10,2.6919977984480542e-08,4.8991205638476559e-06,7.37257817491823e-07,1.4672711953205295e-26,2.071825794416496e-26,5.3069044415231463e-21,1.1281636528181982e-13,2.306697369625753e-19,1.445116727781253e-12,2.4114319761627666e-13,1.7832470842114795e-21,6.7380590651274238e-19,3.3843381867404005e-16,2.374354619207164e-17,3.9040821995950042e-24,1.7547996147636937e-14,1.1856384933393565e-23,7.3004866776226864e-13,4.2613789767367176e-16,5.4547215116254282e-05,1.891442607189751e-11,4.1080879495008445e-11,9.0341939917045769e-09,7.4449996357298532e-34,1.9547067824744086e-24,2.7596807458883341e-13,9.2444502285931862e-16,2.9631076763057255e-22,0.88129999999999997,0.0,0.0,0.0,0.0084613788261723773,0.10876303785341104,9.9999998556137492e-05,4.9367546152595815e-05,0.00035750642414979282,0.00027704882583484144,8.8190480642488437e-11,2.790953095070216e-05,8.8585439785008251e-09,5.6753430118036295e-07,2.9351332641334322e-13,4.1595444800792376e-15,5.790236449102959e-06,1.040499419849076e-05,0.00021713372867236306,6.3913688511782387e-05,1.0546351718350456e-14,5.7611367940313764e-10,4.5747267675944901e-13,6.354495184356036e-09,0.00036394546495350263,2.1548244072561372e-08,1.3384065672903376e-09,3.0540206682624038e-09,3.8371137590542982e-10,2.0112922834051173e-09,3.3699765620930113e-07,5.3526723282560786e-05,1.2817262208111772e-08,7.7370948569589196e-09,4.4502072934907501e-13,9.9999873980179349e-07,1.3032794532311795e-13,3.8006576129818527e-08,2.063177308785564e-10,3.0689004139443354e-11,6.5171417756427314e-10,6.4571187030606867e-08,2.5555650963250938e-11,1.6461720956899579e-11,6.8131356919653856e-11,8.2863041976961032e-18,1.1038507892765494e-11,1.10799010245031e-12,1.639948931697192e-20,6.7477160036415404e-15,9.4227941792837664e-21,1.3802083884039421e-14,3.7449176200530733e-11,3.6641049639078585e-11,9.4949324521338683e-17,1.436393387729313e-12,3.1860635714369957e-17,1.9174441453682225e-16,1.0470618216068061e-09
2.9533933915912694e-08,0.0034688362431008484,5.253847554070736e-12,3.7413867783104546e-08,1.442605547429989e-10,2.7419679494251319e-08,4.9415813613333319e-06,7.5166149921824622e-07,1.5007427438082128e-26,9.8220817819835016e-27,5.5329562405587228e-21,1.1608811903064219e-13,2.3987961878235646e-19,1.4738981242958554e-12,2.4852122449911966e-13,1.8695881197288774e-21,7.0009167986572699e-19,3.5003488394173052e-16,2.4807424485584178e-17,4.1112353857437134e-24,1.8110340629797523e-14,1.2543520649065651e-23,7.498939803870079e-13,4.4222285099570575e-16,5.5091311234722183e-05,1.9129385814808789e-11,4.1789174664520036e-11,9.2667348340519348e-09,7.650687423586922e-34,2.0697099257598369e-24,2.843866898464919e-13,9.5956692675225087e-16,3.0752021140196598e-22,0.88129999999999997,0.0,0.0,0.0,0.0084540788043243522,0.10876279837259835,9.9999998527387242e-05,4.9612688119139894e-05,0.00035906649041381135,0.00027800492687986566,8.857509411930314e-11,2.8005881266848738e-05,8.8514844361683977e-09,5.7000950233543945e-07,2.9452660398771971e-13,4.1776856026216824e-15,5.8730556565137431e-06,1.0552067852527496e-05,0.00021825352166390488,6.455027577533075e-05,1.0694989119959362e-14,5.8429949055053103e-10,4.6404007425048354e-13,6.4520573844690319e-09,0.00036585218738084788,2.199789637458687e-08,1.3664297839641746e-09,3.120559599134911e-09,3.9226694038703346e-10,2.0750080869798153e-09,3.3816741355156705e-07,5.4050337415177774e-05,1.2942611840831614e-08,7.8127629335048026e-09,4.4696106689271276e-13,1.0202806675019895e-06,1.3448663720986079e-13,3.8209808258423539e-08,2.1242973669400765e-10,3.0827211004606618e-11,6.5471751125004916e-10,6.5253110471781997e-08,2.5825474832305921e-11,1.6635528206285223e-11,6.8850903388222678e-11,8.3738172191614725e-18,1.1340626786737104e-11,1.1383364071498912e-12,1.6848648473582051e-20,6.9323989855510168e-15,9.6808713794059855e-21,1.4210993529033172e-14,3.8560355290202681e-11,3.6867758015671404e-11,9.5536557452432155e-17,1.4850193525797452e-12,3.2939208580629727e-17,1.9293029591940226e-16,1.0588772490270637e-09
2.969949894414124e-08,0.0034688375072075644,5.3135662280477302e-12,3.7798264985099142e-08,1.4499353203140872e-10,2.7925221550997819e-08,4.9840689714995373e-06,7.6624686540920652e-07,1.5351375956367522e-26,3.574782800737447e-26,5.7671165965058159e-21,1.1944093289859315e-13,2.4939376931364901e-19,1.5030696973521955e-12,2.5609955918754195e-13,1.9595902973216863e-21,7.2725419707707607e-19,3.6195594652884493e-16,2.5912020152206997e-17,4.3283798428022142e-24,1.8688758542924976e-14,1.3251598406044201e-23,7.7018366352984234e-13,4.5886144952683192e-16,5.5637286932179605e-05,1.9345270240922573e-11,4.2504889436180066e-11,9.5037785705701091e-09,7.8627963443485389e-34,2.1909637931507922e-24,2.9303287805854677e-13,9.9590049068272399e-16,3.1908166391564629e-22,0.88129999999999997,0.0,0.0,0.0,0.0084467872968026544,0.10876255865470807,9.9999998498247384e-05,4.9857484516351133e-05,0.00036062152706648815,0.00027895518216407273,8.8958464553519152e-11,2.8101641271858654e-05,8.8444332226029439e-09,5.7247670390958962e-07,2.9553367349698133e-13,4.1957680950291337e-15,5.956490274115463e-06,1.0700341504832736e-05,0.0002193722203863272,6.5189080583930671e-05,1.0844836438964203e-14,5.9255249876575301e-10,4.7065657012366263e-13,6.5504267811792624e-09,0.00036775739033521155,2.2453791554178297e-08,1.3948435398763044e-09,3.1880717087477078e-09,4.0095105404478474e-10,2.1403056673319132e-09,3.3933003103028573e-07,5.4575552024964773e-05,1.3068344023532002e-08,7.888661945017457e-09,4.4889521365566436e-13,1.0408410927721343e-06,1.3876567296928026e-13,3.8412878224391801e-08,2.1868300395306026e-10,3.0965026892717029e-11,6.5771310782822489e-10,6.5938014733814502e-08,2.6096476958621574e-11,1.6810094429326752e-11,6.9573593002106091e-11,8.4617125177335048e-18,1.164961705102853e-11,1.1693734445199192e-12,1.7308031244135645e-20,7.1212824131730762e-15,9.9448228484209699e-21,1.4630166559360664e-14,3.9699472432238248e-11,3.7095307710283654e-11,9.6125967109746758e-17,1.5350787008851008e-12,3.4049575352048342e-17,1.9412057306835984e-16,1.0707656913199086e-09
2.986506397236979e-08,0.003468838777733174,5.3737280021983634e-12,3.8184276115855514e-08,1.4572566404090488e-10,2.8436624169473824e-08,5.0265814976036596e-06,7.8101472364066995e-07,1.5704895636338575e-26,7.4599201274994564e-27,6.0096184155793951e-21,1.2287633204340576e-13,2.5921997131248418e-19,1.5326337982216567e-12,2.6388268109056858e-13,2.053385754816523e-21,7.5531785506030194e-19,3.7420347092800006e-16,2.7058609746430584e-17,4.5559445054480114e-24,1.9283633439297882e-14,1.4011874544064278e-23,7.9092485626378954e-13,4.7607055476347402e-16,5.6185130717978168e-05,1.9562074057894697e-11,4.3228045271926021e-11,9.7453814597382325e-09,8.081575577181723e-34,2.318769939774008e-24,3.0191169241133701e-13,1.0334825505897981e-15,3.3100380445473473e-22,0.88129999999999997,0.0,0.0,0.0,0.0084395043003233448,0.10876231869991998,9.9999998468715574e-05,5.010193577518944e-05,0.0003621715386683397,0.00027989960904640723,8.9340593076292469e-11,2.8196812724658178e-05,8.8373903349639372e-09,5.7493591318186373e-07,2.9653455343904924e-13,4.2137920106508479e-15,6.0405393707045623e-06,1.0849816645548454e-05,0.00022048982609563695,6.58300898985009e-05,1.0995895167346085e-14,6.0087278960193705e-10,4.7732209254554034e-13,6.6496028312976374e-09,0.00036966107560980582,2.2915966492026362e-08,1.4236501559393365e-09,3.256563309733821e-09,4.0976458910393992e-10,2.2072128201136526e-09,3.4048552981081189e-07,5.5102353814208965e-05,1.3194455567710538e-08,7.9647899667091482e-09,4.5082317581492119e-13,1.0616818278232588e-06,1.4316802513188869e-13,3.8615786218549004e-08,2.2507983298717429e-10,3.1102452126993118e-11,6.6070097255620883e-10,6.6625890280212821e-08,2.6368653555868221e-11,1.6985417187060816e-11,7.0299415661796561e-11,8.5499888650851152e-18,1.1965598246275106e-11,1.2011132441178058e-12,1.7777815679499885e-20,7.314439374161817e-15,1.0214750890531133e-20,1.505980810200591e-14,4.0867087206574337e-11,3.7323709903779924e-11,9.671758244381586e-17,1.5866071636220863e-12,3.5192528578561943e-17,1.9531530444754934e-16,1.0827274207405675e-09
3.003062900059833e-08,0.0034688400546350907,5.434337273750427e-12,3.8571895738552821e-08,1.464567837420844e-10,2.895390701232279e-08,5.0691170575641204e-06,7.9596587077308533e-07,1.6068336812303509e-26,4.9937074622650537e-26,6.2606995297986261e-21,1.2639585838685678e-13,2.6936621209649301e-19,1.5625927630275406e-12,2.7187514250349044e-13,2.1511104588977787e-21,7.8430761208090139e-19,3.8678399611822741e-16,2.824850056482274e-17,4.7943743536472604e-24,1.9895355776820984e-14,1.4788799878272556e-23,8.1212475416910145e-13,4.93867456852206e-16,5.6734831136069672e-05,1.9779791987150597e-11,4.3958663369262227e-11,9.9915999979843901e-09,8.3072849771047675e-34,2.4534453247940057e-24,3.1102826715397621e-13,1.0723508836327017e-15,3.4329546496231822e-22,0.88129999999999997,0.0,0.0,0.0,0.0084322298115234381,0.10876207850843686,9.999999843878948e-05,5.0346042326304437e-05,0.0003637165298404071,0.00028083822489949648,8.9721480833752733e-11,2.8291397385515045e-05,8.8303557703287001e-09,5.7738713752768702e-07,2.9752926232595217e-13,4.23175740354243e-15,6.1252019868161209e-06,1.1000494723827879e-05,0.00022160634004726214,6.6473290719644876e-05,1.114816675570657e-14,6.0926044630630228e-10,4.8403656741435813e-13,6.7495849508261575e-09,0.00037156324499719527,2.3384457777795276e-08,1.4528519348412138e-09,3.3260406704606711e-09,4.1870841201851978e-10,2.2757576029680999e-09,3.4163393107549678e-07,5.5630729527301783e-05,1.3320943294971853e-08,8.0411450798935329e-09,4.5274495956840222e-13,1.0828046773460777e-06,1.4769672265335314e-13,3.8818532431658407e-08,2.3162254417190935e-10,3.1239487034080624e-11,6.6368111078485183e-10,6.7316727584074145e-08,2.6642000841535216e-11,1.7161494042984048e-11,7.1028361277976607e-11,8.6386450341285517e-18,1.2288691236978055e-11,1.2335679668631198e-12,1.8258181774848408e-20,7.5119437532534451e-15,1.0490758927095617e-20,1.5500126124450617e-14,4.206376696572469e-11,3.7552975731323137e-11,9.7311432286529751e-17,1.6396411870746534e-12,3.6368876676371522e-17,1.9651454828123196e-16,1.0947627131824431e-09
