Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74)
1e-12,0.0021453895271698643,2.9126073268647433e-25,1.4968881575226579e-20,2.2187027675473212e-18,2.9125636342317384e-25,8.0278480465901889e-17,5.2842958936405819e-26,6.6827377251010525e-51,1.7268408085007989e-43,4.7853012303394156e-42,2.3217967719847315e-38,2.2877576019266504e-35,4.5696811352124394e-22,5.5102985859088746e-32,1.9330331026835073e-46,9.3209837449928835e-42,1.2123585124600423e-33,5.0995092306176041e-43,3.1504898057011625e-84,2.8624772540072429e-59,9.3853843164839832e-60,1.0175365300415759e-71,1.0986294412625085e-51,5.3899819939690059e-55,5.0445297782510549e-49,4.1234957385588965e-42,4.452188938624535e-30,2.9528091970323254e-63,4.1463087302422885e-69,1.4554287220496242e-62,2.679861402535145e-62,2.5454053984747963e-73,0.88129999999999997,0.0,0.0,0.0,0.0098899991630368479,0.10880299999910643,0.0001,4.636213854190966e-11,3.9030781842956517e-10,3.8941523489172222e-10,4.9112759809980526e-16,8.9299213877659892e-13,9.9844753766802737e-12
1.253501925606492e-12,0.0021453895271698643,4.57091235566409e-25,2.3491476160249345e-20,2.7763992050651217e-18,4.5708279510732015e-25,1.0863786747124685e-16,8.7907371726942516e-26,1.0496093368656835e-50,-4.8710763608950968e-43,7.5179568285103639e-42,3.6472320573305191e-38,2.8669712525788125e-35,5.7280169916510456e-22,8.6571211661607567e-32,3.7287001918377853e-46,1.7979280535930561e-41,1.9047122577105698e-33,9.8629744767467079e-43,6.8407268294430471e-84,6.4762742334081063e-59,2.0224059749745693e-59,2.2010856144222751e-71,2.485618194015415e-51,1.2437229892173491e-54,9.7332529275338329e-49,6.4775302159084754e-42,8.5812368981356468e-30,5.6939789175912578e-63,8.834369899152762e-69,3.1466612702776851e-62,6.2769365169000164e-62,7.077386460453155e-73,0.88129999999999997,0.0,0.0,0.0,0.0098899989509110553,0.10880299999859717,0.0001,5.8115025899892508e-11,4.8925159145871677e-10,4.8784999554040103e-10,6.1566354863187053e-16,1.4021001211868898e-12,1.2469614749718098e-11
1.5359813407113993e-12,0.0021453895271683586,6.8542345338390894e-25,3.5226246795771893e-20,3.3955973113634865e-18,6.8540814065181376e-25,1.4404801396853289e-16,1.4021809824767122e-25,1.5753507828726299e-50,2.5203577885985651e-42,1.1287051439115498e-41,5.4745797971005885e-38,3.5120430682718662e-35,7.0187192574627224e-22,1.2997592393713286e-31,6.7591139336353788e-46,3.2590875120816748e-41,2.8596885569960961e-33,1.7933598080974181e-42,6.7745298590346537e-84,-2.5244125888838563e-59,-3.5123598951055455e-60,2.2106429861484751e-71,-9.6887896253941711e-52,2.6716252213000929e-54,1.7646522883097391e-48,9.7238441215786515e-42,1.5541635102036978e-29,1.0317935406517379e-62,9.8906856783352542e-69,3.1466118944537894e-62,1.3681320643677183e-61,1.8367432089721968e-72,0.88129999999999997,0.0,0.0,0.0,0.0098899987145590201,0.10880299999789547,0.0001,7.1211369254866535e-11,5.9950549899734899e-10,5.9740247225772307e-10,7.5443504232605695e-16,2.1036336613055569e-12,1.5217250497959801e-11
2.100940170921214e-12,0.0021453895271644416,1.2791787197140953e-24,6.5741352762592787e-20,4.6269166577134811e-18,1.279140382971882e-24,2.2689733235487423e-16,2.9282451254280381e-25,2.9452533912966861e-50,2.8728346267132094e-40,2.1114642196219578e-41,1.0209888238424109e-37,4.8010774271479203e-35,9.5999924839296482e-22,2.4315507234407243e-31,1.6916681831188072e-45,8.1565109715296867e-41,5.3498185867748388e-33,4.5159759867179592e-42,-6.8441571639597647e-82,-1.5765437756456308e-56,-4.342485302045725e-57,-2.1644277665225018e-69,-6.050833783748946e-49,8.754623393839952e-54,4.4171583651068886e-48,1.8186063020544327e-41,3.8829239368261438e-29,2.5805386645248911e-62,-7.3781919049783124e-67,-3.1046024230960509e-60,4.5855043127618527e-61,8.2680858448890429e-72,0.88129999999999997,0.0,0.0,0.0,0.0098899982419225797,0.10880299999606864,0.0001,9.7404049880244985e-11,8.2001329827338895e-10,8.1608399492686136e-10,1.0319780098177945e-15,3.9301036697637251e-12,2.0644941115912e-11
2.6658990011310285e-12,0.002145389527159315,2.0545586203965274e-24,1.0559076714100393e-19,5.848860256427575e-18,2.0544812737285879e-24,3.2575502209846551e-16,5.2119939367782044e-25,4.7389896368017017e-50,-5.199049092847922e-39,3.3994278509794532e-41,1.6998875142318872e-37,6.0886341720180109e-35,1.2181090617483731e-21,3.9149184462306256e-31,3.4146273413496424e-45,1.6463267814859564e-40,8.6134740225371765e-33,9.169926750203588e-42,1.6838945468313443e-80,3.6468014476456878e-55,1.0042925048909919e-55,5.3204358344720573e-68,1.3996559907126828e-47,2.1724896212433612e-53,8.9164174121520241e-48,2.9272367058198518e-41,7.8243121550488799e-29,5.2052246523272224e-62,1.8310342038446087e-65,7.6289202744011004e-59,1.1552235789758946e-60,2.5640233891699528e-71,0.88129999999999997,0.0,0.0,0.0,0.0098899977693750786,0.10880299999367929,0.0001,1.2359672239306858e-10,1.0405210764843421e-09,1.0342029655456219e-09,1.3095209507815421e-15,6.3190886458220112e-12,2.5983758812238837e-11
3.2308578313408432e-12,0.0021453895271529885,3.010124870888545e-24,1.5470057143446126e-19,7.061502392187659e-18,3.0099880602009442e-24,4.4058347830376487e-16,8.4021208088318336e-25,6.9556573686918584e-50,1.1255373386820125e-37,4.9925351739172878e-41,1.2938761210137512e-37,7.3747150629432127e-35,1.4762013634439646e-21,5.7498375502746936e-31,6.0450964592936558e-45,2.9144686484734882e-40,1.2650599874946474e-32,1.6330274146500142e-41,-4.6475372636858945e-79,-9.8214625132403583e-54,-2.7013682121689646e-54,-1.4693012557565868e-66,-3.7695139265368933e-46,4.5667831407687095e-53,1.5785369946729238e-47,4.2980225812392971e-41,1.382810219642305e-28,9.2087156022482196e-62,-5.0469362295100591e-64,-2.1069048013077264e-57,2.4529842504240853e-60,6.4517514146968569e-71,0.88129999999999997,0.0,0.0,0.0,0.0098899972969150006,0.10880299999072988,0.0001,1.4978938679358524e-10,1.2610288336341435e-09,1.2517618917456486e-09,1.5870638652184461e-15,9.2680809994495271e-12,3.1235219345873327e-11
3.7958166615506575e-12,0.0021453895271454668,4.1444642482578739e-24,2.1299813515483076e-19,8.2649160552114778e-18,4.1442431290376346e-24,5.7134560826241829e-16,1.2648785227777421e-24,9.5943639205457628e-50,-2.7500542793826642e-36,6.8907259204610813e-41,3.0838778753118203e-36,8.659321842234938e-35,1.7342761511930936e-21,7.936283509261236e-31,9.781647365192498e-45,4.7157543685311922e-40,1.7461142030894388e-32,2.6582198664572009e-41,1.3709436534263555e-77,2.8620815942095809e-52,7.86477185487794e-53,4.3362192230259696e-65,1.0984775855645603e-44,8.5846995323948948e-53,2.554235559389715e-47,5.93071352123379e-41,2.2336241063446407e-28,1.489018264194183e-61,1.4874584828502285e-62,6.2179068882433539e-56,4.6036170237715333e-60,1.4176091924307491e-70,0.88129999999999997,0.0,0.0,0.0,0.0098899968245408712,0.10880299998722295,0.0001,1.7598204308203343e-10,1.4815365697266084e-09,1.4687632471825881e-09,1.8646067531295295e-15,1.2774607115980679e-11,3.6400796467251832e-11
4.925734321970287e-12,0.0021453895271268527,6.944128777810278e-24,3.5688242817894897e-19,1.0644333432864098e-17,6.9436479388388085e-24,8.8052988563044655e-16,2.4907228830449919e-24,1.6134480470336137e-49,-5.4120580179345558e-44,1.1602126330304144e-40,5.617137475966266e-37,1.1224119734132482e-34,2.2503731765444564e-21,1.3363661943773915e-30,2.1334583263835505e-44,1.0284582457685937e-39,2.9402268788514934e-32,5.8712723344337511e-41,9.2781720481918369e-77,4.0844656763644575e-52,1.1220802893985191e-52,2.8793949747861844e-64,1.5676331532570722e-44,2.4360856071082805e-52,5.5707922795326165e-47,9.9808526992938204e-41,4.8533446047770956e-28,3.2427005820427279e-61,1.0455818407033437e-61,4.1299667878491021e-55,1.3181224470868523e-59,5.3652335977602235e-70,0.88129999999999997,0.0,0.0,0.0,0.0098899958800450077,0.10880299997854584,0.0001,2.2836733132360497e-10,1.9225519787536397e-09,1.9011026492111336e-09,2.4196924493769577e-15,2.1450857349210071e-11,4.6479757133310941e-11
5.889231610480775e-12,0.002145389527107248,9.8839931196998306e-24,5.0797206481067824e-19,1.2644774469699186e-17,9.8831740559311568e-24,1.1941953029755879e-15,4.0078137280438209e-24,2.3036950571329183e-49,2.8706804773546545e-37,1.6583035290038899e-40,5.1536134483745268e-37,1.3406518049307287e-34,2.6904012888258228e-21,1.9102159287153009e-30,3.6441210091223928e-44,1.7565658884941467e-39,4.2027907441737618e-32,1.0133349921423057e-40,-1.2221187848471903e-75,-3.8309017463218335e-51,-1.0441852174592075e-51,-3.8705154367307295e-63,-1.4703143716187735e-43,4.9717043968238954e-52,9.5149792817045248e-47,1.4259786094218683e-40,8.2636172787893388e-28,5.5316571207986095e-61,-1.3535039478469206e-60,-5.55226872867817e-54,2.7468620320534227e-59,1.3099854022735807e-69,0.88129999999999997,0.0,0.0,0.0,0.0098899950749185787,0.10880299996940679,0.0001,2.7303700592686685e-10,2.2986121913974263e-09,2.2680247518702132e-09,2.8930220443251155e-15,3.0589124695908238e-11,5.481545510932645e-11
6.852728898991263e-12,0.002145389527084235,1.3325522529359267e-23,6.8484397483006923e-19,1.461931947313425e-17,1.3324236149627755e-23,1.5537184569104651e-15,6.0408087354801759e-24,3.1155142613683638e-49,3.4209302930373848e-36,2.2450476040685167e-40,-2.3351700685180949e-36,1.5584651940862118e-34,3.1303784340112478e-21,2.5862743119906776e-30,5.7395432011149954e-44,2.7664214577881864e-39,5.690230590620213e-32,1.6123233932274205e-40,-6.6201053200597076e-75,-2.7730448915168317e-50,-7.5594369057913371e-51,-2.0355891692462511e-62,-1.0643049671253497e-42,9.1001018228239762e-52,1.4985560709399668e-46,1.9297162137507531e-40,1.2974350436085704e-27,8.7012728557066933e-61,-7.4375942577801643e-60,-2.9199516296080101e-53,5.2625189903610979e-59,2.7856822336534246e-69,0.88129999999999997,0.0,0.0,0.0,0.0098899942700235652,0.10880299995867845,0.0001,3.1770665693927684e-10,2.6746723428441967e-09,2.6333575214875861e-09,3.3663515621327187e-15,4.1316618003814258e-11,6.2919928705570947e-11
7.816226187501751e-12,0.0021453895270578368,1.7262222242985003e-23,8.8716436962942788e-19,1.6568303883167428e-17,1.7260319281867154e-23,1.9589253877926785e-15,8.6686937152234213e-24,4.0484801928634548e-49,-6.0086603953715074e-36,2.9204157763292158e-40,7.4202789429765477e-36,1.7758529737643629e-34,3.5703046027305987e-21,3.3645295157731635e-30,8.5151937312823799e-44,4.1039788260406692e-39,7.4025206853014208e-32,2.4159876984861731e-40,-7.9468172374016865e-75,1.4450680880835015e-51,3.8859079102751961e-52,-2.3353650159309844e-62,5.5462251966063095e-44,1.5373963142160348e-51,2.2231562370173424e-46,2.5091785378530076e-40,1.9188622393474695e-27,1.2892766991175417e-60,-9.2195832720370967e-60,-3.3511362175765227e-53,8.3516958408540783e-59,5.3538640083684694e-69,0.88129999999999997,0.0,0.0,0.0,0.0098899934653535488,0.10880299994637248,0.0001,3.623762843618774e-10,3.0507324331105343e-09,2.9971125589492333e-09,3.8396810028025356e-15,5.3621736577819519e-11,7.079959847075578e-11
8.77972347601224e-12,0.0021453895270280797,2.1687684037622921e-23,1.1146039082684604e-18,1.8492058669592066e-17,2.1684995325024743e-23,2.4096434321738904e-15,1.1972364751784666e-23,5.1021685649260679e-49,2.6008344228560102e-35,3.6843789447991125e-40,-2.4228407604493794e-35,1.9928159752652843e-34,4.0101797860748541e-21,4.2449697082099991e-30,1.2066521194782505e-43,5.815168836506935e-39,9.3396353930993517e-32,3.4572963586274026e-40,-4.1242821295326049e-74,-1.7318010243305316e-49,-4.7150333110070732e-50,-1.2778606771470625e-61,-6.6467168919839472e-42,2.4433267462170376e-51,3.1501904683625139e-46,3.1642463109650294e-40,2.7106797984779903e-27,1.8246571161299023e-60,-4.6105032038932992e-59,-1.8331555628155047e-52,1.5229756657960183e-58,9.5334997171492897e-69,0.88129999999999997,0.0,0.0,0.0,0.0098899926609022915,0.10880299993250031,0.0001,4.0704588819568137e-10,3.4267924622125263e-09,3.3593013787030806e-09,4.3130103663368757e-15,6.7492966159078823e-11,7.8460700489713292e-11
9.743220764522729e-12,0.0021453895269949873,2.6595581651503863e-23,1.3668374621075831e-18,2.039091056855037e-17,2.6591918367990622e-23,2.9057011461086316e-15,1.603456785856438e-23,6.2761561567293563e-49,-1.1715322134529332e-34,4.5369079850135123e-40,1.1934378205401166e-34,2.2093550285163351e-34,4.4500039755755996e-21,5.2275830520366665e-30,1.6488973976789285e-43,7.9459093467963369e-39,1.1501549169137772e-31,4.7702614095588314e-40,7.0149260770336054e-74,6.6483869795056471e-49,1.8085017205243215e-49,2.3014428304472865e-61,2.5516757075945483e-41,3.7003263417421463e-51,4.3045456497600536e-46,3.8948005050214457e-40,3.6926672069546627e-27,2.4902380816694192e-60,7.4848641216331187e-59,3.2998692937290887e-52,1.2705902377369513e-58,1.5989012107978483e-68,0.88129999999999997,0.0,0.0,0.0,0.0098899918566637303,0.10880299991707344,0.0001,4.5171546844167377e-10,3.8028524301658007e-09,3.7199354138765632e-09,4.7863396527376294e-15,8.2918873807551111e-11,8.5909297455025042e-11
1e-11,0.002145389526918894,2.7984193497216079e-23,1.4382029480591359e-18,2.0892807277296094e-17,2.7980236135917253e-23,3.0455343314741243e-15,1.7255912855331884e-23,6.6092813038490852e-49,-3.6887978948522658e-34,4.7790566211556091e-40,3.711868500078418e-34,2.266992863428371e-34,4.5672118053688314e-21,5.5066987915565398e-30,1.7826775687245501e-43,8.5904263002381746e-39,1.2115650748847304e-31,5.1704578918828864e-40,2.9265543526307913e-73,2.304594517568139e-48,6.2655414539795765e-49,9.4611808585932318e-61,8.8451196725593581e-41,4.1046396917516875e-51,4.6537263132611828e-46,4.1022231186286573e-40,3.9889658827565729e-27,2.6913677718007258e-60,3.1605632106288181e-58,1.3568147560175908e-51,-3.4119573778128388e-59,1.8194951048661747e-68,0.88129999999999997,0.0,0.0,0.0,0.0098899916423632762,0.10880299991270112,0.0001,4.6362024177733918e-10,3.9030752146768363e-09,3.8157861358943121e-09,4.9124854356039877e-15,8.7290921968920568e-11,8.7859297385209619e-11
1.1670215341543705e-11,0.002145389526918894,3.7833756682165406e-23,1.9444054964618115e-18,2.411519315473618e-17,3.7827500376806919e-23,4.0331555513087923e-15,2.6773812540383566e-23,8.9833414877686823e-49,-9.3052873007184099e-33,6.5075471092569003e-40,9.3084227799056305e-33,2.6411646027964689e-34,5.329499341156615e-21,7.499281831199343e-30,2.8328945535339163e-43,1.3649605072584179e-38,1.6499672182608401e-31,8.3519251040640621e-40,8.4386257014167209e-72,6.2606473308173927e-47,1.7012628508822545e-47,2.7189667903647425e-59,2.4028597849463917e-39,7.5968898579142812e-51,7.3947163151912675e-46,5.5818932841573936e-40,6.3050861809629e-27,4.2675281385019651e-60,9.1364353047570075e-57,3.8994803785024463e-50,-6.5803378916616646e-57,3.918669948709057e-68,0.88129999999999997,0.0,0.0,0.0,0.009889990248801217,0.10880299988160086,0.0001,5.4105455817403866e-10,4.5549721826866436e-09,4.4365844798996321e-09,5.7329979941442629e-15,1.1838937463068914e-10,1.0019245430087977e-10
1.3597209918564681e-11,0.0021453895268297505,5.0927732351735136e-23,2.6173494224370153e-18,2.7743683137427392e-17,5.0917898099433008e-23,5.3399413730421595e-15,4.1583295427681956e-23,1.2166673212382789e-48,1.2629346429866503e-31,8.8320998462074289e-40,-1.2628916170646248e-31,3.0712883055784347e-34,6.2087906406547251e-21,1.0179531085173628e-29,4.4798303912047342e-43,2.1581950615544566e-38,2.2396687217741184e-31,1.3453040594899077e-39,-1.2867530996373023e-70,-9.6075428836279156e-46,-2.6068118725472747e-46,-4.1058770177959187e-58,-3.6874107751743779e-38,1.3973873671810495e-50,1.1692551226003294e-45,7.5695099103514981e-40,9.9093534983147508e-27,6.7313869284621532e-60,-1.3970973148067771e-55,-5.888574849786593e-49,1.0808822812774285e-55,8.37682126547104e-68,0.88129999999999997,0.0,0.0,0.0,0.0098899886417207587,0.1088029998400446,0.0001,6.3039355356632885e-10,5.3070916907894128e-09,5.1471496000903854e-09,6.679656027030166e-15,1.5994339744137557e-10,1.1369431910082693e-10
1.552420449558566e-11,0.002145389526727747,6.5829818566684787e-23,3.3832182809225133e-18,3.1278843565704841e-17,6.5815273343942082e-23,6.8247318850155457e-15,6.1188572115619069e-23,1.5822808128141063e-48,-2.106166368816415e-30,1.1510332689112181e-39,2.1061709911673746e-30,3.4997327191398718e-34,7.0878778142889566e-21,1.3268236210097336e-29,6.6659099106929427e-43,3.2109390769792406e-38,2.9192393350562892e-31,2.038227308449209e-39,2.7610105509959572e-69,1.9286003013560635e-44,5.2264391074439925e-45,8.7873551465779499e-57,7.4020398538493619e-37,2.3718888291984012e-50,1.7396725238314675e-45,9.8567079907928322e-40,1.4654549265282366e-26,9.9912185738496887e-60,3.0007600431714191e-54,1.2602926365732895e-47,-2.152359929951867e-54,1.6205519642922554e-67,0.88129999999999997,0.0,0.0,0.0,0.0098899870353797211,0.1088029997924931,0.0001,7.1973245462548026e-10,6.0592109545834889e-09,5.851719250124632e-09,7.6263137513971097e-15,2.074924680023463e-10,1.2645752446429323e-10
1.7451199072606637e-11,0.0021453895266130697,8.2493550126816553e-23,4.2396240647372038e-18,3.4723074403202074e-17,8.2473016627381187e-23,8.4862197015745625e-15,8.634136904450963e-23,1.9948417093811344e-48,3.5874372516189441e-29,1.4542012016477982e-39,-3.5874348125693539e-29,3.9265044008050062e-34,7.9667609468619331e-21,1.6765299156124418e-29,9.4684439183598965e-43,4.5597898715497317e-38,3.6886591217819331e-31,2.9463699437367792e-39,-5.3960300158821683e-68,-3.7656131100816577e-43,-1.0191742587929017e-43,-1.7221585249747987e-55,-1.4452563496646725e-35,3.7853365983719955e-50,2.4705685719434192e-45,1.2442549601927391e-39,2.0685912989531656e-26,1.4146692450636838e-59,-5.8429843820477286e-53,-2.4699332675215655e-46,4.205304446604204e-53,2.9044667890023462e-67,0.88129999999999997,0.0,0.0,0.0,0.0098899854297377823,0.10880299973903353,0.0001,8.090712613580579e-10,6.8113299741721033e-09,6.5503806158475427e-09,8.5729711672414559e-15,2.6094940188141804e-10,1.3852239072642415e-10
1.9378193649627615e-11,0.002145389526485903,1.0087360526497578e-22,5.1842375320597293e-18,3.8078713144711161e-17,1.0084566546321781e-22,1.0323115748366554e-14,1.1781774073834949e-22,2.4538757420285213e-48,-6.6444044721888313e-28,1.7926903865619308e-39,6.6444008676763182e-28,4.3516098569989334e-34,8.8454375580250758e-21,2.0670685703627637e-29,1.2943083361359822e-42,6.24129961491222e-38,4.547908222342342e-31,4.1035945335668711e-39,1.155094894140243e-66,7.9241289911545096e-42,2.1419793086330397e-42,3.6891225340708233e-54,3.0413102475565597e-34,5.7527583742332568e-50,3.3817661944077587e-45,1.5326101097783635e-39,2.8145097487053313e-26,1.9472808333383014e-59,1.2483783869776673e-51,5.2909992212265694e-45,-8.8479080088088437e-52,4.8994023893621644e-67,0.88129999999999997,0.0,0.0,0.0,0.0098899838247567019,0.10880299967975192,0.0001,8.9840997377029293e-10,7.5634487496529477e-09,7.243219661897077e-09,9.5196282745559533e-15,3.2022823582971927e-10,1.499271574646845e-10
2.1305188226648593e-11,0.002145389526346429,1.2092580787999793e-22,6.2147883211753174e-18,4.134810689298477e-17,1.20888906571006e-22,1.2334149245206134e-14,1.5641798892126443e-22,2.9106256946396578e-48,1.3559556487926896e-26,2.1664779213892726e-39,-1.3559548405984806e-26,4.775056150692305e-34,9.7239576664227473e-21,2.4983058319305862e-29,1.7585963691628233e-42,8.2919784811197878e-38,5.4969683580135049e-31,5.5452267313272859e-39,-2.6847364199399135e-65,-1.8143986474692843e-40,-4.8983288092393391e-41,-8.5670022465196637e-53,-6.9637296488479907e-33,8.4022721835849867e-50,4.493068033588211e-45,1.8506433188882981e-39,3.7170192318155998e-26,2.2228617497572867e-59,-2.8902427432800141e-50,-1.228697806771783e-43,2.0257571254696035e-50,7.8665948373696987e-67,0.88129999999999997,0.0,0.0,0.0,0.0098899822204002643,0.10880299961473296,0.0001,9.8774859186809017e-10,8.3155672811183907e-09,7.9303211333889307e-09,1.0466285073327516e-14,3.8524422609690002e-10,1.60708033248586e-10
2.5159177380690545e-11,0.002145389526031274,1.658757013092768e-22,8.5249159410421551e-18,4.7636691125786874e-17,1.6581568070252779e-22,1.6873639789338607e-14,2.5831488492970871e-22,4.0614072781341531e-48,6.4038685343616767e-34,3.0198542343235151e-39,8.841067917867448e-33,5.6169946109818376e-34,1.1480301045307662e-20,3.4834045191277665e-29,2.8774313204504079e-42,1.3646670350807517e-37,7.6644426357587314e-31,9.4305765112544894e-39,-7.9238116060241035e-63,-2.140107931769058e-40,-5.7723805507943073e-41,-4.564273097043532e-52,-8.213814023803079e-33,1.6329008086445745e-49,7.3951072420834597e-45,2.5753743756307738e-39,6.0452304483434189e-26,3.7864339876400299e-59,-1.9824614594406294e-49,-6.5512163499198847e-43,2.2700583942234658e-50,1.8068075032675628e-66,0.88129999999999997,0.0,0.0,0.0,0.0098899790134265326,0.10880299946781577,0.0001,1.1664255451423797e-09,9.8198036123452751e-09,9.2876440388695669e-09,1.2359597745176398e-14,5.3215499475794109e-10,1.8053291297031917e-10
2.80286933535645e-11,0.0021453895257659474,2.033790845097647e-22,1.0452342077420511e-17,5.2110495648467923e-17,2.0329685314740866e-22,2.0696861384677311e-14,3.58924569284456e-22,1.804942161591407e-46,-1.2743288333347048e-27,3.7467614223368859e-39,1.2743096465290048e-27,6.239599287273074e-34,1.2787361300275274e-20,4.3230938891821518e-29,3.8774100705027684e-42,1.8860342014546742e-37,9.5114029445432525e-31,1.3343537133308011e-38,2.4757554424607966e-62,7.3239852640437588e-40,1.9828380830763903e-40,4.6791872397477826e-51,2.8109728472183814e-32,2.5496901708635908e-49,1.0220919908355615e-44,3.1913997451280756e-39,8.281845015535225e-26,1.6118232286434244e-57,1.9681918926418597e-48,6.720736872856109e-42,-6.0607164101852659e-50,3.0998706298151621e-66,0.88129999999999997,0.0,0.0,0.0,0.0098899766270356213,0.10880299934412775,0.0001,1.2994605399954969e-09,1.0939793203942628e-08,1.028394842197616e-08,1.3769276819675827e-14,6.5583778137859163e-10,1.9391065904551929e-10
3.089820932643846e-11,0.002145389525475068,2.4418120355605072e-22,1.254930140962034e-17,5.6413991661842964e-17,2.4407204306931924e-22,2.4894081523056791e-14,4.8395038867533089e-22,7.6526159722329683e-46,-1.9638927633932091e-27,4.5516958259117526e-39,1.9634349041523524e-27,6.8585602505182098e-34,1.4093656416437216e-20,5.2539617938011809e-29,4.8886926663535143e-42,2.5254855383574515e-37,1.155728452060434e-30,1.8279094463492262e-38,5.4340319359645219e-62,1.2066418065429574e-38,3.2046560529040665e-39,2.6453440795656848e-50,4.6311362362344346e-31,3.7968830708846789e-49,1.3686886252226036e-44,3.8723200193465087e-39,1.0993513745360702e-25,4.0010573885076562e-57,1.1886625008813345e-47,3.7979057305634581e-41,-1.2596542877058691e-48,5.0446703417930641e-66,0.88129999999999997,0.0,0.0,0.0,0.0098899742417213766,0.1088029992085273,0.0001,1.4324953257603059e-09,1.205978225522503e-08,1.1268339817024205e-08,1.5178955209766849e-14,7.9143264157479793e-10,2.0621340349042046e-10
3.376772529931241e-11,0.0021453895251591863,2.881565616669623e-22,1.4809344233055202e-17,6.0553803715952749e-17,2.8801536426080119e-22,2.9461444865192147e-14,6.3646622896967616e-22,8.0652330412972058e-46,4.8094684010656653e-27,5.4345857551096225e-39,-4.8099332071323631e-27,7.4739553821207789e-34,1.539984924850144e-20,6.2743362459271648e-29,6.4354674000165155e-42,3.2949928926269985e-37,1.3802055092786197e-30,2.4380899557095692e-38,5.3797443571613941e-62,1.2342786715615221e-38,3.2750683583937692e-39,4.6228479256020819e-50,4.7372075542067256e-31,5.4352420137845902e-49,1.7857964407524384e-44,4.6178384383185945e-39,1.4219438239397074e-25,6.4995495026752901e-57,2.3706275587327318e-47,6.6402519432979629e-41,-1.1609289415170982e-48,7.8601798077988769e-66,0.88129999999999997,0.0,0.0,0.0,0.0098899718573975098,0.10880299906127154,0.0001,1.5655299024509602e-09,1.3179770766409862e-08,1.2241075379316783e-08,1.6588632915348168e-14,9.3868242412247723e-10,2.1752742712598516e-10
3.663724127218637e-11,0.002145389524818842,3.3518441492049244e-22,1.7226265110204256e-17,6.45361383478573e-17,3.3500569815583106e-22,3.4395177535943808e-14,8.1964509695717771e-22,1.0602755838854204e-45,-5.9407470342444591e-27,6.3953356346505505e-39,5.9399857444708794e-27,8.0857569341263912e-34,1.6705431748733704e-20,7.385427462188221e-29,8.1664873970145116e-42,4.2065041826839193e-37,1.624559341286488e-30,3.1799130965308915e-38,1.0505119561883665e-61,1.9928539919889831e-38,5.2830717150524164e-39,1.0348913839298299e-49,7.6486479126073629e-31,7.5684514082060015e-49,2.2799190958066911e-44,5.4276543734515179e-39,1.7997332140769908e-25,1.0717470736638232e-56,4.7660656351688918e-47,1.4868459327628858e-40,-1.6757677244051627e-48,1.1811028163568619e-65,0.88129999999999997,0.0,0.0,0.0,0.0098899694739845532,0.10880299890261209,0.0001,1.6985642700805194e-09,1.4299758737694763e-08,1.3202406729274564e-08,1.799830993630224e-14,1.0973355125786616e-09,2.2793219475962841e-10
3.950675724506033e-11,0.0021453895244545633,3.8514866768373412e-22,1.979409749634993e-17,6.8366904855438347e-17,3.8492658887263403e-22,3.9691589311690521e-14,1.0367565005371831e-21,4.3560146711812957e-46,2.0489830388122222e-26,7.4339170828027167e-39,-2.04899239393654e-26,8.6940719621365355e-34,1.8011220174138411e-20,8.5852318150993858e-29,1.0700999753612535e-41,5.2719542269724489e-37,1.8887986497190317e-30,4.0690452807149697e-38,3.632906632392695e-62,2.1100688834370656e-39,5.6840233977201575e-40,1.0773684937224992e-49,8.0985230229409036e-32,1.0181373484266411e-48,2.8575125220921969e-44,6.3014826396821477e-39,2.2363460231008974e-25,1.1887850126556454e-56,5.79687113741781e-47,1.549555927477618e-40,6.6043031253819724e-49,1.720922394629377e-65,0.88129999999999997,0.0,0.0,0.0,0.0098899670914094889,0.10880299873279516,0.0001,1.8315984286610078e-09,1.5419746169262227e-08,1.4152580041021559e-08,1.9407986272498718e-14,1.2671457366980831e-09,2.3750072418541552e-10
