Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726),C7H9(2388),C7H9(1587),S(859),S(1111),S(1873),S(2962),S(2913),S(1093),C7H9(2432),S(3132),C7H9(3107),S(3133),C6H6(3100),S(2878),S(1393),S(2871),C6H7(2400),S(3154),S(3227),C6H7(3200),CH2O3(139),CH3O2(85),S(1826)
1.82533473022785e-06,0.0023871180660691425,5.3877171743153612e-08,9.2078157092989172e-07,2.6496618857914747e-10,3.4676603712223239e-06,1.0542425987823348e-05,0.00024086438652110506,2.604458973412871e-18,1.170026258326552e-24,7.2188308369147024e-13,1.2673314398880986e-09,1.6646669413235465e-12,6.4551031055841137e-08,3.1778244000040097e-06,8.8682099118233928e-11,4.9679630569824992e-12,7.4684688526776347e-10,5.3277636614165356e-09,1.4392463392723541e-16,6.7188157795431076e-09,1.5164966243547966e-13,1.6714241440359865e-09,8.6045786312322815e-09,0.00051907072932893422,5.2972167916612734e-11,6.5436927759663147e-09,0.00014591835079545576,2.9458651682559076e-24,4.9743639433396082e-13,5.0188087746928718e-08,1.1571500285643809e-08,6.6089930132122254e-15,0.88129999999999997,0.0,0.0,0.0,0.0025921990931035456,0.10741456026209559,0.00010928428655107275,0.00011993184041923673,0.00012438497906761198,4.8039634962763072e-05,6.5146479068702745e-11,1.5086552746318822e-05,2.6707563980142241e-10,4.275274281254792e-07,2.244145739893427e-13,4.2657670155426894e-15,0.00095509884547842754,0.0018710316013489583,0.00049291157339956249,0.0021869349127942631,1.6005124053406514e-12,4.4229239913184022e-08,1.9887810210516485e-11,2.5181071208231876e-07,0.00078854072601516217,1.0731616991868781e-05,2.2778078224544736e-06,1.2540903684406958e-06,8.0706257564492173e-07,0.0001061318679972327,2.4477410159332988e-08,0.00013876146356370724,6.4091406532402789e-08,4.0912331507099891e-08,5.8087508049269364e-14,0.00038011516897418966,4.5135780089614998e-08,5.1446030232025081e-08,1.9702804402400486e-05,1.3914147287065262e-11,3.181699097084267e-10,1.3615189607404986e-06,1.1672813727224806e-09,8.1266329363238151e-10,2.9661551545212031e-09,8.4701637318360681e-16,4.7344228475877212e-07,1.487428644382719e-07,3.1672236998515931e-15,1.2933733229399744e-10,1.8063270706662361e-15,5.5541428178540058e-10,2.0158849991588212e-06,4.1756305715879285e-09,1.635137537952136e-14,2.2533950359296976e-06,3.5056898049515961e-11,3.4894292065596656e-14,5.0028148357601328e-06,8.3708843303624927e-08,2.8460828494216125e-12,5.7660524541549828e-14,2.1833953117394139e-11,1.2607716985450077e-05,1.0060142998930406e-05,5.3304383830650575e-13,1.6111086345100957e-11,7.8129680272329349e-07,5.3117676398066158e-11,8.0458967064035865e-10,9.3991306849886944e-13,1.859768670815222e-07,6.2954135232399099e-07,3.5377109213984102e-07
1.8373758318228782e-06,0.002387121849345188,5.4548223984327301e-08,9.3772693837066927e-07,2.7006745794403627e-10,3.4817131940556084e-06,1.0561706444974963e-05,0.00024175037928226453,2.6624507746135812e-18,1.1642153611155268e-24,7.4022387411934342e-13,1.284929742606281e-09,1.6913170655183516e-12,6.5320823653070012e-08,3.2462359012779975e-06,9.1754875589492935e-11,5.0554916678337846e-12,7.6043245253780148e-10,5.4378927557328689e-09,1.4688312850440138e-16,6.8287741075606916e-09,1.5543683173021099e-13,1.6864854906176326e-09,8.7591511987622974e-09,0.0005205541505635304,5.3169930264521013e-11,6.5904039415562184e-09,0.00014727238883152424,3.0239029851696504e-24,5.1060123798400443e-13,5.0859343489713851e-08,1.1754866305333459e-08,6.7632755077196206e-15,0.88129999999999997,0.0,0.0,0.0,0.0025783366502116789,0.10741214461101577,0.00010942603563726579,0.00011941406695811267,0.00012348577145629091,4.7643779983554345e-05,6.4673963202679349e-11,1.4961929414186108e-05,2.6601824961339903e-10,4.2442651543480902e-07,2.2256078456108929e-13,4.2348268460850727e-15,0.00095516713424482179,0.0018758710122122632,0.0004942901408462885,0.002190114224608805,1.6046132020014356e-12,4.4343662085218537e-08,1.9889609893856051e-11,2.5194859383009907e-07,0.00079168459170221453,1.0799810102934898e-05,2.2922286472660629e-06,1.2620774349144039e-06,8.121892203575632e-07,0.00010704073409386074,2.4275744206585588e-08,0.00013872521912292285,6.4073123360642479e-08,4.0900660575272611e-08,5.7844139626901592e-14,0.00038163180477342163,4.6082379751451063e-08,5.1651313329861226e-08,1.9941096769134295e-05,1.3907974501101062e-11,3.1837139763058946e-10,1.3674671021152775e-06,1.1723527151950721e-09,8.161939708730073e-10,2.9790419456305002e-09,8.5069633006299564e-16,4.7655083701059197e-07,1.4971594149063532e-07,3.1879437035557456e-15,1.3018654251139542e-10,1.8181440773389498e-15,5.5913369641699609e-10,2.0293874923741314e-06,4.1937831528839947e-09,1.6422063823072473e-14,2.2825897654356155e-06,3.5511091235833237e-11,3.5045143179858832e-14,5.0585134259643562e-06,8.4272629371152097e-08,2.8651824780824719e-12,5.8048873001841034e-14,2.1980477462664666e-11,1.282102813349503e-05,1.0188320763218661e-05,5.3643869461495065e-13,1.6316360608357908e-11,7.9315361845530612e-07,5.3922482284447157e-11,8.1678031511806504e-10,9.5417701535753882e-13,1.8987053477049785e-07,6.379885781041744e-07,3.6143445084665461e-07
1.8494169334179063e-06,0.00238712565222736,5.5220769110958634e-08,9.5490491446249925e-07,2.7522021076280467e-10,3.495693917711584e-06,1.0581171678188873e-05,0.00024263142141218633,2.721258575103513e-18,1.1585856762211225e-24,7.5885286456065895e-13,1.3026456497247593e-09,1.7181733436226736e-12,6.6093780806782993e-08,3.3154981735798816e-06,9.4906551924186272e-11,5.143758206335525e-12,7.7418300559699481e-10,5.5494468186486545e-09,1.4987754719224757e-16,6.9396409231953513e-09,1.5928791911888245e-13,1.7015407904908005e-09,8.9151942196928938e-09,0.00052202527804285715,5.3367584462409039e-11,6.6370403790376458e-09,0.00014862768683766806,3.1033577262792517e-24,5.2399538443628806e-13,5.1533197989083253e-08,1.1939308487343846e-08,6.9199841784421473e-15,0.88129999999999997,0.0,0.0,0.0,0.0025646014323931522,0.10740975092619257,0.00010956870515240083,0.00011889689383324892,0.00012259528079375972,4.7251979073649857e-05,6.4206047891142886e-11,1.4838586717200871e-05,2.6497063947845949e-10,4.21355794161209e-07,2.2072604475907563e-13,4.2041879194077277e-15,0.00095521512748669951,0.0018806709268364042,0.00049565685067964882,0.0021932454435149564,1.6086803335278593e-12,4.445715032393093e-08,1.9890987700295766e-11,2.5208135710045532e-07,0.00079481602076907857,1.0867917324454115e-05,2.3066309967614367e-06,1.2700544455604126e-06,8.1730930040987941e-07,0.00010794864265783605,2.4076143481731449e-08,0.00013868817587765926,6.4054484637201705e-08,4.0888762679105125e-08,5.760283507798972e-14,0.00038313689067830125,4.7043099234187201e-08,5.1855783910013908e-08,2.0180548456988968e-05,1.3901960635534882e-11,3.1857431433638263e-10,1.3733885605375903e-06,1.1774011681315036e-09,8.1970871237986231e-10,2.991870571919699e-09,8.5435967737464744e-16,4.7964728036278148e-07,1.5068519675803141e-07,3.2085823289163356e-15,1.3103244475669578e-10,1.8299146724162503e-15,5.6283948500985573e-10,2.0428405521466725e-06,4.2119615446295192e-09,1.649285314905131e-14,2.3119397651145963e-06,3.5967700017597547e-11,3.5196209580039672e-14,5.1144537693610421e-06,8.4834350368912643e-08,2.8842115416261429e-12,5.843579899586264e-14,2.2126460461930677e-11,1.3036202529923561e-05,1.0316733522383482e-05,5.3982927675212486e-13,1.6522011216050247e-11,8.0505440097722265e-07,5.4730249111527543e-11,8.2901580992394782e-10,9.6849385499718109e-13,1.938169372728795e-07,6.4647689194057651e-07,3.6919764012689529e-07
1.8614580350129344e-06,0.0023871294742096707,5.5894759808564871e-08,9.7231609750114984e-07,2.8042396987958422e-10,3.5096032242176499e-06,1.0600822207772283e-05,0.00024350756988968716,2.7808863470084158e-18,1.1529893076850658e-24,7.7777097313204007e-13,1.3204790052071707e-09,1.7452355939749326e-12,6.6869893093532235e-08,3.3856124486522366e-06,9.8138372482127351e-11,5.2327596759108481e-12,7.8809989738477912e-10,5.6624334334603033e-09,1.5290798615368928e-16,7.0514151632858405e-09,1.6320343803451291e-13,1.7165895804719319e-09,9.0727080374649364e-09,0.00052348423709526091,5.3565152165026702e-11,6.6836025516993205e-09,0.00014998421983856099,3.1842422905812622e-24,5.3762049289060162e-13,5.2209609185753181e-08,1.2124813886212338e-08,7.0791402642994072e-15,0.88129999999999997,0.0,0.0,0.0,0.0025509916255397826,0.10740737882000476,0.00010971229098940766,0.00011838038893916675,0.00012171338724962418,4.6864174861482902e-05,6.3742669560497079e-11,1.471650645840186e-05,2.6393266429315914e-10,4.1831484709887368e-07,2.189100839009677e-13,4.1738460727303419e-15,0.00095524320822817118,0.0018854318735433062,0.00049701181074354424,0.0021963292905750279,1.6127142511840221e-12,4.4569717123338248e-08,1.9891951582668098e-11,2.5220909564300315e-07,0.00079793512804119391,1.0935938641265826e-05,2.3210148697547618e-06,1.2780213989610404e-06,8.2242281572493645e-07,0.0001088555693770888,2.3878578760914204e-08,0.00013865035051275902,6.4035497868068819e-08,4.0876642610003748e-08,5.7363568472789e-14,0.00038463053496525955,4.8018070518198501e-08,5.2059449478759616e-08,2.0421157493713027e-05,1.3896103188683217e-11,3.1877862700545445e-10,1.3792835587565393e-06,1.1824269231238171e-09,8.2320765153964861e-10,3.0046415202475055e-09,8.580065541461158e-16,4.8273167110837655e-07,1.5165064825766849e-07,3.2291399595788566e-15,1.3187505440828768e-10,1.8416390746983548e-15,5.6653171124715001e-10,2.0562444095240978e-06,4.2301671715794845e-09,1.6563748915125529e-14,2.3414447277086649e-06,3.6426719614683035e-11,3.5347503126357339e-14,5.1706362169433916e-06,8.5394015863431404e-08,2.9031703717555434e-12,5.8821309113251061e-14,2.22719046598777e-11,1.3253239062971337e-05,1.0445370873470385e-05,5.4321558411545124e-13,1.6728021508004583e-11,8.1699789580309244e-07,5.5540891673926088e-11,8.4129486442534538e-10,9.8286207825029605e-13,1.978163861630635e-07,6.5500614250589955e-07,3.7706104325845806e-07
1.8734991366079625e-06,0.0023871333147197226,5.657014927462137e-08,9.8996107583275979e-07,2.8567876997518793e-10,3.523441784465999e-06,1.06206585238142e-05,0.00024437888078830293,2.8413379986901354e-18,1.147667652453083e-24,7.9697907474965192e-13,1.3384296511163532e-09,1.7725036083225782e-12,6.7649151393819887e-08,3.4565798823664736e-06,1.014515857056483e-10,5.3224930576019324e-12,8.0218449379028556e-10,5.7768601772272995e-09,1.5597454020512173e-16,7.1640957437705156e-09,1.6718401679009406e-13,1.7316314055038592e-09,9.2316929881834777e-09,0.00052493115116028347,5.3762655754111417e-11,6.7300909387435854e-09,0.0001513419633442245,3.26656948202493e-24,5.5147821741844679e-13,5.2888535209706318e-08,1.2311369544766706e-08,7.2407651310424706e-15,0.88129999999999997,0.0,0.0,0.0,0.0025375054524316492,0.10740502791330307,0.00010985678905875026,0.00011786461769211054,0.00012083997346133441,4.6480311152550281e-05,6.3283765952629179e-11,1.4595670815730571e-05,2.6290418196239837e-10,4.1530326567495323e-07,2.1711263688116248e-13,4.1437972294101645e-15,0.00095525175099135,0.0018901543701780835,0.00049835512731566042,0.0021993664720574603,1.616715397246639e-12,4.4681374729678043e-08,1.9892509317203224e-11,2.523319011032251e-07,0.00080104202652761395,1.1003874025835058e-05,2.3353802623615745e-06,1.2859782922741116e-06,8.2752976529681262e-07,0.00010976149045310438,2.3683021419872814e-08,0.00013861175917389583,6.4016170313805183e-08,4.0864305002707695e-08,5.7126314420416414e-14,0.00038611284456287773,4.9007426182526038e-08,5.2262317423577904e-08,2.0662921940955981e-05,1.3890399718074426e-11,3.1898430371278828e-10,1.3851523165627417e-06,1.1874301691958502e-09,8.2669091995107933e-10,3.0173552709460401e-09,8.6163709754121972e-16,4.8580406604759288e-07,1.5261231415717738e-07,3.2496169823917843e-15,1.3271438698311482e-10,1.8533175048122049e-15,5.7021043950366747e-10,2.0695992980680479e-06,4.2484014301516887e-09,1.6634756567627379e-14,2.3711043494411026e-06,3.6888145301122988e-11,3.5499035441437119e-14,5.2270611397772959e-06,8.595163553270315e-08,2.9220593037949408e-12,5.9205410020425654e-14,2.2416812628972696e-11,1.3472136560653787e-05,1.0574222522709273e-05,5.4659761549687975e-13,1.6934374998904905e-11,8.2898285507171138e-07,5.6354325218989708e-11,8.5361619484721054e-10,9.9728018391906452e-13,2.0186919177412048e-07,6.6357618264874739e-07,3.8502504019396224e-07
1.8855402382029906e-06,0.002387137173258674,5.7246891137007438e-08,1.0078403772104042e-06,2.9098363961576126e-10,3.5372102613777429e-06,1.0640681141193598e-05,0.00024524540943013005,2.9026174244522153e-18,1.1422800696955168e-24,8.164780001775161e-13,1.3564974276695683e-09,1.7999772310675576e-12,6.8431546832475185e-08,3.5284015668337552e-06,1.0484744329158238e-10,5.4129552991711033e-12,8.1643817192691521e-10,5.8927346220910337e-09,1.5907730238086175e-16,7.277681563432845e-09,1.7123004682359961e-13,1.7466658195668495e-09,9.3921494019236287e-09,0.00052636614210378328,5.3960115263820444e-11,6.7765060310097527e-09,0.00015270089326663511,3.3503520812928546e-24,5.6557018977377914e-13,5.3569934356006235e-08,1.2498962499323095e-08,7.4048802530045934e-15,0.88129999999999997,0.0,0.0,0.0,0.0025241411664496992,0.10740269783388993,0.00011000219528598565,0.00011734964345901368,0.00011997492405656468,4.6100332726487789e-05,6.2829275870552399e-11,1.4476062277338898e-05,2.6188505288608003e-10,4.1232064828034953e-07,2.1533344320847952e-13,4.1140373822871197e-15,0.0009552411232702574,0.0018948389259095743,0.00049968690536804144,0.0022023576819883597,1.6206842065500559e-12,4.4792135183987674e-08,1.9892668534149577e-11,2.5244986338875551e-07,0.00080413682772441689,1.1071723441845168e-05,2.3497271687837554e-06,1.2939251216113901e-06,8.3263014741877263e-07,0.00011066638251274847,2.34894433302789e-08,0.00013857241756484666,6.3996509033978958e-08,4.0851754363653117e-08,5.6891047835371581e-14,0.00038758392526943756,5.0011299308100806e-08,5.2464395032996125e-08,2.0905839888344529e-05,1.3884847811234641e-11,3.1919131293581899e-10,1.3909950512671496e-06,1.1924110932179176e-09,8.3015864771358194e-10,3.0300122988747493e-09,8.6525144316099991e-16,4.8886452253716833e-07,1.5357021279147846e-07,3.2700137877657402e-15,1.335504581501563e-10,1.8649501854163005e-15,5.7387573481581967e-10,2.0829054537418731e-06,4.2666657066966569e-09,1.6705881513270346e-14,2.4009183288752706e-06,3.7351972387356118e-11,3.5650818063356691e-14,5.283728925769441e-06,8.6507219155164639e-08,2.9408786763309606e-12,5.9588108452992484e-14,2.2561186966710095e-11,1.3692893800530008e-05,1.0703278269282104e-05,5.4997536924373908e-13,1.7141055352296155e-11,8.410080366673725e-07,5.7170465388862296e-11,8.659785233946031e-10,1.0117466777175952e-12,2.0597566338355937e-07,6.721868687087075e-07,3.9309000810633033e-07
1.8975813397980188e-06,0.0023871410492820235,5.7924939564031909e-08,1.0259544722861862e-06,2.9633845119872016e-10,3.5509093058921382e-06,1.0660890583803331e-05,0.00024610721020889453,2.9647284453360928e-18,1.1369121012403245e-24,8.362685364151814e-13,1.3746821726507381e-09,1.8276562777502529e-12,6.9217070838311757e-08,3.6010785146179659e-06,1.0832720085115049e-10,5.5041433255845771e-12,8.30862323060741e-10,6.0100643346011929e-09,1.6221636415097644e-16,7.3921714997941489e-09,1.7534200085961096e-13,1.7616923834406602e-09,9.5540776026418253e-09,0.00052778932984726048,5.4157550449573068e-11,6.8228483328249054e-09,0.0001540609860150917,3.4356028537494768e-24,5.7989801080051275e-13,5.4253765129671008e-08,1.268757977992977e-08,7.5715072421857769e-15,0.88129999999999997,0.0,0.0,0.0,0.0025108970586605397,0.1074003882181513,0.00011014850561591362,0.00011683552709585527,0.00011911812613558194,4.5724185562658465e-05,6.2379139433382809e-11,1.4357663712898106e-05,2.6087514053617991e-10,4.0936660194292938e-07,2.1357224806689222e-13,4.0845626103787074e-15,0.0009552116839045868,0.0018994860392116035,0.00050100724825852673,0.0022053035993084493,1.6246211047707733e-12,4.4902010274370089e-08,1.9892436683986639e-11,2.5256307026460197e-07,0.00080721964125878476,1.1139486839620891e-05,2.3640555803579017e-06,1.3018618815676507e-06,8.3772395940440564e-07,0.00011157022271093955,2.3297816975123293e-08,0.00013853234085151338,6.3976520843606339e-08,4.0838995043167917e-08,5.6657744246489407e-14,0.00038904388147854374,5.1029823613590767e-08,5.2665689473312383e-08,2.1149909460026182e-05,1.3879445124459423e-11,3.1939962420930941e-10,1.3968119771174861e-06,1.197369879413961e-09,8.336109630841755e-10,3.0426130721687542e-09,8.6884972468629699e-16,4.919130983528342e-07,1.5452436262055847e-07,3.2903307687744243e-15,1.3438328369285669e-10,1.8765373406879423e-15,5.7752766284197533e-10,2.0961631147713876e-06,4.2849613701193172e-09,1.6777129090427168e-14,2.4308863680728956e-06,3.7818196238246619e-11,3.5802862384352753e-14,5.3406399838462918e-06,8.7060776614611113e-08,2.9596288313946935e-12,5.9969411219130875e-14,2.2705030297008856e-11,1.3915509497321575e-05,1.0832528028454457e-05,5.533488430585698e-13,1.7348046417629203e-11,8.5307220596098048e-07,5.7989228338314795e-11,8.7838058003749581e-10,1.0262600743665159e-12,2.1013610892537843e-07,6.8083806136346492e-07,4.0125632073226229e-07
1.909622441393047e-06,0.002387144942291742,5.8604249253951439e-08,1.0443038351247751e-06,3.0174334109307919e-10,3.5645395562797994e-06,1.0681287331182501e-05,0.00024696433662756801,3.027674795752524e-18,1.1318315373877376e-24,8.5635142567172791e-13,1.3929837195493447e-09,1.8555405417224225e-12,7.0005715021215366e-08,3.6746116614899901e-06,1.1189211754904164e-10,5.5960540288312095e-12,8.4545835195445696e-10,6.1288568766447636e-09,1.6539181496826761e-16,7.5075644100517386e-09,1.7952055530167945e-13,1.7767106637495595e-09,9.7174779123352833e-09,0.00052920083245835547,5.43549828207331e-11,6.8691183635325555e-09,0.00015542221847220141,3.5223344515020284e-24,5.9446328092295442e-13,5.4939986241366422e-08,1.2877208414775132e-08,7.7406678497286271e-15,0.88129999999999997,0.0,0.0,0.0,0.002497771455828347,0.10739809871066779,0.00011029571601257916,0.00011632232709130471,0.00011826946920252648,4.535181677769386e-05,6.1933298040376214e-11,1.424045835401419e-05,2.5987431129363254e-10,4.0644074209156164e-07,2.1182880202420356e-13,4.0553690765256267e-15,0.00095516378353296429,0.0019040961984055651,0.00050231625780455065,0.0022082048886499432,1.6285265088849311e-12,4.501101154882155e-08,1.9891821046826746e-11,2.5267160746111664e-07,0.00081029057497651515,1.1207164154404401e-05,2.3783654851818106e-06,1.3097885650340929e-06,8.428111974785002e-07,0.00011247298870834484,2.3108115416721411e-08,0.0001384915436965333,6.3956212328971445e-08,4.0826031245570102e-08,5.6426379704944553e-14,0.00039049281623491195,5.2063133420745876e-08,5.2866207794320361e-08,2.1395128812885222e-05,1.3874189372079667e-11,3.1960920795364098e-10,1.4026033054453891e-06,1.2023067094824459e-09,8.3704799256163718e-10,3.0551580525454443e-09,8.7243207396530034e-16,4.9494985151936917e-07,1.5547478217455071e-07,3.3105683199851828e-15,1.35212879462697e-10,1.8880791956562883e-15,5.8116628964880495e-10,2.1093725208688478e-06,4.303289755468512e-09,1.6848504504623239e-14,2.461008171851758e-06,3.8286812261535581e-11,3.5955179513162004e-14,5.397794742942253e-06,8.7612317870169946e-08,2.9783101134212188e-12,6.0349325178910679e-14,2.2848345262230366e-11,1.4139982305262454e-05,1.0961961829026902e-05,5.5671803391981827e-13,1.7555332226178983e-11,8.6517413589126625e-07,5.8810530741620628e-11,8.9082110261492489e-10,1.0408188976906751e-12,2.1435083502137646e-07,6.8952962541101715e-07,4.0952434852005809e-07
1.921663542988075e-06,0.002387148851844381,5.9284775249501068e-08,1.0628888821091861e-06,3.0719729750976605e-10,3.5781016447839744e-06,1.0701871888694253e-05,0.0002478168416164684,3.0914601630755997e-18,1.126673241458232e-24,8.7672736287476718e-13,1.4114018980644157e-09,1.8836298706066734e-12,7.079747105022733e-08,3.7490018929545105e-06,1.1554345470212382e-10,5.688684250896171e-12,8.6022767231127777e-10,6.2491198072562727e-09,1.686037417908359e-16,7.6238591384082233e-09,1.8376616584319041e-13,1.7917202374527952e-09,9.8823506516652871e-09,0.00053060076680132783,5.4552432070872037e-11,6.9153166499499062e-09,0.00015678456782473689,3.6105594214519919e-24,6.0926757547359846e-13,5.5628556540011978e-08,1.3067835434415871e-08,7.9123839225226094e-15,0.88129999999999997,0.0,0.0,0.0,0.0024847627077808831,0.10739582896122885,0.00011044382245299114,0.00011581010041024032,0.00011742884424745087,4.4983174218991101e-05,6.1491693887173386e-11,1.4124429665937346e-05,2.5888243341831903e-10,4.0354268938147911e-07,2.101028591237065e-13,4.0264529957159962e-15,0.00095509776752142719,0.0019086698852732471,0.00050361403482311118,0.0022110622054336594,1.6324008302265878e-12,4.5119150400656474e-08,1.9890828793252234e-11,2.5277555940105406e-07,0.00081334973556745579,1.127475531359923e-05,2.3926568696091223e-06,1.3177051639191952e-06,8.4789185719373323e-07,0.00011337465849118811,2.2920312089323019e-08,0.00013845004044162003,6.3935589930384671e-08,4.0812867081996055e-08,5.6196930362198663e-14,0.0003919308317019132,5.311136343167727e-08,5.306595697021399e-08,2.164149612474847e-05,1.3869078274184775e-11,3.1982003460023265e-10,1.4083692456735607e-06,1.2072217634365639e-09,8.4046986147145297e-10,3.0676476974397771e-09,8.759986216233079e-16,4.979748404561402e-07,1.5642149009577171e-07,3.3307268383541089e-15,1.3603926141895122e-10,1.8995759767128418e-15,5.8479168165457375e-10,2.1225339130183096e-06,4.3216521849704092e-09,1.6920012911047851e-14,2.4912834456384712e-06,3.8757815874435989e-11,3.6107780451102516e-14,5.4551936451066944e-06,8.816185293071047e-08,2.9969228683210636e-12,6.0727857226665043e-14,2.2991134516055064e-11,1.4366310839104611e-05,1.109156977577134e-05,5.6008293838823077e-13,1.7762896930886511e-11,8.7731260447387781e-07,5.9634289624737999e-11,9.032988342930031e-10,1.0554216776225381e-12,2.1862014743253935e-07,6.9826142828503675e-07,4.1789445977104511e-07
1.9337046445831035e-06,0.002387152777421179,5.9966473116947593e-08,1.0817100148748767e-06,3.1270049504642939e-10,3.5915961929688073e-06,1.0722644734683021e-05,0.00024866477725009751,3.1560882013530338e-18,1.1217453893476975e-24,8.9739700023030364e-13,1.4299365378497736e-09,1.9119240717011118e-12,7.1592331044129721e-08,3.8242500196622036e-06,1.1928247674337691e-10,5.7820308310708928e-12,8.751717115162338e-10,6.370860681428336e-09,1.718522311161424e-16,7.741054509828357e-09,1.8807940528365271e-13,1.8067206896588772e-09,1.0048696141306655e-08,0.00053198924796001739,5.4749918412946801e-11,6.9614437324052259e-09,0.00015814801171016183,3.7002903514934963e-24,6.2431246254162984e-13,5.6319435086152223e-08,1.325944787252565e-08,8.0866774500136508e-15,0.88129999999999997,0.0,0.0,0.0,0.0024718691983411068,0.10739357862739236,0.00011059282093328668,0.00011529890177689947,0.0001165961445319825,4.4618206817323892e-05,6.1054270377000639e-11,1.4009561458185953e-05,2.5789937793907148e-10,4.0067207239274202e-07,2.0839417852973128e-13,3.9978106620099782e-15,0.00095501397344895794,0.0019132075719269954,0.00050490067865034054,0.0022138761914728194,1.6362444718598094e-12,4.5226437994518716e-08,1.9889466932085087e-11,2.5287500857718389e-07,0.00081639722801144291,1.1342260231832117e-05,2.4069297172248422e-06,1.3256116686109232e-06,8.5296593308872576e-07,0.00011427521052832352,2.2734380979226672e-08,0.00013840784495829203,6.3914659874432432e-08,4.0799506527152704e-08,5.5969372972015878e-14,0.00039335802873431252,5.4174648950381641e-08,5.3264943863352651e-08,2.1889009604321031e-05,1.3864109617703757e-11,3.2003207560153641e-10,1.4141100044079283e-06,1.212115218863503e-09,8.4387669345012342e-10,3.0800824581217671e-09,8.7954949652515296e-16,5.0098812385628324e-07,1.5736450510872262e-07,3.3508067225872795e-15,1.3686244559568816e-10,1.9110279112471554e-15,5.8840390568747103e-10,2.1356475336950993e-06,4.3400499618092685e-09,1.6991659389910781e-14,2.521711897581559e-06,3.9231202536506527e-11,3.6260676039483946e-14,5.5128371517462917e-06,8.8709391869769554e-08,3.0154674441119652e-12,6.1105014301271615e-14,2.3133400728328949e-11,1.4594493654797857e-05,1.1221342085165763e-05,5.6344355237826785e-13,1.7970724863589718e-11,8.8948639753666505e-07,6.046042254242175e-11,9.1581252624768929e-10,1.0700669534927778e-12,2.2294435059215246e-07,7.070333413627067e-07,4.2636701961980732e-07
1.945745746178132e-06,0.002387156718572434,6.0649298896777245e-08,1.1007675770674117e-06,3.1825211425781196e-10,3.6050238128492782e-06,1.0743606364671587e-05,0.00024950819483482266,3.2215625072985473e-18,1.1167650576389882e-24,9.1836094585843317e-13,1.4485874656310135e-09,1.9404229969401863e-12,7.2390287303614457e-08,3.9003567841511038e-06,1.2311045075846149e-10,5.8760905752686069e-12,8.902919095315955e-10,6.4940870509563297e-09,1.7513736719550546e-16,7.8591493320278037e-09,1.9246071488543596e-13,1.8217116124539016e-09,1.0216514702104068e-08,0.00053336638941229458,5.4947460758390466e-11,7.0075001614888374e-09,0.0001595125281711875,3.79153973937931e-24,6.3959948384563907e-13,5.7012581137051517e-08,1.3452032768756243e-08,8.2635705553750207e-15,0.88129999999999997,0.0,0.0,0.0,0.0024590893418996785,0.10739134737363797,0.00011074270746754148,0.00011478878391251549,0.00011577126531176633,4.4256864474256073e-05,6.0620971976296815e-11,1.3895837849420426e-05,2.5692501837403744e-10,3.978285266828379e-07,2.0670252400513895e-13,3.9694384390868426e-15,0.00095491273191170706,0.0019177097217969617,0.00050617628728582013,0.0022166474763664862,1.6400578293996642e-12,4.5332885289709256e-08,1.9887742327091171e-11,2.5297003575103096e-07,0.00081943315574632984,1.1409678811735182e-05,2.4211840090433868e-06,1.3335080681164463e-06,8.5803341880696e-07,0.00011517462372390472,2.2550296567039068e-08,0.00013836497070072372,6.3893428198195736e-08,4.0785953434777181e-08,5.5743684593803924e-14,0.00039477450699969822,5.5253125826010597e-08,5.3463175235250775e-08,2.2137667487946871e-05,1.3859281221132569e-11,3.2024530285640536e-10,1.4198257857031434e-06,1.2169872511327582e-09,8.4726861059018574e-10,3.0924627802261527e-09,8.8308482592645793e-16,5.039897606518417e-07,1.5830384600373116e-07,3.3708083727924358e-15,1.3768244809224111e-10,1.922435227448178e-15,5.9200302890527555e-10,2.1487136265727073e-06,4.3584843704379527e-09,1.7063448948181844e-14,2.5522932377610702e-06,3.9706967737355368e-11,3.6413876963319857e-14,5.5707257419045549e-06,8.9254944815338016e-08,3.0339441904892048e-12,6.1480803379117092e-14,2.3275146581767513e-11,1.4824529254878239e-05,1.1351269076450247e-05,5.6679987121749137e-13,1.8178800520697052e-11,9.016943082343795e-07,6.1288847555460896e-11,9.2836093731998552e-10,1.0847532734464523e-12,2.2732374771289354e-07,7.158452396077476e-07,4.3494239033577878e-07
