Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726),C7H9(2388),C7H9(1587),S(859),S(1111),S(1873),S(2962),S(2913),S(1093),C7H9(2432),S(3132),C7H9(3107)
1.2275751898710952e-11,0.002837037038484492,6.5355723900169493e-21,2.2861148346649888e-16,1.9754362421744149e-15,4.2450646049592055e-20,3.0362453445588798e-14,3.3716545876855548e-22,-3.1478159042495956e-29,1.0274971318448758e-28,-1.1502750014056142e-34,1.4610882877516021e-21,8.3319867738881579e-24,9.0620111029069587e-19,-4.2243070304262274e-26,-3.2184462877370813e-29,3.3544658908094176e-35,1.0842352025528142e-28,2.1423629244943267e-36,5.401720692324617e-40,-8.1109702257533583e-29,-9.4652118373606255e-24,3.0435472932504905e-25,-1.3754972734184137e-21,4.8158926843030321e-16,6.1264796907762833e-27,2.2247639176445367e-29,4.6921093110494905e-24,-7.4355879457837833e-40,-1.651776111029912e-31,9.487331605914662e-29,4.1687914252679563e-37,4.2746448502225272e-47,0.88129999999999997,0.0,0.0,0.0,0.0098899718523915246,0.10880299967944189,9.9999999999999165e-05,1.7442221682626667e-09,1.2533772582233367e-08,1.2308510690888811e-08,8.3490489260453532e-15,2.7287012612326603e-10,7.1282250304566614e-11,4.7649228629696352e-11,5.8133552613096578e-18,6.5625531565690076e-19,4.7242867031822996e-18,1.330007647481074e-14,5.5446515011263093e-10,3.1727888118525666e-13,6.3534305728058199e-22,1.550583617711067e-21,1.5975508378908233e-24,1.8866538382796475e-23,6.1445232306189907e-10,1.8735772356195261e-26,3.8110541682037452e-29,8.3783883570651267e-31,4.8538396228235821e-34,4.4457819287207313e-35,4.3568563336154777e-14,4.8121396559149674e-16,2.4282510709350874e-19,1.3247693301969086e-19,8.6478790364762082e-18,1.1093752671847335e-24,-7.3797466271614953e-23,5.1244575111505819e-17,4.1596770836010215e-32,5.4822367490644217e-16,3.4040923602756211e-16,3.1685040354923071e-18,3.1775181155411793e-21,2.3865589606599765e-21,1.376104946720533e-21,9.2902565145122795e-28,4.0255171464162143e-23,5.9648602029672557e-25,1.8508204084186698e-32,4.4693876207994498e-27,1.0475618657666475e-32,8.4347544516693098e-28,1.8551189807432906e-25,1.5426349286977655e-17,5.4438982714555543e-23,6.5169367081107027e-30,7.1438748138022104e-35,1.2259261155675774e-22,3.5938629780721727e-20,1.2115575619025949e-22,4.8465167580445776e-27,2.7436548432336327e-29
1.311308388275177e-11,0.0028370370383669686,7.1452455777895013e-21,2.4984663906200279e-16,1.9921572909438233e-15,5.1903458679422285e-20,3.4352896168422241e-14,4.1297957399373501e-22,-3.1410344859320402e-29,-7.9092043007929619e-29,-1.1485112243449902e-34,1.4607694274598096e-21,8.3212837380581051e-24,9.0820690457019934e-19,-4.1716270197025589e-26,-3.2184462885992936e-29,3.9799036296874832e-35,1.1817477750187327e-28,2.564550919502896e-36,5.3989595804560154e-40,-8.0222818546833922e-29,-9.4623817191481139e-24,3.4973503565047025e-25,-1.3754995239576835e-21,5.8624544369713019e-16,7.968145948067263e-27,2.5183402549022046e-29,6.1004392287767503e-24,-8.1434812077353258e-40,-1.8380706692484263e-31,1.1694976661462946e-28,5.3602509651136565e-37,5.9515862644991485e-47,0.88129999999999997,0.0,0.0,0.0,0.0098899699325264226,0.10880299963800941,9.9999999999999165e-05,1.8631951812552164e-09,1.3388166076681797e-08,1.3129039686685946e-08,8.9181894727860934e-15,3.1051341458427501e-10,7.1282233999808283e-11,5.1433848726984705e-11,6.6153336447492157e-18,7.0837967833946244e-19,5.8051689109328609e-18,1.517567684958544e-14,5.9454138117430721e-10,3.6201690222708983e-13,6.8619696196483056e-22,1.8887735139544384e-21,1.826543635445212e-24,2.3085446253406339e-23,6.5886437555969448e-10,2.4527984796091755e-26,5.3362462861166252e-29,1.1733872712453648e-30,7.2707221715189058e-34,6.5261726762057611e-35,4.9628853965540615e-14,5.8578505784089254e-16,2.9654407645375118e-19,1.6384068338959595e-19,8.7049340624743072e-18,1.4543452456207515e-24,-7.3469068128557474e-23,5.8887034595594091e-17,5.8260917653270534e-32,5.7110884492444846e-16,3.8119913486336571e-16,3.8093399754748745e-18,3.8455845208295516e-21,2.8890236885314347e-21,1.7563284400748932e-21,1.1857163276643173e-27,4.589624196890149e-23,7.2563290560027028e-25,2.2515498490440528e-32,5.1289449941204878e-27,1.2743743277333434e-32,9.0770659316110096e-28,2.1198996916423265e-25,1.7904545360711863e-17,6.3186012945187158e-23,7.9509522821063582e-30,8.7198301710140635e-35,1.4229472364558738e-22,4.4787479176678855e-20,1.4566535195229963e-22,5.8279512293603613e-27,3.2987511727620854e-29
1.3950415866792589e-11,0.002837037038242866,7.7605842852218413e-21,2.7126008141538911e-16,2.0087486607467176e-15,6.2728219868377377e-20,3.8587003041636015e-14,5.0016971367381295e-22,-3.1342676769863999e-29,1.3948760332861701e-28,-1.1467424040175033e-34,1.4604502283967962e-21,8.3105944542666058e-24,9.10214943069553e-19,-4.1185575423039392e-26,-3.2184462894601347e-29,4.6592205789307364e-35,1.2794762983281973e-28,3.029046144258015e-36,5.3961998795442396e-40,-7.9208488681402881e-29,-9.4595524504473567e-24,3.9827164460870094e-25,-1.375501773814532e-21,7.0495262666294903e-16,1.0195543029094554e-26,2.8417735405098127e-29,7.8112118642129902e-24,-8.8489035511590432e-40,-2.0288149665511063e-31,1.4221367294946081e-28,6.8210616186862814e-37,8.1185279384760378e-47,0.88129999999999997,0.0,0.0,0.0,0.0098899680126592754,0.10880299959425689,9.9999999999999165e-05,1.9821680921006197e-09,1.4242558079768099e-08,1.3947249066487323e-08,9.4873290254415188e-15,3.5047546836865895e-10,7.1282220385465869e-11,5.5219502949732132e-11,7.4667130628563448e-18,7.6051828400249074e-19,7.0456584580667955e-18,1.717496365357464e-14,6.3461760270492991e-10,4.0970406419571307e-13,7.3711921914788633e-22,2.2727112488290678e-21,2.0705412480126378e-24,2.7887114498329566e-23,7.0327641800359768e-10,3.156637148515447e-26,7.3141754928259608e-29,1.6086481729629947e-30,1.0616613201891547e-33,9.3577638370949868e-35,5.6072225186637155e-14,7.0439521997518652e-16,3.5759942546395528e-19,1.9980579549800975e-19,8.7618576027751155e-18,1.8755692746847566e-24,-7.3140741723219397e-23,6.7061403777038287e-17,7.9879228355006227e-32,5.928271188156166e-16,4.2347593491186434e-16,4.5239529652412206e-18,4.593703665587026e-21,3.451787474858969e-21,2.2050418100117149e-21,1.4886442389457299e-27,5.1902440701525474e-23,8.7199569855986233e-25,2.7056988557862168e-32,5.833454474315226e-27,1.5314222278093867e-32,9.7346390671447595e-28,2.4034976885270306e-25,2.0571108179637503e-17,7.2598018193355681e-23,9.5829313620294037e-30,1.0513838799333579e-34,1.634949774590701e-22,5.500348202194017e-20,1.7299780325277361e-22,6.9225346859042198e-27,3.9177867210217371e-29
1.478774785083341e-11,0.0028370370381122375,8.3815838822469487e-21,2.9285042975777374e-16,2.0252117407471291e-15,7.5024933243904562e-20,4.3064536797903629e-14,5.9971880410860972e-22,-3.1275154459392235e-29,-1.6454279532025896e-28,-1.1449684226879272e-34,1.4601316138501102e-21,8.299918948579185e-24,9.1222531208252976e-19,-4.0650765463529556e-26,-3.2184462903195432e-29,5.3925185088513958e-35,1.3774210446081062e-28,3.536869488345212e-36,5.3934415892575895e-40,-7.8058147868387054e-29,-9.4567240749901658e-24,4.4996333587157177e-25,-1.3755040230070495e-21,8.3856955777485908e-16,1.2858683080433173e-26,3.2011476000806732e-29,9.8668691471228374e-24,-9.5518617774389293e-40,-2.2240001095918457e-31,1.7087923535064768e-28,8.5894581455957049e-37,1.0876121296512788e-46,0.88129999999999997,0.0,0.0,0.0,0.0098899660927900847,0.10880299954820413,9.9999999999999165e-05,2.1011409007989195e-09,1.5096949011691013e-08,1.4763158200754435e-08,1.0056467863918558e-14,3.9273691835750231e-10,7.1282207748068464e-11,5.9005771091738912e-11,8.3670808587290072e-18,8.1266534515821507e-19,8.4582065654783526e-18,1.9297943266251286e-14,6.7469381549955413e-10,4.6034036137839594e-13,7.8810425768932512e-22,2.705259507188758e-21,2.3294920715612256e-24,3.3308363426957837e-23,7.4768845127486912e-10,4.0016768129158508e-26,9.8385187479335922e-29,2.1642909177304597e-30,1.5157254193624242e-33,1.3142102217177984e-34,6.2896696263075245e-14,8.3790242731771014e-16,4.2644708771462163e-19,2.4068144864374243e-19,8.8186682735359236e-18,2.3839751087222214e-24,-7.2812487012355745e-23,7.5767523995183885e-17,1.0747941490725938e-31,6.1346944803833287e-16,4.6714695973195923e-16,5.3148972093819837e-18,5.4248008118321874e-21,4.0770583936713537e-21,2.7285531956220293e-21,1.8420679135395205e-27,5.8272982950299613e-23,1.036604342177807e-24,3.2164632807408829e-32,6.5828188201950045e-27,1.8205144171146636e-32,1.0408418750587711e-27,2.7062868394176563e-25,2.3425940651599283e-17,8.2674655872545219e-23,1.1426594555109322e-29,1.2541039797229057e-34,1.8619260165749465e-22,6.6686721531468959e-20,2.0325099985180406e-22,8.1341959796092758e-27,4.6029790518498216e-29
1.5625079834874227e-11,0.00283703703797514,9.0082398694324788e-21,3.1461631810147725e-16,2.0415479042370273e-15,8.8893545379724324e-20,4.7785262208996534e-14,7.1264316321033375e-22,-3.1207777613851273e-29,1.9475779681409304e-28,-1.1431891626067792e-34,1.4598123980571404e-21,8.2892571546235715e-24,9.1423809768877629e-19,-4.0111619886493405e-26,-3.2184462911775925e-29,6.1798993158261567e-35,1.4755822952268354e-28,4.0890444872448422e-36,5.3906847086070255e-40,-7.6763234606516036e-29,-9.4538965436368676e-24,5.0480888960142741e-25,-1.375506271520639e-21,9.8795053226306456e-16,1.601053890085055e-26,3.6033104260800496e-29,1.2312843596406455e-23,-1.0252362668242477e-39,-2.4236172588111429e-31,2.0316057083027662e-28,1.0706306983959481e-36,1.4338074475819438e-46,0.88129999999999997,0.0,0.0,0.0,0.0098899641729188453,0.10880299949987055,9.9999999999999165e-05,2.2201136073501598e-09,1.5951339115975603e-08,1.557678629782978e-08,1.0625606150423904e-14,4.3727855753912993e-10,7.1282194428629831e-11,6.2792409620364132e-11,9.3160278291417033e-18,8.6481750763865285e-19,1.0055512287087988e-17,2.1544622279824207e-14,7.1477002032795363e-10,5.1392578933133789e-13,8.3914885007185035e-22,3.1892742522120669e-21,2.6033468382139071e-24,3.9385877999694466e-23,7.9210047622675231e-10,5.0055106970304059e-26,1.3014961655758364e-28,2.8636443138986257e-30,2.1211618947177846e-33,1.8118489292871021e-34,7.0100300285054581e-14,9.8716021393684349e-16,5.0354063561449043e-19,2.8677522053018943e-19,8.8753812485412299e-18,2.9913277818619374e-24,-7.248430400112395e-23,8.500523663704115e-17,1.4222161911375834e-31,6.3311980740521832e-16,5.1212666488230601e-16,6.1845680240854107e-18,6.3416177764366967e-21,4.7669060069491719e-21,3.3331829104663849e-21,2.2502540953038057e-27,6.5007092405232272e-23,1.2204809144433062e-24,3.787014571331854e-32,7.3769418406394285e-27,2.1434459337335543e-32,1.1099285479981259e-27,3.0286675081169056e-25,2.6468927278626331e-17,9.3415518347723161e-23,1.3495942272597425e-29,1.4816880462439589e-34,2.1038667814777839e-22,7.9937226267913277e-20,2.3651675748082042e-22,9.4666201293116673e-27,5.3564081270043896e-29
1.7299743802955864e-11,0.002837037037681755,1.0278503661535298e-20,3.5866932385189499e-16,2.0738449050042682e-15,1.2174592288615787e-19,5.7955357019978574e-14,9.828488278278164e-22,-3.1073459064727964e-29,2.2687298952656135e-33,-1.1396143353937491e-34,1.4591750668109455e-21,8.2679746745791658e-24,9.1827125472481858e-19,-3.9019440188919907e-26,-3.2184462928899574e-29,7.9173178053017021e-35,1.6725554812154941e-28,5.330556977631951e-36,5.3851751772542675e-40,-7.3705461165588801e-29,-9.4482440547475097e-24,6.2395670763382281e-25,-1.3755107666299516e-21,1.3373997953882711e-15,2.4006968197963745e-26,4.5674645846950964e-29,1.8572384525131739e-23,-1.164601947220398e-39,-2.8361125104775202e-31,2.7942661381473539e-28,1.6162051603016518e-36,2.3899905559024932e-46,0.88129999999999997,0.0,0.0,0.0,0.0098899603331702394,0.10880299939643751,9.9999999999999165e-05,2.4580587140116336e-09,1.76601173228891e-08,1.7197275412857533e-08,1.1763881388015799e-14,5.3312637629353199e-10,7.1282161553761915e-11,7.0366316547100454e-11,1.1358039542906722e-17,9.6913050777540582e-19,1.3856406800730541e-17,2.6409105813782597e-14,7.9492240803017594e-10,6.2994402331248303e-13,9.4141032412924417e-22,4.3230936416116787e-21,3.1955826145492526e-24,5.3655802438937208e-23,8.8092450332753624e-10,7.5649461666973194e-26,2.1810898939167801e-28,4.8009851235036435e-30,3.9443163613426936e-33,3.2819370889019499e-34,8.563710787019524e-14,1.3363196839932084e-15,6.8426799385322935e-19,3.9583949555505713e-19,8.9885748809801764e-18,4.5542138995743141e-24,-7.1828152699840565e-23,1.050748049887592e-16,2.3847932701729916e-31,6.6974872093205653e-16,6.057024218929041e-16,8.1689472589471388e-18,8.4425432462923487e-21,6.3479789521247185e-21,4.8110272305347183e-21,3.247946275453494e-27,7.9562948896770514e-23,1.650087310378385e-24,5.1200430007335046e-32,9.0990842644057523e-27,2.8979388765675874e-32,1.2535508598784365e-27,3.7339249264217173e-25,3.3118849894230849e-17,1.1688810650932808e-22,1.8369193086598863e-29,2.0177923005145164e-34,2.6326010810201171e-22,1.1153982830388683e-19,3.1242556145943065e-22,1.2507386809618667e-26,7.0756698042387716e-29
1.89744077710375e-11,0.0028370370373631375,1.157134221839874e-20,4.0340846087246716e-16,2.1056503554708961e-15,1.6208353653704563e-19,6.9095445085630974e-14,1.3195797766852636e-21,-3.0939718623577352e-29,9.8146584292099724e-28,-1.136016980465902e-34,1.4585368101265514e-21,8.2467465467572786e-24,9.2231509143278926e-19,-3.7907274203657376e-26,-3.2184462945972433e-29,9.8722939306950258e-35,1.8703982928090807e-28,6.7618259617352277e-36,5.3796712737538538e-40,-6.996674209912732e-29,-9.4425946541467635e-24,7.5570535061920523e-25,-1.3755152589268465e-21,1.7600471221066826e-15,3.4667178298438411e-26,5.8059492705076769e-29,2.7012983256984527e-23,-1.302992782552775e-39,-3.2662311770568692e-31,3.7272307536058574e-28,2.3568419826282237e-36,3.8006014496239672e-46,0.88129999999999997,0.0,0.0,0.0,0.0098899564934134508,0.10880299928410879,9.9999999999999165e-05,2.6960034120853871e-09,1.9368893281089235e-08,1.8808866889960399e-08,1.290215512476482e-14,6.3786845665733932e-10,7.1282134427627693e-11,7.794064308541102e-11,1.3589542500861807e-17,1.0734492872125199e-18,1.8554741865126688e-17,3.1768470532962232e-14,8.7507475993405919e-10,7.5775874041110331e-13,1.0438959640981267e-21,5.6968835959474105e-21,3.8469000173734151e-24,7.0987880538814387e-23,9.6974849279403101e-10,1.0995702225358579e-25,3.4813816593409086e-28,7.6663589687320567e-30,6.9188167892913645e-33,5.6300748739677561e-34,1.0266718482057101e-13,1.7586143250921634e-15,9.0336351919470245e-19,5.2942761075447778e-19,9.1015502486050252e-18,6.6757398507442416e-24,-7.1172288178584295e-23,1.2726884100706733e-16,3.8087584652328772e-31,7.0326548751217164e-16,7.0364162527254083e-16,1.0493519902224378e-17,1.0915258799871362e-20,8.2091799783909835e-21,6.6886727001960816e-21,4.5155410508767389e-27,9.5563963288585417e-23,2.1688368878055998e-24,6.7296759389659977e-32,1.0999132524315369e-26,3.808989803180356e-32,1.4049243432093333e-27,4.5229251179413073e-25,4.0519810856600373e-17,1.4301202262230138e-22,2.4320940686927121e-29,2.6727436968545729e-34,3.2210679684381733e-22,1.5061017613230814e-19,4.0135422610520647e-22,1.6070119274588578e-26,9.0898437475596334e-29
2.0649071739119137e-11,0.0028370370370197086,1.2886724072741226e-20,4.4882331810027163e-16,2.1369747410492765e-15,2.1070336663071256e-19,8.1203714679371515e-14,1.7321543024092301e-21,-3.0806553802230757e-29,-1.5884996748351986e-27,-1.1323961563293116e-34,1.4579023577359122e-21,8.2255730771875933e-24,9.2637026437503732e-19,-3.6773360227285512e-26,-3.2184462962989404e-29,1.2045647914650833e-34,2.0691133127207465e-28,8.3911380477007934e-36,5.3741729965626611e-40,-6.5478703660569676e-29,-9.4369487867416009e-24,9.0004507804443298e-25,-1.3755197485902004e-21,2.2625702143300942e-15,4.8519782216355486e-26,7.4054698165983485e-29,3.8105406005513439e-23,-1.440414128117395e-39,-3.7139046364276148e-31,4.8475990172439973e-28,3.3348571142135184e-36,5.812022972759875e-46,0.88129999999999997,0.0,0.0,0.0,0.0098899526536484778,0.10880299916303274,9.9999999999999165e-05,2.9339477015717663e-09,2.1077667310952457e-08,2.0411708705151121e-08,1.4040427573875028e-14,7.5135683285169577e-10,7.1282114667951412e-11,8.551506879206009e-11,1.600738430871493e-17,1.1777694324946269e-18,2.4260632364558402e-17,3.7622775235930109e-14,9.5522707528890205e-10,8.9736991676739266e-13,1.1466015453680695e-21,7.3332522917623713e-21,4.5569859485967049e-24,9.1671307943050339e-23,1.0585724437958213e-09,1.5474391377849173e-25,5.3371631917205307e-28,1.1757873541850558e-29,1.156369311862073e-32,9.230827190598174e-34,1.2117528182514647e-13,2.2607158895721452e-15,1.1643725777393224e-18,6.8994364792350198e-19,9.2143995647799898e-18,9.4818924694563647e-24,-7.0516710007890534e-23,1.5158607756603141e-16,5.8424772251292195e-31,7.3414078770760737e-16,8.0546539184164804e-16,1.3172875733706586e-17,1.3776419306079338e-20,1.0363079112260333e-20,9.0153436293705067e-21,6.086268896533008e-27,1.1300421661389414e-22,2.7846303379910482e-24,8.6404287626873648e-32,1.3076353223544824e-26,4.8904744078092128e-32,1.5645678429705298e-27,5.3996244602385221e-25,4.8670719416176349e-17,1.7178341622189745e-22,3.1474950592563598e-29,3.4601966760635915e-34,3.8691806991049595e-22,1.9794599217381576e-19,5.03862404535591e-22,2.0177277656801977e-26,1.1411608054071308e-28
2.2323735707200774e-11,0.0028370370366518805,1.4224619664277909e-20,4.9490370609627935e-16,2.1678282985598416e-15,2.6840118259199552e-19,9.4278384267023463e-14,2.2304119085889504e-21,-3.0673962123223582e-29,1.9902334802068338e-27,-1.1287509212617e-34,1.4572620113193598e-21,8.2044539354563139e-24,9.3043742634389094e-19,-3.5615937899317673e-26,-3.2184462979948658e-29,1.4438202477360455e-34,2.2687032667837898e-28,1.0226825094762912e-35,5.3686803352353562e-40,-6.0173024503281581e-29,-9.4313062606715148e-24,1.0569661569814492e-24,-1.3755242354695783e-21,2.851578755605098e-15,6.6139148615131454e-26,9.4690789249549358e-29,5.2367940821502972e-23,-1.5768713085284834e-39,-4.1790651751781919e-31,6.1724571365014854e-28,4.5969179294621563e-36,8.5994990430955102e-46,0.88129999999999997,0.0,0.0,0.0,0.0098899488138753187,0.10880299903335496,9.9999999999999165e-05,3.1718915824711184e-09,2.2786439553945245e-08,2.200594637485465e-08,1.5178698829365274e-14,8.7344599850732569e-10,7.1282091423500509e-11,9.3089452130869181e-11,1.8608464969618829e-17,1.282088994248057e-18,3.1087791553485853e-17,4.3972081162045976e-14,1.0353793591296927e-09,1.0487775298057185e-12,1.2495252177572382e-21,9.254702578652004e-21,5.3255618775037346e-24,1.1599365775944126e-22,1.1473963619141248e-09,2.1193355456022598e-25,7.9089859809620326e-28,1.743090507996332e-29,1.8555793089017702e-32,1.4566335319315923e-33,1.4114635992193403e-13,2.8492281720661067e-15,1.4708044064100593e-18,8.7976714335914752e-19,9.3271988666163672e-18,1.3113659364456838e-23,-6.9861418446114721e-23,1.780252482308444e-16,8.6628777800927516e-31,7.6277621427234369e-16,9.1076540366445695e-16,1.6220036328848448e-17,1.7040868910728534e-20,1.282087917167558e-20,1.1839053538932727e-20,7.99254288112686e-27,1.3187791583222741e-22,3.5052491562171906e-24,1.0876446990447852e-31,1.5330028539770893e-26,6.1560590451359247e-32,1.7329365268327712e-27,6.3682332261685322e-25,5.7570467758267828e-17,2.0319837652592137e-22,3.996089127192138e-29,4.3944567366418054e-34,4.5768511674217282e-22,2.5434382619869024e-19,6.2044974935031839e-22,2.4848913450678911e-26,1.4052281558701484e-28
2.399839967528241e-11,0.0028370370362600598,1.558500128269755e-20,5.4163965257248254e-16,2.1982210836988416e-15,3.3597154306313829e-19,1.0831770191945928e-13,2.8247099614854055e-21,-3.0541941119756202e-29,-3.6901728088051952e-27,-1.1250803339972246e-34,1.4566311804994987e-21,8.1833894767583618e-24,9.3451720494004551e-19,-3.4433247034547312e-26,-3.2184462996851434e-29,1.7050782992060922e-34,2.4691710203935209e-28,1.2277265250086843e-35,5.3631932947439031e-40,-5.3981435718051221e-29,-9.4256675689379029e-24,1.226458862800859e-24,-1.3755287199292097e-21,3.5336153060506938e-15,8.8144948549130952e-26,1.2117525077191905e-28,7.0366350373346156e-23,-1.7123696179526315e-39,-4.6616459331499684e-31,7.7188780670162341e-28,6.1940949377779167e-36,1.2369856137668991e-45,0.88129999999999997,0.0,0.0,0.0,0.0098899449740939716,0.10880299889521852,9.9999999999999165e-05,3.4098350547837877e-09,2.449520998176784e-08,2.3591722995208935e-08,1.6316968872160695e-14,1.0039928673666979e-09,7.1282062688130414e-11,1.0066382132907229e-10,2.1389736046934996e-17,1.3864083612456829e-18,3.9153422213235206e-17,5.0816451936596554e-14,1.115531612387232e-09,1.2119815581689172e-12,1.3526673840284615e-21,1.148363253682277e-20,6.1523830099341479e-24,1.4424104781265709e-22,1.2362202481819428e-09,2.83605680049329e-25,1.1385300641349218e-27,2.5102934222234765e-29,2.8758677286889042e-32,2.2244801005159347e-33,1.6256558732931331e-13,3.5306879036395796e-15,1.8261325884315569e-18,1.1012534114057194e-18,9.4400142811606423e-18,1.772755652748139e-23,-6.9206412531700443e-23,2.0658508736662346e-16,1.2477879323929338e-30,7.8951417027060633e-16,1.0191937791777531e-15,1.9646681424977844e-17,2.0721902359311674e-20,1.5592613079433539e-20,1.5206367604080963e-20,1.0265798302506188e-26,1.5217939207476873e-22,4.3383575868149567e-24,1.3461512318009558e-31,1.775945600940276e-26,7.6192041462753864e-32,1.910431046972115e-27,7.4331761381413321e-25,6.7217931959511076e-17,2.3725293581499282e-22,4.9914666305907154e-29,5.490517221389594e-34,5.3439899830783309e-22,3.2059905540281539e-19,7.5156455781864207e-22,3.0103016560206392e-26,1.702201968369603e-28
2.7347727611445686e-11,0.0028370370354060337,1.8373120577109014e-20,6.3703938759354481e-16,2.2576632267808463e-15,5.0390198328326864e-19,1.3928341934453752e-13,4.3454260230875781e-21,-3.0279601325281196e-29,2.2488224452075452e-33,-1.1176593341228491e-34,1.4553552434927434e-21,8.1414202768919208e-24,9.4271716472947642e-19,-3.1985028943226028e-26,-3.2184463030489363e-29,2.2939337550668311e-34,2.8727520858829298e-28,1.7056155183844098e-35,5.3522359859800912e-40,-3.8667715220095787e-29,-9.4143979022845085e-24,1.6031202975857318e-24,-1.3755376792356392e-21,5.2026124535793285e-15,1.4801828570782329e-25,1.9748400509309543e-28,1.200708581069156e-22,-1.980510649704112e-39,-5.6788049793717903e-31,1.154463397364305e-27,1.0620397315387461e-35,2.3861118332711782e-45,0.88129999999999997,0.0,0.0,0.0,0.0098899372945067138,0.1088029985941301,9.9999999999999151e-05,3.8857207736504655e-09,2.7912745326738696e-08,2.6738453606722275e-08,1.8593505275393781e-14,1.2898992345070755e-09,7.1281995252520101e-11,1.1581258216328557e-10,2.7480908483344477e-17,1.5950474042832558e-18,5.9485722597996431e-17,6.5990653886473854e-14,1.2758360241325909e-09,1.5737787750920637e-12,1.5596081762852155e-21,1.6953003457579428e-20,7.9799455107849351e-24,2.136491194824834e-22,1.413867921825396e-09,4.7949259705390361e-25,2.1957409125064751e-27,4.8453269371635246e-29,6.3380315603852875e-32,4.7817642725815943e-33,2.0969017981692001e-13,5.1982667114470207e-15,2.6971969437075588e-18,1.6485163337560435e-18,9.6659032930966629e-18,3.0608518044740169e-23,-6.7897262460357959e-23,2.7006171235795769e-16,2.4092822371989608e-30,8.3841926250266365e-16,1.2442972697138851e-15,2.7679529391679819e-17,2.9380416333954156e-20,2.2113118719501383e-20,2.3749985976207989e-20,1.6033537941088125e-26,1.9704360967655172e-22,6.3721256861683177e-24,1.9772128179268324e-31,2.3142832879675072e-26,1.1191008357099902e-31,2.2941719977461921e-27,9.8706452503927944e-25,8.8751525662423693e-17,3.1326502784857941e-22,7.4802071711896894e-29,8.2316251017665273e-34,7.0563161631137463e-22,4.8585725030322142e-19,1.0589547905818321e-21,4.2421954886734837e-26,2.3984441646318554e-28
3.016785308487362e-11,0.002837037034616047,2.0790242186998408e-20,7.1931344638930378e-16,2.3063702194435139e-15,6.8303486888275054e-19,1.6833352025547087e-13,6.0260446906301051e-21,-3.0060460124552761e-29,2.4736821986974083e-27,-1.1113237731587472e-34,1.4542823517963067e-21,8.1062477192038323e-24,9.4966621021003809e-19,-2.9829474071808005e-26,-3.2184463058640922e-29,2.8587450669419964e-34,3.2153173822183961e-28,2.1822211559179995e-35,5.343027294615252e-40,-2.2413547259216777e-29,-9.4049177610232291e-24,1.959177191990499e-24,-1.3755452136837441e-21,6.9540268685280476e-15,2.1840780088119697e-25,2.9433449306960981e-28,1.7944789732776641e-22,-2.2033573630576608e-39,-6.5887011747225469e-31,1.5606237821956599e-27,1.5926666892545167e-35,3.9100389556717122e-45,0.88129999999999997,0.0,0.0,0.0,0.0098899308282886633,0.10880299831561843,9.9999999999999137e-05,4.2864140526798426e-09,3.0790295470319105e-08,2.9362989464349443e-08,2.0510339177195194e-14,1.5556245551371167e-09,7.1281958852605784e-11,1.2856791653529408e-10,3.3142130824760325e-17,1.7707225493825435e-18,8.1559373370555639e-17,8.0303553353236938e-14,1.4108118126480475e-09,1.9150023725206109e-12,1.7345319419252405e-21,2.2711208923312967e-20,9.6978076739882295e-24,2.8681340428164845e-22,1.5634466862786174e-09,7.1082891602403232e-25,3.5927371942971038e-27,7.9336343154593248e-29,1.1463519222414113e-31,8.4999982918599069e-33,2.5373147805027805e-13,6.9481857174350004e-15,3.612861762522328e-18,2.2282453085426717e-18,9.8565669953588689e-18,4.6203033175710744e-23,-6.6795850368030814e-23,3.300756480017055e-16,3.946041932315245e-30,8.759609523916729e-16,1.4412560214944145e-15,3.570650801742941e-17,3.8060896638041824e-20,2.8650979747981976e-20,3.3017455258997643e-20,2.2289933277896519e-26,2.3919929698492436e-22,8.5002409503988084e-24,2.6375500315696849e-31,2.8214753743134732e-26,1.4928512630060289e-31,2.6484272965856414e-27,1.226444080202847e-24,1.0919205468532916e-16,3.8541933769964469e-22,1.0165150018279884e-28,1.1189490606401358e-33,8.6817566431602946e-22,6.6270116139677286e-19,1.3661502450167672e-21,5.4734080060959187e-26,3.0942511516652919e-28
