Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726),C7H9(2388),C7H9(1587),S(859),S(1111),S(1873),S(2962),S(2913),S(1093),C7H9(2432),S(3132),C7H9(3107)
2.5719956272391945e-09,0.0028370343716590907,3.0167189020121363e-17,3.3279351502393848e-13,1.7568193780674244e-14,2.9323421377800996e-13,1.0271304510162777e-09,9.9446172336233877e-14,-4.3154581944102342e-32,5.3227583889919587e-25,4.1193679904921289e-31,1.5190803403579826e-21,2.0159676495972411e-25,5.057231977038666e-17,9.3916603177705618e-22,-3.2167003198677715e-29,3.4037885757424694e-29,9.9063184397023778e-25,1.8380859334688296e-28,5.8847285312870908e-39,3.5914047111342498e-23,-4.4353443479343829e-24,1.3054676135814211e-20,-1.381723716111475e-21,9.7686244811953395e-10,2.8454368587676456e-18,3.0450455861033467e-19,7.4036517401509099e-15,-1.4910959411757219e-39,-1.2061356695996882e-27,8.9517872097187643e-22,3.6679891928542597e-27,1.9449282738724304e-34,0.88129999999999997,0.0,0.0,0.0,0.0098840932586990171,0.10880205758358015,9.9999999999949345e-05,3.6496722211248878e-07,2.6221633275347028e-06,1.7029147744306303e-06,1.7466985208098301e-12,9.2965110962858798e-07,7.1242247112670093e-11,1.1615232752279136e-08,1.9806088968972359e-14,1.5997288744148902e-16,1.1943093519381165e-10,6.7036739250772281e-10,1.2302857937902434e-07,1.3899602975846546e-08,4.4944697228197615e-19,5.0728910711975004e-15,6.5283932498440154e-19,1.0509215955003656e-15,1.363419821552914e-07,1.5161211759184175e-16,3.1713173587726909e-17,1.0569393940101026e-18,1.1267164297898522e-19,8.5100217947243361e-21,3.1464289167676863e-10,9.7598392637012789e-10,5.1787320046037208e-13,3.4887392657636659e-13,2.1903044293276076e-16,1.1777787216987027e-14,7.9733490174643745e-22,1.8980257466114491e-12,6.4299539958076275e-20,5.1286285061180986e-14,7.1437998246541834e-13,1.7051391401877706e-12,1.8858574039233385e-15,1.421579786861489e-15,4.4478799588969216e-15,3.0026921385110508e-21,3.6129465655817556e-18,1.7555411417186483e-18,5.4473352113313604e-26,4.4374798349770503e-22,3.0831895215779137e-26,1.3745809216358738e-22,5.5580396094087417e-19,4.748260129268119e-13,1.6762211005053384e-18,2.6475664628337884e-21,2.9231446153192882e-26,3.7763973603001307e-18,2.9941290818157406e-13,6.5360014612083136e-17,2.62101279022569e-21,1.4805118403035936e-23
2.6144599325888243e-09,0.0028370343259623457,3.1155560786616795e-17,3.4238086379811628e-13,1.7783936073718047e-14,3.058165410590581e-13,1.0611141884588406e-09,1.0610111335756864e-13,-3.8685236570368813e-32,-5.9525931027577934e-25,4.4389688129745412e-31,1.5496803083746269e-21,1.8897232425729164e-25,5.2054104144103338e-17,9.8699832074502979e-22,-3.2165359375971611e-29,3.6410480555912997e-29,1.048809249279904e-24,2.0053046841162897e-28,6.5204094801102965e-39,3.7749086676235877e-23,-4.3686835014815456e-24,1.3527259290457648e-20,-1.381736160785886e-21,1.0130608310092608e-09,2.9975134394639524e-18,3.2645182790856159e-19,7.8587009791755436e-15,-1.4002346832649184e-39,-1.2341080002024478e-27,9.4086540784684012e-22,3.9661294682856009e-27,2.1451692206228896e-34,0.88129999999999997,0.0,0.0,0.0,0.0098839955761932993,0.10880204140466319,9.9999999999947868e-05,3.7098484390254409e-07,2.6654157871869822e-06,1.7303715636146557e-06,1.7755099966297929e-12,9.4559818658816759e-07,7.1241582392627391e-11,1.1806954489521436e-08,2.0145839264893774e-14,1.626134096750867e-16,1.2547254850912502e-10,6.9424478068004727e-10,1.2505970166625479e-07,1.4362129617829994e-08,4.625178154481375e-19,5.2754957621466875e-15,6.8572093817184075e-19,1.1190906070592607e-15,1.3859295988087918e-07,1.638859433566675e-16,3.4582653265678276e-17,1.158435735852406e-18,1.2546338841800185e-19,9.5042487618838695e-21,3.2054699861570536e-10,1.0121493417369838e-09,5.3706481228812129e-13,3.6180780910049741e-13,2.2256429792246255e-16,1.261999032690476e-14,8.1482629119310334e-22,1.9527826402035498e-12,7.0684078790541573e-20,5.2224712820645923e-14,7.2842916215569312e-13,1.7699950039068929e-12,1.9576001465398057e-15,1.4756606267394496e-15,4.6182782258558298e-15,3.1177252565566951e-21,3.7984292843738888e-18,1.849594603753549e-18,5.7391772749477535e-26,4.6653356917691048e-22,3.2483720116483162e-26,1.4602027188884169e-22,5.916537788813441e-19,4.8644048790215404e-13,1.7172220929149535e-18,2.8575681644502766e-21,3.1550071451938801e-26,3.8687695522749434e-18,3.1236725907842555e-13,6.7846201330429227e-17,2.7207118810302942e-21,1.5368280869129625e-23
2.656924237938454e-09,0.0028370342802691278,3.2158324858161005e-17,3.5204650184716716e-13,1.7864695868627796e-14,3.1869733307734736e-13,1.0956503287137987e-09,1.1308444162688239e-13,-3.4678744252769779e-32,8.6029476117974613e-25,4.77821350958896e-31,1.5791124103402121e-21,1.7687251294896946e-25,5.3555055489238559e-17,1.036546543034951e-21,-3.2163626963987749e-29,3.8916365273592754e-29,1.1096978504624346e-24,2.1848511320561377e-28,7.2145967585216509e-39,3.9650276117957125e-23,-4.3027439145679551e-24,1.4011450938174565e-20,-1.3818085849894323e-21,1.049932155612194e-09,3.1548105180832359e-18,3.4956106927132542e-19,8.3331211170383501e-15,-1.3146974912108283e-39,-1.2621012889195015e-27,9.8819564267032049e-22,4.2835843257700597e-27,2.3621402131972558e-34,0.88129999999999997,0.0,0.0,0.0,0.0098838978885246193,0.10880202522576284,9.9999999999946377e-05,3.7700220332710099e-07,2.7086668793564779e-06,1.7578270536487816e-06,1.8043205538878216e-12,9.6154449935729987e-07,7.124091763495875e-11,1.1998670114943912e-08,2.0485573279842223e-14,1.652538477325429e-16,1.3171422123220224e-10,7.1858967847665603e-10,1.2709080258617717e-07,1.4832218521556203e-08,4.7579472457094157e-19,5.4825816855266748e-15,7.1969085313699565e-19,1.1904399699155782e-15,1.4084391609206446e-07,1.7692793155005508e-16,3.7655878104810043e-17,1.2677441956843798e-18,1.3945860477929372e-19,1.0595640794853314e-20,3.2645129923398825e-10,1.0489870568627418e-09,5.5661321686774247e-13,3.7498224426928708e-13,2.2609805706407484e-16,1.3506808742291814e-14,8.3265659211026623e-22,2.008080843218288e-12,7.7583467392180876e-20,5.3163338890431104e-14,7.4248310281666566e-13,1.8361139692427476e-12,2.0307403771032663e-15,1.5307949234587649e-15,4.7920204624980661e-15,3.2350158343611065e-21,3.9909526384970657e-18,1.9473741001452218e-18,6.0425809925526468e-26,4.9018421712344926e-22,3.4200983932176997e-26,1.5499767029629459e-22,6.2930250452944386e-19,4.9810199823281769e-13,1.7583891181274888e-18,3.0810217041853058e-21,3.4017219666995321e-26,3.961515804726715e-18,3.2563529254354513e-13,7.0380817658294787e-17,2.8223530472872295e-21,1.5942413449563285e-23
2.6993885432880837e-09,0.0028370342345794297,3.3175489334296844e-17,3.617907342234409e-13,1.8033847946932034e-14,3.3187751339084628e-13,1.1307386149310637e-09,1.2040677652471957e-13,-3.1087181825016819e-32,3.5078955735077627e-25,5.1379949018659793e-31,1.6118649322159489e-21,1.6550918258395545e-25,5.5075072354682675e-17,1.0878524886668625e-21,-3.2161760291637547e-29,4.1561372279340437e-29,1.1733945784284203e-24,2.377429275570424e-28,7.9715691452857299e-39,4.1619241479918591e-23,-4.2377697601577151e-24,1.4507485796455658e-20,-1.381858937742047e-21,1.0874764409900176e-09,3.3174057473897078e-18,3.7387177762176421e-19,8.8273686115403984e-15,-1.234195254086056e-39,-1.2901078878378801e-27,1.0372096761291805e-21,4.6213144936571833e-27,2.5969216484705709e-34,0.88129999999999997,0.0,0.0,0.0,0.0098838001956957598,0.10880200904687776,9.9999999999944846e-05,3.830193003918511e-07,2.7519166007802469e-06,1.7852812414915259e-06,1.8331301904106236e-12,9.7749004617059017e-07,7.1240252839684399e-11,1.2190379614066141e-08,2.0825290976206204e-14,1.6789420141442318e-16,1.3815919944745609e-10,7.4340454675046619e-10,1.2912188213774442e-07,1.5309869300283907e-08,4.8927878033207153e-19,5.6941737123149093e-15,7.5476683921312023e-19,1.265060589140337e-15,1.4309485079596505e-07,1.9077234834664663e-16,4.0943388322778756e-17,1.3853197107751224e-18,1.5474757132829591e-19,1.1791890669108413e-20,3.3235574227514319e-10,1.0864970892370983e-09,5.7651842335460231e-13,3.883972383014987e-13,2.2963173134198693e-16,1.4439799193798996e-14,8.5084552203269601e-22,2.0639122204740953e-12,8.5029869577719631e-20,5.4102144722609397e-14,7.5654136977027277e-13,1.9034964384883614e-12,2.1052785406049151e-15,1.5869830124761972e-15,4.9691077753038381e-15,3.3545646188908642e-21,4.1906937179384463e-18,2.0489778660801158e-18,6.3578511818578438e-26,5.1472169002224805e-22,3.5985411929885047e-26,1.6440504708970901e-22,6.6881633660599747e-19,5.0980877681630316e-13,1.7997159378722737e-18,3.3185976939524295e-21,3.664029514876252e-26,4.0546220632612836e-18,3.3921825226837435e-13,7.2963879474913361e-17,2.9259369250206528e-21,1.6527519741257413e-23
2.7418528486377134e-09,0.0028370341888932465,3.4207820754794086e-17,3.7164046610265004e-13,1.8269609829527987e-14,3.4535796035918588e-13,1.1663790084410712e-09,1.2807890555832733e-13,-2.7867582911121958e-32,-2.8622411603108906e-25,5.5192315241616048e-31,1.6461404755731941e-21,1.5504816857168309e-25,5.6614045361978868e-17,1.1409587836728261e-21,-3.2159735216725023e-29,4.4351522551495369e-29,1.2399988000606689e-24,2.583772214989411e-28,8.7958456928393757e-39,4.3657641716820355e-23,-4.1739633824872182e-24,1.5015602443791713e-20,-1.381905775929388e-21,1.1256937006893696e-09,3.485376189245206e-18,3.9942402770436123e-19,9.3419013661843314e-15,-1.1584520214052987e-39,-1.3181210110986566e-27,1.0879485704345421e-21,4.9803161701941387e-27,2.8506434618794332e-34,0.88129999999999997,0.0,0.0,0.0,0.0098837024977094894,0.10880199286800657,9.9999999999943315e-05,3.8903613510248803e-07,2.7951649482220927e-06,1.8127341241019247e-06,1.8619389040427211e-12,9.9343482526290643e-07,7.1239588006824149e-11,1.2382082972543845e-08,2.1164992316379825e-14,1.7053447052316853e-16,1.4481072881456065e-10,7.6869184613385742e-10,1.3115294031991005e-07,1.5795081566698056e-08,5.0297106331537433e-19,5.9102966896779992e-15,7.9096666595056576e-19,1.3430442776444937e-15,1.4534576399957701e-07,2.054543789408835e-16,4.4456065029472317e-17,1.5116352259939111e-18,1.7142563556886992e-19,1.3101160351890587e-20,3.3826028193773276e-10,1.1246794508128964e-09,5.9678043796394791e-13,4.0205279542875335e-13,2.3316531628048894e-16,1.5420545147018314e-14,8.6941417522334817e-22,2.1202687587930445e-12,9.3056886178013003e-20,5.5041113137949886e-14,7.7060356584180615e-13,1.9721427766108822e-12,2.1812150406993541e-15,1.6442251980869878e-15,5.1495411682985109e-15,3.4763722879469705e-21,4.3978317043794591e-18,2.1545053729702511e-18,6.6852964965068358e-26,5.4016800767469283e-22,3.7838751087989679e-26,1.7425750010510233e-22,7.1026305088798752e-19,5.215591222890402e-13,1.8411965459532547e-18,3.5709912544930972e-21,3.9426972856512885e-26,4.1480747963326174e-18,3.5311733524051682e-13,7.5595401237453575e-17,3.0314640932259057e-21,1.7123603019010284e-23
2.784317153987343e-09,0.00283703414321058,3.5256216549806663e-17,3.8162717885015093e-13,1.8554123754728673e-14,3.5913950831399136e-13,1.2025714619691663e-09,1.3611178398293202e-13,-2.4981426242183805e-32,-1.0487183616105324e-25,5.9228680695524206e-31,1.6810072669539225e-21,1.4534363163300219e-25,5.817195545672486e-17,1.1959088985677968e-21,-3.2157548808292287e-29,4.7293029440365502e-29,1.3096123342057835e-24,2.8046428058598691e-28,9.6921963535694826e-39,4.5767169244432541e-23,-4.111214430415592e-24,1.5536043286236228e-20,-1.3819335301322206e-21,1.1645839433270967e-09,3.6587983225112021e-18,4.2625846973198059e-19,9.8771786629838549e-15,-1.087204664182509e-39,-1.3461352349564957e-27,1.1404542126255653e-21,5.3616220117452055e-27,3.1244861092161334e-34,0.88129999999999997,0.0,0.0,0.0,0.0098836047945685783,0.10880197668914787,9.9999999999941742e-05,3.9505270746470626e-07,2.8384119184508511e-06,1.8401856984394523e-06,1.890746692631992e-12,1.0093788348693848e-06,7.1238923136397956e-11,1.257378017605871e-08,2.1504677262762897e-14,1.7317465486157731e-16,1.5167205456713735e-10,7.9445403703842756e-10,1.33183977131628e-07,1.6287854932912592e-08,5.1687265400851975e-19,6.1309754434372241e-15,8.2830810307420513e-19,1.4244837433394456e-15,1.4759665570977667e-07,2.2101013560711893e-16,4.820513436508411e-17,1.6471820652069011e-18,1.8959340220826389e-19,1.4532101304540643e-20,3.4416487728854523e-10,1.1635341485908624e-09,6.1739926428142307e-13,4.1594891810540789e-13,2.3669880722497765e-16,1.6450656799761304e-14,8.8837606662011792e-22,2.177142565187118e-12,1.0169959418764598e-19,5.5980227936965579e-14,7.8466932748448003e-13,2.0420533144190623e-12,2.2585502432132805e-15,1.7025217560698959e-15,5.3333215517173811e-15,3.6004394560142912e-21,4.6125478643964794e-18,2.2640573230496101e-18,7.0252294093076988e-26,5.6654544614870264e-22,3.9762770001329642e-26,1.8457046852086361e-22,7.5371201600352547e-19,5.3335139658940584e-13,1.8828251596449948e-18,3.8389225977009495e-21,4.2385204788058689e-26,4.2418609758585963e-18,3.6733369347428806e-13,7.8275396102636163e-17,3.1389350787469508e-21,1.7730666263046303e-23
2.8692457646866026e-09,0.0028370340518557658,3.7400844052710529e-17,4.0199910554069383e-13,1.9057815186268007e-14,3.8760896145761966e-13,1.2766126371948299e-09,1.5330474383952049e-13,-2.008066789873899e-32,7.6159566956678477e-27,6.8012975513730209e-31,1.7554167203700672e-21,1.2776048088462141e-25,6.1344440244470389e-17,1.311520332119883e-21,-3.2152696223686773e-29,5.3656304610673855e-29,1.4582919256213941e-24,3.2932279842002236e-28,1.1721961321696426e-38,5.0206606482794583e-23,-3.9885531637155383e-24,1.6614891938118297e-20,-1.3820123028064817e-21,1.2443833839350789e-09,4.0222996499541535e-18,4.8394035614832152e-19,1.1011812603318532e-14,-9.5722804323145153e-40,-1.4021422261275511e-27,1.2509389741329618e-21,6.195531820232124e-27,3.7376117813874746e-34,0.88129999999999997,0.0,0.0,0.0,0.0098834093728340077,0.1088019443314618,9.9999999999938571e-05,4.0708506516667662e-07,2.9249017142086926e-06,1.895084910136238e-06,1.9483594859831148e-12,1.0412645385671036e-06,7.1237593282928215e-11,1.2957156060334355e-08,2.2183997823793556e-14,1.7845476843042121e-16,1.6603707328527858e-10,8.4741293357302816e-10,1.3724598663954091e-07,1.7296083409337967e-08,5.4530807980237571e-19,6.5860994615586775e-15,9.0648688812300758e-19,1.5981067260277805e-15,1.5209837467665764e-07,2.5489359690081264e-16,5.6459719639910929e-17,1.9480625917005576e-18,2.3083788950041789e-19,1.7797098853355777e-20,3.5597409884388122e-10,1.2432605526514132e-09,6.5970735145955626e-13,4.4446285983794118e-13,2.4376547589121979e-16,1.8665597811073498e-14,9.2754202989231959e-22,2.2924112000643426e-12,1.2098274344409325e-19,5.7858838704274077e-14,8.1281028054495061e-13,2.1856681107826123e-12,2.4174179956221921e-15,1.8222789240205112e-15,5.710926378414428e-15,3.855354374236608e-21,5.0654536701225443e-18,2.4956455823650663e-18,7.7438334287769096e-26,6.2218449832313926e-22,4.3830065849264453e-26,2.0664203786286385e-22,8.4690505431824075e-19,5.5705558093398846e-13,1.9665046903687187e-18,4.4244545589813246e-21,4.885007241460558e-26,4.4303847552724567e-18,3.9672255852000187e-13,8.378085010437851e-17,3.3597103017891999e-21,1.8977742834966072e-23
2.954174375385862e-09,0.002837033960514951,3.960517996821684e-17,4.2275971585513902e-13,1.9268815404171463e-14,4.1729174497698938e-13,1.3528622904654927e-09,1.7207659484374947e-13,-1.6145704773663179e-32,-6.5149178054874921e-26,7.7813606369589467e-31,1.8362450266439823e-21,1.122105877631643e-25,6.4592164529779191e-17,1.4350517545134122e-21,-3.2147194241452006e-29,6.0704845049148158e-29,1.6202984788137648e-24,3.8499083867790654e-28,1.4104323701681251e-38,5.495176936434223e-23,-3.8694300678263549e-24,1.7746042238781639e-20,-1.3822645022690871e-21,1.3268747557039216e-09,4.4085101900002943e-18,5.4725370398154036e-19,1.223496889942594e-14,-8.4239655574063234e-40,-1.4580806062199596e-27,1.3690157386959922e-21,7.1320614912253349e-27,4.4467967890104556e-34,0.88129999999999997,0.0,0.0,0.0,0.009883213930514544,0.10880191197380762,9.9999999999935319e-05,4.1911637354335071e-07,3.011385961813412e-06,1.9499788522649289e-06,2.0059685529864938e-12,1.0731471431497825e-06,7.1236263279437132e-11,1.3340507150618735e-08,2.2863252358602099e-14,1.8373454051954564e-16,1.8128020908535302e-10,9.0230091532476333e-10,1.4130791065312657e-07,1.8334551615208928e-08,5.7459369966555876e-19,7.059744040417925e-15,9.8944535378081715e-19,1.786688159938243e-15,1.566000077493537e-07,2.927300984473338e-16,6.5803874533061271e-17,2.292267355427358e-18,2.7939716426047027e-19,2.1666567249130274e-20,3.6778315426216331e-10,1.3256762809252051e-09,7.0344267295259541e-13,4.7393905567953402e-13,2.5083169023538452e-16,2.1098026426378406e-14,9.6847773112658202e-22,2.4096572550827285e-12,1.4319052888514356e-19,5.9737868422870919e-14,8.4096183508724061e-13,2.3343429168193497e-12,2.5818841073886575e-15,1.9462562573923762e-15,6.1019280107999157e-15,4.1193132589369017e-21,5.5509015587836162e-18,2.7445720854945985e-18,8.516236945879501e-26,6.8182200775149899e-22,4.8201866637128866e-26,2.3075007864883958e-22,9.4898221963196448e-19,5.8090936511444118e-13,2.0507122918553072e-18,5.0814717058762565e-21,5.6104216096348245e-26,4.6200982417741632e-18,4.2739325372929635e-13,8.9480325557571083e-17,3.5882659596719794e-21,2.0268768502007843e-23
3.0391029860851215e-09,0.002837033869188103,4.1867114437441328e-17,4.4383522273707237e-13,1.9547843007920671e-14,4.4819314108563638e-13,1.4313198575136615e-09,1.9252091216984896e-13,-1.298353973899284e-32,-2.0532230213166041e-25,8.8715627969551501e-31,1.9234928775458659e-21,9.8539539633505943e-26,6.7914749803996721e-17,1.5668822455384277e-21,-3.2140916427370642e-29,6.8495564913829631e-29,1.796538356797932e-24,4.4819290950033223e-28,1.6887337425019402e-38,6.00174299237882e-23,-3.7538432203028128e-24,1.8931560422347498e-20,-1.3825750388020291e-21,1.4120580007645781e-09,4.818021433849147e-18,6.1654352942886533e-19,1.355036384678286e-14,-7.4101994441600958e-40,-1.5139036855772231e-27,1.4950499803329374e-21,8.1808655510906593e-27,5.2634243594591694e-34,0.88129999999999997,0.0,0.0,0.0,0.0098830184676326205,0.10880187961617403,9.9999999999931985e-05,4.3114663264034034e-07,3.0978646351022908e-06,2.0048675005158472e-06,2.0635738762163566e-12,1.1050266345074446e-06,7.1234933126086294e-11,1.3723833330920834e-08,2.3542440566577405e-14,1.8901396953144326e-16,1.9742740869343547e-10,9.5913765778736959e-10,1.4536974916403754e-07,1.9403256427131799e-08,6.047381540215899e-19,7.5521072287357282e-15,1.0773256596474324e-18,1.9909999260497733e-15,1.6110155497884279e-07,3.3484200519482968e-16,7.6339979013933843e-17,2.6844131609270029e-18,3.362819582388672e-19,2.6229223589428856e-20,3.7959184058855824e-10,1.4107812617866015e-09,7.4860518967285638e-13,5.0437747946043602e-13,2.5789745807001785e-16,2.3761765432615614e-14,1.0113272930306974e-21,2.5288216357047675e-12,1.6865976931723288e-19,6.1617228994086756e-14,8.6912196893591123e-13,2.4880794337344389e-12,2.751950458360026e-15,2.0744551733144621e-15,6.5063311408245103e-15,4.392319277573746e-21,6.0704140185694904e-18,3.0116852124454533e-18,9.3450724313479242e-26,7.4564507697940589e-22,5.2893072138697442e-26,2.5703045281345157e-22,1.0605561788806373e-18,6.0490164086518794e-13,2.1354087494578035e-18,5.8166821870603469e-21,6.4221701884682823e-26,4.8109130874650593e-18,4.5935357688392242e-13,9.5373891818060771e-17,3.8246048275454573e-21,2.1603758974470506e-23
3.124031596784381e-09,0.002837033777875194,4.4190987400947448e-17,4.6537792381602494e-13,2.0118535424691522e-14,4.8031786337297564e-13,1.5119846802812897e-09,2.1473401895799173e-13,-1.0440925873103648e-32,6.2562777113150681e-26,1.0080868507825367e-30,2.0167572874037743e-21,8.6515607010842049e-26,7.1311928827174279e-17,1.7074059879968398e-21,-3.2133741112974745e-29,7.7088912045899465e-29,1.9879620031087405e-24,5.1971063487041226e-28,2.0124208707669714e-38,6.5418955306973515e-23,-3.6416830509458372e-24,2.0173569428191233e-20,-1.3827656272036306e-21,1.4999330177297778e-09,5.251415652715235e-18,6.921638616191257e-19,1.4961730758888786e-14,-6.5158262145199611e-40,-1.5695678024896023e-27,1.6294218333373944e-21,9.3522971701141223e-27,6.199844746089457e-34,0.88129999999999997,0.0,0.0,0.0,0.0098828229842104539,0.10880184725854995,9.9999999999928597e-05,4.4317584250328239e-07,3.1843377081430204e-06,2.0597508305873694e-06,2.1211754384004162e-12,1.1369029985344477e-06,7.1233602823035657e-11,1.4107134486280568e-08,2.4221562147200684e-14,1.9429305388280573e-16,2.1450461173888328e-10,1.0179428328129217e-09,1.4943150216393569e-07,2.0502194712314769e-08,6.3575008169548677e-19,8.0633868787192702e-15,1.1702699643248792e-18,2.2118274005432321e-15,1.6560301641430632e-07,3.8156756491126597e-16,8.817642577337071e-17,3.129452196976512e-18,4.026078942029265e-19,3.1583917543844576e-20,3.913999972804977e-10,1.4985753796937359e-09,7.9519483921314147e-13,5.3577808925067351e-13,2.6496278006427211e-16,2.6671074701896624e-14,1.0562328299887122e-21,2.6498470523303887e-12,1.9775524066923701e-19,6.3496847983301235e-14,8.9728900373008316e-13,2.6468790158591239e-12,2.9276185442443473e-15,2.2068767993331197e-15,6.9241395085611743e-15,4.6743749550087161e-21,6.6255467824223849e-18,3.297852968479232e-18,1.0233033251868015e-25,8.1384489499486239e-22,5.791892679859723e-26,2.8562489586956063e-22,1.1822670886560234e-18,6.290221357862711e-13,2.2205577993283566e-18,6.6372613376656525e-21,7.3281754175492477e-26,5.0027475923936428e-18,4.9261073183878607e-13,1.0146160511094637e-16,4.068729153982142e-21,2.2982726988312118e-23
3.2089602074836404e-09,0.002837033686576185,4.6584124558233561e-17,4.8764480267752929e-13,2.0937051200423446e-14,5.1367010215275868e-13,1.5948562589684645e-09,2.3881497319445255e-13,-8.3960456949964812e-33,-3.893330184630828e-26,1.1418705198257054e-30,2.1169929411363922e-21,7.6025511444005191e-26,7.4783406325276369e-17,1.8570326120995508e-21,-3.212553291236538e-29,8.6548991161126225e-29,2.1955648827914685e-24,6.0038553721180881e-28,2.3873667347148723e-38,7.1172321131275665e-23,-3.5329386647965646e-24,2.1474246535221425e-20,-1.3827559425609704e-21,1.5904996709112546e-09,5.7092660405255255e-18,7.7447756134426396e-19,1.647281818517043e-14,-5.7272923036213666e-40,-1.6250325156863537e-27,1.7725264181849784e-21,1.0657443400692599e-26,7.2694192980788125e-34,0.88129999999999997,0.0,0.0,0.0,0.0098826274802701532,0.10880181490092401,9.9999999999925114e-05,4.5520400317783802e-07,3.2708051551126146e-06,2.1146288181854288e-06,2.1787732223392005e-12,1.1687762211295746e-06,7.1232272370444361e-11,1.4490410502250207e-08,2.4900616800047438e-14,1.9957179199738085e-16,2.3253775074371771e-10,1.0787361086193605e-09,1.5349316964449214e-07,2.1631363328660804e-08,6.6763811990367369e-19,8.5937806830995028e-15,1.2684204241103149e-18,2.4499690026283639e-15,1.7010439210319232e-07,4.3326107671837814e-16,1.0142771696977086e-16,3.632682760117183e-18,4.7960207948672328e-19,3.7840390228603307e-20,4.0320749697164316e-10,1.5890584843996446e-09,8.4321154073794658e-13,5.6814083066601888e-13,2.7202763720696676e-16,2.9840649090829361e-14,1.103345268403915e-21,2.7726779573221594e-12,2.3087094071102716e-19,6.5376663294774156e-14,9.2546154331242111e-13,2.8107427304042579e-12,3.1088895427854044e-15,2.3435220232980522e-15,7.3553560659663313e-15,4.9654822840588654e-21,7.217888361329173e-18,3.603962719148168e-18,1.1182872847912912e-25,8.8661667990663652e-22,6.3295015078851039e-26,3.1668108936226037e-22,1.3147829613293158e-18,6.5326134687824779e-13,2.3061258937828724e-18,7.5508703280966799e-21,8.3368961618305188e-26,5.195526175938289e-18,5.2717137572084979e-13,1.0774351082757089e-16,4.320640753091931e-21,2.4405682825458281e-23
3.2938888181829e-09,0.0028370335952910444,4.9047520991904371e-17,5.1067092831655099e-13,2.1536374840961001e-14,5.4825361961617259e-13,1.6799347362004576e-09,2.6486521831605969e-13,-6.7488283570335358e-33,4.4805203630607697e-27,1.2894905214296554e-30,2.2241353947844857e-21,6.6818764080367412e-26,7.832889531628685e-17,2.0161855237029615e-21,-3.2116253955750031e-29,9.6943208419099056e-29,2.4203825563773832e-24,6.9111403213397393e-28,2.8199642346789339e-38,7.7294045801435095e-23,-3.4274421463015694e-24,2.2835814500721495e-20,-1.3827290449741318e-21,1.683757800924343e-09,6.192137957287095e-18,8.6385506042866867e-19,1.8087386590819709e-14,-5.0323238723769862e-40,-1.6802599578020045e-27,1.9247722201376474e-21,1.2108065853689898e-26,8.4864318589665442e-34,0.88129999999999997,0.0,0.0,0.0,0.0098824319558340461,0.10880178254328428,9.999999999992159e-05,4.6723111470968973e-07,3.3572669499717644e-06,2.1695014390215726e-06,2.236367210689122e-12,1.2006462881953821e-06,7.1230941768473229e-11,1.4873661263463958e-08,2.5579604224773573e-14,2.0485018228627254e-16,2.5155275200442372e-10,1.1415371502506571e-09,1.5755475159738625e-07,2.2790759125956686e-08,7.0041090443771549e-19,9.143486220117663e-15,1.3719191921999296e-18,2.7062341847729187e-15,1.7460568209148512e-07,4.9029100961678275e-16,1.1621377473932639e-16,4.1997147025639743e-18,5.6859477511675591e-19,4.51186166413325e-20,4.1501423499665674e-10,1.682230401603811e-09,8.9265520063953301e-13,6.0146564069075073e-13,2.7909197890209032e-16,3.3285562012624829e-14,1.1528199253679256e-21,2.8972602745685404e-12,2.6842749707243512e-19,6.7256618279642493e-14,9.5363838266090076e-13,2.979671435284341e-12,3.2957643999621967e-15,2.4843915583440242e-15,7.7999831916386018e-15,5.2656428704768119e-21,7.8490555328447679e-18,3.9309185335774359e-18,1.2197396490112005e-25,9.6415912436265887e-22,6.903721479995874e-26,3.5035197282893523e-22,1.4587964638872551e-18,6.7761039164578561e-13,2.3920816756619374e-18,8.5656110072122247e-21,9.4572778527973851e-26,5.3891781925786067e-18,5.6304172470709928e-13,1.1421964649265896e-16,4.5803411235131438e-21,2.587263498591022e-23
