Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726),C7H9(2388),C7H9(1587),S(859),S(1111),S(1873),S(2962),S(2913),S(1093),C7H9(2432),S(3132),C7H9(3107),S(3133),C6H6(3100),S(2878),S(1393)
3.579061925651662e-07,0.002965986523759098,2.4868204952237468e-11,1.4397040872469152e-08,4.7754870339593331e-12,1.5835148369640253e-07,6.5348769275763235e-06,1.9169971688099285e-05,4.5150828399703742e-24,5.2545703087109781e-27,2.2152513424343586e-18,1.2900274960403432e-12,8.7291180250598621e-17,7.3574407564178888e-11,2.5505185882949181e-11,1.1269162390073685e-17,1.4934709515019392e-16,2.0238301090699881e-13,1.8942903128471927e-13,8.3717680767826375e-22,1.3704722252343153e-12,1.8595101506481595e-19,3.7737366387718848e-12,5.3578710002974248e-13,4.9834792811967007e-05,2.2300736943663399e-12,5.5678733560377675e-11,8.9053889970943314e-07,3.0951736475111478e-31,4.0628878182386351e-19,2.1183265491919489e-11,8.4625435654456843e-13,2.8436831916123361e-20,0.88129999999999997,0.0,0.0,0.0,0.008396295495074306,0.10851791585893915,0.00010000182401542001,7.0452490637147551e-05,0.00028873237907962922,0.00014753850449627108,1.5215033006655579e-10,5.6909298325301366e-05,1.9319251906687644e-10,1.0063757144992933e-06,1.0243731799704399e-12,1.1911837799013484e-14,0.00020026541440379249,0.00021197560032783011,5.1378074483069237e-05,0.000351299963158353,1.1224801336380936e-13,3.1630816155717672e-09,2.0463673065998935e-12,2.0570392464867812e-08,6.3103127114422201e-05,3.1612955930554681e-07,8.5863857777545479e-08,2.9851237660597574e-08,2.903745572348489e-08,4.6020513457002754e-07,4.7376230439032874e-08,3.9025591560499926e-05,1.7186100976377927e-08,1.1297037007825329e-08,4.0640253795823419e-14,1.0780830353629232e-05,2.6449265804912027e-11,3.1675739528870912e-09,6.2781235364303607e-08,8.1479974636042015e-12,1.3482932465229691e-10,8.8220217566804231e-08,7.6726579686286692e-11,5.5720209359563871e-11,1.8905351142920559e-10,8.5401675606338225e-17,2.2368777575258488e-09,8.631989262941661e-10,2.2447421873040755e-17,3.9870786405509552e-13,1.275058144164821e-17,1.6684882290774262e-12,7.0269849266281987e-09,3.9142622074997103e-10,1.2836239297230481e-15,2.2141368984173874e-09,2.86455862939995e-14,2.8201111603273222e-15,4.4240162332763607e-08,3.0699037522258335e-10,1.0085809080094982e-14,1.165841990591251e-16,7.7239620403228675e-14,1.8979827233867184e-09,2.0131424512328423e-09,1.0698285204376869e-14
3.6018812733966776e-07,0.0029659824092243686,2.5508200236446659e-11,1.452561037335852e-08,4.7821640350952577e-12,1.6000762818187747e-07,6.5386742899510384e-06,1.9381554440406099e-05,4.7202732469076338e-24,5.2613547742026336e-27,2.2952329558676481e-18,1.3163365757122656e-12,9.0305390152655369e-17,7.5319100257198204e-11,2.62141609747448e-11,1.17856715656608e-17,1.5436169062749366e-16,2.0803401175117495e-13,1.9644378041717814e-13,8.697821727419792e-22,1.4087233045464138e-12,1.9461720498760858e-19,3.8452771850364214e-12,5.5460479973418808e-13,5.0224120556178388e-05,2.2478157868370773e-12,5.6517207396959755e-11,9.0743069480449055e-07,3.2578016802253228e-31,4.126226489218769e-19,2.1740502740501399e-11,8.7603504200259877e-13,2.9571248433725058e-20,0.88129999999999997,0.0,0.0,0.0,0.0083880007216421484,0.1085159053290576,0.00010000188516612607,7.0781414164168617e-05,0.00028888373340289368,0.00014736670978266134,1.5222747848066e-10,5.6842091706743648e-05,1.9301568564144274e-10,1.006886017420164e-06,1.0231634539753584e-12,1.191787793445939e-14,0.0002021069001944419,0.00021414192734675017,5.1677569538413908e-05,0.00035426385929267099,1.1339290376278287e-13,3.1954473337647166e-09,2.0651941103583498e-12,2.0762943588377471e-08,6.3475795003568468e-05,3.2017786377130188e-07,8.6963570619768355e-08,3.024461208308912e-08,2.9425971899222964e-08,4.7050108117506936e-07,4.7321133258558544e-08,3.9250210468787098e-05,1.7284722544720161e-08,1.1361864741956218e-08,4.0671273551092154e-14,1.094537806064802e-05,2.7210859564512815e-11,3.1863895103197283e-09,6.4169720083984708e-08,8.1564086692770229e-12,1.3498946808861322e-10,8.9019491711171661e-08,7.742039551457292e-11,5.6224070753336187e-11,1.9076315178368801e-10,8.6173976262204629e-17,2.28714464408333e-09,8.8259001568996501e-10,2.2951685665651091e-17,4.076676044272902e-13,1.3037013290801622e-17,1.7074651021500068e-12,7.1912128373613648e-09,3.9496418995378092e-10,1.2952039722022942e-15,2.275175735529172e-09,2.9435281578202608e-14,2.8455524181261937e-15,4.4976974254918177e-08,3.144828796631904e-10,1.0331789454788988e-14,1.1942959000167239e-16,7.9123399718653075e-14,1.9608905668080859e-09,2.0868310017587781e-09,1.0839265354776126e-14
3.6247006211416935e-07,0.002965978302286643,2.6159463414388691e-11,1.4654231382185265e-08,4.7887277892570882e-12,1.616643373279843e-07,6.5423449370369229e-06,1.9593246416149493e-05,4.9327971489524993e-24,5.3228600818433619e-27,2.3773958569719546e-18,1.3429432042912345e-12,9.3395607451615452e-17,7.7090152209483438e-11,2.6936761217106868e-11,1.2321780747516492e-17,1.5950019836856319e-16,2.1379107929134272e-13,2.0365555694238357e-13,9.0335046992794161e-22,1.4477055774088882e-12,2.0382880833874004e-19,3.9174989005834176e-12,5.739138589378996e-13,5.0612993332380525e-05,2.2655371216377899e-12,5.7361492003749194e-11,9.2449148107545074e-07,3.4274307365867469e-31,4.1925077469899244e-19,2.230736402273572e-11,9.0659408573045258e-13,3.0741651115177307e-20,0.88129999999999997,0.0,0.0,0.0,0.0083797204352785738,0.1085138976607582,0.00010000194781806155,7.1109050891062035e-05,0.00028902790161462294,0.0001471935149218754,1.5230084111755792e-10,5.6774349054921918e-05,1.9283916904466595e-10,1.0073712795656414e-06,1.0219440793267824e-12,1.1923621677960802e-14,0.00020394592732895849,0.00021630901560658908,5.1976740814049202e-05,0.00035722634220448077,1.1453815939796356e-13,3.2278245866463564e-09,2.0839958415095848e-12,2.0955259408366291e-08,6.3848121776483499e-05,3.2423605788786977e-07,8.8065948037605681e-08,3.063902358558497e-08,2.981554443077466e-08,4.8092763261377828e-07,4.726558401464657e-08,3.9473442991746665e-05,1.7382730618953581e-08,1.1426289203216098e-08,4.0701370085313116e-14,1.1110858234543586e-05,2.7987902494616459e-11,3.2051878325933421e-09,6.5576068455413537e-08,8.1646420781020753e-12,1.3514673962020028e-10,8.981935786964374e-08,7.8114704239986373e-11,5.6728290097701426e-11,1.9247400693134148e-10,8.6946825680012748e-17,2.3380624076950586e-09,9.0223187535562425e-10,2.3462470719899285e-17,4.1674335964694408e-13,1.332714934608116e-17,1.7469740807776905e-12,7.3576840644383853e-09,3.9849910706785766e-10,1.3067736394791507e-15,2.3373165789849774e-09,3.0239234167578534e-14,2.8709708816913813e-15,4.572041316183891e-08,3.2208401920206576e-10,1.0581330599397696e-14,1.2231623675246241e-16,8.1034448316256423e-14,2.0253262833975774e-09,2.1625340191250473e-09,1.0980617180873515e-14
3.6475199688867094e-07,0.002965974203005717,2.6822084193852951e-11,1.4782900110337071e-08,4.7951592568439198e-12,1.6332155388332162e-07,6.5458931785365334e-06,1.9805039468744958e-05,5.1528341748444564e-24,5.3290290759219271e-27,2.4617789014211161e-18,1.3698476756592231e-12,9.6562990892642807e-17,7.8887674386873432e-11,2.7673122376730953e-11,1.2878076592294677e-17,1.6476446746384803e-16,2.1965507296615581e-13,2.1106797220951223e-13,9.3790050497604382e-22,1.4874259741949616e-12,2.136438702507459e-19,3.9904003975202077e-12,5.937223194630163e-13,5.1001407530711009e-05,2.2832375164953773e-12,5.821156791469095e-11,9.4172108978760032e-07,3.6042956317037313e-31,4.2619197637915342e-19,2.2883917009697806e-11,9.3794420444231183e-13,3.194886289598162e-20,0.88129999999999997,0.0,0.0,0.0,0.0083714546063983538,0.10851189288271029,0.00010000201199312902,7.1435404784048968e-05,0.00028916502053978903,0.00014701899116561075,1.5237049031294982e-10,5.6706097882964228e-05,1.9266296862501373e-10,1.0078319793957319e-06,1.0207155512638269e-12,1.1929074692748567e-14,0.00020578244325036225,0.00021847678065244885,5.2275588859384719e-05,0.00036018734106525052,1.1568373567135626e-13,3.2602121086932634e-09,2.1027719617211136e-12,2.1147334087203681e-08,6.4220108039505082e-05,3.2830391085692512e-07,8.9170927017392218e-08,3.1034448291967475e-08,3.020614886489003e-08,4.9148488502895708e-07,4.7209605664612875e-08,3.969529466547877e-05,1.7480127679484188e-08,1.149031202205392e-08,4.0730561117271318e-14,1.1277261725472055e-05,2.8780568067703868e-11,3.2239689503439806e-09,6.7000312043536353e-08,8.1727010831782591e-12,1.3530119386179667e-10,9.0619797983927003e-08,7.8809490199463593e-11,5.7232856017865621e-11,1.9418603827196709e-10,8.7720206422785953e-17,2.3896315234237381e-09,9.2212467866643842e-10,2.3979781544396603e-17,4.259352143937388e-13,1.3620992168467571e-17,1.7870158214734063e-12,7.5264013877751784e-09,4.0203090572552245e-10,1.3183327155772117e-15,2.4005667877332568e-09,3.1057539269202126e-14,2.8963660765245752e-15,4.6470473261848609e-08,3.2979399441135436e-10,1.0834438940500949e-14,1.252442154817785e-16,8.2972815412563806e-14,2.0913118903605968e-09,2.2402859398691012e-09,1.1122332125785794e-14
3.670339316631725e-07,0.0029659701114425493,2.7496151813180128e-11,1.4911614177001266e-08,4.8015555787659072e-12,1.6497922211361348e-07,6.5493231882247525e-06,2.0016925669792004e-05,5.380578590858961e-24,5.5313119766334064e-27,2.5484212171145774e-18,1.3970502813233848e-12,9.9808883088857887e-17,8.0711775381599919e-11,2.842338008389648e-11,1.3455157939795516e-17,1.7015635214716954e-16,2.2562684525042459e-13,2.1868466035337513e-13,9.7345122870469274e-22,1.5278914075955057e-12,2.2364117715584344e-19,4.0639802797632569e-12,6.1403825502354225e-13,5.1389359716297248e-05,2.3009167925704718e-12,5.9067415652464683e-11,9.5911934627518061e-07,3.7886251793331338e-31,4.3346017807648422e-19,2.3470228831643869e-11,9.7009817134773712e-13,3.3193716642052593e-20,0.88129999999999997,0.0,0.0,0.0,0.0083632032057379766,0.10850989102256429,0.00010000207771327005,7.1760479798568501e-05,0.00028929522441647777,0.000146843207589267,1.5243649703015025e-10,5.6637364861008329e-05,1.9248708373823647e-10,1.0082685862929283e-06,1.0194783498516938e-12,1.1934242534608704e-14,0.0002076163971931436,0.0002206451398603584,5.257411422277775e-05,0.00036314678656047518,1.1682958895994004e-13,3.2926086618127019e-09,2.1215219509941067e-12,2.1339161980765776e-08,6.4591754397948738e-05,3.3238119607021402e-07,9.027844569250589e-08,3.1430862751203075e-08,3.0597761180587762e-08,5.021729250244626e-07,4.7153220464473769e-08,3.9915771153649699e-05,1.7576916262741946e-08,1.1553934865745842e-08,4.0758864024204819e-14,1.1444579430919894e-05,2.9589029910108907e-11,3.2427328941557218e-09,6.8442481266250589e-08,8.1805890116701793e-12,1.3545288436342244e-10,9.1420794324119502e-08,7.9504738017841283e-11,5.7737757348113045e-11,1.9589920791476335e-10,8.8494101374005678e-17,2.4418524047086799e-09,9.4226857525753095e-10,2.4503622030392966e-17,4.3524324236352607e-13,1.3918543968268084e-17,1.8275909259401514e-12,7.6973673560130603e-09,4.0555952152472701e-10,1.3298809910178988e-15,2.4649336158048606e-09,3.1890290732767463e-14,2.9217375424029848e-15,4.7227148648432749e-08,3.3761299356471238e-10,1.1091120500454531e-14,1.2821359768936824e-16,8.4938547128448131e-14,2.1588694414940416e-09,2.3201213398802005e-09,1.1264401784974199e-14
3.693158664376741e-07,0.002965966027654003,2.8181754979893939e-11,1.5040371120483045e-08,4.807824613622114e-12,1.6663728782068111e-07,6.5526390048602147e-06,2.0228897311016675e-05,5.6162187358681566e-24,5.667866869589309e-27,2.6373622149222173e-18,1.4245513025210037e-12,1.0313431089173708e-16,8.2562561335795516e-11,2.918766982699958e-11,1.4053636324159553e-17,1.7567771206433305e-16,2.317072414228469e-13,2.2650927867950015e-13,1.0100217465140026e-21,1.5691087720246944e-12,2.3372045044947218e-19,4.138237147017824e-12,6.3486977776073384e-13,5.177684663027181e-05,2.3185747815962587e-12,5.9929015729823678e-11,9.7668606990899328e-07,3.9806671416055528e-31,4.4106207806888317e-19,2.4066366064429324e-11,1.0030688168617973e-12,3.4477055425932581e-20,0.88129999999999997,0.0,0.0,0.0,0.0083549662043568788,0.10850789210693829,0.00010000214500046453,7.208427987899873e-05,0.00028941864485817201,0.00014666623107196988,1.5249893084563295e-10,5.6568175810824576e-05,1.9231151374739405e-10,1.0086815604664922e-06,1.0182329398848874e-12,1.1939130650749452e-14,0.00020944774019921242,0.0002228140124616126,5.2872317451511019e-05,0.00036610461091064885,1.179756766223995e-13,3.3250130357088366e-09,2.1402453078268052e-12,2.1530737640226437e-08,6.4963061456084384e-05,3.3646769119753701e-07,9.1388443365789117e-08,3.1828243945728816e-08,3.0990357797662917e-08,5.1299182953975322e-07,4.7096449963148228e-08,4.0134878246547046e-05,1.7673098960408066e-08,1.1617159437887493e-08,4.0786295814565547e-14,1.1612802297665345e-05,3.0413461804160612e-11,3.2614796945594922e-09,6.9902605377812452e-08,8.1883091210144905e-12,1.3560186355933893e-10,9.2222329493268438e-08,8.0200432609325831e-11,5.8242983132873363e-11,1.9761347868218881e-10,8.9268493739356436e-17,2.4947254028959849e-09,9.6266369075158185e-10,2.5033995444696551e-17,4.4466750618418056e-13,1.4219806601094638e-17,1.8686999401972496e-12,7.8705842828130493e-09,4.0908489186906822e-10,1.3414182621860426e-15,2.5304242097661936e-09,3.2737581017637372e-14,2.9470848319857858e-15,4.7990433299831377e-08,3.4554119243003263e-10,1.1351380891484557e-14,1.3122445012572794e-16,8.6931686443901436e-14,2.2280210264654276e-09,2.4020749348637699e-09,1.1406817909250081e-14
3.715978012121757e-07,0.0029659619516958363,2.8878981855460177e-11,1.5169168317055522e-08,4.8140006233391771e-12,1.6829569833953213e-07,6.5558445323909516e-06,2.0440946904072954e-05,5.8599472941439284e-24,5.8679353116243768e-27,2.7286415987938872e-18,1.452351011592274e-12,1.0654034224755797e-16,8.4440135928206367e-11,2.9966126948155694e-11,1.467413638300284e-17,1.8133041240679818e-16,2.3789709943113472e-13,2.3454550786395759e-13,1.0476313216933163e-21,1.6110849431769487e-12,2.4391642370106986e-19,4.2131695925934362e-12,6.5622503769583611e-13,5.2163865188924276e-05,2.336211324288851e-12,6.0796348651940433e-11,9.9442107413505195e-07,4.1806666964785444e-31,4.4899971080001847e-19,2.4672394720300973e-11,1.0368690288549063e-12,3.5799732728051685e-20,0.88129999999999997,0.0,0.0,0.0,0.0083467435736339392,0.10850589616142026,0.00010000221387672943,7.2406808958459597e-05,0.00028953541084131924,0.0001464881263020803,1.5255785993792267e-10,5.6498555706013093e-05,1.9213625802277584e-10,1.0090713528791034e-06,1.0169797708907594e-12,1.194374437893305e-14,0.00021127642511558449,0.00022498331955009206,5.3170199091779047e-05,0.0003690607478775928,1.1912195700816409e-13,3.3574240479890518e-09,2.158941549191066e-12,2.1722055811881413e-08,6.5334029817121206e-05,3.4056317822131892e-07,9.2500860522531883e-08,3.222656929620897e-08,3.1383915581587288e-08,5.2394166583231228e-07,4.7039315003838429e-08,4.0352621858388659e-05,1.7768678418536011e-08,1.1679987477815844e-08,4.081287315125545e-14,1.1781921323622868e-05,3.1254037687684744e-11,3.2802093820323041e-09,7.13807124640734e-08,8.1958646012224441e-12,1.357481827882608e-10,9.302438642881359e-08,8.0896559180845331e-11,5.8748522629155891e-11,1.9932881411796485e-10,9.0043367050340732e-17,2.5482508065839226e-09,9.8331012658338564e-10,2.5570904425111442e-17,4.5420805729926112e-13,1.4524781565272327e-17,1.9103433542373353e-12,8.0460542454183753e-09,4.1260695793587768e-10,1.3529443379120397e-15,2.5970456067640797e-09,3.3599501167549151e-14,2.9724075252748819e-15,4.8760321080091029e-08,3.5357875417334363e-10,1.1615225311774942e-14,1.3427683475560698e-16,8.8952273168073912e-14,2.2987887695511505e-09,2.4861815794888382e-09,1.1549572406479584e-14
3.738797359866773e-07,0.002965957883621244,2.9587920003635639e-11,1.5298001219363189e-08,4.8199373968564118e-12,1.6995440250432701e-07,6.5589435454772682e-06,2.0653067175583008e-05,6.1119623115816625e-24,5.7478742456111876e-27,2.8222993695889647e-18,1.4804496662419892e-12,1.1002774195292787e-16,8.6344600396763025e-11,3.0758886640130702e-11,1.5317296175375994e-17,1.8711632370973703e-16,2.4419724987908399e-13,2.4279705172610132e-13,1.0862993718098071e-21,1.6538267778180012e-12,2.5496606488414844e-19,4.2887762020800572e-12,6.7811222998962878e-13,5.2550412478782518e-05,2.3538262812905346e-12,6.1669394922161825e-11,1.0123241666534588e-06,4.3888817741269261e-31,4.5728528702405437e-19,2.5288380247274341e-11,1.0715117517762447e-12,3.7162612491026275e-20,0.88129999999999997,0.0,0.0,0.0,0.0083385352852574958,0.10850390321058796,0.00010000228436411634,7.2728070958788364e-05,0.00028964564874369954,0.00014630895582904164,1.5261335111125624e-10,5.6428528693223751e-05,1.9196131594167344e-10,1.0094384054031867e-06,1.015719277511473e-12,1.1948088949326105e-14,0.00021310240655242316,0.0002271529840520021,5.346775968869322e-05,0.00037201513273987265,1.2026838943754263e-13,3.3898405437127455e-09,2.1776102101032145e-12,2.1913111432701935e-08,6.5704660083209764e-05,3.4466744339713449e-07,9.3615638817555797e-08,3.2625816658214717e-08,3.1778411840501447e-08,5.3502249166121247e-07,4.6981835740965656e-08,4.056900802104664e-05,1.7863657334563403e-08,1.17424207586456e-08,4.0838612330730802e-14,1.1951927559205284e-05,3.2110931647662309e-11,3.2989219869973939e-09,7.2876829461118767e-08,8.2032585734167887e-12,1.3589189229048938e-10,9.3826948397322516e-08,8.1593103225919944e-11,5.9254365302098168e-11,2.0104517847229778e-10,9.0818705157603526e-17,2.6024288423498918e-09,1.0042079602324322e-09,2.611435098648584e-17,4.6386493609731991e-13,1.4833470005274952e-17,1.9525216027467962e-12,8.2237790876975334e-09,4.1612566456209256e-10,1.3644590389735124e-15,2.6648047341730157e-09,3.4476140806050528e-14,2.9977052285202086e-15,4.9536805744879923e-08,3.6172582950078552e-10,1.1882658550728081e-14,1.3737080881192504e-16,9.1000343979558549e-14,2.3711948271794913e-09,2.5724762632994403e-09,1.1692657340393705e-14
3.761616707611789e-07,0.002965953823481388,3.0308656489550906e-11,1.542686669467007e-08,4.8258806580128877e-12,1.7161335059622365e-07,6.5619396908181292e-06,2.0865251059277423e-05,6.3724470773307502e-24,5.936345606286285e-27,2.918375813027688e-18,1.5088475262261153e-12,1.1359806273353696e-16,8.8276053599849221e-11,3.1566083944806892e-11,1.5983767228291424e-17,1.9303732153661002e-16,2.506085161106841e-13,2.5126763670029431e-13,1.1260454643323358e-21,1.6973411137942852e-12,2.6661319418161908e-19,4.3650555541055412e-12,7.0053957995513773e-13,5.2936485749402659e-05,2.3714195091060716e-12,6.2548135045712866e-11,1.0303951496737988e-06,4.605557918106317e-31,4.6594104732962657e-19,2.5914387535373869e-11,1.1070099850267194e-12,3.8566569049068287e-20,0.88129999999999997,0.0,0.0,0.0,0.0083303413112058421,0.10850191327804966,0.00010000235648470838,7.3048069790655455e-05,0.00028974948242228897,0.00014612878014526467,1.5266546983361276e-10,5.635811812304473e-05,1.9178668688793768e-10,1.0097831510727032e-06,1.0144518800600006e-12,1.1952169487479878e-14,0.00021492564081750231,0.00022932293067130441,5.3764999786300368e-05,0.00037496770224833346,1.214149341763331e-13,3.4222613945738761e-09,2.1962508429535854e-12,2.2103899623335333e-08,6.6074952855457465e-05,3.487802771583153e-07,9.473272104946986e-08,3.3025964313052878e-08,3.2173824316282974e-08,5.4623435559508698e-07,4.692403166627473e-08,4.0784042876151395e-05,1.7958038454042221e-08,1.1804461085118873e-08,4.0863529348674505e-14,1.2122812108015145e-05,3.2984317914473528e-11,3.3176175398250147e-09,7.439098218900252e-08,8.2104940985023677e-12,1.360330413149916e-10,9.4629998985056e-08,8.2290050517874411e-11,5.9760500820036797e-11,2.0276253668468652e-10,9.1594492223165873e-17,2.6572596763050837e-09,1.0253572458632431e-09,2.6664336537363974e-17,4.7363817218928263e-13,1.5145872721183613e-17,1.9952350665240728e-12,8.403760426130356e-09,4.1964095946532575e-10,1.3759621956907901e-15,2.7337084106279527e-09,3.5367588149861677e-14,3.0229775689368625e-15,5.0319880949106054e-08,3.6998255696517776e-10,1.2153684998522638e-14,1.4050642491219598e-16,9.3075932499591512e-14,2.4452613849659249e-09,2.6609941047439623e-09,1.1836064927301452e-14
3.7844360553568046e-07,0.002965949771324834,3.1041277806075465e-11,1.5555762660888981e-08,4.8317206340256915e-12,1.7327249449764478e-07,6.5648364762226002e-06,2.1077491716551359e-05,6.6416061877030204e-24,6.0674092733694484e-27,3.0169115323928065e-18,1.5375448460507107e-12,1.1725252069714313e-16,9.0234591715274529e-11,3.238785373165371e-11,1.6674216502509541e-17,1.9909528661056607e-16,2.5713171324889715e-13,2.5996101438841089e-13,1.1668893277278849e-21,1.7416347674911794e-12,2.7847158581135765e-19,4.442006224910449e-12,7.2351535066013049e-13,5.3322082428708392e-05,2.3889908704377746e-12,6.3432549531056712e-11,1.0486338194017049e-06,4.8309617685120312e-31,4.7498396246556324e-19,2.6550480847418178e-11,1.1433767888220871e-12,4.0012488454163858e-20,0.88129999999999997,0.0,0.0,0.0,0.0083221616237713868,0.10849992638634455,0.00010000243026062171,7.3366809352160624e-05,0.00028984703294246183,0.00014594765748267546,1.5271428009761894e-10,5.628734647253912e-05,1.9161237025252318e-10,1.010106013162841e-06,1.0131779831257718e-12,1.1955991003437145e-14,0.00021674608608472615,0.00023149308607840673,5.4061919927455626e-05,0.00037791839478412356,1.2256155253132247e-13,3.4546855017298373e-09,2.2148630192314321e-12,2.2294415706411185e-08,6.6444908733801305e-05,3.5290147460803476e-07,9.5852051293200193e-08,3.3426991016932578e-08,3.2570131234505325e-08,5.5757729603957145e-07,4.6865921543590973e-08,4.0997732682820611e-05,1.805182457376992e-08,1.1866110295664484e-08,4.088763979178742e-14,1.229456613444982e-05,3.3874370879174178e-11,3.3362960708259889e-09,7.5923195231334085e-08,8.2175741622387354e-12,1.3617167792790754e-10,9.5433522132382997e-08,8.2987387137992467e-11,6.0266919074953615e-11,2.0448085445383705e-10,9.2370712752007575e-17,2.7127434081310536e-09,1.046758011965358e-09,2.722086181861417e-17,4.835277833451674e-13,1.546199013382623e-17,2.038484066572593e-12,8.5859996248577103e-09,4.2315279222646157e-10,1.3874536444225611e-15,2.8037633323956979e-09,3.6273929832553644e-14,3.0482241870062599e-15,5.1109540238760097e-08,3.7834906161421044e-10,1.2428308602352027e-14,1.436837305451581e-16,9.517906895690992e-14,2.5210106588469456e-09,2.751770362842618e-09,1.1979787553710475e-14
3.8072554031018205e-07,0.0029659457272002143,3.1785870050786267e-11,1.5684686822428189e-08,4.83747583055067e-12,1.7493178706951477e-07,6.5676373243291772e-06,2.1289782449829852e-05,6.9196582026051156e-24,6.2761978493953942e-27,3.1179473599987595e-18,1.5665418730631259e-12,1.2099212834008143e-16,9.2220309258009869e-11,3.3224330757772981e-11,1.7389321057528071e-17,2.0529210369711197e-16,2.637676512432978e-13,2.6888095223897481e-13,1.2088508115797767e-21,1.7867145414749548e-12,2.9042878637499624e-19,4.5196267815100079e-12,7.4704783063722536e-13,5.3707200054322479e-05,2.4065402363079036e-12,6.4322618890487061e-11,1.0670399683756526e-06,5.0653655341269008e-31,4.8442112862893551e-19,2.7196724046196628e-11,1.1806252614274714e-12,4.150126426053385e-20,0.88129999999999997,0.0,0.0,0.0,0.0083139961954388584,0.10849794255735028,0.00010000250571399144,7.3684293533374779e-05,0.0002899384196229236,0.000145765644677414,1.5275984496782064e-10,5.6216235677781237e-05,1.9143836543073307e-10,1.0104074088101985e-06,1.0118979815603658e-12,1.1959558434582065e-14,0.00021856370168237658,0.00023366337817188725,5.4358520654258419e-05,0.00038086714974604137,1.2370820646431198e-13,3.4871117847354415e-09,2.2334463222408008e-12,2.2484655129609999e-08,6.6814528317433639e-05,3.570308337565365e-07,9.6973574424597415e-08,3.382887582501211e-08,3.2967311125995506e-08,5.6905134510990971e-07,4.6807523687030549e-08,4.1210083769782222e-05,1.814501852099337e-08,1.1927370248726941e-08,4.0910959022608744e-14,1.2467180842944717e-05,3.4781265033818622e-11,3.3549576102733556e-09,7.7473492401717134e-08,8.2245017052045099e-12,1.3630784944931839e-10,9.6237502000933706e-08,8.3685099361982772e-11,6.0773610100025385e-11,2.0620009795738641e-10,9.314735146545733e-17,2.7688800948624235e-09,1.0684102706451146e-09,2.7783927145060812e-17,4.9353377973361434e-13,1.5781822422029308e-17,2.0822688863855522e-12,8.7704978897607299e-09,4.2666111646657867e-10,1.3989332348388241e-15,2.8749761174701211e-09,3.7195251475034397e-14,3.0734447524545545e-15,5.1905777095011103e-08,3.8682546001856135e-10,1.2706533031064282e-14,1.4690276998027707e-16,9.7309781448611072e-14,2.5984648820223486e-09,2.8448403828035557e-09,1.2123817713267858e-14
