Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989)
2.2242757349367632e-10,0.002294828585393394,1.9692811161402579e-19,1.1191177210266864e-14,7.370212911576912e-16,-7.0111961156177894e-16,1.2385998355134657e-12,4.104028689002317e-19,-4.3791773254841412e-29,-1.2633050937456725e-21,1.2120030701397715e-30,-3.9100024870124311e-15,-1.8467681269337456e-15,1.4246681344017991e-18,-1.0758877273019763e-19,-9.8593119129969427e-31,-3.9643393092953434e-31,1.5313352324243237e-27,2.7269716776774798e-30,1.160528876407991e-39,1.6989231436205326e-29,2.6990504252936577e-15,1.2718557327983576e-39,1.797749166419723e-16,-2.7388428129938283e-32,-5.2656276923690402e-34,-1.9360911615746518e-19,-3.2996729314611249e-16,-5.369632641781653e-39,2.1600226220692086e-21,4.3326632924945732e-25,1.3921111702080492e-32,7.1155360227537182e-34,0.88129999999999997,0.0,0.0,0.0,0.009889872920601726,0.10880298163404252,9.9999999999998148e-05,7.7444097665665736e-09,5.8560766707310107e-08,4.1202470454407188e-08,7.5556624892779039e-14,1.7861554799395703e-08,8.6792093475074578e-12,5.0308158855219098e-10,5.7147094473755675e-16,1.0001170385405304e-17,7.4238860244315452e-15,6.8630979550887296e-13,1.1808069621076304e-09,1.6858913361665649e-11,3.2866484449423682e-21,3.2441576288828852e-19
2.2261560483765326e-10,0.0022948285853365263,1.9695738711064695e-19,1.1192841108107392e-14,9.9789682997987999e-16,-7.0152949763593353e-16,1.2406919799562594e-12,4.1165049815562831e-19,-4.3777673822349018e-29,-6.9614566085524386e-23,1.2134464821900479e-30,-4.0827679716889372e-15,-2.0183087154829372e-15,1.4231149514903048e-18,-1.0768644103591717e-19,-7.9727018364511865e-31,-3.971842205568211e-31,1.5323272315008918e-27,2.7302732454598687e-30,1.1606973747459956e-39,1.6975260887928764e-29,2.871067909426558e-15,1.2735291232569612e-39,1.7991015127536155e-16,-2.7413695110307898e-32,-5.2908846959128044e-34,-1.9372559811119958e-19,-3.3016904509285211e-16,-5.374971389898051e-39,2.1626045040397061e-21,4.3403160193037985e-25,1.399149485825347e-32,7.1241100235832502e-34,0.88129999999999997,0.0,0.0,0.0,0.0098898728131619935,0.10880298160925723,9.9999999999998148e-05,7.7509562428998765e-09,5.8610265129362354e-08,4.1228047210874731e-08,7.5620489117136546e-14,1.7885907353261075e-08,8.6792092596773832e-12,5.0351213593641245e-10,5.7225009302476523e-16,1.0009729592761188e-17,7.4443177321303456e-15,6.874751167731252e-13,1.1818121736932426e-09,1.6887425788095436e-11,3.2896456545846542e-21,3.2521456490783607e-19
2.2270962050964173e-10,0.0022948285853080837,1.9697686253212734e-19,1.119394796897082e-14,1.0641296557160314e-15,-7.0175391258841129e-16,1.2417187111643264e-12,4.1227539071918555e-19,-4.3772996861339538e-29,3.1170701023375694e-25,1.2142348893111098e-30,-4.1271128137944064e-15,-2.0619847933015639e-15,1.422511225333389e-18,-1.0773738219964138e-19,-7.4905498425931794e-31,-3.9755842145452438e-31,1.5328226683690263e-27,2.7320713506677618e-30,1.16075253938947e-39,1.6973478470049386e-29,2.9150066573772602e-15,1.2743647099095626e-39,1.799819795038876e-16,-2.7426493587061038e-32,-5.3028122667634037e-34,-1.9378913023123587e-19,-3.3027885622986326e-16,-5.3776379802085344e-39,2.1639758918179285e-21,4.3441451355983815e-25,1.4026565701536002e-32,7.1287792223908991e-34,0.88129999999999997,0.0,0.0,0.0,0.0098898727594421212,0.10880298159686129,9.9999999999998148e-05,7.7542294808531261e-09,5.863501434017176e-08,4.124083225562529e-08,7.5652421229026046e-14,1.7898086963043222e-08,8.6792092157623354e-12,5.0372740962300542e-10,5.7263977380157633e-16,1.0014009196329438e-17,7.4545480044988635e-15,6.8805815163015957e-13,1.1823147794819405e-09,1.6901691034915722e-11,3.2911443786463326e-21,3.2561444257458751e-19
2.2289765185361867e-10,0.002294828585251186,1.9701995204764601e-19,1.1196396880339793e-14,1.1052867043233692e-15,-7.0221993592149496e-16,1.2437449684093136e-12,4.1352728824120165e-19,-4.3766690821487857e-29,7.0915616911054923e-24,1.2158705863309146e-30,-4.1559118998134626e-15,-2.0893962795625315e-15,1.42156702718102e-18,-1.078411502588371e-19,-7.1828240702243298e-31,-3.9830640024270497e-31,1.5338126521343043e-27,2.7357977244783767e-30,1.1608176776135075e-39,1.697720897469591e-29,2.9429648564357272e-15,1.276035100639041e-39,1.801293759477756e-16,-2.745223368797559e-32,-5.3260909741738402e-34,-1.9392086883360927e-19,-3.3050637448715875e-16,-5.3829672228396454e-39,2.1667912965848196e-21,4.3518096490470455e-25,1.4096663904058818e-32,7.1384551865716525e-34,0.88129999999999997,0.0,0.0,0.0,0.0098898726520023576,0.10880298157206275,9.9999999999998148e-05,7.76077595633282e-09,5.868451276087649e-08,4.1266395685152693e-08,7.5716285451602962e-14,1.7922452841312489e-08,8.6792091279322285e-12,5.0415795698598334e-10,5.734193483978434e-16,1.0022568403262996e-17,7.4750374098988575e-15,6.8922496981068183e-13,1.1833199910511203e-09,1.693023959576708e-11,3.2941420653187519e-21,3.2641515177705257e-19
2.2299166752560714e-10,0.0022948285852227293,1.9704174189659853e-19,1.1197635263912698e-14,1.1032104338530761e-15,-7.02454235963376e-16,1.2447516403317691e-12,4.1415427820935765e-19,-4.3764210631630042e-29,6.1805043986236074e-26,1.2166929759374204e-30,-4.1554278481450986e-15,-2.0882146683269085e-15,1.4211650825820184e-18,-1.0789319188814541e-19,-7.1918057762554048e-31,-3.9868063597595616e-31,1.534307324557429e-27,2.7376710207649631e-30,1.1608382161676794e-39,1.6980853971962449e-29,2.942058193290373e-15,1.2768703997283538e-39,1.8020336834912515e-16,-2.746511268469989e-32,-5.3377128669827169e-34,-1.9398708991918536e-19,-3.3062072938348958e-16,-5.3856305233555659e-39,2.1682054715110319e-21,4.3556449516534765e-25,1.4131757951567615e-32,7.1433193199534395e-34,0.88129999999999997,0.0,0.0,0.0,0.0098898725982824679,0.10880298155966017,9.9999999999998148e-05,7.7640491938592643e-09,5.8709261970566582e-08,4.1279174072713409e-08,7.5748217562025332e-14,1.7934639107015346e-08,8.6792090840171694e-12,5.0437323066241596e-10,5.7380924212821793e-16,1.0026848006629258e-17,7.485296552385256e-15,6.8980875314082301e-13,1.1838225968316019e-09,1.694452290979783e-11,3.2956410279651863e-21,3.2681598353466206e-19
2.2317969886958408e-10,0.0022948285851658004,1.9708490692394071e-19,1.1200088466475472e-14,1.0890528453687172e-15,-7.0292143864963651e-16,1.2467630394520535e-12,4.1541033302021376e-19,-4.3759456613263921e-29,-2.9322179314326935e-24,1.2183335917945528e-30,-4.1478752572898991e-15,-2.079271010755443e-15,1.4203953547515997e-18,-1.0799715587738094e-19,-7.2814620745962038e-31,-3.9942976314314911e-31,1.5352962157515382e-27,2.7414085582067668e-30,1.1608724569321694e-39,1.6988901109063229e-29,2.9336626746721253e-15,1.2785414972399916e-39,1.8035107784483027e-16,-2.7490854928487596e-32,-5.3610539582326066e-34,-1.9411915532587514e-19,-3.308488059233937e-16,-5.3909550484291492e-39,2.1710300339542657e-21,4.3633206975806605e-25,1.4202072507894972e-32,7.1530239957929652e-34,0.88129999999999997,0.0,0.0,0.0,0.009889872490842673,0.10880298153484835,9.9999999999998148e-05,7.7705956684853475e-09,5.8758760388417228e-08,4.1304724200391256e-08,7.5812081780872968e-14,1.7959018284594955e-08,8.6792089961870334e-12,5.0480377800451656e-10,5.7458924223068483e-16,1.0035407213147785e-17,7.5058437405663625e-15,6.9097706829750633e-13,1.1848278083843493e-09,1.6973107605067862e-11,3.2986391919040448e-21,3.2761860191729176e-19
2.2355576155753799e-10,0.0022948285850518816,1.9716918842188897e-19,1.120487845776066e-14,1.0256724253605447e-15,-7.0384849694783658e-16,1.2507794790413376e-12,4.1793075128466689e-19,-4.3750200049951808e-29,3.8446783005500258e-24,1.2215919335093003e-30,-4.1096167343577936e-15,-2.0382517291157501e-15,1.4189806610428717e-18,-1.0820441054793888e-19,-7.7144455787623081e-31,-4.009306762355834e-31,1.5372723234829251e-27,2.7488336119227567e-30,1.1609052403482955e-39,1.7007562967429748e-29,2.893730459765469e-15,1.2818857270589536e-39,1.8064501003926718e-16,-2.7542261621325684e-32,-5.4081879295730408e-34,-1.9438130092810022e-19,-3.3130161795641696e-16,-5.4015956625402939e-39,2.17665604189133e-21,4.3786918440218645e-25,1.4343222913494856e-32,7.1723032428955544e-34,0.88129999999999997,0.0,0.0,0.0,0.0098898722759630207,0.10880298148519817,9.9999999999998148e-05,7.7836886160302942e-09,5.8857757217959089e-08,4.1355797905084855e-08,7.5939810210526931e-14,1.8007803185337825e-08,8.6792088205267081e-12,5.0566487264424472e-10,5.7615009175111983e-16,1.0052525625300727e-17,7.5470538620269768e-15,6.9331669268975714e-13,1.1868382314569787e-09,1.7030349264436087e-11,3.3046364743767384e-21,3.2922766125780904e-19
2.239318242454919e-10,0.002294828584937881,1.9724975425016666e-19,1.1209457297694499e-14,9.9432914674427962e-16,-7.0476104491244615e-16,1.2548121396349108e-12,4.2046226032641962e-19,-4.3739268488529213e-29,-1.9973910618679651e-23,1.2248043586011105e-30,-4.092371107507282e-15,-2.0182876590003901e-15,1.4174869641239399e-18,-1.0841024497487392e-19,-7.9143107224731032e-31,-4.0243524605890919e-31,1.5392465320667183e-27,2.7561579127795048e-30,1.1609415853415072e-39,1.7023482565456777e-29,2.8748353188048296e-15,1.2852330454661544e-39,1.8093592880506077e-16,-2.7593524591468531e-32,-5.4560625852631669e-34,-1.9463951738685005e-19,-3.3174780882915925e-16,-5.4122258864372114e-39,2.1822309939151283e-21,4.3940872150292893e-25,1.4485113321739319e-32,7.1913207703209151e-34,0.88129999999999997,0.0,0.0,0.0,0.0098898720610832852,0.10880298143551262,9.9999999999998148e-05,7.7967815612989473e-09,5.8956754038889186e-08,4.1406836283285764e-08,7.6067538628943817e-14,1.8056623405802596e-08,8.6792086448663068e-12,5.0652596722214971e-10,5.7771207131215592e-16,1.0069644036224643e-17,7.5884185622369837e-15,6.9566030936490648e-13,1.1888486544857883e-09,1.708768728223035e-11,3.310635029719441e-21,3.3084182327930669e-19
2.243078869334458e-10,0.002294828584823801,1.973279100401252e-19,1.1213899181757336e-14,9.8234207193404488e-16,-7.0566413669175832e-16,1.2588569322108674e-12,4.2300490149671336e-19,-4.3726996199523287e-29,4.9250297517483426e-24,1.2279886501385413e-30,-4.0877686694999237e-15,-2.0109942626547646e-15,1.4159483740516424e-18,-1.0861519982066549e-19,-7.975909513856902e-31,-4.0394312090060625e-31,1.5412187973779871e-27,2.7634207110810955e-30,1.1609709041322716e-39,1.7037722892539762e-29,2.8685990050832003e-15,1.2885831392715216e-39,1.8122492171790251e-16,-2.7644686211766122e-32,-5.5044824492732227e-34,-1.9489517749395557e-19,-3.3218969618738248e-16,-5.4228453351741563e-39,2.1877759004031073e-21,4.4095065927955122e-25,1.4627700002152068e-32,7.2101783966321455e-34,0.88129999999999997,0.0,0.0,0.0,0.0098898718462034699,0.10880298138579186,9.9999999999998148e-05,7.809874504291307e-09,5.9055750851341932e-08,4.14578394241517e-08,7.6195267036296746e-14,1.8105478856832691e-08,8.6792084692058345e-12,5.0738706173653694e-10,5.7927517806126339e-16,1.0086762445885849e-17,7.6299381434896822e-15,6.9800791853632798e-13,1.190859077470778e-09,1.7145121658438289e-11,3.3166348579909932e-21,3.3246109507520763e-19
2.246839496213997e-10,0.00229482858470964,1.9740449501034295e-19,1.1218251800487675e-14,9.6575692173574712e-16,-7.06561110731893e-16,1.2629058038180699e-12,4.2555871258293423e-19,-4.3714147103025494e-29,3.3254571456459387e-23,1.2311559493857977e-30,-4.0797809371006301e-15,-2.0003333568510307e-15,1.4144379902170128e-18,-1.0881963524880298e-19,-8.0816437662746409e-31,-4.0545411334450833e-31,1.5431890423943976e-27,2.7706466103181796e-30,1.1609802278910268e-39,1.705221025751492e-29,2.8589874888596787e-15,1.29193576639675e-39,1.8151270995627652e-16,-2.7695774553441759e-32,-5.553331926608144e-34,-1.951491883214329e-19,-3.3262881170639361e-16,-5.4334535144177471e-39,2.1933043927586419e-21,4.4249502059169554e-25,1.4770953630647917e-32,7.2289399490021484e-34,0.88129999999999997,0.0,0.0,0.0,0.0098898716313235695,0.10880298133603597,9.9999999999998148e-05,7.8229674450073731e-09,5.9154747655473619e-08,4.1508807416626178e-08,7.632299543278759e-14,1.8154369449485624e-08,8.6792082935452863e-12,5.0824815618624661e-10,5.8083940915276259e-16,1.0103880854261281e-17,7.6716129080604532e-15,7.0035952041747917e-13,1.1928695004119478e-09,1.7202652393047914e-11,3.3226359592350561e-21,3.3408548373466633e-19
2.254360749973075e-10,0.002294828584481076,1.9755597015544447e-19,1.1226860727621419e-14,9.645422245718474e-16,-7.0834874469941717e-16,1.2710325615187642e-12,4.306999944274257e-19,-4.3687498561667752e-29,-9.8765673519825569e-25,1.2374813490956068e-30,-4.0851244926984821e-15,-2.0003488805774806e-15,1.411323773546211e-18,-1.0922824314938648e-19,-8.0506445461795992e-31,-4.0848470715541701e-31,1.5471232496033967e-27,2.7850799583029007e-30,1.1610172446910027e-39,1.7078617814303339e-29,2.8610936931872988e-15,1.2986479054446778e-39,1.8208726942611404e-16,-2.7797833264218588e-32,-5.6518447013030035e-34,-1.956555328674938e-19,-3.335042498181555e-16,-5.4546353504019581e-39,2.2043621549342584e-21,4.4559105347864267e-25,1.5059359102225267e-32,7.2664141149306312e-34,0.88129999999999997,0.0,0.0,0.0,0.0098898712015635191,0.10880298123641906,9.9999999999998148e-05,7.8491533196106281e-09,5.9352741238734922e-08,4.1610638310603671e-08,7.6578452193132891e-14,1.8252255705461133e-08,8.6792079422239685e-12,5.0997034488786216e-10,5.8397123303048202e-16,1.0138117667079851e-17,7.7554291962048841e-15,7.050747031633677e-13,1.1968903461628271e-09,1.7318002937423824e-11,3.3346419808999555e-21,3.3734963997151251e-19
2.2618820037321528e-10,0.0022948285842521923,1.9770158059477126e-19,1.1235136379800841e-14,9.000926677980357e-16,-7.10113643389138e-16,1.2791626623351359e-12,4.3588633117778143e-19,-4.3660163874715607e-29,8.4484390317677018e-23,1.2437436943515634e-30,-4.04794182575075e-15,-1.9579041477362597e-15,1.4084644905206489e-18,-1.096349627767524e-19,-8.5075935891462806e-31,-4.1152773188870932e-31,1.5510493155024832e-27,2.7993765806993706e-30,1.160957919910479e-39,1.7109734746556761e-29,2.820711026925814e-15,1.3053698227551863e-39,1.82657387041938e-16,-2.7899608965563854e-32,-5.7520403731312426e-34,-1.9615575207997328e-19,-3.3436939742503727e-16,-5.475770108121564e-39,2.2153616835037626e-21,4.4869682901938485e-25,1.5350430024413493e-32,7.3035320973765619e-34,0.88129999999999997,0.0,0.0,0.0,0.0098898707718031373,0.10880298113666263,9.9999999999998148e-05,7.8753391851087124e-09,5.9550734788941452e-08,4.1712329672253666e-08,7.6833908910325153e-14,1.8350281466699681e-08,8.6792075909023566e-12,5.1169253332011306e-10,5.8710752032418588e-16,1.0172354474543512e-17,7.8398698446977229e-15,7.0980585931175493e-13,1.2009111917384264e-09,1.7433738915261312e-11,3.3466530951894636e-21,3.4063434861843277e-19
2.2694032574912306e-10,0.002294828584022989,1.9783133325635233e-19,1.1242510877939813e-14,7.521034436065916e-16,-7.1181518656327301e-16,1.2872861129694303e-12,4.411178765802403e-19,-4.3629391979628623e-29,1.3538290144799759e-22,1.2497973031100724e-30,-3.9527040474312115e-15,-1.8575889918290289e-15,1.405999033205091e-18,-1.1003542135579424e-19,-9.6547633735155898e-31,-4.1458579581224771e-31,1.5549680376792593e-27,2.8132148188120336e-30,1.160720075853346e-39,1.7146208146415582e-29,2.7223787806559991e-15,1.3121032810268245e-39,1.8321429763032257e-16,-2.8000754766561683e-32,-5.8555420829746804e-34,-1.9663881023890808e-19,-3.3520562061180061e-16,-5.4968561491129296e-39,2.2261313845610863e-21,4.5181220624341133e-25,1.5644528988944252e-32,7.3394596064871121e-34,0.88129999999999997,0.0,0.0,0.0,0.0098898703420424224,0.1088029810367674,9.9999999999998148e-05,7.9015250415016276e-09,5.9748728305619672e-08,4.181388220508571e-08,7.7089365583753722e-14,1.844844602969595e-08,8.6792072395804523e-12,5.1341472147718278e-10,5.9024824852549807e-16,1.0206591276536639e-17,7.924937271396871e-15,7.1455299057298186e-13,1.2049320371387455e-09,1.7549860326462894e-11,3.3586693025830453e-21,3.4393966623707719e-19
2.2769245112503085e-10,0.0022948285837934702,1.9794388185458988e-19,1.1248907716301656e-14,6.5694103539196545e-16,-7.1344737943423326e-16,1.2954523493370033e-12,4.4639486384462905e-19,-4.3593688033268113e-29,1.4397668019127064e-23,1.2556190829918689e-30,-3.8925890848217133e-15,-1.7925989849946324e-15,1.4034708616771948e-18,-1.1042895596219709e-19,-1.0388776648435092e-30,-4.176591351200671e-31,1.558879799097526e-27,2.8265436155015987e-30,1.1604537723404291e-39,1.7177355762912281e-29,2.6592850787381594e-15,1.3188481112611041e-39,1.837566912743714e-16,-2.810121541155526e-32,-5.9625548063349394e-34,-1.9710307698253122e-19,-3.3601016482496052e-16,-5.5178909925781739e-39,2.2366441925788326e-21,4.5493695897970729e-25,1.5941714906001603e-32,7.3740643002103087e-34,0.88129999999999997,0.0,0.0,0.0,0.0098898699122813762,0.10880298093673405,9.9999999999998148e-05,7.9277108887893754e-09,5.9946721788060483e-08,4.1915296608973911e-08,7.7344822212502913e-14,1.8546748694582038e-08,8.6792068882582523e-12,5.1513690935355817e-10,5.9339339524242045e-16,1.0240828072949623e-17,8.0106338939862671e-15,7.1931609865877741e-13,1.2089528823637843e-09,1.766636717092999e-11,3.3706906036443146e-21,3.4726564931951234e-19
2.2844457650093863e-10,0.0022948285835636354,1.9804816724917158e-19,1.1254834979415468e-14,6.5463278482839568e-16,-7.1504666439234731e-16,1.303679273879351e-12,4.5171763250358314e-19,-4.3554697605104583e-29,-4.5853905191577841e-23,1.261340178849185e-30,-3.8969677471531283e-15,-1.7921983447804092e-15,1.4006722999269534e-18,-1.108194631682525e-19,-1.0330733386296908e-30,-4.2074513835651709e-31,1.5627842875821093e-27,2.8396524242248835e-30,1.1602433836193666e-39,1.7200565324001384e-29,2.6607395002904519e-15,1.3256020609450029e-39,1.8429240747024564e-16,-2.8201290809160599e-32,-6.0715960734738266e-34,-1.9755845035848043e-19,-3.367997404741069e-16,-5.5388723315486661e-39,2.2470551301925294e-21,4.580709069451838e-25,1.6241680536201384e-32,7.4080967635885911e-34,0.88129999999999997,0.0,0.0,0.0,0.009889869482519997,0.10880298083656324,9.9999999999998148e-05,7.9538967269719624e-09,6.0144715236580443e-08,4.20165735802014e-08,7.7600278796979892e-14,1.864518876508335e-08,8.6792065369357616e-12,5.1685909694479862e-10,5.96542938197922e-16,1.0275064863694184e-17,8.0969621299695209e-15,7.240951852823041e-13,1.2129737274135424e-09,1.7783259448563793e-11,3.3827169989377945e-21,3.5061235428871102e-19
2.2919670187684642e-10,0.002294828583333487,1.9815174144271254e-19,1.1260721827048551e-14,6.7114496306700225e-16,-7.1664307056208941e-16,1.3119343567738401e-12,4.5708650019408386e-19,-4.351530050790972e-29,-2.6253424315925591e-24,1.267066779891706e-30,-3.9126343819938237e-15,-1.8030937303524678e-15,1.3978202450279916e-18,-1.1121015968323724e-19,-1.0164449837384777e-30,-4.2384175479507167e-31,1.5666811535976775e-27,2.8527756428816736e-30,1.1600453448986203e-39,1.7222153791506064e-29,2.6734860795865102e-15,1.3323633536640357e-39,1.848279118891172e-16,-2.8301233505739165e-32,-6.18150579292971e-34,-1.9801308715517858e-19,-3.3758811885097723e-16,-5.5597990692790649e-39,2.2574897426383413e-21,4.6121397457156305e-25,1.6544170979881962e-32,7.4421649939280753e-34,0.88129999999999997,0.0,0.0,0.0,0.0098898690527582898,0.10880298073625565,9.9999999999998148e-05,7.9800825560493852e-09,6.0342708651977697e-08,4.2117713811516086e-08,7.7855735338214129e-14,1.8743765548460183e-08,8.6792061856129768e-12,5.1858128424848813e-10,5.9969685522806791e-16,1.0309301648722282e-17,8.1839243966491649e-15,7.2889025215800646e-13,1.2169945722880203e-09,1.7900537159266377e-11,3.3947484889571597e-21,3.5397983749940036e-19
2.2957276456480033e-10,0.002294828583218295,1.9820426854513381e-19,1.126370730350756e-14,6.6502024234324709e-16,-7.1744391873776877e-16,1.3160644223402883e-12,4.5978830511540053e-19,-4.3496012170290476e-29,6.3432067134660806e-26,1.2699441195470841e-30,-3.9099470350406951e-15,-1.7980129649988637e-15,1.3964437605242599e-18,-1.1140597818468414e-19,-1.0219762911240062e-30,-4.2539381672578957e-31,1.5686266800761149e-27,2.8593690903496242e-30,1.1599338987679404e-39,1.7234152766693558e-29,2.6693340962537161e-15,1.3357465243765414e-39,1.850963869974549e-16,-2.835118886709836e-32,-6.2366600008022672e-34,-1.9824114110711648e-19,-3.3798356728966367e-16,-5.5702418960172397e-39,2.262730093120431e-21,4.6278892417728073e-25,1.6696330719972715e-32,7.459281197474778e-34,0.88129999999999997,0.0,0.0,0.0,0.0098898688378773105,0.10880298068605082,9.9999999999998148e-05,7.9931754671736589e-09,6.0441705347416104e-08,4.2168232865440262e-08,7.7983463592822913e-14,1.8793104991745031e-08,8.6792060099514754e-12,5.1944237779216837e-10,6.0127544711887577e-16,1.032642003908604e-17,8.2276440468620421e-15,7.3129377872644499e-13,1.219004994659529e-09,1.7959320551988092e-11,3.4007661446371032e-21,3.556713885416611e-19
2.303248899407081e-10,0.0022948285829876795,1.9830853590379809e-19,1.1269633542355487e-14,6.4766744165175177e-16,-7.1904131254780813e-16,1.324341286581702e-12,4.6522678886865021e-19,-4.3457323988969226e-29,4.555811426862631e-24,1.2756929163060785e-30,-3.9011890936542159e-15,-1.7844805612392106e-15,1.3937174479886615e-18,-1.1179752591535584e-19,-1.0369045682849673e-30,-4.2850609065725548e-31,1.5725120701704896e-27,2.8725446927671796e-30,1.1597009660079995e-39,1.7258539215476922e-29,2.657653689132484e-15,1.3425184106147932e-39,1.856327155340293e-16,-2.8450986359392027e-32,-6.3477389793532205e-34,-1.9869611426922127e-19,-3.3877258294054732e-16,-5.5910866547714092e-39,2.2732167569220629e-21,4.6594565875148055e-25,1.7002569302008961e-32,7.4934833156302501e-34,0.88129999999999997,0.0,0.0,0.0,0.0098898684081151021,0.10880298058553946,9.9999999999998148e-05,8.0193612825933405e-09,6.0639698713520764e-08,4.2269169278808872e-08,7.8238920069698355e-14,1.8891885552524351e-08,8.6792056586282528e-12,5.2116456466305631e-10,6.0443588392681131e-16,1.036065681551012e-17,8.3155618916024197e-15,7.3611281919738848e-13,1.2230258392710855e-09,1.8077176412111978e-11,3.4128052776985727e-21,3.5907014464451955e-19
2.310770153166159e-10,0.002294828582756754,1.9841511993184029e-19,1.1275691431536153e-14,6.9614731600284324e-16,-7.2064663863787358e-16,1.3326678814405171e-12,4.7071201291443248e-19,-4.3418761175576608e-29,-9.4572250807037191e-23,1.2814829836121132e-30,-3.938242008610888e-15,-1.8167357178462717e-15,1.3907452090472367e-18,-1.1219042407650298e-19,-9.957536342691645e-31,-4.3162834362938259e-31,1.5763896726402434e-27,2.8858136785024991e-30,1.1595588541723266e-39,1.7277810999698313e-29,2.6917704286089947e-15,1.3492970273296027e-39,1.8617116252579268e-16,-2.8550748790732787e-32,-6.4592804109621964e-34,-1.9915328783395344e-19,-3.395653601897394e-16,-5.6118772861726103e-39,2.2837694203529242e-21,4.6911153815286335e-25,1.7311255788356999e-32,7.5279262688950813e-34,0.88129999999999997,0.0,0.0,0.0,0.0098898679783525588,0.10880298048489305,9.9999999999998148e-05,8.0455470889078646e-09,6.0837692046435802e-08,4.236997066908933e-08,7.8494376503244256e-14,1.8990801109371088e-08,8.6792053073047377e-12,5.2288675124504645e-10,6.0760063988079181e-16,1.0394893586190967e-17,8.4041198093789178e-15,7.4094784421189298e-13,1.2270466837073608e-09,1.8195417705062439e-11,3.4248495068387506e-21,3.6248981958380464e-19
2.3182914069252368e-10,0.0022948285825255205,1.9851753523647426e-19,1.1281512423727508e-14,6.0816390759080035e-16,-7.2223464904218043e-16,1.3409727628223014e-12,4.7624417779135702e-19,-4.3380871781954919e-29,2.0534894409582889e-22,1.2872259696679568e-30,-3.883545795847443e-15,-1.7572916419183684e-15,1.3882708871425283e-18,-1.1258196159934244e-19,-1.0608029976263485e-30,-4.34762232183525e-31,1.5802598885246897e-27,2.898980997655239e-30,1.1592525164544243e-39,1.730780313833389e-29,2.6341661016071494e-15,1.3560837625558632e-39,1.8670628663492079e-16,-2.8650258922621215e-32,-6.5723304939160516e-34,-1.9960580301633062e-19,-3.4035031856146406e-16,-5.6326141474887223e-39,2.2942837088965951e-21,4.7228655867995132e-25,1.7622624608995247e-32,7.5621040071247891e-34,0.88129999999999997,0.0,0.0,0.0,0.0098898675485896894,0.10880298038411233,9.9999999999998148e-05,8.0717328861172329e-09,6.10356853467424e-08,4.2470637716703631e-08,7.874983289420925e-14,1.9089850981867959e-08,8.679204955980927e-12,5.2460893753814469e-10,6.1076969321113436e-16,1.042913035112869e-17,8.4933202167253663e-15,7.457988554886835e-13,1.2310675279683554e-09,1.8314044430742876e-11,3.4368988325511234e-21,3.6593046947447675e-19
2.3258126606843147e-10,0.002294828582293979,1.9855284159085234e-19,1.128351979779586e-14,-1.3135465199021023e-16,-7.2354806979257311e-16,1.3490554423527547e-12,4.8182291828009043e-19,-4.3333011445259261e-29,9.0769990149854743e-22,1.2919942967282443e-30,-3.3759537531086733e-15,-1.2457525761010078e-15,1.3885612160841673e-18,-1.1294447356358047e-19,-1.6744725072887496e-30,-4.3792463406875072e-31,1.5841273487216196e-27,2.9099986986574673e-30,1.1578891096721089e-39,1.7385789891950652e-29,2.1241248102527363e-15,1.3628910810455943e-39,1.8718260256653918e-16,-2.8747342222369255e-32,-6.6973437125658848e-34,-1.9998376673976771e-19,-3.410094459303504e-16,-5.6532929990934353e-39,2.3036636310620195e-21,4.7547016246526859e-25,1.7938915937013222e-32,7.5907057202175637e-34,0.88129999999999997,0.0,0.0,0.0,0.0098898671188264852,0.10880298028319821,9.9999999999998148e-05,8.0979186742214469e-09,6.1233678613324011e-08,4.2571171098303947e-08,7.9005289241155011e-14,1.9189034493354259e-08,8.6792046046568272e-12,5.2633112354145955e-10,6.1394302226834589e-16,1.0463367110305573e-17,8.5831655298572282e-15,7.5066585474699263e-13,1.2350883720540691e-09,1.8433056589055795e-11,3.44895325510446e-21,3.6939215035771615e-19
