Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338)
4.443432604592078e-08,0.0026900428825606653,2.797805247212498e-11,1.5999111724386621e-07,3.2898181771292887e-10,4.2964468520700138e-07,1.470526805793301e-05,1.061452783609329e-05,1.4246951993617965e-23,-1.0454576085795828e-26,2.619967906089516e-18,8.0252194790941932e-16,8.2746756986512496e-17,2.9846508557322346e-11,3.5750506462427228e-15,1.6509246135661835e-18,8.4100846256286528e-17,3.7992360776464375e-14,1.2047605590319487e-14,1.4650988058246841e-36,3.7067318265890297e-28,2.561934974756424e-23,3.7105662706037422e-31,6.8521548868101489e-22,1.9242610478881529e-24,4.8846047154367753e-23,1.6923344701229076e-19,3.7334026921528253e-07,3.169996381408852e-30,3.5878392747926322e-24,5.8853790291754713e-27,6.1436718266530837e-25,1.8322672672759979e-32,0.88129999999999997,0.0,0.0,0.0,0.006875173513463363,0.10865165626560797,9.9999970098902605e-05,8.1755487583575097e-05,0.00064401486832568093,0.00057454018852158746,1.9165333564592528e-10,6.5296632099326256e-05,1.1194962121429406e-08,1.2281598835828055e-06,6.4836058197897069e-13,8.5557287243998095e-15,5.8656865157890053e-05,7.5152167463523884e-05,0.00045630324261196575,0.00025207430366368315,1.0729170922956979e-13,4.853982850139927e-09,5.863741288296439e-12,9.1975800422177664e-08,0.00080498573283371952,4.291674309424805e-07,2.9813944259548862e-08,6.8979914916958778e-08,9.469987190418445e-09,1.7318408810840958e-07
4.463667836104605e-08,0.002690041000323654,2.8206613467144782e-11,1.6117662454044958e-07,3.3007475389621398e-10,4.3503358727010979e-07,1.4757104588584769e-05,1.0744849109587894e-05,1.4828730543939229e-23,9.5402436969647069e-27,2.6972629384146439e-18,8.2940687252754571e-16,8.5038426635698179e-17,3.0278565473560212e-11,3.671115793757718e-15,1.7095247362875784e-18,8.6111132783372138e-17,3.8834910055170297e-14,1.2418360103207727e-14,1.6033363525224616e-36,3.6066163988996681e-28,2.1004813478348859e-23,3.9148256540096288e-31,6.6928397247669841e-22,2.000634345993242e-24,5.0429305691630323e-23,1.7495725312595278e-19,3.8035436063961298e-07,3.3301032494336293e-30,3.7873801186437611e-24,6.1281063567684632e-27,6.477668627713614e-25,1.930441184594084e-32,0.88129999999999997,0.0,0.0,0.0,0.0068648062517934405,0.1086507608351993,9.9999969665504957e-05,8.2036819942241692e-05,0.00064520209378186909,0.00057556271908194422,1.9200519578743013e-10,6.5412394267266529e-05,1.1179470724242975e-08,1.2304147814756158e-06,6.4951003830215037e-13,8.5714370168918739e-15,5.9239160817468574e-05,7.5884064804687502e-05,0.00045799101797034568,0.0002537257707849008,1.0833467238273013e-13,4.9014480981259753e-09,5.9221629094689525e-12,9.2945838207570756e-08,0.00080807802529920311,4.3520933513954472e-07,3.0234411541146778e-08,6.9981453669771793e-08,9.6094556649738491e-09,1.7700656833173051e-07
4.483903067617132e-08,0.002690039115905742,2.843612141128142e-11,1.6236426683780423e-07,3.3116402319077031e-10,4.4045526490106469e-07,1.4808517258905101e-05,1.0875862858590339e-05,1.5430457425547062e-23,-1.8789986068144911e-26,2.7763397313112703e-18,8.5702945115212489e-16,8.7378939833608363e-17,3.0714305633182234e-11,3.7692263889489909e-15,1.7698477964776016e-18,8.8155333732916873e-17,3.9690230589170526e-14,1.2798089924348703e-14,1.6961723712283939e-36,4.0442478483587304e-28,2.8962429418442961e-23,4.1291224276464403e-31,7.479434777350234e-22,2.0796067632006341e-24,5.2054497254753716e-23,1.8084035913529348e-19,3.8745842339418452e-07,3.4973118283590492e-30,4.0062557873389748e-24,6.4035800770863033e-27,6.8278034125946673e-25,2.033297979145115e-32,0.88129999999999997,0.0,0.0,0.0,0.0068544648285435508,0.10864986420060364,9.99999692283995e-05,8.231747061477197e-05,0.00064637776982702185,0.00057657474276345409,1.9235361166748689e-10,6.5526959663179173e-05,1.1164018681715963e-08,1.2326476071427111e-06,6.506476113201148e-13,8.5869915476643754e-15,5.9823483866823473e-05,7.6618603962704953e-05,0.00045967585774226013,0.00025537777944523079,1.0938138246351369e-13,4.9490859691420069e-09,5.9807898572435668e-12,9.391977014926266e-08,0.00081116603813546917,4.4129710496984234e-07,3.0658075948378887e-08,7.0990938676350597e-08,9.750052027640703e-09,1.8088967894613508e-07
4.504138299129659e-08,0.002690037229338033,2.866658249547731e-11,1.6355402224212777e-07,3.3224931617813615e-10,4.4590961407005971e-07,1.4859507535551282e-05,1.1007564606985932e-05,1.6052675706014812e-23,3.6230174952351293e-26,2.8572267540223118e-18,8.8540553874475352e-16,8.9769032432010979e-17,3.1153734014161934e-11,3.8694129641078529e-15,1.8319333455666639e-18,9.0233736825626324e-17,4.0558406479956773e-14,1.3186946946766185e-14,1.8492516250971267e-36,3.3344190700128576e-28,9.7693773021311033e-24,4.3538562934828998e-31,6.2488004917830273e-22,2.161251565794733e-24,5.372247277441922e-23,1.8688619425363963e-19,3.9465298639426671e-07,3.6718913895282614e-30,4.1679558094492514e-24,6.635476357397872e-27,7.1947554020574321e-25,2.1410329757781746e-32,0.88129999999999997,0.0,0.0,0.0,0.0068441491659603408,0.10864896637596821,9.9999968787580867e-05,8.2597441287483181e-05,0.00064754195954504744,0.00057757631818807355,1.9269860214883799e-10,6.5640334990661365e-05,1.1148605874413391e-08,1.2348584814627772e-06,6.5177336759599286e-13,8.6023931587943515e-15,6.0409815924320211e-05,7.7355764806644753e-05,0.0004613577690334164,0.00025703029729788027,1.1043181068156914e-13,4.996895154490865e-09,6.0396202881209713e-12,9.489756582005519e-08,0.00081424978220981858,4.4743067954490435e-07,3.1084933206097574e-08,7.2008361594582114e-08,9.8917752099840713e-09,1.8483394941042796e-07
4.524373530642186e-08,0.0026900353406515494,2.8898003221311943e-11,1.6474587161707562e-07,3.333312235005452e-10,4.5139652986547242e-07,1.4910076922622505e-05,1.1139949860111494e-05,1.6695945352020309e-23,-6.4912585474337694e-26,2.9399526930001386e-18,9.1455022427798362e-16,9.22093390483871e-17,3.1596855479872987e-11,3.9717062663405144e-15,1.8958215724042695e-18,9.2346628312910466e-17,4.1439521030498078e-14,1.3585084299205796e-14,1.8617423984531828e-36,4.6483610300158299e-28,3.9166592377674001e-23,4.5895292246323538e-31,8.5746420703699799e-22,2.2456436645712024e-24,5.5434094970101559e-23,1.9309823542971965e-19,4.0193857551631325e-07,3.8541191556783078e-30,4.3962071829163672e-24,6.959302036995504e-27,7.5792288811549396e-25,2.2538485502837691e-32,0.88129999999999997,0.0,0.0,0.0,0.0068338591863186041,0.10864806737543313,9.9999968343044004e-05,8.2876733641779228e-05,0.00064869472588063479,0.00057856750384585186,1.930401860525961e-10,6.5752526938049567e-05,1.1133232182932509e-08,1.2370475250477114e-06,6.5288737354138327e-13,8.617642690500326e-15,6.0998138616296014e-05,7.8095527207190275e-05,0.00046303675892810895,0.00025868329230869765,1.1148592825004991e-13,5.0448743454882677e-09,6.0986523592331897e-12,9.5879194760694426e-08,0.00081732926835607661,4.5360999566200604e-07,3.1514978876813085e-08,7.3033713652176653e-08,1.0034624080494627e-08,1.8883990826780667e-07
4.544608762154713e-08,0.00269003344987744,2.9130389892614592e-11,1.6593979123072272e-07,3.344085966853855e-10,4.5691590653439972e-07,1.4960226969821014e-05,1.1273014106108875e-05,1.7360825379706103e-23,1.2188088704498203e-25,3.0245464472397643e-18,9.4448064131018654e-16,9.4700695629224499e-17,3.2043674782192541e-11,4.0761372534003657e-15,1.9615532992712951e-18,9.4494292971300152e-17,4.2333656751272257e-14,1.3992656318487863e-14,2.1187612796766059e-36,2.1669238320283821e-28,-2.2752943039851309e-23,4.8364992065400109e-31,4.2257382327920132e-22,2.3328596047458656e-24,5.719023830178634e-23,1.9948001600235293e-19,4.0931571361293287e-07,4.0442817025606641e-30,4.4507502350640502e-24,7.1159020855051078e-27,7.9819521213177646e-25,2.3719542383234603e-32,0.88129999999999997,0.0,0.0,0.0,0.0068235948119327395,0.10864716721312,9.9999967894783841e-05,8.3155349354223528e-05,0.00064983613163075967,0.00057954835809373212,1.9337838215567905e-10,6.5863542178265624e-05,1.1117897487921119e-08,1.2392148582262883e-06,6.5398969541482604e-13,8.6327409810284969e-15,6.1588433578890043e-05,7.8837871038853246e-05,0.00046471283448952874,0.0002603367327496181,1.1254370638887134e-13,5.093022233608049e-09,6.1578842285316513e-12,9.6864626484111484e-08,0.0008204045073750666,4.5983498787511822e-07,3.1948208365653386e-08,7.4066985659082976e-08,1.0178597446378464e-08,1.9290808310744558e-07
4.5628204705159874e-08,0.0026900317464214744,2.9340369268338792e-11,1.6701607234525199e-07,3.3537545138706022e-10,4.619110116282076e-07,1.5005004778164619e-05,1.1393348726404999e-05,1.7978176691706327e-23,2.0562373164638261e-26,3.1023018365607075e-18,9.7210272046508662e-16,9.6987085910203915e-17,3.2448977655638778e-11,4.1719785897311924e-15,2.0223222144123775e-18,9.6457156590261433e-17,4.3149579660334465e-14,1.4367666142437965e-14,2.3189672917802079e-36,-1.1318382590667498e-28,-9.6186892205971882e-23,5.0687861865964724e-31,-1.6261580872131441e-22,2.4138327275367851e-24,5.8809563673617759e-23,2.0537169889094851e-19,4.1603384236080699e-07,4.222454678678319e-30,3.9211424171906211e-24,6.9971245395219545e-27,8.3606257472124343e-25,2.4829505641490636e-32,0.88129999999999997,0.0,0.0,0.0,0.0068143787032952409,0.10864635608538557,9.9999967488162178e-05,8.3405526349063745e-05,0.00065085373531182592,0.00058042234170202793,1.9367987756949733e-10,6.5962455314391783e-05,1.110412950577624e-08,1.2411469949586029e-06,6.5497184987678012e-13,8.6462008228345545e-15,6.2121370166621378e-05,7.950817098113356e-05,0.00046621881656338572,0.00026182518397071028,1.1349881272114136e-13,5.1364984876420057e-09,6.2113622165632505e-12,9.7754741200052722e-08,0.00082316860010301523,4.6547647835103713e-07,3.2340833168060311e-08,7.5003694148398984e-08,1.0309133892580408e-08,1.9662307050894355e-07
4.5792110080411345e-08,0.002690030211905545,2.9530028524211099e-11,1.6798613525852157e-07,3.3624319787512997e-10,4.6642894863069975e-07,1.5045016455324498e-05,1.1502114250227595e-05,1.8549523313329353e-23,-4.6300628843273651e-27,3.1736130359555532e-18,9.9752676640770754e-16,9.9081001846699385e-17,3.2816317140218645e-11,4.2597566991648663e-15,2.0783449268793587e-18,9.8248182218289698e-17,4.3893033567160723e-14,1.4711910910720419e-14,2.1223102665698458e-36,-1.7082611741582375e-28,-1.0222895433989174e-22,5.2863750856370872e-31,-2.6983967034753935e-22,2.4887662303432969e-24,6.0298942718211323e-23,2.1079642277622465e-19,4.2214423232414298e-07,4.3886913498169889e-30,3.2877793524894529e-24,6.9450953564874244e-27,8.7150595158911522e-25,2.5867951586786277e-32,0.88129999999999997,0.0,0.0,0.0,0.0068061018378955439,0.10864562528410919,9.9999967119617777e-05,8.3630219199000596e-05,0.00065176179193091575,0.00058120184727169881,1.9394890146412025e-10,6.6050670822918135e-05,1.10917651743592e-08,1.2428710378364663e-06,6.5584778262652639e-13,8.6582110206713945e-15,6.260235522982225e-05,8.0113202646289855e-05,0.00046757219121916038,0.00026316505798782184,1.1436090629327065e-13,5.1757422533775001e-09,6.2596283922402921e-12,9.8558438537493295e-08,0.00082565335614088781,4.7058536419187276e-07,3.2696394225422351e-08,7.5852204136674757e-08,1.0427393814283101e-08,2.0001032836846757e-07
4.5956015455662816e-08,0.0026900286760752415,2.9720333709119515e-11,1.6895752192651858e-07,3.3710865394812321e-10,4.7096799246996713e-07,1.508475587568321e-05,1.1611317185811649e-05,1.913609226216607e-23,-2.4420885198860184e-26,3.2462018053301905e-18,1.0234946749457064e-15,1.0120959696026385e-16,3.3186090854573237e-11,4.3489930910986299e-15,2.1356519137211439e-18,1.0006252374111715e-16,4.4645174664212598e-14,1.506262422171839e-14,2.0212437583592756e-36,-1.0244831091172864e-28,-7.3443256098023077e-23,5.5122852304690443e-31,-1.5876435942800126e-22,2.5656942689825366e-24,6.1819126973728801e-23,2.1633895940703282e-19,4.2831560684735943e-07,4.560672323710531e-30,2.6496788366567586e-24,6.824337664480932e-27,9.0828504766347906e-25,2.6945085551044834e-32,0.88129999999999997,0.0,0.0,0.0,0.0067978416341093213,0.10864489374566159,9.99999667486219e-05,8.3854471068826091e-05,0.00065266250603288425,0.0005819746776985652,1.9421573586151743e-10,6.613812610478377e-05,1.1079426216482761e-08,1.2445810495220269e-06,6.5671616673272687e-13,8.6701234730301054e-15,6.3084601690678246e-05,8.0719892228178463e-05,0.00046892366626801499,0.00026450516886420284,1.152253504305212e-13,5.2150943759328544e-09,6.3080223840011041e-12,9.9364576598441152e-08,0.00082813534473101785,4.7572409433513573e-07,3.3054035495629617e-08,7.6705892680605893e-08,1.0546389193588206e-08,2.0343934073421461e-07
4.611992083091429e-08,0.002690027138947052,2.9911288487212318e-11,1.6993022132928514e-07,3.3797117802174241e-10,4.7552808554494422e-07,1.5124223926914737e-05,1.1720955108454558e-05,1.9738208298632374e-23,-5.6302260180144708e-28,3.3200838782147323e-18,1.050015558423486e-15,1.0337329900231308e-16,3.3558301128663091e-11,4.4397045869786003e-15,2.1942660191086216e-18,1.0190032977758179e-16,4.5406045370735208e-14,1.5419890215653884e-14,1.8760026203407373e-36,-3.3288356022416087e-29,-4.8101032059034953e-23,5.7468481034422463e-31,-4.3528677897725156e-23,2.6446605639587102e-24,6.3370602547027379e-23,2.2200127409535939e-19,4.3454823829975416e-07,4.7385658281069188e-30,2.1889048113954482e-24,6.7703982627890018e-27,9.4644338111517495e-25,2.8062157812871889e-32,0.88129999999999997,0.0,0.0,0.0,0.0067895980507284336,0.10864416147752252,9.9999966375172107e-05,8.4078282840904998e-05,0.00065355591072537988,0.00058274086374738904,1.9448039066112192e-10,6.6224824677460037e-05,1.1067112568818904e-08,1.2462770934542098e-06,6.5757703712198746e-13,8.6819386218451822e-15,6.3568099814348828e-05,8.1328229046105668e-05,0.00047027324542596341,0.00026584550027693719,1.1609212986156405e-13,5.254554160699505e-09,6.3565432150750469e-12,1.0017313914478398e-07,0.00083061457155449408,4.8089263013201133e-07,3.3413754265307142e-08,7.7564754173390756e-08,1.0666119290479706e-08,2.0691038610340117e-07
4.628382620616576e-08,0.0026900256005375316,3.0102896603038593e-11,1.7090422260619421e-07,3.3883109943055537e-10,4.801091697654212e-07,1.516342151875881e-05,1.1831025584644379e-05,2.0356200070333593e-23,-9.5218938478286942e-27,3.395275124959334e-18,1.0770983751574032e-15,1.0557248415028453e-16,3.393295022418193e-11,4.5319081452702995e-15,2.2542105296583568e-18,1.0376174787196646e-16,4.6175687560109215e-14,1.5783793819006034e-14,1.7258354038254864e-36,6.8418506591229699e-29,-1.7549099132563336e-23,5.9903519272422849e-31,1.3123137400876042e-22,2.7257100220988525e-24,6.4953863445466054e-23,2.2778536943301323e-19,4.408423969386182e-07,4.9225455929014922e-30,1.9211220427267647e-24,6.7865759463184693e-27,9.8602635788978252e-25,2.9220473189293171e-32,0.88129999999999997,0.0,0.0,0.0,0.0067813710465800137,0.10864342848716099,9.9999965999265973e-05,8.4301655394349446e-05,0.000654442039011664,0.00058350043608529833,1.9474287573121433e-10,6.6310770047254633e-05,1.1054824168087387e-08,1.2479592328722659e-06,6.584304286100662e-13,8.6936569076601485e-15,6.4052839877572305e-05,8.1938202427674951e-05,0.00047162093239481285,0.00026718603610364171,1.1696122932672328e-13,5.2941209135731643e-09,6.4051899097530063e-12,1.009841099307201e-07,0.00083309104227016642,4.8609093151963515e-07,3.3775547722065626e-08,7.8428782745472503e-08,1.0786583326327993e-08,2.1042374219646344e-07
4.644773158141723e-08,0.0026900240608632147,3.0295161780941655e-11,1.7187951370682245e-07,3.3968863914501261e-10,4.8471118688438468e-07,1.5202349569592392e-05,1.1941526178310722e-05,2.0990398240336435e-23,1.2405941933105927e-26,3.4717914642206025e-18,1.1047525475753329e-15,1.0780757509960501e-16,3.4310040376627624e-11,4.6256207702515925e-15,2.3155088811169914e-18,1.056469252138063e-16,4.6954142921731111e-14,1.615442021811121e-14,1.6349796530105363e-36,3.2823236272581519e-29,-2.3917217947532156e-23,6.2430564460806447e-31,6.6489432114941003e-23,2.8088879549713966e-24,6.6569406680268201e-23,2.3369326143139997e-19,4.4719835230450658e-07,5.1127888625487952e-30,1.7074015470389916e-24,6.7987363927587217e-27,1.0270800440306477e-24,3.0421356115770972e-32,0.88129999999999997,0.0,0.0,0.0,0.0067731605805060324,0.10864269478204019,9.9999965620901113e-05,8.452458960717914e-05,0.000655320923857378,0.00058425342534543765,1.9500320092878164e-10,6.6395965716491763e-05,1.1042560951028754e-08,1.2496275309430985e-06,6.59276375973166e-13,8.7052787705145293e-15,6.4538812161793043e-05,8.2549801704202589e-05,0.00047296673087159882,0.0002685267602885436,1.1783263357214596e-13,5.3337939406544494e-09,6.4539614927607432e-12,1.0179747270825784e-07,0.00083556476252941506,4.9131895797749678e-07,3.41394130213038e-08,7.9297972439833204e-08,1.0907780509639113e-08,2.1397968645341511e-07
4.66116369566687e-08,0.0026900225199406108,3.0488088008914032e-11,1.7285608537251862e-07,3.4054409346312617e-10,4.8933407825650156e-07,1.5241009013931103e-05,1.2052454446527622e-05,2.1641144877960462e-23,-1.2419570785086072e-26,3.5496489300347568e-18,1.1329867484557883e-15,1.1007890118039676e-16,3.468957376534188e-11,4.7208595815540726e-15,2.3781848907041549e-18,1.0755600805829676e-16,4.7741452676763522e-14,1.6531855263058133e-14,1.434223049283297e-36,1.1819456390589012e-28,-2.2428136011445585e-24,6.5053142231012251e-31,2.1665825152879049e-22,2.8942407143041844e-24,6.8217735999078421e-23,2.3972699282882698e-19,4.5361637211857342e-07,5.3094773545475378e-30,1.6671569469389524e-24,6.9284646452925362e-27,1.0696522375688687e-24,3.166617935119062e-32,0.88129999999999997,0.0,0.0,0.0,0.0067649666113788059,0.10864196036961528,9.9999965240075154e-05,8.4747086354641028e-05,0.00065619259813977935,0.0005849998620758442,1.9526137608435203e-10,6.6480415177665048e-05,1.1030322854424681e-08,1.2512820506640686e-06,6.6011491388987831e-13,8.7168046492667703e-15,6.5026006959550107e-05,8.3163016215475892e-05,0.00047431064454123996,0.00026986765694552692,1.1870632735709413e-13,5.3735725485594626e-09,6.5028569898538704e-12,1.026132112254835e-07,0.00083803573796464761,4.965766678029867e-07,3.4505347235536687e-08,8.0172317079800757e-08,1.1029710016648671e-08,2.1757849561910775e-07
4.677554233192017e-08,0.0026900209777862894,3.0681679116925176e-11,1.7383392555608537e-07,3.4139690134859688e-10,4.9397778502004063e-07,1.5279400800131569e-05,1.2163807943073818e-05,2.2308775335099961e-23,1.6541204597256829e-26,3.6288636252319346e-18,1.1618108999580238e-15,1.1238691374395972e-16,3.5071552533589888e-11,4.8176417649761807e-15,2.4422625959888726e-18,1.0948914212913515e-16,4.8537657776305136e-14,1.6916185178207662e-14,1.471713197943479e-36,1.4107859810097098e-29,-2.6271075213660235e-23,6.7773300710069921e-31,3.1516197305074579e-23,2.9818152495716852e-24,6.9899359475873585e-23,2.4588862977149225e-19,4.600967230449726e-07,5.5127973580436725e-30,1.4879887804838788e-24,6.9070867097258404e-27,1.1137916403978283e-24,3.2956345286540107e-32,0.88129999999999997,0.0,0.0,0.0,0.0067567890980951856,0.10864122525733055,9.9999964856785847e-05,8.4969146510390292e-05,0.00065705709467897794,0.00058573977677372742,1.9551741101135592e-10,6.656412191739329e-05,1.1018109815091761e-08,1.2529228549229938e-06,6.609460769804599e-13,8.7282349820121871e-15,6.5514414571000586e-05,8.3777835307569134e-05,0.00047565267708169802,0.00027120871028471076,1.1958229545018866e-13,5.4134560442779277e-09,6.5518754275005423e-12,1.0343130922923923e-07,0.00084050397419737667,5.0186401864099085e-07,3.4873347391476915e-08,8.1051810364652464e-08,1.1152371005310298e-08,2.2122044600816889e-07
4.693944770717164e-08,0.002690019434416709,3.087593925542195e-11,1.7481302618244529e-07,3.4224727904789988e-10,4.9864224798220259e-07,1.5317525887689809e-05,1.2275584216409064e-05,2.2993646724141275e-23,-2.0464838952724849e-26,3.7094517534597932e-18,1.1912335158590514e-15,1.1473192030240876e-16,3.5455978775581614e-11,4.915984606204805e-15,2.5077663742800311e-18,1.1144647231288018e-16,4.9342798757664292e-14,1.7307496764167625e-14,1.2042649149686742e-36,1.4257970994776037e-28,4.998913059944942e-24,7.0595696074135906e-31,2.5902651711474221e-22,3.0716594611189367e-24,7.1614791207205889e-23,2.5218025578968939e-19,4.6663967012820433e-07,5.722938510954573e-30,1.5324860807663917e-24,7.1083058136224669e-27,1.1595487049807887e-24,3.4293301037117713e-32,0.88129999999999997,0.0,0.0,0.0,0.0067486279995803448,0.10864048945262449,9.9999964471030929e-05,8.5190770945643278e-05,0.00065791444621664339,0.00058647319985926781,1.9577131549979543e-10,6.6647089413447242e-05,1.1005921769885394e-08,1.2545500064575208e-06,6.6176989977731127e-13,8.7395702057999776e-15,6.600402530739244e-05,8.4394248335530883e-05,0.00047699283216027139,0.0002725499046640446,1.2046052263278294e-13,5.453443735349212e-09,6.6010158332097564e-12,1.0425175046548152e-07,0.00084296947683241237,5.0718096712335296e-07,3.5243410444808015e-08,8.1936445804818757e-08,1.1275762605828336e-08,2.2490581328752732e-07
4.7103353082423113e-08,0.00269001788984847,3.107087225166516e-11,1.7579337369805697e-07,3.4309495223026642e-10,5.0332740771715464e-07,1.5355385253129739e-05,1.2387780811716145e-05,2.3696098700796909e-23,2.6109077405542325e-26,3.7914295948701588e-18,1.221265173073075e-15,1.1711441871577267e-16,3.5842854546462669e-11,5.0159054657054167e-15,2.5747208571039938e-18,1.1342814287578498e-16,5.0156915848526896e-14,1.7705877242622914e-14,1.386658885534343e-36,-2.3742660653570936e-29,-3.362250755339209e-23,7.3521639231762301e-31,-3.7155307706634413e-23,3.1638219336141972e-24,7.3364550163813554e-23,2.5860398715819119e-19,4.7324547719597482e-07,5.9400966831705832e-30,1.2905452986107658e-24,7.0051761018027137e-27,1.206974792741032e-24,3.5678528638583714e-32,0.88129999999999997,0.0,0.0,0.0,0.0067404832747917339,0.10863975296292074,9.999996408280819e-05,8.5411960529804592e-05,0.00065876468542570713,0.00058720016169345145,1.9602309931908474e-10,6.672932113674738e-05,1.0993758655707623e-08,1.2561635678734091e-06,6.625864167448148e-13,8.750810756760574e-15,6.6494829489471458e-05,8.5012244662519321e-05,0.000478331113436335,0.00027389122455010812,1.2134099369838228e-13,5.4935349298060555e-09,6.6502772353870461e-12,1.0507451868082116e-07,0.00084543225146215385,5.1252746915535206e-07,3.561553330022779e-08,8.2826216773068104e-08,1.1399883928109479e-08,2.2863487261072803e-07
4.7267258457674585e-08,0.0026900163440979723,3.1266482449868823e-11,1.7677496113855753e-07,3.4394060179762378e-10,5.0803320451215276e-07,1.5392979879289411e-05,1.2500395269957433e-05,2.441650519195035e-23,-3.310270782015006e-26,3.8748135222910552e-18,1.2519140541043689e-15,1.1953467321084006e-16,3.6232181856433376e-11,5.1174217944996893e-15,2.6431509936285992e-18,1.1543429729838919e-16,5.0980048893516221e-14,1.8111414359472967e-14,9.9056423776692074e-37,1.8585684021958772e-28,1.7255040146194216e-23,7.6557148553330538e-31,3.347411753851854e-22,3.2583521713438599e-24,7.5149160999321532e-23,2.6516194847637004e-19,4.7991440656263275e-07,6.1644698202266812e-30,1.4196064151960531e-24,7.3002943108432349e-27,1.2561231983015953e-24,3.711355377993878e-32,0.88129999999999997,0.0,0.0,0.0,0.0067323548827130783,0.10863901579563989,9.9999963692115436e-05,8.5632716130027629e-05,0.00065960784490746115,0.00058792069256414093,1.96272772217171e-10,6.6810820549765673e-05,1.0981620409496508e-08,1.2577636016388408e-06,6.6339566226346179e-13,8.7619570700659975e-15,6.6986817449518596e-05,8.5631813661459939e-05,0.0004796675245594159,0.00027523265454457716,1.2222369345544776e-13,5.5337289362834121e-09,6.6996586635298671e-12,1.058995976234886e-07,0.00084789230366356916,5.1790347973374607e-07,3.5989712798707799e-08,8.3721116472130192e-08,1.1524734057055445e-08,2.3240789849784888e-07
4.7431163832926056e-08,0.00269001479718185,3.1462773695378925e-11,1.7775777358212564e-07,3.4478348964397765e-10,5.1275957842054e-07,1.5430310769554323e-05,1.2613425129113261e-05,2.5155207666629956e-23,4.3574171742382271e-26,3.959619988069003e-18,1.283191624249992e-15,1.2199324981756129e-16,3.6623962676189388e-11,5.2205511226252263e-15,2.7130820064795472e-18,1.1746507838837685e-16,5.1812237406131522e-14,1.8524196302455252e-14,1.3659259220130163e-36,-8.3759493426929888e-29,-4.6596011002774858e-23,7.9702330826673901e-31,-1.4527017929854587e-22,3.3553004040103618e-24,7.6969153519832427e-23,2.7185630776762658e-19,4.8664671923646205e-07,6.3962638414847031e-30,1.0756085604071176e-24,7.0773584811802114e-27,1.3070479782060064e-24,3.8599940530809063e-32,0.88129999999999997,0.0,0.0,0.0,0.0067242427823666568,0.10863827795818312,9.9999963298950579e-05,8.5853038611541745e-05,0.00066044395718660356,0.00058863482269490221,1.9652034391909515e-10,6.6891591107555638e-05,1.0969506968246447e-08,1.259350170075243e-06,6.6419767064008246e-13,8.7730095798659278e-15,6.747997953077196e-05,8.6252944714895031e-05,0.00048100206917062237,0.00027657417936352867,1.2310860672654882e-13,5.5740250640084456e-09,6.7491591481773667e-12,1.0672697104445512e-07,0.00085034963900043473,5.2330895310109201e-07,3.6365945728309046e-08,8.4621137962057819e-08,1.1650312056528149e-08,2.36225164898927e-07
4.7595069208177527e-08,0.0026900132491164256,3.1659750599780825e-11,1.7874180656683888e-07,3.4562436954600303e-10,5.1750646923858862e-07,1.5467378927868185e-05,1.2726867923764057e-05,2.5912601211722652e-23,-5.6729342561235557e-26,4.0458655330415962e-18,1.3151053627013779e-15,1.2449032918668255e-16,3.7018198933501832e-11,5.3253110649467854e-15,2.7845394261400043e-18,1.1952062819033953e-16,5.2653520533023701e-14,1.8944311753484128e-14,7.4811777921088435e-37,2.6585508555397267e-28,3.8778764197522267e-23,8.296513906805548e-31,4.7570331694282696e-22,3.454717791972712e-24,7.8825063091816975e-23,2.7868922928176328e-19,4.9344267476059092e-07,6.6356846825636575e-30,1.3522440536344526e-24,7.5268261274271276e-27,1.3598054721512948e-24,4.0139297216644339e-32,0.88129999999999997,0.0,0.0,0.0,0.0067161469327986049,0.1086375394579524,9.9999962903311518e-05,8.6072928837421919e-05,0.00066127305472140664,0.00058934258223736506,1.9676582413004983e-10,6.697163625689486e-05,1.0957418268984254e-08,1.2609233353767845e-06,6.6499247609933302e-13,8.783968719423521e-15,6.7974306088724594e-05,8.6875627216102594e-05,0.00048233475090163282,0.00027791578385104267,1.2399571834950325e-13,5.6144226228745314e-09,6.798777721036681e-12,1.0755662269853787e-07,0.00085280426302174769,5.287438426557417e-07,3.674422881787593e-08,8.5526274144307702e-08,1.1776616967043667e-08,2.4008694512414693e-07
