Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726),C7H9(2388),C7H9(1587),S(859)
1.6132103011274932e-10,0.0021294257726561,1.3606121815735412e-19,2.5020617946719683e-15,4.0622874763135114e-15,1.2427598913424049e-17,8.1454124952317856e-12,7.3791763566601847e-18,8.9284285543040091e-30,-1.6257176665266048e-24,2.845687740190865e-34,4.9417717176110297e-16,4.6106474887955993e-16,-3.6326790583281579e-19,1.7147392810758958e-21,-7.3989614733186665e-32,-6.5078189599113935e-32,-2.3583073393285485e-27,-2.9599849921577942e-33,-2.4113557198901825e-40,1.582425993726464e-26,-4.7575584312808595e-16,6.7645898112978451e-23,-3.2312876309983616e-18,1.2668546956955561e-12,3.0851976208586347e-22,3.3227361076311127e-21,5.5921464355564475e-18,-6.2216567463104096e-40,-2.2334452549345543e-22,4.1890067424319034e-25,4.2145331611960146e-32,1.9771776871841925e-37,0.88129999999999997,0.0,0.0,0.0,0.0098894989026623147,0.10880294495906055,0.00010000000000000053,2.3808171048589994e-08,2.2846525159554276e-07,1.7606090033013865e-07,2.0034070887462097e-13,5.371416104388239e-08,7.670952281742546e-11,1.3183632759325419e-09,1.1320480268575472e-15,1.7981309477051582e-17,6.0409842335015956e-14,4.360529156494036e-12,8.2930873551033892e-09,1.0312322458474562e-10,2.6456171147214449e-20,6.2350811512253544e-18,6.8467287600354587e-22,9.9708354522387117e-20,9.2436701446207086e-09,1.2419548095332217e-21,4.2184714158677115e-23,7.427381931510784e-25,7.5948802240797613e-27,6.2271184161715288e-28,7.9653194035956801e-12,1.2653854687434376e-12,8.8360259831229158e-16,5.8547370706879832e-16,2.9504627619011553e-17,1.5102616647651103e-19,2.7181374091570045e-18,1.0866833669406867e-14,4.8472401951647185e-26,3.506440449859646e-15,2.1597252793438236e-14,3.1202024569817756e-15,4.5137160087616454e-18,3.3936691114063706e-18,8.5675964717705447e-18,5.6369388958950216e-24,9.4871258780730888e-21,1.9914983517916746e-21,6.1097728718755947e-29,1.1851477364505076e-24,3.4589201864468483e-29,9.4219482918452608e-26,1.4027530508375413e-22,6.3837120011439787e-15
1.621997245549433e-10,0.002129425771674555,1.3875500583032617e-19,2.5633484065996013e-15,4.0605245361840628e-15,1.2967790569270542e-17,8.2318664108411294e-12,7.5301113746262495e-18,9.2251318465708705e-30,6.9702631475571125e-23,3.1683485401416483e-34,4.9450193449395953e-16,4.5997222018666466e-16,-3.5510967941186372e-19,1.8125264343216404e-21,-7.4039040052715475e-32,-6.4544267093244991e-32,-2.3639617605715912e-27,-2.9421009319576689e-33,-2.4618375445972512e-40,1.6083145926015779e-26,-4.7529069147549476e-16,6.8376105556084074e-23,-3.3905839495525057e-18,1.2860855357877352e-12,3.1495893335432923e-22,3.4693293036718553e-21,5.8407326325959552e-18,-5.9072806492364834e-40,-2.3185274617276077e-22,4.2498946989877392e-25,4.3094839140631706e-32,2.1647274547709576e-37,0.88129999999999997,0.0,0.0,0.0,0.0098894961728559095,0.10880294449796862,0.00010000000000000052,2.3937839222690432e-08,2.2970950694393197e-07,1.7685858273676541e-07,2.0143179427509869e-13,5.4167906427809259e-08,7.6709502563279233e-11,1.3256210641475568e-09,1.1416109052659513e-15,1.8080299313671239e-17,6.1509016552134055e-14,4.4084410409265112e-12,8.3384508037388395e-09,1.0424956741912964e-10,2.6616125371168597e-20,6.3340407074450318e-18,6.9376083416111337e-22,1.0149670884145028e-19,9.2942333732014164e-09,1.2703054689355255e-21,4.3358413090230011e-23,7.6355025672249383e-25,7.8487061229956776e-27,6.4339665783200528e-28,8.0398650550745642e-12,1.284593920666865e-12,8.9703396881029992e-16,5.9442682596174328e-16,2.9615425523343309e-17,1.5471277567439117e-19,2.8734649140595211e-18,1.0984880965293622e-14,4.9835602762101114e-26,3.5237595668738101e-15,2.1766368439387449e-14,3.16116706444969e-15,4.5731293376617505e-18,3.4383432263940366e-18,8.6906370117149753e-18,5.7178917359006955e-24,9.5888453869683515e-21,2.0212216377333533e-21,6.2009618137547518e-29,1.1979018926536879e-24,3.5105449018029609e-29,9.5348119596081524e-26,1.4245254495661595e-22,6.4536817118001507e-15
1.630784189971373e-10,0.002129425770691204,1.4145568950254822e-19,2.6246042336535609e-15,4.0607036844611023e-15,1.3506701282047023e-17,8.3187603469400394e-12,7.6833160468460654e-18,9.5205195020619162e-30,7.1510963857456083e-24,3.5043239516903464e-34,4.9471494009750361e-16,4.5877158930396797e-16,-3.4691019007982716e-19,1.9103899389516729e-21,-7.3989428832290849e-32,-6.3975108098411427e-32,-2.3694880809433442e-27,-2.9218163208000543e-33,-2.5121939925271482e-40,1.6344819109655008e-26,-4.7471574044099319e-16,6.9110109201457657e-23,-3.5497411467142544e-18,1.3054958085570567e-12,3.2149519059349428e-22,3.6155923696069899e-21,6.0887802782994316e-18,-5.5835812282102338e-40,-2.4039202492318684e-22,4.311300381564363e-25,4.4059642120204563e-32,2.3599040094998543e-37,0.88129999999999997,0.0,0.0,0.0,0.0098894934430451154,0.10880294403602779,0.00010000000000000051,2.4067507268904786e-08,2.3095376133944972e-07,1.7765541533003017e-07,2.0252287883035429e-13,5.4622500306151024e-08,7.6709482309098794e-11,1.3328788467413967e-09,1.1511916660845747e-15,1.8179289073623027e-17,6.2621863020557817e-14,4.4566183317181964e-12,8.3838142392217526e-09,1.0538202751418891e-10,2.6776238281518157e-20,6.4340066028007568e-18,7.0293090497895115e-22,1.0330861019964665e-19,9.3447965878134375e-09,1.299157978512757e-21,4.455845183849106e-23,7.8483412461979041e-25,8.1096198311181598e-27,6.6465680108917263e-28,8.1146547166815772e-12,1.3039815955129751e-12,9.1059083880633228e-16,6.0346413043423499e-16,2.9726170969041282e-17,1.5846886816900521e-19,3.02890989978953e-18,1.1103553398356384e-14,5.1229868851349431e-26,3.541106668249301e-15,2.1935980709992287e-14,3.2024515649283745e-15,4.633007735756408e-18,3.4833670640052274e-18,8.8147313424653052e-18,5.7995379024502881e-24,9.6911178298424988e-21,2.0512148045927737e-21,6.2929787317005603e-29,1.2107255968998447e-24,3.562638358541112e-29,9.6485041922956361e-26,1.4465230876375899e-22,6.5240272930248036e-15
1.6483580788152525e-10,0.0021294257687191555,1.4688088892609218e-19,2.7471304529423605e-15,4.0642083789791179e-15,1.4580059850700483e-17,8.4938701632324221e-12,7.9966225432382844e-18,1.0107011209110125e-29,-4.6421035556548595e-25,4.2154883273731043e-34,4.9487646527722989e-16,4.5611897615896347e-16,-3.3039223982205706e-19,2.1062371577374873e-21,-7.3834162937210824e-32,-6.2731047112520576e-32,-2.380153236857325e-27,-2.874183207585623e-33,-2.6126011492194173e-40,1.6876584743121369e-26,-4.7330866446748323e-16,7.0589497657556573e-23,-3.867456930131141e-18,1.3448569860187936e-12,3.348625511736785e-22,3.9069584415971147e-21,6.5829723056744242e-18,-4.9084617409286572e-40,-2.5755388734467078e-22,4.435680163573338e-25,4.603577792297832e-32,2.7727220796812477e-37,0.88129999999999997,0.0,0.0,0.0,0.009889487983410359,0.10880294310963289,0.00010000000000000049,2.4326842977675338e-08,2.3344226727166265e-07,1.7924656473303666e-07,2.0470504540498147e-13,5.5534199891334881e-08,7.6709441800635307e-11,1.347394395063723e-09,1.1704061256632554e-15,1.8377268363498038e-17,6.4888929771820802e-14,4.5537693866771483e-12,8.4745410707298988e-09,1.0766529945431627e-10,2.7096940312576966e-20,6.636974941205703e-18,7.2151917064003016e-22,1.0700389758725558e-19,9.4459229751322601e-09,1.3583946294971868e-21,4.7039384014369166e-23,8.2885066174656728e-25,8.6533585185874691e-27,7.0895568619912823e-28,8.2649619437082565e-12,1.3432969451202576e-12,9.3808271256238781e-16,6.2179240178938754e-16,2.9947873561245171e-17,1.6619322284349805e-19,3.3399793791647212e-18,1.1342772874464178e-14,5.4113813063016212e-26,3.5758841335247592e-15,2.2276693449639545e-14,3.2859839922906851e-15,4.7541651976884379e-18,3.5744680117762696e-18,9.0660946348891198e-18,5.9649189384184074e-24,9.8973237680253277e-21,2.1120141554436093e-21,6.4795068481597271e-29,1.2365819306150984e-24,3.6682373569407934e-29,9.8783856304628924e-26,1.491198850419909e-22,6.6658457101713398e-15
1.665931967659132e-10,0.0021294257667400962,1.5233892059871258e-19,2.8697093882736355e-15,4.0645069445229261e-15,1.5647947918912355e-17,8.6707464513274459e-12,8.3192729498132048e-18,1.0687975291243118e-29,-1.0081922068033964e-23,4.9785914536460947e-34,4.9578429753075538e-16,4.5422875070019996e-16,-3.1392600220341951e-19,2.3023198639422123e-21,-7.3419594225445008e-32,-6.1345903697647018e-32,-2.3903003398931916e-27,-2.8171860961860472e-33,-2.7126581958022351e-40,1.7419672994675552e-26,-4.7265677738537877e-16,7.2084048627672135e-23,-4.184506791840116e-18,1.3849428808574784e-12,3.4862903708135524e-22,4.1969072927277633e-21,7.0748453071755277e-18,-4.1967893933202821e-40,-2.7483336941602228e-22,4.5621763752332858e-25,4.8075029968882166e-32,3.2152978891893976e-37,0.88129999999999997,0.0,0.0,0.0,0.0098894825237580454,0.10880294217994264,0.00010000000000000048,2.4586178174901927e-08,2.359307693912323e-07,1.8083441534407488e-07,2.0688720859760317e-13,5.6449192998119365e-08,7.6709401292034974e-11,1.3619099208947772e-09,1.189689997725147e-15,1.8575247346611917e-17,6.7211756726405674e-14,4.6519828302447602e-12,8.565267849627664e-09,1.0997304034108929e-10,2.7418277542675257e-20,6.8440211690906638e-18,7.4044124852245055e-22,1.1079591061760902e-19,9.547049306578834e-09,1.4197172708927091e-21,4.9631216178376696e-23,8.7485523513932004e-25,9.2274094211483974e-27,7.5571516590798098e-28,8.4162328735309264e-12,1.3833361648702899e-12,9.6608147959941095e-16,6.4046072534508871e-16,3.0169816963241107e-17,1.7420671427363997e-19,3.6514076390061245e-18,1.1584490495031037e-14,5.7128710964329568e-26,3.6107718322543875e-15,2.2619387604123801e-14,3.370807228849822e-15,4.8771993036484562e-18,3.6669801586365403e-18,9.3217128516196056e-18,6.1330994407775257e-24,1.010574823095817e-20,2.1739031388628107e-21,6.6693778823042068e-29,1.262717304482882e-24,3.7757288784695923e-29,1.01116152558675e-25,1.5367898831686898e-22,6.8091665386960413e-15
1.6835058565030116e-10,0.0021294257647541657,1.5782715804534327e-19,2.9922461827381366e-15,4.0597307672455849e-15,1.6711101559923562e-17,8.849391426688588e-12,8.6514461122310399e-18,1.1263911709564855e-29,2.6991441902998356e-24,5.7937087635296495e-34,4.968702128400373e-16,4.5253075042122169e-16,-2.9742388907485165e-19,2.4987563903347958e-21,-7.3324390944932204e-32,-5.9819531790591683e-32,-2.3999285245912137e-27,-2.7507871116679885e-33,-2.8124484594385702e-40,1.7974198746364269e-26,-4.7219078662782399e-16,7.3593747300367353e-23,-4.5010966017079105e-18,1.4257581072784879e-12,3.6280188498869924e-22,4.4856389301603588e-21,7.5647371583769476e-18,-3.4490389381556034e-40,-2.9224188512420415e-22,4.6908190491650385e-25,5.0178710243465717e-32,3.6876868800588305e-37,0.88129999999999997,0.0,0.0,0.0,0.0098894770640881747,0.10880294124702258,0.00010000000000000047,2.4845512860584816e-08,2.3841926769760996e-07,1.8241903266293362e-07,2.090693684076738e-13,5.7367414130227193e-08,7.6709360783297807e-11,1.3764254242298332e-09,1.2090419019060704e-15,1.8773226022900205e-17,6.9591058067421993e-14,4.7512591720112612e-12,8.6559945759148942e-09,1.1230525011046242e-10,2.7740250274516523e-20,7.0551801400784174e-18,7.5970072300390863e-22,1.146863608002228e-19,9.6481755821548119e-09,1.4831793026943632e-21,5.233774423167019e-23,9.2291696306947998e-25,9.8331307590641008e-27,8.050456107150029e-28,8.568459402894276e-12,1.4241038635420028e-12,9.94590372894731e-16,6.5947128698040001e-16,3.0392023075083728e-17,1.8251694001064606e-19,3.9633825191563555e-18,1.1828704658367706e-14,6.0279152459011184e-26,3.6457692815929644e-15,2.2964059688181423e-14,3.4569287515808052e-15,5.0021209441743008e-18,3.7609116945527063e-18,9.5816124579605816e-18,6.3040968219819963e-24,1.031639585306869e-20,2.2368884528696676e-21,6.8626123832074293e-29,1.2891322975343785e-24,3.8851245565573701e-29,1.0348215875441004e-25,1.5833057476491439e-22,6.9539890650432692e-15
1.701079745346891e-10,0.002129425762761499,1.633433568300352e-19,3.1146592921486896e-15,4.0544291536365975e-15,1.7770053114186649e-17,9.0297998734402929e-12,8.9933224941405495e-18,1.1835137588367272e-29,1.0858892748609688e-24,6.6601000116320814e-34,4.9803126052334255e-16,4.5092056718292617e-16,-2.8084638790533567e-19,2.6956310996123726e-21,-7.3262392408447316e-32,-5.8151722278981051e-32,-2.4090362959800453e-27,-2.6751151408502761e-33,-2.9118984057981616e-40,1.8540277427238228e-26,-4.7180691377504094e-16,7.5118578953695495e-23,-4.8173743207306956e-18,1.4673072398283696e-12,3.7738837639150634e-22,4.7732979470481914e-21,8.0528919675396716e-18,-2.6656606065712851e-40,-3.0978579386336984e-22,4.8216378426505544e-25,5.2348152483624498e-32,4.1894727375414303e-37,0.88129999999999997,0.0,0.0,0.0,0.0098894716044007416,0.10880294031093685,0.00010000000000000045,2.5104847034724277e-08,2.4090776219016825e-07,1.8400048085557713e-07,2.1125152483458105e-13,5.828879912511331e-08,7.6709320274423728e-11,1.3909409050645064e-09,1.2284604859508653e-15,1.897120439230309e-17,7.2027548004346974e-14,4.8515989222868034e-12,8.7467212495914292e-09,1.146619286983834e-10,2.8062858811251432e-20,7.2704865534300017e-18,7.7930118738005308e-22,1.1867697797359579e-19,9.74930180186184e-09,1.5488350613378994e-21,5.5162859563220378e-23,9.7310674750127297e-25,1.04719287641826e-26,8.570613361185176e-28,8.72163353904475e-12,1.46560461030203e-12,1.0236125976218084e-15,6.7882625372639226e-16,3.0614458142723681e-17,1.9113161649664798e-19,4.2760380782604731e-18,1.2075413763835557e-14,6.3569847480715507e-26,3.6808759798129066e-15,2.3310706161603198e-14,3.5443560238984269e-15,5.1289409901612048e-18,3.8562707947222643e-18,9.8458198796711849e-18,6.4779284684682831e-24,1.0529271367739494e-20,2.3009767586664839e-21,7.0592307869906269e-29,1.3158275013095419e-24,3.9964359606884469e-29,1.0588210399158335e-25,1.6307560246380169e-22,7.1003125760027171e-15
1.7186536341907706e-10,0.0021294257607622304,1.688861522658303e-19,3.2368977234658275e-15,4.0481341592869122e-15,1.8825021130042084e-17,9.2119714736076188e-12,9.3450841378690476e-18,1.2401791888099985e-29,-7.6653791270945775e-25,7.577394806215036e-34,4.9918994841658916e-16,4.4932013756913818e-16,-2.641850366941775e-19,2.8929757402325847e-21,-7.3321894204554777e-32,-5.6342218806894314e-32,-2.4176213271816896e-27,-2.5902230874799828e-33,-3.0109944330851073e-40,1.911802418861219e-26,-4.714273551122297e-16,7.665852889954468e-23,-5.1333982545766979e-18,1.5095948141586952e-12,3.9239583692862029e-22,5.059943474520042e-21,8.5394091951206231e-18,-1.8470861095649375e-40,-3.2746809933082113e-22,4.9546621341883091e-25,5.4584715039355932e-32,4.7204507605596584e-37,0.88129999999999997,0.0,0.0,0.0,0.0098894661446957514,0.10880293937174834,0.00010000000000000044,2.5364180697320568e-08,2.4339625286825115e-07,1.8557882278886038e-07,2.1343367787768987e-13,5.921328511925229e-08,7.6709279765412765e-11,1.4054563633946059e-09,1.247944424981809e-15,1.9169182454763429e-17,7.4521940751266835e-14,4.9530025920701009e-12,8.837447870657105e-09,1.1704307604079345e-10,2.8386103456423071e-20,7.4899749557563102e-18,7.9924624351398737e-22,1.2276951023859742e-19,9.850427965701566e-09,1.6167398239010492e-21,5.8110550079144799e-23,1.0254972947089954e-24,1.1145258644198352e-26,9.1188068395452329e-28,8.8757473971235813e-12,1.5078429354676633e-12,1.0531513316859448e-15,6.985277741298769e-16,3.0837120840496178e-17,2.000585789008492e-19,4.5894246645881457e-18,1.2324616211839976e-14,6.7005627430451676e-26,3.7160913443317841e-15,2.3659323432682831e-14,3.6330964955123956e-15,5.2576702926252073e-18,3.9530656193954347e-18,1.0114361502349621e-17,6.6546117402494994e-24,1.0744379605286271e-20,2.3661746821419093e-21,7.2592534214349574e-29,1.3428035196147397e-24,4.1096745990126576e-29,1.0831621830507706e-25,1.6791503142626316e-22,7.2481363587073238e-15
1.75380141187853e-10,0.0021294257567444105,1.8005578208323477e-19,3.4809832077008209e-15,4.042644544658322e-15,2.0923398630631113e-17,9.5815901724846523e-12,1.0078998584221222e-17,1.3521751823202736e-29,-5.6615199366950182e-26,9.5621095126551644e-34,5.0145851837448696e-16,4.4610578188263749e-16,-2.3055481956500019e-19,3.2891192557268981e-21,-7.3006710866579061e-32,-5.2297050403820805e-32,-2.4332111767112575e-27,-2.3932137001549367e-33,-3.2081406959169416e-40,2.0308982705906699e-26,-4.7063888344520475e-16,7.9783725224159052e-23,-5.7647778013481319e-18,1.596403252462425e-12,4.2370317163106161e-22,5.6302969997450825e-21,9.507702628624931e-18,-1.0603502770389675e-41,-3.6325012429429687e-22,5.2274442556323133e-25,5.926474096607363e-32,5.8685261397355177e-37,0.88129999999999997,0.0,0.0,0.0,0.0098894552252330927,0.10880293748430847,0.00010000000000000041,2.5882846487884712e-08,2.4837322277874037e-07,1.8872643345552048e-07,2.177979738103113e-13,6.107131454002737e-08,7.6709198746980193e-11,1.4344872125253928e-09,1.2871031926012668e-15,1.9565137658642412e-17,7.9687291382049061e-14,5.1590037371711483e-12,9.0189009549552605e-09,1.2187877673281772e-10,2.9034502288076295e-20,7.941635204734167e-18,8.4018457641914991e-22,1.3126739827882152e-19,1.0052680125785699e-08,1.7595219479159486e-21,6.439007244399566e-23,1.1371801902510073e-24,1.2601573831058578e-26,1.0304232933196885e-27,9.1867632307374727e-12,1.5945502641895514e-12,1.1137909144437136e-15,7.3897898536514499e-16,3.1283124260605047e-17,2.1888126241493582e-19,5.2184613882155909e-18,1.2830494741967228e-14,7.4332352966722747e-26,3.7868457985139789e-15,2.4362455753377459e-14,3.8145467696972638e-15,5.5208999756037582e-18,4.1509950114854017e-18,1.0664552698616059e-17,7.0166024718550811e-24,1.118131401521665e-20,2.4999257296486399e-21,7.6695922147274308e-29,1.397600471288176e-24,4.341979339831385e-29,1.1328787918660379e-25,1.778809425745634e-22,7.5482818894911691e-15
1.7889491895662892e-10,0.002129425752701732,1.9134361086616988e-19,3.7247363314703591e-15,4.0396867705305505e-15,2.300569507412911e-17,9.9582434899539135e-12,1.0854676906610645e-17,1.4623709834576881e-29,5.4351502676193719e-24,1.1743719071295567e-33,5.0354394246468987e-16,4.4275714044630811e-16,-1.9651771144433536e-19,3.6870535433410385e-21,-7.2773481601654681e-32,-4.7681815370449644e-32,-2.4466710291502923e-27,-2.1604096783612478e-33,-3.4040901949185358e-40,2.1547993621757541e-26,-4.6969419525118177e-16,8.2969219845432632e-23,-6.3950436909176401e-18,1.6862189589095206e-12,4.5678335008516851e-22,6.1965461828158822e-21,1.0469352828883888e-17,1.7708027904629632e-40,-3.995769873187153e-22,5.50939885270704e-25,6.4230111898563116e-32,7.1295945365035373e-37,0.88129999999999997,0.0,0.0,0.0,0.0098894443057001933,0.10880293558518121,0.00010000000000000038,2.640151023227938e-08,2.5335017742435428e-07,1.918623429232706e-07,2.2216225620096284e-13,6.294102415713094e-08,7.6709117728000003e-11,1.4635179715915257e-09,1.3265081257328897e-15,1.9961091634118878e-17,8.5092822977382976e-14,5.3692667079026298e-12,9.2003538288080835e-09,1.2681235167394457e-10,2.9685449205291807e-20,8.4104342768045338e-18,8.8254469501749259e-22,1.4019437157206939e-19,1.0254932062420326e-08,1.91198681770991e-21,7.1210179585125145e-23,1.2585840879368939e-24,1.4214732423424152e-26,1.1617036898889126e-27,9.5014458839239085e-12,1.6842613446313336e-12,1.1765340196702799e-15,7.8084175337605012e-16,3.1730010137182256e-17,2.3905003517801138e-19,5.850280110239234e-18,1.3346327472581859e-14,8.2300458814691087e-26,3.8580279922685341e-15,2.5073426859705962e-14,4.0013388934818828e-15,5.7918963973861831e-18,4.354764849155947e-18,1.123239630791249e-17,7.3902073550054862e-24,1.1627239592562842e-20,2.6381939517310138e-21,8.0937893888184912e-29,1.4535282190917976e-24,4.582129713926391e-29,1.183990020277653e-25,1.8823602806882978e-22,7.8544199612305003e-15
1.8240969672540485e-10,0.00212942574863516,2.0275391621891238e-19,3.9682781008721025e-15,4.0345590351701565e-15,2.5071503733934078e-17,1.0341928060522529e-11,1.1673632279596638e-17,1.570757426572089e-29,-2.8128834107390316e-24,1.4117157977114641e-33,5.0566248300868637e-16,4.3949153412745041e-16,-1.6215232259932278e-19,4.0866669335317785e-21,-7.2754964298847084e-32,-4.249447100189688e-32,-2.4579750089147085e-27,-1.8926421713234011e-33,-3.5989326732121407e-40,2.2835974865172383e-26,-4.6881013731685105e-16,8.6214897198924181e-23,-7.0240422908008416e-18,1.7790768866812527e-12,4.9169650577384881e-22,6.7585744088166422e-21,1.1424157151256138e-17,3.7801314678336478e-40,-4.3643697894982018e-22,5.8007596328554088e-25,6.9492513671346975e-32,8.5008019624535368e-37,0.88129999999999997,0.0,0.0,0.0,0.009889433386097041,0.10880293367482584,0.00010000000000000036,2.6920171930506698e-08,2.5832711680006029e-07,1.9498701048785721e-07,2.2652652504483015e-13,6.4821954698442154e-08,7.6709036708472051e-11,1.4925486405619128e-09,1.3661495450054104e-15,2.035704438076876e-17,9.0744247432336417e-14,5.5837956141777848e-12,9.3818064922142969e-09,1.3184380035148481e-10,3.0338946649331459e-20,8.8966431980527099e-18,9.2635569104374657e-22,1.4956506762437262e-19,1.0457183775618537e-08,2.074611037835898e-21,7.8606364853499917e-23,1.3903578966574678e-24,1.5998244474736595e-26,1.3068225014239448e-27,9.8197359277207554e-12,1.7770110888625663e-12,1.2414051367765858e-15,8.2413263357545423e-16,3.2177727131158022e-17,2.6063185040273604e-19,6.4847030257164718e-18,1.3872101643988653e-14,9.0953129310899534e-26,3.9296332476326901e-15,2.579220609404896e-14,4.1935319565911117e-15,6.0707456290930185e-18,4.5644398602302749e-18,1.1818101906023921e-17,7.7755642769792052e-24,1.2082198303140739e-20,2.7810312215680708e-21,8.5320040871305706e-29,1.5105920136641751e-24,4.8302158170308007e-29,1.2365146374440241e-25,1.9898804090986842e-22,8.1665448831811197e-15
1.8592447449418078e-10,0.0021294257445456486,2.1428402319166123e-19,4.2114897439750293e-15,4.0262572157678131e-15,2.7121104951903975e-17,1.0732637930258098e-11,1.253740323561258e-17,1.6773611239864092e-29,3.6855652584733151e-25,1.6678404334098038e-33,5.0782134637979019e-16,4.3631543071422987e-16,-1.2745073334255496e-19,4.4879642223676809e-21,-7.3073142847322692e-32,-3.6733119721509254e-32,-2.4670999327688926e-27,-1.590520609128416e-33,-3.7926003289604278e-40,2.417384246749885e-26,-4.6799351880875692e-16,8.9520642583948299e-23,-7.6518177692775571e-18,1.8750114277162565e-12,5.2850342441160152e-22,7.3164535114590281e-21,1.2372231826713091e-17,5.9186686827941524e-40,-4.7383065712603215e-22,6.1017604817421101e-25,7.5063997483329549e-32,9.979892133175115e-37,0.88129999999999997,0.0,0.0,0.0,0.0098894224664236429,0.10880293175368366,0.00010000000000000033,2.7438831582568794e-08,2.633040409007328e-07,1.9810087748059904e-07,2.3089078033705017e-13,6.6713664855028233e-08,7.6708955688396246e-11,1.521579219404314e-09,1.4060181496300148e-15,2.0752995898152325e-17,9.6647274965602738e-14,5.8025945743614025e-12,9.5632589451726352e-09,1.3697312225264859e-10,3.0994997066422868e-20,9.4005306826480329e-18,9.7164676503430627e-22,1.5939441261967366e-19,1.0659435265393372e-08,2.2478868188969398e-21,8.6615782680359693e-23,1.5331817196616136e-24,1.796650874961515e-26,1.4669536957801279e-27,1.0141575448616883e-11,1.872833848368381e-12,1.308428361718633e-15,8.6886791471497769e-16,3.2626260584205865e-17,2.8369556546050444e-19,7.1217371924965593e-18,1.4407804512766606e-14,1.0033565395155428e-25,4.0016570778686566e-15,2.6518761976060806e-14,4.3911848147672068e-15,6.3575334023045443e-18,4.780084517220307e-18,1.2421878364761884e-17,8.1728106618850102e-24,1.25462335141695e-20,2.9284889722735674e-21,8.9843941029931832e-29,1.5687972828189712e-24,5.0863269805506659e-29,1.2904715760111804e-25,2.1014476821223741e-22,8.4846509699555802e-15
1.894392522629567e-10,0.0021294257404340933,2.2593581121817242e-19,4.4544112729619111e-15,4.0243136833902096e-15,2.9155168374830927e-17,1.113035672091011e-11,1.3447553262271996e-17,1.7822369384150435e-29,-7.7326829705597934e-25,1.942286229977107e-33,5.1004288614047808e-16,4.3324938552050053e-16,-9.239089931209352e-20,4.8910156557494196e-21,-7.2894698643871466e-32,-3.0395849984612267e-32,-2.4740230146600439e-27,-1.2547630588432875e-33,-3.9850546611963251e-40,2.5562511296922259e-26,-4.6726568763922555e-16,9.2886342212372047e-23,-8.2785247775262853e-18,1.9740564278810177e-12,5.6726553122492957e-22,7.8703598534296711e-21,1.3313870006070667e-17,8.1831952351877236e-40,-5.1176203699036154e-22,6.4126346248383431e-25,8.0956982525523268e-32,1.1564276689187839e-36,0.88129999999999997,0.0,0.0,0.0,0.0098894115466799954,0.10880292982217875,0.0001000000000000003,2.7957489188467803e-08,2.6828094972141464e-07,2.0120436800749367e-07,2.3525502207293629e-13,6.8615730542090787e-08,7.6708874667772629e-11,1.5506097080867145e-09,1.4461050018244464e-15,2.1148946185832915e-17,1.0280761362846037e-13,6.025667714567611e-12,9.7447111876818177e-09,1.4220031686454455e-10,3.1653602907332328e-20,9.9223631598982814e-18,1.0184472187241459e-21,1.6969762192168261e-19,1.0861686531757837e-08,2.4323222563138009e-21,9.5277298518806923e-23,1.687767840489996e-24,2.0134855061886504e-26,1.6433481951927613e-27,1.0466907994143505e-11,1.9717634292020921e-12,1.3776274076379242e-15,9.1506362611267594e-16,3.30755757862017e-17,3.0831195504680657e-19,7.7614938725777413e-18,1.495342335173195e-14,1.1049549567360854e-25,4.0740951323082612e-15,2.7253062271137509e-14,4.5943560838657362e-15,6.6523451003681966e-18,5.0017630307874964e-18,1.3043933828628337e-17,8.5820834553083372e-24,1.3019389957369828e-20,3.0806182316203266e-21,9.4511159861749856e-29,1.6281496268758335e-24,5.3505518318758672e-29,1.3458799317762798e-25,2.2171403240695557e-22,8.8087325415126883e-15
