Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726),C7H9(2388),C7H9(1587),S(859)
1.1753432890334136e-09,0.0021294244501372304,9.7713057020387095e-18,9.1853846341057597e-14,3.1385120526135421e-15,5.6871858830465258e-16,3.9404854582611451e-10,1.4615819427762581e-14,8.54149971625172e-29,5.6696583048391313e-24,4.8734665996662902e-31,1.0267351026941403e-15,1.1558984249652827e-16,2.3910184585681027e-17,2.2240796060292366e-19,-1.8680147658830945e-30,4.0055264384775835e-29,2.0933509138905586e-25,6.9023076180908532e-30,-7.1232811734765167e-39,5.5889061378188067e-24,-5.1078100023670117e-16,3.2392449023001128e-21,-2.3473951232164475e-16,2.1480934486046893e-10,3.999934319950964e-19,1.4739617033391953e-19,2.2130847490042425e-16,1.6130176454312969e-37,-4.3662903354852437e-20,1.2382965193946704e-22,2.1586805807129264e-28,3.0236116886587513e-34,0.88129999999999997,0.0,0.0,0.0,0.0098863457669092648,0.10880232323347391,9.9999999999976532e-05,1.7336148013260108e-07,1.6636938036187524e-06,1.0064113479098428e-06,1.4588836342640874e-12,6.6664796965047699e-07,7.6686126579682301e-11,9.6900624080127425e-09,1.4049893533673359e-14,1.3216390957007021e-16,3.2387043275586333e-11,2.5276064717248115e-10,6.0634209769747334e-08,5.4706282052934542e-09,3.2643734240559008e-19,1.4836681989702666e-15,1.8629469480203085e-19,1.5257265427424713e-16,6.7584898465599142e-08,1.0442779750072191e-17,1.7553326746196979e-18,3.6903911769952271e-20,2.4400076661965401e-21,2.2034083553201983e-22,1.5886169662005252e-10,2.1455710443347063e-10,1.502944794805707e-13,1.0097858662937636e-13,1.6518837111496471e-16,9.6778960907897212e-16,3.4810130485967938e-16,5.1618159722784972e-13,2.6603013970816009e-21,3.2881959896978945e-14,4.1568635015082201e-13,4.2768035884940902e-13,6.2210671804942956e-16,4.6781998529720776e-16,1.4420388082074728e-15,9.487685180519039e-22,8.6281027255208108e-19,4.6533220622571258e-19,1.4276072729961807e-26,1.0843792096147662e-22,8.0821008876812976e-27,1.9735105203349931e-23,6.7968797558026289e-20,3.1585867190288712e-13
1.1898252124313652e-09,0.0021294244310076497,9.9951062528353792e-18,9.3039863091637989e-14,6.6057282450431094e-15,5.7806684166472431e-16,4.036848720364974e-10,1.5333397025012791e-14,8.4015242446144986e-29,2.1631138374693506e-23,4.9269682603325077e-31,1.023790927610087e-15,1.1260281561289082e-16,2.4436879579303225e-17,2.2584788096193913e-19,-1.7771963208720762e-30,4.1305585992891309e-29,2.1803210607110314e-25,7.3085779800250643e-30,-7.1473955958555767e-39,5.7950116663770526e-24,-5.0765922410160378e-16,3.3196293848821275e-21,-2.3755508886247239e-16,2.2115090876770494e-10,4.1686623145547e-19,1.4940430971221329e-19,2.2272519374167347e-16,1.6149734917471063e-37,-4.4574754822860871e-20,1.2852471368836597e-22,2.2862802930030162e-28,3.0631460893872863e-34,0.88129999999999997,0.0,0.0,0.0,0.009886300692897516,0.1088023142332098,9.9999999999976017e-05,1.7549611669798461e-07,1.6841814539723056e-06,1.01814090997899e-06,1.4768490321676528e-12,6.7551783071673611e-07,7.6685792114258442e-11,9.8095664104383631e-09,1.4236829700883881e-14,1.3379383887154397e-16,3.3615922705974129e-11,2.5934978782304156e-10,6.1381600989326705e-08,5.6062283272411932e-09,3.3253815178863891e-19,1.5309770437735497e-15,1.9326343341494996e-19,1.6005005411367069e-16,6.8417974685069868e-08,1.1073802871850511e-17,1.8777413527351101e-18,3.9565079761629538e-20,2.6471987790044052e-21,2.3934479496684105e-22,1.6137425665198571e-10,2.2089119359833694e-10,1.547322811332066e-13,1.0396279067408219e-13,1.6714759963730446e-16,1.0205446508600489e-15,3.5341612120298137e-16,5.2812139336085229e-13,2.8559591041765674e-21,3.3367806648102117e-14,4.2280262577742207e-13,4.4072893398023075e-13,6.4109472570089263e-16,4.8209902220989548e-16,1.4867035368108024e-15,9.7815502390910454e-22,8.9342941723619498e-19,4.8318437571926981e-19,1.4823765069781142e-26,1.1228762423567571e-22,8.392165486627966e-27,2.0572230970032629e-23,7.1042772648678432e-20,3.2330144184187262e-13
1.1979441958978364e-09,0.0021294244202832717,1.0129998484826357e-17,9.3993142730017272e-14,7.6619919285733594e-15,5.8341462187043644e-16,4.0913868677750917e-10,1.5747068815152538e-14,8.325941636252237e-29,1.4706661701495948e-24,4.9566631241084779e-31,1.0219368787984141e-15,1.1080695953187451e-16,2.4733952738275893e-17,2.2777151204569648e-19,-1.7501397549783024e-30,4.2015186311622291e-29,2.2301777650778989e-25,7.5453973547085506e-30,-7.1864159424309714e-39,5.9127852422761804e-24,-5.0575178106409138e-16,3.3651944490588535e-21,-2.391242124619284e-16,2.2474972615221727e-10,4.2653384723517202e-19,1.5054735084895123e-19,2.2350797280846426e-16,1.6157076152173467e-37,-4.5088006287189433e-20,1.3120993327972374e-22,2.3604279159814524e-28,3.0852622444164671e-34,0.88129999999999997,0.0,0.0,0.0,0.0098862754225933439,0.10880230918740992,9.9999999999975705e-05,1.7669284026136732e-07,1.6956672967396644e-06,1.0247167453823536e-06,1.4869208416846972e-12,6.8049045874957862e-07,7.6685604599282522e-11,9.8765630647071028e-09,1.4341629992396853e-14,1.3470761420690393e-16,3.4318240059220797e-11,2.6308432003309213e-10,6.1800608472956641e-08,5.6829754254650603e-09,3.3598260167702953e-19,1.5578762839488956e-15,1.9724563406212985e-19,1.643595188313117e-16,6.8885019575546964e-08,1.1440566048561419e-17,1.9493504589179931e-18,4.1124925102196285e-20,2.7697763543513271e-21,2.5059961915203908e-22,1.6278416744537321e-10,2.2448576848074269e-10,1.5725072518962338e-13,1.0565633972538595e-13,1.6824594919625158e-16,1.0510641826801484e-15,3.5638722342040101e-16,5.3486626470924713e-13,2.9707826282093706e-21,3.3640535033407105e-14,4.2680006866814219e-13,4.4814132405482872e-13,6.5188113723426663e-16,4.9021043651845928e-16,1.5120814176774512e-15,9.9485202994489527e-22,9.1094503036348686e-19,4.9341263767235269e-19,1.5137561145357992e-26,1.1448985387375693e-22,8.5698145922649264e-27,2.1053550126739015e-23,7.2813021944245187e-20,3.2750791139259478e-13
1.2060631793643075e-09,0.00212942440955905,1.0268533416731128e-17,9.5045298444767273e-14,7.9058120768949151e-15,5.8883919590866754e-16,4.1462972202847644e-10,1.6169061086566753e-14,8.2513719543993108e-29,-5.8652452136278613e-24,4.9861563137406014e-31,1.0200899624887877e-15,1.090734227758479e-16,2.5032126101417549e-17,2.2969175093473171e-19,-1.7554908861878775e-30,4.2731000685885272e-29,2.2808350236858909e-25,7.7889221615939229e-30,-7.2337489842215615e-39,6.0321742587347693e-24,-5.0388250324408019e-16,3.4111207094137377e-21,-2.4068692079470374e-16,2.2837986251212763e-10,4.3635263966509435e-19,1.5170352961118482e-19,2.2428319142082264e-16,1.6161959558532815e-37,-4.5602683878299769e-20,1.3393368212703484e-22,2.4365013192891643e-28,3.1073492596731024e-34,0.88129999999999997,0.0,0.0,0.0,0.0098862501519195907,0.10880230414161514,9.9999999999975407e-05,1.7788955290993759e-07,1.7071530500445991e-06,1.0312925125186738e-06,1.4969925719198817e-12,6.8546303521042776e-07,7.6685417081417042e-11,9.9435591918416513e-09,1.4446429197007734e-14,1.356213823526181e-16,3.5030252564573384e-11,2.6684799577715281e-10,6.2219614831699242e-08,5.7602439505744968e-09,3.3944444982877007e-19,1.5850469410113827e-15,2.0128244934393514e-19,1.6875479559971457e-16,6.9352063289130383e-08,1.1816903050312022e-17,2.0231705074288121e-18,4.2735216351708899e-20,2.8971657519151303e-21,2.6230511282781194e-22,1.641949827852638e-10,2.2811162497142688e-10,1.5979109024543206e-13,1.0736464319269744e-13,1.6934425771520967e-16,1.0822755891953137e-15,3.5935238920407132e-16,5.4164768924440668e-13,3.0894233610588168e-21,3.3913501737436147e-14,4.3080302941494568e-13,4.5562352189540027e-13,6.6276917483298283e-16,4.983982750088092e-16,1.5377022801071061e-15,1.0117089021245521e-21,9.2871515160749067e-19,5.0380109125861034e-19,1.545627179084402e-26,1.1672409392369871e-22,8.7502459791997437e-27,2.154364819139595e-23,7.4617606736698981e-20,3.3173862163226815e-13
1.2141821628307787e-09,0.002129424398834982,1.0409266593561679e-17,9.6146310741542448e-14,8.0769701023691212e-15,5.9434178972607967e-16,4.2015728836770847e-10,1.6599473838828444e-14,8.1774375569070171e-29,-2.226727761992483e-24,5.0154634912802387e-31,1.0181912558550275e-15,1.07339204821961e-16,2.5331601822290685e-17,2.3160877178541348e-19,-1.7617281365589874e-30,4.3453036939659617e-29,2.3323004580708968e-25,8.0392932603708744e-30,-7.2848366851508873e-39,6.1531903084882596e-24,-5.0199019987229137e-16,3.4574099210156487e-21,-2.4224358363392958e-16,2.3204133554211278e-10,4.4632366682095785e-19,1.5287351351396125e-19,2.2505156008217406e-16,1.6164456535153712e-37,-4.6118769404016837e-20,1.3669625152977161e-22,2.5145346629910631e-28,3.1294124356782162e-34,0.88129999999999997,0.0,0.0,0.0,0.0098862248808763518,0.1088022990958262,9.9999999999975109e-05,1.7908625464371951e-07,1.718638713780008e-06,1.0378682113789223e-06,1.5070642227793057e-12,6.9043556002249203e-07,7.6685229560662826e-11,1.0010554791108018e-08,1.4551227313098109e-14,1.3653514329867535e-16,3.5752019627240249e-11,2.7064086052198355e-10,6.2638620065540571e-08,5.8380338965424123e-09,3.4292372324100102e-19,1.6124896111752238e-15,2.0537421528379138e-19,1.7323687433064363e-16,6.9819105825905373e-08,1.2202978078178253e-17,2.0992482693286209e-18,4.4397098445870337e-20,3.029506518428171e-21,2.7447470208828618e-22,1.6560668462493835e-10,2.3176878073475485e-10,1.6235338868396341e-13,1.090877094329866e-13,1.7044260392467268e-16,1.1141884427686925e-15,3.6231190037654975e-16,5.4846556963109533e-13,3.2119716589929852e-21,3.4186703134632932e-14,4.3481142264372252e-13,4.6317561273520439e-13,6.7375896269259538e-16,5.0666263108076829e-16,1.5635664322288803e-15,1.0287258431770144e-21,9.4674203611176409e-19,5.1435127729867101e-19,1.5779944277566333e-26,1.189906280839331e-22,8.9334864091088745e-27,2.2042631908675663e-23,7.6456970698515111e-20,3.3599352465863137e-13
1.2223011462972498e-09,0.002129424388111076,1.0552119209688303e-17,9.7293450349075461e-14,8.3982428294282494e-15,5.9992394611294397e-16,4.2572116553437519e-10,1.7038414507221577e-14,8.1040519858675712e-29,1.2260950187456259e-24,5.0445856183356434e-31,1.016221061891829e-15,1.0558352955959552e-16,2.5632440426136558e-17,2.3352254229135365e-19,-1.7588284770526426e-30,4.4181302803386223e-29,2.3845825428216245e-25,8.2966602397496613e-30,-7.33930436277028e-39,6.2758458573042407e-24,-5.0005457284419724e-16,3.5040639828006034e-21,-2.43794234874182e-16,2.3573416398004041e-10,4.5644806451308344e-19,1.5405768023687106e-19,2.2581326503972513e-16,1.6164627776555561e-37,-4.6636208622700057e-20,1.394979556821155e-22,2.5945649427140459e-28,3.1514513114942396e-34,0.88129999999999997,0.0,0.0,0.0,0.0098861996094636792,0.1088022940500433,9.9999999999974811e-05,1.8028294546273904e-07,1.7301242878812445e-06,1.0444438419517118e-06,1.51713579420629e-12,6.9540803310523036e-07,7.6685042037020277e-11,1.0077549862062349e-08,1.4656024338970534e-14,1.3744889703902195e-16,3.6483605005853595e-11,2.7446296306630089e-10,6.305762417446558e-08,5.916345256897036e-09,3.4642045089081721e-19,1.640204932443229e-15,2.0952129254017548e-19,1.778068211166518e-16,7.0286147185963227e-08,1.2598968675618396e-17,2.1776344405706329e-18,4.6111814021916005e-20,3.166950789449178e-21,2.8712304057344368e-22,1.6701925384929284e-10,2.3545725447630462e-10,1.6493763361861348e-13,1.1082554729585956e-13,1.7154100489019356e-16,1.1468130715427467e-15,3.6526571248627002e-16,5.5531980159032984e-13,3.3385256730090478e-21,3.4460137056869418e-14,4.388251586377941e-13,4.7079768708488312e-13,6.8485063269785318e-16,5.1500360391669787e-16,1.5896742013857581e-15,1.0459030684727033e-21,9.6502811429810458e-19,5.2506485538196289e-19,1.6108629520597868e-26,1.2128976212614466e-22,9.1195647064995283e-27,2.2550616510291996e-23,7.8331592893629636e-20,3.4027256912745057e-13
1.230420129763721e-09,0.002129424377387326,1.0697042810029033e-17,9.8485039222582477e-14,8.7112477216020307e-15,6.0558714513080849e-16,4.3132151300880157e-10,1.7485993606406707e-14,8.031148313746767e-29,8.1386963107875799e-25,5.0735246700032876e-31,1.0142149205985771e-15,1.0384120345559796e-16,2.5934574470278182e-17,2.3543300583432477e-19,-1.7543025971626712e-30,4.4915806104945088e-29,2.437689998568129e-25,8.5611785597405145e-30,-7.3969227823945608e-39,6.4001536998660277e-24,-4.9811075696096738e-16,3.551084851394336e-21,-2.453388690761837e-16,2.3945836662749618e-10,4.6672699319840555e-19,1.5525638057372785e-19,2.2656843368390843e-16,1.6162527834445204e-37,-4.7154959989372234e-20,1.4233911755620921e-22,2.6766304477926813e-28,3.1734676248846982e-34,0.88129999999999997,0.0,0.0,0.0,0.009886174337681625,0.10880228900426635,9.9999999999974512e-05,1.8147962536702281e-07,1.7416097722829789e-06,1.0510194042224135e-06,1.5272072861435583e-12,7.0038045437925618e-07,7.6684854510489821e-11,1.0144544404331834e-08,1.4760820272951909e-14,1.3836264356857305e-16,3.7225073908899009e-11,2.7831435331877759e-10,6.3476627158458957e-08,5.9951780250163618e-09,3.4993466241044798e-19,1.6681935546004833e-15,2.1372404998703068e-19,1.824657314085703e-16,7.0753187369397065e-08,1.3005058256579318e-17,2.2583815650498663e-18,4.788065323036513e-20,3.3096574454135164e-21,3.0026544912126113e-22,1.6843267127181256e-10,2.3917706496499005e-10,1.6754383820719783e-13,1.1257816566091864e-13,1.7263944089152835e-16,1.1801601114163513e-15,3.6821374112572195e-16,5.6221027873849634e-13,3.4691874214967687e-21,3.4733800476294964e-14,4.4284414770108098e-13,4.784898361708688e-13,6.9604431777561348e-16,5.2342129348264034e-16,1.6160259175741662e-15,1.0632407951278286e-21,9.8357588314392433e-19,5.3594353109979957e-19,1.6442379846318078e-26,1.2362181021703055e-22,9.3085104948606742e-27,2.3067720757816336e-23,8.0241967310700637e-20,3.4457570262347311e-13
1.2385391132301921e-09,0.0021294243666637315,1.0843794431262341e-17,9.9712664326607927e-14,8.9397040125882374e-15,6.1133274524157585e-16,4.3695841502772113e-10,1.7942323229551539e-14,7.9586568089020156e-29,-9.837069056153103e-28,5.1022856782595824e-31,1.012187357911735e-15,1.0212587966541491e-16,2.6237967842722458e-17,2.3734011596939229e-19,-1.7519951058408835e-30,4.5656554877959535e-29,2.4916316291545407e-25,8.8330079153930997e-30,-7.4569380066536419e-39,6.5261267952790134e-24,-4.9617279855651069e-16,3.5984745178162496e-21,-2.4687749654893626e-16,2.4321396202709821e-10,4.7716162039815815e-19,1.5646998462259078e-19,2.2731721944885683e-16,1.6158206898673414e-37,-4.7674997731570926e-20,1.4522006420475038e-22,2.7607702507770261e-28,3.195465831245805e-34,0.88129999999999997,0.0,0.0,0.0,0.009886149065530243,0.1088022839584952,9.9999999999974214e-05,1.8267629435659753e-07,1.7530951669127672e-06,1.0575948981730689e-06,1.537278698527591e-12,7.0535282376779166e-07,7.6684666981071833e-11,1.0211538417511729e-08,1.4865615113424104e-14,1.3927638288180836e-16,3.7976492026854107e-11,2.8219508155733792e-10,6.3895629017505229e-08,6.0745321942260853e-09,3.5346638765189746e-19,1.696456129243433e-15,2.1798285924060816e-19,1.8721471442705035e-16,7.1220226376300314e-08,1.3421433631559598e-17,2.3415433501568785e-18,4.970493726038735e-20,3.4577902240417639e-21,3.1391773404449272e-22,1.6984691796307032e-10,2.4292823071090283e-10,1.7017201542605087e-13,1.1434557328530915e-13,1.737379048583954e-16,1.2142403567192769e-15,3.7115591668956838e-16,5.6913689420135865e-13,3.6040615047481414e-21,3.5007689707796808e-14,4.4686830124620618e-13,4.8625215042776729e-13,7.0734014969835018e-16,5.3191579887648403e-16,1.6426219079489233e-15,1.0807392383890084e-21,1.0023878700175244e-18,5.4698903183159499e-19,1.6781248249550497e-26,1.2598709034966539e-22,9.5003537761069767e-27,2.3594065299465267e-23,8.2188596077940355e-20,3.4890287245114316e-13
1.2547770801631344e-09,0.002129424345217016,1.1142225168768183e-17,1.0225675123611954e-13,9.3198603358986268e-15,6.2307677221302211e-16,4.4834172371161011e-10,1.8881649284419319e-14,7.8147948961732657e-29,5.1713494681580058e-25,5.1593012154904936e-31,1.0080762156459435e-15,9.8780597194081211e-17,2.6848541486737406e-17,2.4114416046199182e-19,-1.747752867949048e-30,4.7156820008904838e-29,2.6020500558565598e-25,9.3992018420168393e-30,-7.5823750771293494e-39,6.7831166827872927e-24,-4.9232055450283006e-16,3.6943676774539293e-21,-2.4993685025110961e-16,2.5081939695072108e-10,4.9850224656258949e-19,1.5894334467377822e-19,2.2879632863321778e-16,1.6143071844655858e-37,-4.8718877577846298e-20,1.5110252090920977e-22,2.9354190082383129e-28,3.2394309283326288e-34,0.88129999999999997,0.0,0.0,0.0,0.0098860985201197141,0.10880227386697064,9.9999999999973604e-05,1.8506959959171824e-07,1.7760656866025893e-06,1.0707456810322289e-06,1.5574212844133311e-12,7.1529740662288004e-07,7.6684291913575016e-11,1.0345524855108952e-08,1.5075201508245171e-14,1.4110383983895754e-16,3.9509416908523997e-11,2.9004473645103482e-10,6.4733629360699829e-08,6.2348047114122882e-09,3.605824888258212e-19,1.7538055103111147e-15,2.2666999661742768e-19,1.9698699953767293e-16,7.2154300860856288e-08,1.42857385264382e-17,2.5153122857971376e-18,5.3524807760438751e-20,3.7709557206655319e-21,3.4281210138419437e-22,1.7267783186985847e-10,2.5052469372512826e-10,1.754943338473225e-13,1.1792478741813295e-13,1.7593493461924088e-16,1.2846405322273273e-15,3.7702253708746583e-16,5.8309814961577274e-13,3.886840726978962e-21,3.5556132297149878e-14,4.5493178540158666e-13,5.0198759826525685e-13,7.3023872589808002e-16,5.4913561197384948e-16,1.6965478826642368e-15,1.1162190454390772e-21,1.0408138452382115e-18,5.6958689694841042e-19,1.7474535286795539e-26,1.3081852273677335e-22,9.8928437775750308e-27,2.467492359188045e-23,8.6192483940830662e-20,3.5762912836910786e-13
1.2693912504027825e-09,0.0021294243259155103,1.141607648501339e-17,1.0463545637827989e-13,9.61031180354522e-15,6.3394343170238479e-16,4.5871151102499896e-10,1.9758082853450896e-14,7.6864689367721059e-29,4.9785111191172631e-25,5.2100720403446609e-31,1.0043150707060441e-15,9.5864867642593196e-17,2.7402345963112519e-17,2.4455597033290156e-19,-1.7433523662908689e-30,4.8528503096194344e-29,2.704367203781956e-25,9.9354010583822289e-30,-7.7001149075988973e-39,7.0202312364790893e-24,-4.8888048560608931e-16,3.7819527822290248e-21,-2.5266995019727772e-16,2.5777182571033767e-10,5.1825272263398583e-19,1.6122410743394554e-19,2.3010737535304684e-16,1.6122304357627535e-37,-4.9662588309812237e-20,1.5653603654329759e-22,3.1000905744758494e-28,3.2789936257046732e-34,0.88129999999999997,0.0,0.0,0.0,0.009886053027987677,0.10880226478461878,9.9999999999973062e-05,1.8722353697528474e-07,1.7967388466417581e-06,1.0825811517188649e-06,1.5755493390583619e-12,7.242473530472669e-07,7.6683954342956742e-11,1.0466110835581789e-08,1.5263825509097045e-14,1.4274852636769541e-16,4.0923719806604399e-11,2.9721025482176817e-10,6.5487825822104434e-08,6.3808331030940955e-09,3.6704716957249621e-19,1.8063632026969839e-15,2.3468376198240992e-19,2.0610109579628491e-16,7.2994963874132467e-08,1.510066355665346e-17,2.6805048891046953e-18,5.716570715390167e-20,4.0730436068418762e-21,3.7072365453671606e-22,1.752283125940485e-10,2.574689192220968e-10,1.8035968866429753e-13,1.2119674163064631e-13,1.7791237553912207e-16,1.3506157666184381e-15,3.8228193859150997e-16,5.9578583037684841e-13,4.1568113558646128e-21,3.6050467637304443e-14,4.6220574586970542e-13,5.1639032452368247e-13,7.511980373364588e-16,5.6489709442804281e-16,1.7459197825677454e-15,1.1487025654272474e-21,1.0763258953589225e-18,5.9051264207759258e-19,1.8116522828013784e-26,1.3528361676782793e-22,1.0256291638974181e-26,2.5680501559276749e-23,8.9924987835580927e-20,3.6556444833626484e-13
1.2840054206424305e-09,0.0021294243066145137,1.169438930310633e-17,1.0708032038196816e-13,9.8401777224422788e-15,6.4510115186928289e-16,4.6919956625349504e-10,2.066463955799875e-14,7.5590925240438593e-29,8.674426919408701e-25,5.2603661987172205e-31,1.0004885473494639e-15,9.3026294115078079e-17,2.7960175011223976e-17,2.479563214675293e-19,-1.7392428455342742e-30,4.9920559729965537e-29,2.8095267149744945e-25,1.0497884940759799e-29,-7.8206811046456262e-39,7.2629455452327027e-24,-4.8545549787733547e-16,3.8707646561996766e-21,-2.5538389297324156e-16,2.648262382649425e-10,5.3852573870496217e-19,1.6355909021206963e-19,2.314003016654224e-16,1.6095034667784274e-37,-5.0610166423828789e-20,1.6210360793839295e-22,3.2721123311104907e-28,3.3185844636655195e-34,0.88129999999999997,0.0,0.0,0.0,0.0098860075346598603,0.10880225570228605,9.9999999999972493e-05,1.8937743899561014e-07,1.8174117147754427e-06,1.0944164006513807e-06,1.5936771350352458e-12,7.331971302886648e-07,7.6683616762989465e-11,1.0586695095689783e-08,1.5452445944344126e-14,1.4439318943217285e-16,4.237127845343639e-11,3.0447160918918859e-10,6.6242018638440487e-08,6.5285507305066534e-09,3.7356905846640114e-19,1.8598184962286806e-15,2.4288490776406253e-19,2.155245034012246e-16,7.3835623076887731e-08,1.5951906360552638e-17,2.8543896568665561e-18,6.1007729849171238e-20,4.3954222111963353e-21,4.0054981314068389e-22,1.7778120290230781e-10,2.6451500654137793e-10,1.8529642463500081e-13,1.2451674115264972e-13,1.7988991886420545e-16,1.4191378069803117e-15,3.8752148950456144e-16,6.0858895221839181e-13,4.4421366169229429e-21,3.6545478632299688e-14,4.6949512939300899e-13,5.310217286954019e-13,7.7249026107316648e-16,5.8090893154201442e-16,1.7960879880936158e-15,1.1817100029796471e-21,1.1127338181985748e-18,6.1200613457703928e-19,1.8775928470909353e-26,1.3986139101464887e-22,1.0629600395518444e-26,2.6717936833025413e-23,9.3782953601162912e-20,3.7357683223756212e-13
1.3132337611217266e-09,0.002129424268014051,1.226325232047254e-17,1.1212880975634096e-13,1.0215849968887517e-14,6.6832845944776614e-16,4.9053041276715379e-10,2.2570889972871937e-14,7.3072274816230489e-29,-4.8078047278339522e-27,5.359697068345163e-31,9.9269970270078876e-16,8.7619078303070213e-17,2.9087746745410393e-17,2.547219827048741e-19,-1.7312972579409626e-30,5.2766044574332877e-29,3.0285919257091626e-25,1.1705969733236205e-29,-8.0667392046321886e-39,7.7654917173939348e-24,-4.7869901343381286e-16,4.0521193939849019e-21,-2.607549724557407e-16,2.7924138037312453e-10,5.8066658214794717e-19,1.6840101804345168e-19,2.3393583220374834e-16,1.6021893963690395e-37,-5.251657509708405e-20,1.7364893737255119e-22,3.63922465783661e-28,3.3980044228473197e-34,0.88129999999999997,0.0,0.0,0.0,0.0098859165444181163,0.10880223753767798,9.9999999999971368e-05,1.9368513694716846e-07,1.8587565737816875e-06,1.1180862323933782e-06,1.6299319496302749e-12,7.5109617585595728e-07,7.6682941575017238e-11,1.082785844579574e-08,1.5829676089223629e-14,1.4768244504538205e-16,4.536770763583167e-11,3.1928300820801094e-10,6.7750393335544059e-08,6.829053534987188e-09,3.8678516270960072e-19,1.9694366818387055e-15,2.5985808175193972e-19,2.3532641849061605e-16,7.5516930052973955e-08,1.7768139235281461e-17,3.2296527639106482e-18,6.9330533919489064e-20,5.1056629062268359e-21,4.6639453282700518e-22,1.8289383772147653e-10,2.7891313156336149e-10,1.9538429584943965e-13,1.3130104876270444e-13,1.8384530481184354e-16,1.5640914151324392e-15,3.9794006037237691e-16,6.345390625487356e-13,5.0616805837588672e-21,3.7537447615049783e-14,4.841183498191726e-13,5.6097243452563681e-13,8.1607616106033895e-16,6.1368571199706439e-16,1.8988200570608478e-15,1.2493010659490701e-21,1.1882990005434787e-18,6.5673875297861638e-19,2.01482945976901e-26,1.4936274565315074e-22,1.1406536865364974e-26,2.8891414589708116e-23,1.0188796141791759e-19,3.8983157327477227e-13
1.3424621016010227e-09,0.0021294242294156284,1.2847161749901961e-17,1.1734501017112319e-13,1.0528249450931954e-14,6.9283565698245895e-16,5.1233421995720634e-10,2.4605970323914585e-14,7.059121569923675e-29,5.0024595593516373e-25,5.4576067097260525e-31,9.8469425334446639e-16,8.2503718903427609e-17,3.0231018167879917e-17,2.6143962749236903e-19,-1.7214598092411712e-30,5.5693793993348075e-29,3.2596874729087549e-25,1.3032114357663027e-29,-8.3149724103994535e-39,8.2913956441208691e-24,-4.7201369000897584e-16,4.238534197825544e-21,-2.6605105527239393e-16,2.9406554111473267e-10,6.2497911752041343e-19,1.7348744703461743e-19,2.364103672823984e-16,1.5925462750093724e-37,-5.4437279133908175e-20,1.8575464243754684e-22,4.0388197084301092e-28,3.4779804089479382e-34,0.88129999999999997,0.0,0.0,0.0,0.0098858255493969004,0.10880221937314606,9.999999999997023e-05,1.9799269344765568e-07,1.9001002605527167e-06,1.141755174500079e-06,1.6661857255079989e-12,7.6899454062632809e-07,7.668226634967714e-11,1.1069014887514749e-08,1.6206891886013066e-14,1.5097160643428042e-16,4.8501795272257092e-11,3.3448129928303419e-10,6.9258753451284201e-08,7.1363128094879475e-09,4.0023220628702852e-19,2.08268957056899e-15,2.776070103061817e-19,2.5644735875935894e-16,7.7198221793380062e-08,1.9744130599805197e-17,3.6439768681336787e-18,7.856517041053987e-20,5.911117282732549e-21,5.4126579089478091e-22,1.8801500063422096e-10,2.9371978524722776e-10,2.0575844973459403e-13,1.3827804919391164e-13,1.8780106908731877e-16,1.7200435527961119e-15,4.0827600379875913e-16,6.609435782491453e-13,5.7512334128688379e-21,3.8531882535352347e-14,4.9879786560317507e-13,5.9184339117550371e-13,8.6100178121104e-16,6.4746998076536552e-16,2.0047573833871099e-15,1.3190009808180887e-21,1.2676334461084218e-18,7.0386999782144551e-19,2.1594248946171427e-26,1.5933819531879413e-22,1.2225133772823972e-26,3.1201480206497661e-23,1.105331235282245e-19,4.0639091799332742e-13
