Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726),C7H9(2388),C7H9(1587),S(859),S(1111),S(1873),S(2962)
1.079680255730284e-08,0.0021868516650718,8.2106096397130091e-19,2.231659313302045e-14,1.1699290847227752e-15,4.1603406092015732e-16,5.4836485481791901e-10,9.2943574071202061e-14,1.1499452119188431e-38,-5.9176706266107046e-31,5.3560735120758544e-32,1.0559079543088868e-18,-6.657655368920331e-27,1.1660548423174894e-17,2.9032679353042837e-19,1.7617246303874875e-30,8.7566578381884081e-30,3.5704652991317954e-25,4.4269275344431085e-29,-5.7767496873001776e-43,6.2490296578662606e-25,-1.8872125440289364e-17,7.4206945683087291e-23,-4.5245779035114552e-16,5.216066060741593e-11,2.8245894260117353e-20,1.2525834619086231e-19,3.1121003452329044e-16,-1.0209732562586424e-47,-3.2009889920229001e-20,-1.3119836266876327e-23,-2.3205793292499358e-28,2.4796814130933727e-34,0.88129999999999997,0.0,0.0,0.0,0.0098875981114496126,0.10880215826223615,9.9999999999988932e-05,1.5323875863387322e-07,1.1004010266055555e-06,2.8663508003848036e-07,1.9912415945071867e-12,8.2746652865114847e-07,8.1667893229501497e-13,1.3531855165722456e-08,3.4477664534331235e-14,3.4173552349336848e-16,1.8787477249589145e-10,5.7650922594379402e-10,5.1408594826986533e-09,1.061316183921168e-08,1.8424082319385822e-19,1.0474180468145573e-15,9.7245853880877742e-20,1.7572909126964549e-16,4.0283130486017491e-09,3.6505800821834624e-17,4.3975081477438398e-17,1.1735992134598199e-19,7.7185284469820861e-20,3.7906873692121827e-21,1.1648097842264293e-11,5.2051319514877289e-11,6.2078857904645046e-14,4.6124878698001063e-14,2.3833567456853856e-17,1.1373957953177572e-15,9.4091696955500107e-16,2.3576754269059114e-14,8.8883426465784892e-20,1.9534557434908799e-14,2.0480919056672494e-13,7.7089396598434578e-13,2.3691616229265842e-15,2.0762068966519343e-15,4.9370678812323482e-15,1.6265851194660467e-20,9.3525835543219648e-19,2.2771016855939759e-18,1.4265181317435133e-25,2.6848057226617319e-23,7.9598673524075006e-26,1.6225747444219781e-23,1.1667671262137218e-19,9.0190327864667642e-13,4.6134703095552047e-18,2.2357021568319518e-21,1.3506056219568253e-26
1.0805727318646085e-08,0.002186851663526959,8.2331449529196596e-19,2.2422579835421647e-14,1.0775071844491634e-15,4.167217540760777e-16,5.4926355467526382e-10,9.3247082404549508e-14,1.1160392410114157e-38,-3.9184843954291763e-32,5.3505407866842933e-32,1.0228370906936235e-18,-6.5403424240273063e-27,1.1672949839345474e-17,2.9032790059433522e-19,1.7617762530927874e-30,8.766764873181016e-30,3.5818801993122382e-25,4.4472000826246891e-29,-5.8968213845996846e-43,6.2726948177483909e-25,-1.8817003786570461e-17,7.4423585452944857e-23,-4.5249798197955516e-16,5.225122113180864e-11,2.8311646680117214e-20,1.252954385148256e-19,3.1135034832709419e-16,-9.9747738661624505e-48,-3.2020281667011328e-20,-1.3087008176627994e-23,-2.3242738801831001e-28,2.4798044870718501e-34,0.88129999999999997,0.0,0.0,0.0,0.0098875961180952786,0.10880215755475926,9.9999999999988919e-05,1.5336523108888559e-07,1.1013097676899989e-06,2.8686032528104212e-07,1.9928860044664309e-12,8.281614618924403e-07,8.16678772532018e-13,1.3543033873769891e-08,3.4506619997382161e-14,3.4201783228717221e-16,1.8833738761024062e-10,5.775989142105235e-10,5.1451088153855874e-09,1.0630708524747695e-08,1.8453937758040016e-19,1.0495168204529128e-15,9.748537850704847e-20,1.76258458203369e-16,4.0316427834197664e-09,3.66377006324938e-17,4.4154772279837874e-17,1.1783933285620946e-19,7.7566618651511957e-20,3.8106815765753019e-21,1.1658277732423778e-11,5.2141688322097286e-11,6.2186639356071407e-14,4.6204976117520624e-14,2.3853534246417617e-17,1.1412342002899514e-15,9.4092020028067955e-16,2.3610658890320501e-14,8.9280554130898253e-20,1.9552453153821783e-14,2.0500408344054531e-13,7.7233302034825938e-13,2.373584621480143e-15,2.0800831176710735e-15,4.9463161370833329e-15,1.6296320851952721e-20,9.3815635057092051e-19,2.2845543495156446e-18,1.4311869441548865e-25,2.6931259845995337e-23,7.9859189860797206e-26,1.6286461357350561e-23,1.1712250265421742e-19,9.0333139498763461e-13,4.6207754717375194e-18,2.2460312590555659e-21,1.3568455393296777e-26
1.0823576841332578e-08,0.0021868516604372813,8.2752568498570607e-19,2.2611180773331225e-14,9.1528959416689288e-16,4.1810249655179858e-16,5.5106315949529996e-10,9.3856329159643071e-14,1.0506605885647526e-38,1.7186619639538528e-31,5.3395425774036544e-32,9.5726251707643129e-19,-6.3118734366036052e-27,1.1697753348606425e-17,2.9033001902757796e-19,1.7618731537249252e-30,8.7870471799907407e-30,3.604794782067986e-25,4.4879879908558239e-29,-6.0918484554582425e-43,6.3202327229445922e-25,-1.87072424140586e-17,7.4858178263919478e-23,-4.5257801381201099e-16,5.2432579513416275e-11,2.8443426607351946e-20,1.2536988233043006e-19,3.1163167390278371e-16,-9.5218530771615561e-48,-3.2040999340997334e-20,-1.3020773176093765e-23,-2.3316424916390535e-28,2.4800518897970617e-34,0.88129999999999997,0.0,0.0,0.0,0.0098875921313476538,0.10880215613980461,9.9999999999988892e-05,1.5361817502602683e-07,1.1031272448168678e-06,2.8731081463840819e-07,1.9961748152038813e-12,8.2955132486079575e-07,8.1667845300280328e-13,1.3565391227445653e-08,3.4564530777058314e-14,3.4258244829843806e-16,1.8926489324189806e-10,5.7978200513990279e-10,5.1536074781262087e-09,1.066584533906546e-08,1.8513737156678977e-19,1.0537219398184357e-15,9.7965607323274078e-20,1.7732058428263544e-16,4.0383022510708274e-09,3.6902594784204068e-17,4.451587626764697e-17,1.1880275567820787e-19,7.8333937396987491e-20,3.8509364658345439e-21,1.1678637472001155e-11,5.2322662747762949e-11,6.2402484707004582e-14,4.6365380897622964e-14,2.3893468721029178e-17,1.1489402181837608e-15,9.4092635556484132e-16,2.367851952633475e-14,9.0079132702940488e-20,1.9588243978863699e-14,2.053938691017622e-13,7.7521523503484696e-13,2.3824432395582942e-15,2.087846620875935e-15,4.964839131824755e-15,1.6357347418579223e-20,9.439724178765442e-19,2.2995144136267684e-18,1.4405588591829488e-25,2.709824158137442e-23,8.0382135902773544e-26,1.6408427792205826e-23,1.180181235069966e-19,9.061907122708219e-13,4.6354015743948682e-18,2.2668080775175972e-21,1.3693970303023711e-26
1.0859275886705563e-08,0.0021868516542579396,8.3501590120877791e-19,2.2914595360410842e-14,6.655759950686512e-16,4.2088574733148067e-16,5.5467118546747059e-10,9.5083783848875112e-14,9.3105493864196166e-39,-8.6677528028599856e-33,5.3178144450439956e-32,8.2835388052446884e-19,-5.8782220852548412e-27,1.1747364540239472e-17,2.9033387925627656e-19,1.7620686836583357e-30,8.8278869820949004e-30,3.650964684583512e-25,4.5705439522341411e-29,-6.3411929290687062e-43,6.4161435954203849e-25,-1.848963168500276e-17,7.573263298079597e-23,-4.5273668324507088e-16,5.2796245604341689e-11,2.8708088075287266e-20,1.2551981069111785e-19,3.1219713753394976e-16,-8.679386705466579e-48,-3.2082172737782371e-20,-1.288597432438338e-23,-2.3462954731009071e-28,2.4805517485567295e-34,0.88129999999999997,0.0,0.0,0.0,0.0098875841576965742,0.10880215330989164,9.9999999999988838e-05,1.5412405900879608e-07,1.1067621789008955e-06,2.8821178883597778e-07,2.0027523999516563e-12,8.3233103672123128e-07,8.1667781393149094e-13,1.3610105685123234e-08,3.4680351749900949e-14,3.4371167401566598e-16,1.9112902698161765e-10,5.8416306332789759e-10,5.1706047930742833e-09,1.0736292739589106e-08,1.8633690484408439e-19,1.0621625066082429e-15,9.8930794063229053e-20,1.7945845194456658e-16,4.0516211784334531e-09,3.743678468867238e-17,4.5245017861605148e-17,1.2074811884774093e-19,7.9887342104091683e-20,3.932522918742859e-21,1.171935678720195e-11,5.2685558839871892e-11,6.2835305196227074e-14,4.6687030218391237e-14,2.3973340663996381e-17,1.1644696407233602e-15,9.4093746104929991e-16,2.3814445937341308e-14,9.1693717964749294e-20,1.9659824634639938e-14,2.0617343931182797e-13,7.8099608821972495e-13,2.4002109595267318e-15,2.1034178718895461e-15,5.0019910535026131e-15,1.6479749560122855e-20,9.5568520305525396e-19,2.3296544797483743e-18,1.4594404720297584e-25,2.7434520874649227e-23,8.1435716166295282e-26,1.6654528185586577e-23,1.1982562878153187e-19,9.1192167750544786e-13,4.6647168533019374e-18,2.3088402065388046e-21,1.3947890753867458e-26
1.0930673977451532e-08,0.002186851641899309,8.4758978868745086e-19,2.3329920239353625e-14,3.5857183407245073e-16,4.2654134680393791e-16,5.6192250444546406e-10,9.7574862582839318e-14,7.2895425194619453e-39,-1.560338779064996e-31,5.2754246372554144e-32,5.7928077870118431e-19,-5.0957310445947708e-27,1.1846610995207949e-17,2.9034014065681009e-19,1.7624520849729159e-30,8.9106847891591448e-30,3.7446802660834796e-25,4.7396478187893926e-29,-6.4837707644705739e-43,6.6113432062600386e-25,-1.8061935682458977e-17,7.7502744564248638e-23,-4.5304853459575366e-16,5.3527375068356259e-11,2.9241827110076882e-20,1.2582386255620885e-19,3.1333948176840159e-16,-7.2156786868386147e-48,-3.216348212801445e-20,-1.2606953104752946e-23,-2.3752461024650881e-28,2.4815719528341982e-34,0.88129999999999997,0.0,0.0,0.0,0.0098875682097710749,0.10880214765005117,9.9999999999988743e-05,1.5513581140844182e-07,1.114031966325408e-06,2.9001371911350282e-07,2.0159074224216402e-12,8.3789040398375357e-07,8.1667653573733318e-13,1.3699533601055949e-08,3.4911991343162308e-14,3.4597010021055542e-16,1.948939496661991e-10,5.9298483353314954e-10,5.2045993808362615e-09,1.0877882619508979e-08,1.8875018787983018e-19,1.0791652669733766e-15,1.008801699488782e-19,1.8378901937297574e-16,4.078259001403819e-09,3.8522957976902827e-17,4.6731387322586877e-17,1.2471385960000336e-19,8.3070549237755914e-20,4.1000890683388428e-21,1.1800794754193709e-11,5.3415139954179041e-11,6.3705465284347327e-14,4.7333687872649265e-14,2.4133091887074602e-17,1.1960024465482686e-15,9.4095500313460421e-16,2.4087115883163714e-14,9.4993682985589059e-20,1.9802985627067879e-14,2.0773257508708475e-13,7.9262348963459996e-13,2.4359483340764091e-15,2.1347373517754807e-15,5.0767186249572923e-15,1.6725949874128708e-20,9.794360904869805e-19,2.390822261571066e-18,1.497759776673893e-25,2.8116420723531964e-23,8.3573905494579073e-26,1.7155503516894657e-23,1.2350649521849875e-19,9.2343286942458889e-13,4.7235993922927695e-18,2.3948507974273696e-21,1.4467489699665024e-26
1.1002072068197502e-08,0.00218685162954075,8.5808839183947428e-19,2.3578760523095943e-14,2.196118151750402e-16,4.3231780930208928e-16,5.69220844552305e-10,1.0011459329673803e-13,5.6972752743106037e-39,-5.4181152814208224e-31,5.2344469613863346e-32,3.415882038099314e-19,-4.4162654229716861e-27,1.1945895592078065e-17,2.9034451719536087e-19,1.7628312268489896e-30,8.9949960628866791e-30,3.8402471023227864e-25,4.9141688863601973e-29,-6.3222223395195726e-43,6.8110960468260249e-25,-1.7644116052998133e-17,7.9301290195838181e-23,-4.5335318416424366e-16,5.4263567537399695e-11,2.978146652073989e-20,1.2613355011361846e-19,3.1449727062773989e-16,-6.0101129543603004e-48,-3.2243421900361858e-20,-1.231522525147965e-23,-2.4036984864926334e-28,2.4826198336606256e-34,0.88129999999999997,0.0,0.0,0.0,0.0098875522610144539,0.10880214199019124,9.9999999999988648e-05,1.5614754305377292e-07,1.1213016459615176e-06,2.9181562516994841e-07,2.0290622486216816e-12,8.4344969576850008e-07,8.1667525747446409e-13,1.3788960182866012e-08,3.5143627791526062e-14,3.482284927133085e-16,1.9870796179148129e-10,6.0188633609319258e-10,5.238593912417404e-09,1.1020399259913693e-08,1.9118247226459684e-19,1.0963306071024503e-15,1.0285499463655479e-19,1.8819318010496731e-16,4.1048967820383632e-09,3.9633101558110992e-17,4.8255667808820442e-17,1.2878086165300168e-19,8.635737643470708e-20,4.2736277806930223e-21,1.1882231827011427e-11,5.4149772931712117e-11,6.4581650799386033e-14,4.7984824171425e-14,2.4292848828635588e-17,1.2281729954773875e-15,9.4096651305175793e-16,2.4360870864344943e-14,9.8389468401844293e-20,1.9946147350755483e-14,2.0929170618379469e-13,8.0433848423450583e-13,2.4719549541013188e-15,2.166292801546936e-15,5.1520111659981209e-15,1.6974011558698049e-20,1.0036243044648752e-18,2.4531839332101885e-18,1.5368270082158856e-25,2.8810878115016146e-23,8.5753828600118921e-26,1.7668315655547333e-23,1.2727622412872015e-19,9.3500966342969777e-13,4.7828174977073849e-18,2.4834992701959749e-21,1.5003024426186559e-26
1.1073470158943473e-08,0.002186851617182263,8.6757597413506714e-19,2.3744547505892561e-14,1.6479130286032338e-16,4.3821750519296386e-16,5.7656620469647409e-10,1.0270357389469219e-13,4.448394865541241e-39,-1.0464219565854469e-30,5.1948668231423285e-32,1.1489518433989517e-19,-3.8269993794135515e-27,1.2045223624361502e-17,2.9034709155518114e-19,1.7632064739576338e-30,9.0808520764774155e-30,3.9376889258170201e-25,5.0942410488740275e-29,-6.0158322609526861e-43,7.0154715174061299e-25,-1.7235955960085308e-17,8.1128499416188908e-23,-4.536507900770397e-16,5.5004822958063723e-11,3.0327023052103309e-20,1.2644893238215476e-19,3.1567081835155633e-16,-5.0175564765833836e-48,-3.2322010941141778e-20,-1.2010591464915086e-23,-2.4316178503760338e-28,2.4836958993298884e-34,0.88129999999999997,0.0,0.0,0.0,0.0098875363114267409,0.10880213633031191,9.9999999999988553e-05,1.5715925394508143e-07,1.1285712175869714e-06,2.9361750691527274e-07,2.0422168781496206e-12,8.4900891179621666e-07,8.166739791428866e-13,1.3878385427860658e-08,3.5375261083356683e-14,3.5048685145592201e-16,2.0257136485574157e-10,6.1086784189008513e-10,5.2725883878149924e-09,1.1163842644936057e-08,1.9363382231268961e-19,1.1136591007278577e-15,1.0485542494542158e-19,1.9267161078035039e-16,4.1315345203426864e-09,4.0767560411797943e-17,4.9818509972459163e-17,1.3295087203925506e-19,8.9750305517562928e-20,4.4533018828194155e-21,1.1963667992569331e-11,5.4889457711059855e-11,6.5463861667261731e-14,4.8640439059672637e-14,2.4452607522150626e-17,1.2609894196833878e-15,9.4097225430773647e-16,2.4635704670441947e-14,1.0188308831445203e-19,2.0089309880857265e-14,2.1085083461372565e-13,8.1614107179997689e-13,2.5082308188847822e-15,2.1980842205742502e-15,5.2278686750449419e-15,1.7223934608624824e-20,1.0282548517627716e-18,2.5167540210307233e-18,1.5766512668753298e-25,2.9518036832501695e-23,8.797599326855763e-26,1.8193157891003009e-23,1.3113629919697711e-19,9.4665194810409691e-13,4.842370599573552e-18,2.5748460516836696e-21,1.555485998107827e-26
1.1144868249689443e-08,0.0021868516048238465,8.7664663560651989e-19,2.3873854798599394e-14,1.4729541230056604e-16,4.4424238489093718e-16,5.8395858367388774e-10,1.0534242612839985e-13,3.4709943458837033e-39,-1.2533463404679093e-30,5.1566683468163534e-32,-1.0118104321116991e-19,-3.3162184245453806e-27,1.2144597505395798e-17,2.9034794655123422e-19,1.7635782185859632e-30,9.1682849983028921e-30,4.0370304606485575e-25,5.2800052127009187e-29,-5.6534750281669419e-43,7.2245419067329235e-25,-1.6837235858973027e-17,8.2984609282650696e-23,-4.5394151243533427e-16,5.5751141274402383e-11,3.0878513611144975e-20,1.2677007053522165e-19,3.1686045487621106e-16,-4.1992683101800402e-48,-3.2399268630418489e-20,-1.1692844271190603e-23,-2.4589673866713705e-28,2.4848006811011583e-34,0.88129999999999997,0.0,0.0,0.0,0.009887520361008019,0.10880213067041311,9.9999999999988458e-05,1.5817094408266931e-07,1.1358406809328395e-06,2.954193642561361e-07,2.0553713105188313e-12,8.545680517783034e-07,8.1667270074260688e-13,1.3967809332754634e-08,3.5606891206629187e-14,3.5274517635542938e-16,2.0648447053507566e-10,6.1992963095163092e-10,5.3065828070262195e-09,1.1308212758142999e-08,1.9610430450879765e-19,1.1311513409531899e-15,1.0688162299092196e-19,1.9722501198203276e-16,4.1581722163225468e-09,4.1926693777206816e-17,5.1420592678704454e-17,1.3722571392064293e-19,9.325194278167019e-20,4.6392830324036729e-21,1.2045103237839419e-11,5.563419422795297e-11,6.6352097810484918e-14,4.930053247981571e-14,2.4612365679146405e-17,1.2944601776574788e-15,9.4097249073534688e-16,2.4911610915574628e-14,1.0547665315586177e-19,2.023247260183288e-14,2.1240996154458974e-13,8.2803125217399137e-13,2.5447759279040122e-15,2.2301116083983291e-15,5.3042911507832283e-15,1.7475719019578123e-20,1.0533329351426912e-18,2.5815476256498698e-18,1.617242012619169e-25,3.0238046290573165e-23,9.0240927359178838e-26,1.8730231952231562e-23,1.350882692352171e-19,9.5835960844392183e-13,4.9022581095697647e-18,2.6689545876345255e-21,1.6123379649669774e-26
1.1287664431181383e-08,0.0021868515801072293,8.9431121482881818e-19,2.4083708550542796e-14,1.6372880191955367e-16,4.5667353919028944e-16,5.9888439310790566e-10,1.1077207282558836e-13,2.1368006019598587e-39,8.9982495108338573e-31,5.0843560568255701e-32,-5.0284037907210034e-19,-2.4943444662762037e-27,1.234348321811855e-17,2.9034479066562773e-19,1.7643145550024762e-30,9.3480006946871185e-30,4.241505379286963e-25,5.6691469943850021e-29,-4.8733292231348163e-43,7.6570386248185569e-25,-1.6067327617420583e-17,8.6784411734849267e-23,-4.5450288114002388e-16,5.725896638261507e-11,3.1999357904578779e-20,1.2742984222402062e-19,3.1928924186243679e-16,-2.978140772301758e-48,-3.2549861121810725e-20,-1.1017232081519066e-23,-2.5118153440174898e-28,2.4870983965066648e-34,0.88129999999999997,0.0,0.0,0.0,0.0098874884576779527,0.10880211935055702,9.9999999999988255e-05,1.6019426209780275e-07,1.1503792816781324e-06,2.9902300537774777e-07,2.0816795817767162e-12,8.6568610253571161e-07,8.1667014373597476e-13,1.4146653108644609e-08,3.6070141902921866e-14,3.5726172428177163e-16,2.1446094533034502e-10,6.3829509712685767e-10,5.3745714768791679e-09,1.1599733107987776e-08,2.0110291184493257e-19,1.1666292602607547e-15,1.1101192337609333e-19,2.0655932977119525e-16,4.2114474813300182e-09,4.4320331120970287e-17,5.4745032953336567e-17,1.4609675136959213e-19,1.005912431520398e-19,5.0308230241296935e-21,1.2207970921907438e-11,5.7138822231723929e-11,6.8146645630220709e-14,5.0634154698268054e-14,2.4931877314968046e-17,1.3633963683040028e-15,9.4095737948769212e-16,2.5466617242688089e-14,1.1297160792958742e-19,2.0518796986169081e-14,2.1552821016026639e-13,8.5207439084579041e-13,2.6186738769589595e-15,2.2948742889554773e-15,5.458830998563068e-15,1.7984871912139774e-20,1.1048511848919895e-18,2.7148618651196019e-18,1.7007583478460936e-25,3.171717668902606e-23,9.490107812398862e-26,1.9841834688900847e-23,1.4327372422649556e-19,9.8197063072461981e-13,5.0230341777583508e-18,2.8656978909553129e-21,1.7311927052374411e-26
1.1430460612673322e-08,0.0021868515553908957,9.1234432997132269e-19,2.4307270255253975e-14,1.703772121575405e-16,4.6962354476993461e-16,6.1399826197129925e-10,1.1640858905728095e-13,1.3271570836456648e-39,5.6607820306299364e-30,5.0173802692789161e-32,-8.6626508921825575e-19,-1.8796263961754935e-27,1.2542551266490077e-17,2.9033566713992872e-19,1.7650468353268458e-30,9.5344012407704039e-30,4.453873362756101e-25,6.0827719445805418e-29,-4.1571871718971233e-43,8.1091760087690649e-25,-1.5332712488314402e-17,9.0702603689935515e-23,-4.5503851455365231e-16,5.8787042400681607e-11,3.3144130445015213e-20,1.2811335867726682e-19,3.2178635123776592e-16,-2.1412094234483825e-48,-3.2695352471516698e-20,-1.0286698250936966e-23,-2.5619307525305339e-28,2.4895173462503969e-34,0.88129999999999997,0.0,0.0,0.0,0.0098874565510251658,0.10880210803062287,9.9999999999988051e-05,1.6221749710159512e-07,1.1649174457695601e-06,3.0262654778467917e-07,2.1079870580021785e-12,8.7680384572655107e-07,8.1666758645464355e-13,1.432549148071963e-08,3.6533379783980501e-14,3.6177813573934985e-16,2.2263988573226001e-10,6.5698498038807095e-10,5.4425599219537273e-09,1.1894960177026584e-08,2.0617882745876442e-19,1.2027691216272457e-15,1.152471959569568e-19,2.1620177180661162e-16,4.264722577106318e-09,4.6816942817999042e-17,5.8234548422690264e-17,1.5540891258501947e-19,1.0839694094064138e-19,5.4496882796340557e-21,1.2370834783071134e-11,5.8663656413965069e-11,6.9965293620892778e-14,5.1985690352928999e-14,2.525137875469688e-17,1.4350503834268783e-15,9.4092314515745638e-16,2.602583925666508e-14,1.2089178693015593e-19,2.0805118092273568e-14,2.1864644822978614e-13,8.7646789896262736e-13,2.6936487970173908e-15,2.3605808394973414e-15,5.6156307005517924e-15,1.8501470207436799e-20,1.158221331086216e-18,2.8532493263726917e-18,1.7874528650011965e-25,3.3249483452637348e-23,9.9738569130355853e-26,2.1004777337213247e-23,1.5184528954651088e-19,1.0058418111575225e-12,5.1451410003918432e-18,3.0742563477197032e-21,1.8571851333648885e-26
1.1573256794165261e-08,0.0021868515306748483,9.3087281134832189e-19,2.4554483642117385e-14,1.5769695221041652e-16,4.8310424823146893e-16,6.2930017916808798e-10,1.2225735629466537e-13,7.9858540400975901e-40,1.0072130312392549e-29,4.9556060517898772e-32,-1.1943105741911264e-18,-1.4145733897062911e-27,1.2741793273921079e-17,2.903211851195012e-19,1.7657783691761222e-30,9.7277595158653261e-30,4.6743491714246337e-25,6.5221628646102683e-29,-3.5263842405260559e-43,8.5815842368296797e-25,-1.4631696049383455e-17,9.4741188786787756e-23,-4.5554964831153488e-16,6.0335368831896043e-11,3.4312965943052339e-20,1.288211420266785e-19,3.2435470717220258e-16,-1.543445523547194e-48,-3.2835900628721847e-20,-9.499438799921711e-24,-2.608970645964425e-28,2.4920622171080858e-34,0.88129999999999997,0.0,0.0,0.0,0.0098874246410507009,0.10880209671061052,9.9999999999987848e-05,1.6424064909659616e-07,1.1794551705582588e-06,3.0622999068689472e-07,2.1342937344020833e-12,8.8792127891462798e-07,8.1666502889869695e-13,1.4504324416400326e-08,3.6996604748297323e-14,3.6629440990540007e-16,2.3102392305932921e-10,6.7600164490793111e-10,5.5105481422261884e-09,1.2193893825248797e-08,2.1133261264651087e-19,1.2395759324425369e-15,1.1958880947634487e-19,2.2615829154072204e-16,4.3179975036988202e-09,4.9419657004496119e-17,6.1895098658859867e-17,1.6517821711167795e-19,1.1669255348302884e-19,5.897453091881149e-21,1.2533694727136954e-11,6.0208696205882955e-11,7.1808041097418773e-14,5.3355138934762652e-14,2.5570869376878462e-17,1.5094955052139864e-15,9.4087172528219263e-16,2.6589224271961329e-14,1.2925605752400312e-19,2.1091434921086121e-14,2.2176466710973205e-13,9.0121177457426762e-13,2.7697006818047085e-15,2.4272312545315298e-15,5.7746902448807147e-15,1.9025513866366322e-20,1.213488248787383e-18,2.9968405795265547e-18,1.8774073613368743e-25,3.4836255349503666e-23,1.0475796460554771e-25,2.222083328959044e-23,1.6081659391570476e-19,1.0299721851070046e-12,5.2685736427372106e-18,3.2952020909882037e-21,1.9906608836650531e-26
1.17160529756572e-08,0.0021868515059590846,9.4957677297487892e-19,2.4800272134929083e-14,1.5000376197374067e-16,4.9712712019569823e-16,6.447901348844837e-10,1.2832378650880795e-13,4.4234374132421895e-40,7.8018857103714312e-30,4.898904188602212e-32,-1.4895941253167811e-18,-1.0604849418752267e-27,1.2941198847631224e-17,2.9030189755552345e-19,1.7665044173360298e-30,9.9283482375784332e-30,4.9031490447793121e-25,6.9886483360636782e-29,-2.9198364852109694e-43,9.0749001760948208e-25,-1.3962690155549626e-17,9.890214955689466e-23,-4.5603744054393525e-16,6.1903945170214561e-11,3.5505994415111461e-20,1.2955371329972479e-19,3.2699728516844082e-16,-1.1080753570475171e-48,-3.2971657845547502e-20,-8.6536333552694608e-24,-2.6525752284336091e-28,2.4947377716576133e-34,0.88129999999999997,0.0,0.0,0.0,0.009887392727755644,0.10880208539051975,9.9999999999987645e-05,1.6626371808533446e-07,1.1939924533834605e-06,3.0983333330109611e-07,2.1605996061617807e-12,8.9903839968439854e-07,8.1666247106823121e-13,1.4683151882945109e-08,3.7459816695224959e-14,3.7081054595306004e-16,2.396156661677601e-10,6.953474346997649e-10,5.5785361376730518e-09,1.249653391303155e-08,2.165648239162294e-19,1.277054657406722e-15,1.2403812104391049e-19,2.3643481443707665e-16,4.3712722611537628e-09,5.2131633146915675e-17,6.5732731733737838e-17,1.754209314439432e-19,1.2550233797927074e-19,6.3757547919805833e-21,1.269655066906465e-11,6.1773941028911414e-11,7.3674887363036654e-14,5.4742499925966609e-14,2.5890350257998813e-17,1.5868054712779405e-15,9.4080487687911256e-16,2.7156720789187382e-14,1.3808377580683451e-19,2.1377747350482827e-14,2.2488285699802293e-13,9.2630601468673984e-13,2.8468295218383345e-15,2.4948255257543368e-15,5.9360096134395456e-15,1.9557002829261529e-20,1.2706969364128449e-18,3.145766889135879e-18,1.970704069144402e-25,3.6478784662562321e-23,1.0996385305168532e-25,2.3491803678271978e-23,1.7020148807537639e-19,1.0543607999773953e-12,5.3933272316503988e-18,3.5291250913595058e-21,2.1319763664345457e-26
