Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726),C7H9(2388),C7H9(1587),S(859),S(1111),S(1873),S(2962),S(2913),S(1093),C7H9(2432),S(3132),C7H9(3107),S(3133),C6H6(3100),S(2878),S(1393),S(2871),C6H7(2400),S(3154),S(3227),C6H7(3200),CH2O3(139),CH3O2(85),S(1826),S(1504),S(4018),S(4379),S(4378),S(4400),S(4225)
1.7476971266569784e-09,0.003011702844517038,2.6925059226918936e-14,2.2248382155219356e-10,1.0221222662826913e-11,5.1827321022910751e-12,3.0822758961335385e-08,2.3927809465814035e-11,2.0239794239631909e-30,-4.1046315221844024e-24,7.253052980518359e-22,3.3992534710266801e-17,9.2148075776149472e-23,8.0861869119834885e-15,3.8009170922026452e-17,3.9501990509794273e-23,7.1779785608513294e-25,1.7540808509833508e-21,9.8557418208917621e-25,2.1063590439512788e-32,2.1401063048106349e-18,3.2588102203531208e-28,8.759394999673295e-16,1.353993373688535e-21,2.3598842268898833e-07,1.5633163009214205e-14,1.9911382497280561e-15,1.2070549232439889e-13,7.4489915534818478e-39,1.6068467535408035e-30,4.4045193272445793e-17,1.3006136245101947e-21,9.6413619003335041e-29,0.88129999999999997,0.0,0.0,0.0,0.009792212857756194,0.1087999333581214,9.9999999999732912e-05,3.2356747485730941e-06,2.9025581488952534e-05,2.583381076681373e-05,8.2872759664872726e-12,2.9792607003323492e-06,9.8503981287108419e-09,5.3323657591844256e-08,3.1456885271009811e-14,3.9219868919453296e-16,3.0891763887267392e-09,1.8363571999235259e-08,1.3584580261067325e-05,3.6231148163546121e-07,2.5389809202355488e-17,8.5242754581470373e-13,2.3257448626783997e-16,8.1997497054440176e-13,2.2413982132495513e-05,1.6180058794625073e-13,9.5051865719435994e-15,5.9077001508668218e-15,3.0304136363564514e-16,7.3505111207502685e-17,2.9362012338382948e-08,2.3586070272052519e-07,6.5289611639108386e-11,3.9420152845239596e-11,3.6278806948751258e-14,2.3028787926457826e-11,4.0270373457716576e-18,1.6442461117925428e-09,4.9622249947964172e-17,2.3509659005545391e-12,4.7300526519841127e-11,2.5165463456543919e-10,1.1528461859775452e-13,7.433229578038996e-14,3.0459633475681947e-13,3.7418852222135286e-20,2.2183989287771675e-15,2.5055489865487043e-16,3.7240443938223889e-24,1.3428437687263196e-18,2.1395699138010226e-24,5.3120248301116381e-19,1.3253940587700429e-15,2.8079257784389223e-12,8.3883839328351693e-18,5.2661683853869049e-18,1.1630726646437253e-22,1.6950937012228084e-17,4.3038297302417011e-12,3.0400108150215621e-14,6.0637526787472727e-19,6.3682069352537888e-20,4.667925972377809e-18,8.0728847909951578e-15,2.9323517928544569e-21,3.4815344622101172e-21,2.2383090420914382e-26,9.9403615135438183e-22,3.9647802235712093e-26,6.0142204899004621e-25,3.6792387421136343e-27,2.1728457843883079e-21,2.5382404216776843e-16,9.1234059892630572e-23,1.3683157786623476e-19,2.2593856251458164e-19,1.2379976763777738e-19,1.3815459011514397e-21,2.7771979867598504e-23,4.9333326784155203e-21
1.7789951185081598e-09,0.0030117027083011814,2.7829358119436181e-14,2.2936160895733786e-10,1.0372567864627773e-11,5.4190159688209501e-12,3.1928889338909835e-08,2.5674796902075299e-11,2.161928611917067e-30,5.393984558425899e-24,7.5163847856964854e-22,3.5638473952115053e-17,9.4628980030711425e-23,8.437089179484762e-15,3.9929665461977082e-17,4.1726266454638934e-23,7.8071220586839464e-25,1.9016208116938668e-21,1.1017747087267651e-24,2.3476758066237615e-32,2.2489996382162599e-18,2.5734561431686923e-28,9.030410714053048e-16,1.4563930105288935e-21,2.4494766711132135e-07,1.6493673791702369e-14,2.140649018810335e-15,1.284379551088051e-13,9.5365792632272524e-39,1.6239159078025239e-30,4.6269441878481816e-17,1.4142540338876188e-21,1.0813241902534915e-28,0.88129999999999997,0.0,0.0,0.0,0.009790469831534792,0.10879987805079365,9.9999999999807911e-05,3.2931826896577099e-06,2.9539650787631439e-05,2.6286219509641277e-05,8.4340472189978107e-12,3.0323428024717044e-06,9.8487517470712004e-09,5.4268472356500271e-08,3.2017359087685778e-14,3.9914785829454704e-16,3.2572668329240516e-09,1.9080395328789751e-08,1.382656608124755e-05,3.7531206928742992e-07,2.6293028401687232e-17,8.8828501049079454e-13,2.4522125712516913e-16,8.7698804540573605e-13,2.2813567712427582e-05,1.7608519868583979e-13,1.038216098624169e-14,6.5187200928478829e-15,3.3868618689733929e-16,8.2879538803357812e-17,2.9909176312875127e-08,2.4481423259560136e-07,6.7768224796111022e-11,4.0917039776730844e-11,3.6909293497962431e-14,2.4768876443735966e-11,4.3023266384569033e-18,1.6847641349416325e-09,5.5063019134199488e-17,2.3941582693236501e-12,4.8205737832977438e-11,2.6134123823930227e-10,1.1972259266358051e-13,7.7193694072546502e-14,3.1637498380271536e-13,3.8865827941246515e-20,2.3085698976159665e-15,2.6087752672358418e-16,3.8774715496702761e-24,1.3974319388620746e-18,2.227718198766825e-24,5.6011776999166725e-19,1.3996071933207046e-15,2.8636149555183297e-12,8.5547457115927985e-18,5.6556243283448837e-18,1.2490878717572995e-22,1.7287115094788776e-17,4.4750091525847325e-12,3.1440754792932967e-14,6.2713228970832995e-19,6.5862014466273449e-20,4.8277217962727918e-18,8.5144019792229477e-15,3.2583624941570577e-21,3.8416239030691973e-21,2.4864878903156062e-26,1.0322606891471536e-21,4.117240368945744e-26,6.2455230983279194e-25,3.8207198303795063e-27,2.405810333670889e-21,2.6944076672055366e-16,1.0224739913627909e-22,1.426453288669988e-19,2.3995233783644471e-19,1.3179875721377969e-19,1.4674077217132683e-21,2.9566676546005279e-23,5.3582963581764558e-21
1.8102931103593413e-09,0.003011702572683744,2.8748340011504059e-14,2.3633939053321676e-10,1.0524258951303642e-11,5.6622165012143937e-12,3.3054252810830409e-08,2.7515366527495845e-11,2.3048960275073318e-30,-1.1570042306297632e-23,7.7838453847134319e-22,3.7330152002001039e-17,9.7120118312194466e-23,8.7962448960255928e-15,4.1909026623693496e-17,4.4030483883918163e-23,8.4822015483690902e-25,2.059296560744181e-21,1.229689569312391e-24,2.6117399118911304e-32,2.3612823457516348e-18,4.8813397508462286e-28,9.3043295609453709e-16,1.5661405922728784e-21,2.5407226616506069e-07,1.7383822594388183e-14,2.2982807705906484e-15,1.3652415063823586e-13,1.1692944191431213e-38,1.6422227451094131e-30,4.8561781876801697e-17,1.5355333322489038e-21,1.2102080824360603e-28,0.88129999999999997,0.0,0.0,0.0,0.0097887270959140012,0.10879982275739483,9.9999999999888942e-05,3.350675314774903e-06,3.0053516401064527e-05,2.6738297789990838e-05,8.5807601795536499e-12,3.0853860093017226e-06,9.8471056367950874e-09,5.5212911885709068e-08,3.2577422223518552e-14,4.0609426751540589e-16,3.4312912585485518e-09,1.9812750392582427e-08,1.4068504389689727e-05,3.8853849975862237e-07,2.7214200279197067e-17,9.2497912621353198e-13,2.5831649403097526e-16,9.3682212434975834e-13,2.3213086388955559e-05,1.9134147951793501e-13,1.1321616318626944e-14,7.1800447654307967e-15,3.7773899203059023e-16,9.325146603628589e-17,3.045594138078596e-08,2.5393294728694156e-07,7.0292567762218797e-11,4.2441550671820772e-11,3.7539524679017566e-14,2.6605464509227088e-11,4.5908035458306747e-18,1.7253750151503828e-09,6.0989185623392491e-17,2.4373350236260091e-12,4.9110651667938425e-11,2.7121107423364577e-10,1.2424452269561865e-13,8.0109221665054204e-14,3.2837747455884784e-13,4.0340302017600417e-20,2.4010690166946854e-15,2.7146928383113171e-16,4.0348988208895784e-24,1.453429642780184e-18,2.3181646643094885e-24,5.9012474482582405e-19,1.4766948283911506e-15,2.9192829249155651e-12,8.7210439799288334e-18,6.066676631790206e-18,1.3398728987967356e-22,1.7623164837738967e-17,4.6495495743932597e-12,3.2494561751094999e-14,6.4815179610396267e-19,6.8069527809370024e-20,4.9895384390784316e-18,8.9708734578172762e-15,3.6141565059494757e-21,4.2313593774929626e-21,2.7572971768767815e-26,1.0712337927263051e-21,4.272686107812724e-26,6.4813558166445909e-25,3.9649715989939761e-27,2.6588500632342493e-21,2.8572581126791604e-16,1.1436312890561624e-22,1.4858239139621445e-19,2.5453742492395845e-19,1.4013827199300166e-19,1.5567770357658682e-21,3.1437787619699212e-23,5.8104285032838286e-21
1.8415911022105227e-09,0.0030117024376640758,2.9681998340195463e-14,2.4341711286942313e-10,1.0675738730985003e-11,5.9124583957796327e-12,3.4198835256348438e-08,2.9452768223583883e-11,2.4530296418170403e-30,1.9789683882114784e-24,8.0554045335436342e-22,3.9067778335925147e-17,9.9621496965456881e-23,9.1636493089131941e-15,4.3947879568441196e-17,4.6415881054767739e-23,9.2059584348163153e-25,2.2276442222783065e-21,1.3703047548321491e-24,2.9002581290374785e-32,2.4769929673785885e-18,5.8987202151860658e-28,9.5811152232940728e-16,1.6814395170267022e-21,2.6336209925507787e-07,1.83040127102785e-14,2.464308368720462e-15,1.4497461211008259e-13,1.3921282352697651e-38,1.6716233315106801e-30,5.0922932047587444e-17,1.6648145167779028e-21,1.3517027506915455e-28,0.88129999999999997,0.0,0.0,0.0,0.0097869846510780806,0.10879976747783614,9.9999999999976179e-05,3.408152626979786e-06,3.0567178214581073e-05,2.7190045611692217e-05,8.7274148154590385e-12,3.138390321468257e-06,9.8454597980712704e-09,5.6156975969004613e-08,3.3137074685327437e-14,4.1303791530911932e-16,3.6113487685031828e-09,2.0560733443567678e-08,1.4310395194448438e-05,4.0199060218687784e-07,2.8153435973605501e-17,9.6251525778642873e-13,2.7186781791660643e-16,9.9956035926239998e-13,2.3612538178575791e-05,2.0761615122543756e-13,1.2326709787783077e-14,7.8947666308867334e-15,4.2045110783132124e-16,1.0470651531956154e-16,3.1002307544429385e-08,2.6321672278469425e-07,7.2862606140833638e-11,4.3993664752911074e-11,3.8169500272058163e-14,2.8542022696051871e-11,4.8928295109148645e-18,1.7660733220640021e-09,6.7434398434130309e-17,2.4804961429450658e-12,5.0015267474946092e-11,2.8126406876242578e-10,1.2885037476658748e-13,8.3078856683766282e-14,3.4060371660910189e-13,4.1842263343818249e-20,2.4959319074440173e-15,2.8233430924697883e-16,4.1963877302187454e-24,1.5108584476569368e-18,2.4109446570001458e-24,6.2124886256082509e-19,1.5567252454265959e-15,2.9749295837816797e-12,8.8872784306377835e-18,6.5001533355698659e-18,1.4356106301503193e-22,1.795908562028359e-17,4.8274497123472513e-12,3.3561334555675544e-14,6.6942990769367994e-19,7.0304202008108717e-20,5.1533460343071232e-18,9.4424857804917563e-15,4.0018926882767549e-21,4.6525633748976188e-21,3.0523755049067889e-26,1.1109585299587753e-21,4.4311296722127835e-26,6.7217371942731514e-25,4.1120054030733813e-27,2.9332818703684807e-21,3.0269452449396759e-16,1.2766917632541812e-22,1.5464275211448677e-19,2.6970507464209051e-19,1.4882534679641074e-19,1.6497230618591447e-21,3.3386891982772304e-23,6.2908732168777349e-21
1.872889094061704e-09,0.003011702303241499,3.0630325362647079e-14,2.5059470626738973e-10,1.082718810845655e-11,6.1698684180286459e-12,3.5362621769606624e-08,3.1490305413895278e-11,2.6064748459892057e-30,-2.6271341669500032e-24,8.3310321929712033e-22,4.0851655622776668e-17,1.0213260425446578e-22,9.5392949351840897e-15,4.6046841704418239e-17,4.8883688135039555e-23,9.9812627745174759e-25,2.4072193935872245e-21,1.5246731951269165e-24,3.2150351641404939e-32,2.5961696514663767e-18,6.759172356043977e-28,9.860732515096213e-16,1.8030739224640338e-21,2.7281704578704301e-07,1.9254642876726079e-14,2.6390102941213042e-15,1.5380007244042314e-13,1.6224845940819293e-38,1.7065044363471417e-30,5.3353602106885995e-17,1.8024708517276993e-21,1.5067751264830211e-28,0.88129999999999997,0.0,0.0,0.0,0.0097852424972110271,0.10879971221202976,0.0001000000000000698,3.4656146293282959e-06,3.1080636113706923e-05,2.764146297885828e-05,8.8740110940740065e-12,3.1913557396501648e-06,9.8438142310882572e-09,5.710066439626139e-08,3.369631648028024e-14,4.1997880013020144e-16,3.7975382702179233e-09,2.1324440645350661e-08,1.4552238503582686e-05,4.156682057274777e-07,2.9110846520099819e-17,1.0008987649692064e-12,2.8588283784564503e-16,1.065286612575635e-12,2.4011923097494122e-05,2.2495725853614219e-13,1.3400693295182101e-14,8.6661043074237414e-15,4.6708693174483255e-16,1.1733595462675804e-16,3.1548274806851703e-08,2.7266543502054645e-07,7.5478305519207536e-11,4.5573361232647131e-11,3.8799220158841893e-14,3.0582080862590985e-11,5.2087680786811775e-18,1.8068539234657434e-09,7.4433995691584178e-17,2.5236416095732767e-12,5.0919584762672127e-11,2.9150014793747397e-10,1.3354011490238758e-13,8.6102577224356059e-14,3.5305361940891102e-13,4.3371700796741386e-20,2.5931945226133899e-15,2.9347678202321609e-16,4.3620003916928509e-24,1.5697401213269747e-18,2.5060938631267335e-24,6.5351591385977071e-19,1.6397676354501227e-15,3.0305548449773458e-12,9.0534488034466487e-18,6.9569020567725761e-18,1.5364882741470974e-22,1.8294876916467867e-17,5.0087082772842776e-12,3.4640881530724138e-14,6.9096280083006803e-19,7.2565635539705503e-20,5.319115144451848e-18,9.9294227216680115e-15,4.4238485669604747e-21,5.1071327330522251e-21,3.3734515534978292e-26,1.1514382061076714e-21,4.5925842410470512e-26,6.9666872168652304e-25,4.2618334764113012e-27,3.2304826734926395e-21,3.2036223409067026e-16,1.4225873002009201e-22,1.6082639703171647e-19,2.8546651494231142e-19,1.5786700221694041e-19,1.7463148774661793e-21,3.5415565336067452e-23,6.8007981495715756e-21
1.9041870859128856e-09,0.0030117021694153635,3.1593313049645709e-14,2.5787209595996413e-10,1.0978583181936468e-11,6.434575383482013e-12,3.6545597593422021e-08,3.3631334573722571e-11,2.7653768296186041e-30,1.0483014232090536e-28,8.6106985262789369e-22,4.2682003861526715e-17,1.0465310388939597e-22,9.9231721488565432e-15,4.820652298691154e-17,5.1435125951000888e-23,1.0811116714980572e-24,2.5985973411751083e-21,1.6939180783247219e-24,3.5579775774613844e-32,2.7188501707745578e-18,7.0562452992717554e-28,1.0143147352310596e-15,1.931079053582343e-21,2.824369851676446e-07,2.0236107356811031e-14,2.8226685759648045e-15,1.6301146653754512e-13,1.8606930507829562e-38,1.7467769475589659e-30,5.585449305672684e-17,1.9488858882408962e-21,1.6764456373158907e-28,0.88129999999999997,0.0,0.0,0.0,0.0097835006344965721,0.10879965695988777,0.00010000000000016998,3.5230613248771891e-06,3.1593889984176044e-05,2.8092549895883052e-05,9.0205489828178594e-12,3.2442822645590871e-06,9.8421689360343009e-09,5.8043976957738935e-08,3.4255147615890903e-14,4.2691692043599874e-16,3.9899584769634622e-09,2.2103968072625353e-08,1.4794034325155898e-05,4.2957113955316879e-07,3.0086542851034104e-17,1.0401350025268122e-12,3.0036915102910292e-16,1.1340854346450839e-12,2.4411241161644742e-05,2.4341417150975266e-13,1.4546913603463591e-14,9.4974042063930922e-15,5.1792423405107199e-16,1.3123694414536274e-16,3.2093843171710548e-08,2.8227895986844847e-07,7.8139631468647889e-11,4.7180619314042041e-11,3.9428684209999291e-14,3.2729227646855529e-11,5.5389846882534438e-18,1.8477119663993162e-09,8.2025048691373253e-17,2.5667714077142908e-12,5.1823603089184256e-11,3.0191923778133286e-10,1.3831370908799767e-13,8.9180361356117722e-14,3.6572709230166414e-13,4.4928603239446845e-20,2.6928931373132444e-15,3.0490091980014393e-16,4.5317994928907778e-24,1.6300966268318829e-18,2.6036482984944972e-24,6.8695202526646245e-19,1.7258921004012759e-15,3.0861586343574725e-12,9.219554876900527e-18,7.4377901314525219e-18,1.6426973943592422e-22,1.8630538278779937e-17,5.1933239751786094e-12,3.5733013736922735e-14,7.1274670645796816e-19,7.485343261407391e-20,5.4868167523000409e-18,1.0431865335122452e-14,4.8824245128082948e-21,5.5970396029584419e-21,3.7223471810276555e-26,1.1926763759643133e-21,4.7570639884242887e-26,7.2162273794698412e-25,4.4144689763824225e-27,3.5518906012192014e-21,3.3874424225871366e-16,1.5823041682910187e-22,1.671333116087699e-19,3.0183295099576468e-19,1.6727024468561956e-19,1.8466214198014834e-21,3.7525380202006759e-23,7.3413943034211035e-21
1.935485077764067e-09,0.003011702036185001,3.2570954885672817e-14,2.6524923112250696e-10,1.1129987189212236e-11,6.7067101488104806e-12,3.7747747797983364e-08,3.5879265024820497e-11,2.9298794570786664e-30,-4.9309251140464957e-25,8.8943738978211351e-22,4.4559069313518213e-17,1.0718260314186705e-22,1.031526913472422e-14,5.0427526169253352e-17,5.4071406547831744e-23,1.1698658416641537e-24,2.8023732920670466e-21,1.8792363342256901e-24,3.9310976751225506e-32,2.8450719358525604e-18,7.1682273257023083e-28,1.0428326728553603e-15,2.0658999217423181e-21,2.9222179680476559e-07,2.1248795990507766e-14,3.0155687411059964e-15,1.7261993434261012e-13,2.1070874771777017e-38,1.7902170712345966e-30,5.8426297477414304e-17,2.1044535301704299e-21,1.8617898878603436e-28,0.88129999999999997,0.0,0.0,0.0,0.0097817590631181419,0.10879960172132255,0.0001000000000002769,3.5804927166840402e-06,3.2106939711958537e-05,2.8543306367441122e-05,9.1670284491770242e-12,3.2971698969393718e-06,9.8405239130973403e-09,5.8986913444127365e-08,3.4813568100018715e-14,4.3385227468702444e-16,4.1887079082811341e-09,2.2899411711229433e-08,1.5035782667235881e-05,4.4369923285426947e-07,3.1080635795833586e-17,1.0802293202495948e-12,3.1533434279063859e-16,1.2060420453580205e-12,2.4810492386705977e-05,2.6303759226147353e-13,1.5768812890963924e-14,1.0392142626918873e-14,5.7325450750983934e-16,1.4651279670681799e-16,3.2639012643199183e-08,2.9205717314502342e-07,8.0846549544627104e-11,4.8815418190543009e-11,4.0057892301237217e-14,3.4987110232943314e-11,5.8838466302274785e-18,1.888642861275487e-09,9.0246411942757536e-17,2.6098855227630085e-12,5.2727322054989895e-11,3.1252126423693428e-10,1.4317112327190598e-13,9.2312187124822487e-14,3.7862404453091637e-13,4.6512959522747313e-20,2.7950643410230143e-15,3.166109778703029e-16,4.7058482810237273e-24,1.6919501175999512e-18,2.7036443004334361e-24,7.2158366076193917e-19,1.815169657995799e-15,3.1417408886997718e-12,9.3855964621759035e-18,7.9437048379067234e-18,1.7544339589164297e-22,1.8966069325648842e-17,5.3812955078902819e-12,3.6837544929422178e-14,7.3477790927488202e-19,7.7167203085500863e-20,5.6564222544695947e-18,1.094999199799263e-14,5.3801482748383909e-21,6.1243326833062022e-21,4.1009809015002422e-26,1.2346768564932768e-21,4.9245841341211589e-26,7.4703807632081112e-25,4.5699260307462981e-27,3.899006387565453e-21,3.5785582146936972e-16,1.7568849990471266e-22,1.7356348083659929e-19,3.1881556523201507e-19,1.7704206648236943e-19,1.9507114860536296e-21,3.971790592700453e-23,7.9138759441239884e-21
1.9667830696152484e-09,0.003011701903549754,3.3563244851546835e-14,2.7272606880976539e-10,1.1281378310228807e-11,6.986405603778974e-12,3.8969057469574808e-08,3.8237558812154089e-11,3.1001230339364868e-30,4.053665764605308e-25,9.1820288719274321e-22,4.6483074911309318e-17,1.0972077740470542e-22,1.0715572055842774e-14,5.2710447031971109e-17,5.6793732949119446e-23,1.2647166191242931e-24,3.0191627490822304e-21,2.0819022873552489e-24,4.3365178079042297e-32,2.9748720073190889e-18,7.0005492430394678e-28,1.0716238694087428e-15,2.2076934641729366e-21,3.0217136010763573e-07,2.2293094239275072e-14,3.2179997709210317e-15,1.8263682417068621e-13,2.3620054737664206e-38,1.8346278205526482e-30,6.1069699794485986e-17,2.2695781164821119e-21,2.0639404238178111e-28,0.88129999999999997,0.0,0.0,0.0,0.0097800177832588694,0.10879954649624655,0.00010000000000039072,3.6379088078072341e-06,3.2619785183245056e-05,2.8993732398487427e-05,9.3134494607006691e-12,3.3500186375680591e-06,9.8388791624650262e-09,5.992947364652282e-08,3.5371577940868133e-14,4.4078486134677819e-16,4.3938848900679597e-09,2.3710867458037719e-08,1.5277483537894833e-05,4.5805231483880622e-07,3.2093236080953219e-17,1.1211870629607714e-12,3.3078598651287599e-16,1.2812423175580328e-12,2.5209676788114648e-05,2.8387956359284342e-13,1.7069929439649238e-14,1.1353928013579538e-14,6.3338333447842256e-16,1.6327325006609419e-16,3.3183783225996353e-08,3.0199995060984801e-07,8.3599025286861791e-11,5.0477737046079113e-11,4.0686844297876909e-14,3.7359434223102951e-11,6.2437229557647022e-18,1.9296422676014057e-09,9.913877601010966e-17,2.6529839407823408e-12,5.3630741294949253e-11,3.2330615317523608e-10,1.4811232336961698e-13,9.5498032554979094e-14,3.9174438525014483e-13,4.8124758486389629e-20,2.8997450309760919e-15,3.2861124836294762e-16,4.8842105508138986e-24,1.7553229334292648e-18,2.8061185208342651e-24,7.5743762378741442e-19,1.9076722477880408e-15,3.1973015540413894e-12,9.5515733981110004e-18,8.4755536526138798e-18,1.8718983970342345e-22,1.9301469731401956e-17,5.5726215737686482e-12,3.7954291521378382e-14,7.57052747003083e-19,7.9506562376262228e-20,5.8279034558052043e-18,1.1483978448821231e-14,5.9196797557584524e-21,6.6911385510217343e-21,4.5113715077261568e-26,1.2774437404662822e-21,5.0951609979505231e-26,7.7291721176802032e-25,4.728219788110369e-27,4.2733948558360265e-21,3.7771221049078648e-16,1.9474308697175966e-22,1.801168893011788e-19,3.3642551734432324e-19,1.8718944572829375e-19,2.0586537334145329e-21,4.1994708679728228e-23,8.5194805551026666e-21
1.99808106146643e-09,0.003011701771508961,3.4570177343317199e-14,2.8030257264715971e-10,1.1432780947353835e-11,7.2737964229329309e-12,4.0209511587879664e-08,4.0709724310201037e-11,3.2762478436518946e-30,1.3061910484815857e-26,9.4736341881289836e-22,4.8454243094983483e-17,1.1226729044819922e-22,1.1124065325438787e-14,5.5055875398251089e-17,5.9603300488586188e-23,1.3660045209354096e-24,3.2495993466248323e-21,2.3032616621588551e-24,4.7764611927705645e-32,3.1082871474202475e-18,6.7554824927274605e-28,1.1006852213015716e-15,2.3568260651642928e-21,3.1228555448678556e-07,2.3369383744125061e-14,3.4302536542753979e-15,1.9307367061231059e-13,2.6257878899218708e-38,1.8784084273737501e-30,6.3785377465429161e-17,2.4446732490173465e-21,2.2840814962693846e-28,0.88129999999999997,0.0,0.0,0.0,0.0097782767951016449,0.10879949128457247,0.00010000000000051164,3.6953096013058729e-06,3.3132426284419988e-05,2.944382799422366e-05,9.4598119849930375e-12,3.4028284872509546e-06,9.8372346843247613e-09,6.0871657356374902e-08,3.5929177146947389e-14,4.4771467888135932e-16,4.6055875777435427e-09,2.4538431131478389e-08,1.551913694520881e-05,4.7263021473051536e-07,3.3124454342000619e-17,1.163013571112808e-12,3.4673164501872851e-16,1.3597726858655015e-12,2.560879438110583e-05,3.0599331595421277e-13,1.8453886720986805e-14,1.2386487024364786e-14,6.9862900642192933e-16,1.8163394053804488e-16,3.3728154925177857e-08,3.121071679724808e-07,8.6397024221258039e-11,5.2167555056236407e-11,4.1315540071870084e-14,3.9849956559416016e-11,6.618984219675386e-18,1.9707060532068002e-09,1.0874449275752004e-16,2.6960666486214554e-12,5.4533860468714866e-11,3.3427383040894644e-10,1.5313727526994445e-13,9.8737875653889923e-14,4.0508802354013231e-13,4.9763988961190351e-20,3.0069723701879035e-15,3.4090605520922531e-16,5.0669505696609947e-24,1.8202375750729699e-18,2.9111078831544246e-24,7.9454101834602116e-19,2.0034726259901976e-15,3.2528405834205008e-12,9.7174855444589182e-18,9.0342620518590994e-18,1.9952951134686533e-22,1.9636739212631042e-17,5.7673008684920394e-12,3.9083072237403712e-14,7.7956760347703731e-19,8.1871130750672775e-20,6.0012325161598083e-18,1.2033998132915739e-14,6.503799462648046e-21,7.2996534506058399e-21,4.9556292830554346e-26,1.3209813750792991e-21,5.2688119144729657e-26,7.9926277316312942e-25,4.8893663387853447e-27,4.6766785694467846e-21,3.9832861528510386e-16,2.1550961957568876e-22,1.8679352127792453e-19,3.5467394700948728e-19,1.9771934807126846e-19,2.1705166958116384e-21,4.4357351829400083e-23,9.1594660312399121e-21
2.0293790533176113e-09,0.003011701640061962,3.5591746893864764e-14,2.8797870853000236e-10,1.1584176717763604e-11,7.5690195933993109e-12,4.1469095103438591e-08,4.3299330003526403e-11,3.4583916291488753e-30,-1.3036521286698606e-25,9.7691608125563501e-22,5.0472782801684866e-17,1.148218545039376e-22,1.1540731204418156e-14,5.7464393565441713e-17,6.2501294375069797e-23,1.4740869725440095e-24,3.4943405855420617e-21,2.5447566520459062e-24,5.2532863513549147e-32,3.2453537422672934e-18,6.3759087299651768e-28,1.1300137417323645e-15,2.5135179139110416e-21,3.2256425935456496e-07,2.4478041222500218e-14,3.6526262477515699e-15,2.0394225368146826e-13,2.8987794233873344e-38,1.9207653364166948e-30,6.6573999144012021e-17,2.6301646474928325e-21,2.523466275676047e-28,0.88129999999999997,0.0,0.0,0.0,0.0097765360988290393,0.10879943608621312,0.00010000000000063982,3.7526951002399857e-06,3.3644862902113538e-05,2.989359316017215e-05,9.6061159897283022e-12,3.4555994468312552e-06,9.8355904788636325e-09,6.1813464365584424e-08,3.6486365727159451e-14,4.5464172576018592e-16,4.8239139052003105e-09,2.5382198447904437e-08,1.5760742897258875e-05,4.8743276177368839e-07,3.4174401096439571e-17,1.205714179479395e-12,3.6317886735303755e-16,1.4417202993559688e-12,2.6007845180665109e-05,3.2943363169980139e-13,1.9924419587919161e-14,1.3493702170998143e-14,7.6932669773756292e-16,2.0171844084274453e-16,3.427212774630753e-08,3.2237870087771095e-07,8.924051185582718e-11,5.3884851385790938e-11,4.1943979489498679e-14,4.2462500800742579e-11,7.0100028554868287e-18,2.0118303440611023e-09,1.1910812639346027e-16,2.7391336338124881e-12,5.5436679263075824e-11,3.4542422168018484e-10,1.5824594482935568e-13,1.020316944080051e-13,4.1865486839375922e-13,5.143063976716747e-20,3.1167838611319304e-15,3.5349976293849999e-16,5.2541332083836366e-24,1.8867167488548452e-18,3.0186496575327721e-24,8.3292134098030921e-19,2.1026446159002498e-15,3.30835793779234e-12,9.8833327846242817e-18,9.6207791668967363e-18,2.1248337375478622e-22,1.9971877533722422e-17,5.9653320846993421e-12,4.0223708771375607e-14,8.0231892176457367e-19,8.4260534693063759e-20,6.1763820514119118e-18,1.2600221551203315e-14,7.1354493914999665e-21,7.9521654769924501e-21,5.4359870762724091e-26,1.3652944527133137e-21,5.4455555950029376e-26,8.2607759820397141e-25,5.0533830507190404e-27,5.1105565594683657e-21,4.1972019556845165e-16,2.3811067539551301e-22,1.9359336068690835e-19,3.7357196789839407e-19,2.086387229460693e-19,2.286368747050482e-21,4.6807395106424996e-23,9.8351167553793048e-21
