Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725)
1.8376970602524012e-09,0.002562004128491225,8.0863164792827711e-16,7.2068991489049351e-12,3.6036052418523744e-13,3.3154064818249486e-14,5.492067466781069e-09,1.4719718274305966e-12,-8.558382825699774e-32,1.0545185000179681e-25,8.6866822141997865e-30,1.1687214279334037e-19,1.0605244994739889e-23,3.0407899613332859e-16,1.3387024938298094e-19,-1.5775869472318099e-29,2.0199382028644834e-27,2.1263420739390974e-23,4.2945061412428564e-27,3.4125865411152512e-37,6.1711777786320635e-21,-8.7095768019237157e-23,2.3865484493533848e-18,-7.1969723434216457e-23,1.2904307883998671e-08,1.7502004789117921e-16,1.977487606621496e-17,5.5961710363804381e-16,-5.569775568236328e-39,-6.4825262937866594e-26,1.4115388366010125e-19,1.5058732854951619e-24,5.7775171776038682e-32,0.88129999999999997,0.0,0.0,0.0,0.0098691156002005953,0.10880104719671253,9.999999999969594e-05,9.3629835930565704e-07,8.6011875120730663e-06,6.6944888840675339e-06,4.2589612806664665e-12,1.9186798408737252e-06,8.344615422739781e-10,2.7933874285276372e-08,2.8585127794676591e-14,2.7910600125013371e-16,6.8243788580519411e-10,3.4191239624857761e-09,1.1142796989746909e-06,6.8254692474859434e-08,3.7775226357759979e-18,6.208729253532058e-14,1.3754942903541886e-17,2.903268307482323e-14,1.5023265987969091e-06,4.2481486802414424e-15,5.387031699723717e-16,5.9730227640323719e-17,4.6781173723053062e-18,6.6113696302329584e-19,3.0375409079091045e-09,1.289466087907356e-08,5.6271943692094821e-12,3.5903432234115629e-12,2.5751525245649905e-15,4.2966479498562785e-13,1.7211787711612537e-20,4.6338474015082717e-11,1.4654627210886009e-18,3.1621418961022172e-13,5.2701933366231438e-12,1.6099946342265655e-11,1.3046007864727002e-14,9.0861535914960121e-15,3.2704185608515059e-14,9.3743015447737842e-21,1.0278773624924978e-16,2.7542507194551762e-17,5.8742906019354696e-25
1.8747559273380316e-09,0.002562004026834636,8.403173499242308e-16,7.4583519258317627e-12,3.6634334802686152e-13,3.5900259139447574e-14,5.7149801091707021e-09,1.5935569614206678e-12,-7.6952162513230209e-32,2.8292239762465807e-26,9.3249022814162022e-30,1.2338102533614596e-19,9.9577020042414634e-24,3.1382099120869057e-16,1.4170591368187533e-19,-1.5740448356682242e-29,2.1961576124081873e-27,2.2820603048994646e-23,4.78075458872774e-27,3.8627060918827843e-37,6.5332631167765069e-21,-8.5507849879632552e-23,2.476177735420413e-18,-7.3085971442751852e-23,1.3479777755486118e-08,1.8632785633551026e-16,2.1508097029635566e-17,6.1820554859348433e-16,-5.2496961426667366e-39,-6.6694538776512694e-26,1.4941290427628088e-19,1.6548335105126787e-24,6.4857446772435916e-32,0.88129999999999997,0.0,0.0,0.0,0.0098686939821344272,0.10880100671579281,9.9999999999686196e-05,9.5513316830662742e-07,8.77417186908985e-06,6.827732916054489e-06,4.3446147212467386e-12,1.9583327471070165e-06,8.3442795562473206e-10,2.8496021045640897e-08,2.917588994134237e-14,2.8472278516363688e-16,7.2476763241253787e-10,3.5696334275621234e-09,1.1367310247767241e-06,7.103081468582873e-08,3.9196138887657517e-18,6.5124644947206772e-14,1.4605577483495085e-17,3.135159011887411e-14,1.5326005247696069e-06,4.6761422709060256e-15,5.9760694104077695e-16,6.6858773248195042e-17,5.3315469718894638e-18,7.5735308168308848e-19,3.1052367615036464e-09,1.3469682055213036e-08,5.8781535510729708e-12,3.7505220538901642e-12,2.625482959832052e-15,4.672352777230148e-13,1.853496594759984e-20,4.7858638479956046e-11,1.6472078065084034e-18,3.2301990950938208e-13,5.3909749921964492e-12,1.6827368658091529e-11,1.3635545877004381e-14,9.4967410959068757e-15,3.4191766858343232e-14,9.8007006050714095e-21,1.0892433913736576e-16,2.9231166313640881e-17,6.2344493370073995e-25
1.9118147944236617e-09,0.002562003925225426,8.7260767643606253e-16,7.7139320342648001e-12,3.7232119827471345e-13,3.8813332391910983e-14,5.9423112466930456e-09,1.7225161843710668e-12,-6.9185298775849808e-32,1.5259463926180475e-25,9.9963491453394107e-30,1.3010838668551707e-19,9.349629432573152e-24,3.2365488352668152e-16,1.4983307857860481e-19,-1.5702577965469757e-29,2.3845078723745011e-27,2.4466192749469151e-23,5.3127068978217772e-27,4.3652063218358556e-37,6.908885662174819e-21,-8.3948819303757067e-23,2.5674129918087235e-18,-7.4170065633157652e-23,1.4067930341700044e-08,1.9809909105219095e-16,2.3351966828093388e-17,6.8161063132121376e-16,-4.9465379112750553e-39,-6.8565915338297828e-26,1.5797892748105358e-19,1.8152234714007392e-24,7.2630964843184477e-32,0.88129999999999997,0.0,0.0,0.0,0.0098682723464277606,0.10880096623625464,9.9999999999676357e-05,9.73966139426638e-07,8.9471371258860474e-06,6.9609520807671566e-06,4.4302586472069901e-12,1.9979781881666239e-06,8.3439436738913734e-10,2.9058105365382152e-08,2.9766540869375268e-14,2.9033894519115021e-16,7.6880827116697979e-10,3.7238181930020991e-09,1.1591813142230276e-06,7.3862090826756989e-08,4.0646734770320315e-18,6.8244747034467648e-14,1.5490633113509572e-17,3.3803289159765222e-14,1.562873219570978e-06,5.1374503901905153e-15,6.6152439622872121e-16,7.4668246255992849e-17,6.0601887915977695e-18,8.6525890889924781e-19,3.1729209348593764e-09,1.4057374466842793e-08,6.1346432932371427e-12,3.9142321495787013e-12,2.6758073562700764e-15,5.0722374744088825e-13,1.9931051998879046e-20,4.9391878905591947e-11,1.8472553291798253e-18,3.2982544025643102e-13,5.5117602521836491e-12,1.757126642516176e-11,1.4238438470084604e-14,9.9166292955030208e-15,3.5713274972133057e-14,1.0236824432763287e-20,1.153293005774642e-16,3.0995481153788772e-17,6.6107439925125494e-25
1.9859325285949224e-09,0.0025620037221488964,9.3900319681950737e-16,8.2375035743763038e-12,3.8431998182310062e-13,4.5166712022597076e-14,6.4102249468812062e-09,2.0037373168613612e-12,-5.5919385452666919e-32,-6.2690519723668965e-31,1.1443226370259448e-29,1.4423069168879899e-19,8.2430786117929803e-24,3.4359058644441341e-16,1.6698279030933869e-19,-1.5618033745075418e-29,2.8001926026409687e-27,2.8037507725381975e-23,6.5281529109476251e-27,5.5497972131499547e-37,7.7017270600099783e-21,-8.091581778327033e-23,2.75474582951065e-18,-7.6207222534359355e-23,1.5282274772415005e-08,2.2306350213729244e-16,2.7389747556485771e-17,8.2406425957945978e-16,-4.3880808144348307e-39,-7.2312227742636264e-26,1.7605391807846043e-19,2.1728919001162534e-24,9.0460029233283088e-32,0.88129999999999997,0.0,0.0,0.0,0.0098674290222664392,0.10880088528123881,9.9999999999656435e-05,1.0116265682915367e-06,9.2930101840921194e-06,7.2273156508098771e-06,4.6015178786827853e-12,2.0772466279890067e-06,8.3432718617355725e-10,3.0182086180359301e-08,3.0947508372661335e-14,3.0156938856603956e-16,8.6215655839177894e-10,4.0433180990738967e-09,1.204078783902566e-06,7.9690061724143876e-08,4.3637817624135498e-18,7.4735672535439215e-14,1.7366736581198254e-17,3.9123789503900713e-14,1.6234149169467536e-06,6.167566798721512e-15,8.0566033965873433e-16,9.2532910649697266e-17,7.7716959108996696e-18,1.1209528647066634e-18,3.3082536272533487e-09,1.5270763705385069e-08,6.6642103812111305e-12,4.2522435338316831e-12,2.7764379159188129e-15,5.9486667342524538e-13,2.2951726744173811e-20,5.2496091541608311e-11,2.3081834124584091e-18,3.4343566685707782e-13,5.7533340688319169e-12,1.9108487893366485e-11,1.5484287011711355e-14,1.0784307510250949e-14,3.8858071466301681e-14,1.1138246297084761e-20,1.2897640718588962e-16,3.4760352241739002e-17,7.4137190840782e-25
2.060050262766183e-09,0.0025620035192611443,1.0078178520897145e-15,8.7776181154579224e-12,3.9630697498043107e-13,5.2268156257071567e-14,6.8958006212423434e-09,2.3180311082621156e-12,-4.5180127804187055e-32,7.7668630674335606e-26,1.3036031976447298e-29,1.5926104886777812e-19,7.2676943588676653e-24,3.6387093922979996e-16,1.8536138891740006e-19,-1.5521586170969065e-29,3.272325535789948e-27,3.200778908376712e-23,7.9710803577501448e-27,7.0144917037730005e-37,8.5516834494144625e-21,-7.7992491579828144e-23,2.9486402750462635e-18,-7.8093783518372689e-23,1.6547323257631195e-08,2.4997610871482364e-16,3.1924873937107157e-17,9.894388738264755e-16,-3.8886961867696113e-39,-7.6058860478038665e-26,1.9542298331467636e-19,2.5842246079365358e-24,1.1169500531894388e-31,0.88129999999999997,0.0,0.0,0.0,0.0098665856280636434,0.1088008043314965,9.9999999999636147e-05,1.0492796464363646e-06,9.6388063772770565e-06,7.4935792792233054e-06,4.7727388219415137e-12,2.1564850668333189e-06,8.3425999865654957e-10,3.1305815725058548e-08,3.2128028911428218e-14,3.127973213316839e-16,9.6275130790558205e-10,4.3778325815902683e-09,1.248972107722162e-06,8.5738518743860612e-08,4.6750156594814665e-18,8.1565010976856091e-14,1.9388710405339003e-17,4.5031983747748398e-14,1.6839516934327573e-06,7.3540059157376643e-15,9.7370508554441549e-16,1.1374582974044096e-16,9.8728856061405332e-18,1.4384350948619352e-18,3.4435378814073448e-09,1.653480985268018e-08,7.2158874089035285e-12,4.6043721260428277e-12,2.8770439622075527e-15,6.9343065481192387e-13,2.6293556835487819e-20,5.5648186046757763e-11,2.8606275723138238e-18,3.570443794749927e-13,5.9949010473184101e-12,2.0711608546685011e-11,1.6783551611467166e-14,1.1689186926778095e-14,4.2138571521712108e-14,1.2078566114630106e-20,1.4379406811564827e-16,3.8855906061166059e-17,8.287222486992106e-25
2.1341679969374437e-09,0.0025620033165616746,1.0790520127716199e-15,9.3342969259955585e-12,4.0832415385625234e-13,6.0173535911489458e-14,7.3990300986759794e-09,2.6678816650312222e-12,-3.6476815594036382e-32,-8.3551830740211184e-26,1.4783769464735092e-29,1.7522245502101807e-19,6.4079516358372957e-24,3.8448160760363635e-16,2.0501150702325764e-19,-1.541121299286675e-29,3.8066199541858251e-27,3.6408965477798504e-23,9.6752424949635237e-27,8.8157353627641503e-37,9.4607674375077704e-21,-7.5175011381795237e-23,3.1492008374375209e-18,-7.980609966656232e-23,1.7863057520646365e-08,2.7889848883936195e-16,3.6995171403747213e-17,1.180382508539991e-15,-3.442936422007198e-39,-7.9800849718783023e-26,2.1613090766709644e-19,3.0549409652939325e-24,1.3680914652705264e-31,0.88129999999999997,0.0,0.0,0.0,0.0098657421641662781,0.10880072338685949,9.9999999999615547e-05,1.0869253743983861e-06,9.9845253962675668e-06,7.7597426514061695e-06,4.9439213239496363e-12,2.2356934113028303e-06,8.3419280486741605e-10,3.2429292995104212e-08,3.330810109422048e-14,3.2402273345269468e-16,1.0708608127740772e-09,4.7275704221955692e-09,1.2938612853922341e-06,9.2007375275289078e-08,4.9985432391874049e-18,8.8737697734644402e-14,2.1562009104420036e-17,5.1566539632726336e-14,1.7444835513743843e-06,8.7132739770139822e-15,1.1684402703214348e-15,1.3876863045393375e-16,1.2431877557536794e-17,1.8294362146422178e-18,3.5787728933762955e-09,1.7849493775991468e-08,7.7896659814590333e-12,4.9706125668799248e-12,2.9776252996934091e-15,8.0378557978062817e-13,2.9976778867075611e-20,5.8845401721273238e-11,3.5183190394236681e-18,3.7065119994494183e-13,6.2364506017114655e-12,2.2380622873934743e-11,1.8136227704576374e-14,1.2631264365253107e-14,4.5554764467609822e-14,1.3057780826739881e-20,1.5984929920639913e-16,4.3301525117786349e-17,9.2353881196181192e-25
2.2082857311087043e-09,0.0025620031140499992,1.1527041050527498e-15,9.9075162543153322e-12,4.2029511181980025e-13,6.8940703400722382e-14,7.9199052512420195e-09,3.0558646379386042e-12,-2.9417259084048875e-32,9.2048377616201675e-26,1.6695754336484041e-29,1.9213713415782361e-19,5.6498516208976035e-24,4.0540912783052347e-16,2.2597649761387367e-19,-1.528678740069785e-29,4.4091979181200896e-27,4.1274545614873218e-23,1.167833079037635e-26,1.1019732303367109e-36,1.0431027146618731e-20,-7.2459283733158875e-23,3.3565431792643991e-18,-8.137368079042898e-23,1.922945900426498e-08,3.0989094537517946e-16,4.2639657497243068e-17,1.3997441596065534e-15,-3.0456731063864633e-39,-8.3533601133707745e-26,2.3822322912439445e-19,3.5911619634661081e-24,1.6631963845363384e-31,0.88129999999999997,0.0,0.0,0.0,0.0098648986309212237,0.10880064244715952,9.9999999999594608e-05,1.1245637527161672e-06,1.0330166932079546e-05,8.0258054531440097e-06,5.115065231766774e-12,2.3148715681163585e-06,8.3412560483545791e-10,3.355251698673969e-08,3.4487723531304092e-14,3.3524561489986907e-16,1.1867530872559346e-09,5.0927402778335601e-09,1.3387463166248216e-06,9.8496544513280405e-08,5.3345324714726665e-18,9.6258662379085934e-14,2.3892084404688376e-17,5.8766997930104623e-14,1.80501049295661e-06,1.0262933874249515e-14,1.3928468125976562e-15,1.681063914538084e-16,1.5525597788792185e-17,2.3074138001285367e-18,3.7139580788618073e-09,1.9214796028269647e-08,8.3855375667715979e-12,5.350959409186374e-12,3.0781817444364357e-15,9.2683538090239762e-13,3.4022136823375404e-20,6.2085140416273462e-11,4.2964789824177184e-18,3.8425584000767476e-13,6.4779747085525003e-12,2.4115522657202683e-11,1.9542308529961611e-14,1.3610535116423588e-14,4.9106633829152795e-14,1.4075885711076789e-20,1.7721119554052375e-16,4.8117211261538813e-17,1.0262481994618669e-24
2.282403465279965e-09,0.00256200291172562,1.2287743119792759e-15,1.0497293169172595e-11,4.3231575122039886e-13,7.8629473516789786e-14,8.458417618155934e-09,3.4846464829929813e-12,-2.3687229437054053e-32,-1.5090585006505982e-25,1.878162947264835e-29,2.100288477790738e-19,4.9815963027318843e-24,4.266408117017386e-16,2.4830050198834457e-19,-1.5145516391688434e-29,5.0866028323370471e-27,4.6639624427180602e-23,1.4022272330228791e-26,1.3703694482214796e-36,1.1464549395192488e-20,-6.9841885671712219e-23,3.5707935267740381e-18,-8.2755882705563322e-23,2.0646508947730068e-08,3.4301253978120919e-16,4.889850841175391e-17,1.6505797144289047e-15,-2.6921291966574567e-39,-8.7252864828655145e-26,2.6174631086005981e-19,4.1994230042586605e-24,2.0078919408149948e-31,0.88129999999999997,0.0,0.0,0.0,0.0098640550286752185,0.10880056151222878,9.9999999999573385e-05,1.1621947819295648e-06,1.0675730676003159e-05,8.2917673706083433e-06,5.2861703925878669e-12,2.3940194441079515e-06,8.3405839858996334e-10,3.4675486697085087e-08,3.5666894834661852e-14,3.4646595565276374e-16,1.3106958675299812e-09,5.4735506806899945e-09,1.3836272011335721e-06,1.0520593945972795e-07,5.6831512252336174e-18,1.0413282957303397e-13,2.6384385137357908e-17,6.667373521164609e-14,1.8655325202147038e-06,1.2021619224452204e-14,1.6501083668839304e-15,2.0230944209942563e-16,1.9240439021498567e-17,2.8877176478901636e-18,3.849092996610573e-09,2.0630696925299738e-08,9.0034935291835961e-12,5.7454071395642888e-12,3.1787131561033838e-15,1.0635177646714236e-12,3.8450893713845805e-20,6.5364955812005123e-11,5.2119072296375548e-18,3.9785807977719148e-13,6.719467255758303e-12,2.5916297648134801e-11,2.1001785679008688e-14,1.4626993323754333e-14,5.2794158778695641e-14,1.5132874797620309e-20,1.9595091469822374e-16,5.3323580677535516e-17,1.1372901150620132e-24
2.3565211994512257e-09,0.0025620027095880496,1.3072630226247488e-15,1.1103649483571543e-11,4.4432709656117182e-13,8.9301360397739822e-14,9.0145587849246234e-09,3.9569726080255985e-12,-1.9026816750676733e-32,-2.2354822968574738e-26,2.1051341487548056e-29,2.28920161550069e-19,4.3923218327971516e-24,4.4816467161310539e-16,2.7202840590725884e-19,-1.498637992783952e-29,5.8457575737946173e-27,5.2540692282375813e-23,1.6752982876343079e-26,1.6955759085071599e-36,1.2563457434921487e-20,-6.7319167599186663e-23,3.7920868959834429e-18,-8.3960264271392891e-23,2.2114188456263302e-08,3.7832127351887428e-16,5.5812888388992609e-17,1.9361312734588757e-15,-2.3778477051517322e-39,-9.0954680968501366e-26,2.8674729576387096e-19,4.8866344605044326e-24,2.4082182142695827e-31,0.88129999999999997,0.0,0.0,0.0,0.0098632113577749366,0.10880048058189945,9.999999999955185e-05,1.1998184625795613e-06,1.1021216319537954e-05,8.5576280903079652e-06,5.4572366537110173e-12,2.4731369462124173e-06,8.3399118616021597e-10,3.5798201123947398e-08,3.6845613617777633e-14,3.5768374569779884e-16,1.4429566466336383e-09,5.8702100535289433e-09,1.428503938633535e-06,1.1213547294874957e-07,6.0445672806690265e-18,1.1236512022333354e-13,2.9044357513009072e-17,7.5327830468498451e-14,1.9260496350611723e-06,1.4008912890665426e-14,1.9435889547830868e-15,2.4196924456391119e-16,2.3671651588139276e-17,3.5875113083262721e-18,3.9841772866728603e-09,2.2097176619591716e-08,9.6435251617593089e-12,6.1539501990344154e-12,3.2792193871880313e-15,1.2147998081095958e-12,4.328476135483362e-20,6.8682526199689348e-11,6.2828627124344013e-18,4.1145774288437574e-13,6.9609233826101748e-12,2.7782936255982946e-11,2.2514649653881768e-14,1.5680632372216245e-14,5.6617315611825378e-14,1.6228741291756106e-20,2.1614140774392532e-16,5.894178375963717e-17,1.2571156562776231e-24
2.4306389336224863e-09,0.002562002507636794,1.3881725175338121e-15,1.1726650838261007e-11,4.5643607871995034e-13,1.0102006823819357e-13,9.5883199928899631e-09,4.4756904069341756e-12,-1.5234072292928587e-32,-3.2427628471017691e-25,2.3515247150361766e-29,2.4883560391683952e-19,3.8730440455413836e-24,4.6996953267169125e-16,2.972061223333611e-19,-1.4805594367449526e-29,6.6940902342439354e-27,5.9016056145624025e-23,1.9921855023164643e-26,2.08796246581447e-36,1.3729924667952998e-20,-6.4888034449163873e-23,4.0205692166709996e-18,-8.4927693046948724e-23,2.3632478492840055e-08,4.1587380096890983e-16,6.3425215727417824e-17,2.2598887686000625e-15,-2.0987847871803217e-39,-9.463544758596547e-26,3.1327440297194159e-19,5.6602067839770306e-24,2.8707666724319242e-31,0.88129999999999997,0.0,0.0,0.0,0.0098623676185668873,0.10880039965600412,9.9999999999530044e-05,1.2374347952085924e-06,1.1366623554492853e-05,8.8233872991893354e-06,5.6282638625870219e-12,2.5522239814952576e-06,8.3392396757548529e-10,3.692065926612509e-08,3.8023878496082458e-14,3.6889897503130055e-16,1.583802602083078e-09,6.2829266767623977e-09,1.4733765288415714e-06,1.1928505759773357e-07,6.4189483027650398e-18,1.2096045077312125e-13,3.1877444241910153e-17,8.4771242605707489e-14,1.9865618392580438e-06,1.6245644282470077e-14,2.2768901468845707e-15,2.8773246828249849e-16,2.8926681872499134e-17,4.426480320169781e-18,4.1192106631782293e-09,2.361421508359312e-08,1.0305623678959139e-11,6.5765829783649771e-12,3.3797003258866379e-15,1.3816865331062557e-12,4.8546049938926243e-20,7.2035682740938987e-11,7.5295909188231161e-18,4.2505469857984002e-13,7.202339499678061e-12,2.9715425512771127e-11,2.4080889839258247e-14,1.6771444868602663e-14,6.0576077673921207e-14,1.7363477553225206e-20,2.3785794264954048e-16,6.4993660986297226e-17,1.3861906388109687e-24
2.504756667793747e-09,0.002562002305871361,1.4714993140057823e-15,1.2366229370539238e-11,4.6840555822856683e-13,1.1385124844881118e-13,1.0179692841364931e-08,5.0437386311888031e-12,-1.2148092547806641e-32,1.1209831402397363e-26,2.6184093713876103e-29,2.6979844543182022e-19,3.4150364045162198e-24,4.9204499238095201e-16,3.2388055127499636e-19,-1.4605387905320508e-29,7.6394971765216881e-27,6.6105669133989984e-23,2.3585577600621648e-26,2.5594727929429473e-36,1.4966172591375713e-20,-6.2544600316419605e-23,4.2563957468255067e-18,-8.5748763739402462e-23,2.5201359916761468e-08,4.5572559295144312e-16,7.1779008948899233e-17,2.6255718463415671e-15,-1.8512610971911221e-39,-9.8291855839080024e-26,3.413768861713341e-19,6.5280163795160594e-24,3.4026416938634233e-31,0.88129999999999997,0.0,0.0,0.0,0.0098615238113976388,0.10880031873437515,9.9999999999507967e-05,1.2750437803603965e-06,1.1711952072783564e-05,9.0890446845924627e-06,5.7992518667190527e-12,2.6312804571396002e-06,8.3385674286504573e-10,3.8042860122783329e-08,3.9201688086759817e-14,3.8011163365325965e-16,1.7335006272248136e-09,6.7119087022148826e-09,1.5182449714761667e-06,1.2665460582991329e-07,6.8064618523540458e-18,1.2992373397505699e-13,3.4889084779382706e-17,9.5046690480143319e-14,2.0470691344407277e-06,1.8753780279608889e-14,2.653830979198239e-15,3.4029741477506829e-16,3.5124711818638317e-17,5.426790146543671e-18,4.2541928828146783e-09,2.518179215218145e-08,1.0989780235198811e-11,7.0132998299488103e-12,3.4801558226150641e-15,1.565216955778717e-12,5.4257601081727993e-20,7.5422385362712789e-11,8.9742272797354113e-18,4.3864884367187187e-13,7.4437128524288156e-12,3.1713751521557067e-11,2.5700494866091823e-14,1.7899422894839317e-14,6.4670416322198604e-14,1.8537075371883361e-20,2.6117786298772235e-16,7.1501671023187795e-17,1.5249940631174932e-24
2.5788744019650076e-09,0.0025620021042912543,1.5572376646566282e-15,1.3022265091090924e-11,4.8028552601857206e-13,1.2786240373378185e-13,1.0788668580067e-08,5.664143160986791e-12,-9.6361166121600019e-33,-2.1800411365248051e-26,2.9069027073418604e-29,2.9183444836763219e-19,3.0109765979263783e-24,5.143812476202694e-16,3.5209961455921385e-19,-1.438490740820238e-29,8.6903407907201441e-27,7.3851075192083495e-23,2.7806372631508517e-26,3.1237776223037319e-36,1.6274472385020176e-20,-6.0285566497480457e-23,4.4997301000433292e-18,-8.6439879357033418e-23,2.6820813508212571e-08,4.9793101977060221e-16,8.0918807325156915e-17,3.0371288598498612e-15,-1.631927866406264e-39,-1.0192083899688864e-25,3.7110507040691894e-19,7.4984064185580751e-24,4.0114601893555558e-31,0.88129999999999997,0.0,0.0,0.0,0.0098606799366137178,0.10880023781684531,9.9999999999485632e-05,1.3126454185799583e-06,1.2057201566504314e-05,9.3545999342353491e-06,5.9702005136981675e-12,2.7103062804414495e-06,8.3378951205816832e-10,3.9164802693645409e-08,4.0379041008674829e-14,3.9132171156924294e-16,1.8923173425001225e-09,7.1573641577528366e-09,1.5631092662573573e-06,1.3424402988333293e-07,7.2072753898587695e-18,1.3925987932610016e-13,3.8084715330611922e-17,1.0619758333302786e-13,2.107571522133568e-06,2.1556397758744007e-14,3.078443534506839e-15,4.0041434483396981e-16,4.2397156731812664e-17,6.6132444675268792e-18,4.3891237230570303e-09,2.6799887548772819e-08,1.1695985936251876e-11,7.4640950751027437e-12,3.5805857719816857e-15,1.7664625171080394e-12,6.0442794155813611e-20,7.8840707110504516e-11,1.0640850007027683e-17,4.5224009457888001e-13,7.6850412034334248e-12,3.3777899788944958e-11,2.7373452881414321e-14,1.9064558195863879e-14,6.8900301639297969e-14,1.9749526172243364e-20,2.8618049192318654e-16,7.8488862126681205e-17,1.6740175044966715e-24
2.6529921361362683e-09,0.0025620019028959875,1.6453744852840918e-15,1.3694468056897212e-11,4.9190815574704432e-13,1.4312285011493169e-13,1.1415238734112301e-08,6.3400157787318119e-12,-7.5875730293512274e-33,7.2107992768521543e-25,3.2181615150894657e-29,3.1496788174136108e-19,2.6538174393959631e-24,5.3696913344901947e-16,3.8191229995192823e-19,-1.4148489531437856e-29,9.8554579047909142e-27,8.2295403065371274e-23,3.2652342452982502e-26,3.796474080780272e-36,1.7657147004319629e-20,-5.8107184368930052e-23,4.7507437467374511e-18,-8.7132670710464497e-23,2.8490819974997737e-08,5.4254338859713859e-16,9.0890135013133767e-17,3.49874122080087e-15,-1.4377393703369239e-39,-1.0551954992047377e-25,4.0251039856078464e-19,8.5801998038452909e-24,4.7053635223559988e-31,0.88129999999999997,0.0,0.0,0.0,0.0098598359945617272,0.10880015690324708,9.9999999999463054e-05,1.3502397104134904e-06,1.2402371727809041e-05,9.6200527362103785e-06,6.1411096511444844e-12,2.7893013588086642e-06,8.3372227518413091e-10,4.0286485978638858e-08,4.1555935882359049e-14,4.0252919878685805e-16,2.0605190976986313e-09,7.6195009479148037e-09,1.6079694129067133e-06,1.4205324181332981e-07,7.6215562757905575e-18,1.4897379319213063e-13,4.1469768785020041e-17,1.1826798572796974e-13,2.1680690037582058e-06,2.4677686567351299e-14,3.5549741143522216e-15,4.6888686319547544e-16,5.0888344816091737e-17,8.013492120534716e-18,4.5240029762319699e-09,2.8468480892503517e-08,1.2424231842386217e-11,7.9289630060753874e-12,3.6809900438806962e-15,1.9865266317602601e-12,6.7125539766649072e-20,8.2288825755021119e-11,1.2555567681017004e-17,4.6582838048615355e-13,7.926322700582746e-12,3.5907855356339157e-11,2.9099751654842788e-14,2.0266842253792904e-14,7.3265702715270221e-14,2.1000821094303132e-20,3.1294710478016223e-16,8.59788639596309e-17,1.8337649385382358e-24
2.727109870307529e-09,0.0025620017016850607,1.7359133804207978e-15,1.4382935145360573e-11,5.0386868212425347e-13,1.5970376709759585e-13,1.2059393562162112e-08,7.074555575100836e-12,-5.9126172284639916e-33,-7.270955791677218e-26,3.5533873216590208e-29,3.3922666843261809e-19,2.3390821391161081e-24,5.5979999042200089e-16,4.1336871032036787e-19,-1.3885004499496728e-29,1.1144176206515285e-26,9.1483401672379181e-23,3.8197843444518038e-26,4.5952736723072853e-36,1.9116573550661314e-20,-5.6007671877622294e-23,5.0096159387292496e-18,-8.7609820999969614e-23,3.0211359951391182e-08,5.8961493782382319e-16,1.0173950525654875e-16,4.0148317442470239e-15,-1.2659415247862195e-39,-1.0908537631607525e-25,4.3564548295662129e-19,9.7827197247815749e-24,5.4930376360330713e-31,0.88129999999999997,0.0,0.0,0.0,0.0098589919855878016,0.10880007599341442,9.9999999999440204e-05,1.3878266564084564e-06,1.2747462249470582e-05,9.885402778993285e-06,6.3119791269841242e-12,2.8682655997633507e-06,8.3365503227217289e-10,4.1407908979647827e-08,4.2732371330046144e-14,4.1373408533326299e-16,2.2383719665145259e-09,8.0985268511944728e-09,1.6528254111473618e-06,1.5008215348961906e-07,8.0494717686330653e-18,1.590703787544445e-13,4.504967459844666e-17,1.3130261449757113e-13,2.2285615806354095e-06,2.8142978086855666e-14,4.0878890602073486e-15,5.4657402687832129e-16,6.0756250218212766e-17,9.6582355985325978e-18,4.6588304497088038e-09,3.0187551696549555e-08,1.3174508967630387e-11,8.4078978855785032e-12,3.7813686167731538e-15,2.2265452202407749e-12,7.4330327796886982e-20,8.5765022001503983e-11,1.4746623084875244e-17,4.79413648866791e-13,8.1675558823826415e-12,3.8103602825107854e-11,3.087937859897293e-14,2.1506266302125047e-14,7.7766587699536136e-14,2.2290951008439282e-20,3.4156096156089955e-16,9.3995897292071227e-17,2.0047529480195861e-24
