Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726),C7H9(2388),C7H9(1587),S(859),S(1111),S(1873),S(2962),S(2913),S(1093),C7H9(2432),S(3132),C7H9(3107),S(3133),C6H6(3100),S(2878),S(1393),S(2871)
1.2064513709704325e-08,0.0018478513546209027,2.6978549155928428e-18,1.6341665284838232e-14,-4.2270316507220839e-15,1.2955196290665755e-12,1.6804554597179004e-09,7.2728496870394531e-13,-1.0767546999326866e-37,4.2676903676713525e-27,5.0340739973293064e-30,7.7881774398950137e-18,8.736019915524042e-28,7.9208192178214875e-17,-1.2541357675871632e-18,2.8798281554348359e-30,3.6568215105994843e-29,7.2243647210080162e-24,8.9901397313533784e-27,5.6858725074783652e-39,8.4530506081396297e-24,1.6095848684591352e-17,7.4059032990018401e-22,1.8140913702355988e-15,1.7910346137343431e-10,1.8440708416341582e-19,-3.3067619442296899e-19,2.0960804231526205e-13,-9.2693939623792708e-48,1.5855319143562884e-19,5.0322501014130571e-22,1.0045800468061396e-26,3.8072077385477857e-33,0.88129999999999997,0.0,0.0,0.0,0.0098853769217818743,0.10880137471463903,9.9999999999921359e-05,2.4216560411807999e-07,2.1344476407765542e-06,5.6751179342130484e-07,4.0837073959131525e-12,1.5950121668750171e-06,1.6067085468032819e-12,2.7662918038914501e-08,5.9969494234670038e-14,6.364687805261992e-16,9.2189517034230821e-10,2.069343819896941e-09,1.1546146319112289e-08,3.1991340257948566e-08,8.0889565074920005e-19,4.8786754435053798e-15,6.8029795276216608e-19,1.5184895449671718e-15,9.5287229750215227e-09,3.5828486737185205e-16,4.8381459070524178e-16,1.4941880659329652e-18,1.2910269724143895e-18,9.5532926124475145e-20,2.9985160605774066e-11,1.7869174952647267e-10,2.3192831858958976e-13,1.6982211957353225e-13,6.4838543797503318e-17,9.9617029755359517e-15,-3.6654539433823008e-15,7.9939746123606558e-14,1.1602246682137716e-18,4.5287525711972784e-14,5.032128550769998e-13,2.5161849479110106e-12,8.1484657008333657e-15,6.975794937067421e-15,1.7375049121062166e-14,4.492202858405997e-20,8.2188323216071721e-18,2.0345507781113282e-17,1.1445742558334825e-24,2.9444473700442115e-22,6.4006684893028793e-25,2.007382537824373e-22,1.360296449783205e-18,1.117595878772042e-12,6.6489301031632434e-18,3.464351361596054e-20,2.2905405865286286e-25,1.625710465818483e-17,1.5045931568979924e-12,3.308946132647748e-17,3.41097714511443e-21,1.371773658639108e-24,2.5913397859327312e-20,1.3432801691582938e-18,8.7133985159920781e-24,2.9100736563929105e-25,6.5434205355669202e-29
1.207324844635609e-08,0.0018478513524246784,2.6948402718430297e-18,1.5884186023270183e-14,-3.6167727664438916e-15,1.2976703797961005e-12,1.6828715678658926e-09,7.2937263027384605e-13,-1.0228970825115927e-37,3.00716991170222e-27,5.0509646290851354e-30,7.7898938090168707e-18,8.7247425153900424e-28,7.9328537663865568e-17,-1.2541247570453094e-18,2.8840639375252488e-30,3.6878737319805927e-29,7.2498427198823564e-24,9.0274704633025628e-27,5.7158760517429497e-39,8.4810951654717607e-24,1.6038772974596815e-17,7.4248436097502238e-22,1.8141335423815244e-15,1.7937354426980721e-10,1.8476795415980283e-19,-3.3037766400882296e-19,2.1012892294866894e-13,-1.0122212960776126e-47,1.5857310265602785e-19,5.0423448477601869e-22,1.0075715958793935e-26,3.8078394402697346e-33,0.88129999999999997,0.0,0.0,0.0,0.0098853735540940374,0.10880137352331055,9.9999999999921238e-05,2.4234056162816292e-07,2.1359900487376453e-06,5.6790776155455362e-07,4.0866583504042156e-12,1.5961790809553017e-06,1.6067080141735806e-12,2.7682913177237266e-08,6.0013368037869477e-14,6.3692882893596182e-16,9.2388882982652819e-10,2.0729281098544632e-09,1.1554504372345374e-08,3.2037647436307136e-08,8.1015120229662758e-19,4.8875283723881812e-15,6.817703112893576e-19,1.5224572911161451e-15,9.5356207095232642e-09,3.5942186817657005e-16,4.8551585907336849e-16,1.4994768647474438e-18,1.2965489176303459e-18,9.5975325382727074e-20,3.000783946348961e-11,1.7896119717115658e-10,2.322780487911883e-13,1.7007823727364901e-13,6.4885900048225549e-17,9.9911074257898127e-15,-3.6654259019666389e-15,8.003577727463867e-14,1.1647801411538181e-18,4.5322883459916057e-14,5.0361746852765672e-13,2.5201909767362216e-12,8.1614397882073258e-15,6.9869021516445458e-15,1.7402788178309784e-14,4.4993746065906647e-20,8.2415531403477451e-18,2.0404113703652473e-17,1.1478712407345705e-24,2.9525881072443082e-22,6.4191058317207338e-25,2.0140722978386198e-22,1.3649090731133792e-18,1.1186653674663858e-12,6.655292765020174e-18,3.4785607205514976e-20,2.2999354823341629e-25,1.6272661822084636e-17,1.5072579602990871e-12,3.314114048360931e-17,3.4163043895327118e-21,1.3739160965563844e-24,2.5953869917371711e-20,1.3464315825095683e-18,8.7609417453963623e-24,2.9203741071594467e-25,6.5837025023793225e-29
1.209071791965962e-08,0.001847851348032236,2.6914932529379284e-18,1.5154008402315154e-14,-2.6065732229330971e-15,1.3019769783656714e-12,1.6877090013065302e-09,7.3356142401872627e-13,-9.2318056008234177e-38,-6.2245371647677438e-28,5.0848971168875799e-30,7.7929927326498227e-18,8.7047354876394147e-28,7.956952618001924e-17,-1.2541027213040293e-18,2.8927984167993444e-30,3.7502636248843682e-29,7.3010170096729097e-24,9.1025171388256922e-27,5.7763341665291702e-39,8.5373996901691366e-24,1.5925228009701625e-17,7.4628257343585766e-22,1.8142174385200963e-15,1.7991432264955273e-10,1.854909195455891e-19,-3.2977885091661397e-19,2.1117328090983235e-13,-1.1638084135618275e-47,1.5861275585524082e-19,5.0625938275635407e-22,1.0135784555211448e-26,3.8091094406905181e-33,0.88129999999999997,0.0,0.0,0.0,0.0098853668186300748,0.10880137114065168,9.9999999999921007e-05,2.4269047503931592e-07,2.1390748492531008e-06,5.6869969388840087e-07,4.0925602297366868e-12,1.5985128974231824e-06,1.6067069488998142e-12,2.7722903253069729e-08,6.0101115204644982e-14,6.3784892113517735e-16,9.2788475652154134e-10,2.0801082890520057e-09,1.1571220470068996e-08,3.2130362098806506e-08,8.1266602670596916e-19,4.9052642057759532e-15,6.8472139557902692e-19,1.5304146566112242e-15,9.5494161716476966e-09,3.6170415588041682e-16,4.889323367894582e-16,1.5100982849835803e-18,1.3076508489303019e-18,9.6865293502298815e-20,3.0053196962472896e-11,1.7950070347817352e-10,2.3297830227347962e-13,1.7059105355821374e-13,6.4980599782993561e-17,1.0050111716499942e-14,-3.665369801596891e-15,8.0227943072950386e-14,1.1739346589690162e-18,4.5393606027043992e-14,5.0442669260718154e-13,2.5282126930372861e-12,8.1874192456529159e-15,7.0091433628152185e-15,1.7458333361857707e-14,4.5137354432167871e-20,8.2871355304312708e-18,2.0521704488815163e-17,1.1544865285147821e-24,2.968920018090363e-22,6.4560997305882251e-25,2.0275046011293526e-22,1.3741713682009626e-18,1.1208045504091521e-12,6.6680193112684504e-18,3.5071240408599419e-20,2.318820881983593e-25,1.6303779139071796e-17,1.5125952141391601e-12,3.3244616338831882e-17,3.4269709946355366e-21,1.378205845230579e-24,2.6034906084571209e-20,1.352749172655615e-18,8.8567069003516096e-24,2.941060357581081e-25,6.6649264326980288e-29
1.210818739296315e-08,0.0018478513436398036,2.6912015933065954e-18,1.4634207695853826e-14,-1.8457506363413175e-15,1.3062903692196026e-12,1.6925533959626933e-09,7.3776822127246292e-13,-8.3712192413749762e-38,1.4637382676084076e-27,5.119031868368426e-30,7.7956517129575949e-18,8.6883231954010031e-28,7.9810908158213158e-17,-1.2540806669380374e-18,2.9021275471785099e-30,3.8130356633208954e-29,7.3524834169149298e-24,9.1780797753716683e-27,5.8373871463402155e-39,8.5939922841075166e-24,1.5812486877144812e-17,7.5009434027327253e-22,1.8143007406473465e-15,1.8045591780763183e-10,1.8621551864225695e-19,-3.2917769707104489e-19,2.122211057008603e-13,-1.2907595553333009e-47,1.586521843977922e-19,5.0829223567363502e-22,1.0196171269732937e-26,3.8103882767676944e-33,0.88129999999999997,0.0,0.0,0.0,0.0098853600830484372,0.10880136875799018,9.9999999999920777e-05,2.4304038630512462e-07,2.1421596291768922e-06,5.6949162097419006e-07,4.0984620694418365e-12,1.6008466982883109e-06,1.6067058836069013e-12,2.7762893060587192e-08,6.0188861784785994e-14,6.3876900716099808e-16,9.3189217386629111e-10,2.0873039461715534e-09,1.158793655613571e-08,3.2223210501456909e-08,8.1518581677173726e-19,4.9230400394142546e-15,6.8768097967181102e-19,1.5384012364734402e-15,9.5632116246002246e-09,3.6399752256003656e-16,4.9236746212566658e-16,1.5207783269857813e-18,1.3188305180346252e-18,9.7762190617071854e-20,3.0098554172593306e-11,1.8004102447042752e-10,2.3367961318807104e-13,1.7110464435046545e-13,6.5075283642196044e-17,1.0109377167767092e-14,-3.6653136804993392e-15,8.0420246655338617e-14,1.183147509235112e-18,4.5464332577862372e-14,5.0523591686375854e-13,2.5362472875055951e-12,8.2134404132411844e-15,7.0314202832346872e-15,1.7513967969851167e-14,4.528119399937591e-20,8.3329060090551247e-18,2.0639801731200742e-17,1.1611303079864312e-24,2.9853193274729445e-22,6.4932529602047571e-25,2.0410075070223757e-22,1.3834832221438314e-18,1.1229440061317501e-12,6.6807474798743758e-18,3.5358810238228217e-20,2.3378343272745918e-25,1.6334900422844037e-17,1.5179426651160516e-12,3.3348248890757514e-17,3.4376537522258068e-21,1.3825020900054786e-24,2.6116064967324612e-20,1.3590864722486252e-18,8.953383090888423e-24,2.9618607797263873e-25,6.7470373297170408e-29
1.212565686626668e-08,0.0018478513392473817,2.6935892588069971e-18,1.4298802435183071e-14,-1.08236849521251e-15,1.3106105479683565e-12,1.6974045258919959e-09,7.4199307323049104e-13,-7.2718120012621796e-38,7.887385155877296e-27,5.1533696478316812e-30,7.7978767640510527e-18,8.672715966464965e-28,8.0052681700039082e-17,-1.2540585950357605e-18,2.9092829179224148e-30,3.876191657970943e-29,7.4042432156964156e-24,9.2541611961593159e-27,5.899031360232866e-39,8.6508739775460769e-24,1.5700543884216223e-17,7.5391968709244513e-22,1.8143834530760281e-15,1.8099832973884029e-10,1.8694175162105914e-19,-3.2857419719028066e-19,2.1327240280340719e-13,-1.3924995222648441e-47,1.5869138947711752e-19,5.1033307158813364e-22,1.0256877666450711e-26,3.8116759962430499e-33,0.88129999999999997,0.0,0.0,0.0,0.0098853533473491628,0.10880136637532631,9.9999999999920546e-05,2.433902954255966e-07,2.1452443884669865e-06,5.7028354280658943e-07,4.1043638694392584e-12,1.6031804835356638e-06,1.6067048182948475e-12,2.7802882599129495e-08,6.027660777772765e-14,6.3968908699823478e-16,9.3591109827745662e-10,2.0945150958669553e-09,1.1604652630545325e-08,3.2316192643186162e-08,8.1771057718617979e-19,4.9408559126073142e-15,6.9064907575466466e-19,1.5464170908428258e-15,9.5770070683810501e-09,3.6630200529552923e-16,4.9582130679814532e-16,1.5315172211779162e-18,1.3300883463614291e-18,9.8666060344393203e-20,3.0143911093532111e-11,1.8058216014195851e-10,2.3438198152716487e-13,1.7161900964469353e-13,6.516996710336356e-17,1.0168904548963567e-14,-3.6652575418223211e-15,8.0612687769118669e-14,1.1924189766622649e-18,4.5535060133285945e-14,5.0604514310701235e-13,2.5442947601512128e-12,8.2395032909977222e-15,7.0537329129234923e-15,1.7569692001558294e-14,4.5425264765638533e-20,8.3788650819737979e-18,2.0758406876438498e-17,1.1678026604760792e-24,3.0017862164180935e-22,6.5305659753633416e-25,2.0545812860609237e-22,1.3928448284991528e-18,1.1250837330908061e-12,6.6934772616558518e-18,3.5648327044161725e-20,2.3569765025136451e-25,1.6366025650950448e-17,1.5233003145266714e-12,3.3452038110594454e-17,3.4483526593345736e-21,1.3868048296874757e-24,2.6197346543072643e-20,1.3654435111101724e-18,9.05097768998256e-24,2.9827758223692898e-25,6.8300436197835715e-29
1.214312633957021e-08,0.00184785133485497,2.6989708646076545e-18,1.416953071633878e-14,-8.1473354138281943e-17,1.3149375109093965e-12,1.7022621342082264e-09,7.4623603065645892e-13,-5.5255029977916489e-38,1.7127509045384287e-26,5.1879112549064411e-30,7.7996738199210287e-18,8.6548562990858963e-28,8.0294848910766287e-17,-1.2540365066700038e-18,2.9110921650585564e-30,3.9397332947842721e-29,7.4562976780858112e-24,9.3307642362634609e-27,5.9612741375163227e-39,8.7080458030286226e-24,1.5589393379516646e-17,7.5775864180762898e-22,1.8144655801028368e-15,1.815415584379679e-10,1.876696196208592e-19,-3.2796834599038563e-19,2.1432717769585529e-13,-1.4621395973425561e-47,1.587303722808778e-19,5.1238191869063811e-22,1.0317905316703659e-26,3.8129726470418905e-33,0.88129999999999997,0.0,0.0,0.0,0.0098853466115322343,0.10880136399266027,9.9999999999920316e-05,2.4374020240073931e-07,2.1483291271284908e-06,5.7107545938048651e-07,4.1102656297387294e-12,1.6055142531502061e-06,1.6067037529636516e-12,2.7842871868612996e-08,6.0364353182904671e-14,6.4060916064496274e-16,9.3994154617130545e-10,2.1017417527913395e-09,1.1621368693297639e-08,3.2409308522921297e-08,8.2024031264386633e-19,4.958711864658507e-15,6.9362569601427887e-19,1.5544622798766222e-15,9.5908025029903716e-09,3.6861764123564381e-16,4.9929394268226104e-16,1.5423151985263005e-18,1.3414247569721656e-18,9.9576946516094616e-20,3.0189267724970969e-11,1.8112411048679917e-10,2.350854072829544e-13,1.7213414943518063e-13,6.5264664960251121e-17,1.0228694630662136e-14,-3.6652013886699263e-15,8.080526616208001e-14,1.2017493469468182e-18,4.560578887860864e-14,5.0685437190100268e-13,2.5523551110098732e-12,8.2656078790345236e-15,7.0760812519771372e-15,1.7625505456648879e-14,4.5569566730102006e-20,8.4250132625997244e-18,2.0877521371843403e-17,1.1745036674051199e-24,3.0183208687169574e-22,6.5680392313873028e-25,2.0682262096045994e-22,1.4022563813024559e-18,1.1272237297513307e-12,6.7062086474806488e-18,3.593980121750826e-20,2.3762480947410962e-25,1.6397154801062043e-17,1.5286681636604105e-12,3.3555983969914384e-17,3.4590677130303781e-21,1.3911140630980303e-24,2.6278750789543089e-20,1.3718203190562229e-18,9.1494981209490393e-24,3.0038059353401799e-25,6.9139537990195291e-29
1.2164399150736927e-08,0.001847851329506285,2.7098094275592432e-18,1.4307218900125508e-14,1.1173409453603899e-15,1.3202156664306342e-12,1.7081863800654942e-09,7.5142725763262764e-13,-3.1030815903968427e-38,1.9245962445429089e-26,5.2302494076862566e-30,7.8012930365443811e-18,8.6339463833846252e-28,8.0590270943535422e-17,-1.2540095886705531e-18,2.9100343730748201e-30,4.0176320081845658e-29,7.5200848184381751e-24,9.424753234546116e-27,6.0378836704024847e-39,8.7780579499204869e-24,1.5455105876666615e-17,7.6245180230020047e-22,1.8145648026802294e-15,1.8220415813590387e-10,1.8855816327161605e-19,-3.2722741031319506e-19,2.1561629506548299e-13,-1.496080773293775e-47,1.5877754374116043e-19,5.1488768535804423e-22,1.0392655568032668e-26,3.8145637254715834e-33,0.88129999999999997,0.0,0.0,0.0,0.0098853384090790489,0.10880136109125281,9.9999999999920031e-05,2.4416628590502656e-07,2.1520854267705556e-06,5.7203977967069209e-07,4.1174522285305826e-12,1.608356094476454e-06,1.6067024556697641e-12,2.7891566973341544e-08,6.0471201141274952e-14,6.4172953826536139e-16,9.4486506003193639e-10,2.1105627096924092e-09,1.1641724050624058e-08,3.2522877555221405e-08,8.2332752975200598e-19,4.9805094703467756e-15,6.972618938806171e-19,1.5642987109641131e-15,9.6076013757423241e-09,3.7145253581659394e-16,5.0354809536560076e-16,1.5555441534287705e-18,1.3553359782728857e-18,1.0069568269332374e-19,3.02444987100202e-11,1.8178515068624574e-10,2.3594340601520041e-13,1.7276248781470921e-13,6.537997819777696e-17,1.0301857646689106e-14,-3.6651329951053649e-15,8.1039956444883758e-14,1.2131910136197733e-18,4.5691917799623171e-14,5.0783978459902909e-13,2.5621876971257419e-12,8.2974521051820127e-15,7.1033433406407272e-15,1.7693590992658973e-14,4.574559734104573e-20,8.4814646081710142e-18,2.1023258544330421e-17,1.1827023824268046e-24,3.0385471010485746e-22,6.6138879449218688e-25,2.0849382736620168e-22,1.4137846779030628e-18,1.1298299942513636e-12,6.7217139789315362e-18,3.6297391302559258e-20,2.3998911173549914e-25,1.6435066446894012e-17,1.5352184395375919e-12,3.3682771696918126e-17,3.472137375175435e-21,1.3963702408136659e-24,2.6378043435131427e-20,1.3796121801013436e-18,9.2707287198688011e-24,3.0295706141259095e-25,7.0173652548795131e-29
1.2185671961903643e-08,0.0018478513241576137,2.7231884771802371e-18,1.4619358386008653e-14,1.5573972336590151e-15,1.325503866594838e-12,1.7141214746318361e-09,7.5664550170731153e-13,-1.7802209593224589e-38,1.2823016917302767e-27,5.2728922605110309e-30,7.8022977346809079e-18,8.623954233218185e-28,8.0886262280447488e-17,-1.2539826496941112e-18,2.9161906816544005e-30,4.0961086851002961e-29,7.5843131189291464e-24,9.5195250867737737e-27,6.1153603871898195e-39,8.8485037059753578e-24,1.5321975150309693e-17,7.6716522294488762e-22,1.814663170184117e-15,1.8286796894125221e-10,1.894491309566562e-19,-3.2648297065764809e-19,2.1691058738697854e-13,-1.4934161688363687e-47,1.5882438947759289e-19,5.1740542394110878e-22,1.0467887391347624e-26,3.8161682059509905e-33,0.88129999999999997,0.0,0.0,0.0,0.0098853302064515532,0.10880135818984095,9.9999999999919747e-05,2.4459236622818893e-07,2.155841695639747e-06,5.7300409214585365e-07,4.1246387681047155e-12,1.6111979125724367e-06,1.6067011583475138e-12,2.794026167720455e-08,6.0578048226230417e-14,6.4284990666264062e-16,9.4980571519261241e-10,2.1194067092994593e-09,1.1662079390664077e-08,3.2636644894154967e-08,8.2642213934415123e-19,5.0023666352454579e-15,7.0091077169068028e-19,1.5741788381766345e-15,9.6244002348951758e-09,3.7430409122331953e-16,5.0783034943823642e-16,1.5688614810750438e-18,1.3693651243173583e-18,1.0182496843976144e-19,3.029972926474607e-11,1.8244739888466774e-10,2.3680297268652276e-13,1.733919746184649e-13,6.5495243206525642e-17,1.0375412742388535e-14,-3.6650645900222195e-15,8.1274849462184827e-14,1.2247209682810419e-18,4.5778044220263559e-14,5.0882519966640682e-13,2.5720393795010937e-12,8.3293581807700762e-15,7.1306583803815784e-15,1.7761809128048228e-14,4.592197077885095e-20,8.5381980344122335e-18,2.1169755763058129e-17,1.1909438552609897e-24,3.058874412736547e-22,6.6599757679634561e-25,2.1017567282472478e-22,1.4253876772677238e-18,1.1324366536724978e-12,6.737221659157055e-18,3.6657918237054448e-20,2.4237283182425797e-25,1.6472983835654608e-17,1.5417838440243258e-12,3.3809791599507266e-17,3.485230970256809e-21,1.401636043722136e-24,2.6477517906799656e-20,1.3874334532727983e-18,9.3933568760951658e-24,3.0555074076285689e-25,7.1221453743360991e-29
1.220694477307036e-08,0.001847851318808952,2.7339270079860038e-18,1.4747974629831512e-14,8.0841620669739312e-17,1.3308020989469506e-12,1.7200689351011015e-09,7.6189086010690287e-13,-3.8918114350193639e-38,-3.8787738495291396e-26,5.3158408879821678e-30,7.8026991947344881e-18,8.6414833315075944e-28,8.1182789839590458e-17,-1.2539556915908724e-18,2.9478092331719444e-30,4.1751674638375114e-29,7.6489849342827658e-24,9.6150849519652991e-27,6.1936314250877882e-39,8.9193849329408208e-24,1.5189991217656492e-17,7.718989349306173e-22,1.8147606892804265e-15,1.8353299084457314e-10,1.9034251655821911e-19,-3.2573501749362356e-19,2.1821006453058744e-13,-1.5062679988383976e-47,1.5887091160334656e-19,5.1993518500558768e-22,1.054360366220452e-26,3.8177861754106865e-33,0.88129999999999997,0.0,0.0,0.0,0.009885322003650129,0.10880135528842315,9.9999999999919462e-05,2.4501844337023982e-07,2.1595979333522561e-06,5.7396839679518262e-07,4.1318252477267742e-12,1.6140397074108456e-06,1.6066998609969605e-12,2.7988955975868818e-08,6.068489443674426e-14,6.439702657371028e-16,9.5476354129277635e-10,2.1282737780718259e-09,1.1682434713417336e-08,3.2750610537764861e-08,8.295241498174431e-19,5.0242834303186168e-15,7.0457235144770246e-19,1.5841027702307084e-15,9.6411990804492676e-09,3.771723749080797e-16,5.1214083555089591e-16,1.5822676014715223e-18,1.3835129680071289e-18,1.0296488407822985e-19,3.0354959388574035e-11,1.8311085507125252e-10,2.3766410728277237e-13,1.7402260983608561e-13,6.5610386307486254e-17,1.0449361315037726e-14,-3.6649961787789594e-15,8.1509944761150691e-14,1.2363397321970826e-18,4.5864158739251143e-14,5.0981061183625185e-13,2.5819101581314418e-12,8.3613261057918653e-15,7.1580263711970191e-15,1.7830159862967226e-14,4.6098687043906914e-20,8.5952144215751652e-18,2.131701564727989e-17,1.1992282332586459e-24,3.0793031200412908e-22,6.7063035245256406e-25,2.1186820657042208e-22,1.4370657323203893e-18,1.1350437052874193e-12,6.7527316719312917e-18,3.7021401010286987e-20,2.4477609529399043e-25,1.6510906927670267e-17,1.5483643794082945e-12,3.393704362547131e-17,3.49834849289083e-21,1.4069114696589822e-24,2.6577174163655301e-20,1.3952841923777339e-18,9.5173962723082004e-24,3.0816171338533551e-25,7.2283098842023836e-29
1.2228217584237076e-08,0.0018478513134603006,2.7387979432568135e-18,1.4470097168054827e-14,-1.9602068084267456e-15,1.3361103529806594e-12,1.7260276331109575e-09,7.6716342933686968e-13,-7.4327911877494592e-38,-3.2531670524828251e-26,5.3590964151709989e-30,7.8025072442150163e-18,8.6725018029993192e-28,8.1479837736249863e-17,-1.2539287161774403e-18,2.9912751320620547e-30,4.2548121143653267e-29,7.714102606108442e-24,9.711438003078158e-27,6.2726562414721656e-39,8.9907035136256688e-24,1.5059144186361607e-17,7.7665297608339794e-22,1.8148573678082945e-15,1.8419922383641357e-10,1.9123831668723783e-19,-3.2498354130041525e-19,2.1951473635667127e-13,-1.5716785258739025e-47,1.5891711221888984e-19,5.2247701942684727e-22,1.0619807272786336e-26,3.8194177208726018e-33,0.88129999999999997,0.0,0.0,0.0,0.0098853138006750069,0.10880135238700056,9.9999999999919178e-05,2.4544451733119283e-07,2.1633541396586173e-06,5.7493269360855612e-07,4.1390116669195015e-12,1.6168814789642905e-06,1.6066985636181448e-12,2.8037649865669128e-08,6.0791739771786757e-14,6.450906154044183e-16,9.5973856797067892e-10,2.1371639424666901e-09,1.1702790018883481e-08,3.2864774484083211e-08,8.3263356966190001e-19,5.0462599265284836e-15,7.0824665515412035e-19,1.5940706158811314e-15,9.6579979124049618e-09,3.8005745447862173e-16,5.1647968471515881e-16,1.5957629358554834e-18,1.3977802859993279e-18,1.0411551042328072e-19,3.041018908092973e-11,1.8377551923517157e-10,2.385268097897842e-13,1.7465439345719693e-13,6.5725490292499303e-17,1.0523704764651614e-14,-3.6649277666388386e-15,8.1745241890012548e-14,1.2480478288852603e-18,4.5950259156275535e-14,5.1079601408372435e-13,2.5918000329200746e-12,8.3933558799467072e-15,7.1854473128342839e-15,1.7898643197346142e-14,4.6275746136033176e-20,8.6525146725850296e-18,2.1465040818296464e-17,1.2075556638859205e-24,3.0998335456429496e-22,6.7528720392660957e-25,2.1357147803104697e-22,1.4488191970436341e-18,1.1376511463865608e-12,6.7682440011340538e-18,3.7387858706156218e-20,2.4719902832382198e-25,1.6548835683525926e-17,1.554960047960577e-12,3.4064527721364253e-17,3.5114899375665751e-21,1.4121965164085225e-24,2.6677012163842331e-20,1.4031644512104862e-18,9.6428607076491474e-24,3.1079006132027215e-25,7.3358746741113909e-29
1.224682995746121e-08,0.0018478513087805835,2.7392687753659272e-18,1.3964156150168998e-14,-2.3763472254737368e-15,1.3407629570903413e-12,1.7312484331063246e-09,7.7179898893346364e-13,-8.5561857332570052e-38,2.1387065247804952e-27,5.3971950412222631e-30,7.8018597669135546e-18,8.6884011094326918e-28,8.1740172901032286e-17,-1.2539051015889227e-18,3.0161094557854284e-30,4.3249790204125858e-29,7.7714439948469422e-24,9.7963955401708792e-27,6.3424396039791517e-39,9.0534630095663235e-24,1.4945586068041064e-17,7.8082917974198844e-22,1.8149412725747722e-15,1.8478312920459304e-10,1.9202406837448803e-19,-3.243231496885587e-19,2.2066051079040413e-13,-1.6680587750565104e-47,1.5895727278435724e-19,5.2471090817796965e-22,1.0686882660151835e-26,3.8208564245561967e-33,0.88129999999999997,0.0,0.0,0.0,0.0098853066234446275,0.10880134984843606,9.999999999991892e-05,2.4581730266807137e-07,2.1666405584655984e-06,5.7577638630047885e-07,4.1452992827232825e-12,1.6193678314077418e-06,1.6066974284700056e-12,2.8080253624122938e-08,6.0885222008081314e-14,6.4607084324831889e-16,9.6410553539723339e-10,2.1449612421792401e-09,1.1720599618085837e-08,3.2964823415824545e-08,8.3536020073905851e-19,5.0655370041620187e-15,7.1147189385443111e-19,1.602827959150755e-15,9.6726958237610268e-09,3.8259554752790793e-16,5.2029927251478249e-16,1.6076440132858119e-18,1.4103619022948317e-18,1.0513108530496925e-19,3.0458511237365833e-11,1.8435804942452866e-10,2.3928290631099344e-13,1.7520810637378203e-13,6.5826283007749008e-17,1.058907560334903e-14,-3.6648679136415739e-15,8.1951277286215748e-14,1.2583653642717254e-18,4.6025587823688824e-14,5.1165816605294501e-13,2.6004687149689061e-12,8.4214306496079092e-15,7.2094823450736521e-15,1.7958670573242557e-14,4.6430942911658534e-20,8.7028823717171022e-18,2.1595183313467299e-17,1.2148770714066244e-24,3.1178800764205181e-22,6.7938146888440769e-25,2.150705799509094e-22,1.4591648723020633e-18,1.1399328108752432e-12,6.7818182019730175e-18,3.771094135208025e-20,2.4933517566741351e-25,1.6582025576733288e-17,1.5607432579370083e-12,3.4176258601866538e-17,3.5230074929898016e-21,1.4168284896977214e-24,2.6764513177826045e-20,1.4100834377064133e-18,9.7538140009033351e-24,3.131040169918298e-25,7.4311482749020774e-29
