Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726),C7H9(2388),C7H9(1587),S(859),S(1111),S(1873),S(2962),S(2913),S(1093),C7H9(2432),S(3132),C7H9(3107),S(3133),C6H6(3100),S(2878),S(1393),S(2871)
8.503615549417436e-10,0.0018478541762190438,2.0744511834649046e-20,8.1454537726424422e-16,1.6908080219728355e-15,-4.6708198051064596e-16,9.5375549381578601e-12,2.6561297867723528e-17,-6.235578440019673e-30,2.325457132960206e-23,5.5208484994591615e-30,-3.0346486176867486e-15,3.1504938496350249e-17,-2.6383767072972674e-18,-4.9689129032180768e-19,-1.4021875990491837e-30,-4.1299553729430534e-30,-6.8818446066205059e-27,1.5813498364981691e-29,3.5581776599761021e-40,2.4185891828607364e-28,1.5441939846103712e-15,1.5006355804633337e-25,6.8820378036239021e-16,4.747919194727288e-13,4.7460252769760704e-23,-4.4565218008899182e-19,-7.8981938480810583e-16,-4.6481850470379962e-39,1.2717945088742088e-20,5.3318092106062596e-24,1.9463865945164742e-30,3.7670060053496969e-33,0.88129999999999997,0.0,0.0,0.0,0.0098896760268259686,0.10880290366760101,0.00010000000000000177,1.7102498222296167e-08,1.5066199558539171e-07,5.823241008419937e-08,2.8825582227269312e-13,9.4376585719436952e-08,1.6073883769561203e-12,1.9456269163068044e-09,3.5483821216849054e-15,4.476500267678716e-17,3.4575199340891589e-13,6.5396683105085025e-12,8.1320706033960578e-10,1.5913067430883994e-10,1.2174836667413964e-20,5.5738446380299433e-18,2.743042339215427e-22,6.7785064970426725e-20,6.7111454689274181e-10,2.2188866113423041e-21,3.9448966736422228e-22,1.195560175204825e-24,6.9439311453231e-26,3.2216985009139763e-27,1.3166779154809653e-12,4.7372972648161395e-13,6.1433017420312509e-16,4.4769574328019944e-16,4.1968409928195021e-18,1.6712290958183728e-19,-1.459382770056353e-15,5.6289969747024623e-16,4.8149777775191896e-25,1.5448464954473678e-15,1.0365932020117237e-14,2.8095129163184852e-15,9.0747972647647389e-18,7.7622125879535639e-18,1.7631836966400541e-17,4.5585873057727241e-23,9.4749494970088027e-22,8.6410748807662286e-22,4.8611913640273357e-29,3.3814542622407579e-26,2.718466472380367e-29,4.6322918290547732e-27,1.777008833170604e-23,1.2772643930115197e-14,7.5989054071346628e-20,4.2371179038395552e-26,2.8009612653228952e-31,1.8579726574374879e-19,1.0051429530898148e-15,3.832387511456648e-20,3.9503540384229939e-24,1.5887663208374881e-27,2.9994069439710096e-23,9.260020407572319e-23,1.6950603524398553e-31,2.3282970151488377e-31,1.3068539947552067e-37
8.513194797857382e-10,0.0018478541759785376,2.1041024261843166e-20,8.334223787752124e-16,1.3119661156284664e-15,-4.6350827601037929e-16,9.5582458445197839e-12,2.6671230744834225e-17,-6.2100285247902198e-30,-5.7881098146414306e-23,5.5189288493990885e-30,-3.0288778916690656e-15,3.5610566937609354e-17,-2.6360306777411824e-18,-4.9729955656719001e-19,-1.0990044020863745e-30,-4.1378883806806113e-30,-6.888860437553833e-27,1.5812434892498398e-29,3.5591749576354232e-40,2.4250565061914102e-28,1.5394105870813754e-15,1.5042514188730663e-25,6.8864756367579975e-16,4.7609303976315099e-13,4.7645282112121717e-23,-4.4563840888523698e-19,-7.898166283030112e-16,-4.6419356572174974e-39,1.2735320621191531e-20,5.3417559877921383e-24,1.9526795687967058e-30,3.7667732824157765e-33,0.88129999999999997,0.0,0.0,0.0,0.0098896756617104509,0.10880290353741327,0.00010000000000000177,1.7121761163829582e-08,1.5083169346919988e-07,5.8276346841130573e-08,2.8858049856595973e-13,9.4504551285227225e-08,1.6073883192289985e-12,1.9478268631465044e-09,3.5531933893618634e-15,4.481561908307552e-17,3.4692216273968254e-13,6.554722731779503e-12,8.1412408308558454e-10,1.5948936429107762e-10,1.2191074981410418e-20,5.5912400238045285e-18,2.7519071691638546e-22,6.807428832973795e-20,6.7187133735728414e-10,2.2304063011425615e-21,3.9694313449630562e-22,1.202995899834889e-24,6.9947670856765529e-26,3.2452115025745736e-27,1.318678380013964e-12,4.7502793164037216e-13,6.1601438398008945e-16,4.4892587572995531e-16,4.2017922454793399e-18,1.6791254058168095e-19,-1.4605794959982221e-15,5.6415132442330636e-16,4.8452735223637294e-25,1.5472987351780965e-15,1.038762975656579e-14,2.8185732622093266e-15,9.1040907211324073e-18,7.7872769103093768e-18,1.7690670053038262e-17,4.5737981938883513e-23,9.5040329882190084e-22,8.6730732384665241e-22,4.8791926184884765e-29,3.3918454492958771e-26,2.7285331013250442e-29,4.6482506411806357e-27,1.7838752859813366e-23,1.2800340017424109e-14,7.6153828451178923e-20,4.257488307149379e-26,2.8144277237822883e-31,1.862001495097374e-19,1.0084849464925969e-15,3.8447390705174331e-20,3.9630860967413606e-24,1.593886830473968e-27,3.0090761186292576e-23,9.3000818693169028e-23,1.7055679852796816e-31,2.3427779396161542e-31,1.3160959589230896e-37
8.515589609967368e-10,0.001847854175918411,2.1104545995040605e-20,8.3740813344913622e-16,1.1641693735883423e-15,-4.6261296705039967e-16,9.5634742506719286e-12,2.6698767128452949e-17,-6.2035991956773211e-30,-1.7753375094264326e-23,5.5184423952840738e-30,-3.0267399408757503e-15,3.7330316497416781e-17,-2.6354688069762102e-18,-4.9740151524017089e-19,-9.7782632312704353e-31,-4.1398723652343942e-30,-6.8906135768167824e-27,1.5812153044830037e-29,3.5592758393499013e-40,2.4266955614832176e-28,1.537520428895331e-15,1.5051562542937286e-25,6.8875832333188575e-16,4.764186285002893e-13,4.7691617002397302e-23,-4.4563474946440798e-19,-7.8981554931393822e-16,-4.6403728771573664e-39,1.2739659750384823e-20,5.344243682530661e-24,1.9542549755130638e-30,3.766711442195604e-33,0.88129999999999997,0.0,0.0,0.0,0.0098896755704315116,0.10880290350486589,0.00010000000000000177,1.7126576898202782e-08,1.5087411793462855e-07,5.8287330636475502e-08,2.8866166762859952e-13,9.4536543066910803e-08,1.607388304797209e-12,1.9483768497969525e-09,3.5543962209532984e-15,4.4828273183279172e-17,3.4721511046524345e-13,6.5584891542317071e-12,8.1435333876666375e-10,1.5957909987563154e-10,1.2195135468276536e-20,5.5955940851671362e-18,2.7541263531874869e-22,6.8146737774273771e-20,6.7206053496897882e-10,2.2332935696010111e-21,3.9755845690504067e-22,1.2048607581197135e-24,7.0075253534416718e-26,3.2511125172049948e-27,1.3191785759434454e-12,4.753527909018064e-13,6.1643583614034722e-16,4.492337014726785e-16,4.2030419638440682e-18,1.681103901744355e-19,-1.4608783605092378e-15,5.644644418824922e-16,4.852872007928892e-25,1.5479119182795533e-15,1.0393057137905611e-14,2.8208413087295893e-15,9.1114236655067673e-18,7.7935511908568232e-18,1.7705398294641227e-17,4.5776060790110531e-23,9.5113141269517018e-22,8.6810867419169329e-22,4.8837007596923822e-29,3.3944469188054618e-26,2.7310541358913994e-29,4.652246976414838e-27,1.7855951056775213e-23,1.2807268318362726e-14,7.6195047504207765e-20,4.2625931921658572e-26,2.817802459521568e-31,1.8630093269810706e-19,1.0093215762013369e-15,3.8478309895702728e-20,3.9662732648383597e-24,1.5951686282833331e-27,3.0114965673397174e-23,9.3101173871466122e-23,1.7082034899094434e-31,2.3464097138568552e-31,1.3184152435802788e-37
8.520379234187342e-10,0.0018478541757981559,2.1216388806940094e-20,8.4432850423052794e-16,9.627702466143658e-16,-4.6081969195003814e-16,9.5738441436617268e-12,2.6753903919602062e-17,-6.1908612099817061e-30,-1.0320134836285864e-23,5.5174583133322963e-30,-3.0235798433008257e-15,3.9650494681033077e-17,-2.6342984529650266e-18,-4.9760526685490041e-19,-8.1349705542852138e-31,-4.1438412700916922e-30,-6.8941188930859847e-27,1.5811562199788321e-29,3.5592088164174568e-40,2.4299423252832852e-28,1.5348577686572799e-15,1.5069669959436348e-25,6.8897954111737906e-16,4.7707017642711365e-13,4.7784379917674114e-23,-4.4562706217806111e-19,-7.8981274052716272e-16,-4.6372467956910509e-39,1.2748329288500203e-20,5.3492202731482346e-24,1.9574083800113486e-30,3.7665815340413014e-33,0.88129999999999997,0.0,0.0,0.0,0.0098896753878735724,0.10880290343977073,0.00010000000000000177,1.7136208365736987e-08,1.5095896685877892e-07,5.8309297756293975e-08,2.8882400574091574e-13,9.4600527096765989e-08,1.6073882759336184e-12,1.9494768230242865e-09,3.556801901675308e-15,4.4853581381993982e-17,3.4780149268872666e-13,6.5660253799656963e-12,8.1481185012232365e-10,1.597586467515205e-10,1.2203257532496471e-20,5.6043084681700148e-18,2.7585682952878973e-22,6.8291809198282535e-20,6.7243893018703877e-10,2.2390769369753061e-21,3.9879145393307052e-22,1.2085976037907847e-24,7.0331012044977283e-26,3.2629419451102803e-27,1.3201790634869424e-12,4.7600287904575253e-13,6.1727922019148296e-16,4.4984970416688563e-16,4.2055540961341293e-18,1.6850662032808887e-19,-1.4614756028567855e-15,5.6509092965113801e-16,4.8680985085955109e-25,1.5491384893198836e-15,1.0403915434546424e-14,2.8253809556259075e-15,9.1261010564257158e-18,7.8061095968955273e-18,1.7734878754579387e-17,4.5852280482783622e-23,9.5258887338561687e-22,8.6971304646204369e-22,4.8927264458797434e-29,3.3996542685974171e-26,2.7361014637889865e-29,4.6602476177929234e-27,1.7890385978058703e-23,1.2821130054288927e-14,7.6277516154686904e-20,4.2728177289577916e-26,2.824561693361635e-31,1.8650257375822377e-19,1.0109961940311794e-15,3.8540196652533485e-20,3.972652587760576e-24,1.5977342293906771e-27,3.0163412527210861e-23,9.3302126351346303e-23,1.713484841054713e-31,2.3536871463159879e-31,1.3230643970862533e-37
8.525168858407315e-10,0.0018478541756779003,2.1325729689738291e-20,8.5107538387868901e-16,1.1058887247899711e-15,-4.5902456592042947e-16,9.583883588025228e-12,2.6809125067495104e-17,-6.1785297639676589e-30,4.0587835743263349e-23,5.5164735495926344e-30,-3.0246469263086072e-15,3.7743475654158851e-17,-2.6329625230862667e-18,-4.97808953356214e-19,-9.3891510845572564e-31,-4.1478111845142754e-30,-6.8976227978390351e-27,1.5810969280512248e-29,3.5589878897744138e-40,2.4330657243094392e-28,1.5364222483721124e-15,1.5087791944473575e-25,6.8920068954410122e-16,4.7772221834316121e-13,4.7877267152507013e-23,-4.4561934824486309e-19,-7.8980984739359246e-16,-4.6341201456686549e-39,1.2757000251828659e-20,5.3541984652411512e-24,1.9605652683321341e-30,3.7664511779637496e-33,0.88129999999999997,0.0,0.0,0.0,0.0098896752053155394,0.10880290337467532,0.00010000000000000177,1.714583983165494e-08,1.5104381577534217e-07,5.8331264249996705e-08,2.8898634383853844e-13,9.46645117468975e-08,1.6073882470700127e-12,1.9505767961526898e-09,3.5592076057186295e-15,4.4878889578432601e-17,3.48388524228594e-13,6.5735661137272117e-12,8.1527036146931903e-10,1.5993829456977364e-10,1.2211381051344918e-20,5.6130312004720713e-18,2.7630150048965725e-22,6.8437110868142654e-20,6.7281732539799313e-10,2.2448720928056178e-21,4.0002759243605458e-22,1.212343970674336e-24,7.0587563105540106e-26,3.2748079821110842e-27,1.3211796785422615e-12,4.7665346007017641e-13,6.1812324395145829e-16,4.5046617518937237e-16,4.2081074428945187e-18,1.6890355916331356e-19,-1.4620726531732741e-15,5.6571775453935706e-16,4.8833644488645791e-25,1.5503654449850708e-15,1.0414778442104472e-14,2.8299253427103662e-15,9.1407937891272339e-18,7.8186811342835332e-18,1.7764391195689222e-17,4.5928582860612464e-23,9.5404797967751751e-22,8.7131964931312583e-22,4.9017646806056705e-29,3.4048675032109537e-26,2.7411558090579913e-29,4.6682589042770933e-27,1.7924872316313907e-23,1.2834998634771122e-14,7.6360025526048331e-20,4.2830619792488415e-26,2.8313339598727894e-31,1.8670431438391997e-19,1.0126726238230026e-15,3.860214793356945e-20,3.9790385620425959e-24,1.6003025054435212e-27,3.0211909905315776e-23,9.3503401942753145e-23,1.7187800060253309e-31,2.3609831214072669e-31,1.3277276931253259e-37
8.527563670517302e-10,0.0018478541756177724,2.1384790080796776e-20,8.5475206823509151e-16,1.198153917658339e-15,-4.5812681188775213e-16,9.5888847719648087e-12,2.6836766977140365e-17,-6.1723945592542265e-30,4.7114690675148706e-24,5.5159851406044675e-30,-3.0254280785801386e-15,3.6543619681045318e-17,-2.6322853133712616e-18,-4.9791081857629336e-19,-1.0191848740109277e-30,-4.1497964496649179e-30,-6.8993741827082085e-27,1.5810682191769966e-29,3.5589390320841362e-40,2.4346212504435061e-28,1.537451456295064e-15,1.5096858275883155e-25,6.8931133718785702e-16,4.7804842456682046e-13,4.7923757437348994e-23,-4.4561561946226341e-19,-7.8980860218218033e-16,-4.6325566457628495e-39,1.2761340154091316e-20,5.3566881620708376e-24,1.9621450277050046e-30,3.7663881681424796e-33,0.88129999999999997,0.0,0.0,0.0,0.0098896751140364909,0.1088029033421274,0.00010000000000000177,1.7150655564007822e-08,1.5108624023108486e-07,5.8342247262695248e-08,2.8906751288242697e-13,9.4696504303927761e-08,1.6073882326382048e-12,1.9511267826797494e-09,3.5604104664617527e-15,4.489154367579734e-17,3.486822835996354e-13,6.5773381712138793e-12,8.1549961713956735e-10,1.6002815633228296e-10,1.2215443356006399e-20,5.6173956984583645e-18,2.7652401483055215e-22,6.8509848120016952e-20,6.7300652300080575e-10,2.2477740968374522e-21,4.0064684169038096e-22,1.2142207304805167e-24,7.07161364715596e-26,3.2807547581511144e-27,1.32168003386154e-12,4.7697893543219957e-13,6.1854549574775453e-16,4.5077458634243713e-16,4.2093642509335493e-18,1.6910229460791847e-19,-1.4623712422905045e-15,5.6603129339800969e-16,4.8910122339584176e-25,1.5509790746321916e-15,1.0420211712227874e-14,2.8321993144656436e-15,9.1481459107291032e-18,7.8249718290170128e-18,1.7779159413755562e-17,4.5966765068281011e-23,9.547781504690211e-22,8.7212378788449584e-22,4.9062885074851164e-29,3.4074763288213432e-26,2.7436856153399241e-29,4.672268544073563e-27,1.794213478451149e-23,1.2841935491404758e-14,7.6401295480180074e-20,4.2881915061461667e-26,2.8347249864555257e-31,1.8680522202926401e-19,1.0135115184841907e-15,3.8633147779352147e-20,3.9822340443391129e-24,1.6015876469346709e-27,3.0236177547782288e-23,9.3604161010489212e-23,1.7214327779645698e-31,2.3646380739493594e-31,1.3300646559657031e-37
8.528761076572295e-10,0.0018478541755877077,2.1415380403115762e-20,8.5666363903857107e-16,1.2129861159640611e-15,-4.5767788163367114e-16,9.5914162924782022e-12,2.6850595772368565e-17,-6.1692940512759091e-30,7.0632965191774397e-27,5.5157418839379462e-30,-3.0254328494159619e-15,3.6329827195224745e-17,-2.6319619125621219e-18,-4.9796175619415871e-19,-1.0330061749518339e-30,-4.1507891600251622e-30,-6.9002497336750879e-27,1.5810540880951131e-29,3.5589415115248127e-40,2.4354109401616044e-28,1.5375800732252981e-15,1.5101392732269672e-25,6.8936667841357666e-16,4.7821157399844467e-13,4.7947014251301392e-23,-4.4561378563167871e-19,-7.8980802741036042e-16,-4.6317748521353835e-39,1.2763511169489441e-20,5.3579331607668211e-24,1.9629352362208455e-30,3.7663571801460216e-33,0.88129999999999997,0.0,0.0,0.0,0.0098896750683969571,0.10880290332585334,0.00010000000000000177,1.7153063430032739e-08,1.5110745245829782e-07,5.8347738710615833e-08,2.8910809740309543e-13,9.4712500640324504e-08,1.6073882254222992e-12,1.9514017759340754e-09,3.5610118990095633e-15,4.4897870724267928e-17,3.4882922420394135e-13,6.5792246226251901e-12,8.1561424497387922e-10,1.6007309667688264e-10,1.221747464456283e-20,5.6195787305562809e-18,2.7663531672970307e-22,6.8546238363072208e-20,6.7310112180154582e-10,2.2492262063215608e-21,4.0095676165468376e-22,1.2151600054944488e-24,7.0780497722206035e-26,3.2837315905860896e-27,1.3219302234647321e-12,4.7714171932904189e-13,6.1875668162936629e-16,4.5092883583264547e-16,4.2099852769194468e-18,1.6920172888358283e-19,-1.4625205514184816e-15,5.6618809443005971e-16,4.8948398345780638e-25,1.5512859153714615e-15,1.0422928788850667e-14,2.8333367450071453e-15,9.15182341070125e-18,7.828118408200574e-18,1.778654652295359e-17,4.5985863928838549e-23,9.5514339033406872e-22,8.7252606657355512e-22,4.9085515989616975e-29,3.4087812939801591e-26,2.7449511772605677e-29,4.6742743629822171e-27,1.7950770846432847e-23,1.2845404561265305e-14,7.6421934274034975e-20,4.2907581216178052e-26,2.8364217241265848e-31,1.8685568518426858e-19,1.0139311358042357e-15,3.8648653755055192e-20,3.9838324094304126e-24,1.6022304686084259e-27,3.024831610854033e-23,9.3654570880495651e-23,1.7227604629098793e-31,2.3664672934555004e-31,1.3312344680550416e-37
8.531155888682282e-10,0.0018478541755275791,2.1477236791613035e-20,8.6053338786419468e-16,1.227513422480547e-15,-4.567797742792981e-16,9.5964950266460471e-12,2.6878269140477316e-17,-6.1630809439578727e-30,-6.2113627595455119e-27,5.5152560879629865e-30,-3.0252567486055373e-15,3.6088152317023933e-17,-2.6313224856404426e-18,-4.9806362854815693e-19,-1.0479409769617e-30,-4.1527747559813806e-30,-6.9020005632523258e-27,1.5810259899001317e-29,3.5589619633452482e-40,2.4369966067646608e-28,1.537651514746717e-15,1.5110464283861922e-25,6.8947736794888394e-16,4.7853796550824448e-13,4.7993551226818209e-23,-4.4561014059820034e-19,-7.8980690862367721e-16,-4.6302111684654343e-39,1.2767854246211357e-20,5.3604234587682766e-24,1.9645163088830725e-30,3.7662955871312054e-33,0.88129999999999997,0.0,0.0,0.0,0.0098896749771178721,0.10880290329330511,0.00010000000000000177,1.7157879161779529e-08,1.5114987691133442e-07,5.8358721489823927e-08,2.8918926644174128e-13,9.4744493428656329e-08,1.6073882109904853e-12,1.9519517624244189e-09,3.5622147684492224e-15,4.491052482078792e-17,3.4912322728820228e-13,6.5829983708177542e-12,8.1584350064087837e-10,1.6016299629277082e-10,1.2221537494257685e-20,5.623946361261821e-18,2.7685801001336753e-22,6.8619062109931178e-20,6.7329031940169389e-10,2.2521326421593305e-21,4.0157719295042787e-22,1.2170403478440912e-24,7.0909369582723049e-26,3.2896921546479395e-27,1.3224306265492758e-12,4.774673795613351e-13,6.1917917336853772e-16,4.5123742264703626e-16,4.2112346573282323e-18,1.694007306373327e-19,-1.4628191610082736e-15,5.6650175969773011e-16,4.9025024608865587e-25,1.5518996411178351e-15,1.0428363824982918e-14,2.8356124956453627e-15,9.1591812897251632e-18,7.8344140308326252e-18,1.7801326743298078e-17,4.6024077167585267e-23,9.5587417910032973e-22,8.7333104299902674e-22,4.913080139342142e-29,3.4113923295391476e-26,2.7474836194181474e-29,4.6782879989741749e-27,1.7968052632197577e-23,1.2852343983961944e-14,7.6463219494657078e-20,4.2958950598705735e-26,2.8398176503856939e-31,1.8695663015731461e-19,1.0147707105222421e-15,3.8679677815160644e-20,3.9870303878161868e-24,1.6035166139398177e-27,3.0272602711515188e-23,9.3755451330097648e-23,1.7254184340901182e-31,2.3701292230279786e-31,1.3335767576185618e-37
8.535945512902255e-10,0.0018478541754073199,2.1601708071845487e-20,8.6832463095327789e-16,1.2206698753147656e-15,-4.5498154961466686e-16,9.6066939895818468e-12,2.6933721364675831e-17,-6.1506470011675317e-30,-3.1081753153309819e-29,5.5142862273047285e-30,-3.0244626353471203e-15,3.6047462833744384e-17,-2.6300610840918208e-18,-4.9826732062952223e-19,-1.0476125399054412e-30,-4.1567471661282906e-30,-6.9055004338229873e-27,1.5809701543949828e-29,3.5590261322211659e-40,2.4401858869797267e-28,1.5373520585131274e-15,1.51286250617189e-25,6.8969872258488309e-16,4.7919136624787183e-13,4.8086780923296436e-23,-4.4560290169075715e-19,-7.89804707950613e-16,-4.6270831438373695e-39,1.2776544566226917e-20,5.3654060584346896e-24,1.967682821179131e-30,3.7661732687476266e-33,0.88129999999999997,0.0,0.0,0.0,0.0098896747945595876,0.10880290322820783,0.00010000000000000177,1.7167510623252783e-08,1.512347258079226e-07,5.83806862731425e-08,2.8935160450075438e-13,9.4808479773118273e-08,1.6073881821268394e-12,1.9530517352827675e-09,3.5646205361964241e-15,4.4935833011013095e-17,3.497120462081449e-13,6.590551503222871e-12,8.1630201196404557e-10,1.6034292170245872e-10,1.2229665005067006e-20,5.6326920693628678e-18,2.7730399341199829e-22,6.8764998299732426e-20,6.7366871459310787e-10,2.2579603142029695e-21,4.0282200560581989e-22,1.2208130044406998e-24,7.1168111495387475e-26,3.3016593758004789e-27,1.3234315918080605e-12,4.7811931635948933e-13,6.2002495678572359e-16,4.518551819083338e-16,4.2137432109435469e-18,1.6979962298555575e-19,-1.4634162244672591e-15,5.6712951156961557e-16,4.9178773120461141e-25,1.5531274419354201e-15,1.0439239780315108e-14,2.840169929784963e-15,9.1739162497268942e-18,7.847021711456678e-18,1.7830927214733328e-17,4.6100607141865105e-23,9.5733781726902321e-22,8.7494379213783692e-22,4.9221529511302445e-29,3.4166217733673093e-26,2.7525573008103679e-29,4.6863286061542316e-27,1.8002680685408479e-23,1.2866231381297495e-14,7.6545840814721103e-20,4.3061936876342574e-26,2.8466258660595075e-31,1.8715864450589663e-19,1.0164521282307978e-15,3.8741806693771066e-20,3.9934346694233728e-24,1.6060922525604321e-27,3.0321239153635674e-23,9.3957617369580474e-23,1.7307517521642454e-31,2.3774763975340235e-31,1.3382791504916895e-37
8.540735137122229e-10,0.0018478541752870608,2.172555960825048e-20,8.7607248680885184e-16,1.2138723316372176e-15,-4.5318159645225359e-16,9.6168981930821941e-12,2.6989258156806545e-17,-6.1382392058157964e-30,2.0590535512887993e-28,5.5133167485311306e-30,-3.0236687818259983e-15,3.6006792579735697e-17,-2.6287996525664399e-18,-4.9847095964471952e-19,-1.0472861826777857e-30,-4.1607205665994142e-30,-6.9089988823224402e-27,1.580914366874444e-29,3.5590802260411739e-40,2.4433789007583663e-28,1.537052687274644e-15,1.5146800023954119e-25,6.8992003411223553e-16,4.7984526124389778e-13,4.8180135325957126e-23,-4.4559567093745627e-19,-7.898024814871367e-16,-4.6239545963577305e-39,1.2785237296235322e-20,5.3703902606628139e-24,1.9708528276811195e-30,3.7660510903506054e-33,0.88129999999999997,0.0,0.0,0.0,0.0098896746120012112,0.10880290316310992,0.00010000000000000177,1.7177142083109795e-08,1.5131957469685448e-07,5.8402650438963401e-08,2.8951394254494421e-13,9.4872466729237651e-08,1.6073881532631783e-12,1.9541517080428968e-09,3.56702632694088e-15,4.4961141198978436e-17,3.5030151573520818e-13,6.5981091448058558e-12,8.1676052327854816e-10,1.6052294805445994e-10,1.2237793969902833e-20,5.6414461382816974e-18,2.777504545611846e-22,6.8911165753127867e-20,6.7404710977741657e-10,2.2637998489294999e-21,4.0406998634503739e-22,1.2245952629027443e-24,7.1427654560850447e-26,3.3136635884579066e-27,1.3244326842354525e-12,4.7877174630469258e-13,6.2087138025801719e-16,4.5247340975209919e-16,4.2162532369442871e-18,1.7019922747065712e-19,-1.4640131312101767e-15,5.6775760048904645e-16,4.9332919455074824e-25,1.5543555364128811e-15,1.0450120439460581e-14,2.8447321128421609e-15,9.1886665798061223e-18,7.8596425476599894e-18,1.7860559729462368e-17,4.6177219961913325e-23,9.588031052981554e-22,8.7655878108753672e-22,4.9312383633828718e-29,3.4218571201595747e-26,2.7576380286119513e-29,4.694379895221154e-27,1.8037360396569736e-23,1.2880125618893546e-14,7.6628502830111579e-20,4.3165121542157765e-26,2.8534471972558374e-31,1.8736075835757291e-19,1.0181353617015955e-15,3.8804000214622483e-20,3.9998456145583704e-24,1.6086705710199054e-27,3.0369926212507923e-23,9.4160107952982773e-23,1.7360990087732852e-31,2.3848422717467115e-31,1.342995841338906e-37
8.550314385562174e-10,0.001847854175046535,2.1970814683150045e-20,8.9139679080926542e-16,1.200444978446108e-15,-4.4957476887590304e-16,9.6373275759354891e-12,2.7100670580985532e-17,-6.113527667090442e-30,-4.6483658235840302e-30,5.5113793153320855e-30,-3.0220819591305665e-15,3.59256821884667e-17,-2.6262766752929612e-18,-4.9887802552828697e-19,-1.0466301171877922e-30,-4.1686713223337336e-30,-6.9159900903079614e-27,1.5808029830877816e-29,3.559148657094459e-40,2.4497798910884382e-28,1.5364541309863587e-15,1.5183206741879898e-25,6.9036248478601506e-16,4.8115502876319196e-13,4.83673436710614e-23,-4.455812419549664e-19,-7.897979249385372e-16,-4.6176954811759882e-39,1.2802632388554158e-20,5.3803650729277876e-24,1.9772068318844805e-30,3.765807291896363e-33,0.88129999999999997,0.0,0.0,0.0,0.0098896742468840924,0.10880290303291165,0.00010000000000000177,1.7196404996358808e-08,1.5148927244409466e-07,5.8446576316624811e-08,2.8983861857420788e-13,9.5000443072093564e-08,1.6073880955357965e-12,1.9563516531685421e-09,3.5718379998167788e-15,4.5011757565829883e-17,3.5148305928559314e-13,6.6132424665261926e-12,8.1767754587289427e-10,1.608834045276211e-10,1.2254057704547507e-20,5.6589877410251656e-18,2.7864528950925186e-22,6.9204427633086119e-20,6.7480390011761153e-10,2.2755265093382837e-21,4.0657867052868144e-22,1.2321983399627077e-24,7.1949961624711463e-26,3.3378206719504324e-27,1.326435377121722e-12,4.8007857928380925e-13,6.2256678807333431e-16,4.537117402468128e-16,4.2212741181348299e-18,1.7100129102226839e-19,-1.4652063181808989e-15,5.6901512638253506e-16,4.9642809904816819e-25,1.5568129048312751e-15,1.047190055726561e-14,2.8538754910309518e-15,9.2182287734487304e-18,7.8849368879179007e-18,1.7919953048854368e-17,4.6330777286955396e-23,9.6174028674943649e-22,8.7979773561174623e-22,4.9494596875276934e-29,3.4323514519086431e-26,2.7678277245337566e-29,4.7105252759338435e-27,1.8106926905023064e-23,1.2907941447046723e-14,7.6793989594208493e-20,4.3372286795793801e-26,2.8671424783785996e-31,1.8776538395596013e-19,1.0215090988413788e-15,3.8928646047087998e-20,4.0126941818102876e-24,1.6138379364893066e-27,3.0467502971021304e-23,9.4566389996356538e-23,1.7468495066102159e-31,2.3996491163369816e-31,1.3524867099350661e-37
