Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726)
7.46478186297057e-12,0.002091134128924508,-7.0868833871770637e-23,-3.6942186077341839e-18,-1.7746236039827808e-15,-7.1121142925133111e-23,3.4222842868535692e-15,1.4129031298205898e-23,-3.3251165764082436e-32,1.6320991389730281e-18,-3.8157573301274996e-37,-1.6321120851015014e-18,-6.2216643797458744e-27,-1.0876501322915042e-18,2.6620699416941538e-26,-3.3283962301162187e-32,-1.3504096378310474e-38,-9.88033524631944e-31,-2.2739712246865157e-39,-3.4429544147615208e-42,-1.3632008380929558e-30,7.7326036024889194e-26,4.4428794712106358e-28,-5.370308062969207e-23,6.13674160355335e-18,1.3113378941114095e-29,3.6679006530366945e-33,-1.126210504306498e-27,-1.2479743664428698e-44,8.6636302721717681e-36,1.0854621530375308e-31,3.339597234927056e-40,-7.803440101075103e-51,0.88129999999999997,0.0,0.0,0.0,0.0098899938133575598,0.1088029999331336,0.00010000000000000108,3.3579248609825059e-10,2.8735117228778082e-09,2.8408927979647893e-09,3.7466091936117378e-15,4.9740801076911142e-11,7.6892267346579412e-12,1.7118485967553275e-11,1.4765375716343688e-18,3.1802791007451839e-19,3.5802024418780475e-19,1.4061133373021482e-15,3.2030186435741675e-11,3.4443807049578663e-14,1.3731637773355809e-22,3.1735121893446672e-23,3.752604580900227e-26,1.4843599718682657e-25,2.9825430712983916e-11,6.6615991273794989e-29,1.049978969784925e-31,6.8063874687096153e-34,3.1431204335317333e-37,3.8344892351221267e-38,1.6096133061714181e-15,6.1291957641167821e-18,5.2071002654233003e-21,2.3387342674518997e-21,8.8012118800843857e-19,5.3613348135718219e-27,6.1571823137265937e-23,4.5798414175575763e-19,1.1752836450195393e-34,7.3012769342216762e-17,1.4771234448605761e-17,4.8348556391702589e-20,8.3395883857001026e-23,6.4763871107902394e-23,1.7503873366427453e-23,2.5913996402851845e-29,5.7337902812790328e-25,6.6826821043584708e-27,2.9352120249662461e-34,2.6404727148425975e-29,1.6496792402018965e-34
7.485221547857574e-12,0.002091134128923806,-8.0191047097846958e-23,-4.1785743705963684e-18,-1.6507222177612064e-15,-8.0446271162941399e-23,3.4264496932081012e-15,1.4250047153255748e-23,-3.1062643527696111e-32,-2.9179527086027346e-19,-3.7120111592960609e-37,2.9178526138742936e-19,-1.0319703874903296e-26,-1.0093784887939736e-18,2.4703084797309313e-26,-3.1097751670590923e-32,-1.3909062274466272e-38,-1.1019238786301209e-30,-2.3466980003347046e-39,-3.4850561334915162e-42,-1.3241012458408392e-30,8.2911431972727448e-26,4.4697929882891183e-28,-5.2168799042057749e-23,6.1870944065261122e-18,1.3257248671863744e-29,3.6561702178944857e-33,-1.1933663461144721e-27,-1.3268211724552565e-44,1.0965360771509881e-35,1.0949365203935006e-31,3.3200213436222112e-40,-9.0324645426021336e-51,0.88129999999999997,0.0,0.0,0.0,0.009889993796417914,0.10880299993279806,0.00010000000000000099,3.3671193409246903e-10,2.8813614892855458e-09,2.8485375870998965e-09,3.7568444460266249e-15,5.0010984242062764e-11,7.6892455537695788e-12,1.7183803653519469e-11,1.4845581404398745e-18,3.19241400808926e-19,3.6102251007854421e-19,1.4138151482793698e-15,3.2128525968197638e-11,3.4632459467686107e-14,1.3784186845394094e-22,3.1996002908593954e-23,3.7747372214253686e-26,1.497443980798926e-25,2.9917001173562958e-11,6.7396249034855525e-29,1.065311669538888e-31,6.905789355186435e-34,3.19809492079258e-37,3.8961921278147789e-38,1.6183721677099702e-15,6.179482139254221e-18,5.2513299562193683e-21,2.3609323551254653e-21,1.0452629344195589e-18,5.421024133099526e-27,5.7156064029310899e-23,4.6075957479232586e-19,1.1924498876745437e-34,7.3103881151724594e-17,1.4847982845752447e-17,4.8740526318217373e-20,8.4125956602375472e-23,6.5337849419120147e-23,1.7692668179427177e-23,2.6193507577887796e-29,5.7650960093253906e-25,6.7374944252412407e-27,2.9592876623754852e-34,2.6567201455313334e-29,1.6632105377886352e-34
7.505661232744577e-12,0.0020911341289231024,-8.9710797735798357e-23,-4.6732656479704151e-18,-1.849442243876703e-15,-8.9970378490368842e-23,3.4632657157239613e-15,1.4371839607695472e-23,-2.9084905203522949e-32,-1.9812223297773633e-18,-3.7640308671214354e-37,1.981206059964251e-18,-1.4069127150199517e-26,-1.132036057781011e-18,2.7695716785086904e-26,-2.9122171387217727e-32,-1.4364295680719322e-38,-1.2181830148665214e-30,-2.4278596884345379e-39,-3.4973296111802977e-42,-1.3413018383367326e-30,8.9590433426125232e-26,4.496787957762205e-28,-5.2845843003628235e-23,6.2377207579872774e-18,1.3402296462352294e-29,3.6188280753279753e-33,-1.2693344350807423e-27,-1.4006112642630093e-44,1.3432211609575082e-35,1.1044732232710124e-31,3.3609898507031594e-40,-1.0308298677485373e-50,0.88129999999999997,0.0,0.0,0.0,0.0098899937794785526,0.10880299993246179,0.0001000000000000011,3.3763138207652381e-10,2.8892109374252993e-09,2.8561816583611194e-09,3.7670792827202864e-15,5.0281885209692485e-11,7.689263901217797e-12,1.7249149705917361e-11,1.4926000184502389e-18,3.2045541856241429e-19,3.6404178821902119e-19,1.4215379729333063e-15,3.2226865738966448e-11,3.4821626526879632e-14,1.3836759482930474e-22,3.225830701405497e-23,3.7969352016073436e-26,1.5106049994320793e-25,3.0008571856053375e-11,6.8183365986279555e-29,1.0808234872435478e-31,7.0063526228797648e-34,3.2538701921530201e-37,3.9587148166155755e-38,1.6271544278874471e-15,6.2300416698320444e-18,5.2958087250337491e-21,2.3832744123086229e-21,9.8571589731965917e-19,5.4812140661735082e-27,6.4078458810017745e-23,4.6354351109039173e-19,1.2098167331525383e-34,7.3206858736323638e-17,1.4924814037796041e-17,4.9134527498644036e-20,8.4860188892163434e-23,6.5915149141627139e-23,1.7882950505630609e-23,2.6475221053757576e-29,5.7964860938036986e-25,6.7926044084490378e-27,2.9834940475975999e-34,2.6730181953204352e-29,1.6768153202079973e-34
7.526100917631581e-12,0.0020911341289223963,-1.0046490863839498e-22,-5.2320829281434751e-18,-2.2252934580082687e-15,-1.0072908335545698e-22,3.5180589333255465e-15,1.4495089908700133e-23,-2.8168471162016552e-32,-2.2506453984170727e-18,-3.8828549082004579e-37,2.2506175416432663e-18,-1.410825263963497e-26,-1.3659225230069378e-18,3.340589009757097e-26,-2.8207849546807603e-32,-1.4867255750801666e-38,-1.3497312845452427e-30,-2.5176918977021503e-39,-3.4523833025998094e-42,-1.3824538180732089e-30,9.2796613840191911e-26,4.5238647814008252e-28,-5.4463640521828165e-23,6.2886214007695443e-18,1.354852877943481e-29,3.5714074906003905e-33,-1.3543333483232066e-27,-1.4720685243125964e-44,1.6006239063345836e-35,1.1140637689997492e-31,3.4278319432184431e-40,-1.1776722997051794e-50,0.88129999999999997,0.0,0.0,0.0,0.0098899937625393525,0.10880299993212472,0.00010000000000000135,3.3855083005041491e-10,2.8970601968828207e-09,2.8638250118625728e-09,3.7773138686948927e-15,5.0553503865472317e-11,7.6892817890817397e-12,1.7314523877595687e-11,1.5006632022714387e-18,3.2166995874251322e-19,3.6707813059761292e-19,1.429281810390812e-15,3.2325205741940527e-11,3.501130821392884e-14,1.388935586353799e-22,3.2522038127604679e-23,3.819198520019193e-26,1.5238432586401774e-25,3.0100142754767984e-11,6.8977383087099563e-29,1.0965160207767039e-31,7.1080876346195579e-34,3.3104557415728763e-37,4.0220660732520022e-38,1.6359600836963181e-15,6.2808750974843015e-18,5.3405372743226331e-21,2.4057609351924653e-21,8.2128412068380039e-19,5.5419075047260077e-27,7.7277357317765039e-23,4.6633595064016362e-19,1.227385971961078e-34,7.3296889427234162e-17,1.5001739823495948e-17,4.9530562038219266e-20,8.5598590255229887e-23,6.649577823527355e-23,1.8074727734765365e-23,2.6759147771433509e-29,5.8279606378822776e-25,6.8480128610765789e-27,3.0078315351528664e-34,2.6893668600633217e-29,1.690493786713163e-34
7.546540602518585e-12,0.00209113412892169,-1.1271048784954441e-22,-5.8682099576767433e-18,-2.4816974798181014e-15,-1.1297620889784202e-22,3.5605050548478027e-15,1.4619962567492293e-23,-2.9542686860190774e-32,-5.4210281677577533e-19,-4.0090331828363385e-37,5.420675361230073e-19,-7.061265767023453e-27,-1.5271184164728539e-18,3.7338817138972041e-26,-2.9584142164563261e-32,-1.5423172703805905e-38,-1.4998377276857432e-30,-2.6172286648165383e-39,-3.4122783792471602e-42,-1.4260177604435255e-30,8.5870129304798986e-26,4.5510243076065543e-28,-5.6176182163320744e-23,6.3397971136485743e-18,1.3695952452611545e-29,3.5508373667641643e-33,-1.4493545187390585e-27,-1.5444445928888745e-44,1.8513145288830083e-35,1.1237021086072503e-31,3.4974805655140931e-40,-1.3470261767290645e-50,0.88129999999999997,0.0,0.0,0.0,0.0098899937456000502,0.10880299993178691,0.00010000000000000148,3.3947027801414239e-10,2.9049095331958444e-09,2.8714676477240658e-09,3.7875485482139022e-15,5.0825840089546563e-11,7.6892992296640626e-12,1.7379925921522281e-11,1.5087476883453502e-18,3.2288501675825676e-19,3.7013159174729261e-19,1.4370466604138563e-15,3.2423545970899283e-11,3.5201504523994455e-14,1.39419760631904e-22,3.2787200356846273e-23,3.8415271751712401e-26,1.537159000494242e-25,3.0191713863914399e-11,6.9778343428171301e-29,1.1123909567806732e-31,7.2110053289398187e-34,3.3678616234630451e-37,4.0862551725691169e-38,1.6447891319836123e-15,6.3319831997299266e-18,5.3855163405313742e-21,2.4283924440552034e-21,7.5086754265184924e-19,5.6031074927252072e-27,8.6374519525187511e-23,4.6913689343074683e-19,1.2451594940866886e-34,7.33698230327929e-17,1.5078750577640464e-17,4.9928632267822779e-20,8.6341170470431568e-23,6.7079744894804754e-23,1.8268007616845124e-23,2.7045299205289516e-29,5.8595198655661943e-25,6.903720630394227e-27,3.0323004972044152e-34,2.7057661368678855e-29,1.7042461464728544e-34
7.566980287405588e-12,0.0020911341289209825,-1.2527849460803798e-22,-6.5207823638032218e-18,-2.3420928133118929e-15,-1.2553994325088916e-22,3.5619466026331223e-15,1.4745658330396915e-23,-3.4930194098400305e-32,2.2750526453116712e-18,-4.097404769690339e-37,-2.2750820160912466e-18,1.2281951550607703e-26,-1.4433691176365701e-18,3.528557582373973e-26,-3.4973835224221954e-32,-1.6039779231412475e-38,-1.6541079463573556e-30,-2.727034663191276e-39,-3.4010055207305402e-42,-1.4558551587467117e-30,6.0830905126474605e-26,4.5782673413220371e-28,-5.7349591772987152e-23,6.3912486301678862e-18,1.384457398101519e-29,3.6328433720534919e-33,-1.5548205380513593e-27,-1.625741816732141e-44,2.0556182202201434e-35,1.1333904122303235e-31,3.5526242078733536e-40,-1.5221020635838677e-50,0.88129999999999997,0.0,0.0,0.0,0.0098899937286603921,0.10880299993144843,0.00010000000000000141,3.4038972596770626e-10,2.9127591951188907e-09,2.8791095660587354e-09,3.7977836484389256e-15,5.1098893769024585e-11,7.6893162342305796e-12,1.7445355623581736e-11,1.5168534733206205e-18,3.2410058863031817e-19,3.7320222306472508e-19,1.4448325238172285e-15,3.2521886420146395e-11,3.5392215467865767e-14,1.3994619828806227e-22,3.3053797571231048e-23,3.8639211656661258e-26,1.5505524530307573e-25,3.0283285178188372e-11,7.0586287734996502e-29,1.1284498944573549e-31,7.3151160773198987e-34,3.4260974014240445e-37,4.1512909313921461e-38,1.6536415697795618e-15,6.3833667089286317e-18,5.4307466173316706e-21,2.4511694290274925e-21,9.3155908719942731e-19,5.6648169098744452e-27,8.1649907147034237e-23,4.7194633945131794e-19,1.2631390915460711e-34,7.3450924168718158e-17,1.5155847021219231e-17,5.0328740617895202e-20,8.7087938602489779e-23,6.7667056732947098e-23,1.846279745673935e-23,2.7333686170602961e-29,5.8911639911209004e-25,6.9597285164295399e-27,3.0569012851638072e-34,2.722216025504572e-29,1.7180725969926628e-34
7.607859657179595e-12,0.002091134128919567,-1.3858361826364454e-22,-7.2117038660614789e-18,-1.2432109575178256e-16,-1.3884184914483601e-22,3.3665598212271067e-15,1.4990968695069166e-23,-4.9074422365463169e-32,9.3584868098979126e-18,-3.8819471717108145e-37,-9.3584417073439908e-18,2.6152772826011665e-25,-7.1828246650019631e-20,1.7611824483506103e-27,-4.9123037804627441e-32,-1.7449682395280909e-38,-1.8169836281375899e-30,-2.9686513235845769e-39,-3.7734483341687423e-42,-1.375656628147719e-30,-1.9447646651424893e-25,4.6330060297394309e-28,-5.42025983852528e-23,6.4949820168093987e-18,1.4145437062693531e-29,5.5986739889461701e-33,-1.7853432880721162e-27,-1.8285066808826677e-44,1.7589003710154891e-35,1.1529544194697385e-31,3.5134900946755997e-40,-1.7071682697735947e-50,0.88129999999999997,0.0,0.0,0.0,0.0098899936947793362,0.1088029999307694,0.00010000000000000005,3.4222862184434276e-10,2.9284601740677324e-09,2.894391250603137e-09,3.8182560020097602e-15,5.1647153041343471e-11,7.6893489786363986e-12,1.7576297249409198e-11,1.5331289265316481e-18,3.265332599557021e-19,3.793952025556599e-19,1.4604672995195878e-15,3.2718567957601654e-11,3.577518138853331e-14,1.4099976593705265e-22,3.3591312481981932e-23,3.9089051471135561e-26,1.5775734050947128e-25,3.0466428401722764e-11,7.2223292451986682e-29,1.1611262541614296e-31,7.5269587575727566e-34,3.5450975799347157e-37,4.2839382646843013e-38,1.6714166019843767e-15,6.4869628861179572e-18,5.5219635854385779e-21,2.4971617939279924e-21,2.3081527448181138e-18,5.7897756578614151e-27,4.2584816525664731e-24,4.7759074113573367e-19,1.2997237730846561e-34,7.3872042282751104e-17,1.5310559889115973e-17,5.1135087250224815e-20,8.85940744968135e-23,6.8851746110852358e-23,1.8856936365581227e-23,2.7917210157605043e-29,5.9547075142993044e-25,7.0726478593597721e-27,3.1064997535103309e-34,2.7552676513350001e-29,1.745948565426802e-34
7.648739026953603e-12,0.0020911341289181536,-1.0234618513907259e-22,-5.3354193582442289e-18,7.5549981718234846e-15,-1.0271775289139638e-22,2.6230744938650798e-15,1.5205871687581683e-23,-3.1836240438805852e-32,3.1144415986306102e-17,-1.9110005370507049e-37,-3.1144129204523641e-17,2.1325494754948003e-24,4.6924751093291752e-18,-1.1464844073462509e-25,-3.1889135273193726e-32,-1.8966808776253485e-38,-1.368674826495171e-30,-3.1974135758973081e-39,-5.6223924882176607e-42,-6.6906381098214103e-31,-1.9550350540724501e-24,4.6880894102456177e-28,-2.6452600761564866e-23,6.5998274129951485e-18,1.4451171177544205e-29,2.1052071183074897e-32,-1.9796650942233174e-27,-2.0411842679638128e-44,-3.4081874323835135e-35,1.1729403031772138e-31,2.8044800031213199e-40,-1.1875423555694731e-50,0.88129999999999997,0.0,0.0,0.0,0.0098899936608933797,0.10880299993008793,9.9999999999995289e-05,3.4406751768032371e-10,2.9441659410206465e-09,2.909670066404308e-09,3.8387345499597822e-15,5.2198280781841312e-11,7.6893801068443918e-12,1.7707347413269874e-11,1.5494895351690233e-18,3.2896794777479292e-19,3.8565747961151497e-19,1.4761861629624018e-15,3.2915250311557641e-11,3.6160206373759692e-14,1.4205427319836652e-22,3.413461374454073e-23,3.9541504533137519e-26,1.6049079345781781e-25,3.0649572385565043e-11,7.3888724560870129e-29,1.1945580442456182e-31,7.7436996253809856e-34,3.6675342319571643e-37,4.4200797964432078e-38,1.689285156618954e-15,6.5916694719075958e-18,5.6141937128402011e-21,2.5437419414230371e-21,6.3656567383542012e-18,5.9168069478685878e-27,-2.6458215081946896e-22,4.8326915559775171e-19,1.337154521850978e-34,7.5202003028003257e-17,1.5466979540486473e-17,5.1949657360515535e-20,9.0117070688959085e-23,7.0049907269288042e-23,1.9257202998628092e-23,2.8509806396390883e-29,6.0185935906776463e-25,7.1867773124715601e-27,3.1566297612925006e-34,2.7885217846562338e-29,1.7741232775705567e-34
7.656734771732023e-12,0.0020911341289178795,-8.6027139403476201e-23,-4.4875333531132598e-18,8.6047078722285989e-15,-8.6393487317008588e-23,2.5204048948653213e-15,1.5242031821020422e-23,-1.9608565563013593e-32,2.07753525630076e-18,-1.3602009869872395e-37,-2.0772184848666028e-18,2.4346243172571829e-24,5.3641986939619904e-18,-1.3105489903406443e-25,-1.9662342723084119e-32,-1.9244934050031936e-38,-1.165944071684613e-30,-3.2332883244459672e-39,-5.9930839137680826e-42,-4.7277812683271271e-31,-2.262902369660698e-24,4.6989006866753608e-28,-1.8743636871446762e-23,6.6204650261773389e-18,1.4511544928510951e-29,2.7291646347335912e-32,-2.0031133196494169e-27,-2.070538273914531e-44,-5.5796980507751001e-35,1.1769248724484773e-31,2.6042179122871627e-40,-9.4852027016516519e-51,0.88129999999999997,0.0,0.0,0.0,0.0098899936542658738,0.10880299992995428,9.9999999999994597e-05,3.4442719400766346e-10,2.9472375018048443e-09,2.9126581702668593e-09,3.842739623515194e-15,5.2306413182980787e-11,7.6893860133630211e-12,1.7732992572848037e-11,1.5526995207257207e-18,3.2944439097087644e-19,3.8689047880228457e-19,1.4792705068983898e-15,3.2953720221223906e-11,3.6235755606216526e-14,1.4226059358859569e-22,3.4241559218277914e-23,3.9630307020210466e-26,1.6102912148358395e-25,3.068539426980045e-11,7.4217824334695964e-29,1.2011865278859202e-31,7.7866726763993712e-34,3.6918905730770475e-37,4.4471229337925242e-38,1.692791065396974e-15,6.6122797466637548e-18,5.6323522744867439e-21,2.5529217818593778e-21,6.7279009829422193e-18,5.9418977759061149e-27,-3.0248662725660408e-22,4.8438379430211888e-19,1.3445759078800259e-34,7.5617563912936081e-17,1.5497937086877212e-17,5.2109951994132407e-20,9.041693691397953e-23,7.0285840525766845e-23,1.9336214102083776e-23,2.8626782644025424e-29,6.0311285474722012e-25,7.2092423475906908e-27,3.1664972629011221e-34,2.795049764318954e-29,1.7796691379477017e-34
7.660732644121234e-12,0.00209113412891774,-7.6869191639014679e-23,-4.0117090977833878e-18,8.8161527421371368e-15,-7.7232494611039154e-23,2.5020526421864953e-15,1.5259479963398377e-23,-1.6277010236795706e-32,1.2394111711114301e-20,-1.2224623028311824e-37,-1.2071786867779744e-20,2.5095268207217186e-24,5.4973374729793726e-18,-1.3430337725759642e-25,-1.6331121256426356e-32,-1.9373754818137103e-38,-1.0520649095035502e-30,-3.2488937160892828e-39,-6.0687598326243956e-42,-4.2463038748005398e-31,-2.341138862547361e-24,4.704310127598999e-28,-1.6852826375393293e-23,6.6307998828925673e-18,1.4541802561937575e-29,3.0873429497970378e-32,-2.0116742467596383e-27,-2.0809008311589948e-44,-6.8377321254886412e-35,1.1789286462020446e-31,2.5578496826512536e-40,-8.1309914718815593e-51,0.88129999999999997,0.0,0.0,0.0,0.0098899936509524149,0.10880299992988735,9.9999999999994475e-05,3.4460703217075004e-10,2.9487729882863492e-09,2.9141521810571721e-09,3.8447417463742571e-15,5.2360520520627371e-11,7.6893889447558777e-12,1.7745816684123217e-11,1.5543057347291624e-18,3.2968264102383413e-19,3.8750797936951119e-19,1.4808138853299912e-15,3.2972955187103366e-11,3.6273559765518078e-14,1.4236375872070666e-22,3.4295115479563649e-23,3.9674745752437823e-26,1.6129873837775425e-25,3.0703305222204277e-11,7.4382787505871815e-29,1.2045118245281441e-31,7.8082308813683909e-34,3.7041193608098484e-37,4.4606958396987102e-38,1.6945453610972161e-15,6.6226009110419314e-18,5.6414461820306165e-21,2.5575201993636937e-21,6.6822817822866327e-18,5.954473309599245e-27,-3.0999953279092299e-22,4.8494160161101575e-19,1.3482989822139006e-34,7.5837359979716424e-17,1.551348525938067e-17,5.2190219777470314e-20,9.056711323374034e-23,7.0404001512126829e-23,1.9375808543949749e-23,2.8685402371755285e-29,6.0374006302229186e-25,7.2204923316721721e-27,3.1714386858677462e-34,2.7983166595567637e-29,1.7824463801603748e-34
7.668728388899655e-12,0.0020911341289174597,-5.8002500680112898e-23,-3.031945707111693e-18,8.967483079362358e-15,-5.836922211347358e-23,2.4932446550017499e-15,1.5294085391556227e-23,-1.5874436447697017e-32,-2.0231672551458718e-19,-1.1820729465749147e-37,2.02643845565737e-19,2.6150602788320234e-24,5.5922468327343844e-18,-1.3661205323170234e-25,-1.5928997214931372e-32,-1.9602813428332046e-38,-8.1747567799957316e-31,-3.2750102891925448e-39,-6.3115227199557338e-42,-4.1348478398932319e-31,-2.4438381685524091e-24,4.715137679508115e-28,-1.6415660411212272e-23,6.651501724109206e-18,1.460245954210468e-29,3.8434501850145986e-32,-2.0229403372081488e-27,-2.0982429031988152e-44,-9.5044832413894848e-35,1.1829483203636957e-31,2.556555519325403e-40,-5.3259296258296762e-51,0.88129999999999997,0.0,0.0,0.0,0.0098899936443257452,0.10880299992975341,9.999999999999438e-05,3.4496670849575673e-10,2.9518437110324626e-09,2.9171401203598085e-09,3.8487456365738817e-15,5.2468817465837253e-11,7.6893947641518398e-12,1.7771467944335237e-11,1.5575206050604482e-18,3.3015919756751883e-19,3.887449843910771e-19,1.4839030540071258e-15,3.3011425140781448e-11,3.6349227154239856e-14,1.4257012710995129e-22,3.4402395196377261e-23,3.9763698193765452e-26,1.6183887878542734e-25,3.073912714742258e-11,7.4713541982998705e-29,1.2111845903851213e-31,7.8514910583510716e-34,3.7286785555390452e-37,4.487944675805985e-38,1.6980566350086957e-15,6.6432753212919339e-18,5.6596632766006199e-21,2.5667340473629494e-21,6.4179614987594365e-18,5.9796847244828878e-27,-3.1535521072835778e-22,4.8605819214168978e-19,1.3557699640394941e-34,7.6268458374671813e-17,1.5544722781964287e-17,5.235099774776912e-20,9.0867952766662493e-23,7.0640712579399858e-23,1.9455175494267892e-23,2.8802905458791959e-29,6.0499542903622392e-25,7.2430272608654208e-27,3.1813368884072101e-34,2.8048562581755196e-29,1.7880094955356259e-34
7.676724133678076e-12,0.00209113412891718,-3.8634884738679308e-23,-2.0321553838829096e-18,9.0823971443855554e-15,-3.9120379758969683e-23,2.4879612524876548e-15,1.5328527390091999e-23,-6.6593014258565252e-32,2.830015532719028e-18,-2.5838997013654473e-37,-2.829664574737609e-18,2.8385794791351948e-24,5.6621685991792166e-18,-1.3830935324861412e-25,-6.6647122344405886e-32,-1.9792364738879754e-38,-5.7806428754368231e-31,-3.2943181211236671e-39,-6.6581214568846902e-42,-9.2406876344163605e-31,-2.5491771924506809e-24,4.7259777286242481e-28,-3.6470603652703127e-23,6.6722464389296846e-18,1.46633057880398e-29,4.6580970248949487e-32,-2.0262931957085006e-27,-2.1404992535488605e-44,-1.2321946356520015e-34,1.1869511053270417e-31,3.1148861342042485e-40,-2.4466629823874179e-51,0.88129999999999997,0.0,0.0,0.0,0.0098899936376991085,0.10880299992961934,9.9999999999994299e-05,3.4532638481920826e-10,2.9549143936825448e-09,2.9201279499640124e-09,3.8527494636200829e-15,5.2577224098644514e-11,7.6894005261850253e-12,1.7797123239828781e-11,1.5607387316572871e-18,3.3063582908256251e-19,3.8998466383284131e-19,1.4869954381887004e-15,3.3049895123437205e-11,3.6424973299271883e-14,1.4277654985559464e-22,3.4509898031753398e-23,3.9852750603574809e-26,1.623802291558974e-25,3.077494909962429e-11,7.5045402702911604e-29,1.2178870019665396e-31,7.8949434584472896e-34,3.7533737424953882e-37,4.5153313353471335e-38,1.7015714854535251e-15,6.6639925433633904e-18,5.6779194450488931e-21,2.5759706037914389e-21,6.144782611462395e-18,6.0049767479263905e-27,-3.1929971202949058e-22,4.8717608388887436e-19,1.3632741489619797e-34,7.6681781445183819e-17,1.5576141922801215e-17,5.2512100178465997e-20,9.1169442090531585e-23,7.0877942918011838e-23,1.9534780243066194e-23,2.8920760611708779e-29,6.0625208623777065e-25,7.2656088440914793e-27,3.1912555836857394e-34,2.8114036002677698e-29,1.7935841285462513e-34
7.684719878456496e-12,0.0020911341289169003,-1.9205211909613917e-23,-1.0258308704965694e-18,9.1537471641129833e-15,-1.9745739470935306e-23,2.4865326710320404e-15,1.5362975212206131e-23,-9.1136300327373329e-32,6.6759615011088627e-19,-3.2301478157065262e-37,-6.6723210049543855e-19,3.151413805829174e-24,5.7081868338331429e-18,-1.3942267495305938e-25,-9.1191687776439413e-32,-1.9941924949827799e-38,-3.3706398028214387e-31,-3.3068982840645413e-39,-6.3171461515843845e-42,-1.1613931883359581e-30,-2.8075809144670719e-24,4.7368302778593986e-28,-4.5792662432817655e-23,6.6930340711530605e-18,1.4724341682718678e-29,5.5482384318017164e-32,-2.0215339785408733e-27,-2.21276320416645e-44,-1.5347777382177708e-34,1.1909312613684897e-31,3.3803269764285623e-40,4.6543753571391242e-52,0.88129999999999997,0.0,0.0,0.0,0.0098899936310725099,0.10880299992948517,9.9999999999994259e-05,3.4568606114110423e-10,2.9579850378474228e-09,2.9231156698764702e-09,3.8567532576226426e-15,5.2685740412309848e-11,7.6894062314317318e-12,1.7822782554603679e-11,1.5639601143196106e-18,3.3111253527165898e-19,3.9122702077584553e-19,1.4900910377022789e-15,3.3088365134779218e-11,3.6500798197672864e-14,1.4298301376930881e-22,3.4617624216818759e-23,3.994190298105094e-26,1.6292279085158655e-25,3.081077107853806e-11,7.5378372143038172e-29,1.2246191583055936e-31,7.938588723938513e-34,3.7782055245016646e-37,4.542856370156081e-38,1.7050899122544076e-15,6.6847526209846505e-18,5.6962147287937564e-21,2.5852298979366463e-21,5.8677084178184412e-18,6.0303495546102626e-27,-3.2189595676705109e-22,4.8829527685175492e-19,1.3708116479592742e-34,7.7073561941189757e-17,1.5607731181931622e-17,5.2673528700025719e-20,9.1471581978294537e-23,7.1115693138301627e-23,1.9614623245214349e-23,2.9038968503811537e-29,6.0751003464425203e-25,7.2882371286758851e-27,3.2011947924910558e-34,2.8179586852447684e-29,1.7991702908756312e-34
