Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726)
6.789866485765437e-10,0.0020911338515147465,4.4614912902632081e-19,2.0272038758078935e-14,-1.1541337690556672e-15,-1.373886538198304e-15,1.8938172115789026e-11,6.7376652540148875e-17,-7.0398681420321481e-29,1.0375596214352636e-26,4.7006749134421813e-30,-7.225338507874125e-15,-3.7552063008174907e-15,3.0638548451294947e-18,-2.5907286132967687e-19,5.3492410849054275e-30,-2.0665747659261628e-30,1.7193480092810684e-26,1.0866369476279552e-29,1.4960046059527832e-39,3.8817206776502151e-27,5.3837791455104674e-15,4.1646707307602594e-24,4.0503231078935594e-16,2.2797517362501241e-12,4.8212273542136997e-22,-3.832818328210465e-19,-6.5753841756707144e-16,-1.9392312003110201e-38,2.0524112365194576e-20,2.1133413841902268e-24,2.4254464006574277e-31,2.7806974366432267e-33,0.88129999999999997,0.0,0.0,0.0,0.00988943704933214,0.10880286723961299,9.9999999999995939e-05,3.0537692913115367e-08,2.6062430345679651e-07,1.324343580975313e-07,3.3982536466958885e-13,1.3046340055277605e-07,7.6895630302607559e-12,2.2771046718735143e-09,3.8730216587576715e-15,4.2304772474768545e-17,5.9875452588635718e-13,1.1971806297225912e-11,3.2630785237322293e-09,2.8381917731746167e-10,2.2838677446713842e-20,1.8057193701715107e-17,1.1104693113850162e-21,3.2348913783481745e-19,3.0384704297876079e-09,1.059645607628709e-20,1.3209490450934951e-21,8.9012710582045063e-24,3.6422111430950324e-25,2.0306469994772282e-26,5.5189533278787452e-12,2.2760862852020467e-12,2.1500411757936247e-15,1.5143993473934983e-15,1.0839941911600808e-17,1.0110249902869053e-18,-5.9533034484833063e-16,4.5078388770675221e-15,1.6235243111195256e-24,2.8509738176127704e-15,2.2629559749495952e-14,7.4015349900681293e-15,1.617110716345682e-17,1.3119026840901553e-17,3.3210753522226294e-17,4.9169340622251007e-23,5.12782313336492e-21,3.2929050635260801e-21,1.4464385054185731e-28,3.0505361185529916e-25,8.1295173776679994e-29
6.798423643383133e-10,0.0020911338510860014,4.4605279361870784e-19,2.0258445131300735e-14,-1.1307084726324758e-15,-1.3780867870253403e-15,1.8983965762297027e-11,6.769458570097132e-17,-7.046317550267264e-29,3.6654310701877762e-25,4.7300714512516804e-30,-7.2344385313089083e-15,-3.7540295860880593e-15,3.0582605892702859e-18,-2.6005615334542069e-19,5.3540873603582272e-30,-2.0794623970195728e-30,1.720816095018807e-26,1.0934250868041371e-29,1.4919498702094149e-39,3.8962437612879983e-27,5.3874509393919384e-15,4.1750485114394114e-24,4.0645345124191447e-16,2.2869665365310366e-12,4.8427512354899894e-22,-3.8447300793695451e-19,-6.5960195657832662e-16,-1.9434148511714958e-38,2.0613077352165596e-20,2.1252718319835818e-24,2.4558063007740757e-31,2.7979991925301551e-33,0.88129999999999997,0.0,0.0,0.0,0.009889436339549763,0.10880286703451113,9.9999999999995939e-05,3.0576171992221568e-08,2.6095271893288125e-07,1.3256347504318536e-07,3.4025358185454229e-13,1.3066557374496659e-07,7.6895624978891264e-12,2.2799848025693505e-09,3.879023506830296e-15,4.2358280462265749e-17,6.0107973504765127e-13,1.2002613379425081e-11,3.2671957071350076e-09,2.8453495236593303e-10,2.2873607615871062e-20,1.8120038732149346e-17,1.1145214680947779e-21,3.2503689519937273e-19,3.0423042166923528e-09,1.0658399679147556e-20,1.3301147582772416e-21,8.9634336480321939e-24,3.6720293293104444e-25,2.0473046920455823e-26,5.5288922925631475e-12,2.2832894676876298e-12,2.1568484114083362e-15,1.5192044225819087e-15,1.0853483359235338e-17,1.0165117581775474e-18,-5.9758734549670785e-16,4.5190025328628289e-15,1.6349680775854646e-24,2.8556616749106572e-15,2.2678047336990428e-14,7.4265174547194332e-15,1.6225739208289292e-17,1.3163355769598075e-17,3.3326592873166492e-17,4.9340843635075428e-23,5.1436850443935835e-21,3.3052020375902751e-21,1.451840064410953e-28,3.0599820349802715e-25,8.1598761306029891e-29
6.806980801000829e-10,0.0020911338506572415,4.4596211046576059e-19,2.0245131763166539e-14,-1.1150043161774463e-15,-1.3822772150415033e-15,1.9029811006018355e-11,6.8013629991646105e-17,-7.0528251056386216e-29,-5.8500290180262331e-24,4.7594949638708398e-30,-7.2386722876651754e-15,-3.74801515430318e-15,3.0526893120579516e-18,-2.6103977265694209e-19,5.3577214699810365e-30,-2.0923991702861556e-30,1.7222817048888713e-26,1.1002207314834322e-29,1.4879615017620565e-39,3.9108026457775803e-27,5.3862719194232546e-15,4.185439895325156e-24,4.0787377948638279e-16,2.2941943205174235e-12,4.8643421447239235e-22,-3.8566166949952772e-19,-6.616614064219938e-16,-1.9475985381849979e-38,2.0702090787109999e-20,2.1372437623243082e-24,2.4863656630840185e-31,2.8153194804914341e-33,0.88129999999999997,0.0,0.0,0.0,0.0098894356297666141,0.10880286682940193,9.9999999999995939e-05,3.0614651053516903e-08,2.6128113432084121e-07,1.3269258464696838e-07,3.406817989231312e-13,1.3086775418981665e-07,7.6895619655168975e-12,2.2828649324739607e-09,3.8850255702106321e-15,4.2411788435063307e-17,6.0341090495300268e-13,1.2033461646714703e-11,3.2713128902320757e-09,2.852516287519595e-10,2.2908553662055937e-20,1.8183017770692947e-17,1.118583580971307e-21,3.265902149554767e-19,3.0461380033190235e-09,1.0720630804741721e-20,1.3393328971979571e-21,9.0259550101669399e-24,3.7020554316848481e-25,2.0640789990304363e-26,5.5388349689351503e-12,2.2905056129295131e-12,2.1636679027907026e-15,1.5240181684315325e-15,1.0867017420988193e-17,1.0220212800209812e-18,-5.9984508138796317e-16,4.5301794522281848e-15,1.6464787569244433e-24,2.8603518209955122e-15,2.2726575246227558e-14,7.4515534038825323e-15,1.6280488326811673e-17,1.320777971108191e-17,3.344268932986055e-17,4.9512727299286484e-23,5.159581905237558e-21,3.3175316839773738e-21,1.4572559750245318e-28,3.069448780491857e-25,8.1903155449424549e-29
6.815537958618525e-10,0.0020911338502284664,4.4587674471864053e-19,2.0232081262043339e-14,-1.0999477724606322e-15,-1.3864551725875949e-15,1.9075711586840445e-11,6.8333787903769372e-17,-7.0593572344798653e-29,-1.965306387493658e-24,4.7889250298130369e-30,-7.2434375909856553e-15,-3.7425678180541767e-15,3.0471425444767118e-18,-2.6202340482932653e-19,5.3621586941021489e-30,-2.1053854516612078e-30,1.7237448532978626e-26,1.1070193438785718e-29,1.4840370178284698e-39,3.9253972036015291e-27,5.3856436324188272e-15,4.1958448884503835e-24,4.0929269132670883e-16,2.3014350930583592e-12,4.8860001976803175e-22,-3.8684709730923064e-19,-6.6371554994266892e-16,-1.9517823372964282e-38,2.0791113595510261e-20,2.1492571295284978e-24,2.5171257847578373e-31,2.8326467029164576e-33,0.88129999999999997,0.0,0.0,0.0,0.0098894349199826984,0.10880286662428545,9.9999999999995939e-05,3.0653130097001398e-08,2.6160954962064473e-07,1.3282168695682234e-07,3.4111001587531468e-13,1.3106994183937621e-07,7.6895614331440675e-12,2.2857450615899129e-09,3.8910278474752026e-15,4.246529639320892e-17,6.057480429916121e-13,1.2064351105169489e-11,3.2754300730234347e-09,2.8596920647517319e-10,2.2943515587639671e-20,1.8246130912249731e-17,1.1226556623335523e-21,3.2814911035879153e-19,3.0499717896676226e-09,1.0783150436691563e-20,1.3486036968840824e-21,9.0888367750103722e-24,3.7322906444046907e-25,2.0809705947921525e-26,5.5487813511762263e-12,2.2977347257688729e-12,2.1704996545206425e-15,1.5288405881925746e-15,1.0880559372772474e-17,1.0275536209865944e-18,-6.0210283091218614e-16,4.5413696331937025e-15,1.6580566592386071e-24,2.8650442324495264e-15,2.2775143438799479e-14,7.4766428820132695e-15,1.6335354616457938e-17,1.3252298744446253e-17,3.3559043117524116e-17,4.9684991948321483e-23,5.1755137689867291e-21,3.3298940604836383e-21,1.4626862626468582e-28,3.0789363868766422e-25,8.2208357633737832e-29
6.832652273853918e-10,0.002091133849370872,4.4571919451436054e-19,2.0206624943518892e-14,-1.0669267941077281e-15,-1.394779409426074e-15,1.9167659075354156e-11,6.8977455159093218e-17,-7.0724859630930919e-29,5.6852775687589163e-25,4.8478388546823303e-30,-7.2470674281869027e-15,-3.725863814759718e-15,3.0361316226874833e-18,-2.6399134669320329e-19,5.3639488811338427e-30,-2.1315056364380017e-30,1.7266638204372637e-26,1.1206330276637045e-29,1.476337213735485e-39,3.9546943555612701e-27,5.3785357296887833e-15,4.2166957331286459e-24,4.121275340569301e-16,2.3159556231380819e-12,4.9295181979236445e-22,-3.892098050584663e-19,-6.6781053947593958e-16,-1.9601502694955461e-38,2.0969264291462486e-20,2.1734078631421136e-24,2.579250379051474e-31,2.8673412673424169e-33,0.88129999999999997,0.0,0.0,0.0,0.0098894335004125616,0.10880286621403097,9.9999999999995939e-05,3.0730088130537862e-08,2.6226637995563266e-07,1.330798698839368e-07,3.4196644943026974e-13,1.3147433856339654e-07,7.6895603683966127e-12,2.2915053174609587e-09,3.9030330380395056e-15,4.2572312265639351e-17,6.1044025302225665e-13,1.2126253619872121e-11,3.2836644376890246e-09,2.8740706593168935e-10,2.3013487086348338e-20,1.8372759883098877e-17,1.1308297797885548e-21,3.3128368125198911e-19,3.0576393615306119e-09,1.0909059171615256e-20,1.3673042248709834e-21,9.2156880784937468e-24,3.7933932217595862e-25,2.1151083752822756e-26,5.5686852101047158e-12,2.3122318735427505e-12,2.1841999572842638e-15,1.5385114624080511e-15,1.0907645011696157e-17,1.0386870218035333e-18,-6.0661983764268484e-16,4.5637897720480462e-15,1.6814153818686465e-24,2.8744358721823819e-15,2.2872400516871606e-14,7.5269826026468013e-15,1.6445439098102435e-17,1.3341622402579682e-17,3.3792523584796236e-17,5.0030665531908744e-23,5.2074827178874916e-21,3.3547172355854352e-21,1.4735900707080981e-28,3.0979743092162325e-25,8.2821191846113209e-29
6.84976658908931e-10,0.0020911338485132187,4.455754658127172e-19,2.0181833249868502e-14,-1.0442321202604837e-15,-1.4030655486962862e-15,1.9259839832106357e-11,6.9625608422479976e-17,-7.0856190481629508e-29,-3.4992537786237286e-24,4.9068463548746922e-30,-7.2547461681244261e-15,-3.7133196098789472e-15,3.0251869328651691e-18,-2.6596064226742449e-19,5.3743747753120991e-30,-2.1578221079289285e-30,1.7295730795237223e-26,1.1342735679678359e-29,1.468806231178189e-39,3.9841347048653238e-27,5.3755367531836513e-15,4.2376010942194126e-24,4.1495930753126026e-16,2.3305281653858663e-12,4.9733061628082382e-22,-3.9156276923490733e-19,-6.7188968857569075e-16,-1.9685187316020451e-38,2.1147609099582599e-20,2.1977236946225696e-24,2.642185327292404e-31,2.9021018731340049e-33,0.88129999999999997,0.0,0.0,0.0,0.0098894320808393475,0.10880286580374797,9.9999999999995939e-05,3.0807046092830987e-08,2.6292320993749333e-07,1.3333802420075139e-07,3.4282288251894958e-13,1.3187876354073903e-07,7.689559303646762e-12,2.2972655701905264e-09,3.9150390673524305e-15,4.2679328079706388e-17,6.151564242441277e-13,1.2188320972126387e-11,3.2918988011317731e-09,2.888485307325341e-10,2.3083522130623171e-20,1.8499926401306692e-17,1.1390439190040391e-21,3.3444071427308892e-19,3.0653069322813379e-09,1.1036133802767121e-20,1.3862182401927062e-21,9.344000727599062e-24,3.8553467410787396e-25,2.1497235004922259e-26,5.5886038231226187e-12,2.3267809495620443e-12,2.1979493561714059e-15,1.5482170711111996e-15,1.0934728898591734e-17,1.049912484386301e-18,-6.1113988849821584e-16,4.5862629336735651e-15,1.7050467510613002e-24,2.8838365329503731e-15,2.2969818257626564e-14,7.5775369712488925e-15,1.6555993430506503e-17,1.3431327374977162e-17,3.4027036071502217e-17,5.0377867045628108e-23,5.2395923167048719e-21,3.3796720268246072e-21,1.4845516923797948e-28,3.1170960560628321e-25,8.3437275396631726e-29
6.866880904324703e-10,0.002091133847655506,4.4544781135572395e-19,2.0157823179548387e-14,-1.0033785753465937e-15,-1.4113093596702117e-15,1.9352202871366657e-11,7.0278267909589188e-17,-7.0988027242151483e-29,4.5591448940894225e-24,4.9659167545131662e-30,-7.2552436384676993e-15,-3.6937161568507958e-15,3.0143671710502202e-18,-2.6793076263605284e-19,5.3698689947657613e-30,-2.184335355974014e-30,1.7324727260741311e-26,1.1479341317945401e-29,1.4614486198315188e-39,4.0137203659607703e-27,5.3654224640584983e-15,4.258561035832375e-24,4.1778702210646631e-16,2.3451527582900485e-12,5.0173650201979142e-22,-3.9390483800546021e-19,-6.7595104813474182e-16,-1.9768877938938018e-38,2.1326087693477159e-20,2.2222043777548089e-24,2.7059379699677683e-31,2.9369109950858352e-33,0.88129999999999997,0.0,0.0,0.0,0.0098894306612630611,0.10880286539343689,9.9999999999995939e-05,3.0884003983880806e-08,2.6358003956635679e-07,1.3359615027828996e-07,3.4367931514152415e-13,1.3228321640031517e-07,7.6895582388945138e-12,2.3030258197820677e-09,3.9270459243975735e-15,4.278634383547417e-17,6.1989661575519288e-13,1.2250553210521541e-11,3.300133163351679e-09,2.9029360087475895e-10,2.3153620739182069e-20,1.8627631221593367e-17,1.1472981785185507e-21,3.3762031606872767e-19,3.0729745019198157e-09,1.1164382285210957e-20,1.4053476537157909e-21,9.4737879831733912e-24,3.918160974347868e-25,2.1848214901407869e-26,5.6085371442345724e-12,2.3413819922524174e-12,2.2117478875339834e-15,1.5579574400994064e-15,1.0961822738034517e-17,1.0612305342394773e-18,-6.1566176905134477e-16,4.6087891023228939e-15,1.7289532904559798e-24,2.8932462345463625e-15,2.3067396348436724e-14,7.628306341714583e-15,1.6667018389352552e-17,1.3521414291320848e-17,3.4262582370403907e-17,5.0726599143707381e-23,5.2718429922335699e-21,3.4047588992623366e-21,1.4955713319444181e-28,3.1363018818479931e-25,8.4056619766721892e-29
6.883995219560095e-10,0.0020911338467977368,4.4534152746915208e-19,2.0134869806772635e-14,-9.5031992010164457e-16,-1.4195069015992522e-15,1.9444767692945315e-11,7.0935453631088431e-17,-7.1120888980041747e-29,1.9248128753701559e-24,5.0250103290386602e-30,-7.2554886505494638e-15,-3.6739926580391078e-15,3.003653012183685e-18,-2.6990121283966197e-19,5.3581046352111853e-30,-2.2110460434017708e-30,1.7353628590186591e-26,1.1616058970694053e-29,1.4543321452595919e-39,4.0434504603415527e-27,5.3551272337717763e-15,4.2795756103643678e-24,4.2060975447339491e-16,2.3598294402136037e-12,5.0616956988563104e-22,-3.962349391352333e-19,-6.7999280353331561e-16,-1.985257616274724e-38,2.1504635980744394e-20,2.2468496678372259e-24,2.7705154177165367e-31,2.9717460879975419e-33,0.88129999999999997,0.0,0.0,0.0,0.0098894292416836973,0.10880286498309805,9.9999999999995939e-05,3.0960961803687352e-08,2.6423686884240096e-07,1.3385424848251311e-07,3.4453574729822555e-13,1.3268769677610014e-07,7.6895571741398729e-12,2.3087860662373666e-09,3.939053598308859e-15,4.2893359532975841e-17,6.2466088664703966e-13,1.2312950383643215e-11,3.3083675243487386e-09,2.9174227635541574e-10,2.3223782930616808e-20,1.8755875096815175e-17,1.1555926568649579e-21,3.4082259353555944e-19,3.080642070446061e-09,1.1293812609969082e-20,1.4246943891624495e-21,9.6050631974204942e-24,3.9818457857584554e-25,2.2204079166490027e-26,5.6284851276711774e-12,2.3560350399143707e-12,2.2255955876054689e-15,1.5677325950859001e-15,1.0988914195188654e-17,1.072641698597595e-18,-6.2018434377530967e-16,4.6313682622535489e-15,1.7531375416794951e-24,2.9026649456742327e-15,2.3165134477464361e-14,7.679291067217604e-15,1.6778514748740792e-17,1.3611883780008986e-17,3.4499164270553567e-17,5.107686447488226e-23,5.3042351721172308e-21,3.429978319084492e-21,1.5066491941784672e-28,3.1555920415531865e-25,8.4679236465578444e-29
6.91822385003088e-10,0.0020911338450820285,4.4519620008990938e-19,2.0092295636610444e-14,-8.5015238186083756e-16,-1.435775403542913e-15,1.9630557448613162e-11,7.226348638273581e-17,-7.1391041939351576e-29,-2.5368970987904098e-25,5.1433500793250196e-30,-7.2614536983237706e-15,-3.6403852212584825e-15,2.9824835238703571e-18,-2.738443907108181e-19,5.342269344994564e-30,-2.2650577711058965e-30,1.7411149168134407e-26,1.1890015150000129e-29,1.4408802015762336e-39,4.1033449943240749e-27,5.3402088295721119e-15,4.3217688712197705e-24,4.2624290774881582e-16,2.3893392237590073e-12,5.1511762356023938e-22,-4.0086254603866524e-19,-6.8802307687008956e-16,-2.0020007738532829e-38,2.1862115509930712e-20,2.296633158253881e-24,2.9021686013198737e-31,3.041541231557882e-33,0.88129999999999997,0.0,0.0,0.0,0.0098894264025157479,0.10880286416233856,9.9999999999995953e-05,3.1114877229570746e-08,2.6555052633590917e-07,1.3437036270256441e-07,3.4624861021385204e-13,1.3349673864448383e-07,7.6895550446234001e-12,2.3203065497424618e-09,3.9630713542240201e-15,4.3107390753240755e-17,6.3426190289889308e-13,1.2438239728388119e-11,3.3248362426743089e-09,2.9465044332023386e-10,2.3364298136420035e-20,1.9013983011390105e-17,1.1723026641491114e-21,3.4729560470086449e-19,3.0959772041619202e-09,1.1556250986089324e-20,1.4640476052629798e-21,9.8721315118043066e-24,4.1118672092026097e-25,2.2930687178531458e-26,5.6684248998939797e-12,2.3854973025445953e-12,2.2534386380421664e-15,1.5873873653617503e-15,1.1043103689220465e-17,1.0957454910481723e-18,-6.2923453025909145e-16,4.6766854930208007e-15,1.8023494645303672e-24,2.9215292408827299e-15,2.3361089598862608e-14,7.7819079913299909e-15,1.7002924755245972e-17,1.3793972979650065e-17,3.4975442006702212e-17,5.1782005395775459e-23,5.3694457593669917e-21,3.4808166729742776e-21,1.5289804089888316e-28,3.1944263855129421e-25,8.593433306779489e-29
6.952452480501665e-10,0.002091133843366099,4.4513199805833465e-19,2.00537219266857e-14,-7.8088867466912491e-16,-1.4519652776191622e-15,1.9817306720694888e-11,7.3609875194919123e-17,-7.1670494207554417e-29,-7.1272910286290755e-24,5.2625131983907652e-30,-7.3028689621957648e-15,-3.6424748226513206e-15,2.9614166051886948e-18,-2.7780095868472691e-19,5.3699890353391135e-30,-2.3198453535995501e-30,1.746829663796535e-26,1.2166044370959199e-29,1.4283747425161725e-39,4.1638205664116909e-27,5.3608754430595194e-15,4.3641813087236655e-24,4.3187987900511436e-16,2.4190578205895719e-12,5.2417552053873746e-22,-4.0547115728644334e-19,-6.960236825101232e-16,-2.0187513358862845e-38,2.2221382249487784e-20,2.3470735976634976e-24,3.0371791845026891e-31,3.1118552125495423e-33,0.88129999999999997,0.0,0.0,0.0,0.0098894235633354994,0.1088028633414722,9.9999999999995966e-05,3.1268792370481425e-08,2.6686418241703278e-07,1.3488636969617796e-07,3.4796147126454753e-13,1.3430588631009005e-07,7.689552915097342e-12,2.3318270207074683e-09,3.9870922509122982e-15,4.3321421740531889e-17,6.4395994561609107e-13,1.2564189394987636e-11,3.3413049561084649e-09,2.9757303160339996e-10,2.3505067896716827e-20,1.9274256133026738e-17,1.1891747290168671e-21,3.5386060765114878e-19,3.1113123334290399e-09,1.1823513540253171e-20,1.504293523021372e-21,1.0145314228577963e-23,4.2454916924403397e-25,2.3677514932644031e-26,5.7084227778080775e-12,2.4151680415241668e-12,2.2814787951420249e-15,1.607181586076235e-15,1.109729635342024e-17,1.1192281122065964e-18,-6.383151952532464e-16,4.7222145001274837e-15,1.8527031955275486e-24,2.9404290832618678e-15,2.355768110689444e-14,7.8853905553710936e-15,1.7229229613041026e-17,1.3977599976910324e-17,3.54558835228837e-17,5.2493310895322536e-23,5.4352275106208177e-21,3.5321908391893562e-21,1.5515469843388878e-28,3.2336011354069614e-25,8.7202657800433159e-29
7.020909741443235e-10,0.0020911338399336003,4.4517165315275111e-19,1.9984664004453054e-14,-6.9173793681965515e-16,-1.4843476620513486e-15,2.0193474129855878e-11,7.6358399989956459e-17,-7.2260084985056073e-29,-7.9543645637152197e-24,5.5050846555898947e-30,-7.407037706918446e-15,-3.6681002538930236e-15,2.9194625927745992e-18,-2.8578190861544384e-19,5.4697566502930139e-30,-2.4317272733141257e-30,1.7581476024813602e-26,1.2728277038021349e-29,1.4052090622822203e-39,4.2865474610477943e-27,5.4236131402775726e-15,4.4496655766385308e-24,4.432190409520647e-16,2.4791226599713173e-12,5.426238213371369e-22,-4.1469613586111524e-19,-7.1204525575647942e-16,-2.0522920963226983e-38,2.2948774642516612e-20,2.449934037608838e-24,3.317440918211172e-31,3.2550492574501398e-33,0.88129999999999997,0.0,0.0,0.0,0.0098894178849381134,0.10880286169943008,9.9999999999995993e-05,3.1576621797385653e-08,2.6949149033684268e-07,1.3591807286617169e-07,3.5138718776427156e-13,1.3592448816875619e-07,7.6895486560164813e-12,2.3548679249821833e-09,4.0351431440852698e-15,4.3749483015542039e-17,6.6364900030431859e-13,1.2818071247917132e-11,3.3742423683024514e-09,3.0346147203034127e-10,2.3787371675648536e-20,1.9801321763722028e-17,1.2234081836083536e-21,3.6727005373344951e-19,3.1419825786175722e-09,1.2372773300269647e-20,1.5875273327602943e-21,1.0710466570994576e-23,4.523882251440705e-25,2.5233708516637094e-26,5.7885914247014634e-12,2.4751361524321623e-12,2.3381515682537641e-15,1.6471891870441709e-15,1.1205715588344586e-17,1.167347018215204e-18,-6.5663139103219317e-16,4.8139073404624049e-15,1.9569206534033073e-24,2.9783347456600379e-15,2.3952763197166932e-14,8.0949637768425663e-15,1.7687548373586451e-17,1.4349487245672293e-17,3.6429314495345626e-17,5.393449942806473e-23,5.5685183065169204e-21,3.6365617254319045e-21,1.5973928568697867e-28,3.312980084907112e-25,8.9779364861372086e-29
7.036312625155089e-10,0.0020911338391611735,4.4520443509065162e-19,1.9970247729220498e-14,-6.6783731189834803e-16,-1.4916592843407339e-15,2.0278557887775428e-11,7.6987168378388482e-17,-7.2398644438206246e-29,1.0931297804945953e-27,5.5606182770771806e-30,-7.418520440935972e-15,-3.6618639829958736e-15,2.9100586947858235e-18,-2.8759296915552071e-19,5.4794641076352823e-30,-2.4573230790907704e-30,1.7606737472009983e-26,1.2857039280155713e-29,1.400221655406863e-39,4.314491643239614e-27,5.4257504451914512e-15,4.4690209977301305e-24,4.4578797368083007e-16,2.4927527700381905e-12,5.4683625893521481e-22,-4.1677999279411579e-19,-7.1566535566566805e-16,-2.0598486487373702e-38,2.3114427364253209e-20,2.4734425202205898e-24,3.3824103267673599e-31,3.2878390665419819e-33,0.88129999999999997,0.0,0.0,0.0,0.0098894166072919197,0.10880286132991551,9.9999999999995993e-05,3.1645883261348247e-08,2.7008263383866931e-07,1.3615015069582367e-07,3.5215797294664553e-13,1.3628872818196867e-07,7.6895476977180029e-12,2.3600521215206143e-09,4.0459562157963494e-15,4.3845796673794554e-17,6.6813317023172596e-13,1.2875559199142193e-11,3.3816532833496782e-09,3.0479432084582495e-10,2.3851030552684744e-20,1.9921113237543632e-17,1.2312011239012412e-21,3.7033907496328683e-19,3.1488833813327978e-09,1.2499105723085329e-20,1.6067688794639693e-21,1.0841148116330354e-23,4.5886199283996672e-25,2.5595640377852467e-26,5.8066609126405762e-12,2.4887443121840051e-12,2.3510119872137298e-15,1.6562680460482196e-15,1.1230120895795336e-17,1.1783884774335908e-18,-6.6078761405389079e-16,4.8346547991286405e-15,1.9810279176431345e-24,2.986882898285797e-15,2.404200402615681e-14,8.1425987608157355e-15,1.779172301566847e-17,1.4434016398198616e-17,3.6650651124146156e-17,5.4262193758932388e-23,5.5988283122110303e-21,3.6603457131123683e-21,1.6078401924181696e-28,3.331030813993284e-25,9.0366543636665929e-29
7.067118392578795e-10,0.002091133837616199,4.45305386321894e-19,1.9943123660220494e-14,-6.1336328923606924e-16,-1.5062355489919444e-15,2.0449225196686708e-11,7.8256222758913495e-17,-7.2678574317456383e-29,4.5004466259678145e-25,5.6721669492478967e-30,-7.4338114118136351e-15,-3.6418646658313666e-15,2.8913965240035117e-18,-2.9122322238256447e-19,5.4869511973991622e-30,-2.508993666150466e-30,1.7657037352521952e-26,1.311578715316611e-29,1.3906184679644712e-39,4.3707427007173165e-27,5.4224312474053353e-15,4.5078660120223268e-24,4.5092825169199337e-16,2.520140501210835e-12,5.5532949276805035e-22,-4.2093636933817972e-19,-7.2288787008727552e-16,-2.0749749643906962e-38,2.3446832321613989e-20,2.5208632914172289e-24,3.5145049083286448e-31,3.3537242338756086e-33,0.88129999999999997,0.0,0.0,0.0,0.0098894140519920695,0.1088028605908274,9.9999999999996007e-05,3.1784406016153069e-08,2.7126491998271228e-07,1.3661424706548902e-07,3.5369954217638702e-13,1.3701726662862e-07,7.68954578111523e-12,2.3704205069633751e-09,4.0675840935237428e-15,4.4038423848470823e-17,6.7716148682844149e-13,1.2990937096788872e-11,3.3964751104725523e-09,3.0746877937604729e-10,2.3978503273848303e-20,2.0162024507540868e-17,1.2468871777789957e-21,3.7653490164397265e-19,3.1626849840609178e-09,1.2754845274358796e-20,1.6458294657950464e-21,1.1106470123724506e-23,4.720467764967297e-25,2.6332825663660623e-26,5.8428344121518662e-12,2.516087936967837e-12,2.3768531879280243e-15,1.6745109205239994e-15,1.1278927402948964e-17,1.2007109597726093e-18,-6.6911856631989759e-16,4.8762780957227606e-15,2.0299826939076649e-24,3.0040004559914489e-15,2.4220866788918929e-14,8.2384007001786176e-15,1.8001236781791612e-17,1.4604019760531747e-17,3.7095884753591638e-17,5.4921373114095824e-23,5.6598028677610946e-21,3.7082474813604206e-21,1.6288814851408529e-28,3.3673435788680643e-25,9.1549141863425586e-29
