Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726),C7H9(2388),C7H9(1587),S(859),S(1111),S(1873),S(2962),S(2913),S(1093),C7H9(2432),S(3132),C7H9(3107),S(3133),C6H6(3100),S(2878),S(1393),S(2871),C6H7(2400),S(3154),S(3227),C6H7(3200),CH2O3(139),CH3O2(85),S(1826),S(1504),S(4018)
3.329681770828938e-10,0.0020213591383501563,1.4257840962425472e-17,2.0025039466952889e-13,4.0863947427720722e-14,1.005072299982497e-14,1.5778195415033517e-10,1.5427750604376122e-15,-1.4189217011931121e-30,-5.4352867726370991e-23,9.833642903309781e-27,1.0989491359470364e-21,2.7750962397201832e-22,1.5931065164250677e-17,2.2021351951074591e-22,1.2173575832966563e-28,1.8574506051222071e-30,1.0922563573566278e-25,1.2439477415175109e-30,-1.8029973684338759e-40,9.5349956009568603e-24,-4.8507085951965416e-22,1.723931079968447e-20,-3.2182945327345631e-23,1.0062768955794569e-10,1.8414809402888324e-19,3.9693341800715765e-21,4.7210540179234642e-17,-5.7195651265749708e-39,-1.0745787847408473e-26,2.2484942786423196e-22,1.2733155986803533e-28,6.9502417238725042e-37,0.88129999999999997,0.0,0.0,0.0,0.0098870042819857191,0.10880264511442908,9.9999999999984135e-05,1.1817539455080946e-07,1.3197570500172283e-06,9.7692323754700692e-07,9.2649351355620749e-13,3.4863959798462588e-07,4.1588246957066659e-10,6.082741432537884e-09,5.7413133760495199e-15,6.6476301077620282e-17,4.3127944661211443e-12,8.7767959507773468e-11,9.8182820921899498e-08,2.0028791029532078e-09,2.9365577042042957e-19,5.1680149843072419e-16,6.9238843046437671e-20,2.6994412303816862e-17,1.2515681447422625e-07,7.4276275539981317e-19,4.5781103669852765e-20,1.7155494304265188e-21,3.5726191309415611e-23,4.2170652094308171e-24,1.8659560481626997e-10,1.0052821630789432e-10,6.0398864594035122e-14,3.8956356479103985e-14,3.2510062739286853e-16,1.1823478476195297e-16,-1.0767753648303686e-23,6.9708280880634079e-13,5.9194055360534462e-23,3.3166877395065372e-14,3.6786635554426337e-13,1.5696570696749727e-13,1.8076572226040993e-16,1.2873955321981147e-16,4.1300991737331707e-16,1.507285246648298e-22,6.8126588440034782e-19,1.9261126654567141e-19,4.5628300254842586e-27,1.4763573804611067e-22,2.5966617197603497e-27,1.503453638401938e-23,3.1577754651918861e-20,9.2676787659566786e-14,4.4096276124455256e-19,3.3451059772980861e-23,4.7116035569451276e-28,9.5581379516191125e-19,1.0068946698140256e-14,9.7051564860900113e-18,4.327959318681213e-22,4.8580781478633754e-24,3.3149940692818458e-21,1.0893312728613098e-19,3.1661816396823862e-28,6.6509098232556378e-28,3.7645512319505195e-34,1.3775682641020882e-26,1.2283327005935412e-30,1.8550581975067989e-29,1.2002959324708844e-32,-1.1129742398182449e-27,1.6253374910871269e-19,8.1914680859687179e-30,1.9442164421157907e-24,4.6308529202826433e-25
3.3899165412762913e-10,0.0020213591227203967,1.474384939225514e-17,2.0563688765126524e-13,4.0973089554863948e-14,1.0584147439091985e-14,1.6345059282950734e-10,1.6538791238832015e-15,-1.38834769144324e-30,-3.8017727845774071e-23,1.0270517531389848e-26,1.0952230454819762e-21,2.7392325435639855e-22,1.6383930019540811e-17,2.3214739275803444e-22,1.2971181024643733e-28,1.9666888041784145e-30,1.1405497506286088e-25,1.3451172995410124e-30,-1.7623078763514145e-40,1.0052969589520697e-23,-4.8334652352268752e-22,1.7846742723782561e-20,-3.3855551435124306e-23,1.0543711422041031e-10,1.9654519705838961e-19,4.3164632376171542e-21,5.0641618028683603e-17,-5.7251343738602032e-39,-1.1077750089250669e-26,2.3705835329460928e-22,1.3803092653588932e-28,7.7621852866698639e-37,0.88129999999999997,0.0,0.0,0.0,0.0098869500695621237,0.10880263737092571,9.9999999999983674e-05,1.2031243882868889e-07,1.3436222642663711e-06,9.9326217627287198e-07,9.4324727579695165e-13,3.5626672659865195e-07,4.1588029417723393e-10,6.1931704114858472e-09,5.8669151296015073e-15,6.7683143513923228e-17,4.5645118137588313e-12,9.1040688949773807e-11,9.9961922468660921e-08,2.0759815966798275e-09,3.0048078243667122e-19,5.4306948514954738e-16,7.291601937057473e-20,2.8869423237735231e-17,1.2742471810841045e-07,8.0650777907473927e-19,5.0382548974091899e-20,1.8920801694937073e-21,4.0047684873875705e-23,4.7357206469088974e-24,1.9176223749067006e-10,1.0533287560695031e-10,6.3287191649472713e-14,4.0823498817896084e-14,3.3013298271261454e-16,1.2814217522885562e-16,-8.3282499228554245e-24,7.2169341661471724e-13,6.5341119225274841e-23,3.3837791433076588e-14,3.7767356811489875e-13,1.6402170182102899e-13,1.8889953701354314e-16,1.3453196215382363e-16,4.3226678828845144e-16,1.577563422421934e-22,7.0797283027914177e-19,2.015738704353173e-19,4.7751480520269665e-27,1.534298807608399e-22,2.7174898222687181e-27,1.5754236861399798e-23,3.3342600353684245e-20,9.5791725232536694e-14,4.5578391273320619e-19,3.5926056638659902e-23,5.0602344452988303e-28,9.8793976501288084e-19,1.0603926955591197e-14,1.0139474159791372e-17,4.5216453243386371e-22,5.0754837734465207e-24,3.4633871583869127e-21,1.1583356633113159e-19,3.4998882788942952e-28,7.3353121750885463e-28,4.1428728880082936e-34,1.4363467957635588e-26,1.280745990032386e-30,1.9342970406510532e-29,1.2515108086045059e-32,-1.1198303075174939e-27,1.6951090211154516e-19,9.1001495070141725e-30,2.0685627630210222e-24,5.0230288634245921e-25
3.4501513117236446e-10,0.0020213591070861927,1.5236886305827645e-17,2.1104911687713144e-13,4.1301661235144954e-14,1.1135293306724536e-14,1.6921834456939516e-10,1.7708597625587603e-15,-1.3584323840185318e-30,1.9157812311428885e-23,1.0718611711632294e-26,1.0508727605603157e-21,2.7039634156595159e-22,1.68434658952682e-17,2.4449710115722442e-22,1.3803906095701396e-28,2.0806605701767504e-30,1.1903139104096511e-25,1.4529218479378925e-30,-1.7185960238947314e-40,1.0589038702599771e-23,-4.8164118221724196e-22,1.8463962004515184e-20,-3.5355503166168262e-23,1.1037831862010872e-10,2.0952207056031906e-19,4.6867306964354484e-21,5.4253158356992861e-17,-5.7289070029868989e-39,-1.1414078691976545e-26,2.4969338283810188e-22,1.4942588418028986e-28,8.6527064356583088e-37,0.88129999999999997,0.0,0.0,0.0,0.0098868958564555555,0.10880262962499362,9.9999999999983227e-05,1.2244945546052699e-07,1.3674871521410217e-06,1.0095983070378742e-06,9.600008067718185e-13,3.6389617653646289e-07,4.1587811875446903e-10,6.3035978662492854e-09,5.9925551102070277e-15,6.8889969292908708e-17,4.8258360079470364e-12,9.4375856826797938e-11,1.0174101366826237e-07,2.1503937487191013e-09,3.0736126376832689e-19,5.7014247219611124e-16,7.6725359524804922e-20,3.084204166863055e-17,1.296926094889732e-07,8.7458206601445829e-19,5.5359742910585974e-20,2.0834937510929242e-21,4.4808507348343734e-23,5.308216451827188e-24,1.9696242428436038e-10,1.1026918351426984e-10,6.6254705845504261e-14,4.2741953340949865e-14,3.3516639888095484e-16,1.386798245993977e-16,-5.8909078319889897e-24,7.467000637516655e-13,7.2012932116343369e-23,3.4511639035760918e-14,3.8755826986998758e-13,1.712640459061765e-13,1.9724838068592298e-16,1.4047749045327462e-16,4.5205229063812103e-16,1.6497708438617113e-22,7.3530504464691174e-19,2.1078615175647284e-19,4.9933807688400765e-27,1.5935978992470577e-22,2.8416839168987559e-27,1.6497385292918183e-23,3.5175173433625265e-20,9.8948834705366509e-14,4.708057217278199e-19,3.8538208866317984e-23,5.4281865613555394e-28,1.0205006786664279e-18,1.11567116907618e-14,1.0585140113082774e-17,4.7203922595948554e-22,5.2985700049247353e-24,3.615658756929313e-21,1.2304002030385761e-19,3.8624447223092418e-28,8.0774164200877309e-28,4.5525625901837538e-34,1.4965926842556874e-26,1.3344677916260309e-30,2.0155162269331768e-29,1.3040042278303087e-32,-1.1250235028095059e-27,1.7668507577739384e-19,1.0092022697437046e-29,2.1981892405324391e-24,5.440022340957507e-25
3.510386082170998e-10,0.002021359091448038,1.5737870140425104e-17,2.1651093440405716e-13,4.1753810180152525e-14,1.170439749462522e-14,1.7508527596857722e-10,1.8939197783906159e-15,-1.3291615339454368e-30,5.330601774116922e-24,1.1177998838856829e-26,1.0777676010179878e-21,2.6688876802819408e-22,1.7309660454027431e-17,2.5726927844207645e-22,1.4672641573795935e-28,2.1995054848321761e-30,1.2415763023642312e-25,1.5676987960023128e-30,-1.6716143693893028e-40,1.1143492479811179e-23,-4.7991549726728048e-22,1.9090937918084622e-20,-3.6741137847501592e-23,1.1545214473603656e-10,2.2309398042035796e-19,5.0812078064133718e-21,5.8051105534534393e-17,-5.7309432461963081e-39,-1.1754759139390444e-26,2.6276131338177473e-22,1.6154900619273518e-28,9.6278826681061667e-37,0.88129999999999997,0.0,0.0,0.0,0.0098868416426661516,0.10880262187687384,9.9999999999982752e-05,1.2458644444638207e-07,1.3913517134827925e-06,1.0259318708897268e-06,9.7675410637057773e-13,3.7152770651322116e-07,4.158759433023779e-10,6.4140237961094318e-09,6.1182293444403049e-15,7.009677840672154e-17,5.0969445733634733e-12,9.77735965991645e-11,1.0352009452058438e-07,2.2261155269650829e-09,3.1429733226942624e-19,5.9802856585716466e-16,8.066930404724223e-20,3.2915667796909826e-17,1.3196048861732205e-07,9.4720444480018498e-19,6.0736519138706017e-20,2.2907790675974287e-21,5.004522092140333e-23,5.9391504690761977e-24,2.0219529407594259e-10,1.1533798114541905e-10,6.9301913573276777e-14,4.471204941875803e-14,3.4020074230807379e-16,1.4987541714151712e-16,-3.4554584337126051e-24,7.7210124402451211e-13,7.9245000146561398e-23,3.5188367057460669e-14,3.9751906535104946e-13,1.7869419210937838e-13,2.0581393210868091e-16,1.4657733346910428e-16,4.7237078520253104e-16,1.7239234256674354e-22,7.632700156570504e-19,2.2025116113613055e-19,5.217600443224299e-27,1.6542709160648527e-22,2.9692851302612897e-27,1.7264447353184286e-23,3.7077021053672937e-20,1.0214771106911322e-13,4.8602626110504605e-19,4.1292739822189539e-23,5.8161957734089354e-28,1.053492358903535e-18,1.1727539178561524e-14,1.1042237322732036e-17,4.9242371297675098e-22,5.5273783781559295e-24,3.7718372360990803e-21,1.3056041091892115e-19,4.2558269444748669e-28,8.8810566818482989e-28,4.9956978146134435e-34,1.5583164253799109e-26,1.3895074654296058e-30,2.0987299440793334e-29,1.3577853354589635e-32,-1.1284883096257794e-27,1.8405910190836208e-19,1.1173153839200403e-29,2.3332027888154703e-24,5.8828751814566991e-25
3.570620852618351e-10,0.0020213590758063654,1.6247120163923697e-17,2.2203060667709087e-13,4.213453797436097e-14,1.2291693992643355e-14,1.8105156902616396e-10,2.023265476263303e-15,-1.3005212041720564e-30,3.7810615679384519e-23,1.1648750484442087e-26,1.0586438684569959e-21,2.6327975707229554e-22,1.7782614012615888e-17,2.7047052679527644e-22,1.557827908298429e-28,2.3233655765001882e-30,1.2943649591277495e-25,1.6897982868322874e-30,-1.6211131605523705e-40,1.1716619571221626e-23,-4.780487129081959e-22,1.9727640199393151e-20,-3.8158740784581291e-23,1.2065941263636064e-10,2.3727626697051955e-19,5.5009936990184665e-21,6.2041482861859493e-17,-5.7313016859568882e-39,-1.209971058108346e-26,2.7626892045505323e-22,1.7443382408421217e-28,1.0694157104682238e-36,0.88129999999999997,0.0,0.0,0.0,0.0098867874281940785,0.10880261412678355,9.9999999999982292e-05,1.2672340578631244e-07,1.4152159481180663e-06,1.0422630850912066e-06,9.9350717447224227e-13,3.7916109902632666e-07,4.1587376782096641e-10,6.5244482002956451e-09,6.2439342505162319e-15,7.1303570846939599e-17,5.3780149437701034e-12,1.0123404167701089e-10,1.0529916502550758e-07,2.3031468993027741e-09,3.212891057452103e-19,6.2673574167857914e-16,8.4750293091056342e-20,3.5093759958764769e-17,1.3422835549485782e-07,1.0246010121615057e-18,6.6537790495297891e-20,2.5149733049937517e-21,5.5796767335068262e-23,6.6334293281681258e-24,2.0746000005885876e-10,1.2054008772621359e-10,7.2429308044043719e-14,4.6734107847351362e-14,3.4523601408747296e-16,1.6175731306060115e-16,-1.0362488137610396e-24,7.9789545696152837e-13,8.7074614831904554e-23,3.5867921786860542e-14,4.0755458370518806e-13,1.8631356708209872e-13,2.1459783979748754e-16,1.5283266496720089e-16,4.9322655419988714e-16,1.8000367958263046e-22,7.9187531081796502e-19,2.2997198142834765e-19,5.4478801059178222e-27,1.7163342913471381e-22,3.100335023431918e-27,1.805589403287703e-23,3.9049708286793981e-20,1.0538795319863494e-13,5.0144362222165208e-19,4.4194991361328775e-23,6.2250146432492217e-28,1.0869106685625543e-18,1.2316645403047562e-14,1.151084706764309e-17,5.1332161829481628e-22,5.761949579095064e-24,3.9319503865604882e-21,1.3840271714778428e-19,4.6821125222494425e-28,9.7502543331340137e-28,5.4744604577579871e-34,1.6215283247588086e-26,1.4458742018935684e-30,2.1839521228114559e-29,1.4128631110927202e-32,-1.1301714454990284e-27,1.9163585082970399e-19,1.2349941100214952e-29,2.473709580597051e-24,6.3526500001772341e-25
3.6308556230657045e-10,0.0020213590601615822,1.6765140874254943e-17,2.2762122491699421e-13,4.27742915485247e-14,1.2897414697313866e-14,1.8711687536178939e-10,2.1591065745696897e-15,-1.2724978547156257e-30,4.6232527802969087e-23,1.2130936431307323e-26,1.0637869448949932e-21,2.5976547067960684e-22,1.82622530646976e-17,2.8410744378415443e-22,1.652173686748476e-28,2.4523853564109378e-30,1.3487084208742008e-25,1.8195835977733597e-30,-1.5667817071309288e-40,1.2308707817034139e-23,-4.7623713360410128e-22,2.0374039115785985e-20,-3.9333090709856942e-23,1.260009211355516e-10,2.5208434206042126e-19,5.9472155312577856e-21,6.6230391733484267e-17,-5.7300394161517401e-39,-1.244883740852436e-26,2.9022295859436549e-22,1.8811484072853494e-28,1.1858357581778338e-36,0.88129999999999997,0.0,0.0,0.0,0.0098867332130394957,0.10880260637491916,9.9999999999981804e-05,1.2886033948037657e-07,1.4390798558777044e-06,1.0585921456820365e-06,1.0102600109589215e-12,3.8679615779388966e-07,4.1587159231024171e-10,6.6348710780096894e-09,6.3696665961077026e-15,7.251034660483928e-17,5.6692244684516502e-12,1.0475732542332388e-10,1.0707822518291258e-07,2.3814878336080116e-09,3.283367019642187e-19,6.5627184769962576e-16,8.8970766438554916e-20,3.7379834457222906e-17,1.3649621012297447e-07,1.1070052527478339e-18,7.2789580016287598e-20,2.7571635689089869e-21,6.2104589409499259e-23,7.3962848931893822e-24,2.1275571882892583e-10,1.2587630124919585e-10,7.5637369684513181e-14,4.8808441105713034e-14,3.502721898881993e-16,1.7435455149984574e-16,1.3743473065472777e-24,8.2408120778865545e-13,9.5540916784028811e-23,3.6550250479642613e-14,4.176634776903954e-13,1.9412357173352099e-13,2.2360172252262602e-16,1.5924463753425787e-16,5.1462380271527893e-16,1.878126300827627e-22,8.2112857658046143e-19,2.3995172808306946e-19,5.6842935598334887e-27,1.7798046299198962e-22,3.2348755969232499e-27,1.8872201690991471e-23,4.1094818319136212e-20,1.0866916381264729e-13,5.1705591472446956e-19,4.7250425292173882e-23,6.6554126325015843e-28,1.1207515101272503e-18,1.2924264080976391e-14,1.1991048960924275e-17,5.3473649243049296e-22,6.002323459846671e-24,4.096025429420419e-21,1.4657497395963797e-19,5.1434845546056406e-28,1.0689224300690833e-27,5.9911408286489754e-34,1.6862385011778852e-26,1.5035770248422095e-30,2.2711964412905743e-29,1.4692463715370189e-32,-1.1300325231832676e-27,1.9941822109699214e-19,1.3629128052438723e-29,2.6198150255229254e-24,6.8504300413030811e-25
3.691090393513058e-10,0.002021359044514051,1.7291554805901838e-17,2.3327292751252748e-13,4.30902849385219e-14,1.3521788368803573e-14,1.932817791292486e-10,2.3016562114389126e-15,-1.2450781830259304e-30,-1.3957943410336178e-22,1.2624624707750392e-26,1.2639759225294589e-21,2.5662343624988819e-22,1.8746777264406035e-17,2.9818679173343656e-22,1.7503906078650606e-28,2.5867117236482224e-30,1.4046329198366481e-25,1.957429687442409e-30,-1.5082960035695185e-40,1.292004410551349e-23,-4.7476024994448396e-22,2.1030105314653904e-20,-4.0806253957785932e-23,1.3147744842245618e-10,2.6753368646998314e-19,6.4210286232630887e-21,7.0624010675493046e-17,-5.7272117655846131e-39,-1.2802248086678635e-26,3.0463016168110104e-22,2.0262754354192573e-28,1.3127644881094581e-36,0.88129999999999997,0.0,0.0,0.0,0.0098866789972025838,0.10880259862145723,9.9999999999981329e-05,1.3099724552863279e-07,1.4629434365657164e-06,1.0749192297237357e-06,1.0270126156938174e-12,3.9443270551003685e-07,4.1586941677021078e-10,6.7452924283860377e-09,6.4954234613804872e-15,7.3717105670961473e-17,5.9707504181779354e-12,1.0834358115683036e-10,1.0885727499268007e-07,2.4611382977466383e-09,3.3544023864862968e-19,6.8664460759126786e-16,9.3333163517303193e-20,3.9777465394663977e-17,1.3876405250305955e-07,1.1946581578076183e-18,7.9519052064356976e-20,3.0184885299391516e-21,6.9012756431269877e-23,8.2332912474662775e-24,2.1808164953239709e-10,1.3134739910108025e-10,7.892656651470137e-14,5.0935353601779019e-14,3.5530903743597356e-16,1.8769685341661949e-16,4.0033185354615841e-24,8.506570074064069e-13,1.046849603658305e-22,3.7235298345401127e-14,4.2784442162964846e-13,2.021255816936826e-13,2.3282716984594419e-16,1.6581438296000353e-16,5.3656666011344862e-16,1.9582070108187349e-22,8.5103753792466234e-19,2.5019354946334018e-19,5.9269153875733268e-27,1.8446987073549837e-22,3.3729492949613464e-27,1.971385208988095e-23,4.3213952648664161e-20,1.1199094943431979e-13,5.3286126636288725e-19,5.0464624854182517e-23,7.1081763108064833e-28,1.1550108253203652e-18,1.3550626685019251e-14,1.2482920980083317e-17,5.5667181295501629e-22,6.2485390537797867e-24,4.264089026562674e-21,1.5508527109156788e-19,5.6422356585763399e-28,1.1702381444903169e-27,6.5481417240769781e-34,1.7524568892596106e-26,1.5626247938618939e-30,2.3604763288269325e-29,1.5269437731308234e-32,-1.127949038862867e-27,2.0740873792153923e-19,1.5017814621683932e-29,2.7716237502954769e-24,7.37731901579172e-25
3.751325163960411e-10,0.002021359028864079,1.7825034857411526e-17,2.3895116498380656e-13,4.3094886321105794e-14,1.4165040585757832e-14,1.9954630538870807e-10,2.4511314036000999e-15,-1.2182491318720798e-30,2.0663129324663087e-22,1.3129881617724736e-26,9.3223797020084287e-22,2.5284595647429098e-22,1.9239142410425999e-17,3.1271480664817997e-22,1.8525693629814594e-28,2.7264939395989807e-30,1.4621664878543869e-25,2.1037220876133714e-30,-1.445447386809253e-40,1.3550914569036391e-23,-4.7260928760844116e-22,2.1695809939744691e-20,-4.2489107610225893e-23,1.3708975262615753e-10,2.8363984558320357e-19,6.9236165788043724e-21,7.5228594315096983e-17,-5.7228728622242641e-39,-1.315985763408872e-26,3.1949724325953543e-22,2.1800841668115949e-28,1.4509445680394846e-36,0.88129999999999997,0.0,0.0,0.0,0.0098866247806835474,0.10880259086655772,9.9999999999980828e-05,1.3313412393113962e-07,1.486806689972567e-06,1.0912444971378546e-06,1.0437649885305621e-12,4.020705820068787e-07,4.1586724120088204e-10,6.8557122504741163e-09,6.6212022087249191e-15,7.492384803491772e-17,6.2827699903844894e-12,1.1199294215479774e-10,1.1063631445469073e-07,2.5420982595734207e-09,3.425998334712334e-19,7.1786162352731166e-16,9.7839923417683194e-20,4.2290284515986223e-17,1.4103188263649389e-07,1.287808336339675e-18,8.6754541875783246e-20,3.3001400001522668e-21,7.6568086909428189e-23,9.1503813409930618e-24,2.2343701311667533e-10,1.3695413862804921e-10,8.2297354488350348e-14,5.311514189404439e-14,3.6034697542345282e-16,2.0181462407635299e-16,6.4743321791198856e-24,8.776213723681982e-13,1.1454977586632998e-22,3.7923018896457087e-14,4.3809611287764359e-13,2.1032094773934921e-13,2.4227574261120325e-16,1.7254301258640937e-16,5.59059181337738e-16,2.0402937243454986e-22,8.8160999668831158e-19,2.6070062708084811e-19,6.1758209570084659e-27,1.9110334666677944e-22,3.5145990086612022e-27,2.0581332462212186e-23,4.5408731272851338e-20,1.1535292035457224e-13,5.4885782281420044e-19,5.3843296129338015e-23,7.5841095546832424e-28,1.1896845947250443e-18,1.419596246537701e-14,1.2986539494795516e-17,5.7913098573233369e-22,6.5006345894277301e-24,4.4361672901310086e-21,1.6394175191483657e-19,6.1807719072781067e-28,1.2794346672588754e-27,7.1479824037256368e-34,1.820193243157292e-26,1.6230262075865806e-30,2.4518049706345349e-29,1.5859638149642855e-32,-1.1237844905468138e-27,2.1561018589556883e-19,1.6523466468417172e-29,2.9292395816406704e-24,7.93444094381428e-25
3.8115599344077644e-10,0.0020213590132119805,1.836905518199879e-17,2.4474630889703262e-13,4.4926640659375468e-14,1.482739951724761e-14,2.0590821729446902e-10,2.6077517514676358e-15,-1.1919982249391515e-30,-5.882734329024494e-23,1.3646771770615374e-26,1.2120963099222149e-21,2.5019034640164214e-22,1.9737741707761582e-17,3.2769818019877837e-22,1.9588113791142859e-28,2.8718838863337333e-30,1.5213389989448845e-25,2.2588700058382616e-30,-1.3776875468453644e-40,1.4201604730238851e-23,-4.7154470707453696e-22,2.2371124902740717e-20,-4.264542729686374e-23,1.4283857234644976e-10,3.004184298821171e-19,7.456191401660123e-21,8.0050473260997675e-17,-5.717075829305614e-39,-1.3521474450618746e-26,3.3483089695742173e-22,2.3429495327841496e-28,1.6012067676820964e-36,0.88129999999999997,0.0,0.0,0.0,0.0098865705634824698,0.10880258311036738,9.999999999998034e-05,1.3527097468795561e-07,1.5106696160027138e-06,1.1075680923010347e-06,1.0605171294028033e-12,4.0970964266011083e-07,4.1586506560225963e-10,6.9661305436619597e-09,6.7470004564996767e-15,7.6130573690019971e-17,6.6054603136855209e-12,1.157055416548214e-10,1.1241534356882532e-07,2.6243676869346671e-09,3.4981560412852149e-19,7.4993037890746519e-16,1.0249348490847635e-19,4.4921981056900192e-17,1.4329970052465167e-07,1.386712122671302e-18,9.452558447403113e-20,3.6033644885306038e-21,8.4820271969233954e-23,1.0153863759918737e-23,2.2882105164064338e-10,1.4269725766569802e-10,8.5750177812060964e-14,5.5348094899297905e-14,3.6538560659676009e-16,2.1673895559250631e-16,8.9903123839043852e-24,9.0497282485934582e-13,1.2518043104097246e-22,3.8613364526250592e-14,4.4841727306969686e-13,2.1871099622474688e-13,2.519489734395054e-16,1.7943161766057401e-16,5.8210534815142049e-16,2.1244009728825764e-22,9.1285383399363383e-19,2.7147617581933882e-19,6.4310864265716298e-27,1.9788260222164087e-22,3.6598680790386465e-27,2.1475135548552001e-23,4.7680792872024298e-20,1.1875469059686304e-13,5.6504374751609955e-19,5.7392269431498004e-23,8.0840337432719823e-28,1.2247688374217399e-18,1.4860498470591645e-14,1.3501979294919704e-17,6.0211734616851776e-22,6.7586475045119413e-24,4.612285792097114e-21,1.7315261235286676e-19,6.7616166171169752e-28,1.3969952968134775e-27,7.7933025155141622e-34,1.8894571409126181e-26,1.6847898075871753e-30,2.5451953137454085e-29,1.6463148426759344e-32,-1.1176192380324987e-27,2.2402545254252213e-19,1.8153944613086127e-29,3.0927655310556425e-24,8.5229399979043503e-25
3.854646675819259e-10,0.002021359002014669,1.8766756021761133e-17,2.4901771470459837e-13,4.6313043242758162e-14,1.5313041337618042e-14,2.1051970796926448e-10,2.7242913327892841e-15,-1.17356825634232e-30,-4.3644808042083666e-23,1.4023682181074675e-26,1.2078788711637141e-21,2.4903649868905629e-22,2.009643086510602e-17,3.386991563907188e-22,2.0373483655147987e-28,2.9794089392200235e-30,1.5646838340818536e-25,2.3755112992831127e-30,-1.326002738478266e-40,1.4679369303329321e-23,-4.715133597181976e-22,2.2860067064707019e-20,-4.2683272737615955e-23,1.4703493204177773e-10,3.1284160602663768e-19,7.8562337703705416e-21,8.3636491552354181e-17,-5.7120631272176102e-39,-1.3783123688332375e-26,3.4608921122669132e-22,2.4652189478929693e-28,1.7165641221983894e-36,0.88129999999999997,0.0,0.0,0.0,0.0098865317807709761,0.10880257756153992,9.9999999999979974e-05,1.367994758128596e-07,1.5277388870352227e-06,1.1192436263010576e-06,1.072500018727704e-12,4.1517461906341646e-07,4.158635093493351e-10,7.0451132956166327e-09,6.8369963980125923e-15,7.6993750527323018e-17,6.8429297985972363e-12,1.1840008437584543e-10,1.1368790067229471e-07,2.6840194453768237e-09,3.5501167074015796e-19,7.733962226318864e-16,1.0591365586427425e-19,4.6879477630213373e-17,1.4492189364878959e-07,1.461135495888426e-18,1.0042990457176298e-19,3.8342209543743367e-21,9.1179811961661757e-23,1.0928373122993252e-23,2.326895084446154e-10,1.4688945573242826e-10,8.8270597643721996e-14,5.6978128985281058e-14,3.6899038744235856e-16,2.2792697029298056e-16,1.1045877986921719e-23,9.2477434462414693e-13,1.3328062051412196e-22,3.9108761264304286e-14,4.5584205759144439e-13,2.2483267118673932e-13,2.590070284366634e-16,1.8445786910351446e-16,5.9893241285487698e-16,2.185811536815379e-22,9.356192738905149e-19,2.7935057846268973e-19,6.6176257055854572e-27,2.0282228887142958e-22,3.7660257497144416e-27,2.2130910187744373e-23,4.9354361313595917e-20,1.2121222681075109e-13,5.7673692260716436e-19,6.0038679009168154e-23,8.4568197243518506e-28,1.2501146999299918e-18,1.5347754171076168e-14,1.3877973320975018e-17,6.1888504126299383e-22,6.946858271366476e-24,4.7407583091244972e-21,1.7996325191853104e-19,7.2045218216006081e-28,1.4864988708005572e-27,8.2843394438200143e-34,1.939944904677448e-26,1.7298104959619982e-30,2.6132705894524443e-29,1.6903058509094017e-32,-1.1118370689165678e-27,2.3017721094881876e-19,1.9401390113592194e-29,3.2134204337827868e-24,8.9637966054783546e-25
