Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712)
1.3983328310057515e-12,0.002684002462790331,1.0347295371832958e-26,8.3629258668797207e-22,1.05690003367205e-19,1.0347048303910737e-26,1.1803440109983261e-17,6.3789167118560257e-27,8.4790015341263578e-54,5.1619840041745078e-48,4.2903921011390364e-44,2.7014615409415279e-40,1.7867646407730168e-37,4.9167196278944704e-23,3.67907940178093e-33,2.8734184230542004e-48,2.4956497348031249e-43,5.222398109285311e-35,2.1007371954516235e-44,3.6030637546100243e-88,8.85609746925174e-62,8.9195163332363508e-63,8.5326185480595183e-75,8.8892536900181162e-54,1.1510040860810441e-56,6.5011171772716778e-51,4.8128603614395841e-44,2.5193877125653277e-31,2.0578302079671954e-66,3.487569144759764e-72,4.5273377679764176e-65,6.6803623612898953e-65,7.846396252056165e-76,0.88129999999999997,0.0,0.0,0.0,0.0098899997670234847,0.10880299999999983,0.0001,1.8297803283639743e-11,1.0733919855390465e-10,1.0733934917251988e-10,1.625293687666789e-16
2.796668032778379e-12,0.00268400246279033,4.1110884891811571e-26,3.3226778987792703e-21,2.0972208596176219e-19,4.1108906481594194e-26,3.4534131838211113e-17,3.6562795996240561e-26,3.3835946556507916e-53,5.1973565106271679e-48,1.7157154720459254e-43,1.0791882374556147e-39,3.5681394658306224e-37,9.8321570096365994e-23,1.4714680968555881e-32,2.298183631031711e-47,1.9957270559745007e-42,2.0887254112867504e-34,1.6924261770001648e-43,2.9114009260968769e-87,3.5630445522781646e-61,3.5835590216610787e-62,7.002184586117832e-74,3.5763841854554967e-53,1.8397965232492052e-55,5.1991631569313852e-50,1.9231505548553181e-43,2.0028150170567972e-30,1.640703190557425e-65,2.8222375910153242e-71,3.6430863979071214e-64,1.0673862644431129e-63,2.5097015097465368e-74,0.88129999999999997,0.0,0.0,0.0,0.0098899995340466108,0.10880299999999964,0.0001,3.6595628331848827e-11,2.1467857230053837e-10,2.146788626604612e-10,3.2511032388986244e-16
5.593338436323633e-12,0.00268400246279033,1.6225833887479542e-25,1.3114099614682078e-20,4.12944340010121e-19,1.6224265209064217e-25,1.1277722803693626e-16,2.3613613016307081e-25,1.3470691179319911e-52,5.2675450839395547e-48,6.8593206410875819e-43,4.3056139721787587e-39,7.1147940948156455e-37,1.9659163050776474e-22,5.8845525721306919e-32,1.8376617161649737e-46,1.5953114452040515e-41,8.3530187858583916e-34,1.3728704587472904e-42,2.3747725291595013e-86,1.4414571995329087e-60,1.4457204850125965e-61,6.1031219514761603e-73,1.4468538511746801e-52,2.9407983355355337e-54,4.1565515104011266e-49,7.6767078814573227e-43,1.582302525339374e-29,1.303726160105195e-64,2.309158759213338e-70,2.9478192759737525e-63,1.7031215216938636e-62,8.0236954704996177e-73,0.88129999999999997,0.0,0.0,0.0,0.0098899990680929601,0.10880299999999925,0.0001,7.3191250654376488e-11,4.2935729956875748e-10,4.2935783662475641e-10,6.5027220350247646e-16
1e-11,0.0026840024627903273,5.3248778480497168e-25,4.3036918505298372e-20,7.1859392809649388e-19,5.3238781864086558e-25,3.3937043645014826e-16,1.3797783822604407e-24,4.4912331134824704e-52,5.3780272178080934e-48,2.3049172871360615e-42,1.4412314130115935e-38,1.2652926834625489e-36,3.5131218954805124e-22,1.9784495820522565e-31,1.1961001100176557e-45,1.0377291350096005e-40,2.8083718403467225e-33,9.1825537414604995e-42,1.6040414893622702e-85,4.9503679417064608e-60,4.9391330692453269e-61,5.1630842715147569e-72,4.9689015555792518e-52,3.7639944979117985e-53,2.7044442664861418e-48,2.5721439418814217e-42,1.0065897875327421e-28,8.3838235119306874e-64,1.5698227735983559e-69,1.9623111935882483e-62,2.1712366836794601e-61,2.0361667167288972e-71,0.88129999999999997,0.0,0.0,0.0,0.0098899983338987755,0.1088029999999985,0.0001,1.3085420489566043e-10,7.6762251542313516e-10,7.6762333787201457e-10,1.1626236357771452e-15
1.1186679243414143e-11,0.0026840024627903273,6.3218765792604834e-25,5.1094897900546252e-20,8.0090295426041461e-19,6.3206499598887403e-25,4.0039020237431942e-16,1.6877522311355356e-24,5.3379317077573296e-52,5.407779186080537e-48,2.7408972533302199e-42,1.713396886205516e-38,1.4144302352041399e-36,3.9297721720889219e-22,2.3527641033548645e-31,1.4687136644613782e-45,1.2742209354037541e-40,3.3397040372019325e-33,1.1285639924802994e-41,1.9720464724429369e-85,5.8952899613717042e-60,5.8798815570716096e-61,6.3891099249377715e-72,5.9173612556803078e-52,4.6984151810325169e-53,3.3207971441929747e-48,3.0580743465412573e-42,1.2350463269307134e-28,1.0290437951763761e-63,1.9303798532329912e-69,2.4113636881224804e-62,2.7100698967298006e-61,2.562883192825447e-71,0.88129999999999997,0.0,0.0,0.0,0.0098899981361860664,0.1088029999999983,0.0001,1.46382384204031e-10,8.5871467319903359e-10,8.5871557250196743e-10,1.300595840183653e-15
1.6780020050504654e-11,0.002684002462790325,1.3193985170335951e-24,1.0663691192143357e-19,1.1712172827405058e-18,1.3190525072055131e-24,8.1912988964306271e-16,4.7168540974453291e-24,1.1269976719508604e-51,5.5141318446270797e-48,5.820269319986711e-42,3.6280484838215991e-38,2.1110583488063993e-36,5.8920848711401014e-22,4.9980721625433983e-31,4.1972874777672582e-45,3.6401510970977136e-40,7.0946709510533628e-33,3.284785101706529e-41,5.7679003717475259e-85,1.2718421233383517e-59,1.2636738252230747e-60,2.1823155089854878e-71,1.2766037554044541e-51,1.7763370133594758e-52,9.8511937178233989e-48,6.4807096731956577e-42,3.4822478790079075e-28,2.9197961211220956e-63,5.6717437927126279e-69,6.9834304925522627e-62,1.0307130234299651e-60,1.2254473062749817e-70,0.88129999999999997,0.0,0.0,0.0,0.009889997204279577,0.10880299999999724,0.0001,2.1957340665844581e-10,1.288071965915508e-09,1.2880730963210599e-09,1.9509193543092003e-15
2.2373360857595162e-11,0.0026840024627903247,2.2140093806788921e-24,1.7894149696603653e-19,1.5246906174499086e-18,2.2132885170069435e-24,1.3689962208369274e-15,9.8936989298219941e-24,1.9111407753296554e-51,5.6532511396504504e-48,9.9222160086206508e-42,6.1688335404490893e-38,2.8014206218975581e-36,7.8528565994819069e-22,8.5236876831529908e-31,8.8488761384700312e-45,7.6717846634391965e-40,1.2099233385257645e-32,7.0632042033682914e-41,1.2435797394902726e-84,2.1995641889697233e-59,2.1777998372044399e-60,5.4551015669729517e-71,2.2077991067693393e-51,4.6208691701249334e-52,2.1448756014831282e-47,1.1028199660041825e-41,7.2529146256767861e-28,6.1157919475344028e-63,1.2300803433821351e-68,1.4902007914533662e-61,2.7656044386860511e-60,4.0521763143837887e-70,0.88129999999999997,0.0,0.0,0.0,0.0098899962723734917,0.10880299999999604,0.0001,2.9276431801778216e-10,1.7174291777105793e-09,1.7174304080752939e-09,2.6012427458676026e-15
3.356004247177618e-11,0.00268400246279032,4.4610793590092733e-24,3.6055508496409835e-19,2.1944624104681957e-18,4.4591504554695653e-24,2.7764748741843808e-15,2.7341220384407785e-23,3.9178872850592576e-51,6.5746091378477719e-48,2.0520421910290464e-41,1.2702472670232555e-37,4.1676140422571262e-36,1.1770790396606618e-21,1.7638804511357789e-30,2.4149011834609345e-44,2.0925233073612974e-39,2.5038132172847465e-32,2.0111951623395004e-40,3.5388077110686682e-84,4.6514556269367353e-59,4.579792737908361e-60,1.9928416300420555e-70,4.6688701469232144e-51,1.6937091993264337e-51,6.2165306802863336e-47,2.274282141404526e-41,1.9402413224800033e-27,1.651125387185348e-62,3.554122658583073e-68,4.1496555491457411e-61,1.1118583958620202e-59,2.3586294280252616e-69,0.88129999999999997,0.0,0.0,0.0,0.00988999440856227,0.10880299999999334,0.0001,4.3914588000360716e-10,2.5761434113541239e-09,2.5761445338540362e-09,3.9018892412828544e-15
4.4746724085957194e-11,0.0026840024627903174,7.3951073430750191e-24,5.9769031831454853e-19,2.8084597835545812e-18,7.3911440913538012e-24,4.6661523911050307e-15,5.8183934747177209e-23,6.601085204204338e-51,-6.9884889072596443e-49,3.4863963054344127e-41,2.1492158931059499e-37,5.5112307923845269e-36,1.5683076067666019e-21,2.9985393919385718e-30,5.0490791778638843e-44,4.3729294390870111e-39,4.2564344171129102e-32,4.3637419174694389e-40,7.7030074047940465e-84,8.2079947510789836e-59,8.0148379044660444e-60,5.3160305431254513e-70,8.2387245482501729e-51,4.3875098599086698e-51,1.3577366864708024e-46,3.8538328338704347e-41,3.985930743999234e-27,3.4192962849103833e-62,7.8348668486925614e-68,8.8746020635407706e-61,2.9990580531182701e-59,7.8363548336985286e-69,0.88129999999999997,0.0,0.0,0.0,0.009889992544752535,0.10880299999999014,0.0001,5.8552703345454431e-10,3.4348573473470405e-09,3.4348578797275395e-09,5.2025352858632406e-15
5.593340570013821e-11,0.002684002462790313,1.1008638183548304e-23,8.8974468646369698e-19,3.3672937749851009e-18,1.1001554394377602e-23,7.0724710863077643e-15,1.0815259197072917e-22,9.9888267973670536e-51,8.9186110703338243e-47,5.3208253263125313e-41,3.2662187743753496e-37,6.8310270523221246e-36,1.9589325336290011e-21,4.578967419576129e-30,9.1848189720321571e-44,7.9509109299775821e-39,6.4999259628078095e-32,8.2352539931221352e-40,1.4046725904419983e-83,1.0984483403871674e-58,1.0977367388884506e-59,1.209382809082362e-69,1.10256080578482e-50,9.5834567682158021e-51,2.5439234971473256e-46,5.8659216200725919e-41,7.1235579815215972e-27,6.1598884094784663e-62,1.4621634855022124e-67,1.5858489082623931e-60,6.7077159756177546e-59,2.1096917171728888e-68,0.88129999999999997,0.0,0.0,0.0,0.009889990680944389,0.10880299999998644,0.0001,7.319077491906074e-10,4.2935709643773495e-09,4.2935703899420601e-09,6.5031808473286771e-15
7.830676892850024e-11,0.0026840024627903065,1.9986294090262879e-23,1.6153410757211417e-18,4.3428815018197334e-18,1.9968468332130497e-23,1.3467481283669665e-14,3.0246563949539506e-22,1.8791666725785043e-50,6.7352076440174165e-48,1.0206902266626872e-40,6.205022647040157e-37,9.4000894133067403e-36,2.7383440741658178e-21,8.7957469649825698e-30,2.4201594560103893e-43,2.0922335354647914e-38,1.2486183834572687e-31,2.3639373955696089e-39,3.8906107037407067e-83,2.3403085786807295e-58,2.2826008342451711e-59,5.8081305503119428e-69,2.3490704271967057e-50,3.674404896122662e-50,6.9367607256846551e-46,1.1183954763886913e-40,1.7923171757461807e-26,1.5811644423254178e-61,4.2204206045726564e-67,4.2561273433026e-60,2.5663985801979505e-58,1.2370784740951162e-67,0.88129999999999997,0.0,0.0,0.0,0.0098899869533329802,0.10880299999997745,0.0001,1.0246678400307066e-09,6.0109972211791018e-09,6.0109928505968582e-09,9.1044704900597453e-15
9.999999999999999e-11,0.0026840024627902926,3.0454700152402353e-23,2.4614242373843865e-18,5.1457303044385282e-18,3.0419162575104844e-23,2.1670360690537824e-14,6.906877055932093e-22,2.9677222594576611e-50,-2.0597987359980788e-47,1.6470213711459945e-40,9.9047626242005418e-37,1.1805966594963227e-35,3.4917557569411254e-21,1.4214891847082235e-29,5.1149271300513184e-43,4.4137773055601236e-38,2.018037599271724e-31,5.5171227259252447e-39,8.9598944596915658e-83,4.0082634315934209e-58,3.8367081582004098e-59,2.466798262936946e-68,4.0232699127276961e-50,1.1074289077933588e-49,1.4896177365649276e-45,1.7925478920417569e-40,3.5728594494266733e-26,3.2260875034020985e-61,1.0168666305726961e-66,9.4582449534353822e-60,7.4894053657253873e-58,5.4775984630140227e-67,0.88129999999999997,0.0,0.0,0.0,0.0098899833390441155,0.1088029999999667,0.0001,1.3085265643842763e-09,7.676213870853061e-09,7.6762038171070256e-09,1.1626681156482035e-14
1.2305349538522433e-10,0.0026840024627902926,4.3482703872002705e-23,3.5143811667172208e-18,5.8445208258743662e-18,4.3420470273787155e-23,3.2548263143619229e-14,1.3188757896757012e-21,4.378159280121561e-50,7.1280641770071298e-48,2.4772728744561869e-40,1.4754028681184278e-36,1.4270884466976687e-35,4.2899209545445362e-21,2.140964916133215e-29,9.315401320402852e-43,8.0288820186335053e-38,3.0396445065480051e-31,1.0658912992830772e-38,1.7216299170575729e-82,6.2813460688982791e-58,5.9255861066778134e-59,6.0250541306132371e-68,6.3048627119016613e-50,2.4081623311850071e-49,2.7347507284231415e-45,2.6800278355588175e-40,6.2564782662547512e-26,5.7393362397197646e-61,2.0022713379266296e-66,1.7806278933700364e-59,1.6050156491672524e-57,1.3486370384128154e-66,0.88129999999999997,0.0,0.0,0.0,0.0098899794981295551,0.10880299999995316,0.0001,1.6101826920223099e-09,9.4458458477810172e-09,9.4458275936900863e-09,1.4307043888095603e-14
1.678002218419484e-10,0.0026840024627902788,7.2820951157618168e-23,5.8855768717559921e-18,6.872481052254907e-18,7.2678219455861783e-23,6.0023914314085293e-14,3.5914215852060212e-21,7.7774537863245096e-50,-3.7623332130154872e-48,4.5675239363584302e-40,2.6698482503167454e-36,1.880189478437388e-35,5.831913691618112e-21,3.957853310403578e-29,2.3033975197206837e-42,1.98051355065769e-37,5.6201295669764045e-31,2.9560812862209469e-38,1.0941571414910965e-81,4.5063819464096271e-57,3.6545319738321404e-58,2.6103095001478058e-67,4.5232533264119783e-49,7.9017282951422903e-49,6.805619445304056e-45,4.8853039509010233e-40,1.4348240659353981e-25,1.3540412935283652e-60,1.1939414143176465e-65,1.0918297524144137e-58,5.191918209911231e-57,5.7088553664616223e-66,0.88129999999999997,0.0,0.0,0.0,0.0098899720429520173,0.10880299999992048,0.0001,2.1956904317091648e-09,1.2880689284745537e-08,1.288064875179559e-08,1.9509609425673789e-14
2.5729367475539657e-10,0.002684002462790251,1.4133129437062694e-22,1.1422781178106352e-17,8.1326344295872804e-18,1.4089220597048395e-22,1.4015205260123345e-13,1.5781312229542166e-20,1.6730291800762536e-49,1.0205330778513558e-47,1.0605048414316147e-39,5.9612500209092439e-36,2.6960777144094836e-35,8.887809375412092e-21,9.2402397600601658e-29,8.2936758520410164e-42,7.0904909477989628e-37,1.3128580675810503e-30,1.3334030800505097e-37,4.7287844938674072e-81,7.9582665901418562e-57,6.4049585370870889e-58,2.3288313996912038e-66,7.9880614300738967e-49,4.5110777251411882e-48,2.4529728636273645e-44,1.1087809181087553e-39,4.4137291459723019e-25,4.3745868451626926e-60,6.1453401852426876e-65,4.5372329845182247e-58,2.8154092182684266e-56,5.1811202351741791e-65,0.88129999999999997,0.0,0.0,0.0,0.0098899571326746157,0.10880299999982995,0.0001,3.3666845810229597e-09,1.9750360575929958e-08,1.975025030759324e-08,2.9914716898501122e-14
4.362805805822929e-10,0.0026840024627901946,2.970917140635162e-22,2.4011866259228133e-17,9.1441337812039576e-18,2.9544690736294856e-22,4.0111280175850515e-13,1.0762757426133916e-19,4.076064242988374e-49,2.3119763795493222e-47,2.9856116532827346e-39,1.5546942372244435e-35,4.0273640670794022e-35,1.4891446416125868e-20,2.6291901789716274e-28,4.0703924117307318e-41,3.438059760511634e-36,3.7431758509561409e-30,9.337000782204252e-37,2.7626874087078139e-80,2.7557222792701412e-56,2.029270801231573e-57,3.799530944399295e-65,2.7660393871962334e-48,3.9614710648755603e-47,1.1943462218122932e-43,2.9996906521068735e-39,1.6533181505724548e-24,1.7267124321205434e-59,4.9019773265097454e-64,2.7657205216567281e-57,2.2274287492386007e-55,7.8775531930201233e-64,0.88129999999999997,0.0,0.0,0.0,0.0098899273124307286,0.10880299999954816,0.0001,5.7085875635743226e-09,3.3489640711272427e-08,3.348929026593939e-08,5.0724837259034637e-14
