Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693)
7.751548130617909e-12,0.002178289612324339,1.4074259603130724e-19,2.9376784356761594e-15,2.674574084920943e-14,1.3906369039762829e-19,2.8871759554660795e-13,7.8496693176876176e-21,-1.7310726350137522e-29,-1.2048122675474525e-19,6.6571997795655003e-35,1.2088115047105448e-19,-1.2412414638811632e-26,2.7102127806500757e-18,-2.9694525824713216e-25,-1.7721533633009483e-29,1.6752812350192989e-33,1.4962252462532667e-27,6.2935803335226567e-35,-1.2173480519754043e-40,2.306461947344101e-27,6.5055408663265794e-27,1.9847063469128574e-22,-4.0400457674745298e-23,1.2604886189037238e-14,1.1699550789925472e-24,5.9490019764671266e-28,2.2377874014648976e-23,-2.1048957754139194e-39,4.0255478772262406e-34,5.2286652471895207e-26,3.9386022514743666e-34,1.9166618880234765e-44,0.88129999999999997,0.0,0.0,0.0,0.0098898541678297831,0.10880299867870512,9.999999999999747e-05,5.3481215155368433e-09,5.975525410651609e-08,5.8791494233184702e-08,3.1747516248836968e-14,1.1419262701410576e-09,1.4880871670664073e-09,1.7904822335492868e-10,1.5676388747556993e-17,1.6629505683742877e-18,4.3788262660231748e-17,1.1620364755313337e-13,7.9281668387361453e-09,2.7439812832103699e-12,9.5495268591563457e-21,4.1509794544253287e-20,9.9684458666853527e-23,1.5828011232915626e-21,1.1196326558700112e-08,1.4332921712097937e-24,2.5028124760923795e-27,1.5055914012446636e-28,7.2111814875494217e-32,1.1810246613705443e-32,8.2491416755521298e-13,1.2596231923771586e-14,5.7073853971172679e-18,2.9470086351901759e-18,1.9379178545893727e-16,7.0977561640802537e-23,-3.5910226431395705e-22,2.8225022946055116e-15,2.6391146678962764e-30,6.8108763984286528e-15,5.9707769997869272e-15
8.03705349123366e-12,0.0021782896121267993,1.4957495437479235e-19,3.1202657163832511e-15,2.7482061561388523e-14,1.4770756318573442e-19,3.0815829271241582e-13,8.7940512937911946e-21,-1.7297300429875425e-29,1.1722270813656222e-19,7.3516505883917301e-35,-1.168205130189758e-19,-1.3762652993800838e-26,2.7419285965894939e-18,-2.9186319481929959e-25,-1.7724675825280851e-29,1.8202939891131261e-33,1.5635112440600367e-27,6.9080322560411004e-35,-1.2191680199765176e-40,2.5895574554080428e-27,7.8732595934167101e-27,2.1441021998255095e-22,-4.0695583256157276e-23,1.4038802332457394e-14,1.3512286967385649e-24,7.124794035619758e-28,2.463839601869534e-23,-2.1890183537298587e-39,4.2267535399970706e-34,5.8681779872267032e-26,4.598277573607245e-34,2.3086860264393257e-44,0.88129999999999997,0.0,0.0,0.0,0.009889848797567196,0.10880299858798939,9.9999999999997443e-05,5.5451009013414058e-09,6.1955082113772758e-08,6.0915836329041557e-08,3.2916283629296319e-14,1.2249848447312916e-09,1.4880868483914342e-09,1.8668474727991694e-10,1.6816624435013064e-17,1.7338766322608739e-18,4.9206184301129135e-17,1.2491990123038338e-13,8.2424577363921839e-09,2.9497614413129538e-12,9.9611388685943272e-21,4.6250602105733339e-20,1.0715060637369288e-22,1.7658003869189663e-21,1.1640175157966231e-08,1.659281991835013e-24,3.0058172369793529e-27,1.8086106548311552e-28,8.988608249721051e-32,1.4608797658051134e-32,8.8589619151343107e-13,1.402912263901245e-14,6.369245416628277e-18,3.3105813682340413e-18,1.9469594685990444e-16,8.2537875806190719e-23,-3.610714646315836e-22,3.0491242720361365e-15,3.1704921889752754e-30,6.945804245431302e-15,6.3427043954341152e-15
8.322558851849412e-12,0.0021782896119233136,1.5861089241880621e-19,3.3068691082941504e-15,2.7996388308143967e-14,1.5654170136045962e-19,3.2822348174201472e-13,9.8183226763786228e-21,-1.7285463536434933e-29,-2.5274671996496893e-19,8.3303642487151708e-35,2.5313676894570643e-19,-1.0093477852387777e-26,2.6930900071087952e-18,-2.7255145374771191e-25,-1.7729418253228782e-29,1.9716851912275225e-33,1.6303259487499287e-27,7.5581449217588945e-35,-1.2073065771357425e-40,2.8951852335608092e-27,4.2254788951584971e-27,2.3096764159627335e-22,-3.9868715959321683e-23,1.5576733401042946e-14,1.5527244813252487e-24,8.4791894364768458e-28,2.7036712547528494e-23,-2.2730331993809009e-39,4.3959960481769817e-34,6.5580380004299267e-26,5.3384475309729483e-34,2.7659337017944702e-44,0.88129999999999997,0.0,0.0,0.0,0.0098898434273031067,0.1088029984945421,9.9999999999997498e-05,5.742080083929732e-09,6.4154906142597955e-08,6.3037443598868695e-08,3.4085048893651508e-14,1.3107733240628042e-09,1.4880863589495124e-09,1.9432232172064869e-10,1.7994336698076815e-17,1.804812453184115e-18,5.5079899710968938e-17,1.3395144857830655e-13,8.5567485200825384e-09,3.1629801385861011e-12,1.0373145448992756e-20,5.1338097442826934e-20,1.148750494974799e-22,1.9622332382435735e-21,1.2084023617800311e-08,1.9108672322460125e-24,3.5863424873019182e-27,2.1584298945570566e-28,1.1116295962653042e-31,1.7937044730023341e-32,9.489879366961212e-13,1.5565950591143569e-14,7.0800373673268372e-18,3.7029096900270885e-18,1.9547120410607981e-16,9.5492464422702305e-23,-3.4975346810520602e-22,3.2845235133841574e-15,3.7839902924767579e-30,7.0760976431052267e-15,6.721340454660212e-15
8.608064212465163e-12,0.0021782896117139147,1.6789783952533909e-19,3.4984813263193219e-15,2.8892965206376729e-14,1.6561311981021329e-19,3.4892069024871616e-13,1.0926685664789089e-20,-1.7265367057693352e-29,3.7391209952679433e-19,9.1041382234739363e-35,-3.7350924273726588e-19,-1.0350229149321054e-26,2.790376696255039e-18,-2.7770394459017068e-25,-1.7725853186783942e-29,2.1294765044341083e-33,1.6980940082835239e-27,8.2447588901039007e-35,-1.2200213722629292e-40,3.2237751106609806e-27,4.4770628574670875e-27,2.4814276603925315e-22,-3.9879631233638665e-23,1.7222211379972665e-14,1.7758812505144034e-24,1.0031728506148205e-27,2.9576262962916756e-23,-2.3569181060976849e-39,4.518377424487745e-34,7.3001594772396787e-26,6.1655685588617906e-34,3.2784144257730395e-44,0.88129999999999997,0.0,0.0,0.0,0.0098898380570369027,0.10880299839838138,9.9999999999997403e-05,5.9390590633018841e-09,6.6354727053876553e-08,6.515633395405398e-08,3.5253812498733644e-14,1.3992737997537132e-09,1.488085764856179e-09,2.019606973198807e-10,1.9209279687573637e-17,1.8757557151504214e-18,6.1431337014483624e-17,1.4329830666174491e-13,8.8710391629278277e-09,3.3836373552865905e-12,1.0785533434043916e-20,5.6784352204643578e-20,1.2285676018207892e-22,2.1725545950363172e-21,1.2527871900245321e-08,2.1898877168063075e-24,4.2529589112222327e-27,2.5602420023628637e-28,1.3647226901380439e-31,2.1871850567814408e-32,1.0141830214084878e-12,1.7210244997380969e-14,7.8414550601116476e-18,4.125067639569222e-18,1.9645960485961322e-16,1.0995551141904557e-22,-3.6253056610294699e-22,3.5286976170219159e-15,4.4887306332145228e-30,7.2022337678602736e-15,7.1064297907990449e-15
8.893569573080915e-12,0.0021782896114986515,1.7747513541526804e-19,3.6959242440934816e-15,2.9811966097467028e-14,1.7496074711109794e-19,3.7023811455508143e-13,1.2123433700563641e-20,-1.7245006585647023e-29,7.6399056265520041e-20,9.7718582144320119e-35,-7.5981334948001462e-20,-1.1938800544520311e-26,2.8970624499698675e-18,-2.8392467910088795e-25,-1.7722000419145564e-29,2.2937926266733896e-33,1.7679877781387209e-27,8.9692273384927356e-35,-1.2343239275202125e-40,3.5762450597308371e-27,6.059685164239688e-27,2.6593546124620839e-22,-4.0397702658425079e-23,1.8978757500725763e-14,2.0221860808088508e-24,1.1803324661539336e-27,3.2261034442570246e-23,-2.4406580074773016e-39,4.6597998365619919e-34,8.096456186712836e-26,7.0863378667843181e-34,3.8825430539422056e-44,0.88129999999999997,0.0,0.0,0.0,0.0098898326867689432,0.10880299829952519,9.9999999999997308e-05,6.1360378394579239e-09,6.8554544669588327e-08,6.7272525187662195e-08,3.6422574350490996e-14,1.4904684817241103e-09,1.4880851049775422e-09,2.0959968467205372e-10,2.046120917839764e-17,1.9467046589889908e-18,6.8282779265414933e-17,1.5296049267874415e-13,9.1853296491269581e-09,3.6117330723349272e-12,1.1198292817733555e-20,6.2601421895159792e-20,1.3109473087295497e-22,2.397217492592978e-21,1.2971719982989211e-08,2.4982445366570627e-24,5.0148404452588586e-27,3.0196080583602517e-28,1.6640179938088615e-31,2.649813408463127e-32,1.081475093486182e-12,1.896552432967669e-14,8.6551871445975708e-18,4.5781259762585693e-18,1.9733012200195387e-16,1.2604658899441587e-22,-3.7685643105892621e-22,3.781644181383018e-15,5.2944830242696335e-30,7.3244424591898721e-15,7.4977348062332101e-15
9.179074933696666e-12,0.0021782896112775563,1.8733725503481522e-19,3.8990721095302942e-15,3.060340348835173e-14,1.8457865071649219e-19,3.9217557370975341e-13,1.3412947934979736e-20,-1.7226743145846134e-29,-2.6546420259982964e-21,1.0518157898838511e-34,3.0793061971074087e-21,-1.2866189026677265e-26,2.9570622561055925e-18,-2.816125836803471e-25,-1.7720236163798865e-29,2.4648175525054196e-33,1.8398670933207585e-27,9.7331374102417197e-35,-1.2408011923709228e-40,3.9535962972599374e-27,6.9879342589326884e-27,2.8434559453116591e-22,-4.0701034776318957e-23,2.0849882355097068e-14,2.2931738639644924e-24,1.3816304639427054e-27,3.5095263987542597e-23,-2.5242530309943903e-39,4.8424863705275751e-34,8.9488414917488153e-26,8.1077148818022781e-34,4.5981199125673455e-44,0.88129999999999997,0.0,0.0,0.0,0.0098898273164993947,0.10880299819799143,9.9999999999997227e-05,6.333016412397916e-09,7.075435898357634e-08,6.9386034975927381e-08,3.7591334445235935e-14,1.584339696701717e-09,1.488084403744065e-09,2.1723913872501499e-10,2.1749882548997028e-17,2.0176579374768458e-18,7.5656858382704074e-17,1.6293802396471958e-13,9.499619968747656e-09,3.8472672707270354e-12,1.1611415943111404e-20,6.8801345998067779e-20,1.3958797401951962e-22,2.6366731320162365e-21,1.3415567852008004e-08,2.8378994086510283e-24,5.8817803955524467e-27,3.5424674671447602e-28,2.0160108860222606e-31,3.1909344525710673e-32,1.1508578299441356e-12,2.0835296428645493e-14,9.5229171638536929e-18,5.0631522134972581e-18,1.9811366728686725e-16,1.4389071613713752e-22,-3.8348211427899502e-22,4.0433608052404757e-15,6.2116834114265267e-30,7.4427832461920375e-15,7.8950274210665136e-15
9.464580294312417e-12,0.0021782896110506688,1.9745759625343565e-19,4.1073540198576761e-15,3.1301825508437681e-14,1.9443982505765866e-19,4.1473175280482031e-13,1.4799701821912473e-20,-1.7212133367202702e-29,-1.1846694743054705e-20,1.1273483259935112e-34,1.2272634884650745e-20,-1.379907424468273e-26,2.9826170572630079e-18,-2.7285562894656605e-25,-1.7722115518693775e-29,2.6427130512598663e-33,1.9129668581268262e-27,1.0537946207907427e-34,-1.2414712040162217e-40,4.3566257070900015e-27,7.9352394818243323e-27,3.0337303317406724e-22,-4.1025297609875357e-23,2.2839085963276497e-14,2.5904270717334209e-24,1.6094450457566739e-27,3.8083015664047852e-23,-2.607715865761328e-39,5.0651192346148547e-34,9.8592283457834571e-26,9.2369375895975034e-34,5.4258273375540706e-44,0.88129999999999997,0.0,0.0,0.0,0.0098898219462282087,0.10880299809379769,9.9999999999997213e-05,6.5299947821219283e-09,7.295417013957589e-08,7.149688087923486e-08,3.8760092859314426e-14,1.6808698872415565e-09,1.4880836768944972e-09,2.2487894809612076e-10,2.3075058767916008e-17,2.0886145161083799e-18,8.3576550739076977e-17,1.7323091811440842e-13,9.8139101153912824e-09,4.0902399316512746e-12,1.2024896939897468e-20,7.5396148035698714e-20,1.4833552186690356e-22,2.8913709193947439e-21,1.385941549826798e-08,3.2108742994614761e-24,6.8642093649583878e-27,4.1351492003222373e-28,2.4278547266237168e-31,3.8208000769223938e-32,1.222324936752924e-12,2.2823058571591502e-14,1.0446323587093519e-17,5.5812106388161234e-18,1.9891726289227411e-16,1.6361843644398514e-22,-3.8442551308911978e-22,4.3138450878318747e-15,7.2514538198817956e-30,7.5574015139074653e-15,8.2980870084763866e-15
9.888565496807047e-12,0.002178289610703127,2.1291661702748683e-19,4.4251317241536515e-15,3.2232531735981758e-14,2.0948553189901319e-19,4.49377450680885e-13,1.7048327686236558e-20,-1.7190909668590592e-29,6.6047002809031102e-21,1.2516268053435583e-34,-6.1833768777262213e-21,-1.5015498363079502e-26,2.9837147467794244e-18,-2.5250190273201293e-25,-1.7725361301727579e-29,2.9197740800873521e-33,2.0224690576533219e-27,1.1811109427594404e-34,-1.2362615798821586e-40,5.0044331774593695e-27,9.1740778297276581e-27,3.3276818348154301e-22,-4.108226413043871e-23,2.6018476701992242e-14,3.0838201732456488e-24,2.0021191381527435e-27,4.2811078156455152e-23,-2.7314298691628204e-39,5.4675661884012366e-34,1.1322306714407626e-25,1.1128971303534635e-33,6.8716712295522423e-44,0.88129999999999997,0.0,0.0,0.0,0.0098898139711891767,0.10880299793419589,9.9999999999997213e-05,6.8225140074648169e-09,7.6220959196267356e-08,7.4626681108926536e-08,4.0495736018903949e-14,1.8290894242792752e-09,1.4880825722659742e-09,2.3622479677039016e-10,2.5109831861718478e-17,2.1939918318115032e-18,9.6394324450740961e-17,1.8909815676566107e-13,1.0280641379196384e-08,4.4647878883110942e-12,1.2639580938971022e-20,8.5944012104033049e-20,1.6179313609215153e-22,3.2986897424892759e-21,1.4518543974205588e-08,3.8307036201771522e-24,8.5600760809432636e-27,5.1586022179102387e-28,3.1668088422383638e-31,4.9440777460987303e-32,1.3322886406010476e-12,2.6000139138584575e-14,1.1923933216115093e-17,6.4137695859622152e-18,2.0016618801012157e-16,1.9668270968098098e-22,-3.7974446803012285e-22,4.731696242648613e-15,9.0471367687366521e-30,7.7212429001359376e-15,8.9068370618036973e-15
1e-11,0.0021782896103430204,2.1705960315339886e-19,4.5102166714694285e-15,3.2470977439200228e-14,2.1351410845632008e-19,4.5871144996586709e-13,1.7678506914866342e-20,-1.7185049102232405e-29,8.6258158564392862e-21,1.2858463783771227e-34,-8.2060404213070284e-21,-1.537429338999979e-26,2.9823333884096955e-18,-2.4665456127927496e-25,-1.7725927575659409e-29,2.995164485120126e-33,2.0512891620787117e-27,1.2161545791518154e-34,-1.2345821244139895e-40,5.184762833960301e-27,9.5377015445776676e-27,3.4071982227749784e-22,-4.1039241486950041e-23,2.690002221466494e-14,3.2243928977023954e-24,2.1170522578009777e-27,4.4112677516819178e-23,-2.7639008059744524e-39,5.5872565199814333e-34,1.1729553464515841e-25,1.1671647276605622e-33,7.2960323143523262e-44,0.88129999999999997,0.0,0.0,0.0,0.0098898118751377748,0.1088029978912884,9.9999999999997199e-05,6.8993957071698815e-09,7.7079556526530877e-08,7.5448313793363456e-08,4.0951908288900884e-14,1.869005070261239e-09,1.4880822789853895e-09,2.3920685626760832e-10,2.5657798024042847e-17,2.2216884311756382e-18,9.9981081589013309e-17,1.9338391589123896e-13,1.0403310609757611e-08,4.5659512810340942e-12,1.2801263982099907e-20,8.8870096653589306e-20,1.6542249440975277e-22,3.4116688371870929e-21,1.4691780251549629e-08,4.0074446286229165e-24,9.056933713005437e-27,5.458533816812789e-28,3.3893253281029748e-31,5.2809009493284732e-32,1.3619479893084449e-12,2.6881042892662827e-14,1.2333960842471631e-17,6.6454991669625549e-18,2.0050240744495771e-16,2.061701503506443e-22,-3.7823769895111432e-22,4.8447254681065533e-15,9.573417572832305e-30,7.7631273934678705e-15,9.068785441536561e-15
1.0312550699301677e-11,0.0021782896103430204,2.2885049766333972e-19,4.752184704313503e-15,3.3170443472701365e-14,2.2497095671358956e-19,4.8539677668315784e-13,1.9536912525346452e-20,-1.7168648621336677e-29,2.5360353691075199e-21,1.3773343439645403e-34,-2.1184173520059488e-21,-1.6873499267928877e-26,2.9906716888628817e-18,-2.3185913874766072e-25,-1.7727538588432445e-29,3.2123301839051683e-33,2.1320285508939162e-27,1.3180207208835893e-34,-1.2317225274258434e-40,5.7135306417087394e-27,1.1051474098454231e-26,3.6352396552516045e-22,-4.1089675307915479e-23,2.9477349975135743e-14,3.6442644852042845e-24,2.4677669194966324e-27,4.7896811457468172e-23,-2.8548784739128031e-39,5.9530613544300068e-34,1.2923777060158485e-25,1.3301089267869524e-33,8.5874448705541512e-44,0.88129999999999997,0.0,0.0,0.0,0.0098898059961463249,0.10880299776882356,9.9999999999997199e-05,7.1150327846505124e-09,7.9487741895999542e-08,7.7750701737507054e-08,4.223137579449616e-14,1.983077751534649e-09,1.4880814508754304e-09,2.4757103972503072e-10,2.7223799844445392e-17,2.299372809534942e-18,1.1054452424617316e-16,2.0566097227987119e-13,1.0747372245378149e-08,4.8557399825925717e-12,1.3255033668575096e-20,9.7428450655616905e-20,1.7580645924240867e-22,3.742068631023689e-21,1.5177671936090606e-08,4.535670487101901e-24,1.0574192370670984e-26,6.3746350166434367e-28,4.0839085567669747e-31,6.3288106203217937e-32,1.4468148437546831e-12,2.9456491653139496e-14,1.3533477615445915e-17,7.3249771354525508e-18,2.0144182493251262e-16,2.346707127056168e-22,-3.7602285295070557e-22,5.1688697945887218e-15,1.1180974251525805e-29,7.8781986954653415e-15,9.5272068709692223e-15
1.0736535901796307e-11,0.002178289609970472,2.4525672483944329e-19,5.0884311783226288e-15,3.4124842562957537e-14,2.4089231600203118e-19,5.2279193852900536e-13,2.2281371740823724e-20,-1.7144801445381178e-29,-1.9842176554553e-20,1.5088481733795718e-34,2.0257568339970978e-20,-1.6763463085866904e-26,3.0079318908138817e-18,-2.1162627500580798e-25,-1.7728097803185023e-29,3.5203767687147168e-33,2.2416667885606634e-27,1.4647835678256495e-34,-1.2291361250770818e-40,6.4867262246195513e-27,1.0955519700469245e-26,3.9563994463938266e-22,-4.0878853570066147e-23,3.3227039447310939e-14,4.2775244937797604e-24,3.0160962257728585e-27,5.3350396966332376e-23,-2.9780549949596156e-39,6.4927339581122731e-34,1.4669899203613948e-25,1.5780333304703696e-33,1.0615515633630289e-43,0.88129999999999997,0.0,0.0,0.0,0.0098897980210996463,0.10880299759773689,9.9999999999997186e-05,7.4075511136792273e-09,8.2754518380762804e-08,8.0868998869537157e-08,4.3967012261309698e-14,2.1427787738375564e-09,1.4880803199845504e-09,2.5891754677322609e-10,2.9416192632492055e-17,2.4047562401227152e-18,1.261065339311467e-16,2.2291942509708714e-13,1.1214102710984186e-08,5.2630961567550366e-12,1.3871248304476928e-20,1.0988864482319337e-19,1.9037256094366715e-22,4.2229582721416803e-21,1.5836799379762014e-08,5.3331316760947316e-24,1.2949101702854366e-26,7.8091085317545883e-28,5.2119373892025332e-31,8.0213996735477837e-32,1.5658832852443197e-12,3.3203440898046618e-14,1.5280391905753424e-17,8.3182794876134107e-18,2.0268787983810635e-16,2.7808051332471584e-22,-3.7399349829316462e-22,5.6253578882923188e-15,1.3698436461102149e-29,8.0289130603927659e-15,1.01586226780111e-14
1.1160521104290937e-11,0.0021782896095856,2.6215638536071497e-19,5.4342881535738055e-15,3.5113233460782023e-14,2.57269445052668e-19,5.6155883562962247e-13,2.529810271410124e-20,-1.7120219009506333e-29,1.491596031069793e-20,1.6351562599079226e-34,-1.4499984959158543e-20,-1.8848041113853718e-26,3.0408009791299108e-18,-1.9264301997562723e-25,-1.772788320077969e-29,3.843936720164644e-33,2.3520857318338394e-27,1.621678128187381e-34,-1.2293341972600266e-40,7.326693504441654e-27,1.3052123294451602e-26,4.2911568658304696e-22,-4.0908200986705248e-23,3.7278828937770723e-14,4.9895907083521733e-24,3.657624789957952e-27,5.9182104426304405e-23,-3.1009473775369873e-39,7.0823659379420623e-34,1.6566930969333505e-25,1.8595085705017262e-33,1.2994429871080346e-43,0.88129999999999997,0.0,0.0,0.0,0.0098897900460491201,0.1088029974209915,9.9999999999997159e-05,7.7000689945511743e-09,8.6021288756001323e-08,8.3981628068879625e-08,4.5702645475125534e-14,2.3081369366233154e-09,1.4880791841005231e-09,2.7026422710621712e-10,3.1686247563773063e-17,2.5101412801564315e-18,1.4316131063673983e-16,2.4087357660603857e-13,1.1680832774181936e-08,5.6868563538040427e-12,1.4488220111604229e-20,1.2336369947016699e-19,2.0548860228224268e-22,4.7428015376601836e-21,1.649592630264025e-08,6.2307285728310218e-24,1.5730874710278858e-26,9.4900479152363867e-28,6.587951516035223e-31,1.0074054406043521e-31,1.6894738397513185e-12,3.7252261849854345e-14,1.7170087284721732e-17,9.3971076281250742e-18,2.039388775291561e-16,3.2743891973642565e-22,-3.7453177609788036e-22,6.1011526715002356e-15,1.6648809279152068e-29,8.1738898273994301e-15,1.0800562789200583e-14
1.1584506306785567e-11,0.002178289609188528,2.7955640340269558e-19,5.7898737440488369e-15,3.6062683367658529e-14,2.7410803478258248e-19,6.0169332591943401e-13,2.8603953491059844e-20,-1.7096287743391853e-29,-3.6971797049829756e-20,1.7593770648560701e-34,3.7386396788230347e-20,-1.5661981380986879e-26,3.0610061428329011e-18,-1.7001667891988357e-25,-1.7728285921595906e-29,4.1831215399148724e-33,2.4635439321738337e-27,1.7890241264733671e-34,-1.2274519455012165e-40,8.2362261751007535e-27,9.8801454402135072e-27,4.6395075738884223e-22,-4.1068763693506374e-23,4.1643952957259246e-14,5.7866777237401935e-24,4.403709298667893e-27,6.5402595539073095e-23,-3.2235519787938523e-39,7.6893979210559598e-34,1.8621128198501894e-25,2.1775062838760781e-33,1.5790370698370011e-43,0.88129999999999997,0.0,0.0,0.0,0.0098897820709948261,0.10880299723864255,9.9999999999997159e-05,7.9925864272665643e-09,8.9288053010094984e-08,8.7088644366154276e-08,4.7438275429597726e-14,2.479097218476791e-09,1.4880780463185006e-09,2.816110162315767e-10,3.4033209295366547e-17,2.615527330639957e-18,1.6179135278823152e-16,2.5952348912920515e-13,1.2147562433712911e-08,6.1270205169142059e-12,1.5105945742338955e-20,1.3789264370464534e-19,2.2115183427081671e-22,5.3030337592122273e-21,1.7155052702956452e-08,7.2363843461081901e-24,1.8969226823248352e-26,1.1447717241869683e-27,8.253619093652196e-31,1.2545234058237767e-31,1.8175665158879465e-12,4.1614180215289314e-14,1.9207951284809561e-17,1.0564877491908598e-17,2.0517837901226118e-16,3.8330198230644097e-22,-3.7297537308108378e-22,6.5962462950698857e-15,2.0085327299921388e-29,8.3135601311422904e-15,1.1452545759338534e-14
1.2008491509280197e-11,0.002178289608779373,2.9747265551638499e-19,6.1554954464357592e-15,3.7100828534435173e-14,2.9142274689814968e-19,6.4320786912077616e-13,3.221626681930801e-20,-1.7071299278179981e-29,9.7489491464401153e-20,1.8870867567287465e-34,-9.7069815834609081e-20,-1.8411052337847553e-26,3.1207127184052566e-18,-1.5258845682688902e-25,-1.7727590771265785e-29,4.5381239440257223e-33,2.5766102000951051e-27,1.9671773367242234e-34,-1.2322405290657525e-40,9.21813458972567e-27,1.2638816823833523e-26,5.00144721968456e-22,-4.1169445357715099e-23,4.6333596654760312e-14,6.6752249149804037e-24,5.2665802513869285e-27,7.2022912962643575e-23,-3.3458673623510074e-39,8.2391842911647453e-34,2.083874473945946e-25,2.5351341967900859e-33,1.9038915355287211e-43,0.88129999999999997,0.0,0.0,0.0,0.009889774095936622,0.10880299705074449,9.9999999999997091e-05,8.2851034118256099e-09,9.2554811327820412e-08,9.0190102259669506e-08,4.917390222259873e-14,2.6556051302023297e-09,1.4880769081547966e-09,2.9295787010668155e-10,3.6456329790746121e-17,2.7209139825118358e-18,1.8208068781372682e-16,2.7886922599830492e-13,1.2614291688960496e-08,6.5835885896331459e-12,1.5724422934747894e-20,1.5351443051562281e-19,2.3735959743132436e-22,5.9050828957589407e-21,1.781417857984824e-08,8.3583045140872107e-24,2.2717666289024905e-26,1.3714712912717073e-27,1.0255600854585796e-30,1.5500145744946447e-31,1.950141456103273e-12,4.6300372378045482e-14,2.1399347747789204e-17,1.1824989947114198e-17,2.064688510522319e-16,4.4625578120924103e-22,-3.7792721406534672e-22,7.1106309129938368e-15,2.4065339849691491e-29,8.4484372496148183e-15,1.2114128552898627e-14
1.2432476711774826e-11,0.002178289608358255,3.1585181313375567e-19,6.5299991744234927e-15,3.7841805055931137e-14,3.0915905724612735e-19,6.8607321155176775e-13,3.6152840295664677e-20,-1.7049434353743212e-29,-2.7148348812856496e-19,2.0298824251447809e-34,2.7188879481340998e-19,-5.6249110960555787e-27,3.0660424507459338e-18,-1.1404002536259192e-25,-1.7730007355064148e-29,4.9090887085442007e-33,2.6897499990862203e-27,2.1564790625625834e-34,-1.2176738203288212e-40,1.0275297613208261e-26,-1.2813968533135177e-28,5.3769714871487959e-22,-4.0693790975834471e-23,5.1358895852364926e-14,7.6618967462357911e-24,6.2593780716065238e-27,7.9053646559834923e-23,-3.4679036870792634e-39,8.673594469773719e-34,2.3226032450565262e-25,2.9356377812313541e-33,2.2887366680049072e-43,0.88129999999999997,0.0,0.0,0.0,0.0098897661208749224,0.1088029968573514,9.9999999999997145e-05,8.5776199482285228e-09,9.5821563322367411e-08,9.3286055717318236e-08,5.0909525648617363e-14,2.8376067129234045e-09,1.4880757699505891e-09,3.0430475980868008e-10,3.8954868293692464e-17,2.8263009671410429e-18,2.041148572273047e-16,2.989108513322055e-13,1.3081020539785842e-08,7.0565605149209055e-12,1.6343650232583341e-20,1.7026793653758832e-19,2.5410932121526911e-22,6.5503697163168045e-21,1.8473303933127901e-08,9.6049770407931136e-24,2.7033637834968936e-26,1.6326054594249068e-27,1.2645941973684221e-30,1.9011254337030364e-31,2.0871789363469355e-12,5.1321965433623191e-14,2.374961684157941e-17,1.3180830805968697e-17,2.0761377752230228e-16,5.1691717014226997e-22,-3.6401014637479529e-22,7.6442986824255771e-15,2.865047277109673e-29,8.5787517188224284e-15,1.2784898467311081e-14
