Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782)
1.3956986317694e-09,0.002493543184722004,1.8484891040618484e-20,2.0913227151354412e-15,-7.2474120643242763e-16,-9.9103683461290971e-16,4.7398163156125912e-13,2.1926783210060319e-19,-6.9772995643398626e-30,-3.381016965210168e-25,2.3949294244067024e-30,-2.242033755014177e-15,8.4886919016262355e-16,-1.5197288698592516e-18,-3.1476141914747975e-19,2.0035061197058915e-31,-3.0251160432460797e-31,-9.8845175821960264e-28,7.4059010963665506e-30,3.0762899592886487e-41,3.6238831906475731e-29,2.6786075560145589e-16,9.5706594386773208e-40,4.2951063319327013e-16,-1.4797322905993777e-32,3.0681742895824838e-33,-3.0851719340194093e-19,-5.5392018299567977e-16,-6.9023512824670086e-40,1.6410986938627943e-21,7.8142399356637952e-25,1.5789112305841811e-31,1.8140517550604906e-33,0.88129999999999997,0.0,0.0,0.0,0.0098899075209453458,0.10880296992672604,0.00010000000000000085,7.404099637616686e-09,4.1907841596548727e-08,1.3089846486105191e-08,9.1757909838513183e-14,2.9445158724707649e-08,4.4653635568543456e-12,6.2754942261902398e-10,1.6461372707274746e-15
1.39912382039745e-09,0.0024935431845019545,1.8278567257391492e-20,2.0679833716853555e-15,-9.0828364636476977e-16,-9.870509655758627e-16,4.7583739085468331e-13,2.2079585085670424e-19,-6.9224679143929878e-30,6.4752979901782825e-27,2.372376984643903e-30,-2.1436161923661088e-15,9.3623506378053632e-16,-1.512151628295443e-18,-3.1528507219137577e-19,2.8349424580983369e-31,-3.0454597125812576e-31,-9.9098079067579823e-28,7.3555845236087433e-30,3.0645201610571554e-41,3.6240498205808872e-29,1.7484570076266523e-16,9.6027637354170678e-40,4.2963222790698398e-16,-1.4889247594959679e-32,3.043328962090554e-33,-3.0754002846983871e-19,-5.5238267854475035e-16,-6.8979139852750636e-40,1.6416823603104635e-21,7.8505689159163116e-25,1.5880474200824279e-31,1.8025239998296201e-33,0.88129999999999997,0.0,0.0,0.0,0.0098899072940080174,0.10880296983846841,0.00010000000000000083,7.4222678592697875e-09,4.2010681227497021e-08,1.3107520187727015e-08,9.1983078939068407e-14,2.9531868664452481e-08,4.4653634543904168e-12,6.2909502570081864e-10,1.6509848115293725e-15
1.4059741976535501e-09,0.0024935431840618313,1.7775089674092197e-20,2.0110297851628452e-15,-9.9274427338567569e-16,-9.7833039459155306e-16,4.7952715733985918e-13,2.2387312566615417e-19,-6.8493172086155658e-30,-1.5517732569902915e-26,2.3232197417852073e-30,-2.0670218126971717e-15,9.8853495726558092e-16,-1.4957221291869469e-18,-3.1627743274628499e-19,3.4064485743958412e-31,-3.0867863621267237e-31,-9.9599890993496512e-28,7.2450739674911259e-30,3.0437169222072013e-41,3.6239912548950375e-29,1.1027953933342381e-16,9.6668471499041653e-40,4.2974732085865337e-16,-1.5078369284569355e-32,2.9892026865272431e-33,-3.0538039802218241e-19,-5.4896143361806448e-16,-6.888404015404049e-40,1.642237063448489e-21,7.9232449271501478e-25,1.6063418084170104e-31,1.7772333697907324e-33,0.88129999999999997,0.0,0.0,0.0,0.0098899068401334458,0.10880296966194307,0.00010000000000000082,7.4586042702085348e-09,4.221636046513477e-08,1.3142857477789218e-08,9.243341708607635e-14,2.9705298634454034e-08,4.4653632494626013e-12,6.3218623132310013e-10,1.6606804572486187e-15
1.4128245749096503e-09,0.002493543183621675,1.7467980844668933e-20,1.9762898297410639e-15,-9.3057005294035403e-17,-9.7097708791661478e-16,4.8312712134470678e-13,2.2697838721551332e-19,-6.7649863618245984e-30,1.9008956312446105e-24,2.2823076343439243e-30,-2.4449349032389599e-15,5.9030187233854907e-16,-1.4815249564916168e-18,-3.1734135772507916e-19,3.8242295086034486e-32,-3.1268870851381744e-31,-1.0009619061083519e-27,7.1542496255259348e-30,3.0257534784969358e-41,3.6229350428454559e-29,4.9803869557903686e-16,9.730741196613554e-40,4.3005811053459484e-16,-1.5252402042532513e-32,2.9441238596959487e-33,-3.03590381488824e-19,-5.461592525249086e-16,-6.8782943630236187e-40,1.6437238669492268e-21,7.9959346651423599e-25,1.6248893952208523e-31,1.7564642403692801e-33,0.88129999999999997,0.0,0.0,0.0,0.0098899063862589419,0.1088029694854047,0.0001000000000000008,7.4949406379907176e-09,4.2422039706396093e-08,1.3178181604183199e-08,9.2883755239695452e-14,2.9878741738074532e-08,4.4653630445348294e-12,6.3527743658067737e-10,1.6703768372098377e-15
1.4145371692236752e-09,0.0024935431835116334,1.7477642521088636e-20,1.977382989357715e-15,2.7170408385016952e-16,-9.6978305536868775e-16,4.8401391348095544e-13,2.277590114283066e-19,-6.7301766649725612e-30,8.0720452524077981e-25,2.2758089707227827e-30,-2.6075782539982815e-15,4.2445535321173821e-16,-1.4790505154684014e-18,-3.1764543881855853e-19,-8.9585852145733371e-32,-3.1363527235762397e-31,-1.0021958330000274e-27,7.1405031451871447e-30,3.0214444312579024e-41,3.6225975238049757e-29,6.6210757812101878e-16,9.746684028666209e-40,4.3023375533350727e-16,-1.5289543646111032e-32,2.9369383222908022e-33,-3.0331783669302994e-19,-5.457524031592415e-16,-6.8756472229108453e-40,1.6445647368967701e-21,8.0141175041316955e-25,1.6296070706829441e-31,1.7533179544675228e-33,0.88129999999999997,0.0,0.0,0.0,0.0098899062727903185,0.10880296944126809,0.0001000000000000008,7.5040247231930576e-09,4.2473459523573415e-08,1.3187010623420788e-08,9.2996339792918166e-14,2.9922104521676331e-08,4.4653629933028941e-12,6.3605023791586346e-10,1.6728010444414964e-15
1.4153934663806877e-09,0.00249354318345661,1.7497608052658546e-20,1.9796416377510854e-15,3.7476629414651531e-16,-9.6930115052139484e-16,4.8446516484429548e-13,2.2814996777009727e-19,-6.711016439483513e-30,-1.2551915736204795e-26,2.2732176124877829e-30,-2.6540449239730135e-15,3.7672252687070418e-16,-1.4780143828796013e-18,-3.1780441073501492e-19,-1.2617202682371752e-31,-3.1409871632955242e-31,-1.0028120894874563e-27,7.1352122508768355e-30,3.0195960226097174e-41,3.622587431623083e-29,7.0910171313637588e-16,9.7546510446604767e-40,4.3033923244467915e-16,-1.5306990395411626e-32,2.934065248261471e-33,-3.0321284440222989e-19,-5.456015051731636e-16,-6.8742949936510261e-40,1.6450700443430011e-21,8.0232119501036582e-25,1.6319798110884048e-31,1.7521054542313268e-33,0.88129999999999997,0.0,0.0,0.0,0.0098899062160560103,0.10880296941919949,0.0001000000000000008,7.5085667647827429e-09,4.2499169433424291e-08,1.3191424835189431e-08,9.305263207226333e-14,2.9943786210628981e-08,4.4653629676869265e-12,6.3643663859439334e-10,1.6740131646697524e-15
1.415821614959194e-09,0.0024935431834290996,1.7509782034620276e-20,1.9810188369743672e-15,3.8943409724906877e-16,-9.6907714259556644e-16,4.8469445418849484e-13,2.2834560923231466e-19,-6.7014804950832078e-30,-6.9037014998126313e-28,2.27201822623686e-30,-2.6607931722843576e-15,3.6939056593283396e-16,-1.4775281612202752e-18,-3.1788490738304939e-19,-1.3159520285719249e-31,-3.1432901799536183e-31,-1.003120059385661e-27,7.1327982420397851e-30,3.0188073397089141e-41,3.6226490534327318e-29,7.1608643766727028e-16,9.7586335667340004e-40,4.3039455429712414e-16,-1.5315542535399669e-32,2.9327339267640189e-33,-3.0316495061827545e-19,-5.4553378307142828e-16,-6.8736102939175258e-40,1.6453351656670785e-21,8.0277600084654314e-25,1.6331685508626105e-31,1.7515519055704403e-33,0.88129999999999997,0.0,0.0,0.0,0.0098899061876888544,0.10880296940816514,0.0001000000000000008,7.5108377853247172e-09,4.2512024388481945e-08,1.3193631866919255e-08,9.308077821221804e-14,2.9954627129084323e-08,4.4653629548789426e-12,6.366298389364604e-10,1.6746192289197168e-15
1.4166779121162065e-09,0.002493543183374076,1.7534283514695137e-20,1.9837906015590524e-15,3.8065234328452568e-16,-9.6863130300167598e-16,4.8515692171711065e-13,2.2873722462017493e-19,-6.6828267641686545e-30,-4.3692841764339105e-26,2.2696317387641735e-30,-2.6571242324267339e-15,3.718983651971809e-16,-1.4765628671757135e-18,-3.1804597594714754e-19,-1.2903668460706742e-31,-3.1478952106123e-31,-1.0037356902008418e-27,7.1279990096157792e-30,3.0173635145456622e-41,3.6228379048173484e-29,7.1288706095536427e-16,9.7665969890086026e-40,4.3050544628235799e-16,-1.5332597134092216e-32,2.9300845699933355e-33,-3.0306974284151748e-19,-5.4539930361023423e-16,-6.8722238682219422e-40,1.6458667101354925e-21,8.0368578154028835e-25,1.6355478488774608e-31,1.7504513736518275e-33,0.88129999999999997,0.0,0.0,0.0,0.0098899061309545462,0.10880296938609622,0.0001000000000000008,7.5153798259029277e-09,4.2537734298382121e-08,1.3198045782513117e-08,9.3137070491641534e-14,2.9976309113507516e-08,4.4653629292629774e-12,6.3701623962511476e-10,1.6758313656664118e-15
1.4171060606947127e-09,0.002493543183346564,1.7545436308178827e-20,1.9850522818613869e-15,3.7931963468416562e-16,-9.6840064579246955e-16,4.8538793635165019e-13,2.2893320020860346e-19,-6.673676475964273e-30,1.5739789152140082e-27,2.2683947174503918e-30,-2.656605254436153e-15,3.7181418753115528e-16,-1.4760669811436799e-18,-3.1812600567777382e-19,-1.2878678648862746e-31,-3.1502048079959432e-31,-1.0040433509984223e-27,7.1254935914500658e-30,3.0166289500008208e-41,3.6229255160570746e-29,7.1261539794793787e-16,9.7705779974985607e-40,4.3055964693326774e-16,-1.5341180971899648e-32,2.9287119895676245e-33,-3.0302002846461793e-19,-5.4532851375580937e-16,-6.8715226311823745e-40,1.646126539812476e-21,8.0414075587784941e-25,1.6367376008238575e-31,1.7498770474404317e-33,0.88129999999999997,0.0,0.0,0.0,0.0098899061025873938,0.1088029693750617,0.0001000000000000008,7.5176508459391605e-09,4.255058925309265e-08,1.3200252666556418e-08,9.3165216630821003e-14,2.9987150179295465e-08,4.4653629164549944e-12,6.3720943997110048e-10,1.6764374381530843e-15
1.4179623578517252e-09,0.002493543183291539,1.7566801784985585e-20,1.9874692953089795e-15,3.9130238949778115e-16,-9.6793329110240149e-16,4.8584864411715411e-13,2.2932548564346726e-19,-6.6555312127964093e-30,1.0925199988418584e-25,2.2658869456170431e-30,-2.6621052126304546e-15,3.6509025054768856e-16,-1.4750638508558091e-18,-3.18285635993192e-19,-1.3345638215130901e-31,-3.1548299911787117e-31,-1.0046583649445647e-27,7.1204007561094593e-30,3.015126591329716e-41,3.6230760116337273e-29,7.1861984257488061e-16,9.7785385260963532e-40,4.3066702187287141e-16,-1.5358374597830905e-32,2.9259299059673224e-33,-3.0291894481842256e-19,-5.4518414471293348e-16,-6.8701044514215858e-40,1.6466413411610982e-21,8.0505087356712922e-25,1.6391181895957347e-31,1.7487098011487259e-33,0.88129999999999997,0.0,0.0,0.0,0.0098899060458530891,0.1088029693529925,0.0001000000000000008,7.5221928855058896e-09,4.2576299162179747e-08,1.3204666287583946e-08,9.3221508908433285e-14,3.0008832457576569e-08,4.46536289083903e-12,6.3759584066543168e-10,1.6776495913280622e-15
1.4188186550087377e-09,0.0024935431832365145,1.7586927850688415e-20,1.989746104064631e-15,3.2114401121672964e-16,-9.6745805157868708e-16,4.8631798733510221e-13,2.2971821708917381e-19,-6.6374440006954216e-30,-1.6776613764996317e-24,2.2633347323646777e-30,-2.6306900398263813e-15,3.9525837832345885e-16,-1.4740550377214227e-18,-3.1844470420155188e-19,-1.0821342304883053e-31,-3.159463075151221e-31,-1.0052729676965764e-27,7.1151998646792503e-30,3.0137241212243164e-41,3.6233510866768005e-29,6.8772202798424285e-16,9.7864970726225433e-40,4.3077305452193593e-16,-1.5375602723771042e-32,2.9230991690906009e-33,-3.0281570052862077e-19,-5.4503613359212673e-16,-6.8686654805123913e-40,1.6471498035254074e-21,8.0596121589725934e-25,1.6415002281405805e-31,1.7475180211087456e-33,0.88129999999999997,0.0,0.0,0.0,0.0098899059891187843,0.10880296933092309,0.0001000000000000008,7.5267349243982977e-09,4.2602009070816527e-08,1.3209079713126403e-08,9.3277801185039965e-14,3.0030514930870935e-08,4.4653628652230647e-12,6.3798224136171098e-10,1.6788617554053604e-15
1.4196749521657502e-09,0.002493543183181488,1.758635708660741e-20,1.9896816437077055e-15,-4.4929394960820388e-16,-9.66829265927568e-16,4.8685957991427736e-13,2.3011142233955093e-19,-6.6203960733367772e-30,-1.2703441980053019e-23,2.2599044412819311e-30,-2.2838365964657934e-15,7.4041707374303588e-16,-1.4728511410143284e-18,-3.1859425300034136e-19,1.7172104790630672e-31,-3.1642306453254744e-31,-1.00588712355196e-27,7.1078836216457454e-30,3.0129972079567875e-41,3.6246559987742791e-29,3.4163366201850575e-16,9.7944550555864084e-40,4.3085513485047378e-16,-1.5394224694717704e-32,2.9193077675235009e-33,-3.0267067694228007e-19,-5.4481792226807926e-16,-6.8672048355936725e-40,1.6475434925636809e-21,8.0687175863909605e-25,1.6438700738101552e-31,1.7458442144508488e-33,0.88129999999999997,0.0,0.0,0.0,0.0098899059323844813,0.10880296930885344,0.0001000000000000008,7.5312769626163865e-09,4.2627718976735025e-08,1.3213492943879523e-08,9.3334093455682024e-14,3.0052197598472145e-08,4.4653628396071011e-12,6.3836864205634555e-10,1.6800739303454867e-15
1.4205312493227627e-09,0.00249354318312646,1.7524572263095549e-20,1.9826925193658405e-15,-1.8895760470274003e-15,-9.6574285335855762e-16,4.8747088767832603e-13,2.3050515903045151e-19,-6.613763406160772e-30,-1.1431620348474429e-23,2.2538596054853747e-30,-1.6328180743658552e-15,1.3884066904574167e-15,-1.470937497383826e-18,-3.187155581874333e-19,6.968482248258583e-31,-3.1693962157125275e-31,-1.0065006613230956e-27,7.0942704997521465e-30,3.0132053928262726e-41,3.626916809251378e-29,-3.0788179164320561e-16,9.8024154020533448e-40,4.3086602874837772e-16,-1.541707652928579e-32,2.9126557394139017e-33,-3.0240116252518246e-19,-5.4439055428527975e-16,-6.8657263565024447e-40,1.6475957430559828e-21,8.0778240639520299e-25,1.6461992752280643e-31,1.7427356643771513e-33,0.88129999999999997,0.0,0.0,0.0,0.0098899058756501852,0.10880296928678351,0.0001000000000000008,7.5358190001601561e-09,4.2653428875317458e-08,1.3217905980523699e-08,9.3390385710248045e-14,3.0073880459677557e-08,4.4653628139911383e-12,6.3875504273859132e-10,1.6812861161091598e-15
1.421301916764074e-09,0.0024935431830769355,1.740476442488283e-20,1.9691396979682697e-15,-2.7578428811643072e-15,-9.6428293010788583e-16,4.8797735131846672e-13,2.3085999364687301e-19,-6.6290361607757404e-30,-9.1711260993836817e-25,2.2456702052799217e-30,-1.2347073517672024e-15,1.7823856956655648e-15,-1.4683643747434683e-18,-3.1879492612542131e-19,1.013743187558032e-30,-3.1744630498832383e-31,-1.0070520253807057e-27,7.0753972365168186e-30,3.0142518652452825e-41,3.6283246091495275e-29,-7.0386213223386532e-16,9.80958257064544e-40,4.3080077529100066e-16,-1.5442119849819859e-32,2.9036609360894244e-33,-3.0202742960368771e-19,-5.4378553797871543e-16,-6.8643973098050549e-40,1.6472826308399634e-21,8.0860193819407477e-25,1.6482522340356021e-31,1.7384296128775479e-33,0.88129999999999997,0.0,0.0,0.0,0.0098899058245893335,0.10880296926692046,0.0001000000000000008,7.5399068333730023e-09,4.2676567776505235e-08,1.3221877548113612e-08,9.3441048722834161e-14,3.0093395199714203e-08,4.4653627909367721e-12,6.3910280332767849e-10,1.6823770925181815e-15
1.4220725842053851e-09,0.0024935431830274135,1.7265867333242281e-20,1.9534274592164725e-15,-2.2980044725157499e-15,-9.6267675892789098e-16,4.8834987598434217e-13,2.3121521740835127e-19,-6.6585779962574731e-30,1.2437961333295039e-23,2.2366521313996305e-30,-1.4322954440395412e-15,1.5802393375190348e-15,-1.4654271882729888e-18,-3.1886506725909563e-19,8.566802876285412e-31,-3.1796555222521921e-31,-1.0076023638518827e-27,7.0545255620898674e-30,3.0149474982080295e-41,3.6278186654348896e-29,-5.039074685315439e-16,9.8167494361824789e-40,4.3071251707285301e-16,-1.5468547359946296e-32,2.8937586814834281e-33,-3.0161387747419719e-19,-5.4311359207687119e-16,-6.863093038621567e-40,1.6468591371511476e-21,8.0942132005970601e-25,1.6502929053647348e-31,1.7336686452321736e-33,0.88129999999999997,0.0,0.0,0.0,0.0098899057735284835,0.10880296924705739,0.0001000000000000008,7.5439946660396512e-09,4.2699706675399982e-08,1.3225848959570388e-08,9.3491711730368815e-14,3.0112910095491911e-08,4.4653627678824067e-12,6.3945056388498466e-10,1.6834680776339909e-15
1.4228432516466964e-09,0.0024935431829778915,1.7189458075230624e-20,1.9447839756349633e-15,-1.4448785183071113e-16,-9.6153444560673861e-16,4.8854748246655431e-13,2.315707158914596e-19,-6.6783730604690447e-30,2.7568415455151666e-23,2.2302853716889948e-30,-2.3932500627629817e-15,6.1607845069772827e-16,-1.4631182666322695e-18,-3.1896346402634512e-19,8.2288319821945857e-32,-3.1844449676121233e-31,-1.0081516904927006e-27,7.0400344060145519e-30,3.0131470676521009e-41,3.6247718252219328e-29,4.5866632859931483e-16,9.8239100106415714e-40,4.30695921836759e-16,-1.5490709260339405e-32,2.886755552739705e-33,-3.0132644399544957e-19,-5.4265348200511533e-16,-6.8618238680863229e-40,1.6467796367524691e-21,8.1024058795552501e-25,1.6523779909007747e-31,1.730361568530827e-33,0.88129999999999997,0.0,0.0,0.0,0.0098899057224676248,0.1088029692271943,0.0001000000000000008,7.5480824981601012e-09,4.2722845581346881e-08,1.3229820215447038e-08,9.354237475330957e-14,3.0132425146502482e-08,4.4653627448280422e-12,6.3979832441851766e-10,1.6845590714281763e-15
1.4236139190880076e-09,0.002493543182928372,1.7312933222830601e-20,1.9587518383620145e-15,5.3221613013495251e-15,-9.6188814526898054e-16,4.8841006602373687e-13,2.3192629741487701e-19,-6.6639648249677801e-30,7.1516245850276492e-23,2.2324546078890763e-30,-4.8562632702755033e-15,-1.8457800169811656e-15,-1.4630364923672093e-18,-3.1915365215634558e-19,-1.8726089939192903e-30,-3.1879382248377743e-31,-1.008700508815216e-27,7.0460942061264851e-30,3.0064965427440501e-41,3.6169757467901762e-29,2.9208871074692235e-15,9.8310543695582416e-40,4.3091128906138105e-16,-1.5499004561446475e-32,2.8890880792666829e-33,-3.0144587722183332e-19,-5.4287686518017635e-16,-6.8605762694668264e-40,1.6478136250680886e-21,8.1106002696023567e-25,1.6546037363043916e-31,1.731736350665302e-33,0.88129999999999997,0.0,0.0,0.0,0.0098899056714067454,0.10880296920733144,0.0001000000000000008,7.5521703297343522e-09,4.2745984510134353e-08,1.3233791316325165e-08,9.3593037826207951e-14,3.0151940352239768e-08,4.4653627217736784e-12,6.4014608496234233e-10,1.6856500738724409e-15
1.4237873192623027e-09,0.0024935431829172326,1.7379413503406111e-20,1.9662722491907734e-15,6.1274590772108179e-15,-9.6225803791002282e-16,4.8842183700323806e-13,2.320062991094836e-19,-6.6735732375888158e-30,2.9038460316943503e-24,2.2345977764359276e-30,-5.2219995863603837e-15,-2.2104102933301135e-15,-1.4635447766263438e-18,-3.1921428607951471e-19,-2.1614747591646899e-30,-3.1884729977947858e-31,-1.0088240109388326e-27,7.0514427724901308e-30,3.0091049995147719e-41,3.6162264668040342e-29,3.2859771736405125e-15,9.8326589456216494e-40,4.3100479900977094e-16,-1.5498182669147832e-32,2.891423489735654e-33,-3.0155170949571087e-19,-5.4305977476521274e-16,-6.8602979762259753e-40,1.6482625904695246e-21,8.1124446949381219e-25,1.6551317537407071e-31,1.7329534187618578e-33,0.88129999999999997,0.0,0.0,0.0,0.009889905659918043,0.10880296920286223,0.0001000000000000008,7.553090091763285e-09,4.2751190773462012e-08,1.3234684792719748e-08,9.3604437027138875e-14,3.0156331294802325e-08,4.4653627165864457e-12,6.402243310912104e-10,1.6858955506116047e-15
1.4238740193494502e-09,0.00249354318291166,1.7416614004464421e-20,1.9704804590031921e-15,6.2760085390680897e-15,-9.6247283649845245e-16,4.8845329952233025e-13,2.3204630127303773e-19,-6.6838051566992604e-30,3.3182137127416503e-26,2.2358394905236438e-30,-5.2908766296138206e-15,-2.2786472567521861e-15,-1.4638716605294618e-18,-3.1924644215234755e-19,-2.2156326701762722e-30,-3.1887145977251441e-31,-1.0088857806989514e-27,7.0545267502582314e-30,3.0118708812673342e-41,3.6163381721252812e-29,3.3544829256775044e-15,9.8334610057863533e-40,4.3105619248160583e-16,-1.5497497211910928e-32,2.8927774098792323e-33,-3.0161274569959534e-19,-5.4316487149059128e-16,-6.8601598974335997e-40,1.6485093575649737e-21,8.1133670730806859e-25,1.6553985795190097e-31,1.7336552560906238e-33,0.88129999999999997,0.0,0.0,0.0,0.0098899056541736918,0.10880296920062758,0.0001000000000000008,7.5535499727673843e-09,4.2753793905553041e-08,1.3235131527985937e-08,9.3610136628541655e-14,3.0158526769009632e-08,4.4653627139928298e-12,6.4026345415727584e-10,1.6860182891447673e-15
1.4240474195237453e-09,0.0024935431829005176,1.7492778016700662e-20,1.9790963141150602e-15,6.3716523270212491e-15,-9.6291608914861496e-16,4.8853653004623256e-13,2.3212631676371082e-19,-6.7087132432148166e-30,-7.3452466143970633e-25,2.2384013075095678e-30,-5.3381778791784849e-15,-2.324628523196105e-15,-1.4645662352049135e-18,-3.1931160601536644e-19,-2.2523111421631952e-30,-3.1891860231603142e-31,-1.0090093664051481e-27,7.0608836104344651e-30,3.018543305808236e-41,3.6169444203275595e-29,3.4010195531838492e-15,9.8350652532219272e-40,4.3116111318263574e-16,-1.5496006193105664e-32,2.8955711546060585e-33,-3.0173853414312346e-19,-5.4338130945979498e-16,-6.859888235976214e-40,1.6490131591804133e-21,8.1152121789786639e-25,1.6559336201147478e-31,1.7351019594519005e-33,0.88129999999999997,0.0,0.0,0.0,0.0098899056426849895,0.10880296919615831,0.0001000000000000008,7.5544697347548407e-09,4.2759000169908813e-08,1.3236024992656315e-08,9.362153583172905e-14,3.0162917723272745e-08,4.4653627088055979e-12,6.4034170029275122e-10,1.6862637665380569e-15
1.4242208196980404e-09,0.0024935431828893746,1.7570376511555874e-20,1.987874441011954e-15,6.4905403618249365e-15,-9.6337069892872609e-16,4.8861746395083424e-13,2.3220634841172777e-19,-6.7372956807206717e-30,1.0479216614251055e-23,2.2410288263119931e-30,-5.396044075968199e-15,-2.3811416033116337e-15,-1.4652779106864983e-18,-3.1937748508288316e-19,-2.2970784276263834e-30,-3.1896476489074342e-31,-1.0091330151799374e-27,7.0673988891424838e-30,3.0258494198418459e-41,3.6175787768370661e-29,3.4581027800894066e-15,9.8366697816642633e-40,4.3126781559379099e-16,-1.5494419445817222e-32,2.8984368466169702e-33,-3.018674142484777e-19,-5.4360294370132428e-16,-6.8596235721105612e-40,1.6495255444187419e-21,8.1170577546851421e-25,1.6564698860327838e-31,1.7365847620547869e-33,0.88129999999999997,0.0,0.0,0.0,0.0098899056311962889,0.10880296919168898,0.0001000000000000008,7.555389496714646e-09,4.2764206434413643e-08,1.3236918449514974e-08,9.3632935035241505e-14,3.0167308685329044e-08,4.4653627036183661e-12,6.4041994643261945e-10,1.6865092443670283e-15
1.4243942198723355e-09,0.002493543182878232,1.7648452936492383e-20,1.9967066324542672e-15,6.5352462652888861e-15,-9.6382947086056404e-16,4.8870533839174682e-13,2.322863974970008e-19,-6.7674059599521825e-30,-3.2293785629155437e-25,2.243681285084254e-30,-5.4203208603428259e-15,-2.4040531455790992e-15,-1.466002678290164e-18,-3.1944363734597033e-19,-2.317392838598556e-30,-3.1901056674649581e-31,-1.0092567269068387e-27,7.0739744423792082e-30,3.0335399556830925e-41,3.6183439478543804e-29,3.4815898798562402e-15,9.8382746899200634e-40,4.313751835843013e-16,-1.5492804165364064e-32,2.9013299814319845e-33,-3.0199742911532836e-19,-5.4382648674573503e-16,-6.8593666629558255e-40,1.6500411488317226e-21,8.1189037963555321e-25,1.6570067173694263e-31,1.7380813230397602e-33,0.88129999999999997,0.0,0.0,0.0,0.0098899056197075848,0.1088029691872197,0.0001000000000000008,7.5563092586468003e-09,4.2769412698951467e-08,1.3237811898567122e-08,9.3644334238826498e-14,3.0171699655172785e-08,4.4653626984311342e-12,6.4049819257669089e-10,1.6867547226313611e-15
1.424480919959483e-09,0.00249354318287266,1.7687490705924119e-20,2.0011226780907744e-15,6.5368228213695216e-15,-9.6405906686166845e-16,4.887514905800721e-13,2.3232642882283357e-19,-6.7823088316083261e-30,-3.529436090530908e-28,2.2450091157304181e-30,-5.4231782930152782e-15,-2.406227333918854e-15,-1.4663673441969803e-18,-3.1947673290396713e-19,-2.3197475454283059e-30,-3.1903345013612238e-31,-1.00931860620293e-27,7.077266158531073e-30,3.0373984091348424e-41,3.6187583083455024e-29,3.4840521159435982e-15,9.8390773026427079e-40,4.3142890752175539e-16,-1.5491998520530676e-32,2.9027783592643052e-33,-3.0206249469290448e-19,-5.4393835686881387e-16,-6.8592411950550632e-40,1.6502991498278631e-21,8.1198269904968871e-25,1.6572752192491903e-31,1.7388305116925989e-33,0.88129999999999997,0.0,0.0,0.0,0.0098899056139632336,0.10880296918498503,0.0001000000000000008,7.5567691396025079e-09,4.2772015831212578e-08,1.3238258620167484e-08,9.3650033840601722e-14,3.0173895143013134e-08,4.4653626958375183e-12,6.4053731565023942e-10,1.6868774619266864e-15
1.4246543201337781e-09,0.002493543182861517,1.7765526878495098e-20,2.0099503162296825e-15,6.5369056063668734e-15,-9.6451839811312403e-16,4.8884420753322943e-13,2.3240650511392652e-19,-6.811937165267717e-30,-1.5912740067288918e-27,2.247666380576981e-30,-5.4275597478594301e-15,-2.4092418844641719e-15,-1.4670972496415541e-18,-3.1954294553173304e-19,-2.323019550521189e-30,-3.1907920607458771e-31,-1.0094424113192486e-27,7.0838536190091086e-30,3.0450941161812407e-41,3.6195914416441667e-29,3.4876429341383267e-15,9.8406828426350232e-40,4.3153639148108661e-16,-1.5490393559043719e-32,2.9056769631039517e-33,-3.0219266574312049e-19,-5.4416216596798514e-16,-6.8589960585938633e-40,1.6508153402350925e-21,8.1216737236957126e-25,1.6578123690025674e-31,1.740329827652235e-33,0.88129999999999997,0.0,0.0,0.0,0.0098899056024745313,0.10880296918051569,0.0001000000000000008,7.5576889014931841e-09,4.2777222095717957e-08,1.3239152057521548e-08,9.3661433044114682e-14,3.0178286124525966e-08,4.4653626906502865e-12,6.4061556180021941e-10,1.6871229408433861e-15
