Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782)
2.054849235263663e-11,0.0024935432596303515,9.4397797073055716e-26,1.0678580531636065e-20,1.2992441940858389e-19,9.4377841582809475e-26,2.5408416172183814e-16,8.188980232805485e-25,-7.9771188589788827e-50,-2.0627208622120388e-26,1.9447528792302144e-43,2.0627201409082671e-26,6.3820403053877865e-38,1.4669217614869097e-22,7.0360044738719958e-32,-9.6679203131378771e-46,1.2055062028935578e-41,7.244529066011167e-34,1.8349198243938313e-42,2.5346854099922211e-69,2.5010294480571828e-41,6.7713421295150511e-43,3.5950262207016551e-55,4.9459754714749829e-33,4.3895829952251738e-54,3.8432858073990278e-49,2.0666219929033964e-43,2.0105740805091349e-29,-5.1332941186057931e-63,9.2489183616921672e-53,4.8880264389829647e-45,-1.2046178533661269e-52,8.5468617429986224e-73,0.88129999999999997,0.0,0.0,0.0,0.0098899986366867733,0.10880299997091805,0.0001,1.0902154582071288e-10,6.1919309011162805e-10,6.042131962805159e-10,1.3556935546075254e-15,2.2030666988117451e-11,1.8036946721574843e-12,7.0496729302376174e-12,1.2314886671610483e-18
2.175975319137889e-11,0.002493543259622446,1.0560955875922777e-25,1.1946891089848322e-20,1.3981103469483301e-19,1.0558591218394607e-25,2.8332063409004606e-16,9.6756556481041385e-25,-8.607003752948172e-47,7.1838473607604619e-25,2.1822829380523965e-43,-7.1838449503846368e-25,6.7539419167993539e-38,1.5902864238702602e-22,5.7742109258119817e-32,3.8248782777784745e-44,1.4313024482319871e-41,8.1304622837975198e-34,2.1848210017007086e-42,9.7804203721143099e-66,-9.3048677619124498e-40,-2.6294661723348542e-41,-1.3696057675084067e-53,-1.8401081903088356e-31,-8.6740675343240411e-53,4.5627919976500108e-49,2.3165500287304866e-43,2.3820273077063562e-29,-5.6664754275252874e-60,-3.6981774295247429e-51,-1.8622134407793767e-43,4.4803950732530004e-51,1.1372928417273199e-72,0.88129999999999997,0.0,0.0,0.0,0.0098899985563506935,0.10880299996774721,0.0001,1.1544796765596454e-10,6.5556933378984787e-10,6.384958613232041e-10,1.4353399968443964e-15,2.4662839726100324e-11,1.8836478678398611e-12,7.5882167822740844e-12,1.3786329910390156e-18
2.297101403012115e-11,0.0024935432596141774,1.1379070503926346e-25,1.28723689300622e-20,2.2851383647939665e-20,1.1376298779504345e-25,3.1408848530230015e-16,1.1333204066432619e-24,-1.0281025428692968e-43,-3.0311699257267731e-23,2.3541108769306649e-43,3.031168733552908e-23,7.2362002599354371e-38,9.8716331724410818e-24,9.6591836339764958e-31,-1.792471212948189e-42,1.6804657227127514e-41,8.7459274968355985e-34,2.572581594810498e-42,-4.0214165884402296e-61,5.0846120768801527e-38,3.1519436060260959e-40,7.6869362411068868e-52,1.0055206120723066e-29,-1.1029364204609484e-49,5.3677884388063572e-49,2.5822921156758717e-43,2.7913340572761357e-29,-6.7614922913886939e-57,3.4785247117735802e-50,1.0451748194381592e-41,-2.4476444459644525e-49,1.5116870120830047e-72,0.88129999999999997,0.0,0.0,0.0,0.0098899984760170215,0.10880299996443098,0.0001,1.2187438814159886e-10,6.9194385331053643e-10,6.726348190355485e-10,1.5149826635335696e-15,2.7438717639207641e-11,1.9611994063670929e-12,8.1284840524717231e-12,1.5338112293160776e-18
2.539353570760567e-11,0.002493543259596564,-1.4102996865013533e-26,-1.5953670673699575e-21,-1.9513054943423737e-18,-1.4135287994769398e-26,3.8131557877730929e-16,1.5204281761522922e-24,5.3373662603636902e-41,-8.6520219096861535e-23,-1.2876048399769624e-43,8.652435656294166e-23,7.6172005747598903e-38,-1.0582769350985527e-21,7.1335100915689861e-30,3.7888806605361804e-41,2.10408521798369e-41,4.5265145417670258e-34,3.2326135755469202e-42,7.6446518292078123e-52,-1.8712214410351751e-35,1.3644614552127564e-34,-7.1292897258525362e-49,-3.7004823575637081e-27,1.3615745617589631e-46,2.0917877464160831e-48,3.1825850953140169e-43,3.2465209079633368e-29,8.3382374762789782e-54,5.3652429378227632e-44,-9.6958810424457644e-39,9.3422351261678462e-47,-9.0596886567964208e-71,0.88129999999999997,0.0,0.0,0.0,0.0098899983153566042,0.10880299995736652,0.0001,1.3472722506402262e-10,7.6468912458773939e-10,7.4048454684844984e-10,1.6742597462829592e-15,3.3418654636382323e-11,2.1093839248312276e-12,9.2127838676822498e-12,1.8681054024202342e-18
2.781605738509019e-11,0.0024935432595775318,-1.8852025009867434e-24,-2.1326002546973233e-19,-2.3479784289620472e-17,-1.885174810518028e-24,4.6280107173441143e-16,1.9924641048802197e-24,-5.5805582533332314e-38,-9.851664625617208e-22,3.8941062068540012e-40,9.7938985401533719e-22,-4.0089856801733434e-37,-1.5223078997919438e-20,8.6979716972695311e-29,-7.4205922686520324e-38,2.7124664755786714e-42,-7.8921677695681244e-33,3.3021809051538481e-43,1.6164801968501231e-50,2.9299818018626307e-32,-3.3537080214662751e-32,1.1157287943660235e-45,5.794261293129321e-24,-1.4217921299196554e-43,2.8234969426258562e-46,9.8835553146563044e-43,-2.8495408656243054e-29,-8.7069537908721639e-51,-1.3070920869806699e-41,1.5173982301214053e-35,-1.3695952909811006e-43,-3.7217304672655371e-69,0.88129999999999997,0.0,0.0,0.0,0.0098899981547049837,0.10880299994973254,0.00010000000000000002,1.4758005658799819e-10,8.3743094117515215e-10,8.0776821093358177e-10,1.8335292639779244e-15,3.9964646813890073e-11,2.248799693708632e-12,1.0300524188061207e-11,2.2340451920446315e-18
3.023857906257471e-11,0.0024935432595570945,-9.0532213653430434e-24,-1.0241289501774231e-18,-6.8913812822802041e-17,-9.0528180065652805e-24,5.6514074880337947e-16,2.5699127045151376e-24,-8.3090825550044046e-38,-8.8392901487602478e-22,8.7499955842340209e-40,8.7065706011756392e-22,-1.6685979608620371e-36,-4.0342662673706011e-20,2.2639346840424338e-28,-1.2312443421056895e-37,-1.223107997769321e-40,-3.7852700909133128e-32,-1.9566690213264559e-41,2.4594620319445807e-49,6.624570702092369e-32,5.2461260079752229e-31,4.910667787823969e-45,1.3100591130274805e-23,-5.0566490665005975e-43,4.5830081815940419e-45,1.2081473255290002e-41,-4.0907980935777143e-28,-3.0931170658859169e-50,2.0407484279546076e-40,6.6799757040156853e-35,-2.8018269921944594e-43,-8.9278110481614313e-67,0.88129999999999997,0.0,0.0,0.0,0.0098899979940616396,0.10880299994153619,0.00010000000000000005,1.6043288271353877e-10,9.1017067292713365e-10,8.7449158317214382e-10,1.9927942162816471e-15,4.7070922337557468e-11,2.379965797289548e-12,1.1390336639520476e-11,2.631307920723872e-18
3.266110074005923e-11,0.002493543259535272,-2.3889986294243301e-23,-2.7025094043171083e-18,-1.1494884321765554e-16,-2.3888412636567653e-23,6.6632299228446427e-16,3.2658814710128423e-24,-1.1853151558521668e-36,-1.3287949872753724e-21,8.0170328783724529e-39,1.2083343539556998e-21,-4.2944706109335332e-36,-7.5295461866640391e-20,4.0867275305248016e-28,-1.5560421816076076e-36,-5.1800687951340163e-40,-1.0316041777605368e-31,-8.2846617622247914e-41,4.5126172372661944e-48,6.0203323832033919e-31,-9.7884018375563637e-30,3.2976726903738606e-44,1.1905664014846064e-22,-4.0825220371576627e-42,2.6511499006630737e-44,7.0153906781367522e-41,-1.5794845415135874e-27,-2.4980778346227066e-49,-3.8576050701703359e-39,4.4857374192926375e-34,-2.6123497871975514e-42,-8.5764658846998552e-66,0.88129999999999997,0.0,0.0,0.0,0.0098899978334260827,0.10880299993278401,0.00010000000000000009,1.7328570344065701e-10,9.8290912975409112e-10,9.4066037654760969e-10,2.1520563767478546e-15,5.4731768271079166e-11,2.5033703994456459e-12,1.2481412113177024e-11,3.0595742037092628e-18
3.508362241754375e-11,0.002493543259512079,-4.4797598750827965e-23,-5.0676438552186132e-18,-1.3445095780073884e-16,-4.4793551656637427e-23,7.7875199016369329e-16,4.0894665209111027e-24,-1.731601523663037e-36,1.4629198382245591e-21,1.4372778783279645e-38,-1.6822196048835047e-21,-6.5643225770817591e-37,-7.5123417731007861e-20,3.7180472706943956e-28,-2.3284849322224273e-36,-1.3570564075116253e-39,-1.906022745501021e-31,-2.1772123414338598e-40,1.557642989485488e-47,1.0796297951647423e-30,-1.6374488734913942e-29,1.0205029289627178e-43,2.1350498253334451e-22,-1.2046245190693868e-41,6.8169855438622727e-44,1.8272890783002508e-40,-4.0642290253967727e-27,-7.3644191417986371e-49,-1.5187285204696337e-38,1.3884055046393565e-33,-3.9019673224105832e-42,-5.4193589210721949e-65,0.88129999999999997,0.0,0.0,0.0,0.0098899976727978133,0.10880299992348212,0.0001000000000000001,1.8613851876936493e-10,1.0556468155529108e-09,1.0062802457525267e-09,2.3113168487357053e-15,6.2941529970757636e-11,2.6194726662180604e-12,1.3573286610780841e-11,3.5185279151314114e-18
3.750614409502827e-11,0.0024935432594875313,-5.6466224598122954e-23,-6.3876307727645272e-18,8.8895487760365784e-18,-5.6458412188561439e-23,7.0083861252063445e-16,4.9433490556518765e-24,-7.1266404495040857e-36,-3.6084715323013201e-21,8.9444104929601318e-38,2.2783503787448282e-21,1.1567419400229614e-34,-1.1246596065917584e-19,4.401573088006464e-28,-1.1362191350291162e-35,-2.7945583824247547e-39,-3.0346573240041163e-31,-4.4979734280629831e-40,6.4215386442717605e-47,6.7003886878731505e-30,-6.4036858389480468e-29,4.3139941989097714e-43,1.3250526949351007e-21,-3.7496565572246299e-41,1.7438572261247095e-43,5.1575845970723869e-40,-7.8021017420751635e-27,-2.2917632076943794e-48,-5.1266046064716298e-38,5.8689915759238548e-33,-2.7442019112340112e-41,-8.5152793242402686e-65,0.88129999999999997,0.0,0.0,0.0,0.0098899975121764603,0.10880299991363655,0.00010000000000000013,1.9899132869967387e-10,1.1283839575300867e-09,1.0713567878304817e-09,2.4705761299570101e-15,7.1694610448891543e-11,2.7287046290999798e-12,1.4665671245969795e-11,4.0078561524101186e-18
3.7620058609455104e-11,0.0024935432594863447,-5.6370330326844814e-23,-6.3767826816183275e-18,1.548786201708056e-17,-5.6362319354202304e-23,6.9633675763852554e-16,4.9812162499917917e-24,-7.398480187712413e-36,-3.8734635782228273e-22,9.3204404822510442e-38,-9.9825031236607963e-22,8.1876031658376391e-35,-1.1541530665996906e-19,4.4524511880485908e-28,-1.1820185549252537e-35,-2.8793071573347261e-39,-3.0969531421252456e-31,-4.6351392878655291e-40,6.6332608045351331e-47,6.9820076135281028e-30,-6.6448080395879092e-29,4.5940220433775844e-43,1.3807449739559462e-21,-3.9487351352679257e-41,1.8029884279828466e-43,5.3553926037504097e-40,-7.999360962133446e-27,-2.4134432629065833e-48,-5.407753635519881e-38,6.2499399825205496e-33,-2.8496764937377923e-41,-8.8975288892862948e-65,0.88129999999999997,0.0,0.0,0.0,0.0098899975046237067,0.10880299991316031,0.00010000000000000013,1.9959570772088276e-10,1.13180427361257e-09,1.074403607641436e-09,2.4780649735120034e-15,7.2119489234719143e-11,2.733678840309642e-12,1.4717048412893957e-11,4.0316084095537313e-18
3.784788763830877e-11,0.0024935432594839603,-5.6045824086193972e-23,-6.3400733237123527e-18,2.3599453150543153e-17,-5.6037419109239147e-23,6.9535156144608327e-16,5.056481491618443e-24,-7.6702268686835643e-36,4.1916999735534333e-22,9.6937222982659806e-38,-1.8598777208064847e-21,-5.3421960265249689e-36,-1.1796908914855796e-19,4.3562399451897642e-28,-1.2281845762446703e-35,-3.0539963464981775e-39,-3.2242786704326655e-31,-4.9180691684020643e-40,6.8336560328552403e-47,7.2618686270875666e-30,-6.8938531526923366e-29,5.1791395714999546e-43,1.436089612520492e-21,-4.362975703207321e-41,1.9042127894818555e-43,5.6694218259638945e-40,-8.3933968244671547e-27,-2.6666053632149709e-48,-5.9970079535196027e-38,7.0459557311772444e-33,-2.9162591972796097e-41,-1.0224509233296167e-64,0.88129999999999997,0.0,0.0,0.0,0.009889997489518243,0.10880299991220423,0.00010000000000000013,2.0080446572749021e-10,1.1386449067513593e-09,1.0804936821637454e-09,2.493042662834856e-15,7.2972811850964558e-11,2.7435845607852474e-12,1.4819804684069294e-11,4.0793122295586658e-18
3.83035456960161e-11,0.0024935432594791573,-5.5457689896960503e-23,-6.2735417619689588e-18,8.662485976129045e-18,-5.5448506386522003e-23,7.2187239837725819e-16,5.2093363054168463e-24,-7.7260245810705687e-36,-2.803795772803305e-21,9.9899062928129528e-38,1.3191434687778338e-21,-2.226642347675405e-34,-1.2619786760577096e-19,4.3259928565341724e-28,-1.2465869267478854e-35,-3.4250817510933382e-39,-3.4913910347510978e-31,-5.5197459564026707e-40,7.4980159027065603e-47,7.4846745882323207e-30,-7.0306404654922276e-29,6.3983195211905376e-43,1.4801511815927175e-21,-5.214806146418221e-41,2.0904262325818433e-43,6.0462587272732002e-40,-9.1760405697372957e-27,-3.1869674702478595e-48,-7.2235965360747051e-38,8.7047349077627299e-33,-2.8619896355474242e-41,-1.409086250101942e-64,0.88129999999999997,0.0,0.0,0.0,0.0098899974593074872,0.10880299991027775,0.00010000000000000014,2.0322198159746389e-10,1.152326163182542e-09,1.0926595868367683e-09,2.5229980199926732e-15,7.4693701234824659e-11,2.7632263387660981e-12,1.5025324178870144e-11,4.1755161964418712e-18
3.831778501031945e-11,0.002493543259479006,-5.5451787896028429e-23,-6.2728741081894e-18,8.0283316512196126e-18,-5.5442580235174336e-23,7.2279693864465935e-16,5.2142415941725646e-24,-7.7286906324716647e-36,2.5530837001629161e-22,1.000275112470932e-37,-1.7418649909538337e-21,-2.7729925386718708e-34,-1.2654524790211068e-19,4.3301200645107733e-28,-1.2473967217847618e-35,-3.4371627802426942e-39,-3.5000362809514919e-31,-5.5393459287355419e-40,7.5251835926618138e-47,7.4943231580034256e-30,-7.0362319683216831e-29,6.4364894345556331e-43,1.4820592594614003e-21,-5.2411502465984478e-41,2.0967790958659153e-43,6.0526918283951109e-40,-9.2003056020922951e-27,-3.2030530371056815e-48,-7.2618435837547488e-38,8.7566724623876432e-33,-2.861152494654138e-41,-1.4220258010624994e-64,0.88129999999999997,0.0,0.0,0.0,0.0098899974583634039,0.10880299991021725,0.00010000000000000014,2.0329752896532312e-10,1.1527537022299963e-09,1.093039465627408e-09,2.5239341243876598e-15,7.4747784753727466e-11,2.7638365206440371e-12,1.5031746796881192e-11,4.1785396621627649e-18
3.834626363892616e-11,0.002493543259478705,-5.5439567421001116e-23,-6.2714916931837484e-18,7.2138188172531892e-18,-5.543031156265518e-23,7.2442543113649027e-16,5.2240558068561208e-24,-7.7225377643178469e-36,-3.7800305555281463e-22,1.0017740220701289e-37,-1.1107830918825094e-21,-4.2018107393497653e-34,-1.2696836089402261e-19,4.3228555709869733e-28,-1.2474324523679749e-35,-3.4614141365955532e-39,-3.5173711878067799e-31,-5.5786943040826212e-40,7.554672203626061e-47,7.5056144675268218e-30,-7.0427518779827605e-29,6.5130217644989618e-43,1.4842922015762093e-21,-5.293921610400252e-41,2.109156963890298e-43,6.0570165602680828e-40,-9.2487871346431226e-27,-3.2352739977267073e-48,-7.3385881646005609e-38,8.8608101926301859e-33,-2.8554858895070632e-41,-1.4489609604574081e-64,0.88129999999999997,0.0,0.0,0.0,0.0098899974564752406,0.10880299991009618,0.00010000000000000014,2.0344862370048205e-10,1.1536087805404941e-09,1.0937991676603996e-09,2.5258063337364438e-15,7.48560073389621e-11,2.7650562282881659e-12,1.5044592056244199e-11,4.1845896990131718e-18
3.840322089613958e-11,0.0024935432594781004,-5.5411099730789573e-23,-6.2682713208645035e-18,8.4483850299102899e-18,-5.5401747377388201e-23,7.2592967140887038e-16,5.2437022041516154e-24,-7.2503095462371394e-36,1.9748250394670754e-21,1.0013181700544786e-37,-3.4629810887221068e-21,-9.1716747719716417e-34,-1.265626632561049e-19,4.2369143875910588e-28,-1.2003228778605561e-35,-3.5102757079274824e-39,-3.5520480063874442e-31,-5.6579843434519804e-40,7.5396931326399404e-47,7.5023573623406908e-30,-7.0777784274118819e-29,6.6664125670744855e-43,1.4836480842027214e-21,-5.3965403209015205e-41,2.1332271561463349e-43,6.0088463450227288e-40,-9.345655788944653e-27,-3.2979175605818228e-48,-7.492926838113278e-38,9.0695325214178677e-33,-2.8313137437690607e-41,-1.5048650643237409e-64,0.88129999999999997,0.0,0.0,0.0,0.0098899974526989141,0.10880299990985381,0.00010000000000000014,2.0375081316856175e-10,1.1553189381676629e-09,1.0953183495644509e-09,2.5295507545994954e-15,7.5072674667927741e-11,2.7674930212933024e-12,1.5070282672275114e-11,4.1967021926031209e-18
3.851713541056641e-11,0.0024935432594768896,-5.5263645597191267e-23,-6.2515901939738225e-18,3.0889738288848942e-17,-5.5254095429783047e-23,7.1611236556916668e-16,5.2827432517308575e-24,-7.0990493504024387e-36,1.1120005436896617e-20,9.8136511100168146e-38,-1.2578697341844002e-20,-3.3379022908634856e-33,-1.1766587148710942e-19,3.6052305278412612e-28,-1.1796039298576717e-35,-3.6094135793888444e-39,-3.6192717079330054e-31,-5.8189018169498043e-40,-4.3609188080811554e-46,7.3533732693194164e-30,-7.693791707544799e-29,6.9714796891453828e-43,1.4541853493797434e-21,-5.5996789559056984e-41,2.1760523600734468e-43,5.428878298905298e-40,-9.5388755057038196e-27,-3.421899926189646e-48,-7.8163163054428536e-38,9.4846602977700313e-33,-2.7133425894045648e-41,-1.6204556578077008e-64,0.88129999999999997,0.0,0.0,0.0,0.0098899974451462612,0.10880299990936822,0.00010000000000000014,2.0435519209576859e-10,1.1587392601777211e-09,1.0983558249746519e-09,2.5370396110491771e-15,7.5506897710065052e-11,2.7723561357121213e-12,1.5121664289429355e-11,4.2209768453754962e-18
3.8531374724869764e-11,0.002493543259476738,-5.5229617499654898e-23,-6.2477407372008381e-18,3.3537403417547018e-17,-5.5220042583285326e-23,7.1502465660315072e-16,5.2875691786132378e-24,-7.4269802057577542e-36,-1.5766420739675428e-23,9.7863024039140317e-38,-1.4388750062048472e-21,-3.5128177800283602e-33,-1.1655897845662762e-19,3.5268086663596874e-28,-1.2115648003651715e-35,-3.6219354054275659e-39,-3.6272644770260723e-31,-5.8392304926310995e-40,-5.2838224312777247e-46,7.3329480834193599e-30,-7.7798000499127338e-29,7.0091415764722005e-43,1.4501461139672158e-21,-5.6265990362660778e-41,2.1806603839238617e-43,5.289634558212439e-40,-9.562957725711226e-27,-3.4383333794010061e-48,-7.8592813317215239e-38,9.5359115791686062e-33,-2.6977234322554406e-41,-1.6348260571244547e-64,0.88129999999999997,0.0,0.0,0.0,0.0098899974442021813,0.10880299990930743,0.00010000000000000013,2.0443073946083013e-10,1.1591668003899485e-09,1.0987354261353681e-09,2.5379757181878128e-15,7.5561258854610992e-11,2.7729630448311609e-12,1.5128087027092215e-11,4.2240158319059221e-18
3.8559853353476474e-11,0.002493543259476435,-5.5157669683220671e-23,-6.2396015923457527e-18,3.6148150832976133e-17,-5.5148045250937194e-23,7.1457344010707383e-16,5.2972233295736291e-24,-7.5652742970115951e-36,1.5848358000153294e-22,9.7586406222613927e-38,-1.6090049145638424e-21,-3.4634937550054258e-33,-1.1545809225787827e-19,3.4335101501001612e-28,-1.2245746584294793e-35,-3.6470637398979694e-39,-3.6430851931095783e-31,-5.8800259320158909e-40,-6.2534132801317739e-46,7.3123249483648308e-30,-7.9508459936350889e-29,7.0841283629383161e-43,1.4460677325630548e-21,-5.6798174900190329e-41,2.1900773734947633e-43,5.0000380718198454e-40,-9.6111285924436198e-27,-3.4708177993791283e-48,-7.9461723380562454e-38,9.6379567608721768e-33,-2.6762988190890321e-41,-1.6624623264312959e-64,0.88129999999999997,0.0,0.0,0.0,0.0098899974423140198,0.10880299990918581,0.00010000000000000013,2.045818341903937e-10,1.1600218798066401e-09,1.0994945729586803e-09,2.5398479299654771e-15,7.5670036640966957e-11,2.7741762104555173e-12,1.5140932528483956e-11,4.2300969075708959e-18
3.861681061068989e-11,0.002493543259475827,-5.5032087167439391e-23,-6.2253909833509386e-18,2.1806990720205724e-17,-5.5022328728650656e-23,7.266115225752389e-16,5.3166760432155344e-24,1.3596710424353581e-35,-1.8051195009317199e-20,9.8787861199381054e-38,1.6582644086916706e-20,-5.8521861212577431e-34,-1.2073668007078994e-19,3.6729297497528171e-28,8.8845007155367182e-36,-3.6976536734830908e-39,-3.6751159517739147e-31,-5.9621658844963381e-40,-6.8701053485517086e-46,7.4023634702707527e-30,-1.1789418525897841e-28,7.2344589337526443e-43,1.4638735283067868e-21,-5.6468770613742899e-41,2.2098351810092165e-43,4.6388625961224286e-40,-9.7073548842874945e-27,-3.4502801665656579e-48,-8.1621112612769191e-38,9.8425356823008842e-33,-2.6966579141119098e-41,-1.7178001671179751e-64,0.88129999999999997,0.0,0.0,0.0,0.0098899974385377124,0.10880299990894232,0.00010000000000000013,2.0488402364728271e-10,1.1617320319392214e-09,1.1010126446440146e-09,2.5435923390866797e-15,7.5887814171522893e-11,2.7765999334692152e-12,1.5166623628337331e-11,4.2422714675724028e-18
3.86452892392966e-11,0.002493543259475524,-5.5008900822146027e-23,-6.2227655434311651e-18,-7.7691215086952303e-19,-5.4999072128660064e-23,7.4295480305201528e-16,5.3266097850696638e-24,2.8608446706704428e-35,-3.1157147211843203e-20,1.0061602896764163e-37,2.9661354252883833e-20,2.4713793220053105e-33,-1.2913687201233861e-19,4.1203636165422879e-28,2.385034309255509e-35,-3.7231158093139968e-39,-3.6921677534012879e-31,-6.0035132401768024e-40,-7.2123647308149378e-46,7.539220965679097e-30,-1.4033093964743808e-28,7.3109398847208998e-43,1.4909381327046131e-21,-5.494284048037891e-41,2.2210101052201523e-43,4.7499072144429345e-40,-9.7553948021467759e-27,-3.35650569109149e-48,-8.3067098105531743e-38,9.9466154307582797e-33,-2.7508468985758448e-41,-1.7475818979622296e-64,0.88129999999999997,0.0,0.0,0.0,0.0098899974366495648,0.10880299990882047,0.00010000000000000013,2.0503511837460814e-10,1.1625871028690844e-09,1.1017715695238494e-09,2.5454645324790436e-15,7.5996813897893877e-11,2.7778104921126953e-12,1.5179469224633726e-11,4.2483649509121932e-18
3.8659528553599954e-11,0.002493543259475372,-5.5013420001727417e-23,-6.2232763859624399e-18,-9.4904914134404199e-18,-5.500356399880574e-23,7.4941839432396598e-16,5.3316588346793933e-24,3.1612726786687499e-35,-4.8402810389794488e-21,1.013075629264002e-37,3.3342179565362287e-21,2.3052117004130819e-33,-1.3239134851463142e-19,4.2899792819199368e-28,2.6838182095656409e-35,-3.7358906162379767e-39,-3.70110489428e-31,-6.0242592261606605e-40,-7.3235276133437274e-46,7.5909997823844333e-30,-1.4374618140452588e-28,7.3496596345314161e-43,1.5011777858043599e-21,-5.3867467415204809e-41,2.2272417886609378e-43,4.8760404137373531e-40,-9.7794188714435887e-27,-3.2904549424668327e-48,-8.3860497615072013e-38,9.9993072675062984e-33,-2.7697433093916566e-41,-1.7630454818570514e-64,0.88129999999999997,0.0,0.0,0.0,0.0098899974357054901,0.1088029999087595,0.00010000000000000014,2.0511066573799107e-10,1.1630146391545065e-09,1.1021510042269534e-09,2.5464006305031067e-15,7.6051341497454572e-11,2.7784154459876954e-12,1.518589203472391e-11,4.251413243198927e-18
3.8688007182206664e-11,0.0024935432594750673,-5.5025948009053951e-23,-6.2246935573308043e-18,-1.3280661676543825e-18,-5.5016043943670149e-23,7.4519372962838923e-16,5.3417877479797989e-24,3.7196922399926114e-35,3.8086763373993951e-20,1.006766546765396e-37,-3.9583524327129201e-20,-6.0942674823295029e-33,-1.2934228430258928e-19,4.084408643434856e-28,3.2441120979178906e-35,-3.7615325713281142e-39,-3.7190583671914875e-31,-6.0659031205347641e-40,-7.1946748637402782e-46,7.5438742826875038e-30,-1.4414745114107021e-28,7.4271740803392992e-43,1.4918583593890047e-21,-5.137652342451805e-41,2.239914372998143e-43,4.7980884103152944e-40,-9.8274831548410121e-27,-3.1374881072876712e-48,-8.5479233322100743e-38,1.0104793657853326e-32,-2.7345463280795284e-41,-1.794001004390648e-64,0.88129999999999997,0.0,0.0,0.0,0.0098899974338173321,0.10880299990863755,0.00010000000000000014,2.0526176046419743e-10,1.1638697201378151e-09,1.1029098181651206e-09,2.5482728450367698e-15,7.6160452163756365e-11,2.7796247032353705e-12,1.5198737678747082e-11,4.257512928694673e-18
3.8702246496510016e-11,0.002493543259474916,-5.5022313440313223e-23,-6.2242823236971606e-18,6.7104301305500181e-18,-5.5012384811074773e-23,7.4038384154972466e-16,5.3468132793808165e-24,4.0102667050273502e-35,-4.8299447571205719e-21,1.0004984516258905e-37,3.342439163701006e-21,-2.8391042159645132e-33,-1.2631854180848648e-19,3.8963182977785993e-28,3.5364190384431246e-35,-3.7744008173120689e-39,-3.727773014784587e-31,-6.0868025840375165e-40,-7.0743340765500112e-46,7.4970156464005659e-30,-1.449020505022519e-28,7.4656136884964428e-43,1.4825917078812136e-21,-5.0045872866682959e-41,2.2459154202434956e-43,4.6004640850688858e-40,-9.8515222338452044e-27,-3.0557818546147389e-48,-8.6272994754387161e-38,1.015710548745068e-32,-2.7057201085698655e-41,-1.809038494672076e-64,0.88129999999999997,0.0,0.0,0.0,0.0098899974328732539,0.10880299990857654,0.00010000000000000015,2.0533730782702083e-10,1.164297261942006e-09,1.1032891974024177e-09,2.5492089560863937e-15,7.6215035228269595e-11,2.7802290067644528e-12,1.5205160512658529e-11,4.2605643217791367e-18
3.8730725125116725e-11,0.002493543259474611,-5.5033516421071076e-23,-6.2255510245786959e-18,-2.0334257738970974e-17,-5.5023552056752898e-23,7.5966408633256815e-16,5.356962848208493e-24,4.4214458655728406e-35,-9.5621819706298235e-20,1.0216087473472209e-37,9.4103085546616019e-20,4.8513827149371778e-32,-1.3636136500257993e-19,4.4369793259857072e-28,3.9426968658214128e-35,-3.8002293088394657e-39,-3.7456757747389521e-31,-6.1287536037449434e-40,-6.8344104794972001e-46,7.6550385347131617e-30,-1.3280471995046211e-28,7.5430417169737063e-43,1.5138419318643994e-21,-4.7186296969194772e-41,2.2586244540909414e-43,6.3426689332149083e-40,-9.8996114026543029e-27,-2.8802126089974404e-48,-8.7785421857621086e-38,1.0262476088593006e-32,-2.7696799672010114e-41,-1.8400013462065639e-64,0.88129999999999997,0.0,0.0,0.0,0.009889997430985108,0.10880299990845445,0.00010000000000000017,2.0548840255210811e-10,1.1651523313215661e-09,1.1040479004189875e-09,2.55108114724889e-15,7.6324256814452334e-11,2.7814369640220949e-12,1.5218006203526048e-11,4.2666702083099392e-18
