Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690)
2.982522387514234e-12,0.0017631650727233837,8.5366830720860208e-22,2.4379376715744131e-17,6.8790378168946406e-16,8.5361682845291627e-22,1.595615740030634e-14,9.0736443220043484e-23,1.950316633206709e-45,1.3299784745241753e-28,8.7557491051550044e-38,-1.3299752017504081e-28,8.7999483318065381e-32,4.2742011625508514e-20,6.2639559716680863e-29,1.2951885462019738e-41,3.1446651165093038e-37,2.5238597274609166e-30,1.0446976903783351e-38,-1.4242174511171777e-67,-3.2270212281449931e-44,-4.7449727695634706e-44,-2.1720926316225905e-56,-3.2063610053631823e-37,1.1903157160781582e-49,2.8055026079467425e-44,5.7447332674673198e-38,5.2045842958299906e-26,1.5811309257816911e-56,-7.138143070454911e-54,-5.001988842755175e-48,4.4069764408682068e-53,3.6168610850594885e-66,0.88129999999999997,0.0,0.0,0.0,0.0098899783788313038,0.1088029998779993,0.0001,7.93210544358151e-10,9.8446218783250209e-09,9.7890469341017012e-09,8.6669375243939474e-15,8.8777096346888174e-11,1.0722990037283398e-09,3.3198960396428512e-11,1.5844150585461609e-18,3.8996885530055856e-19,6.8582749439131337e-19,5.6100669707767162e-15
3.376876714669115e-12,0.0017631650726677795,1.0913969857724533e-21,3.1168515913655168e-17,7.7572552822891004e-16,1.0913224102731097e-21,1.9737297794832889e-14,1.283293022090268e-22,2.4989631293116997e-45,4.7223308052334682e-36,1.1226583858824947e-37,4.1025951417163871e-34,9.9586478364461819e-32,4.8398436512354023e-20,8.0303782444057924e-29,1.8799464135709394e-41,4.5640957369988568e-37,3.2355841461353342e-30,1.5549774431327337e-38,1.7695906163299673e-67,4.8894484021942886e-45,7.2575171847245653e-45,3.1733548855481322e-56,4.858144891122831e-38,1.9433745601373413e-49,4.0723697240627554e-44,7.3621925739265383e-38,7.5387268861061534e-26,2.2936214798699857e-56,1.4579367765836965e-53,7.309144250772384e-48,-6.4812546463309938e-54,6.7299019092718907e-66,0.88129999999999997,0.0,0.0,0.0,0.0098899755277662583,0.10880299984645603,0.0001,8.9808991002364605e-10,1.1143938192070288e-08,1.1070310080332445e-08,9.8108754332443717e-15,1.1357305840118014e-10,1.2063641615025879e-09,3.9941333973845842e-11,2.0269630316959016e-18,4.6916839241073681e-19,1.0074876007187133e-18,7.190350064251579e-15
3.7208907537936635e-12,0.00176316507261468,1.3219892574599414e-21,3.7753849690855605e-17,8.5175607584176525e-16,1.3218896567405946e-21,2.3353540904315684e-14,1.6891811117882726e-22,3.0327994295745278e-45,-4.5480593174944805e-30,1.363326462731907e-37,4.5485458564001049e-30,1.0968515203973982e-31,5.3334158432406423e-20,9.7503988821992599e-29,2.5148550294598927e-41,6.105752112751809e-37,3.9286128392736815e-30,2.1253748830049818e-38,8.4002322059937768e-66,3.0391558826172405e-43,4.4311246428342378e-43,1.4717754656578756e-54,3.0196984220595058e-36,2.8516891626166108e-49,5.448580523920612e-44,8.936368153085175e-38,1.0067578580828053e-25,3.0674306337270351e-56,6.6211886070102553e-52,3.3899143221047358e-46,-4.1352456263269694e-52,1.0932246811620011e-65,0.88129999999999997,0.0,0.0,0.0,0.009889973042060551,0.10880299981633364,0.0001,9.895811088444508e-10,1.227722994827014e-08,1.218557360566162e-08,1.080864277310699e-14,1.3764624979854914e-10,1.3219030690725018e-09,4.5985926519418768e-11,2.4566123218719602e-18,5.4017145528850729e-19,1.3618469215971892e-18,8.7287104873873776e-15
4.064904792918212e-12,0.0017631650725573856,1.5740492472186002e-21,4.4952264547364013e-17,9.2725024294127201e-16,1.5739196072977819e-21,2.7265641246085821e-14,2.1767387748779015e-22,3.6180302191536006e-45,-9.7207089708517698e-28,1.627436505654002e-37,9.7207131737600029e-28,1.1977524820279658e-31,5.8271247262241687e-20,1.163735108374572e-28,3.2758427715185425e-41,7.9604954429848578e-37,4.68889865561493e-30,2.8298324183367495e-38,8.6471778085969913e-65,5.0163071466154739e-42,7.2667537644563727e-42,1.4080351825936274e-53,4.9841914534033802e-35,4.0464251755593019e-49,7.1045839957961368e-44,1.0662486316745563e-37,1.3102938018865174e-25,4.0051825002414411e-56,6.8951928964930312e-51,3.2429779339137952e-45,-6.8315804344066775e-51,1.7013102837108135e-65,0.88129999999999997,0.0,0.0,0.0,0.0098899705576568596,0.10880299978383008,0.0001,1.0810722508457566e-09,1.3410403244194263e-08,1.3298573290272429e-08,1.180630580757093e-14,1.6398256212323231e-10,1.436141308227866e-09,5.2148258602031612e-11,2.9266537994908639e-18,6.1255757602788921e-19,1.7937795397870295e-18,1.0415967482689781e-14
4.408918832042761e-12,0.0017631650724959553,1.8474255822857442e-21,5.2759437287245091e-17,1.0022123698113101e-15,1.8472604446661556e-21,3.1473363607248601e-14,2.7549611173952905e-22,4.2544992945838247e-45,2.0819717582806702e-27,1.9150194409656525e-37,-2.0819711355203467e-27,1.2985677416286489e-31,6.3209807340521951e-20,1.3691256143485195e-28,4.1839522562355323e-41,1.0157269673888723e-36,5.5164612368638041e-30,3.6857648554278116e-38,1.4419234021618199e-64,7.0913132285478125e-43,1.0526444806866108e-42,2.2554550041792193e-53,7.0459128074419063e-36,5.5823029065455579e-49,9.0663506044455888e-44,1.254043234634915e-37,1.6689696704835736e-25,5.098398916584255e-56,1.3457327858948807e-50,5.1954195747889922e-45,-9.5982718420618765e-52,2.5542205092967012e-65,0.88129999999999997,0.0,0.0,0.0,0.0098899680745405446,0.10880299974898285,0.0001,1.1725633360395615e-09,1.4543483357150152e-08,1.4409321318233895e-08,1.2803886793349106e-14,1.9256981181445812e-10,1.5490935206797283e-09,5.8403053194099777e-11,3.4368700123323609e-18,6.8602983150028029e-19,2.3119745391837841e-18,1.2252113066466924e-14
4.752932871167309e-12,0.0017631650724304528,2.1419681075582423e-21,6.1171079491933228e-17,1.076646739014525e-15,2.1417615723604379e-21,3.59764769490788e-14,3.43320813409974e-22,4.9420204721258897e-45,-8.2499306715960276e-27,2.2261088070587608e-37,8.2499306298359824e-27,1.3992973714456546e-31,6.8149931012256555e-20,1.5912236466279975e-28,5.2271647501767026e-41,1.2725021539853087e-36,6.4113215772723016e-30,4.7114329579192257e-38,5.6597999365018216e-64,2.8387037112030873e-41,4.0979388896147557e-41,9.8941605308020859e-53,2.8205295972579167e-34,7.5188445342825746e-49,1.1359877792234819e-43,1.4570091645186601e-37,2.0872429882034195e-25,6.4288766471374597e-56,4.6350169941223772e-50,2.2789752662920206e-44,-3.8652266919914383e-50,3.7194526921830854e-65,0.88129999999999997,0.0,0.0,0.0,0.0098899655926971194,0.10880299971182378,0.0001,1.2640543644377295e-09,1.5676490073893809e-08,1.5517829808283217e-08,1.380140315270511e-14,2.2339588063834965e-10,1.6607741836093599e-09,6.4730523817780484e-11,3.9870446741307622e-18,7.6035579473674735e-19,2.925367687294102e-18,1.4237142386384196e-14
5.096946910291858e-12,0.0017631650723609223,2.4575278935453991e-21,7.0182937747322071e-17,1.1505576933854953e-15,2.4572736226277016e-21,4.0774753732045087e-14,4.2212034963708528e-22,5.6758077771851924e-45,3.7870068180679797e-26,2.5607408321196126e-37,-3.787006467785141e-26,1.4999414470033265e-31,7.3091754395699403e-20,1.8300039807203923e-28,6.5214877266386883e-41,1.5692700462401158e-36,7.3735023159803542e-30,5.9259420735643214e-38,-6.9324997389036054e-64,-1.0277708817216229e-40,-1.4796193172855957e-40,-1.0373342591008485e-52,-1.021190827268227e-33,9.9203502361548708e-49,1.4011191301337e-43,1.6751349746409661e-37,2.5695397920945475e-25,7.699809816284067e-56,-2.4476309371318296e-50,-2.3883199775999799e-44,1.4003649196055937e-49,5.2759365340270303e-65,0.88129999999999997,0.0,0.0,0.0,0.0098899631121122794,0.10880299967238057,0.0001,1.3555453360519907e-09,1.6809438939125439e-08,1.6624110813832504e-08,1.4798868572757505e-14,2.5644871568121693e-10,1.7711976111255605e-09,7.1115126049022872e-11,4.5769626644552282e-18,8.3535286914810981e-19,3.6431388268527193e-18,1.6371053041626814e-14
5.440960949416406e-12,0.0017631650722874093,2.7939571654747839e-21,7.9790791619101895e-17,1.2239490969539655e-15,2.7936483855276815e-21,4.5867969393084761e-14,5.129033557977473e-22,6.3876265597801746e-45,-1.914035534135567e-25,2.9189539842443292e-37,1.9140353961006238e-25,1.6005000267915869e-31,7.8035202565311028e-20,2.085621275058013e-28,7.5750589962409604e-41,1.908925900886603e-36,8.403026340800089e-30,7.3492411269560056e-38,3.8058079035114795e-63,5.9583583806840908e-40,8.5700766627525364e-40,1.1818416900087806e-51,5.920211432378938e-33,1.2855518876347334e-48,1.7046347515726514e-43,1.908409230157509e-37,3.1202548890390729e-25,1.0503548605830884e-55,4.5747011031461691e-49,2.7219676646986226e-43,-8.1158217005225553e-49,7.3149425432410656e-65,0.88129999999999997,0.0,0.0,0.0,0.0098899606327718676,0.10880299963067736,0.0001,1.4470362508939432e-09,1.7942342180061211e-08,1.7728176323343834e-08,1.5796293819562884e-14,2.9171632897453793e-10,1.8803779561251896e-09,7.7544632944993217e-11,5.2064100220164169e-18,9.1087742779456016e-19,4.4747095247736349e-18,1.8653844578092983e-14
5.784974988540955e-12,0.0017631650722099493,3.1511096127543545e-21,8.9990462490468366e-17,1.2968271296950377e-15,3.1507391183678612e-21,5.1255902016225159e-14,6.1671463305305086e-22,5.4624532356728806e-45,1.0697817249000683e-24,3.3007912091036058e-37,-1.0697816396054422e-24,1.7009732649522489e-31,8.2981312721529488e-20,2.3572814552226199e-28,1.1108865588910199e-40,2.2943654521696757e-36,9.4999240399049731e-30,9.0021219811413656e-38,-9.1782525787249422e-62,-3.5459404311539286e-39,-5.0907474612798563e-39,-6.367210381714653e-51,-3.5232384052578238e-32,1.6388127519743529e-48,2.0491434287005846e-43,2.1568205150069851e-37,3.7437521303219282e-25,5.5919808754140165e-56,-2.3189209576794764e-48,-1.4663806122122519e-42,4.8303130285292356e-48,9.9409722463996422e-65,0.88129999999999997,0.0,0.0,0.0,0.00988995815466189,0.1088029995867357,0.0001,1.5385271089750554e-09,1.9075209425307463e-08,1.8830038260664651e-08,1.6793687371094387e-14,3.2918679715962141e-10,1.9883292120930018e-09,8.4009416172559635e-11,5.8751739386813955e-18,9.8681636897586323e-19,5.4297407122010767e-18,2.1085518095790137e-14
6.1289890276655035e-12,0.0017631650721285784,3.5288385122265993e-21,1.0077775996520927e-16,1.3691841677274441e-15,3.5283986689440496e-21,5.6938331612644739e-14,7.346350532405075e-22,-4.2663698639686684e-44,-6.5640776450975377e-24,3.7062867833990407e-37,6.5640771173426833e-24,1.8013607187666524e-31,8.7924589158265511e-20,2.6497624845908701e-28,9.7830890528404864e-42,2.7284843585112233e-36,1.0664190734440828e-29,1.0906216644462604e-37,-1.48775973939532e-60,2.3457983884287403e-38,3.3694873175024998e-38,4.3683031936856459e-50,2.3307799816607264e-31,2.0313672221745154e-48,2.4372580877692218e-43,2.4203573893779597e-37,4.4443645380859717e-25,4.2763492677229648e-55,1.6128777250225132e-47,1.0060470185789059e-41,-3.195385716747278e-47,1.3272782380012813e-64,0.88129999999999997,0.0,0.0,0.0,0.0098899556777685069,0.10880299954057505,0.0001,1.6300179103066668e-09,2.0208048239449094e-08,1.9929708485482482e-08,1.7791055887950782e-14,3.6884826103295759e-10,2.0950652150186957e-09,9.0501911403148258e-11,6.5830427513590624e-18,1.0630808363540433e-18,6.5181304235909047e-18,2.3666075956147037e-14
6.473003066790052e-12,0.0017631650720433265,3.9270087091543152e-21,1.1214882402555786e-16,1.4411010496712039e-15,3.9264914564047152e-21,6.2915042712434983e-14,8.6778146016726108e-22,-1.7279532638960894e-42,4.3755029707584195e-23,4.135550390580553e-37,-4.3755025966601083e-23,1.9016660175190546e-31,9.2901585744569774e-20,2.9319771435381868e-28,8.2282862985264682e-40,3.2141824144109999e-36,1.1896060618088266e-29,1.3084009364988024e-37,-3.8053089845984003e-59,-1.6436895155834683e-37,-2.3335627853142874e-37,-3.0684164939224511e-49,-1.6331661910437083e-30,1.4937576659363676e-48,2.8715905151233129e-43,2.6990086797995595e-37,5.2263955972404777e-25,-4.9945441029613873e-54,-1.0954003289584245e-46,-7.0667310574163274e-41,2.238998320185908e-46,1.7443482254621335e-64,0.88129999999999997,0.0,0.0,0.0,0.0098899532020780417,0.10880299949221316,0.0001,1.7215086548999904e-09,2.1340864558425544e-08,2.1027198793672221e-08,1.8788404596695084e-14,4.1068892519895118e-10,2.2005996451727364e-09,9.7016183042291216e-11,7.329805935802103e-18,1.1396011059366906e-18,7.7500114900952729e-18,2.6395521543859876e-14
6.8170171059146006e-12,0.001763165071954224,4.3454128507132845e-21,1.2409773279397192e-16,1.5120408765342448e-15,4.3448097054038663e-21,6.9185803412476256e-14,1.0173065568714537e-21,-7.1285352529124873e-41,-3.1495976735609742e-22,4.5881852410967756e-37,3.1495973898873993e-22,2.0018630028976989e-31,9.7654861439665623e-20,3.4235885884430154e-28,-4.9516115149516929e-39,3.7543341623624733e-36,1.3194089979130598e-29,1.5558744254105231e-37,-6.3997056972084242e-57,1.3642154443706181e-36,2.0449755935779167e-36,2.620461944935761e-48,1.355481384971127e-29,-4.0386859056378191e-47,3.3547948984624937e-43,2.9927613585305578e-37,6.0941121291745184e-25,-8.4515431202967803e-53,1.0611633647733156e-45,6.0350935993804032e-40,-1.8582871349303058e-45,2.2607739761644853e-64,0.88129999999999997,0.0,0.0,0.0,0.0098899507275769637,0.10880299944166635,0.0001,1.8129993427661116e-09,2.2473663040068578e-08,2.2122520917631835e-08,1.9785737598513424e-14,4.5469705773428476e-10,2.3049460288496927e-09,1.0354757296101253e-10,8.1152541006165719e-18,1.2163224598095158e-18,9.1357492508771048e-18,2.9273859074505695e-14
7.161031145039149e-12,0.0017631650718612963,4.7843995848130259e-21,1.3663444289242882e-16,1.5860951931810279e-15,4.7837016397155378e-21,7.5750529070630231e-14,1.1843989062721018e-21,-3.4584206053823831e-39,2.419326144596036e-21,5.0677809098968338e-37,-2.4193259676628622e-21,2.1021730794430005e-31,1.0413392163123858e-19,2.461968285343983e-28,3.5644686973131403e-38,4.3520126362077523e-36,1.4569560211177393e-29,1.8355115847111131e-37,1.100102843288069e-54,-6.0483819971325514e-36,-3.6196691417987863e-36,-9.7811729251006505e-48,-6.0096586943840941e-29,-2.0952714970308638e-45,3.8892500212609605e-43,3.301618265169399e-37,7.0518003139075137e-25,-5.1930813507254416e-51,2.0930761657094252e-45,-2.2526067429204609e-39,8.2393306679327766e-45,2.8890773362050005e-64,0.88129999999999997,0.0,0.0,0.0,0.0098899482542518929,0.10880299938895001,0.0001,1.9044899739159929e-09,2.3606447351506351e-08,2.3215686526590834e-08,2.0783058122278551e-14,5.0086098987952976e-10,2.4081177400633248e-09,1.1009241853061631e-10,8.9391789817577615e-18,1.2932018739591922e-18,1.0685939268800277e-17,3.2301093440358248e-14
7.505045184163698e-12,0.0017631650717645705,5.2396912008834972e-21,1.4963678951250421e-16,1.6292720834816652e-15,5.2388891663863089e-21,8.2607920346874973e-14,1.3702819899876525e-21,-1.9370963550602529e-37,-2.0512400529805194e-20,5.5534381034855829e-37,2.0512396192950955e-20,2.2013752548405092e-31,9.6119852029464187e-20,1.3879973439931194e-27,-5.3253887247919308e-37,5.0086136735472323e-36,1.592760631995636e-29,2.1493432447344101e-37,-4.5110818797927985e-52,3.3881109082473195e-34,8.0351681639850119e-34,7.4540156876851516e-46,3.3664193477035203e-27,-1.1704789729315238e-43,4.4821780588607575e-43,3.6254990043800055e-37,8.1032993089526438e-25,-2.7928854461089892e-49,6.1496439997572042e-43,1.7167382156588594e-37,-4.6149496460616307e-43,3.6844818880611845e-64,0.88129999999999997,0.0,0.0,0.0,0.0098899457820896507,0.1088029993340786,0.00010000000000000003,1.9959805483604727e-09,2.4739220340271122e-08,2.4306707226948906e-08,2.178036867523333e-14,5.4916911570010351e-10,2.5101280022595899e-09,1.1664783720138639e-10,9.80137343647895e-18,1.3702054877715278e-18,1.2411405087797794e-17,3.5477230089562923e-14
7.849059223288246e-12,0.0017631650716640696,5.7386884049830845e-21,1.6388729367348779e-16,1.8769851372725196e-15,5.737772358324648e-21,8.9768922403733947e-14,1.5762229365440169e-21,-1.3035798307442619e-35,1.3870604972661526e-19,6.7596451456713643e-37,-1.3870620295474448e-19,2.3561168484495488e-31,1.8757920262215441e-19,-5.9521779344633563e-27,-1.1125788808598855e-35,5.7366746735650803e-36,1.7911320094966596e-29,2.5025279404044032e-37,2.0626560217545564e-49,1.6074162089770792e-32,3.982774829467914e-32,3.7110463495344879e-44,1.5971251155143432e-25,-7.8400895413329445e-42,5.2604879539606762e-43,3.9686371653059415e-37,9.2551565454321426e-25,-1.8811983407410247e-47,3.3056621600783602e-41,8.5469790940021976e-36,-2.189422344189036e-41,4.3071175319300925e-64,0.88129999999999997,0.0,0.0,0.0,0.0098899433110769021,0.10880299927706595,9.9999999999999937e-05,2.0874710661102688e-09,2.5871984521463125e-08,2.5395594562624252e-08,2.2777671471636094e-14,5.9960989174136903e-10,2.6109898900195777e-09,1.2321156194657015e-10,1.0701631437175598e-17,1.4473066710313704e-18,1.432319601395147e-17,3.88022749530682e-14
8.193073262412795e-12,0.001763165071559819,6.3325155945655689e-21,1.808459744064367e-16,2.3384731978559929e-15,6.3314743374912272e-21,9.7213447944961775e-14,1.8035206714398458e-21,7.6673259933345165e-35,1.133392044171696e-19,5.7971208653623084e-37,-1.1333865380835239e-19,2.3341874799364357e-31,3.7442799879971227e-19,-2.1402511772337413e-26,8.4868715178135057e-35,6.5783568540357144e-36,2.1666567909516101e-29,2.9209832213313201e-37,-2.3064126037144484e-46,-5.3303959736584903e-32,-9.1420839098877874e-31,-2.4500476182561607e-44,-5.2962694035256551e-25,2.2395736178507696e-41,7.8379986914467074e-43,4.3241492144625712e-37,1.0520544315302833e-24,5.3706968851239539e-47,-7.8269349218859745e-40,-5.6400019584023591e-36,7.2625640202372232e-41,6.757320894302325e-64,0.88129999999999997,0.0,0.0,0.0,0.0098899408412007287,0.10880299921792531,9.9999999999999734e-05,2.1789615271759749e-09,2.7004741670047434e-08,2.6482360015399937e-08,2.3774968074697404e-14,6.5217183668161645e-10,2.7107163307487047e-09,1.2978181071299972e-10,1.1639748065191858e-17,1.5244844903912244e-18,1.6432584925663812e-17,4.2276234367712233e-14
8.537087301537343e-12,0.001763165071451839,7.0334865635507344e-21,2.0086448702091489e-16,2.6453259287796305e-15,7.0323068258883705e-21,1.0494828376196613e-13,2.0534976219967362e-21,1.1337868386416228e-34,-1.5519747449195401e-20,5.8946174581424422e-37,1.552089111402007e-20,1.8431346040699936e-31,4.9010631366508823e-19,-3.0725668493209064e-26,1.2565022077257394e-34,7.6140414564789869e-36,2.7453540170250419e-29,3.4504252573003736e-37,1.2685085269887889e-45,-1.1213873410397908e-31,-1.3672098088177611e-30,-3.1580149261479464e-43,-1.1142079299758922e-24,4.9100242944942369e-41,1.6140453669826162e-42,4.6456826168837061e-37,1.1920439159291119e-24,1.1776395785645192e-46,-1.9580052802733188e-39,-7.2729521711410848e-35,1.5274664047899497e-40,1.5506233671327024e-63,0.88129999999999997,0.0,0.0,0.0,0.0098899383724487117,0.10880299915666952,9.9999999999999612e-05,2.2704519315680692e-09,2.8137492830998617e-08,2.7567015005285009e-08,2.4772259404413174e-14,7.0684353096503607e-10,2.8093201064872669e-09,1.3635717815319312e-10,1.2615519504269746e-17,1.601722437574589e-18,1.875106588599132e-17,4.5899114987307405e-14
8.881101340661892e-12,0.001763165071340151,7.7795146904972382e-21,2.221697475946193e-16,2.5844249457767422e-15,7.7781813818477002e-21,1.1298464653858991e-13,2.3275218422016726e-21,4.4721938414405018e-34,-1.1331453380091091e-19,9.3939927619658022e-37,1.1331529779384002e-19,1.3626676330998194e-31,4.4074051805771037e-19,-2.5930525381074085e-26,4.5761147585468067e-34,8.9153440974980886e-36,3.3913199095642369e-29,4.1296945568577739e-37,3.9396682324826384e-45,-7.4423871886992129e-32,-3.0643176556282851e-30,-7.0012684329728876e-43,-7.3947391083370662e-25,2.7338907727249858e-40,3.2638718808455921e-42,4.8965898634977478e-37,1.347290901753888e-24,6.5557603327947864e-46,-5.2095359998219576e-39,-1.6126209447043021e-34,1.0125400243462299e-40,2.7979394345413833e-63,0.88129999999999997,0.0,0.0,0.0,0.0098899359048084147,0.10880299909331101,9.9999999999999652e-05,2.3619422792969143e-09,2.9270238889569903e-08,2.8649570890760792e-08,2.5769546240082632e-14,7.6361361655210266e-10,2.9068138551610576e-09,1.4293657397571431e-10,1.3628743036094093e-17,1.6790077051919348e-18,2.1290352475971865e-17,4.9670923732876408e-14
9.22511537978644e-12,0.0017631650712247788,8.4851214770145896e-21,2.4232064353450681e-16,2.325620859171696e-15,8.4836192364617468e-21,1.2132471889399943e-13,2.6270151397385902e-21,8.9399306860136609e-34,-8.4070754797082511e-20,1.5186472961695285e-36,8.4070313012950303e-20,1.8315902030386543e-31,3.0462905382872255e-19,-1.3748802023615267e-26,8.9940529816696686e-34,1.0484567106086318e-35,3.9206599966893092e-29,4.9601192149257142e-37,4.2690377785136194e-45,4.5729950163553993e-32,-5.2131350126729838e-30,-8.0172824418634313e-43,4.5437175121066023e-25,1.003909182852775e-39,4.9069583159799104e-42,5.134643900767587e-37,1.5180226363774532e-24,2.4068365594187082e-45,-1.3965376394651576e-38,-1.8470738960827912e-34,-6.2618099614880444e-41,3.9755218065681886e-63,0.88129999999999997,0.0,0.0,0.0,0.0098899334382671813,0.10880299902786193,9.9999999999999815e-05,2.4534325703727573e-09,3.0402980868703893e-08,2.9730038969150922e-08,2.6766829482242377e-14,8.2247079655442207e-10,3.0032100723814275e-09,1.4951914265828395e-10,1.4679217033775231e-17,1.7563302436298079e-18,2.4062375418178901e-17,5.3591667771328419e-14
9.569129418910989e-12,0.0017631650711057434,9.1399794713687136e-21,2.6102224088259631e-16,2.3053545851372254e-15,9.1382939801195084e-21,1.2993978449972865e-13,2.9534130126512113e-21,1.1708872063001807e-33,6.9319657481126305e-20,1.647825687754746e-36,-6.932008079634318e-20,3.4739427331701455e-31,2.6977487386835938e-19,-1.0253105061918807e-26,1.1766451280195198e-33,1.2262209500362896e-35,4.3094381302045879e-29,5.9130541553012566e-37,3.6712197034368046e-45,4.3534605851767645e-32,-6.9212820262436063e-30,-6.000176471298175e-43,4.3255885855580001e-25,2.2302612370075584e-39,5.6579634316298508e-42,5.5162696812161773e-37,1.7031798324597591e-24,5.3455685138250431e-45,-2.8058904677485265e-38,-1.383052115496466e-34,-5.980447705582036e-41,6.3062683976235069e-63,0.88129999999999997,0.0,0.0,0.0,0.0098899309728122369,0.1088029989603342,9.9999999999999829e-05,2.5449228048057266e-09,3.1535719855148203e-08,3.0808430476989205e-08,2.776411008770095e-14,8.8340383487624798e-10,3.098521113187296e-09,1.5610420484924993e-10,1.5766740955450856e-17,1.8336820727082104e-18,2.7079280280925674e-17,5.7661354525806956e-14
9.913143458035538e-12,0.0017631650709830653,9.8386139731439735e-21,2.8097401083879509e-16,2.7354834660910923e-15,9.836731343550154e-21,1.388042870500582e-13,3.3081098554576189e-21,1.268683876151532e-33,1.6838545147960619e-19,9.8759861633571444e-37,-1.6838339099490236e-19,4.7530738026373206e-31,4.2348421795986254e-19,-2.286204225558948e-26,1.2842056286934365e-33,1.4210082195574425e-35,4.7496801658758715e-29,6.9767432534254231e-37,4.2230064625560016e-45,-2.0523479047627138e-31,-8.599123796059047e-30,-8.521384628369348e-43,-2.0392082472955183e-24,3.7053379709733446e-39,5.8638659479004152e-42,6.1293602888869514e-37,1.9023749056320275e-24,8.8781787348721181e-45,-4.6200758523669401e-38,-1.9640923259358526e-34,2.7893686688982986e-40,1.1164942288579141e-62,0.88129999999999997,0.0,0.0,0.0,0.0098899285084311853,0.10880299889073959,9.9999999999999707e-05,2.6364129826058365e-09,3.2668456578740653e-08,3.1884756590344429e-08,2.8761388699199105e-14,9.4640155589256093e-10,3.1927591935953996e-09,1.6269122295432673e-10,1.6891115338540278e-17,1.9110568774368994e-18,3.0353425423916806e-17,6.1879991668019171e-14
1e-11,0.0017631650708567626,1.0033959286242049e-20,2.8655272709629091e-16,2.8918475766719843e-15,1.0032024527356626e-20,1.4108507689108613e-13,3.4023068195324455e-21,1.2453900303205615e-33,1.7321403181596071e-19,7.7310924218014255e-37,-1.7321116221719873e-19,4.7713060079782857e-31,4.8295942395360265e-19,-2.7804168069781277e-26,1.264253293836534e-33,1.4733230932053546e-35,4.8937591582671989e-29,7.2665321565884069e-37,4.4443252133703582e-45,-2.8618594539496408e-31,-8.7884879267329529e-30,-1.0706544186862969e-42,-2.8435370949565028e-24,4.0771042713015425e-39,5.9730944116689623e-42,6.3045242027322489e-37,1.9550547196227501e-24,9.7680239317709817e-45,-5.1179489074951698e-38,-2.4674475279244034e-34,3.8916205090446905e-40,1.2857664507284543e-62,0.88129999999999997,0.0,0.0,0.0,0.0098899278863935122,0.10880299887284293,9.9999999999999652e-05,2.6595123811292987e-09,3.2954449218282143e-08,3.2156181779400498e-08,2.9013180961449455e-14,9.6263232990329726e-10,3.2163841787151164e-09,1.6435456759885112e-10,1.7180799936246841e-17,1.9305954554928011e-18,3.1222240880310637e-17,6.2968663563158564e-14
1.0257157497160086e-11,0.0017631650708567626,1.068395285085489e-20,3.0511538867799209e-16,3.3244074613588653e-15,1.0681857438061451e-20,1.4795770868366911e-13,3.692533898116743e-21,9.8575194710913129e-34,1.3403579414236346e-19,4.138407460808001e-37,-1.3403122242119759e-19,3.4603282788425089e-31,6.5092704573565413e-19,-4.171017225448909e-26,1.0131669121639782e-33,1.6382905999795427e-35,5.454061883658474e-29,8.1923989139274814e-37,4.4135879406858773e-45,-4.5608823647865409e-31,-7.7752022128767395e-30,-2.2449917472807623e-42,-4.5316824234832091e-24,5.0716859164212926e-39,6.9307820210678131e-42,6.78561638121476e-37,2.1174326146178729e-24,1.2146926053261018e-44,-6.6182239178593901e-38,-5.1724568449867824e-34,6.2034803993157587e-40,1.8922501019887421e-62,0.88129999999999997,0.0,0.0,0.0,0.0098899260451121816,0.1088029988190896,9.9999999999999463e-05,2.7279031037829863e-09,3.3801191215173014e-08,3.2959028425122382e-08,2.9758665471498375e-14,1.0114528441378797e-09,3.2859363920938296e-09,1.6927977568614509e-10,1.8052141794190421e-17,1.9884497090553316e-18,3.3897380010111253e-17,6.6247587063160831e-14
