Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180)
0.0,0.004081469174496542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88129999999999997,0.0,0.0,0.0,0.0098899999999999995,0.108803,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.578440505856093e-21,0.004081469174496542,1.4493070230513935e-35,1.0845521226639911e-31,7.4560083906237597e-22,7.485724441334711e-36,3.4476088354449585e-22,1.7563399692348539e-38,4.3868142779113968e-57,2.011065861898744e-47,2.6649655024547898e-51,4.1961114798309419e-52,2.1985820149288858e-36,3.3697266896878165e-27,5.6659732030410412e-44,1.645488684171584e-63,5.1716266959865937e-59,4.9076075935113752e-45,1.9766748753300661e-61,1.5252339378898937e-104,8.4131738507571226e-77,3.2125853505978885e-75,1.2534436025534044e-93,1.4426338573001866e-70,5.5571150382739858e-71,1.4646733618795001e-66,3.5591303823890395e-51,8.2462350916540327e-48,1.2672499779797942e-75,1.2659297137556999e-91,2.028852342622916e-87,5.8849761790973521e-81,4.7384983298988775e-97,0.88129999999999997,0.0,0.0,0.0,0.0098899999999993837,0.108803,0.0001,2.0807925511879984e-17,1.422250693864389e-16,1.4222397903018771e-16,3.6312954401789858e-27,3.6317427265271016e-27,3.1082374148550837e-16,2.1010999201515843e-27,1.953085672714584e-38,2.2575939283842858e-38,3.0918749365661928e-43,6.2665637104323033e-31,2.1305099854987597e-24,1.4807863845544443e-29,3.400032024048488e-43,2.6368896035150443e-45,2.6929483520927955e-46,2.5763182594046971e-53
2.401963341639706e-20,0.004081469174496544,6.4834343664391668e-35,6.5506235860069077e-31,2.0876823490592872e-21,4.5213775619949641e-35,9.6533047791121533e-22,1.0608293468760164e-37,2.6496358239597096e-56,1.2146593096914344e-46,1.6096391635349488e-50,4.9815398009883553e-51,6.1560296417356757e-36,9.435234731369466e-27,3.4222478147105198e-43,1.9535241658999815e-62,6.139755213582174e-58,2.9641949865446675e-44,2.3467084176007042e-60,8.7644106688557573e-103,2.6451848735235643e-75,1.01006853357433e-73,3.9729302785081619e-92,4.5357831955653578e-69,6.6055023604912036e-70,2.2134133606726138e-65,2.1497147509442478e-50,6.2712965469727423e-47,1.5044791739006013e-74,7.290967310385144e-90,1.1684940792334972e-85,6.9865150868000739e-80,1.4898621982011378e-95,0.88129999999999997,0.0,0.0,0.0,0.0098899999999982752,0.108803,0.0001,5.8262191433257931e-17,3.9823019426339943e-16,3.9822714127269921e-16,2.1930254150851476e-26,2.1935726060271614e-26,8.7030646892549678e-16,1.2690643372281969e-26,2.3175871453463652e-37,2.6765465828919903e-37,3.6706825920201979e-42,3.78500448113531e-30,1.2868280223160771e-23,8.9439497623588732e-29,4.0365095870122359e-42,3.1305153371423735e-44,3.1970680121215485e-45,5.7631204260507644e-52
5.4902019237479e-20,0.004081469174496542,2.6253187857492757e-34,3.1538277076273374e-30,4.771845367791648e-21,2.1768486666833327e-34,2.2064696825911637e-21,5.107436711892441e-37,1.2756855921652538e-55,5.8478124764599518e-46,7.7497196819167234e-50,4.8907270239888001e-50,1.4070924895088442e-35,2.1566250815707099e-26,1.6476650075549345e-42,1.9179816104287261e-61,6.0280480771733358e-57,1.427132288288803e-43,2.3040122514532806e-59,3.937192791521528e-101,5.9010181029241743e-74,2.2533142242931239e-72,9.9221397422721758e-91,1.0118664678554837e-67,6.488868748998541e-69,2.3810887373373657e-64,1.0349951151706281e-49,4.3338609520968289e-46,1.4771065744627791e-73,3.2694426121353126e-88,5.2398052685724227e-84,6.8591300842722322e-79,3.3238025760264493e-94,0.88129999999999997,0.0,0.0,0.0,0.0098899999999960565,0.108803,0.0001,1.3317072327598962e-16,9.102404439428259e-16,9.1023346571041753e-16,1.0555652721735312e-25,1.0561107836812885e-25,1.9892718948697663e-15,6.1099983496511248e-26,2.273060044257464e-36,2.6201104285937999e-36,3.6039017380466797e-41,1.8223167270448936e-29,6.1955229039527857e-23,4.3061268057594857e-28,3.9630511883372741e-41,3.073558521389828e-43,3.1388997576022088e-44,1.138695277144496e-50
1.1666679087964285e-19,0.004081469174496542,1.0459869003028793e-33,1.3773562625824615e-29,1.0140171400210519e-20,9.5068700316414794e-34,4.6887481557370962e-21,2.2305518447573376e-36,5.5712541344681806e-55,2.5536743875298668e-45,3.3845061889190843e-49,4.3254753093640665e-49,2.9900715400750726e-35,4.5828282988279698e-26,7.1957859690049876e-42,1.6964330141647743e-60,5.3317402591901947e-56,6.2326616447482924e-43,2.0378727641832505e-58,1.48230578679931e-99,1.1051036602958142e-72,4.2198579182139694e-71,2.2959944905166794e-89,1.8949566292697416e-66,5.7407397558874741e-68,2.1886306477399462e-63,4.5200955853436345e-49,3.0476561508995357e-45,1.3064840375663973e-72,1.2299455533914447e-86,1.9711848220140249e-82,6.0663415374419163e-78,6.2251211930110222e-93,0.88129999999999997,0.0,0.0,0.0,0.0098899999999916208,0.108803,0.0001,2.8298778696135635e-16,1.9342609430038761e-15,1.9342461143966343e-15,4.6074544649816734e-25,4.612313250364263e-25,4.2272026310154841e-15,2.6683966731726265e-25,2.0063089537145952e-35,2.3038086941768064e-35,3.1876117921736056e-40,7.9585359127768066e-29,2.705747543243232e-22,1.8805987078419954e-27,3.5052421243175412e-40,2.7185277046581871e-42,2.7763202657203935e-43,2.026246682682078e-49
2.4019633416397055e-19,0.004081469174496542,4.1651367492723712e-33,5.750184930048911e-29,2.0876823444864874e-20,3.9689310908274242e-33,9.6533053571731051e-21,9.3121152703148787e-36,2.3258889315108174e-54,1.0659258387324857e-44,1.4129647101217515e-48,3.6352887953830469e-48,6.1560296407902263e-35,9.4352347349014213e-26,3.0040989932809393e-41,1.4259541664840086e-59,4.4816489499773223e-55,2.6020135469696885e-42,1.7129548827456754e-57,5.1337636985618601e-98,1.9084747434201219e-71,7.287544639325813e-70,5.5032775795004876e-88,3.2725227476576928e-65,4.8259962827631535e-67,1.8724195497107939e-62,1.8870509284812536e-48,2.2375612396889705e-44,1.0981785554012835e-71,4.2582149287812572e-85,6.8244718799614226e-81,5.098323481559832e-77,1.0752372283983195e-91,0.88129999999999997,0.0,0.0,0.0,0.0098899999999827494,0.108803,0.0001,5.8262191433170321e-16,3.9823019399361793e-15,3.9822714110121871e-15,1.9214550458600429e-24,1.9255499825126865e-24,8.7030636403356816e-15,1.114002974789046e-24,1.6794224666544834e-34,1.9139166774579225e-34,2.6793803938347803e-39,3.322532079744837e-28,1.1295962698052759e-21,7.8511294060314596e-27,2.9463137649620877e-39,2.285086338390567e-41,2.3336627482693284e-42,3.4175587537052287e-48
4.872554207326261e-19,0.004081469174496544,1.6612395652354252e-32,2.3491368966444936e-28,4.2350127453440022e-20,1.6214378501444209e-32,1.9582420780621695e-20,3.8043032644412373e-35,9.5020152100338234e-54,4.3531604333917114e-44,5.7724218830303824e-48,2.979554300606218e-47,1.2487945840551325e-34,1.914004761328404e-25,1.227272460542365e-40,1.1690833787326298e-58,3.6743265801272301e-54,1.0630074359384325e-41,1.404383960016984e-56,1.7077737635823939e-96,3.1699062128000336e-70,1.2104343059834875e-68,1.4269337828233883e-86,5.435539676432583e-64,3.9568656717432659e-66,1.5481526748761587e-61,7.7092187712565735e-48,1.7029095682664597e-43,9.0035312929462084e-71,1.4162719340846054e-83,2.2698027191363596e-79,4.1786233207752917e-76,1.7865305439401085e-90,0.88129999999999997,0.0,0.0,0.0,0.0098899999999650066,0.108803,0.0001,1.181890169070851e-15,8.078383929052863e-15,8.078322001215773e-15,7.8329338922046401e-24,7.8664999214656341e-24,1.7654783807091512e-14,4.551064753409743e-24,1.3655481422357397e-33,1.533352470082059e-33,2.1967181934228931e-38,1.3573627663333922e-27,4.6147687948376401e-21,3.2074425362770119e-26,2.4154783891523637e-38,1.8734518377431237e-40,1.9132748928553706e-41,5.613342502341057e-47
9.81373593869937e-19,0.004081469174496542,6.6342750143797959e-32,9.4955843574330813e-28,8.5296735147656067e-20,6.5541110076667985e-32,3.9440655709825193e-20,1.537760471589147e-34,3.8408664768510728e-53,1.7584099270487842e-43,2.3333052207535458e-47,2.4115041320986246e-46,2.5151778233396688e-34,3.8549673394992181e-25,4.9608315131397356e-40,9.4675403148488153e-58,2.9755649297364516e-53,4.2968460194817962e-41,1.1373066306361915e-55,5.5684593421795253e-95,5.164316356133887e-69,1.9720033520897794e-67,3.9972621349440458e-85,8.85541860578268e-63,3.2044611875089447e-65,1.2589320385357233e-60,3.1161894862192494e-47,1.3260535094506326e-42,7.2912930801898835e-70,4.6175761567873386e-82,7.4004052095744326e-78,3.3819488048217648e-75,2.9125211381988898e-89,0.88129999999999997,0.0,0.0,0.0,0.0098899999999295211,0.108803,0.0001,2.3804266785429598e-15,1.6270547888384016e-14,1.627042316951287e-14,3.1526665269107296e-23,3.1797650035017615e-23,3.5558216733067962e-14,1.8396124200612278e-23,1.0879155857488673e-32,1.1874592554852571e-32,1.7789594859376536e-37,5.4866773267896549e-27,1.86536288965855e-20,1.2964995540406515e-25,1.9559750835538001e-37,1.5171698681726294e-39,1.5494150422662599e-40,9.0994441129091051e-46
1.969609940144559e-18,0.004081469174496542,2.6514680478547202e-31,3.8181321676440848e-27,1.7118994924435123e-19,2.6353791874571025e-31,7.9157141897457445e-20,6.1832693664819091e-34,1.544395521459948e-52,7.0607984029644224e-43,9.3821176906433155e-47,1.9387123807960056e-45,5.0479442992380081e-34,7.7368925058180073e-25,1.9947285358338536e-39,7.6203001165289107e-57,2.3949935266473819e-52,1.7277428887533988e-40,9.154034625651021e-55,1.7969007323424954e-93,8.3293222756430863e-68,3.1805664639600537e-66,1.1843493174881495e-83,1.4282555592413042e-61,2.5792647379215762e-64,1.0153742971447612e-59,1.2530060861647833e-46,1.046045910696262e-41,5.8686670101239709e-69,1.4899923302108286e-80,2.3879509350465139e-76,2.7191139059175441e-74,4.703811634955887e-88,0.88129999999999997,0.0,0.0,0.0,0.0098899999998585484,0.108803,0.0001,4.7774996974624365e-15,3.2654875732142587e-14,3.265462545766676e-14,1.2569213144719169e-22,1.2785694912351999e-22,7.1365052954904562e-14,7.3969948542548047e-23,8.4808889849037914e-32,8.7863474883769995e-32,1.4318614693975055e-36,2.2061688230940179e-26,7.5005385910043493e-20,5.2131676709741301e-25,1.5741104662929867e-36,1.2211502965747158e-38,1.2470966638910139e-39,1.4654290548359315e-44
3.946082632693802e-18,0.004081469174496542,1.0601282880453016e-30,1.5312416417132309e-26,3.4297637227079381e-19,1.0569049061792445e-30,1.5859017958962317e-19,2.4797692886285163e-33,6.193716819815378e-52,2.8239505198191313e-42,3.7626488358486851e-46,1.5520542032346859e-44,1.0113477240351752e-33,1.5500742878364219e-24,7.9997536163382351e-39,6.1148109558468446e-56,1.9218314783602586e-51,6.9290217561289989e-40,7.3455385776917747e-54,5.7629155560685905e-92,1.335370002041431e-66,5.0991339823095123e-65,3.6293064809813388e-82,2.2898016980769359e-60,2.0697119518408908e-63,8.1560385770468904e-59,5.0251148202168912e-46,8.3086015754278003e-41,4.7092356975777794e-68,4.7784994768347593e-79,7.6583069866207237e-75,2.1779807314038154e-73,7.5615041449704739e-87,0.88129999999999997,0.0,0.0,0.0,0.0098899999997166029,0.108803,0.0001,9.571645735202417e-15,6.5423531125520709e-14,6.5423029840213268e-14,4.9565941773383321e-22,5.1276352612021698e-22,1.4297860687830867e-13,2.966521141895099e-22,6.4012526239249788e-31,6.0647393298801389e-31,1.1489787832312188e-35,8.8477237233371707e-26,3.0080486000295628e-19,2.0907133898543934e-24,1.2627580401403677e-35,9.7989620095755465e-38,1.0007047246426589e-38,2.3523113136795008e-43
7.899028017792289e-18,0.004081469174496544,4.2395846812015649e-30,6.1329530672571077e-26,6.8654919765588979e-19,4.2331322655966905e-30,3.1745651624156135e-19,9.9320253338873461e-33,2.4807173782825526e-51,1.1248921079925697e-41,1.5070221347130203e-45,1.2377374248725514e-43,2.0244543079847506e-33,3.1028443783091195e-24,3.2040741146909465e-38,4.8992898755651102e-55,1.5398038549336432e-50,2.7752228772972663e-39,5.885373274534569e-53,1.8390155412952628e-90,2.1302802523181832e-65,8.1345127664168291e-64,1.1311869515864406e-80,3.6528597554842083e-59,1.6582942883226015e-62,6.5380745101368322e-58,2.0126670092745317e-45,6.6228588569334215e-40,3.7731192260889688e-67,1.5248497020416982e-77,2.4438131091886005e-73,1.7413774078086479e-72,1.2127442233892078e-85,0.88129999999999997,0.0,0.0,0.0,0.0098899999994327137,0.108803,0.0001,1.9159937810286499e-14,1.3096084077703777e-13,1.3095983783026151e-13,1.9208250741478503e-21,2.0537284626868086e-21,2.8620524064560977e-13,1.1881520754991935e-21,4.5817433673946701e-30,3.7883601157101677e-30,9.205814012232689e-35,3.543704444273e-25,1.2047861510669075e-18,8.3737585782497664e-24,1.0111563150734865e-34,7.8510937946866694e-37,8.0176260915707417e-38,3.7697455399576148e-42
1.5804918787989262e-17,0.004081469174496542,1.6956470619905986e-29,2.4547793111902454e-25,1.373694765754935e-18,1.6943559755981825e-29,6.3519023461587887e-19,3.9754095184015851e-32,9.9293346478653127e-51,4.453863051333962e-41,6.0320160572442309e-45,9.8178665496145316e-43,4.0506674587912058e-33,6.2083846231083432e-24,1.2824646667593385e-37,3.9224109352159434e-54,1.2327793625410375e-49,1.1108124079128457e-38,4.7118830583433825e-52,5.8444436126019694e-89,3.3767392213002216e-64,1.2894138058040245e-62,3.5441494791730158e-79,5.7902028584409255e-58,1.327646722992954e-61,5.2357623466263193e-57,8.0559131603968216e-45,5.28865464234153e-39,3.0207896442501025e-66,4.8351260757279417e-76,7.7490453014069159e-72,1.3966592995119542e-71,1.9429205064235944e-84,0.88129999999999997,0.0,0.0,0.0,0.0098899999988649335,0.108803,0.0001,3.8336521958871133e-14,2.6203545583408291e-13,2.6203345071017981e-13,7.2171324337550385e-21,8.2202644076810901e-21,5.7265661187473705e-13,4.7556750229103369e-21,3.0185668613468963e-29,2.0962594770031091e-29,7.3702517037085363e-34,1.4184052977740523e-24,4.8222661256997142e-18,3.3516856318071404e-23,8.0860192354615903e-34,6.2856486568444558e-36,6.4186729760086979e-37,6.0362287658149715e-41
3.161670032838321e-17,0.004081469174496542,6.7822130673646615e-29,9.8223133103207022e-25,2.7479855712685269e-18,6.7796299689744496e-29,1.2706618516463736e-18,1.5906904507949113e-31,3.9730273738641651e-50,1.7442642563020325e-40,2.4135922136924795e-44,7.714534376228506e-42,8.1030936920333389e-33,1.241946536812216e-23,5.1315292752256807e-37,3.1391209401112703e-53,9.8659817594330686e-49,4.4446966361644565e-38,3.7709478953930321e-51,1.8335894276206367e-87,5.294760857675862e-63,2.0218136553731853e-61,1.1051437804352883e-77,9.0790959691204026e-57,1.0625229263173035e-60,4.1907321638664276e-56,3.223414564788318e-44,4.2270656808420564e-38,2.4175498675716775e-65,1.5168407726707224e-74,2.4309682184771389e-70,1.1476609879320876e-70,3.111350417243e-83,0.88129999999999997,0.0,0.0,0.0,0.0098899999977293731,0.108803,0.0001,7.6689690249706313e-14,5.2418467086547116e-13,5.2418066406931225e-13,2.5692553215337571e-20,3.2891752143309715e-20,1.1455517692115176e-12,1.9028657123127306e-20,1.7780680737232011e-28,1.0317588363527885e-28,5.8984460557391042e-33,5.6754687637755097e-24,1.929519981419298e-17,1.341110783467423e-22,6.4563100857778117e-33,5.0304289596858151e-35,5.1364043026162979e-36,9.6610145778445039e-40
6.324026340917111e-17,0.004081469174496542,2.7128096802057615e-28,3.9295638171617789e-24,5.4965658595584129e-18,2.7122927030359757e-28,2.5416218068354127e-18,6.3638681892838318e-31,1.5894697847613682e-49,6.6912389905085193e-40,9.6559411662910496e-44,5.9558529995437516e-41,1.6207945885034503e-32,2.4841627879811731e-23,2.05294595170667e-36,2.5117738411442933e-52,7.8942847007095539e-48,1.7781681592212543e-37,3.0173463160291474e-50,5.6391888156821094e-86,8.136730533669343e-62,3.1070244722410987e-60,3.3886068897266818e-76,1.3952312366094571e-55,8.5018196749677644e-60,3.3534351003556471e-55,1.2895756975402591e-43,3.3801077506397855e-37,1.9344073202619929e-64,4.6651143209716798e-73,7.4765175734965383e-69,1.044073464545575e-69,4.9823916204109511e-82,0.88129999999999997,0.0,0.0,0.0,0.0098899999954582575,0.108803,0.0001,1.5339602680604031e-13,1.0484830508586679e-12,1.0484750411848281e-12,8.3914637357757261e-20,1.3158832359914771e-19,2.2913117442025731e-12,7.6125119639573821e-20,9.2658321026100527e-28,4.6455556447317586e-28,4.719660579270655e-32,2.2705570608124773e-23,7.7192195522054467e-17,5.3653160931381138e-22,5.142243275547308e-32,4.0251069482080772e-34,4.1091281627625722e-35,1.5457944818251588e-38
1.264873895707469e-16,0.004081469174496542,1.0851084279453168e-27,1.5719525856426148e-23,1.0993721145194588e-17,1.0850047819919021e-27,5.0836086017292946e-18,2.5458109294401715e-30,6.3583976097082949e-49,2.469889165395403e-39,3.8626913560665943e-43,4.4507766140799982e-40,3.2417649177104494e-32,4.9685956989842515e-23,8.2124529167306264e-36,2.0096101077540441e-51,6.3160279086620531e-47,7.113252188651955e-37,2.4141303536852651e-49,1.6718019266861245e-84,1.2046329313085531e-60,4.5999107035235725e-59,1.0030959731544115e-74,2.0656226569820208e-54,6.8021322775186056e-59,2.683088265151402e-54,5.1587224161261561e-43,2.7034670557941663e-36,1.5476729808245288e-63,1.3830809098208856e-71,2.2165637104783133e-67,1.2575439117594391e-68,7.9818944067967683e-81,0.88129999999999997,0.0,0.0,0.0,0.0098899999909160281,0.108803,0.0001,3.0680869981736281e-13,2.0970796523544157e-12,2.0970635970054014e-12,2.4366607034489377e-19,5.2639531170160557e-19,4.5827103418814188e-12,3.0451007135230409e-19,4.3464951645788482e-27,1.9785951735948475e-27,3.776099065626934e-31,9.0829671705112611e-23,3.0878456757777589e-16,2.1463008966730251e-21,4.0766264812000877e-31,3.2203904224866827e-33,3.2863741445355924e-34,2.4726195468775993e-37
