Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180)
3.086740356690843e-12,0.004081469173378939,4.853427801294978e-19,7.0022224805360112e-15,2.6445174148743499e-13,4.8330490310488035e-19,2.0379002842862448e-13,2.0803613988601567e-21,-7.7457721696448521e-30,3.0798855381271562e-18,5.2022802713497082e-34,-3.0798906391028118e-18,7.9221333951021672e-28,1.9011333029226361e-18,-2.9302503658093611e-25,-7.7680603688659551e-30,6.8230193832485221e-34,5.7431788948002255e-28,3.7096386000831026e-36,-1.1600324108299874e-41,3.1469298772373438e-30,1.8206608620772815e-27,7.0864046548561317e-40,5.3961425144291214e-24,-1.9564046150696405e-35,8.0964841585436671e-41,2.3098125625742282e-34,1.7182558758568761e-23,-4.4779982954233948e-40,1.8881259591443937e-35,1.5693414465358549e-32,-9.6373374283169242e-38,2.4618678445930171e-61,0.88129999999999997,0.0,0.0,0.0,0.0098897816082529708,0.10880299972567564,9.9999999999998135e-05,7.4870993575136427e-09,5.1125911031070206e-08,5.0949608251540162e-08,9.9775294932343647e-15,2.2501108915493316e-10,4.0007423381113986e-08,4.9099497763713226e-11,2.2217731774609175e-18,3.4035869908081174e-19,2.7454062727308295e-18,4.0541689872201342e-14,6.8546586075380935e-08,9.5782515779839547e-13,3.3995904661657013e-21,2.0346037311414405e-20,1.6500546305030834e-22,1.8604069026866411e-21
3.131986932659976e-12,0.004081469173348672,4.9952934158444142e-19,7.2064592769057721e-15,2.6799812973478591e-13,4.9740157881891388e-19,2.0796447594595612e-13,2.158301395229672e-21,-7.8390528415073655e-30,-5.9175911011362172e-18,5.3331357852780948e-34,5.9175858408219616e-18,8.0381849125042549e-28,1.8646729372098631e-18,-2.6905384193113123e-25,-7.8621171026324215e-30,7.1439227699357523e-34,5.8875860701427458e-28,3.897358944757655e-36,-1.1264335675906891e-41,3.2260214059886322e-30,1.8684504007544771e-27,7.269442798593313e-40,5.5317633217778904e-24,-2.0082187591667316e-35,8.3399487537573387e-41,2.3779556574340909e-34,1.7947140236513582e-23,-4.5964849770674046e-40,1.9466410380214987e-35,1.609894763276173e-32,-9.8793933829654923e-38,2.6069470136804066e-61,0.88129999999999997,0.0,0.0,0.0,0.0098897784283089457,0.10880299971825001,9.9999999999998175e-05,7.5968462423748571e-09,5.1875111965449045e-08,5.1693229709292653e-08,1.0123743673094081e-14,2.3150868497536643e-10,4.0128747945612624e-08,5.002321511272166e-11,2.2859311703926014e-18,3.4676194021896771e-19,2.8729823654366184e-18,4.1738839623732099e-14,6.9995185323230706e-08,9.861062092518695e-13,3.4640526649456695e-21,2.1252083405098788e-20,1.6991716705317748e-22,1.9449017167342772e-21
3.177233508629109e-12,0.004081469173318026,5.1392184967249159e-19,7.413642629008494e-15,2.7208473652855013e-13,5.1170162723110377e-19,2.1217371167918368e-13,2.2381634305037685e-21,-7.8488504818517685e-30,1.0531612430945805e-17,5.4914869340946723e-34,-1.0531617853738024e-17,8.1547581769570827e-28,1.9730632311503321e-18,-3.0849949910148405e-25,-7.8723253544770967e-30,7.4728530516273105e-34,6.0352572243264143e-28,4.0907384969505483e-36,-1.1183714058702182e-41,3.3440593263496139e-30,1.8794357984918549e-27,7.4577466692869202e-40,5.7341667542243073e-24,-2.0603319955129685e-35,8.6003909887347576e-41,2.4470919089509692e-34,1.8733861653101114e-23,-4.7156621423377034e-40,2.0064247485763573e-35,1.6516146327337377e-32,-1.0240784111557364e-37,2.755603738539344e-61,0.88129999999999997,0.0,0.0,0.0,0.009889775248571946,0.1088029997107353,9.9999999999998067e-05,7.7065930761420549e-09,5.2624312143586129e-08,5.243676240218856e-08,1.0269957704540964e-14,2.3809454602718522e-10,4.024556145638268e-08,5.0947709556825759e-11,2.3509607088750532e-18,3.5317056824927408e-19,3.0045893400645427e-18,4.2953408887156339e-14,7.1448088698096756e-08,1.014798668397935e-12,3.5285849637317665e-21,2.2184583302179952e-20,1.7489793231102828e-22,2.0318922543694429e-21
3.217955427001329e-12,0.004081469173290155,5.2706098409452945e-19,7.602768409228837e-15,2.7583126333229048e-13,5.2475531862576815e-19,2.1599144938470379e-13,2.3117045456816623e-21,-7.8051851719932901e-30,-1.6745668038994787e-19,5.6184453629702768e-34,1.6745117326515145e-19,8.2595036944784806e-28,2.0976169316607877e-18,-3.5581604384301093e-25,-7.8289584124271777e-30,7.7757980047631933e-34,6.1750329174855489e-28,4.2698099216603614e-36,-1.1274073795544772e-41,3.4210611715628951e-30,1.862478785502679e-27,7.6327315307019264e-40,5.8662043117046082e-24,-2.1072454379025995e-35,8.8579708918225529e-41,2.5101656612463985e-34,1.9461107676686324e-23,-4.8229446023166377e-40,2.0606703568033457e-35,1.6903833367058279e-32,-1.0476452063209405e-37,2.9007151432641181e-61,0.88129999999999997,0.0,0.0,0.0,0.0098897723869796512,0.10880299970389608,9.9999999999997945e-05,7.8053651828490221e-09,5.3298591350288614e-08,5.3105866074136998e-08,1.04015501474855e-14,2.440971454765062e-10,4.0346975398953351e-08,5.1780380046900075e-11,2.4102310601560767e-18,3.5894266943138732e-19,3.126540212282168e-18,4.4061414983785022e-14,7.2759249378549519e-08,1.0409736345256225e-12,3.5867213067878438e-21,2.3046763340738003e-20,1.7943956337605918e-22,2.1123463550504361e-21
3.258677345373549e-12,0.00408146917326198,5.4037861803187209e-19,7.7944493815778839e-15,2.7940406578156016e-13,5.3798537139939526e-19,2.1983681931265307e-13,2.3868434259247502e-21,-7.7671829766603276e-30,2.4299953014741075e-19,5.7009793904152316e-34,-2.43005018042896e-19,8.3636356593106284e-28,2.1710603367917341e-18,-3.807469099313362e-25,-7.7913777602305038e-30,8.0856239347662314e-34,6.3223837913674151e-28,4.453909506964169e-36,-1.1390761996399375e-41,3.4245343134747141e-30,1.8454724409467927e-27,7.809833740918691e-40,5.8721598471595253e-24,-2.1539174853640699e-35,9.137112950146126e-41,2.5740426504426355e-34,2.0206796426106644e-23,-4.9296658507607482e-40,2.1146449729917512e-35,1.7296215273937374e-32,-1.0486799343730422e-37,3.0593375555450526e-61,0.88129999999999997,0.0,0.0,0.0,0.0098897695255440368,0.10880299969698504,9.9999999999997877e-05,7.9041372481732716e-09,5.3972869413091415e-08,5.3774898111271738e-08,1.0533142366820832e-14,2.5017097508739678e-10,4.0444989245067287e-08,5.2613609532280723e-11,2.4702047498799061e-18,3.6471864561860008e-19,3.2518646865656935e-18,4.5183531026192843e-14,7.4073654161011309e-08,1.0674818395662292e-12,3.6449095854928444e-21,2.3930952076532291e-20,1.8403693867562249e-22,2.1948755233639327e-21
3.299399263745769e-12,0.004081469173233514,5.5386662895506404e-19,7.9885675051228785e-15,2.8279303171871745e-13,5.5138363786717514e-19,2.2370985520819548e-13,2.4635995294994461e-21,-7.7553583313331111e-30,-4.2805307222647711e-22,5.7678107336272126e-34,4.2260901130143853e-22,8.4674815035506455e-28,2.1938322033235504e-18,-3.8348671937087114e-25,-7.7801002163903807e-30,8.4027871818291064e-34,6.4740439903673896e-28,4.6432549653920695e-36,-1.1528670778599883e-41,3.4006665564967064e-30,1.8396576013373149e-27,7.986480677147462e-40,5.831233067643879e-24,-2.2003747366185565e-35,9.4296352264061113e-41,2.6387192875852502e-34,2.0971170707121965e-23,-5.035886707902138e-40,2.1683386455411686e-35,1.7687597309804613e-32,-1.0413359248484921e-37,3.2290058490049044e-61,0.88129999999999997,0.0,0.0,0.0,0.0098897666642598827,0.10880299969000233,9.999999999999785e-05,8.0029092721163386e-09,5.4647146364038905e-08,5.4443858638640855e-08,1.0664734369148357e-14,2.5631590983117402e-10,4.0539716984458749e-08,5.3447367436433001e-11,2.5308805434925641e-18,3.7049828485166083e-19,3.3806145303161116e-18,4.6319757076394878e-14,7.5391194271778997e-08,1.0943232827770772e-12,3.703147689603275e-21,2.4837424646893808e-20,1.886899659599024e-22,2.279505050610984e-21
3.340121182117989e-12,0.004081469173204757,5.6751765758685641e-19,8.1850157966017061e-15,2.8615364249685891e-13,5.6494273357564344e-19,2.2761070521888163e-13,2.5419924323468302e-21,-7.9207280614935475e-30,7.297578746290167e-19,5.8262410758747989e-34,-7.2976325485991049e-19,8.57134707877153e-28,2.2089795990452148e-18,-3.8288589315548416e-25,-7.9460406023117648e-30,8.7275813190315488e-34,6.6270262263421968e-28,4.8379747022719352e-36,-1.1757941584952597e-41,3.362980181116716e-30,1.9339938002458647e-27,8.1612960947066849e-40,5.7666110613094996e-24,-2.2472354005128417e-35,9.7280379478401066e-41,2.704193841133556e-34,2.1754462797370574e-23,-5.1430268632731847e-40,2.2233985878535848e-35,1.8074932954260139e-32,-1.029756793324486e-37,3.4063770367308167e-61,0.88129999999999997,0.0,0.0,0.0,0.0098897638031219936,0.10880299968294814,9.9999999999997836e-05,8.1016812546797219e-09,5.532142238579691e-08,5.5112747781072335e-08,1.0796326190078335e-14,2.6253182489854132e-10,4.06312687814508e-08,5.4281624857128014e-11,2.5922572086063337e-18,3.7628138677774422e-19,3.5128417218577172e-18,4.747009319743749e-14,7.6711764587514463e-08,1.1214979634372886e-12,3.7614336312142636e-21,2.5766456107096137e-20,1.9339855317004754e-22,2.3662601861964714e-21
3.380843100490209e-12,0.004081469173175708,5.8132928643212873e-19,8.3837588713041999e-15,2.8950809742514534e-13,5.7866021612719885e-19,2.3153937395201713e-13,2.6220418499383838e-21,-8.0368755901941233e-30,-3.1232819604903381e-19,5.8821238518627164e-34,3.123228865737401e-19,8.6751565227682703e-28,2.223471345503467e-18,-3.8199683363736001e-25,-8.0627697744233872e-30,9.06008870968065e-34,6.7803738170315037e-28,5.0381290920189919e-36,-1.16452945475477e-41,3.3211291380955073e-30,2.000385061570614e-27,8.3338768280123878e-40,5.6948477671607626e-24,-2.2948836751992771e-35,1.0029815059520559e-40,2.7704660087209979e-34,2.2556896535456067e-23,-5.2519670849184039e-40,2.2809298598054706e-35,1.8457329651675117e-32,-1.0169008059744319e-37,3.5901275533937572e-61,0.88129999999999997,0.0,0.0,0.0,0.0098897609421254723,0.10880299967582258,9.9999999999997836e-05,8.2004531958648591e-09,5.5995697530569269e-08,5.5781565663174672e-08,1.0927917839879407e-14,2.6881859569920197e-10,4.0719751103804411e-08,5.5116354480764243e-11,2.6543335149959373e-18,3.8206776205653973e-19,3.6485984499143999e-18,4.8634539455261373e-14,7.803526351229152e-08,1.149005880891747e-12,3.8197655301725385e-21,2.6718321430407368e-20,1.9816260843781701e-22,2.4551661377161396e-21
3.4215650188624288e-12,0.004081469173146367,5.9530259573731892e-19,8.5848120175070429e-15,2.9288179143044565e-13,5.9253714080029036e-19,2.3549590746172692e-13,2.703767628712052e-21,-8.0808996376165077e-30,3.0597150397450985e-19,5.9593262576833828e-34,-3.0597679425766822e-19,8.7791122562912518e-28,2.2434671253862912e-18,-3.8351548169558872e-25,-8.1073710094208773e-30,9.4002990020013324e-34,6.9345507507338611e-28,5.2437640717920831e-36,-1.1833774407060204e-41,3.3108743544766086e-30,2.0259685504995644e-27,8.5050431802922786e-40,5.6772635915404233e-24,-2.3431475027439489e-35,1.0335059102016942e-40,2.8375365109882402e-34,2.3378693620510496e-23,-5.3623135139040486e-40,2.3403795512305344e-35,1.8836603143171123e-32,-1.0137261940518371e-37,3.7803090926600175e-61,0.88129999999999997,0.0,0.0,0.0,0.0098897580812655934,0.1088029996686258,9.9999999999997796e-05,8.2992250956731466e-09,5.6669971846222579e-08,5.6450312409337214e-08,1.1059509327788902e-14,2.7517609786146672e-10,4.0805266849579498e-08,5.5951530491084847e-11,2.7171082345946649e-18,3.8785723172746265e-19,3.7879371130314673e-18,4.9813095918010754e-14,7.9361592856539829e-08,1.176847034534765e-12,3.8781416043596382e-21,2.7693295508168834e-20,2.0298204008522242e-22,2.5462480710448432e-21
3.4622869372346487e-12,0.004081469173116738,6.0943831667652467e-19,8.7881854664526406e-15,2.962271375072498e-13,6.0657421383256981e-19,2.3948025274303991e-13,2.7871897219060147e-21,-8.0531359566971947e-30,-5.5368018324988085e-19,6.0461914147127697e-34,5.536748858607528e-19,8.883091650486785e-28,2.256521631950232e-18,-3.8199271598430904e-25,-8.0802047955056112e-30,9.7482332160435128e-34,7.0898925540589587e-28,5.4549421486225203e-36,-1.1983366905289713e-41,3.3142864266699215e-30,2.0106146981011884e-27,8.6759335601263582e-40,5.6831144113520559e-24,-2.3915367131598824e-35,1.064450711696353e-40,2.9054060526752669e-34,2.4220077384234672e-23,-5.4729419808275473e-40,2.4004668930262239e-35,1.9215273383505454e-32,-1.0147388574529362e-37,3.977575637880391e-61,0.88129999999999997,0.0,0.0,0.0,0.0098897552205378467,0.10880299966135798,9.9999999999997809e-05,8.3979969541059294e-09,5.734424531271241e-08,5.7118988143730453e-08,1.1191100649991206e-14,2.8160420723186756e-10,4.0887915468170798e-08,5.678712848075917e-11,2.7805801414905571e-18,3.9364962659673436e-19,3.9309103189986485e-18,5.1005762654328353e-14,8.0690657721547614e-08,1.2050214237697943e-12,3.9365601744018237e-21,2.8691653149857297e-20,2.0785675662417306e-22,2.6395311104237382e-21
3.5030088556068687e-12,0.0040814691730868165,6.2373685013735395e-19,8.9938846642416712e-15,2.9959731539042136e-13,6.2077181116411287e-19,2.4349247228521223e-13,2.8723281885338941e-21,-8.049879706493932e-30,6.7068952982012584e-19,6.1441430471914809e-34,-6.7069485819786729e-19,8.9871949238169089e-28,2.276532200560243e-18,-3.8351300157013972e-25,-8.0775277907063811e-30,1.0103948050926917e-33,7.2465826695119776e-28,5.6717421688954968e-36,-1.2072567529864915e-41,3.3333701545796351e-30,2.0092557517798188e-27,8.8475093622016807e-40,5.7158379208282953e-24,-2.4398063449293128e-35,1.0958622119957877e-40,2.9740753307728405e-34,2.5081273013549121e-23,-5.583292247162776e-40,2.4605064906868008e-35,1.9595468541308973e-32,-1.0205531191950223e-37,4.1821462171287319e-61,0.88129999999999997,0.0,0.0,0.0,0.0098897523599377792,0.10880299965401925,9.9999999999997782e-05,8.4967687711645143e-09,5.8018518002807666e-08,5.7787592990306403e-08,1.132269182057895e-14,2.881027998747745e-10,4.0967793075711263e-08,5.7623125374480527e-11,2.8447480119226269e-18,3.9944478670427816e-19,4.0775708842834668e-18,5.2212539733301699e-14,8.2022366389338875e-08,1.2335290480081442e-12,3.9950196483006323e-21,2.9713669083123514e-20,2.1278666675612499e-22,2.7350403385464e-21
3.5437307739790886e-12,0.00408146917305661,6.3819734243153917e-19,9.2018968826189966e-15,3.0292449095369595e-13,6.3512905428078337e-19,2.4753247282095097e-13,2.9592031850866769e-21,-8.033915080684214e-30,-9.3433339535430173e-19,6.2287103583928489e-34,9.3432806755010531e-19,9.0911302705491033e-28,2.2858692102421256e-18,-3.8035833250571506e-25,-8.062166557115318e-30,1.0467524231949231e-33,7.4043168731573711e-28,5.8942456025737932e-36,-1.1949653954109847e-41,3.3313186396772332e-30,2.0005358387174723e-27,9.0196369079263956e-40,5.7123201525457152e-24,-2.4879287579684812e-35,1.1277463863274831e-40,3.0435440872298287e-34,2.5962505705005357e-23,-5.6932996103310301e-40,2.5204618811737414e-35,1.9976892737695319e-32,-1.0198902410418508e-37,4.3945658083047725e-61,0.88129999999999997,0.0,0.0,0.0,0.0098897494994612135,0.10880299964660976,9.9999999999997769e-05,8.5955405468501554e-09,5.8692789875319021e-08,5.8456127072799022e-08,1.1454282831664735e-14,2.9467175207201518e-10,4.1044992566263785e-08,5.8459499355514213e-11,2.9096106242770956e-18,4.0524256081455755e-19,4.2279718334850414e-18,5.3433427224073631e-14,8.3356630216569587e-08,1.2623699066597654e-12,4.0535185258332367e-21,3.0759617953817303e-20,2.1777167937173115e-22,2.8328007966445822e-21
3.5844526923513085e-12,0.004081469173026113,6.5282033390129543e-19,9.4122295898357895e-15,3.06314373225581e-13,6.4964645868924789e-19,2.5160039291307849e-13,3.0478349834340443e-21,-8.0662788885985522e-30,1.4197487757207258e-18,6.3269356790696412e-34,-1.4197541293059751e-18,9.1952472106596386e-28,2.3122423865122022e-18,-3.8466017320061254e-25,-8.0950918213618509e-30,1.0839014548028904e-33,7.5633254874202094e-28,6.1225303069812602e-36,-1.2011062712012661e-41,3.3488939345404401e-30,2.0195915270422072e-27,9.1923170729803478e-40,5.742457103431645e-24,-2.5360859525057373e-35,1.1601020717739552e-40,3.1138124783331805e-34,2.6864000242521715e-23,-5.8033832445913546e-40,2.5807340022923614e-35,2.0359547941902996e-32,-1.02524092819057e-37,4.6143598996929248e-61,0.88129999999999997,0.0,0.0,0.0,0.009889746639103936,0.10880299963912962,9.9999999999997728e-05,8.694312281164077e-09,5.9367061049931045e-08,5.9124590514724641e-08,1.1585873706397587e-14,3.0131094032249323e-10,4.1119603719604169e-08,5.9296229800774842e-11,2.9751667590836319e-18,4.1104280596650844e-19,4.3821663987723254e-18,5.4668425196922781e-14,8.4693363531676965e-08,1.2915439991587574e-12,4.1120553813173544e-21,3.1829774326020764e-20,2.2281170355049083e-22,2.932837484573995e-21
3.6251746107235285e-12,0.0040814691729953315,6.6760435521773074e-19,9.6248611400384425e-15,3.0959627521223058e-13,6.6432253036422633e-19,2.556960188848178e-13,3.1382439501510823e-21,-8.0455790038494608e-30,-2.3412424503399391e-18,6.4057950608107298e-34,2.3412371101060866e-18,9.2990741843682356e-28,2.3106601990592501e-18,-3.7672089193864917e-25,-8.0750234956576741e-30,1.1218491231757805e-33,7.7230729361582143e-28,6.356669248708688e-36,-1.194842019151914e-41,3.3365269122723008e-30,2.0085033435330497e-27,9.3649923044922663e-40,5.7212510045051898e-24,-2.5842778701507234e-35,1.1929106839538659e-40,3.1848797920839732e-34,2.7785980242063428e-23,-5.913539557041151e-40,2.6414316515917786e-35,2.0742199960300269e-32,-1.021415726158067e-37,4.8425563130478753e-61,0.88129999999999997,0.0,0.0,0.0,0.0098897437788621357,0.10880299963157904,9.9999999999997755e-05,8.7930839741074486e-09,6.0041331385332848e-08,5.9792983439382317e-08,1.1717464417509475e-14,3.080202413418078e-10,4.1191713305672704e-08,6.0133297211016967e-11,3.0414151990115911e-18,4.1684538698964173e-19,4.5402080193529003e-18,5.5917533721833539e-14,8.6032483535207274e-08,1.3210513249295665e-12,4.1706288781063073e-21,3.2924412682079536e-20,2.2790664856040081e-22,3.0351753609000856e-21
3.6658965290957484e-12,0.004081469172964257,6.8255158918594125e-19,9.8398227979651941e-15,3.1304892157628056e-13,6.7915942731817324e-19,2.5981972288516639e-13,3.2304505857975088e-21,-8.1191526810840567e-30,3.7874492023954705e-18,6.5353530352851241e-34,-3.7874546388709204e-18,9.4035311727280114e-28,2.3547209465904336e-18,-3.8876200981099185e-25,-8.1491193362934152e-30,1.1605974279412733e-33,7.884424847566906e-28,6.5967358857809996e-36,-1.2282122766464574e-41,3.3996076294539865e-30,2.0522031156692344e-27,9.5390059147494263e-40,5.8294175603972684e-24,-2.6326773909670584e-35,1.2262411729924418e-40,3.2567476022170217e-34,2.872866991422874e-23,-6.0241703778134588e-40,2.7029015077678077e-35,2.1127822395906463e-32,-1.040709287162857e-37,5.0774985405292398e-61,0.88129999999999997,0.0,0.0,0.0,0.009889740918731715,0.1088029996239581,9.9999999999997687e-05,8.8918556256814134e-09,6.0715601163048794e-08,6.0461305969854348e-08,1.1849055019449854e-14,3.1479953206187306e-10,4.1261405185574564e-08,6.0970683156978211e-11,3.1083547288662597e-18,4.2265017613065817e-19,4.7021503408883784e-18,5.7180752870817235e-14,8.73739102034372e-08,1.3508918834418236e-12,4.2292377352922996e-21,3.4043807422648491e-20,2.3305642385760592e-22,3.1398393429836856e-21
3.706618447467968e-12,0.0040814691729329075,6.9765744829531413e-19,1.0057047743737699e-14,3.1617651056192948e-13,6.9415253749406869e-19,2.6397087944908572e-13,3.3244754585520454e-21,-8.0814925566407435e-30,-7.0629358899351257e-18,6.6253262742126928e-34,7.0629304226554648e-18,9.5073073478960487e-28,2.313064444710887e-18,-3.6327296184128027e-25,-8.1121980640767318e-30,1.2001573673821676e-33,8.0456392625370616e-28,6.8427991570276051e-36,-1.2239879528239692e-41,3.402848756343045e-30,2.0342381057801235e-27,9.7143983896716141e-40,5.8349752550188785e-24,-2.6811458098288612e-35,1.2601003295730909e-40,3.3294152209308892e-34,2.9692291468757975e-23,-6.134947794215878e-40,2.765107824861875e-35,2.151650492468101e-32,-1.0416655542509745e-37,5.3225448285065837e-61,0.88129999999999997,0.0,0.0,0.0,0.0098897380587094335,0.10880299961626698,9.9999999999997755e-05,8.9906272358870716e-09,6.1389869930963546e-08,6.1129558229006346e-08,1.198064542481203e-14,3.2164868963053753e-10,4.1328760409132301e-08,6.1808370206788904e-11,3.1759841355850964e-18,4.2845705255032143e-19,4.8680472150071381e-18,5.8458082713555791e-14,8.8717566195285141e-08,1.3810656741073897e-12,4.2878807702682491e-21,3.5188232866711199e-20,2.382609390860511e-22,3.2468543070664736e-21
3.747340365840188e-12,0.004081469172901261,7.1291786636804277e-19,1.0276476711264793e-14,3.193251940552235e-13,7.0929777005791229e-19,2.6814985914279069e-13,3.4203392311851538e-21,-8.0254499729665804e-30,-2.2177719074960491e-18,6.689616037839717e-34,2.2177664745742758e-18,9.610863348852094e-28,2.2734618147907185e-18,-3.3868472086637885e-25,-8.0568846907341509e-30,1.2405324361744702e-33,8.2050314137988754e-28,7.0948657153452754e-36,-1.2029058929326321e-41,3.3686954112216418e-30,2.0045613044767996e-27,9.8898534150305544e-40,5.7764114510276034e-24,-2.729466348797268e-35,1.2931226547745021e-40,3.4028805002817378e-34,3.0677061956737734e-23,-6.2453819658071245e-40,2.8272816836022414e-35,2.1905333777513428e-32,-1.0311623395943712e-37,5.5718134552591912e-61,0.88129999999999997,0.0,0.0,0.0,0.0098897351987914141,0.1088029996085058,9.9999999999997782e-05,9.0893988047254869e-09,6.2064138019089082e-08,6.1797740339459483e-08,1.2112235696995407e-14,3.2856759143957809e-10,4.1393856957133036e-08,6.2646342002819891e-11,3.2443022085141449e-18,4.3426590285607426e-19,5.0379527256861914e-18,5.9749523320321238e-14,9.0063377098269647e-08,1.4115726963490188e-12,4.3465568362372232e-21,3.6357963240843282e-20,2.4352010410180494e-22,3.3562450829562444e-21
3.788062284212408e-12,0.004081469172869332,7.2833251642963817e-19,1.0498104607034807e-14,3.2256793372789266e-13,7.2459477344880012e-19,2.7235680010999991e-13,3.5180626891636606e-21,-7.9921216476474742e-30,-4.2374206733728417e-19,6.7582442050577779e-34,4.2373666684871544e-19,9.7145606107542214e-28,2.2616019010641315e-18,-3.2624422859477605e-25,-8.0242115480979573e-30,1.2817134315079065e-33,8.3624780383870666e-28,7.3529105656561643e-36,-1.1883179385294353e-41,3.342714400210187e-30,1.9865345237875685e-27,1.006391431137039e-39,5.7318610096207901e-24,-2.7775074407129147e-35,1.325082320626248e-40,3.4771419635572762e-34,3.1683194392172898e-23,-6.3551729513783073e-40,2.8888848361245857e-35,2.2291084386935922e-32,-1.0231626764804702e-37,5.8229071056181608e-61,0.88129999999999997,0.0,0.0,0.0,0.0098897323389740849,0.1088029996006747,9.9999999999997796e-05,9.188170332197685e-09,6.273840553487599e-08,6.2465852423657284e-08,1.2243825857543448e-14,3.3555611505811356e-10,4.1456770675815313e-08,6.3484582917732144e-11,3.3133077387505573e-18,4.4007661871781e-19,5.2119211257214201e-18,6.1055074763440573e-14,9.1411270536783516e-08,1.4424129496357239e-12,4.4052648629043257e-21,3.7553272704311859e-20,2.4883382891513657e-22,3.4680364667167811e-21
3.828784202584628e-12,0.004081469172837119,7.439083239611838e-19,1.0722031407994232e-14,3.2604811469900441e-13,7.4005044858856741e-19,2.7659188215190249e-13,3.6176667951823877e-21,-8.0442509767164602e-30,4.5930420720584636e-18,6.8482224002725677e-34,-4.593047465618774e-18,9.8186928305976914e-28,2.3159135901806236e-18,-3.4277388702793823e-25,-8.0768282006891971e-30,1.323684699999021e-33,8.520794516411108e-28,7.6169606099041995e-36,-1.1968140002955196e-41,3.348342898626278e-30,2.0170589157547114e-27,1.0237018850848668e-39,5.7415124060839848e-24,-2.8255293336973733e-35,1.357196814734815e-40,3.5522013667004508e-34,3.2710906316214905e-23,-6.464920131440049e-40,2.9506419201287151e-35,2.2674725761325011e-32,-1.0248484073198345e-37,6.0801062881538747e-61,0.88129999999999997,0.0,0.0,0.0,0.0098897294792539524,0.10880299959277383,9.9999999999997742e-05,9.2869418183046669e-09,6.3412672630612973e-08,6.3133894603844548e-08,1.2375415935988873e-14,3.4261413825391577e-10,4.1517575053435234e-08,6.4323078127768874e-11,3.382999519353017e-18,4.4588909737592216e-19,5.3900068568759509e-18,6.2374737118825237e-14,9.2761176385303584e-08,1.473586433518607e-12,4.4640038299178731e-21,3.8774435340997851e-20,2.5420202370903843e-22,3.5822532166183323e-21
3.869506120956848e-12,0.004081469172804623,7.596502437706839e-19,1.0948328542499273e-14,3.295115361119302e-13,7.5566972585773599e-19,2.808548146627235e-13,3.7191726274940699e-21,-8.0929651899695216e-30,9.8021760614649058e-19,6.9500653886290725e-34,-9.8022302013810198e-19,9.9228987278109324e-28,2.3685463522042607e-18,-3.5856425693258869e-25,-8.1260377054059411e-30,1.3664462876539049e-33,8.6820718352996345e-28,7.8871254486509046e-36,-1.2091015464811089e-41,3.3694901981782116e-30,2.0454173894853042e-27,1.0410268893120385e-39,5.777774388048712e-24,-2.8737637155248759e-35,1.3904455789023358e-40,3.6280606985367396e-34,3.3760423708066128e-23,-6.5751492398684568e-40,3.0132684536196336e-35,2.3058696975275868e-32,-1.0312888895063742e-37,6.3475965531713509e-61,0.88129999999999997,0.0,0.0,0.0,0.0098897266196280292,0.10880299958480329,9.9999999999997687e-05,9.3857132630473903e-09,6.4086939077754396e-08,6.3801867002013859e-08,1.2507005888090339e-14,3.497415390462042e-10,4.1576340679373625e-08,6.5161813762107856e-11,3.4533763458630417e-18,4.5170324267665632e-19,5.5722645999029578e-18,6.3708510462097998e-14,9.4113027284532921e-08,1.5050931475387229e-12,4.5227727866080693e-21,4.002172513926281e-20,2.5962459888511068e-22,3.698920043107546e-21
